"","gene","stranded_over_polya_logFC","average_logCPM","exact_test_pval","lrt_pval","qlft_pval","deseq2_nbwaldtest_pval","normalized_count_cv","s1_stranded_BS_HE0WJRW6","s2_stranded_BS_SHJA4MR0","s3_stranded_BS_FN07P04C","s4_stranded_BS_8QB4S4VA","s5_stranded_BS_KABQQA0T","s6_stranded_BS_D7XRFE0R","s1_polya_BS_HWGWYCY7","s2_polya_BS_X0XXN9BK","s3_polya_BS_W4H1D4Y6","s4_polya_BS_QKT3TJVK","s5_polya_BS_7WM3MNZ0","s6_polya_BS_68KX6A42"
"1","SENP2",0.0893067240577431,4.69239414595996,0.743769777631762,0.744500905391579,0.737230607561905,0.70007841951502,0.0958120268444563,95.161937551807,108.216525833161,83.7297435219196,115.337772561845,104.838062448193,104.8449220519,109.484963961374,93.5199563993947,89.504038683859,93.8745813461093,106.436941863361,93.0750695732912
"2","NUP58",-0.054923877473422,4.67406891554212,0.842607461481905,0.835512662256218,0.832586761980813,0.701812151993259,0.100386896143113,99.9396621743999,96.3830062120073,92.9281481093457,111.877191283722,100.246055814806,83.2498074393744,100.0603378256,104.9198978273,85.9726366297147,116.942520694138,108.399177251074,93.8517879301529
"3","LSG1",-0.00368924514648497,4.68009731303955,1,0.988957424405416,0.989763303234562,0.896778037416692,0.108898378210222,113.543065192177,104.367119317788,83.4411575460051,113.135830831493,94.4321534889335,86.2863624808361,102.978617646934,101.305684768628,93.0980039330106,116.815512866427,98.6943152313718,90.4826226495739
"4","BAP1",0.0720710700253687,4.66902917661654,0.78657109043319,0.786004386960577,0.77987270121085,0.839824766410655,0.115400359064756,86.4444129491689,116.485878872551,100.434455803944,104.73407543858,97.7619415408618,96.9092665072754,80.5283779150781,117.196919682711,104.114559504262,102.065394102317,99.5655441960559,83.8741670777652
"5","CUL4B",-0.0409603111193363,4.66694016791578,0.89789760161294,0.883827475142779,0.882550076594514,0.70802703814175,0.124120766631664,74.8877089509494,109.227974214321,80.8910768184565,106.261343924277,98.3481476241054,101.873175126505,93.5224595568204,88.030163821217,90.4359057080465,108.146288201816,101.651852375895,114.781440786421
"6","ZFAND3",0.0858262993253381,4.66990404136461,0.762134810962955,0.756578095353974,0.752117757424604,0.669157167424326,0.128490296523871,82.857165215918,99.0715212188914,93.9036725888068,113.589863321749,100.928478781109,112.49745294299,79.3455298166897,78.0928191805089,112.780392234642,105.757896471045,96.1785537291551,100.963134693467
"7","UBE2R2",0.0650448138507484,4.6778676336332,0.826334573412299,0.817629825004867,0.813811215667368,0.822586844034951,0.134742959152048,91.3778577319276,99.0228955657085,76.4899287119006,102.622687369606,113.309595641922,114.309296802123,113.711054200006,73.927257999267,91.3141173137818,101.482020134403,98.5277049005185,100.977104434292
"8","DDX19A",-0.154565268352406,4.66982068277522,0.572107796737204,0.562826073910793,0.555508191677684,0.428851818997462,0.135654724754065,112.596793051803,75.2515964666007,97.7109939869821,97.886624299396,89.3878224302921,94.2121762658904,125.386210873387,81.6721173785566,102.113375700604,103.027813093516,102.219992070396,108.548925098901
"9","RAB3GAP1",-0.0253864363407016,4.7099256782761,0.941495481027617,0.929127815395148,0.928041027941181,0.690407215957123,0.136442875212466,84.1808315992222,124.221282688557,71.2939096542292,92.7537787766917,102.125159812141,111.746710267994,106.383790517323,99.3335418195611,100.271776892573,97.8484001132865,99.7282231074274,112.418241805258
"10","OTUD5",-0.09664171770274,4.7328654585023,0.725847212349184,0.718213763992904,0.709453084498812,0.618896381500703,0.141541716742431,96.2560402297349,104.003592414615,129.866182796046,86.8804356775317,98.4104948224958,91.679213066939,91.3898269790697,109.747457858601,134.527904205938,98.5369554679746,110.29402427823,101.463044532025
"11","CDC27",0.133216184177491,4.69791694240792,0.629852198469827,0.631454685926475,0.62203290564922,0.565049496363589,0.142795734682456,111.019045462508,119.533012035403,76.5060269274934,107.115939998929,102.781178233937,104.995186910853,125.163508693316,93.7089163287215,86.5596808764387,92.4679265533731,85.9040260899627,97.218821766063
"12","RAF1",-0.0843611995948294,4.66178879032336,0.759984532272778,0.752883811323978,0.749613000013047,0.609541877308847,0.146249291355002,81.8679542135039,102.438697876692,109.282746928162,111.273349034902,85.1963247852458,85.0173437388869,78.3302689355018,97.5613021233084,111.110827158859,123.59000082888,108.782363152167,90.5710564954847
"13","CMTR1",-0.0302588619252324,4.68842403734223,0.923199191775398,0.91059038288406,0.90917560472203,0.809945794755427,0.147486014328663,125.076203709635,100.817388880005,99.1826111199955,86.3759781492606,72.4378439459828,111.377402491788,105.388816933208,118.741908064436,92.0554833752398,90.3608799137995,93.8902869389489,112.314180744477
"14","SEC22C",-0.0568781191635864,4.66278252732643,0.856873107307783,0.839103706458986,0.837541400658051,0.661730872839844,0.148744528913519,67.3713525491422,110.289334646261,94.5800418173804,98.2046997762725,94.6527791151049,103.839689638869,71.7156033078656,101.795300223728,106.784008555849,97.1452159900468,114.268618195701,109.027516869276
"15","AGFG1",0.128069366676497,4.73739432981266,0.65763825837461,0.657072698892511,0.648294954852306,0.562270795993147,0.150189721064856,90.631657363388,104.481822744081,87.7570508837206,98.2009198686059,134.909147048353,120.452551694319,101.799080131394,91.7724529063006,88.9387563073574,83.8735062649025,113.094507484747,111.745309100507
"16","SF3B1",0.0620669583851898,4.70908962591966,0.835005333134739,0.824195568509448,0.820011599309509,0.606229086106777,0.15116194301432,92.5104262822278,98.2505923608512,115.449067314482,120.795111247204,101.749407639149,96.9639512936762,81.7388147078668,70.1475614939829,94.9560937781657,111.872946087174,118.478012245218,110.479693741823
