sample_barcode	sample_id
GTEX-XBEC-1326-SM-4AT69	SRR1080977
GTEX-XMK1-0005-SM-4B665	SRR1080998
GTEX-XGQ4-0926-SM-4AT4U	SRR1081023
GTEX-POYW-1326-SM-48TCG	SRR1081044
GTEX-XXEK-1826-SM-4BRVC	SRR1081068
GTEX-WFG7-1326-SM-4LMK1	SRR1081092
GTEX-XBED-1526-SM-4AT5W	SRR1081116
GTEX-UPJH-0926-SM-4IHKA	SRR1081137
GTEX-R55G-0926-SM-48FDN	SRR1081160
GTEX-SJXC-1226-SM-4DM78	SRR1081184
GTEX-XUJ4-1726-SM-4BONW	SRR1081209
GTEX-S4Z8-1226-SM-4AD6W	SRR1081235
GTEX-SNOS-0926-SM-4DM7A	SRR1081259
GTEX-QDVN-0726-SM-4B64L	SRR1081283
GTEX-P44H-0008-SM-48TDW	SRR1081308
GTEX-PWCY-1026-SM-48TD4	SRR1081332
GTEX-T5JC-0726-SM-4DM55	SRR1081357
GTEX-U3ZN-1826-SM-4DXUY	SRR1081381
GTEX-R55D-0126-SM-48FEL	SRR1081401
GTEX-XUZC-1726-SM-4BRWS	SRR1081425
GTEX-S4Z8-2126-SM-4AD5H	SRR1081449
GTEX-U3ZN-0426-SM-4DXSH	SRR1081473
GTEX-WFG7-1526-SM-4LVMG	SRR1081493
GTEX-XYKS-0426-SM-4BRW4	SRR1081519
GTEX-RTLS-0726-SM-46MV4	SRR1081543
GTEX-XBED-2326-SM-47JYR	SRR1081567
GTEX-XYKS-2926-SM-4E3IA	SRR1081589
GTEX-X5EB-2026-SM-4E3KA	SRR1081614
GTEX-N7MT-0226-SM-48TC3	SRR1081639
GTEX-XMK1-2026-SM-4B65K	SRR1081663
GTEX-PW2O-1426-SM-48TCD	SRR1081688
GTEX-TSE9-0005-SM-4DXUF	SRR1081712
GTEX-QDVN-1226-SM-48TZ5	SRR1081717
GTEX-X585-3026-SM-46MWF	SRR1081741
GTEX-S4Q7-0926-SM-4AD5D	SRR1081765
GTEX-V955-1826-SM-4JBIL	SRR1081789
GTEX-XYKS-2226-SM-4E3IU	SRR1081813
GTEX-XAJ8-0826-SM-47JY6	SRR1081864
GTEX-XV7Q-2526-SM-4BRV9	SRR1081886
GTEX-XPT6-0326-SM-4B66V	SRR1081910
GTEX-WFG8-1326-SM-4LVN3	SRR1081935
GTEX-XV7Q-1426-SM-4BRWA	SRR1081987
GTEX-XV7Q-0008-SM-4BRWL	SRR1082011
GTEX-V1D1-0226-SM-4JBHG	SRR1082035
GTEX-XMD1-0526-SM-4AT4Z	SRR1082059
GTEX-QV31-0226-SM-447BO	SRR1082080
GTEX-R55F-0126-SM-48FCK	SRR1082104
GTEX-UPIC-1526-SM-4IHLU	SRR1082128
GTEX-RWSA-1426-SM-47JXA	SRR1082151
GTEX-VUSG-2426-SM-4KKZG	SRR1082173
GTEX-TML8-0008-SM-4DXUI	SRR1082197
GTEX-XMD1-0008-SM-4AT41	SRR1082217
GTEX-S4P3-1226-SM-4AD4Y	SRR1082238
GTEX-XLM4-3026-SM-4AT6L	SRR1082262
GTEX-REY6-1126-SM-48FDU	SRR1082283
GTEX-S7SE-0326-SM-4AT5Q	SRR1082307
GTEX-X585-0011-R5A-SM-46MVI	SRR1082328
GTEX-S4UY-1026-SM-4AD53	SRR1082352
GTEX-X5EB-2426-SM-4E3HX	SRR1082376
GTEX-XUYS-0426-SM-47JX3	SRR1082401
GTEX-S4UY-1326-SM-4AD4X	SRR1082423
GTEX-QDVN-0526-SM-48TZ4	SRR1082447
GTEX-XYKS-1726-SM-4E3IO	SRR1082471
GTEX-SUCS-1126-SM-4DM61	SRR1082496
GTEX-S341-0826-SM-4AD73	SRR1082520
GTEX-QEL4-1326-SM-447AD	SRR1082544
GTEX-R55C-0826-SM-48FCL	SRR1082568
GTEX-SE5C-1326-SM-4BRUH	SRR1082592
GTEX-S32W-0126-SM-4AD61	SRR1082616
GTEX-PX3G-0008-SM-48U2L	SRR1082640
GTEX-XLM4-3126-SM-4AT6M	SRR1082664
GTEX-R55E-2726-SM-48FCX	SRR1082685
GTEX-S4P3-0426-SM-4AD56	SRR1082709
GTEX-XUZC-0226-SM-4BOO7	SRR1082733
GTEX-X261-0011-R6B-SM-4E3J8	SRR1082759
GTEX-NPJ7-0008-SM-4E3JS	SRR1082784
GTEX-VUSG-2726-SM-4KKZJ	SRR1082809
GTEX-WFG8-0001-SM-4LVN8	SRR1082833
GTEX-Q2AG-0326-SM-48U1O	SRR1082859
GTEX-X5EB-0726-SM-46MVR	SRR1082909
GTEX-PW2O-1226-SM-48TCH	SRR1082933
GTEX-QCQG-0526-SM-48U2A	SRR1082957
GTEX-X585-1226-SM-46MW7	SRR1082981
GTEX-WFON-0926-SM-4LVMK	SRR1083005
GTEX-XLM4-0726-SM-4AT64	SRR1083031
GTEX-S32W-2026-SM-4AD6E	SRR1083052
GTEX-PSDG-1026-SM-48TCV	SRR1083076
GTEX-XOTO-0011-R8A-SM-4B65J	SRR1083100
GTEX-Q2AH-1226-SM-48TZL	SRR1083125
GTEX-RWS6-0926-SM-47JXE	SRR1083149
GTEX-TML8-1126-SM-4DXSS	SRR1083171
GTEX-T8EM-1226-SM-4DM5J	SRR1083191
GTEX-XBED-1926-SM-47JYP	SRR1083215
GTEX-PLZ5-0826-SM-4E3JR	SRR1083237
GTEX-Q2AI-0826-SM-48TZO	SRR1083262
GTEX-S95S-0226-SM-4B656	SRR1083286
GTEX-UJHI-1326-SM-4IHJO	SRR1083337
GTEX-S4P3-0726-SM-4AD57	SRR1083360
GTEX-VUSG-2526-SM-4KL1V	SRR1083384
GTEX-XXEK-0826-SM-4BRWG	SRR1083408
GTEX-SE5C-0006-SM-4BRW5	SRR1083432
GTEX-T5JW-1126-SM-4DM5V	SRR1083456
GTEX-PWCY-0726-SM-48TCS	SRR1083480
GTEX-WFG8-1726-SM-4LVM6	SRR1083504
GTEX-Q2AG-1326-SM-43V8K	SRR1083530
GTEX-S95S-1126-SM-4B64E	SRR1083554
GTEX-X4EO-2926-SM-4E3JH	SRR1083579
GTEX-XQ8I-1326-SM-4BOPV	SRR1083604
GTEX-XOTO-3026-SM-4B65M	SRR1083632
GTEX-XMD1-0006-SM-4AT4Q	SRR1083657
GTEX-XQ8I-1526-SM-4BOOH	SRR1083700
GTEX-U4B1-1426-SM-4DXTX	SRR1083732
GTEX-XXEK-1426-SM-4BRW1	SRR1083752
GTEX-T5JW-0326-SM-4DM6J	SRR1083776
K-562-SM-4AD4F	SRR1083800
GTEX-S341-0126-SM-4AD64	SRR1083824
GTEX-U3ZM-0526-SM-4DXTB	SRR1083848
GTEX-W5WG-2426-SM-4LMI6	SRR1083868
GTEX-XQ3S-1726-SM-4BOOD	SRR1083892
GTEX-XGQ4-1026-SM-4AT4L	SRR1083918
GTEX-TML8-1526-SM-4DXUX	SRR1083939
GTEX-QDT8-0626-SM-48TYW	SRR1083959
GTEX-RTLS-1326-SM-46MUN	SRR1083983
GTEX-XMK1-0001-SM-4B64F	SRR1084007
GTEX-UJHI-0926-SM-4IHKF	SRR1084032
GTEX-UPK5-1626-SM-4JBHI	SRR1084055
GTEX-XYKS-1326-SM-4BRUN	SRR1084079
GTEX-OHPL-0008-SM-4E3I9	SRR1084103
GTEX-WFG7-1726-SM-4LVME	SRR1084154
GTEX-XYKS-0008-SM-4BRW6	SRR1084180
GTEX-UJMC-0008-SM-4IHKK	SRR1084204
GTEX-T6MO-1226-SM-4DM5S	SRR1084228
GTEX-S7SF-0626-SM-4AD4V	SRR1084252
GTEX-UJMC-0626-SM-4IHJQ	SRR1084276
GTEX-XXEK-1626-SM-4BRUZ	SRR1084299
GTEX-X5EB-0526-SM-46MVP	SRR1084323
GTEX-RWSA-2426-SM-47JXR	SRR1084347
GTEX-XV7Q-2926-SM-4BRUL	SRR1084369
GTEX-QLQW-0626-SM-447A6	SRR1084393
GTEX-XGQ4-0008-SM-4AT3Z	SRR1084439
GTEX-T8EM-0426-SM-4DM7E	SRR1084460
GTEX-XMD1-0011-R2B-SM-4AT5N	SRR1084484
GTEX-W5WG-2026-SM-4LMIB	SRR1084505
GTEX-R3RS-1326-SM-48FE7	SRR1084529
GTEX-T5JW-1526-SM-4DM5E	SRR1084553
GTEX-XPT6-0006-SM-4B66Q	SRR1084577
GTEX-XV7Q-0426-SM-4BRVN	SRR1084602
GTEX-UJHI-0326-SM-4IHJE	SRR1084626
GTEX-X261-0011-R10B-SM-4E3JT	SRR1084649
GTEX-S33H-0326-SM-4AD6N	SRR1084674
GTEX-RWS6-0726-SM-47JXI	SRR1084698
GTEX-XBED-0006-SM-47JXO	SRR1084720
GTEX-QDVN-1126-SM-48TZ7	SRR1084742
GTEX-XXEK-0626-SM-4BRWE	SRR1084766
GTEX-XQ8I-0826-SM-4BOOE	SRR1084816
GTEX-WZTO-0011-R10B-SM-4E3KB	SRR1084842
GTEX-O5YU-0008-SM-4E3I7	SRR1084867
GTEX-WRHU-1026-SM-4E3ID	SRR1084892
GTEX-SNOS-0526-SM-4DM54	SRR1084917
GTEX-T5JC-1826-SM-4DM6E	SRR1084941
GTEX-XQ8I-0126-SM-4BOPL	SRR1084965
GTEX-QESD-0008-SM-447B2	SRR1084991
GTEX-X585-0011-R4B-SM-46MVH	SRR1085015
GTEX-P4QS-0926-SM-48TBS	SRR1085039
GTEX-SIU7-1326-SM-4BRWW	SRR1085063
GTEX-UJHI-0126-SM-4IHLP	SRR1085087
GTEX-XBED-1126-SM-48TCF	SRR1085110
GTEX-XOTO-0226-SM-4B66H	SRR1085134
GTEX-XUJ4-0326-SM-4BOP9	SRR1085159
GTEX-QESD-0226-SM-447BH	SRR1085187
GTEX-R53T-1126-SM-48FD4	SRR1085211
GTEX-QDVN-1326-SM-48TZ3	SRR1085235
GTEX-WH7G-1326-SM-4LVMS	SRR1085259
GTEX-XPVG-2726-SM-4B66W	SRR1085285
GTEX-V955-0326-SM-4JBGV	SRR1085310
GTEX-QEG4-0008-SM-48TYZ	SRR1085334
GTEX-U3ZN-0726-SM-4DXT5	SRR1085358
GTEX-XXEK-1026-SM-4BRUW	SRR1085378
GTEX-SNMC-0826-SM-4DM66	SRR1085402
GTEX-XXEK-0004-SM-4BRWO	SRR1085426
GTEX-X4XX-0011-R10B-SM-46MWO	SRR1085495
GTEX-X88G-0326-SM-47JZ4	SRR1085519
GTEX-PLZ4-0008-SM-48TE6	SRR1085541
GTEX-RU1J-0826-SM-46MUU	SRR1085565
GTEX-R55G-0126-SM-48FDS	SRR1085590
GTEX-X585-0008-SM-46MU4	SRR1085614
GTEX-V1D1-0008-SM-4JBIJ	SRR1085638
GTEX-XOTO-0011-R7B-SM-4B64R	SRR1085662
GTEX-X62O-1626-SM-46MW9	SRR1085712
GTEX-UJHI-1226-SM-4IHLR	SRR1085736
GTEX-XOTO-0011-R3A-SM-4B64W	SRR1085825
GTEX-X4XX-0011-R3B-SM-46MWK	SRR1085850
GTEX-WFJO-0008-SM-4LVN7	SRR1085874
GTEX-R53T-0226-SM-48FEH	SRR1085951
GTEX-XMD1-2926-SM-4AT42	SRR1085975
GTEX-SN8G-0226-SM-4DM6B	SRR1085996
GTEX-XUJ4-2126-SM-4BOOX	SRR1086020
GTEX-QLQW-0226-SM-447BJ	SRR1086046
GTEX-QCQG-0426-SM-48U29	SRR1086070
GTEX-XLM4-0008-SM-4AT4W	SRR1086094
GTEX-RM2N-0926-SM-48FD1	SRR1086164
GTEX-POYW-0008-SM-48TE4	SRR1086188
GTEX-Q734-0726-SM-48TZP	SRR1086212
GTEX-X8HC-1626-SM-46MWE	SRR1086304
GTEX-XGQ4-0004-SM-4AT5S	SRR1086328
GTEX-QXCU-0926-SM-48FEP	SRR1086393
GTEX-R55F-0226-SM-48FCI	SRR1086417
GTEX-X5EB-1826-SM-4E3K8	SRR1086441
GTEX-RN64-1026-SM-48FDX	SRR1086466
GTEX-T2IS-0926-SM-4DM5B	SRR1086490
GTEX-RM2N-1126-SM-48FCY	SRR1086514
GTEX-XMK1-1126-SM-4IHJ8	SRR1086538
GTEX-X4XX-0011-R5A-SM-46MWN	SRR1086561
GTEX-S4Q7-1326-SM-4AD74	SRR1086611
GTEX-XMD1-0011-R8A-SM-4AT48	SRR1086635
GTEX-S32W-1226-SM-4AD67	SRR1086656
GTEX-OOBJ-0526-SM-48TDK	SRR1086728
GTEX-U4B1-0926-SM-4DXUV	SRR1086752
GTEX-S341-1526-SM-4AD6K	SRR1086772
GTEX-XPVG-0826-SM-4B654	SRR1086844
GTEX-U3ZH-0926-SM-4DXU4	SRR1086869
GTEX-XQ3S-0526-SM-4BOQA	SRR1086889
GTEX-U4B1-0526-SM-4DXTK	SRR1086915
GTEX-S4Q7-0126-SM-4AD5P	SRR1086935
GTEX-R55E-0326-SM-48FD2	SRR1086959
GTEX-T5JW-0126-SM-4DM6K	SRR1086983
GTEX-RN64-2326-SM-48FDW	SRR1087055
GTEX-XBED-2526-SM-47JYD	SRR1087079
GTEX-XQ8I-2026-SM-4BOOL	SRR1087101
GTEX-WFG7-0926-SM-4LMK7	SRR1087173
GTEX-P44H-0726-SM-48TBT	SRR1087197
GTEX-T2YK-0008-SM-4DM6M	SRR1087221
GTEX-RM2N-1926-SM-48FCU	SRR1087321
GTEX-PVOW-0008-SM-48TE8	SRR1087345
GTEX-P4PQ-0008-SM-48TDX	SRR1087369
GTEX-VUSH-0008-SM-47JWK	SRR1087393
GTEX-QEG5-1226-SM-447AR	SRR1087415
GTEX-P4QR-0008-SM-48TE2	SRR1087439
GTEX-PX3G-2526-SM-48TZV	SRR1087463
GTEX-T8EM-0126-SM-4DM5R	SRR1087535
GTEX-XQ3S-0926-SM-4BOPI	SRR1087559
GTEX-XLM4-0004-SM-4AT5I	SRR1087585
GTEX-XQ8I-0006-SM-4BOQ5	SRR1087654
GTEX-UPK5-2026-SM-4JBIM	SRR1087680
GTEX-S4Q7-0826-SM-4AD5E	SRR1087704
GTEX-OIZG-0008-SM-4E3J2	SRR1087776
GTEX-X4XY-0626-SM-4E3IN	SRR1087825
GTEX-X8HC-0126-SM-4E3JW	SRR1087850
GTEX-R55E-1126-SM-48FDZ	SRR1087875
GTEX-XUZC-0526-SM-4BOPF	SRR1087942
GTEX-SUCS-0008-SM-4DM53	SRR1087968
GTEX-V1D1-0926-SM-4JBHQ	SRR1088044
GTEX-U8T8-1226-SM-4E3IH	SRR1088068
GTEX-S341-0526-SM-4AD5U	SRR1088093
GTEX-XAJ8-0006-SM-46MVM	SRR1088168
GTEX-N7MS-0008-SM-4E3JI	SRR1088192
GTEX-Q2AH-0326-SM-48U1K	SRR1088217
GTEX-WH7G-1926-SM-4LVMM	SRR1088241
GTEX-T2IS-0826-SM-4DM6L	SRR1088267
GTEX-S95S-0726-SM-4B64H	SRR1088291
GTEX-OXRP-0126-SM-48TDI	SRR1088316
GTEX-XPT6-0226-SM-4B65L	SRR1088340
GTEX-SUCS-0526-SM-4DM56	SRR1088365
GTEX-X585-0011-R1B-SM-46MVE	SRR1088389
GTEX-SE5C-0326-SM-4BRWX	SRR1088413
GTEX-QV44-2226-SM-447A3	SRR1088437
GTEX-WH7G-1026-SM-4LVML	SRR1088511
GTEX-TMMY-1326-SM-4DXU9	SRR1088537
GTEX-RM2N-0726-SM-48FD5	SRR1088557
GTEX-U8XE-0008-SM-4E3K4	SRR1088631
GTEX-R55E-0008-SM-48FCG	SRR1088656
GTEX-WH7G-1526-SM-4LVMX	SRR1088680
GTEX-S32W-0926-SM-4AD5X	SRR1088758
GTEX-W5WG-1426-SM-4KKZP	SRR1088808
GTEX-S341-1126-SM-4AD6T	SRR1088832
GTEX-RWS6-1026-SM-47JXD	SRR1088856
GTEX-XUZC-0726-SM-4BOPH	SRR1088878
GTEX-X4XY-0226-SM-4E3IZ	SRR1088904
GTEX-P4QT-0008-SM-48TDZ	SRR1088982
GTEX-Q2AG-0926-SM-48U1Q	SRR1089006
GTEX-S341-0426-SM-4AD5L	SRR1089030
GTEX-R55F-0008-SM-48FE6	SRR1089054
GTEX-XQ3S-1226-SM-4BOPP	SRR1089078
GTEX-TSE9-2526-SM-4DXUS	SRR1089106
GTEX-PWOO-1726-SM-48TDC	SRR1089134
GTEX-UJMC-1326-SM-4IHLS	SRR1089207
GTEX-O5YT-0926-SM-48TDG	SRR1089230
GTEX-XQ8I-0426-SM-4BOPO	SRR1089349
GTEX-SNMC-0226-SM-4DM6F	SRR1089375
GTEX-XOTO-0006-SM-4B64T	SRR1089399
GTEX-XAJ8-1026-SM-47JY9	SRR1089424
GTEX-UPIC-0926-SM-4IHLV	SRR1089446
GTEX-REY6-1726-SM-48FDL	SRR1089479
GTEX-S33H-1226-SM-4AD69	SRR1089537
GTEX-S4UY-1426-SM-4AD6Y	SRR1089562
GTEX-Q734-0008-SM-48U2I	SRR1089595
GTEX-XV7Q-1726-SM-4BRUU	SRR1089619
GTEX-XBED-2026-SM-4AT5D	SRR1089643
GTEX-N7MT-0326-SM-48TDP	SRR1089664
GTEX-R53T-0426-SM-48FEM	SRR1089688
GTEX-S3XE-0226-SM-4AD6I	SRR1089713
GTEX-V955-1326-SM-4JBHR	SRR1089737
GTEX-OXRN-2626-SM-48TBX	SRR1089785
GTEX-SN8G-1526-SM-4DM79	SRR1089809
GTEX-TSE9-2726-SM-4DXSQ	SRR1089833
GTEX-S4P3-0526-SM-4AD58	SRR1089853
K-562-SM-48FEU	SRR1089877
GTEX-XPT6-2026-SM-4B64V	SRR1089901
GTEX-XXEK-1326-SM-4BRV1	SRR1089926
GTEX-VUSG-1526-SM-4KKZH	SRR1089950
GTEX-X4XY-0526-SM-46MW1	SRR1089974
GTEX-QCQG-0626-SM-48U21	SRR1089998
GTEX-WEY5-1526-SM-4LMJF	SRR1090022
GTEX-R53T-1526-SM-48FEK	SRR1090046
GTEX-XOT4-0326-SM-4B66S	SRR1090070
GTEX-RNOR-1426-SM-48FDJ	SRR1090095
GTEX-XUW1-1926-SM-4BOP1	SRR1090119
GTEX-RWS6-0426-SM-47JXH	SRR1090145
GTEX-WFJO-0726-SM-4LVM8	SRR1090167
GTEX-R45C-0008-SM-48FF2	SRR1090193
GTEX-V1D1-2626-SM-4JBJH	SRR1090217
GTEX-SNMC-0426-SM-4DM5Y	SRR1090241
GTEX-XOT4-0526-SM-4B66O	SRR1090265
GTEX-TSE9-1226-SM-4DXTM	SRR1090290
GTEX-RU72-0826-SM-46MUS	SRR1090310
GTEX-S341-1426-SM-4AD6U	SRR1090334
GTEX-PWO3-1526-SM-48TCM	SRR1090359
GTEX-XUZC-1326-SM-4BRV2	SRR1090383
GTEX-R55C-1626-SM-48FEG	SRR1090407
GTEX-XUW1-1826-SM-4BOQD	SRR1090431
GTEX-WFJO-0926-SM-4LVM2	SRR1090457
GTEX-XPVG-0726-SM-4B658	SRR1090483
GTEX-U3ZG-0006-SM-47JWX	SRR1090508
GTEX-XQ3S-1526-SM-4BOOC	SRR1090530
GTEX-RU72-1426-SM-46MUF	SRR1090556
GTEX-VJYA-0226-SM-4KL1Q	SRR1090580
GTEX-RUSQ-2126-SM-47JXK	SRR1090604
GTEX-RU1J-1326-SM-46MUL	SRR1090626
GTEX-QDVN-1926-SM-48TZ8	SRR1090650
GTEX-R55D-0826-SM-48FEA	SRR1090674
GTEX-S341-0726-SM-4AD5R	SRR1090698
GTEX-REY6-0126-SM-48FDT	SRR1090722
GTEX-XYKS-1126-SM-4BRWP	SRR1090746
GTEX-XGQ4-0426-SM-4AT4I	SRR1090770
GTEX-VUSG-2226-SM-4KKZO	SRR1090791
GTEX-XBED-0126-SM-47JY7	SRR1090815
GTEX-T6MN-1526-SM-4DM5P	SRR1090837
GTEX-TMMY-1026-SM-4DXTI	SRR1090861
GTEX-XUJ4-2826-SM-4BOQ2	SRR1090881
GTEX-XLM4-0005-SM-4AT4P	SRR1090907
GTEX-RTLS-2326-SM-46MUH	SRR1090928
GTEX-S341-0008-SM-4AD6D	SRR1090952
GTEX-R55G-0226-SM-48FEI	SRR1090984
GTEX-VUSG-1026-SM-4KKZN	SRR1091008
GTEX-RWS6-1126-SM-47JXC	SRR1091032
GTEX-QLQW-0426-SM-447A7	SRR1091054
GTEX-TKQ2-0426-SM-4DXUO	SRR1091144
GTEX-TSE9-2226-SM-4DXUR	SRR1091164
GTEX-XAJ8-1126-SM-47JYA	SRR1091184
GTEX-QMRM-0008-SM-447B1	SRR1091206
GTEX-QV44-1026-SM-447CG	SRR1091230
GTEX-R3RS-0008-SM-48FF1	SRR1091278
GTEX-XQ8I-1426-SM-4BOPW	SRR1091302
GTEX-XQ3S-1126-SM-4BOPK	SRR1091328
GTEX-VJYA-1026-SM-4KL21	SRR1091356
GTEX-OXRP-0226-SM-48TDH	SRR1091380
GTEX-OIZH-0926-SM-48TBR	SRR1091404
GTEX-T6MO-0526-SM-4DM6R	SRR1091428
GTEX-X62O-0005-SM-46MV1	SRR1091452
GTEX-R55C-0226-SM-48FEO	SRR1091476
GTEX-Q734-0226-SM-48U1A	SRR1091500
GTEX-X5EB-1126-SM-46MVV	SRR1091524
GTEX-S3XE-1026-SM-4AD4O	SRR1091548
GTEX-XYKS-2726-SM-4E3IC	SRR1091572
GTEX-XOTO-0726-SM-4B659	SRR1091597
GTEX-UPIC-0326-SM-4IHJ9	SRR1091622
GTEX-U8XE-2526-SM-4E3IT	SRR1091645
GTEX-XPVG-1026-SM-4B64Y	SRR1091670
GTEX-TKQ2-0008-SM-4DM5L	SRR1091695
GTEX-W5WG-1826-SM-4KL2Y	SRR1091719
GTEX-VJYA-0626-SM-4KL1S	SRR1091743
GTEX-V955-1226-SM-4JBI9	SRR1091767
GTEX-XUW1-2326-SM-4BOO5	SRR1091791
GTEX-T5JC-0005-SM-4DM7B	SRR1091817
GTEX-X5EB-2226-SM-46MW4	SRR1091841
GTEX-XOTO-0826-SM-4B65O	SRR1091865
GTEX-XQ8I-0326-SM-4BOPN	SRR1091890
GTEX-X5EB-0004-SM-46MWA	SRR1091918
GTEX-SNMC-0008-SM-4DM5A	SRR1091966
GTEX-SNMC-0926-SM-4DM5U	SRR1091990
GTEX-V1D1-1126-SM-4JBHT	SRR1092014
GTEX-N7MS-0225-SM-4E3HO	SRR1092087
GTEX-QVUS-0426-SM-48FE3	SRR1092112
GTEX-SNOS-0826-SM-4DM5N	SRR1092136
GTEX-T6MO-0126-SM-4DM6X	SRR1092160
GTEX-T5JC-1926-SM-4DM6Q	SRR1092184
GTEX-SE5C-1026-SM-4BRUG	SRR1092208
GTEX-X62O-0126-SM-4E3JN	SRR1092232
GTEX-POMQ-0126-SM-48TD6	SRR1092257
GTEX-T6MO-0726-SM-4DM58	SRR1092281
GTEX-T2IS-0008-SM-4DM75	SRR1092305
GTEX-U4B1-0126-SM-4DXSN	SRR1092329
GTEX-UPJH-0526-SM-4IHK8	SRR1092349
GTEX-Y8E5-0006-SM-47JWQ	SRR1092422
GTEX-Q2AI-1126-SM-48U19	SRR1092444
GTEX-S95S-1026-SM-4B64M	SRR1092468
GTEX-XUJ4-0005-SM-4BOQ6	SRR1092541
GTEX-X8HC-0726-SM-46MWG	SRR1092567
GTEX-XBED-1426-SM-4AT4G	SRR1092591
GTEX-SUCS-1326-SM-4DM5T	SRR1092612
GTEX-WFON-1626-SM-4LVMV	SRR1092636
GTEX-R55D-1226-SM-48FE9	SRR1092662
GTEX-U3ZM-0226-SM-4DXTA	SRR1092686
GTEX-XLM4-0011-R8A-SM-4AT44	SRR1092706
GTEX-XAJ8-1226-SM-47JYS	SRR1092727
GTEX-R55G-1226-SM-48FDC	SRR1092749
GTEX-WEY5-0008-SM-4LMKC	SRR1092773
GTEX-XLM4-0011-R11A-SM-4AT46	SRR1092797
GTEX-OXRP-0926-SM-48TC1	SRR1092818
GTEX-UPK5-0008-SM-4IHJD	SRR1092842
GTEX-XYKS-1026-SM-4BRVH	SRR1092865
GTEX-X8HC-1026-SM-46MWH	SRR1092889
GTEX-S3XE-1326-SM-4AD4H	SRR1092913
GTEX-SUCS-1426-SM-4DM5W	SRR1092937
GTEX-Q2AI-0008-SM-48U2H	SRR1092961
GTEX-RVPV-0926-SM-47JXU	SRR1092985
GTEX-S4Z8-0826-SM-4AD4J	SRR1093007
GTEX-WCDI-0008-SM-47JYE	SRR1093031
GTEX-X88G-0426-SM-47JZ5	SRR1093053
GTEX-XOTO-2826-SM-4B65I	SRR1093075
GTEX-SIU8-0426-SM-4BRUE	SRR1093100
GTEX-OHPN-0226-SM-48TBV	SRR1093148
GTEX-R55D-1126-SM-48FEB	SRR1093172
GTEX-XAJ8-0126-SM-47JYG	SRR1093196
GTEX-R53T-0726-SM-48FCS	SRR1093218
GTEX-XUJ4-0626-SM-4BOOO	SRR1093243
GTEX-XBEC-1226-SM-4AT65	SRR1093269
GTEX-SNOS-1126-SM-4DM67	SRR1093290
GTEX-WFG8-1626-SM-4LVMB	SRR1093314
GTEX-XUW1-1726-SM-4BOOZ	SRR1093340
GTEX-XV7Q-2226-SM-4BRVY	SRR1093366
GTEX-TKQ1-0526-SM-4DXTG	SRR1093390
GTEX-WEY5-0826-SM-4LMIH	SRR1093410
GTEX-QDVJ-1226-SM-48U1V	SRR1093434
GTEX-XPVG-2926-SM-4B66G	SRR1093458
GTEX-XBEW-0002-SM-4AT5O	SRR1093483
GTEX-UJMC-1226-SM-4IHLI	SRR1093504
GTEX-XOTO-2926-SM-4B65G	SRR1093527
GTEX-XOTO-2126-SM-4B64U	SRR1093552
GTEX-PSDG-1526-SM-48TCY	SRR1093577
GTEX-T2IS-2026-SM-4DM6W	SRR1093601
GTEX-QXCU-1326-SM-48FE2	SRR1093625
GTEX-X5EB-0826-SM-46MVS	SRR1093649
GTEX-S3XE-0326-SM-4AD6L	SRR1093673
GTEX-T5JC-1226-SM-4DM7C	SRR1093697
GTEX-WFG8-0126-SM-4LVMH	SRR1093721
GTEX-XUZC-1026-SM-4BOPY	SRR1093747
GTEX-XMD1-0011-R1A-SM-4AT4C	SRR1093773
GTEX-U8T8-0008-SM-4DXSP	SRR1093794
GTEX-UPIC-1426-SM-4IHLQ	SRR1093814
GTEX-SIU8-0008-SM-4BRUC	SRR1093837
GTEX-XXEK-1126-SM-4BRUX	SRR1093861
GTEX-XLM4-1526-SM-4AT6D	SRR1093885
GTEX-WEY5-0326-SM-4LMI7	SRR1093906
GTEX-S4UY-0926-SM-4AD6O	SRR1093930
GTEX-TKQ2-0226-SM-4DM6V	SRR1093954
GTEX-R53T-0008-SM-48FEW	SRR1094003
GTEX-S4P3-0326-SM-4AD6P	SRR1094027
GTEX-XUYS-0326-SM-47JX2	SRR1094051
GTEX-PX3G-0926-SM-48U12	SRR1094073
GTEX-XBEW-1426-SM-4AT4J	SRR1094123
GTEX-XYKS-0926-SM-4BRVG	SRR1094144
GTEX-SNOS-0008-SM-4DM6I	SRR1094168
GTEX-XYKS-0226-SM-4BRW3	SRR1094192
GTEX-U8XE-0226-SM-4E3J3	SRR1094216
GTEX-VJYA-1826-SM-4KL1W	SRR1094241
GTEX-XUYS-0126-SM-47JWZ	SRR1094265
GTEX-S3XE-1526-SM-4AD5A	SRR1094287
GTEX-PW2O-0126-SM-48TC8	SRR1094312
GTEX-XLM4-0426-SM-4AT54	SRR1094336
GTEX-UPIC-1026-SM-4IHLT	SRR1094357
GTEX-S95S-0426-SM-4B64I	SRR1094380
GTEX-OHPJ-0008-SM-4E3JG	SRR1094405
GTEX-WH7G-0626-SM-4LVMO	SRR1094430
GTEX-XOT4-0826-SM-4B66Y	SRR1094457
GTEX-XAJ8-0008-SM-46MU7	SRR1094482
GTEX-WRHU-1226-SM-4E3IJ	SRR1094506
GTEX-VUSG-1726-SM-4KKZL	SRR1094531
GTEX-UPK5-2126-SM-4JBJK	SRR1094555
