sample_barcode	sample_id
GTEX-12WSG-0005-SM-5NQA2	SRR1326471
GTEX-PLZ6-1426-SM-5S2TR	SRR1326496
GTEX-ZDTT-0006-SM-4WKFP	SRR1326536
GTEX-13NYB-0126-SM-5J1MD	SRR1326560
GTEX-146FQ-0226-SM-5NQAL	SRR1326579
GTEX-13PVR-2526-SM-5RQIT	SRR1326604
GTEX-U412-0326-SM-5BC7E	SRR1326624
GTEX-12ZZY-0226-SM-5LZVE	SRR1326647
GTEX-11P81-0008-SM-5S2OT	SRR1326665
GTEX-1122O-0826-SM-5GICV	SRR1326687
GTEX-1399U-1126-SM-5L3DB	SRR1326708
GTEX-ZEX8-0008-SM-4E3JU	SRR1326727
GTEX-13QJ3-1026-SM-5QGQU	SRR1326752
GTEX-14BIM-0006-SM-5O9AA	SRR1326773
GTEX-1477Z-2826-SM-5SI9J	SRR1326797
GTEX-Y5V6-2426-SM-4VDSB	SRR1326821
GTEX-ZAB5-1526-SM-5HL9P	SRR1326845
GTEX-14AS3-0726-SM-5S2NY	SRR1326868
GTEX-WXYG-0126-SM-4OND7	SRR1327279
GTEX-YEC3-0626-SM-4YCFE	SRR1327303
GTEX-11WQC-2326-SM-5EQKE	SRR1327327
GTEX-11ZTS-1126-SM-5LU9X	SRR1327349
GTEX-ZDTS-0926-SM-4WAXG	SRR1327366
GTEX-12584-1426-SM-5EGJ9	SRR1327386
GTEX-13S86-1126-SM-5RQJX	SRR1327410
GTEX-Y5V5-2726-SM-4VDS2	SRR1327430
GTEX-13OW8-2726-SM-5L3FZ	SRR1327454
GTEX-WHWD-0226-SM-4OORT	SRR1327473
GTEX-1122O-1426-SM-5H11R	SRR1327505
GTEX-13N2G-2226-SM-5IJCU	SRR1327527
GTEX-131XG-2526-SM-5HL7F	SRR1327548
GTEX-ZV6S-1126-SM-57WE9	SRR1327570
GTEX-12126-1026-SM-5P9JJ	SRR1327593
GTEX-13JVG-0726-SM-5KM16	SRR1327614
GTEX-ZGAY-1026-SM-4WWBR	SRR1327632
GTEX-WHSE-1526-SM-4M1XH	SRR1327654
GTEX-1399T-0426-SM-5PNVJ	SRR1327680
GTEX-13PL6-0326-SM-5IJCP	SRR1327702
GTEX-Y114-0526-SM-4TT8V	SRR1327723
GTEX-11XUK-0426-SM-5EQML	SRR1327747
GTEX-13X6H-1426-SM-5SI91	SRR1327769
GTEX-144GL-0526-SM-5LU41	SRR1327793
GTEX-ZAB4-2926-SM-57WCV	SRR1327811
GTEX-11P82-1726-SM-5Q5AT	SRR1327834
GTEX-QLQ7-0326-SM-4R1JV	SRR1327855
GTEX-146FQ-1526-SM-5Q5CX	SRR1327872
GTEX-133LE-1726-SM-5K7VQ	SRR1327896
GTEX-111VG-1626-SM-5EGIO	SRR1327914
GTEX-YEC3-0326-SM-5IFJJ	SRR1327933
GTEX-ZDTT-0004-SM-4WKG3	SRR1327951
GTEX-13FXS-0011-R11a-SM-5L3DM	SRR1327975
GTEX-WHSB-0002-SM-4M1ZR	SRR1327994
GTEX-144GO-0011-R1a-SM-5PNWO	SRR1328035
GTEX-WYJK-0926-SM-4ONCF	SRR1328073
GTEX-P78B-1626-SM-5SI85	SRR1328101
GTEX-13NYS-2926-SM-5IFGH	SRR1328143
GTEX-117YX-2126-SM-5GIEL	SRR1328339
GTEX-Y8E4-1526-SM-4WWDI	SRR1328360
GTEX-148VJ-0006-SM-5NQB1	SRR1328383
GTEX-ZPU1-0006-SM-4WWAT	SRR1328407
GTEX-QLQW-1626-SM-4R1K1	SRR1328447
GTEX-ZTPG-2226-SM-57WF9	SRR1328464
GTEX-13OVJ-2826-SM-5L3GW	SRR1328487
GTEX-ZTX8-0326-SM-59HLA	SRR1328506
GTEX-ZPIC-2626-SM-57WE2	SRR1328528
GTEX-X3Y1-1126-SM-4PQZ9	SRR1328551
GTEX-ZF29-1926-SM-5S2P1	SRR1328577
GTEX-145LS-0011-R8b-SM-5PNXA	SRR1328599
GTEX-11TUW-2626-SM-5EQKZ	SRR1328620
GTEX-132Q8-0006-SM-5NQA4	SRR1328642
GTEX-UPK5-0726-SM-4IHL7	SRR1328666
GTEX-ZT9X-0008-SM-4YCD7	SRR1328668
GTEX-12WSL-2526-SM-5GCNJ	SRR1328692
GTEX-YF7O-2226-SM-5CVN8	SRR1328715
GTEX-ZV7C-0726-SM-59HKH	SRR1328738
GTEX-147JS-1126-SM-5RQIW	SRR1328760
GTEX-13FHO-1626-SM-5IJGB	SRR1328780
GTEX-144FL-0326-SM-5O99O	SRR1328797
GTEX-14753-0626-SM-5Q5CY	SRR1328821
GTEX-145MF-1026-SM-5Q5EQ	SRR1328845
GTEX-WHWD-0003-SM-4M1ZS	SRR1328869
GTEX-YFC4-0011-R10a-SM-4SOK5	SRR1328895
GTEX-13RTJ-0011-R2a-SM-5PNW9	SRR1328919
GTEX-13111-1926-SM-5GCOL	SRR1328980
GTEX-WHSE-0526-SM-4SOJ6	SRR1329003
GTEX-111YS-1326-SM-5EGGK	SRR1329027
GTEX-12WSD-0011-R1b-SM-5LZVY	SRR1329090
GTEX-ZV6S-0926-SM-57WGB	SRR1329108
GTEX-12WSL-1626-SM-5GCMU	SRR1329131
GTEX-13112-2126-SM-5GCO4	SRR1329154
GTEX-ZQUD-1526-SM-51MRE	SRR1329177
GTEX-11LCK-1726-SM-5S2OQ	SRR1329312
GTEX-13OW7-0011-R8b-SM-5L3HR	SRR1329334
GTEX-148VJ-0426-SM-5S2V8	SRR1329353
GTEX-13O3Q-0011-R5b-SM-5P9H4	SRR1329377
GTEX-12WSJ-1826-SM-5GCNY	SRR1329400
GTEX-13OVI-1026-SM-5L3EM	SRR1329423
GTEX-111CU-0226-SM-5GZXC	SRR1329442
GTEX-ZVZP-1026-SM-5GICI	SRR1329464
GTEX-ZVP2-1726-SM-5GU5P	SRR1329508
GTEX-139T6-1326-SM-5IFFO	SRR1329530
GTEX-YFC4-0011-R6b-SM-4V6E1	SRR1329551
GTEX-X4EP-1426-SM-4PQZP	SRR1329575
GTEX-13QBU-0326-SM-5LU3F	SRR1329624
GTEX-111YS-1826-SM-5GIEP	SRR1329642
GTEX-145LS-2926-SM-5O99G	SRR1329663
GTEX-QV31-0826-SM-4R1KR	SRR1329687
K-562-SM-5GZWN	SRR1329704
GTEX-13FTW-1726-SM-5KM2B	SRR1329726
GTEX-145MF-0626-SM-5LUAI	SRR1329744
GTEX-12ZZX-0011-R5a-SM-5HL89	SRR1329761
GTEX-145MI-0626-SM-5SI8S	SRR1329783
GTEX-11DXY-1626-SM-5H12L	SRR1329811
GTEX-RVPU-0011-R8A-SM-5SI8I	SRR1329835
GTEX-ZA64-0526-SM-5HL9I	SRR1329863
GTEX-ZF28-0011-R6a-SM-4WKHI	SRR1329885
GTEX-14BMU-1126-SM-5RQJ8	SRR1329909
GTEX-13O21-0826-SM-5J2NU	SRR1329929
GTEX-X3Y1-1326-SM-4PQZB	SRR1329947
GTEX-111YS-1526-SM-5GZYW	SRR1329971
GTEX-144FL-2726-SM-5O98Z	SRR1329994
GTEX-ZXES-0626-SM-5E45P	SRR1330018
GTEX-11OC5-0626-SM-5HL6M	SRR1330041
GTEX-13112-0011-R5b-SM-5DUV8	SRR1330061
GTEX-14BIM-2226-SM-5SI8Y	SRR1330082
GTEX-ZE7O-0126-SM-57WC1	SRR1330106
GTEX-131XH-0006-SM-5O98V	SRR1330129
GTEX-ZPIC-0826-SM-4WWFJ	SRR1330153
GTEX-Y5V6-1626-SM-4VDT2	SRR1330176
GTEX-ZYFG-2526-SM-5GIEK	SRR1330284
GTEX-11GS4-0826-SM-5986J	SRR1330305
GTEX-13O3P-0626-SM-5L3D5	SRR1330327
GTEX-13OW7-0011-R4b-SM-5O9CX	SRR1330346
GTEX-145ME-0926-SM-5O9AR	SRR1330371
GTEX-12WSJ-0726-SM-5GCN6	SRR1330427
GTEX-WYVS-1426-SM-4ONCV	SRR1330450
GTEX-ZVZQ-0011-R9a-SM-51MRH	SRR1330498
GTEX-139TS-0011-R2b-SM-5J1MX	SRR1330546
GTEX-11LCK-1026-SM-5A5KB	SRR1330565
GTEX-11I78-2626-SM-5Q5AI	SRR1330588
GTEX-WY7C-1726-SM-4ONCC	SRR1330609
GTEX-1477Z-1126-SM-5P9GK	SRR1330633
GTEX-13NZ8-0011-R8b-SM-5KM48	SRR1330656
GTEX-12ZZZ-0011-R7b-SM-5EGLE	SRR1330675
GTEX-ZVT3-0011-R5a-SM-51MSI	SRR1330699
GTEX-ZP4G-1926-SM-57WDZ	SRR1330723
GTEX-Y9LG-0726-SM-4VDS3	SRR1330746
GTEX-13X6K-2726-SM-5O9DG	SRR1330770
GTEX-11DXX-0226-SM-5P9HL	SRR1330792
GTEX-1399R-0726-SM-5KM2A	SRR1330813
GTEX-ZQG8-2426-SM-57WEE	SRR1330831
GTEX-ZE7O-0326-SM-51MTH	SRR1330854
GTEX-12WSL-2026-SM-5GCML	SRR1330878
GTEX-1211K-1126-SM-5EGGB	SRR1330901
GTEX-YFCO-2026-SM-4W21Q	SRR1330920
GTEX-146FR-0926-SM-5QGPE	SRR1330944
GTEX-147F4-1226-SM-5NQAY	SRR1330965
GTEX-13S86-0626-SM-5Q5E7	SRR1330989
GTEX-14BMV-1026-SM-5SI6B	SRR1331013
GTEX-ZLFU-0726-SM-57WF6	SRR1331037
GTEX-ZPCL-1126-SM-4WWFE	SRR1331060
GTEX-YFC4-0008-SM-4RGM3	SRR1331083
GTEX-11TT1-0526-SM-5P9JO	SRR1331109
GTEX-ZXES-0004-SM-57WCW	SRR1331130
GTEX-11DXX-2626-SM-5Q5A3	SRR1331153
GTEX-Y111-0008-SM-4SOJ3	SRR1331174
GTEX-11P7K-0126-SM-5986E	SRR1331198
GTEX-144GO-1326-SM-5Q5EL	SRR1331220
GTEX-12ZZX-2426-SM-5GCOE	SRR1331244
GTEX-ZPIC-1126-SM-5BC7F	SRR1331267
GTEX-1477Z-0011-R5b-SM-5PNUO	SRR1331289
GTEX-ZV68-0006-SM-4YCEJ	SRR1331311
GTEX-14A5I-2926-SM-5Q5CQ	SRR1331335
GTEX-ZEX8-2426-SM-4WKG4	SRR1331359
GTEX-ZYY3-1926-SM-5GZXS	SRR1331383
GTEX-YB5E-1626-SM-5IFIQ	SRR1331405
GTEX-11TT1-0004-SM-5S2NT	SRR1331422
GTEX-117YX-1126-SM-5H128	SRR1331444
GTEX-145MH-0011-R7a-SM-5PNWH	SRR1331466
GTEX-12WSI-0226-SM-5GCNA	SRR1331488
GTEX-11NV4-0011-R7a-SM-57WDH	SRR1331534
GTEX-13N2G-0011-R10a-SM-5MR34	SRR1331579
GTEX-13OVJ-0011-R5a-SM-5P9H7	SRR1331597
GTEX-13NZA-0326-SM-5J1MK	SRR1331620
GTEX-11TT1-2326-SM-5GU6N	SRR1331639
GTEX-YB5K-2126-SM-4WWDJ	SRR1331661
GTEX-YB5E-0005-SM-4VDSO	SRR1331684
GTEX-11O72-0226-SM-59869	SRR1331708
GTEX-13FTW-1526-SM-5LZXC	SRR1331730
GTEX-13S7M-3126-SM-5RQJQ	SRR1331751
GTEX-111FC-2926-SM-5GZY7	SRR1331771
GTEX-ZP4G-0008-SM-4E3I4	SRR1331793
GTEX-ZYFC-0726-SM-5E448	SRR1331818
GTEX-145LU-2626-SM-5LU9Z	SRR1331841
GTEX-1211K-1026-SM-5EQ4B	SRR1331879
GTEX-ZVP2-0126-SM-5NQ7D	SRR1331900
GTEX-12KS4-0826-SM-5BC5R	SRR1331922
GTEX-139TT-2626-SM-5LZUB	SRR1331944
GTEX-Y111-2926-SM-4TT25	SRR1331962
GTEX-11EQ9-0006-SM-5LUB6	SRR1332007
GTEX-11TUW-3026-SM-5EGKM	SRR1332024
GTEX-12ZZW-0011-R7a-SM-5DUWC	SRR1332048
GTEX-QEG4-0326-SM-5S2UQ	SRR1332069
GTEX-12584-0326-SM-59HK2	SRR1332095
GTEX-13S7M-0126-SM-5SI6A	SRR1332117
GTEX-ZPCL-1426-SM-57WEC	SRR1332141
GTEX-ZYFG-2326-SM-5E44B	SRR1332164
GTEX-ZTPG-0726-SM-5DUXP	SRR1332187
GTEX-YEC3-0526-SM-4YCF2	SRR1332208
GTEX-11DYG-0008-SM-5QGR5	SRR1332232
GTEX-ZAB4-0011-R6a-SM-4SOKD	SRR1332275
GTEX-13PDP-0326-SM-5K7XP	SRR1332299
GTEX-11WQK-0011-R8a-SM-5BC7C	SRR1332317
GTEX-12WSG-2726-SM-5EQ5M	SRR1332339
GTEX-146FQ-1726-SM-5QGPX	SRR1332360
GTEX-11ZU8-2626-SM-5EQLL	SRR1332381
GTEX-ZVT2-0826-SM-5GIEO	SRR1332403
GTEX-111VG-2326-SM-5N9BK	SRR1332424
GTEX-WVJS-0226-SM-4MVOU	SRR1332443
GTEX-11ZTS-1526-SM-5N9G7	SRR1332467
GTEX-11P82-0126-SM-5HL72	SRR1332488
GTEX-13OVG-2226-SM-5K7V8	SRR1332508
GTEX-1313W-0126-SM-5LZUN	SRR1332526
GTEX-11ZUS-0126-SM-5EQM5	SRR1332544
GTEX-ZXG5-2126-SM-59HKD	SRR1332566
GTEX-13OVL-0226-SM-5L3E9	SRR1332588
GTEX-13FTZ-0226-SM-5K7X6	SRR1332607
GTEX-Y111-1626-SM-57WCY	SRR1332625
GTEX-14BIN-1226-SM-5S2OM	SRR1332648
GTEX-ZF29-0926-SM-4WKFZ	SRR1332670
GTEX-13O61-0326-SM-5KM2O	SRR1332694
GTEX-14BMU-0226-SM-5S2QA	SRR1332713
GTEX-111VG-1926-SM-5GIDO	SRR1332733
GTEX-1122O-0008-SM-5QGR2	SRR1332754
GTEX-ZVT2-0626-SM-5GICR	SRR1332775
GTEX-11GSO-2926-SM-5HL73	SRR1332796
GTEX-139D8-1226-SM-5L3ED	SRR1332816
GTEX-13112-0526-SM-5EQ4S	SRR1332835
GTEX-11UD1-0011-R5b-SM-5P9FP	SRR1332856
GTEX-133LE-1826-SM-5J1MV	SRR1332879
GTEX-ZDXO-1426-SM-4WKHG	SRR1332904
GTEX-131YS-1226-SM-5K7VE	SRR1332928
GTEX-Y8E4-0626-SM-4WWDL	SRR1332946
GTEX-XBEW-0726-SM-4QARX	SRR1332969
GTEX-Y3IK-0726-SM-4WWE5	SRR1332993
GTEX-1192X-1826-SM-5GIE2	SRR1333038
GTEX-WHSE-1026-SM-57WAX	SRR1333083
GTEX-11NSD-1826-SM-5N9CF	SRR1333106
GTEX-XQ8I-0008-SM-4WAWM	SRR1333125
GTEX-ZGAY-0526-SM-4WWBB	SRR1333145
GTEX-YECK-2826-SM-5IFHF	SRR1333167
GTEX-XBEW-1126-SM-4QARW	SRR1333185
GTEX-Y111-0006-SM-4SOIO	SRR1333209
GTEX-131XE-0006-SM-5P9F9	SRR1333240
GTEX-ZF2S-0126-SM-4WKFO	SRR1333263
GTEX-11EQ9-1526-SM-5PNY7	SRR1333287
GTEX-ZC5H-1626-SM-5HL7L	SRR1333308
GTEX-11OC5-0004-SM-5S2O6	SRR1333330
GTEX-12WSD-0011-R4b-SM-5LZUA	SRR1333352
GTEX-ZAB5-2426-SM-5CVMW	SRR1333370
GTEX-13JUV-0626-SM-5J1MQ	SRR1333395
GTEX-14A5I-1026-SM-5Q5E3	SRR1333414
GTEX-ZE9C-1326-SM-5S2OW	SRR1333485
GTEX-11O72-2026-SM-5N9G8	SRR1333507
GTEX-12WSB-0126-SM-59HJN	SRR1333528
GTEX-Y5V5-0326-SM-5RQJG	SRR1333550
GTEX-12WSJ-0005-SM-5LU8S	SRR1333570
GTEX-11ONC-0011-R8b-SM-5NQ87	SRR1333587
K-562-SM-5Q5CL	SRR1333609
GTEX-WHSE-1626-SM-4M1XL	SRR1333633
GTEX-13N2G-0826-SM-5IJE6	SRR1333659
GTEX-Y8LW-0726-SM-5IFI1	SRR1333676
GTEX-147GR-0011-R9a-SM-5S2UY	SRR1333694
GTEX-ZPIC-0005-SM-4WWEB	SRR1333718
GTEX-Z93S-0011-R10a-SM-4RGNM	SRR1333741
GTEX-ZE9C-0011-R6a-SM-4WWCW	SRR1333767
GTEX-11XUK-2026-SM-5EQLF	SRR1333789
GTEX-13N1W-1926-SM-5IJCH	SRR1333811
GTEX-1314G-0826-SM-5BC6L	SRR1333891
GTEX-13FHP-1526-SM-5IJGE	SRR1333913
GTEX-12ZZY-3026-SM-5GCOU	SRR1333930
GTEX-131XG-0126-SM-5K7UJ	SRR1333953
GTEX-ZE9C-2526-SM-5IJDR	SRR1333990
GTEX-14C39-1626-SM-5S2P4	SRR1334011
GTEX-1445S-0011-R5a-SM-5PNUS	SRR1334033
GTEX-YF7O-1626-SM-5IFII	SRR1334055
GTEX-1497J-0326-SM-5Q5CN	SRR1334074
GTEX-117YX-2226-SM-5EGJJ	SRR1334098
GTEX-13QBU-1826-SM-5IJG3	SRR1334134
GTEX-ZVT2-0926-SM-5GICE	SRR1334154
GTEX-13PVQ-2726-SM-5L3H7	SRR1334181
GTEX-ZTTD-1726-SM-57WEL	SRR1334200
GTEX-13OVJ-0426-SM-5L3GX	SRR1334228
GTEX-139T8-0526-SM-5KLZL	SRR1334247
GTEX-11DXZ-2626-SM-59882	SRR1334265
GTEX-ZZ64-1326-SM-5E444	SRR1334291
GTEX-12WSN-0826-SM-5GCOF	SRR1334314
GTEX-U3ZH-0326-SM-51MS7	SRR1334338
GTEX-Y8E5-0526-SM-57WBY	SRR1334396
GTEX-11ZTS-0826-SM-5EQ49	SRR1334419
GTEX-139T8-0011-R1a-SM-5HL75	SRR1334440
GTEX-111FC-1326-SM-5N9D9	SRR1334461
GTEX-111FC-1126-SM-5GZWU	SRR1334490
GTEX-11EM3-2126-SM-5H11M	SRR1334512
GTEX-ZLWG-0004-SM-4WWD5	SRR1334535
GTEX-ZUA1-3026-SM-59HJC	SRR1334564
GTEX-111YS-1926-SM-5GICC	SRR1334587
GTEX-13PVR-0826-SM-5S2PV	SRR1334670
GTEX-YJ8O-0826-SM-5CVM3	SRR1334694
GTEX-14ASI-0011-R8b-SM-5S2UB	SRR1334717
GTEX-12ZZX-0011-R7b-SM-5DUVV	SRR1334741
GTEX-ZV7C-2026-SM-5NQ8F	SRR1334762
GTEX-12WSJ-1326-SM-5GCOB	SRR1334791
GTEX-13OW5-0011-R8a-SM-5L3GQ	SRR1334847
GTEX-13113-1326-SM-5GCOI	SRR1334866
GTEX-ZDYS-1726-SM-5HL4Y	SRR1334889
GTEX-148VI-0326-SM-5RQK7	SRR1334919
GTEX-11TTK-0826-SM-5N9EG	SRR1334939
GTEX-11H98-0011-R8a-SM-5NQ8V	SRR1334960
GTEX-YEC3-2526-SM-5CVLS	SRR1334982
GTEX-ZQG8-1326-SM-51MQW	SRR1335005
GTEX-12WSF-0011-R11a-SM-5LZVT	SRR1335029
GTEX-13NZA-0011-R1b-SM-5LUAF	SRR1335047
GTEX-146FH-2626-SM-5Q5E1	SRR1335089
GTEX-WFG8-0826-SM-4LVN5	SRR1335113
GTEX-11WQK-1526-SM-5EGKN	SRR1335140
GTEX-14ASI-0826-SM-5Q5EB	SRR1335164
GTEX-P78B-0626-SM-5S2W4	SRR1335188
GTEX-145MN-1926-SM-5SIAI	SRR1335212
GTEX-144GM-1326-SM-5LU5E	SRR1335236
GTEX-14ASI-0011-R6a-SM-5S2UZ	SRR1335254
GTEX-12ZZY-0426-SM-5LZW3	SRR1335278
GTEX-13VXU-0826-SM-5KLZ2	SRR1335296
GTEX-144GO-2726-SM-5O9A2	SRR1335314
GTEX-13O1R-0726-SM-5IJEI	SRR1335338
GTEX-ZV68-0126-SM-59HKS	SRR1335355
GTEX-11GSP-3126-SM-5A5LL	SRR1335377
GTEX-11ZUS-2926-SM-5FQSL	SRR1335400
GTEX-145LU-0526-SM-5O9AT	SRR1335422
GTEX-OHPN-0011-R10A-SM-5S2U3	SRR1335446
GTEX-1399U-1026-SM-5J1OC	SRR1335470
GTEX-144GO-2026-SM-5O99P	SRR1335489
GTEX-12WSL-1026-SM-5CVNJ	SRR1335513
GTEX-WZTO-0326-SM-4PQYZ	SRR1335536
GTEX-ZVP2-0008-SM-51MSL	SRR1335560
GTEX-ZLFU-1726-SM-4WWBU	SRR1335605
GTEX-WHSE-0826-SM-4SOJU	SRR1335627
GTEX-13FLW-0011-R6b-SM-5L3EN	SRR1335651
GTEX-13JVG-1426-SM-5MR4W	SRR1335670
GTEX-13OVJ-0011-R2b-SM-5L3GP	SRR1335688
GTEX-12WS9-0011-R3a-SM-5CVNF	SRR1335707
GTEX-13NZ8-3026-SM-5L3D4	SRR1335856
GTEX-Y111-1826-SM-4SOIR	SRR1335893
GTEX-ZLFU-2126-SM-4WWEV	SRR1335917
GTEX-Y5LM-0626-SM-4V6G4	SRR1335940
GTEX-13O61-1726-SM-5KM46	SRR1335964
GTEX-ZLWG-0326-SM-4WWC7	SRR1335984
GTEX-ZXG5-0011-R5b-SM-57WBN	SRR1336006
GTEX-117XS-2926-SM-5N9BX	SRR1336029
GTEX-11UD2-0426-SM-5EQ5W	SRR1336048
GTEX-ZDXO-0011-R8a-SM-4WWD7	SRR1336069
GTEX-1212Z-2826-SM-59HJ5	SRR1336091
GTEX-1399R-0126-SM-5IFEV	SRR1336113
GTEX-12WSA-1126-SM-5EGKU	SRR1336134
GTEX-ZVZQ-0011-R3a-SM-57WC7	SRR1336158
GTEX-131XW-0726-SM-5EGK3	SRR1336181
GTEX-11DXX-1826-SM-5H126	SRR1336205
GTEX-QLQ7-1126-SM-4R1KN	SRR1336227
GTEX-11ZVC-1426-SM-5EGGA	SRR1336244
GTEX-ZDTS-0006-SM-4WAYZ	SRR1336263
GTEX-ZF28-0011-R3a-SM-4WWDA	SRR1336292
GTEX-11UD2-1626-SM-5EQM3	SRR1336314
GTEX-13VXU-0011-R5a-SM-5O9D7	SRR1336357
GTEX-12WSE-0011-R6b-SM-5LZV5	SRR1336379
GTEX-13X6H-1326-SM-5LU42	SRR1336397
GTEX-13OW6-2426-SM-5K7WO	SRR1336415
GTEX-139YR-2726-SM-5K7VV	SRR1336463
GTEX-145LU-0011-R9b-SM-5SI66	SRR1336481
GTEX-Y3IK-1626-SM-4YCF5	SRR1336505
GTEX-11WQK-3226-SM-5EGI3	SRR1336529
GTEX-13IVO-0011-R10a-SM-5LZY3	SRR1336548
GTEX-ZUA1-0326-SM-5NQA3	SRR1336569
GTEX-Y114-0326-SM-4TT99	SRR1336593
GTEX-ZDTS-2726-SM-5L3E2	SRR1336617
GTEX-ZF28-0726-SM-4WKFU	SRR1336636
GTEX-13X6K-0011-R3b-SM-5PNUD	SRR1336660
GTEX-113JC-2226-SM-5EGJG	SRR1336682
GTEX-12C56-0006-SM-5N9E9	SRR1336706
GTEX-13OVL-0011-R9a-SM-5P9GX	SRR1336727
GTEX-WYVS-1126-SM-4SOJX	SRR1336863
GTEX-14753-0011-R6b-SM-5S2UD	SRR1336887
GTEX-13NZ9-0826-SM-5J1NI	SRR1336911
GTEX-13FLV-2326-SM-5K7UK	SRR1336930
GTEX-ZVT2-1726-SM-51MRO	SRR1336964
GTEX-ZYFC-2626-SM-5NQ6S	SRR1336988
GTEX-1399S-1426-SM-5PNYQ	SRR1337010
GTEX-ZVZQ-1526-SM-5N9G6	SRR1337031
GTEX-11UD2-2826-SM-5GU6X	SRR1337052
GTEX-ZUA1-0011-R7b-SM-4YCDP	SRR1337074
GTEX-131YS-0011-R10b-SM-5EQ5N	SRR1337098
GTEX-12WSH-3126-SM-5LZW8	SRR1337119
GTEX-139TS-0126-SM-5K7XJ	SRR1337137
GTEX-13FH7-2326-SM-5KM1E	SRR1337155
GTEX-13OVI-1726-SM-5L3DW	SRR1337173
GTEX-XMD2-0226-SM-4WWEE	SRR1337192
GTEX-ZY6K-1926-SM-5GZXW	SRR1337215
GTEX-ZV7C-0326-SM-57WB1	SRR1337238
GTEX-Z93S-1626-SM-5CVMB	SRR1337261
GTEX-13O3O-0326-SM-5K7W2	SRR1337284
GTEX-13O3O-0426-SM-5KM2Y	SRR1337302
GTEX-139T4-0826-SM-5N9GF	SRR1337321
GTEX-13SLW-0226-SM-5S2NA	SRR1337342
GTEX-WFG7-0326-SM-5SI7L	SRR1337364
GTEX-YEC4-0226-SM-4W1YG	SRR1337388
GTEX-13JVG-0011-R10b-SM-5KM2P	SRR1337412
GTEX-13FHP-0011-R1b-SM-5K7XL	SRR1337431
GTEX-Z9EW-0826-SM-5HL9T	SRR1337449
GTEX-YB5K-0008-SM-4VDT8	SRR1337471
GTEX-117XS-2226-SM-5GIE1	SRR1337495
GTEX-ZTSS-1226-SM-51MSZ	SRR1337516
GTEX-1399Q-0005-SM-5NQAG	SRR1337540
GTEX-13NYB-3026-SM-5IJD7	SRR1337564
GTEX-13FXS-0226-SM-5IJCK	SRR1337585
GTEX-13NYS-0226-SM-5MR49	SRR1337606
GTEX-12BJ1-1026-SM-5EGJA	SRR1337624
GTEX-13CIG-0011-R3b-SM-5K7XF	SRR1337648
GTEX-13OVI-1226-SM-5J2ME	SRR1337666
GTEX-12WSD-1326-SM-5GCNU	SRR1337684
GTEX-14A6H-0126-SM-5QGPK	SRR1337707
GTEX-1192X-0008-SM-5Q5B7	SRR1337728
GTEX-13PL7-2626-SM-5IFH4	SRR1337749
GTEX-ZVT4-0126-SM-51MS1	SRR1337770
GTEX-ZP4G-1226-SM-4WWCJ	SRR1337794
GTEX-Y3I4-1426-SM-4TT9C	SRR1337816
GTEX-12ZZX-1926-SM-5EGKC	SRR1337840
GTEX-13QIC-2926-SM-5J2NF	SRR1337864
GTEX-12WSH-2826-SM-5GCP5	SRR1337886
GTEX-144GL-0011-R3a-SM-5P9HP	SRR1337909
GTEX-ZPCL-1726-SM-57WEO	SRR1337930
GTEX-X15G-1126-SM-4PQZG	SRR1337953
GTEX-Y5V6-1726-SM-4VDSZ	SRR1337977
GTEX-148VI-1726-SM-5S2W9	SRR1338031
GTEX-14C38-0006-SM-5NQBF	SRR1338055
GTEX-ZT9W-1626-SM-4YCDQ	SRR1338079
GTEX-13NZB-0626-SM-5IFH6	SRR1338103
GTEX-145MN-2626-SM-5NQAH	SRR1338147
GTEX-14E1K-0926-SM-5S2U4	SRR1338195
GTEX-132Q8-3026-SM-5PNVG	SRR1338219
GTEX-133LE-1526-SM-5IFEN	SRR1338280
GTEX-144GL-0011-R4a-SM-5PNUI	SRR1338301
GTEX-ZE7O-0011-R11a-SM-57WBC	SRR1338323
GTEX-147F4-1326-SM-5LU9V	SRR1338346
GTEX-12ZZY-1126-SM-5DUWQ	SRR1338363
GTEX-1314G-2026-SM-5LZUM	SRR1338384
GTEX-WRHK-1026-SM-4MVOD	SRR1338402
GTEX-ZTPG-0226-SM-5O99I	SRR1338426
K-562-SM-5LU2Y	SRR1338450
GTEX-139D8-2526-SM-5N9G3	SRR1338468
GTEX-ZE7O-2626-SM-51MSS	SRR1338489
GTEX-ZAB5-0826-SM-5P9FU	SRR1338513
GTEX-13OW5-0011-R1b-SM-5L3GE	SRR1338584
GTEX-14AS3-1126-SM-5Q5CR	SRR1338603
GTEX-13X6K-0011-R4b-SM-5P9HO	SRR1338627
GTEX-11UD2-0626-SM-5GU6L	SRR1342938
GTEX-12584-0226-SM-5EQL5	SRR1345146
GTEX-12WSD-2326-SM-59HKQ	SRR1345178
GTEX-117XS-2026-SM-5GID1	SRR1345200
GTEX-PWCY-0526-SM-5P9HG	SRR1345221
GTEX-ZF29-2026-SM-4WWB7	SRR1345244
GTEX-11NUK-0005-SM-5MR5F	SRR1345266
GTEX-YEC3-2126-SM-5CVLR	SRR1345284
GTEX-1211K-2426-SM-59HL8	SRR1345307
GTEX-1313W-3226-SM-5LZUU	SRR1345329
GTEX-ZY6K-1726-SM-5GZX8	SRR1345347
