gene1	gene2	mut11	mut10	mut01	mut00	odds_ratio	cooccur_sign	p	q	cooccur_score
CTNNB1	DDX3X	3	5	1	0	0	-1	0.4444444444444445	0.4444444444444445	-0.3521825181113625
