gene1	gene2	mut11	mut10	mut01	mut00	odds_ratio	cooccur_sign	p	q	cooccur_score
TP53	H3F3A	9	5	5	1	0.36	-1	0.6126160990712074	0.6126160990712074	-0.2128115944606906
