Kids_First_Biospecimen_ID,gene,mutations
BS_02YBZSBY,PATZ1,2
BS_02YBZSBY,PAX6,1
BS_02YBZSBY,PAX7,1
BS_02YBZSBY,PAX8,3
BS_02YBZSBY,PAXIP1,1
BS_02YBZSBY,PAXX,1
BS_02YBZSBY,PBRM1,1
BS_02YBZSBY,PBX1,1
BS_02YBZSBY,PC,1
BS_02YBZSBY,PCBP1-AS1,1
BS_02YBZSBY,PCDH1,4
BS_02YBZSBY,PCDH10,1
BS_02YBZSBY,PCDH15,3
BS_02YBZSBY,PCDH17,1
BS_02YBZSBY,PCDH18,4
BS_02YBZSBY,PCDH19,1
BS_02YBZSBY,PCDH7,1
BS_02YBZSBY,PCDH9,2
BS_02YBZSBY,PCDHA2,1
BS_02YBZSBY,PCDHA3,3
BS_02YBZSBY,PCDHA4,2
BS_02YBZSBY,PCDHA5,2
BS_02YBZSBY,PCDHA6,1
BS_02YBZSBY,PCDHA8,1
BS_02YBZSBY,PCDHAC1,1
BS_02YBZSBY,PCDHB1,1
BS_02YBZSBY,PCDHB13,1
BS_02YBZSBY,PCDHB15,1
BS_02YBZSBY,PCDHB2,1
BS_02YBZSBY,PCDHB3,3
BS_02YBZSBY,PCDHB5,1
BS_02YBZSBY,PCDHB7,1
BS_02YBZSBY,PCDHGA1,1
BS_02YBZSBY,PCDHGA10,2
BS_02YBZSBY,PCDHGA11,1
BS_02YBZSBY,PCDHGA12,2
BS_02YBZSBY,PCDHGA5,2
BS_02YBZSBY,PCDHGA6,1
BS_02YBZSBY,PCDHGA7,3
BS_02YBZSBY,PCDHGA8,3
BS_02YBZSBY,PCDHGB1,1
BS_02YBZSBY,PCDHGB3,2
BS_02YBZSBY,PCDHGB4,1
BS_02YBZSBY,PCDHGB7,1
BS_02YBZSBY,PCDHGC4,1
BS_02YBZSBY,PCDHGC5,1
BS_02YBZSBY,PCED1B,1
BS_02YBZSBY,PCGF3,1
BS_02YBZSBY,PCIF1,2
BS_02YBZSBY,PCK2,1
BS_02YBZSBY,PCLO,6
BS_02YBZSBY,PCNP,1
BS_02YBZSBY,PCNX1,2
BS_02YBZSBY,PCNX2,3
BS_02YBZSBY,PCNX3,1
BS_02YBZSBY,PCNX4,1
BS_02YBZSBY,PCSK1N,1
BS_02YBZSBY,PCSK4,1
BS_02YBZSBY,PCSK5,3
BS_02YBZSBY,PCSK6,1
BS_02YBZSBY,PCSK9,1
BS_02YBZSBY,PCYT1B,1
BS_02YBZSBY,PCYT2,1
BS_02YBZSBY,PDCD11,1
BS_02YBZSBY,PDCD1LG2,1
BS_02YBZSBY,PDCD2L,1
BS_02YBZSBY,PDE10A,1
BS_02YBZSBY,PDE11A,1
BS_02YBZSBY,PDE1C,1
BS_02YBZSBY,PDE2A,2
BS_02YBZSBY,PDE3A,1
BS_02YBZSBY,PDE3B,1
BS_02YBZSBY,PDE4A,1
BS_02YBZSBY,PDE4B,2
BS_02YBZSBY,PDE4D,1
BS_02YBZSBY,PDE5A,1
BS_02YBZSBY,PDE6A,1
BS_02YBZSBY,PDE8A,1
BS_02YBZSBY,PDE8B,1
BS_02YBZSBY,PDGFRA,1
BS_02YBZSBY,PDGFRB,1
BS_02YBZSBY,PDIA4,1
BS_02YBZSBY,PDIA6,1
BS_02YBZSBY,PDK2,2
BS_02YBZSBY,PDK4,1
BS_02YBZSBY,PDPK1,1
BS_02YBZSBY,PDS5B,1
BS_02YBZSBY,PDXDC1,1
BS_02YBZSBY,PDZD3,1
BS_02YBZSBY,PDZD4,1
BS_02YBZSBY,PDZD7,2
BS_02YBZSBY,PDZD8,1
BS_02YBZSBY,PDZRN3,1
BS_02YBZSBY,PDZRN4,1
BS_02YBZSBY,PEBP1,1
BS_02YBZSBY,PECAM1,1
BS_02YBZSBY,PEF1,1
BS_02YBZSBY,PEG10,1
BS_02YBZSBY,PELI3,2
BS_02YBZSBY,PELP1,1
BS_02YBZSBY,PER2,2
BS_02YBZSBY,PER3,1
BS_02YBZSBY,PERM1,1
BS_02YBZSBY,PEX1,1
BS_02YBZSBY,PEX10,1
BS_02YBZSBY,PEX3,1
BS_02YBZSBY,PEX5,2
BS_02YBZSBY,PF4,1
BS_02YBZSBY,PFAS,1
BS_02YBZSBY,PFKL,2
BS_02YBZSBY,PFKP,1
BS_02YBZSBY,PGBD4,1
BS_02YBZSBY,PGC,1
BS_02YBZSBY,PGK2,1
BS_02YBZSBY,PGLS,1
BS_02YBZSBY,PGLYRP3,2
BS_02YBZSBY,PGM1,1
BS_02YBZSBY,PGR,1
BS_02YBZSBY,PHB,1
BS_02YBZSBY,PHC1,1
BS_02YBZSBY,PHETA1,1
BS_02YBZSBY,PHF10,1
BS_02YBZSBY,PHF14,1
BS_02YBZSBY,PHF2,2
BS_02YBZSBY,PHF20,1
BS_02YBZSBY,PHF20L1,1
BS_02YBZSBY,PHF21B,3
BS_02YBZSBY,PHF24,1
BS_02YBZSBY,PHF3,1
BS_02YBZSBY,PHF8,1
BS_02YBZSBY,PHIP,1
BS_02YBZSBY,PHKG1,1
BS_02YBZSBY,PHLDB1,1
BS_02YBZSBY,PHLDB2,1
BS_02YBZSBY,PHLDB3,3
BS_02YBZSBY,PHLPP1,2
BS_02YBZSBY,PHLPP2,1
BS_02YBZSBY,PHOSPHO1,1
BS_02YBZSBY,PHTF2,1
BS_02YBZSBY,PHYHIP,1
BS_02YBZSBY,PI15,1
BS_02YBZSBY,PI16,1
BS_02YBZSBY,PI4K2A,2
BS_02YBZSBY,PI4KA,2
BS_02YBZSBY,PI4KB,1
BS_02YBZSBY,PIAS3,1
BS_02YBZSBY,PIEZO1,8
BS_02YBZSBY,PIGA,1
BS_02YBZSBY,PIGC,1
BS_02YBZSBY,PIGK,2
BS_02YBZSBY,PIGO,2
BS_02YBZSBY,PIGS,1
BS_02YBZSBY,PIGT,2
BS_02YBZSBY,PIGV,1
BS_02YBZSBY,PIK3C2A,1
BS_02YBZSBY,PIK3C2B,2
BS_02YBZSBY,PIK3CB,2
BS_02YBZSBY,PIK3CD,1
BS_02YBZSBY,PIK3CG,1
BS_02YBZSBY,PIK3R1,1
BS_02YBZSBY,PIK3R5,2
BS_02YBZSBY,PIKFYVE,2
BS_02YBZSBY,PILRA,1
BS_02YBZSBY,PIM1,1
BS_02YBZSBY,PIM2,1
BS_02YBZSBY,PIP5K1C,3
BS_02YBZSBY,PITPNM1,2
BS_02YBZSBY,PITPNM2,1
BS_02YBZSBY,PITRM1,2
BS_02YBZSBY,PJA1,1
BS_02YBZSBY,PKD1L1,1
BS_02YBZSBY,PKD1L2,3
BS_02YBZSBY,PKD2,1
BS_02YBZSBY,PKDCC,1
BS_02YBZSBY,PKM,1
BS_02YBZSBY,PKMYT1,1
BS_02YBZSBY,PKN1,1
BS_02YBZSBY,PKP2,1
BS_02YBZSBY,PKP3,1
BS_02YBZSBY,PKP4,1
BS_02YBZSBY,PLA1A,1
BS_02YBZSBY,PLA2G12B,1
BS_02YBZSBY,PLA2G2A,1
BS_02YBZSBY,PLA2G4A,1
BS_02YBZSBY,PLA2G4D,1
BS_02YBZSBY,PLA2G4E,1
BS_02YBZSBY,PLA2G4F,2
BS_02YBZSBY,PLA2G6,2
BS_02YBZSBY,PLA2R1,4
BS_02YBZSBY,PLAC1,2
BS_02YBZSBY,PLAC8,1
BS_02YBZSBY,PLAC8L1,1
BS_02YBZSBY,PLBD1,1
BS_02YBZSBY,PLCB1,1
BS_02YBZSBY,PLCB2,1
BS_02YBZSBY,PLCB3,1
BS_02YBZSBY,PLCD1,2
BS_02YBZSBY,PLCG2,1
BS_02YBZSBY,PLCH1,1
BS_02YBZSBY,PLCL1,1
BS_02YBZSBY,PLCL2,1
BS_02YBZSBY,PLD2,2
BS_02YBZSBY,PLD3,1
BS_02YBZSBY,PLD4,1
BS_02YBZSBY,PLD6,1
BS_02YBZSBY,PLEK,1
BS_02YBZSBY,PLEKHA4,1
BS_02YBZSBY,PLEKHA5,3
BS_02YBZSBY,PLEKHA8,1
BS_02YBZSBY,PLEKHB1,1
BS_02YBZSBY,PLEKHF1,1
BS_02YBZSBY,PLEKHG2,2
BS_02YBZSBY,PLEKHG3,1
BS_02YBZSBY,PLEKHG4,4
BS_02YBZSBY,PLEKHG4B,1
BS_02YBZSBY,PLEKHG5,3
BS_02YBZSBY,PLEKHH1,2
BS_02YBZSBY,PLEKHH3,3
BS_02YBZSBY,PLEKHO2,1
BS_02YBZSBY,PLG,1
BS_02YBZSBY,PLK3,2
BS_02YBZSBY,PLOD1,1
BS_02YBZSBY,PLOD2,1
BS_02YBZSBY,PLOD3,3
BS_02YBZSBY,PLPBP,1
BS_02YBZSBY,PLPP2,1
BS_02YBZSBY,PLPP4,2
BS_02YBZSBY,PLPPR2,1
BS_02YBZSBY,PLPPR3,1
BS_02YBZSBY,PLRG1,3
BS_02YBZSBY,PLSCR5,1
BS_02YBZSBY,PLVAP,3
BS_02YBZSBY,PLXDC2,1
BS_02YBZSBY,PLXNA1,5
BS_02YBZSBY,PLXNA2,3
BS_02YBZSBY,PLXNA3,5
BS_02YBZSBY,PLXNA4,4
BS_02YBZSBY,PLXNB1,1
BS_02YBZSBY,PLXNB2,1
BS_02YBZSBY,PLXNB3,2
BS_02YBZSBY,PM20D1,1
BS_02YBZSBY,PNLIPRP1,1
BS_02YBZSBY,PNMA2,1
BS_02YBZSBY,PNMA5,1
BS_02YBZSBY,PNN,1
BS_02YBZSBY,PNOC,1
BS_02YBZSBY,PNPLA1,1
BS_02YBZSBY,PNPLA3,1
BS_02YBZSBY,PNPLA5,1
BS_02YBZSBY,PNPLA6,3
BS_02YBZSBY,PNPLA8,2
BS_02YBZSBY,PNPO,1
BS_02YBZSBY,POC5,1
BS_02YBZSBY,PODNL1,1
BS_02YBZSBY,PODXL2,1
BS_02YBZSBY,POFUT1,3
BS_02YBZSBY,POLA1,4
BS_02YBZSBY,POLD1,2
BS_02YBZSBY,POLD2,1
BS_02YBZSBY,POLDIP3,1
BS_02YBZSBY,POLE,3
BS_02YBZSBY,POLG,1
BS_02YBZSBY,POLG2,1
BS_02YBZSBY,POLH,1
BS_02YBZSBY,POLL,1
BS_02YBZSBY,POLN,1
BS_02YBZSBY,POLQ,1
BS_02YBZSBY,POLR1A,1
BS_02YBZSBY,POLR1B,1
BS_02YBZSBY,POLR2A,1
BS_02YBZSBY,POLR2B,1
BS_02YBZSBY,POLR3A,1
BS_02YBZSBY,POLR3B,2
BS_02YBZSBY,POLR3C,1
BS_02YBZSBY,POLR3E,1
BS_02YBZSBY,POLR3G,1
BS_02YBZSBY,POLRMT,4
BS_02YBZSBY,POM121L12,1
BS_02YBZSBY,POMGNT2,1
BS_02YBZSBY,POMP,1
BS_02YBZSBY,POMT1,1
BS_02YBZSBY,POMT2,1
BS_02YBZSBY,PON1,1
BS_02YBZSBY,POPDC3,1
BS_02YBZSBY,PORCN,2
BS_02YBZSBY,POSTN,1
BS_02YBZSBY,POTEC,1
BS_02YBZSBY,POU2F1,2
BS_02YBZSBY,POU2F2,1
BS_02YBZSBY,POU2F3,1
BS_02YBZSBY,POU3F2,1
BS_02YBZSBY,POU3F4,2
BS_02YBZSBY,POU5F2,1
BS_02YBZSBY,POU6F2,2
BS_02YBZSBY,PP2D1,1
BS_02YBZSBY,PPARD,1
BS_02YBZSBY,PPARGC1A,1
BS_02YBZSBY,PPARGC1B,2
BS_02YBZSBY,PPEF2,1
BS_02YBZSBY,PPFIA2,1
BS_02YBZSBY,PPFIA3,3
BS_02YBZSBY,PPFIA4,5
BS_02YBZSBY,PPID,2
BS_02YBZSBY,PPIG,2
BS_02YBZSBY,PPIL1,1
BS_02YBZSBY,PPL,5
BS_02YBZSBY,PPM1A,1
BS_02YBZSBY,PPM1F,2
BS_02YBZSBY,PPM1H,1
BS_02YBZSBY,PPM1M,1
BS_02YBZSBY,PPP1CA,2
BS_02YBZSBY,PPP1R13B,1
BS_02YBZSBY,PPP1R26,3
BS_02YBZSBY,PPP1R35,1
BS_02YBZSBY,PPP1R36,1
BS_02YBZSBY,PPP1R37,1
BS_02YBZSBY,PPP1R3F,2
BS_02YBZSBY,PPP1R3G,1
BS_02YBZSBY,PPP1R9A,3
BS_02YBZSBY,PPP2CB,2
BS_02YBZSBY,PPP2R1A,2
BS_02YBZSBY,PPP2R2C,1
BS_02YBZSBY,PPP2R2D,1
BS_02YBZSBY,PPP2R3B,1
BS_02YBZSBY,PPP2R5B,1
BS_02YBZSBY,PPP2R5D,2
BS_02YBZSBY,PPP3CA,1
BS_02YBZSBY,PPP3CB,1
BS_02YBZSBY,PPP4C,1
BS_02YBZSBY,PPP4R1,2
BS_02YBZSBY,PPP4R3A,1
BS_02YBZSBY,PPP5D1,1
BS_02YBZSBY,PPP6R1,1
BS_02YBZSBY,PPP6R2,1
BS_02YBZSBY,PPRC1,1
BS_02YBZSBY,PRAM1,1
BS_02YBZSBY,PRAMEF12,1
BS_02YBZSBY,PRDM10,2
BS_02YBZSBY,PRDM14,1
BS_02YBZSBY,PRDM15,1
BS_02YBZSBY,PRDM2,1
BS_02YBZSBY,PRDM5,1
BS_02YBZSBY,PREPL,1
BS_02YBZSBY,PREX1,1
BS_02YBZSBY,PRF1,1
BS_02YBZSBY,PRG4,1
BS_02YBZSBY,PRICKLE2,1
BS_02YBZSBY,PRICKLE3,1
BS_02YBZSBY,PRIM1,1
BS_02YBZSBY,PRKACA,2
BS_02YBZSBY,PRKAG1,1
BS_02YBZSBY,PRKAG2,3
BS_02YBZSBY,PRKAG3,2
BS_02YBZSBY,PRKAR1B,1
BS_02YBZSBY,PRKAR2A,1
BS_02YBZSBY,PRKCE,2
BS_02YBZSBY,PRKCSH,1
BS_02YBZSBY,PRKD3,1
BS_02YBZSBY,PRKDC,3
BS_02YBZSBY,PRKG1,1
BS_02YBZSBY,PRKG2,1
BS_02YBZSBY,PRL,2
BS_02YBZSBY,PRMT2,1
BS_02YBZSBY,PRMT3,1
BS_02YBZSBY,PRMT8,1
BS_02YBZSBY,PRMT9,1
BS_02YBZSBY,PROC,1
BS_02YBZSBY,PRODH2,1
BS_02YBZSBY,PROX1,1
BS_02YBZSBY,PROX2,1
BS_02YBZSBY,PRPF19,2
BS_02YBZSBY,PRPF38B,1
BS_02YBZSBY,PRPF39,2
BS_02YBZSBY,PRPH,1
BS_02YBZSBY,PRPS1,2
BS_02YBZSBY,PRR12,3
BS_02YBZSBY,PRR16,1
BS_02YBZSBY,PRR19,1
BS_02YBZSBY,PRR22,1
BS_02YBZSBY,PRR23C,2
BS_02YBZSBY,PRR5,1
BS_02YBZSBY,PRR5L,1
BS_02YBZSBY,PRRC2B,3
BS_02YBZSBY,PRRC2C,1
BS_02YBZSBY,PRRG1,1
BS_02YBZSBY,PRRT2,1
BS_02YBZSBY,PRRT3,1
BS_02YBZSBY,PRRT4,1
BS_02YBZSBY,PRRX1,2
BS_02YBZSBY,PRRX2,1
BS_02YBZSBY,PRSS16,1
BS_02YBZSBY,PRSS21,1
BS_02YBZSBY,PRSS27,1
BS_02YBZSBY,PRSS36,1
BS_02YBZSBY,PRSS38,1
BS_02YBZSBY,PRSS42,1
BS_02YBZSBY,PRSS48,3
BS_02YBZSBY,PRSS54,2
BS_02YBZSBY,PRSS57,1
BS_02YBZSBY,PRTG,1
BS_02YBZSBY,PRUNE2,5
BS_02YBZSBY,PRX,1
BS_02YBZSBY,PSAPL1,1
BS_02YBZSBY,PSD3,2
BS_02YBZSBY,PSD4,1
BS_02YBZSBY,PSEN1,1
BS_02YBZSBY,PSG6,1
BS_02YBZSBY,PSIP1,1
BS_02YBZSBY,PSMA8,1
BS_02YBZSBY,PSMB10,1
BS_02YBZSBY,PSMB2,1
BS_02YBZSBY,PSMC1,1
BS_02YBZSBY,PSMC2,1
BS_02YBZSBY,PSMC3,1
BS_02YBZSBY,PSMC4,2
BS_02YBZSBY,PSMC5,2
BS_02YBZSBY,PSMC6,1
BS_02YBZSBY,PSMD11,1
BS_02YBZSBY,PSME4,1
BS_02YBZSBY,PSMG2,1
BS_02YBZSBY,PSPN,1
BS_02YBZSBY,PSTK,1
BS_02YBZSBY,PTAR1,1
BS_02YBZSBY,PTBP3,1
BS_02YBZSBY,PTCD1,2
BS_02YBZSBY,PTCD3,1
BS_02YBZSBY,PTCRA,1
BS_02YBZSBY,PTDSS1,1
BS_02YBZSBY,PTEN,1
BS_02YBZSBY,PTGDR2,1
BS_02YBZSBY,PTGER3,1
BS_02YBZSBY,PTGER4,1
BS_02YBZSBY,PTGES2,2
BS_02YBZSBY,PTGFRN,2
BS_02YBZSBY,PTGIR,4
BS_02YBZSBY,PTGIS,1
BS_02YBZSBY,PTGS2,1
BS_02YBZSBY,PTK2,1
BS_02YBZSBY,PTK2B,1
BS_02YBZSBY,PTK6,2
BS_02YBZSBY,PTMA,1
BS_02YBZSBY,PTOV1,1
BS_02YBZSBY,PTP4A1,1
BS_02YBZSBY,PTPN18,1
BS_02YBZSBY,PTPN21,1
BS_02YBZSBY,PTPN23,1
BS_02YBZSBY,PTPN5,1
BS_02YBZSBY,PTPN6,2
BS_02YBZSBY,PTPN7,2
BS_02YBZSBY,PTPRA,1
BS_02YBZSBY,PTPRB,5
BS_02YBZSBY,PTPRC,2
BS_02YBZSBY,PTPRCAP,1
BS_02YBZSBY,PTPRF,4
BS_02YBZSBY,PTPRG,1
BS_02YBZSBY,PTPRH,1
BS_02YBZSBY,PTPRJ,4
BS_02YBZSBY,PTPRM,3
BS_02YBZSBY,PTPRN,2
BS_02YBZSBY,PTPRN2,2
BS_02YBZSBY,PTPRT,2
BS_02YBZSBY,PTPRZ1,2
BS_02YBZSBY,PTTG2,1
BS_02YBZSBY,PTX4,1
BS_02YBZSBY,PUM2,1
BS_02YBZSBY,PUM3,1
BS_02YBZSBY,PUS10,3
BS_02YBZSBY,PVRIG,2
BS_02YBZSBY,PWWP2A,2
BS_02YBZSBY,PWWP2B,1
BS_02YBZSBY,PXDN,2
BS_02YBZSBY,PXDNL,1
BS_02YBZSBY,PXK,1
BS_02YBZSBY,PXMP2,1
BS_02YBZSBY,PXN,4
BS_02YBZSBY,PYGL,1
BS_02YBZSBY,PZP,1
BS_02YBZSBY,QARS,1
BS_02YBZSBY,QDPR,1
BS_02YBZSBY,QRICH2,1
BS_02YBZSBY,QSOX2,1
BS_02YBZSBY,QTRT2,2
BS_02YBZSBY,R3HDM2,1
BS_02YBZSBY,R3HDM4,1
BS_02YBZSBY,RAB11FIP1,1
BS_02YBZSBY,RAB11FIP2,1
BS_02YBZSBY,RAB11FIP4,1
BS_02YBZSBY,RAB20,1
BS_02YBZSBY,RAB25,1
BS_02YBZSBY,RAB33B,1
BS_02YBZSBY,RAB3C,1
BS_02YBZSBY,RAB3GAP1,1
BS_02YBZSBY,RAB3GAP2,1
BS_02YBZSBY,RAB3IL1,1
BS_02YBZSBY,RAB3IP,1
BS_02YBZSBY,RAB40AL,1
BS_02YBZSBY,RAB40B,1
BS_02YBZSBY,RAB40C,1
BS_02YBZSBY,RAB4B,1
BS_02YBZSBY,RABEP2,1
BS_02YBZSBY,RABGAP1,1
BS_02YBZSBY,RABGAP1L,1
BS_02YBZSBY,RABGEF1,1
BS_02YBZSBY,RABL6,1
BS_02YBZSBY,RACK1,1
BS_02YBZSBY,RAD50,1
BS_02YBZSBY,RAD51D,1
BS_02YBZSBY,RAD52,1
BS_02YBZSBY,RAD9B,1
BS_02YBZSBY,RAI1,2
BS_02YBZSBY,RAI14,2
BS_02YBZSBY,RALB,1
BS_02YBZSBY,RALBP1,1
BS_02YBZSBY,RALGAPA1,2
BS_02YBZSBY,RALGAPA2,1
BS_02YBZSBY,RALGAPB,1
BS_02YBZSBY,RALGDS,1
BS_02YBZSBY,RANBP2,2
BS_02YBZSBY,RANBP3,1
BS_02YBZSBY,RANBP6,2
BS_02YBZSBY,RAP1GAP,1
BS_02YBZSBY,RAP1GAP2,2
BS_02YBZSBY,RAPGEF2,3
BS_02YBZSBY,RAPGEF3,1
BS_02YBZSBY,RAPGEF5,1
BS_02YBZSBY,RAPGEF6,1
BS_02YBZSBY,RAPSN,1
BS_02YBZSBY,RARA,1
BS_02YBZSBY,RARS2,1
BS_02YBZSBY,RASA2,1
BS_02YBZSBY,RASA3,1
BS_02YBZSBY,RASAL2,3
BS_02YBZSBY,RASD1,3
BS_02YBZSBY,RASD2,1
BS_02YBZSBY,RASGEF1B,1
BS_02YBZSBY,RASGRF2,1
BS_02YBZSBY,RASGRP3,1
BS_02YBZSBY,RASGRP4,1
BS_02YBZSBY,RASIP1,1
BS_02YBZSBY,RASL10A,1
BS_02YBZSBY,RAX2,1
BS_02YBZSBY,RB1,1
BS_02YBZSBY,RB1CC1,4
BS_02YBZSBY,RBBP6,1
BS_02YBZSBY,RBBP7,1
BS_02YBZSBY,RBBP8NL,1
BS_02YBZSBY,RBCK1,1
BS_02YBZSBY,RBFA,1
BS_02YBZSBY,RBFOX1,1
BS_02YBZSBY,RBL1,1
BS_02YBZSBY,RBL2,1
BS_02YBZSBY,RBM10,1
BS_02YBZSBY,RBM11,1
BS_02YBZSBY,RBM14,2
BS_02YBZSBY,RBM15,1
BS_02YBZSBY,RBM15B,2
BS_02YBZSBY,RBM17,1
BS_02YBZSBY,RBM20,1
BS_02YBZSBY,RBM25,2
BS_02YBZSBY,RBM26,1
BS_02YBZSBY,RBM28,1
BS_02YBZSBY,RBM3,1
BS_02YBZSBY,RBM33,1
BS_02YBZSBY,RBM45,1
BS_02YBZSBY,RBM46,1
BS_02YBZSBY,RBM47,1
BS_02YBZSBY,RBM6,2
BS_02YBZSBY,RBMS3,1
BS_02YBZSBY,RBMX,1
BS_02YBZSBY,RBMX2,1
BS_02YBZSBY,RBMXL1,1
BS_02YBZSBY,RBMXL2,2
BS_02YBZSBY,RBP3,1
BS_02YBZSBY,RC3H1,4
BS_02YBZSBY,RCAN3,1
BS_02YBZSBY,RCBTB2,2
BS_02YBZSBY,RCC1,1
BS_02YBZSBY,RCN1,1
BS_02YBZSBY,RCOR3,1
BS_02YBZSBY,RD3L,1
BS_02YBZSBY,RDH14,1
BS_02YBZSBY,REC8,1
BS_02YBZSBY,RECK,2
BS_02YBZSBY,RECQL,1
BS_02YBZSBY,RECQL4,2
BS_02YBZSBY,RELN,2
BS_02YBZSBY,RELT,1
BS_02YBZSBY,REM2,1
BS_02YBZSBY,REN,2
BS_02YBZSBY,REPIN1,2
BS_02YBZSBY,REPS1,1
BS_02YBZSBY,RER1,1
BS_02YBZSBY,RERE,2
BS_02YBZSBY,RERGL,1
BS_02YBZSBY,RESP18,1
BS_02YBZSBY,REST,1
BS_02YBZSBY,RET,1
BS_02YBZSBY,RETREG3,1
BS_02YBZSBY,REV1,3
BS_02YBZSBY,REXO1,1
BS_02YBZSBY,RFC2,1
BS_02YBZSBY,RFESD,1
BS_02YBZSBY,RFNG,1
BS_02YBZSBY,RFTN1,1
BS_02YBZSBY,RFX1,2
BS_02YBZSBY,RFX2,3
BS_02YBZSBY,RFX4,1
BS_02YBZSBY,RFX6,1
BS_02YBZSBY,RFXANK,1
BS_02YBZSBY,RGL4,1
BS_02YBZSBY,RGMA,1
BS_02YBZSBY,RGMB,1
BS_02YBZSBY,RGP1,1
BS_02YBZSBY,RGR,1
BS_02YBZSBY,RGS19,1
BS_02YBZSBY,RGS21,2
BS_02YBZSBY,RGS3,2
BS_02YBZSBY,RGS6,1
BS_02YBZSBY,RGS7,1
BS_02YBZSBY,RGSL1,1
BS_02YBZSBY,RHBDD2,1
BS_02YBZSBY,RHBDF1,1
BS_02YBZSBY,RHBDL1,1
BS_02YBZSBY,RHEB,1
BS_02YBZSBY,RHO,2
BS_02YBZSBY,RHOBTB1,1
BS_02YBZSBY,RHOBTB2,1
BS_02YBZSBY,RHOBTB3,1
BS_02YBZSBY,RHOG,1
BS_02YBZSBY,RHOH,1
BS_02YBZSBY,RHOT2,1
BS_02YBZSBY,RHOXF1,1
BS_02YBZSBY,RHPN1,1
BS_02YBZSBY,RIBC1,1
BS_02YBZSBY,RIBC2,1
BS_02YBZSBY,RIC1,1
BS_02YBZSBY,RIC8A,1
BS_02YBZSBY,RICTOR,2
BS_02YBZSBY,RIF1,1
BS_02YBZSBY,RILPL2,1
BS_02YBZSBY,RIMKLB,2
BS_02YBZSBY,RIMS1,1
BS_02YBZSBY,RIMS2,2
BS_02YBZSBY,RIMS3,1
BS_02YBZSBY,RIN1,1
BS_02YBZSBY,RIN2,1
BS_02YBZSBY,RINL,3
BS_02YBZSBY,RIOK1,1
BS_02YBZSBY,RIPK1,1
BS_02YBZSBY,RIPK3,1
BS_02YBZSBY,RIPK4,1
BS_02YBZSBY,RIPOR1,2
BS_02YBZSBY,RIPOR2,3
BS_02YBZSBY,RIPOR3,1
BS_02YBZSBY,RIT2,1
BS_02YBZSBY,RLF,1
BS_02YBZSBY,RMI1,1
BS_02YBZSBY,RMND1,1
BS_02YBZSBY,RMND5B,1
BS_02YBZSBY,RNASE12,1
BS_02YBZSBY,RNASEL,1
BS_02YBZSBY,RND1,1
BS_02YBZSBY,RNF10,1
BS_02YBZSBY,RNF112,1
BS_02YBZSBY,RNF123,1
BS_02YBZSBY,RNF128,1
BS_02YBZSBY,RNF130,1
BS_02YBZSBY,RNF135,1
BS_02YBZSBY,RNF139,1
BS_02YBZSBY,RNF145,2
BS_02YBZSBY,RNF149,1
BS_02YBZSBY,RNF150,1
BS_02YBZSBY,RNF152,1
BS_02YBZSBY,RNF157,1
BS_02YBZSBY,RNF166,1
BS_02YBZSBY,RNF167,1
BS_02YBZSBY,RNF168,2
BS_02YBZSBY,RNF180,1
BS_02YBZSBY,RNF19A,1
BS_02YBZSBY,RNF19B,1
BS_02YBZSBY,RNF208,3
BS_02YBZSBY,RNF214,1
BS_02YBZSBY,RNF219,2
BS_02YBZSBY,RNF220,1
BS_02YBZSBY,RNF222,1
BS_02YBZSBY,RNF224,1
BS_02YBZSBY,RNF26,1
BS_02YBZSBY,RNF38,1
BS_02YBZSBY,RNF40,3
BS_02YBZSBY,RNFT1,1
BS_02YBZSBY,RNLS,1
BS_02YBZSBY,RNPS1,1
BS_02YBZSBY,ROBO1,1
BS_02YBZSBY,ROBO2,2
BS_02YBZSBY,ROBO3,1
BS_02YBZSBY,ROCK1,1
BS_02YBZSBY,ROR2,3
BS_02YBZSBY,RORA,2
BS_02YBZSBY,RP1,1
BS_02YBZSBY,RP1L1,5
BS_02YBZSBY,RPA1,1
BS_02YBZSBY,RPF1,1
BS_02YBZSBY,RPGR,1
BS_02YBZSBY,RPGRIP1L,1
BS_02YBZSBY,RPH3A,1
BS_02YBZSBY,RPL18,1
BS_02YBZSBY,RPL22L1,1
BS_02YBZSBY,RPL3,3
BS_02YBZSBY,RPL31,1
BS_02YBZSBY,RPL4,1
BS_02YBZSBY,RPL7,1
BS_02YBZSBY,RPN1,1
BS_02YBZSBY,RPN2,1
BS_02YBZSBY,RPP40,1
BS_02YBZSBY,RPRD1B,1
BS_02YBZSBY,RPRD2,1
BS_02YBZSBY,RPRML,1
BS_02YBZSBY,RPS19BP1,1
BS_02YBZSBY,RPS23,1
BS_02YBZSBY,RPS6,1
BS_02YBZSBY,RPS6KA1,2
BS_02YBZSBY,RPS6KA2,3
BS_02YBZSBY,RPS6KA4,1
BS_02YBZSBY,RPS6KA6,1
BS_02YBZSBY,RPS6KC1,1
BS_02YBZSBY,RPTOR,1
BS_02YBZSBY,RPUSD1,1
BS_02YBZSBY,RRAGB,1
BS_02YBZSBY,RREB1,8
BS_02YBZSBY,RRM2,1
BS_02YBZSBY,RRM2B,2
BS_02YBZSBY,RRP12,1
BS_02YBZSBY,RRP1B,1
BS_02YBZSBY,RRP8,1
BS_02YBZSBY,RS1,1
