Kids_First_Biospecimen_ID,gene,mutations
BS_4QFSH7C4,KCNC1,1
BS_4QFSH7C4,KDF1,1
BS_4QFSH7C4,KEAP1,1
BS_4QFSH7C4,KIF18B,1
BS_4QFSH7C4,KLHDC10,1
BS_4QFSH7C4,LDLR,1
BS_4QFSH7C4,LIPC,1
BS_4QFSH7C4,LPAR1,1
BS_4QFSH7C4,MAP4K5,1
BS_4QFSH7C4,MBD6,1
BS_4QFSH7C4,MRGPRD,1
BS_4QFSH7C4,MVD,1
BS_4QFSH7C4,NCLN,1
BS_4QFSH7C4,NFE2,1
BS_4QFSH7C4,NOA1,1
BS_4QFSH7C4,NOX5,1
BS_4QFSH7C4,ODAM,1
BS_4QFSH7C4,PIGM,1
BS_4QFSH7C4,PLCG2,1
BS_4QFSH7C4,PNKD,1
BS_4QFSH7C4,RAB11FIP1,1
BS_4QFSH7C4,RIC8B,1
BS_4QFSH7C4,RPTN,1
BS_4QFSH7C4,RUNDC3B,1
BS_4QFSH7C4,SLC1A3,1
BS_4QFSH7C4,SLC23A2,1
BS_4QFSH7C4,SLC46A1,1
BS_4QFSH7C4,SMAP2,1
BS_4QFSH7C4,SRP68,1
BS_4QFSH7C4,STAT1,1
BS_4QFSH7C4,TDRD7,1
BS_4QFSH7C4,TP53,1
BS_4QFSH7C4,TREH,1
BS_4QFSH7C4,TRIM54,1
BS_4QFSH7C4,TTC24,1
BS_4QFSH7C4,TTC41P,1
BS_4QFSH7C4,UBAP2L,1
BS_4QFSH7C4,UNC80,1
BS_4QFSH7C4,USP20,1
BS_4QFSH7C4,USP24,1
BS_4QFSH7C4,ZC2HC1B,1
BS_4QFSH7C4,ZNF608,1
BS_4QFSH7C4,ZNF618,1
BS_4QFSH7C4,ZNF667,1
BS_4QFSH7C4,ZNF804B,1
BS_4QFSH7C4,ZSWIM3,1
BS_4RS1SC48,ATRN,1
BS_4RS1SC48,C12orf45,1
BS_4RS1SC48,IGDCC3,1
BS_4RS1SC48,SLC44A5,1
BS_4T8J7JEP,AKT1,1
BS_4Z6F1HJZ,CFL2,1
BS_4Z6F1HJZ,FUT2,1
BS_4Z6F1HJZ,PRPF40B,1
BS_4Z6F1HJZ,ZNF564,1
BS_4ZKN0WGS,OR10G2,1
BS_50XV7CTQ,ZNF579,1
BS_53TV75NN,LRRC41,1
BS_53TV75NN,TRANK1,1
BS_53TV75NN,ZNF276,1
BS_55N7KFHW,CTSZ,1
BS_55N7KFHW,DMXL2,1
BS_55N7KFHW,LRRK1,1
BS_55N7KFHW,MCIDAS,1
BS_55N7KFHW,MOCS1,1
BS_55N7KFHW,NF2,1
BS_55N7KFHW,NLRP13,1
BS_55N7KFHW,PSD3,1
BS_55N7KFHW,PTBP1,1
BS_58X7SKJS,ATRX,1
BS_58X7SKJS,CACNA1C,1
BS_58X7SKJS,CATSPERE,1
BS_58X7SKJS,CELSR2,1
BS_58X7SKJS,COX4I1,1
BS_58X7SKJS,EPHA6,1
BS_58X7SKJS,FGF22,1
BS_58X7SKJS,IDH1,1
BS_58X7SKJS,JPH1,1
BS_58X7SKJS,KIF7,1
BS_58X7SKJS,MYO1F,1
BS_58X7SKJS,MYO9B,1
BS_58X7SKJS,PGBD2,1
BS_58X7SKJS,PROB1,1
BS_58X7SKJS,RNF139,1
BS_58X7SKJS,TP53,1
BS_59FR1NC2,FUT4,1
BS_59FR1NC2,MCM8,1
BS_59FR1NC2,SLFN13,1
BS_59FR1NC2,SLITRK6,1
BS_5BMNK8SY,ARHGAP21,1
BS_5BMNK8SY,ATF7IP,1
BS_5BMNK8SY,CNGA2,1
BS_5BMNK8SY,CRY1,1
BS_5BMNK8SY,CTCFL,1
BS_5BMNK8SY,DGKI,1
BS_5BMNK8SY,KLC1,1
BS_5BMNK8SY,MRPS18A,1
BS_5BMNK8SY,MYO7B,1
BS_5BMNK8SY,NES,1
BS_5BMNK8SY,PCDHGA11,1
BS_5BMNK8SY,PCLO,1
BS_5BMNK8SY,PUS1,1
BS_5BMNK8SY,RIF1,1
BS_5BMNK8SY,SLC25A53,1
BS_5BMNK8SY,SLC36A2,1
BS_5BMNK8SY,UNC13C,1
BS_5BNV7MCF,ATAD3C,1
BS_5D24XV4T,EVPL,1
BS_5D24XV4T,VAPB,1
BS_5D24XV4T,ZNF618,1
BS_5KFAEMQJ,EFCAB6,1
BS_5KFAEMQJ,GRIN1,1
BS_5KFAEMQJ,INPP4A,1
BS_5KFAEMQJ,PRAM1,1
BS_5KFAEMQJ,ZSWIM8,1
BS_5KK9P7XD,LDLRAD2,1
BS_5KK9P7XD,TTLL7,1
BS_5NAKYS1S,MT-ND5,1
BS_5R0HHQ1Y,ARID3C,1
BS_5R0HHQ1Y,BRAF,1
BS_5R0HHQ1Y,FAM213A,1
BS_5R0HHQ1Y,KLHL13,1
BS_5R0HHQ1Y,OR2C1,1
BS_5R0HHQ1Y,SEC61A2,1
BS_5RD8KEED,CLCN6,1
BS_5RD8KEED,HNRNPA2B1,1
BS_5RD8KEED,PABPN1,1
BS_5RD8KEED,RDH5,1
BS_5RD8KEED,ZNF483,1
BS_5V2FBYQG,RAB31,1
BS_5V2FBYQG,SYNJ1,1
BS_5V2XCW17,AGAP2,1
BS_5V2XCW17,IL1RAPL1,1
BS_5V2XCW17,MT-CO3,1
BS_5WK2KXYW,CHAT,1
BS_5WK2KXYW,DNASE1L1,1
BS_5WK2KXYW,GSTZ1,1
BS_5Y2Q63Y4,SCRT1,1
BS_5Z4XQC9X,ADGRV1,1
BS_5Z4XQC9X,ANLN,1
BS_5Z4XQC9X,BRAF,1
BS_5Z4XQC9X,CTRL,1
BS_5Z4XQC9X,EFCAB14,1
BS_5Z4XQC9X,GIGYF2,1
BS_5Z4XQC9X,GUCY1A1,1
BS_5Z4XQC9X,KIAA1217,1
BS_5Z4XQC9X,SACS,1
BS_5Z4XQC9X,TEFM,1
BS_5Z4XQC9X,ZC3H12C,1
BS_5ZRZC3ZM,TCF7L1,1
BS_5ZRZC3ZM,UBE3D,1
BS_62XRDTM6,ADIPOR1,1
BS_62XRDTM6,ASAH1,1
BS_69VS8PS1,ANKRD12,1
BS_69VS8PS1,CHFR,1
BS_69VS8PS1,CYC1,1
BS_69VS8PS1,GRM7,1
BS_69VS8PS1,KDM3B,1
BS_69VS8PS1,NDUFS7,1
BS_69VS8PS1,PLCB1,1
BS_6FV7BDE3,EPPK1,1
BS_6FYTRKJJ,CD163,1
BS_6FYTRKJJ,CIC,1
BS_6FYTRKJJ,CSGALNACT2,1
BS_6FYTRKJJ,CTDNEP1,1
BS_6FYTRKJJ,NARFL,1
BS_6FYTRKJJ,OR2M2,1
BS_6FYTRKJJ,SIK2,1
BS_6FYTRKJJ,ST3GAL2,1
BS_6GN1FGTB,ARHGEF38,1
BS_6GN1FGTB,NRXN1,1
BS_6GV08HTE,ATP10A,1
BS_6NPSZJ4C,TLN2,1
BS_6Q9PMNWY,NIPBL,1
BS_6Q9PMNWY,TTLL5,1
BS_6SA5B35V,CKB,1
BS_6SA5B35V,FAM133A,1
BS_6SA5B35V,ICA1,1
BS_6SA5B35V,RAB11FIP2,1
BS_6SA5B35V,TRAF3IP2,1
BS_6T87HSPX,CNTNAP1,1
BS_6T87HSPX,DIS3L2,1
BS_6T87HSPX,EPHX4,1
BS_6T87HSPX,HEXIM2,1
BS_6T87HSPX,ITIH5,1
BS_6T87HSPX,PCDHA8,1
BS_6T87HSPX,PRSS16,1
BS_6T87HSPX,SLCO6A1,1
BS_6TMPZKSZ,ARMC4,1
BS_6TMPZKSZ,CENPF,1
BS_6TMPZKSZ,CRAMP1,1
BS_6TMPZKSZ,IFNG,1
BS_6TMPZKSZ,IPO9,1
BS_6TMPZKSZ,NDST3,1
BS_6TMPZKSZ,PASD1,1
BS_6TMPZKSZ,SLC9A3R2,1
BS_6X3Z0AVR,TDRD3,1
BS_6XHDR1WS,SUCLA2,1
BS_6XHDR1WS,VCP,1
BS_6XP91JM2,FBXW8,1
BS_6XP91JM2,LAMA2,1
BS_6Y7FX7QJ,MAP2K1,1
BS_6Z4WHYDG,CCDC112,1
BS_6Z4WHYDG,HNRNPC,1
BS_6Z4WHYDG,MYOCD,1
BS_6Z4WHYDG,OS9,1
BS_6ZP2KRPW,NCLN,1
BS_6ZP2KRPW,NR5A1,1
BS_70FKSKM9,DRD2,1
BS_71HPXFE7,AVIL,1
BS_71HPXFE7,LEMD3,1
BS_742CDKAS,ACACB,1
BS_742CDKAS,ACRBP,1
BS_742CDKAS,ARHGEF4,1
BS_742CDKAS,ARSK,2
BS_742CDKAS,C1orf53,1
BS_742CDKAS,CACNA1D,2
BS_742CDKAS,CASP10,1
BS_742CDKAS,CBFA2T3,1
BS_742CDKAS,CDH12,1
BS_742CDKAS,CEP131,1
BS_742CDKAS,CHD7,2
BS_742CDKAS,CLTCL1,1
BS_742CDKAS,DIAPH2,1
BS_742CDKAS,FANCM,1
BS_742CDKAS,FCRL1,1
BS_742CDKAS,FREM1,1
BS_742CDKAS,GREB1L,1
BS_742CDKAS,GSK3A,1
BS_742CDKAS,IGSF10,1
BS_742CDKAS,JADE3,1
BS_742CDKAS,KCNC3,1
BS_742CDKAS,KCNH7,1
BS_742CDKAS,KMT5B,1
BS_742CDKAS,MAGEA11,1
BS_742CDKAS,MAGEA12,1
BS_742CDKAS,MB,1
BS_742CDKAS,MINDY2,1
BS_742CDKAS,MYOF,1
BS_742CDKAS,OPN1SW,1
BS_742CDKAS,OR2A25,1
BS_742CDKAS,PALM2-AKAP2,1
BS_742CDKAS,PCDHB1,1
BS_742CDKAS,PDGFRA,1
BS_742CDKAS,PGGHG,1
BS_742CDKAS,PGM3,1
BS_742CDKAS,PHF21A,1
BS_742CDKAS,PHLDA1,1
BS_742CDKAS,PLCB1,1
BS_742CDKAS,PPARA,1
BS_742CDKAS,RALGAPA1,1
BS_742CDKAS,RBMXL3,1
BS_742CDKAS,RERE,1
BS_742CDKAS,RFX5,1
BS_742CDKAS,SCEL,1
BS_742CDKAS,SCRT1,1
BS_742CDKAS,SEH1L,1
BS_742CDKAS,SEMA3D,1
BS_742CDKAS,SLC12A9,1
BS_742CDKAS,SLC25A37,1
BS_742CDKAS,SLC34A1,1
BS_742CDKAS,SLC7A14,1
BS_742CDKAS,SLC9C1,1
BS_742CDKAS,TCEA2,1
BS_742CDKAS,TNFSF14,1
BS_742CDKAS,TRPM6,1
BS_742CDKAS,TTC3,1
BS_742CDKAS,WDR7,1
BS_742CDKAS,ZNF117,1
BS_74A1TB03,ACAN,1
BS_74A1TB03,ADAMTS12,1
BS_74A1TB03,AGAP2,1
BS_74A1TB03,CDS1,1
BS_74A1TB03,PCDHB12,1
BS_74A1TB03,SDE2,1
BS_78TQS4Y3,RBM15B,1
BS_797V83YM,BRAF,1
BS_79NQJZ09,ANKRD34C,1
BS_79NQJZ09,ARHGAP6,1
BS_79NQJZ09,BMP10,1
BS_79NQJZ09,CACNA1A,1
BS_79NQJZ09,CCDC180,1
BS_79NQJZ09,CLCA2,1
BS_79NQJZ09,COL4A2,1
BS_79NQJZ09,CRNKL1,1
BS_79NQJZ09,DNAH6,1
BS_79NQJZ09,EXO1,1
BS_79NQJZ09,HAO2,1
BS_79NQJZ09,HIVEP2,1
BS_79NQJZ09,MYL10,1
BS_79NQJZ09,NF1,1
BS_79NQJZ09,NMT2,1
BS_79NQJZ09,PELP1,1
BS_79NQJZ09,POC1A,1
BS_79NQJZ09,POM121L2,1
BS_79NQJZ09,PTEN,1
BS_79NQJZ09,RERE,1
BS_79NQJZ09,SETD2,1
BS_79NQJZ09,TENM2,1
BS_79NQJZ09,TP53,1
BS_7BNQBB26,EIF4G3,1
BS_7F07M7JG,CPT1A,1
BS_7F07M7JG,FAM208B,1
BS_7F07M7JG,GSE1,1
BS_7F07M7JG,SUMF2,1
BS_7GKF6M85,AGPAT3,1
BS_7GKF6M85,EMD,1
BS_7GKF6M85,H3F3A,1
BS_7GKF6M85,LARS2,1
BS_7GKF6M85,MUC5AC,1
BS_7GKF6M85,OR1I1,1
BS_7GKF6M85,PEX1,1
BS_7GKF6M85,PRF1,1
BS_7GKF6M85,RINT1,1
BS_7GKF6M85,SFMBT2,1
BS_7GKF6M85,SLC4A1,2
BS_7GKF6M85,TP53,1
BS_7GKF6M85,TRIM55,1
BS_7GKF6M85,UNC45B,1
BS_7GKF6M85,USP42,1
BS_7HC4W4SA,AP5M1,1
BS_7HC4W4SA,DCC,1
BS_7HC4W4SA,IBTK,1
BS_7HC4W4SA,IDH1,1
BS_7HC4W4SA,MFSD8,1
BS_7HC4W4SA,NOTCH1,1
BS_7HC4W4SA,TP53,1
BS_7HC4W4SA,USP43,1
BS_7M6F9GQD,MCM10,1
BS_7PF3C1P7,AKNA,1
BS_7PF3C1P7,ANKRD30A,1
BS_7PF3C1P7,H3F3A,1
BS_7PF3C1P7,PCDHA1,1
BS_7PF3C1P7,SOX10,1
BS_7PF3C1P7,TP53,2
BS_7PKPNFFK,ABCA4,1
BS_7PKPNFFK,ABCC12,1
BS_7PKPNFFK,ADAM15,1
BS_7PKPNFFK,ANKS6,1
BS_7PKPNFFK,ARHGAP21,1
BS_7PKPNFFK,BRD7,1
BS_7PKPNFFK,C1orf127,1
BS_7PKPNFFK,CACNA1E,1
BS_7PKPNFFK,CAMSAP3,1
BS_7PKPNFFK,CCDC141,1
BS_7PKPNFFK,CCDC57,1
BS_7PKPNFFK,CCNB1,1
BS_7PKPNFFK,CFAP43,1
BS_7PKPNFFK,CHKA,1
BS_7PKPNFFK,CRCP,1
BS_7PKPNFFK,CYP2W1,1
BS_7PKPNFFK,DGAT1,1
BS_7PKPNFFK,DGLUCY,1
BS_7PKPNFFK,DOCK10,1
BS_7PKPNFFK,DOCK8,1
BS_7PKPNFFK,FAM47C,1
BS_7PKPNFFK,GPR26,2
BS_7PKPNFFK,GPRC6A,1
BS_7PKPNFFK,GRIN2B,1
BS_7PKPNFFK,HAUS3,1
BS_7PKPNFFK,HIST1H2AG,1
BS_7PKPNFFK,HSPA4L,1
BS_7PKPNFFK,LEMD3,1
BS_7PKPNFFK,LILRA4,1
BS_7PKPNFFK,NQO1,1
BS_7PKPNFFK,OPN1SW,1
BS_7PKPNFFK,OSBPL1A,1
BS_7PKPNFFK,PDE1B,1
BS_7PKPNFFK,PDK4,1
BS_7PKPNFFK,PDPN,1
BS_7PKPNFFK,POLR2C,1
BS_7PKPNFFK,PRDM16,1
BS_7PKPNFFK,PRMT2,1
BS_7PKPNFFK,PRR30,1
BS_7PKPNFFK,PTEN,2
BS_7PKPNFFK,RELL2,1
BS_7PKPNFFK,RTL1,1
BS_7PKPNFFK,SETD2,1
BS_7PKPNFFK,SLC4A5,1
BS_7PKPNFFK,SLC7A3,1
BS_7PKPNFFK,SLC7A9,1
BS_7PKPNFFK,SMARCA4,1
BS_7PKPNFFK,STON2,1
BS_7PKPNFFK,STX17,1
BS_7PKPNFFK,TAF6,1
BS_7PKPNFFK,TGFB3,1
BS_7PKPNFFK,URAD,1
BS_7PKPNFFK,XDH,1
BS_7PKPNFFK,ZMYND8,1
BS_7PKPNFFK,ZNF606,1
BS_80078QDG,ADGRG6,1
BS_80078QDG,ADGRL3,1
BS_80078QDG,ASMT,1
BS_80078QDG,B4GALNT2,1
BS_80078QDG,BGN,1
BS_80078QDG,CCDC141,1
BS_80078QDG,CDS1,1
BS_80078QDG,CFAP221,1
BS_80078QDG,CNNM1,1
BS_80078QDG,DNAJB8,2
BS_80078QDG,EPPK1,1
BS_80078QDG,FAAP100,1
BS_80078QDG,FAM83B,1
BS_80078QDG,FCAMR,1
BS_80078QDG,FGG,1
BS_80078QDG,FHL2,1
BS_80078QDG,FSIP2,1
BS_80078QDG,IGFBP4,1
BS_80078QDG,IL10RB,1
BS_80078QDG,IL17REL,1
BS_80078QDG,ITIH1,1
BS_80078QDG,KCNB1,1
BS_80078QDG,KLHL26,1
BS_80078QDG,LRIG3,1
BS_80078QDG,MAGEL2,1
BS_80078QDG,MBTPS2,1
BS_80078QDG,MINDY2,1
BS_80078QDG,NAB1,1
BS_80078QDG,OR2M7,1
BS_80078QDG,OXNAD1,1
BS_80078QDG,PIGO,1
BS_80078QDG,PLPP7,1
BS_80078QDG,POU5F2,1
BS_80078QDG,PPP1R2C,1
BS_80078QDG,PRPF3,1
BS_80078QDG,RBM41,1
BS_80078QDG,REPS2,1
BS_80078QDG,RNF123,1
BS_80078QDG,SAG,1
BS_80078QDG,SCAF8,1
BS_80078QDG,SIT1,1
BS_80078QDG,SLC26A8,1
BS_80078QDG,SORBS2,1
BS_80078QDG,TIGD4,1
BS_80078QDG,TLR4,1
BS_80078QDG,TOP3B,1
BS_80078QDG,TRPM3,1
BS_80078QDG,TTC6,1
BS_80X7AVCP,NLRP3,1
BS_80X7AVCP,RP1L1,1
BS_80X7AVCP,SNAI3,2
BS_8226HD4X,FGFR1,1
BS_823V5X6Z,CLCN5,1
BS_823V5X6Z,CLMN,1
BS_823V5X6Z,DAAM1,1
BS_823V5X6Z,H3F3A,1
BS_823V5X6Z,HELZ2,1
BS_823V5X6Z,PDGFRA,1
BS_823V5X6Z,SLC16A3,1
BS_823V5X6Z,TP53,1
BS_823V5X6Z,TYK2,1
BS_83MSWR59,C15orf62,1
BS_83MSWR59,ICE2,1
BS_83MSWR59,LRP10,1
BS_83MSWR59,SLC35A1,2
BS_83MSWR59,SMARCA5,1
BS_83MSWR59,TP73,1
BS_84AQCZE4,MYH1,1
BS_84AQCZE4,TOGARAM2,1
BS_859AV1DB,DSC1,1
BS_859AV1DB,IL6,1
BS_85Q5P8GF,AADACL3,1
BS_85Q5P8GF,ABHD15,1
BS_85Q5P8GF,ACAD11,1
BS_85Q5P8GF,ACOT11,1
BS_85Q5P8GF,ACOT9,1
BS_85Q5P8GF,ADAMTS12,1
BS_85Q5P8GF,ADAMTSL2,1
BS_85Q5P8GF,ADGRA3,1
BS_85Q5P8GF,AGO3,1
BS_85Q5P8GF,AKAP9,1
BS_85Q5P8GF,ALDH3B2,1
BS_85Q5P8GF,AMOT,1
BS_85Q5P8GF,ANK2,1
BS_85Q5P8GF,ANKS4B,1
BS_85Q5P8GF,ANO8,1
BS_85Q5P8GF,ARHGEF2,1
BS_85Q5P8GF,ATM,1
BS_85Q5P8GF,ATP7B,1
BS_85Q5P8GF,ATRX,1
BS_85Q5P8GF,BCOR,1
BS_85Q5P8GF,C11orf80,1
BS_85Q5P8GF,C18orf32,1
BS_85Q5P8GF,C19orf54,1
BS_85Q5P8GF,C6orf89,1
BS_85Q5P8GF,CAMSAP1,1
BS_85Q5P8GF,CARMIL3,1
BS_85Q5P8GF,CCDC177,1
BS_85Q5P8GF,CCDC3,1
BS_85Q5P8GF,CD101,1
BS_85Q5P8GF,CELSR1,1
BS_85Q5P8GF,CFAP65,1
BS_85Q5P8GF,CHD9,1
BS_85Q5P8GF,CLASP1,1
BS_85Q5P8GF,CLEC20A,1
BS_85Q5P8GF,CMSS1,1
BS_85Q5P8GF,COL1A1,1
BS_85Q5P8GF,CUX2,2
BS_85Q5P8GF,CYR61,1
BS_85Q5P8GF,DOCK6,1
BS_85Q5P8GF,EFNB1,1
BS_85Q5P8GF,EIF3B,1
BS_85Q5P8GF,ELAVL2,1
BS_85Q5P8GF,ETV1,1
BS_85Q5P8GF,ETV7,1
BS_85Q5P8GF,EXD1,1
BS_85Q5P8GF,FAM149A,1
BS_85Q5P8GF,FAM204A,1
BS_85Q5P8GF,FBXL16,1
BS_85Q5P8GF,FLCN,1
BS_85Q5P8GF,GAL3ST3,1
BS_85Q5P8GF,GAREM2,1
BS_85Q5P8GF,GDF5,1
BS_85Q5P8GF,GIT1,1
BS_85Q5P8GF,GLG1,1
BS_85Q5P8GF,GLI1,1
BS_85Q5P8GF,H3F3A,1
BS_85Q5P8GF,HARS2,1
BS_85Q5P8GF,HSF5,1
BS_85Q5P8GF,HTR1A,1
BS_85Q5P8GF,IGSF10,1
BS_85Q5P8GF,IGSF9B,1
BS_85Q5P8GF,INTS13,1
BS_85Q5P8GF,INVS,1
BS_85Q5P8GF,ITPR2,1
BS_85Q5P8GF,KBTBD8,1
BS_85Q5P8GF,KCNG1,1
BS_85Q5P8GF,KCNV2,1
BS_85Q5P8GF,KIAA1586,1
BS_85Q5P8GF,KMT5C,1
BS_85Q5P8GF,LDLR,1
BS_85Q5P8GF,LRP1,1
BS_85Q5P8GF,LRRC23,1
BS_85Q5P8GF,MAD1L1,1
BS_85Q5P8GF,MAP2,1
BS_85Q5P8GF,MAP3K15,1
BS_85Q5P8GF,MAPKAP1,1
BS_85Q5P8GF,MED26,1
BS_85Q5P8GF,MGA,1
BS_85Q5P8GF,MIA2,1
BS_85Q5P8GF,MSH6,1
BS_85Q5P8GF,MTSS1,1
BS_85Q5P8GF,NF1,2
BS_85Q5P8GF,NOS3,1
BS_85Q5P8GF,NUGGC,1
BS_85Q5P8GF,NXPE2,1
BS_85Q5P8GF,OR10P1,1
BS_85Q5P8GF,OR5K3,1
BS_85Q5P8GF,PCSK6,1
BS_85Q5P8GF,PDCD6IP,1
BS_85Q5P8GF,PDE10A,1
BS_85Q5P8GF,PDE6C,1
BS_85Q5P8GF,PDPR,1
BS_85Q5P8GF,PKD1L1,1
BS_85Q5P8GF,PLCD3,1
BS_85Q5P8GF,PLCE1,1
BS_85Q5P8GF,PPM1D,1
BS_85Q5P8GF,PPP6R2,1
BS_85Q5P8GF,PRAMEF12,1
BS_85Q5P8GF,PRKAA2,1
BS_85Q5P8GF,PRSS16,1
BS_85Q5P8GF,PTN,1
BS_85Q5P8GF,PTPRB,1
BS_85Q5P8GF,RAB3IL1,1
BS_85Q5P8GF,RAPGEF1,1
BS_85Q5P8GF,RELB,1
BS_85Q5P8GF,ROPN1L,1
BS_85Q5P8GF,RPS10-NUDT3,1
BS_85Q5P8GF,SCN5A,1
BS_85Q5P8GF,SGO2,1
BS_85Q5P8GF,SHANK1,1
BS_85Q5P8GF,SLC22A15,1
BS_85Q5P8GF,SLC25A15,1
BS_85Q5P8GF,SLC27A1,1
BS_85Q5P8GF,SLC6A16,1
BS_85Q5P8GF,SNX25,2
BS_85Q5P8GF,SPEF2,1
BS_85Q5P8GF,SSUH2,1
BS_85Q5P8GF,TBL1X,1
BS_85Q5P8GF,TCF4,1
BS_85Q5P8GF,TCP11L2,1
BS_85Q5P8GF,TEAD2,1
BS_85Q5P8GF,THRAP3,1
BS_85Q5P8GF,TLE2,1
BS_85Q5P8GF,TNC,1
BS_85Q5P8GF,TNFRSF25,1
BS_85Q5P8GF,TNPO1,1
BS_85Q5P8GF,TPR,1
BS_85Q5P8GF,TRIM56,1
BS_85Q5P8GF,TRPM6,1
BS_85Q5P8GF,TTC27,1
BS_85Q5P8GF,TTLL12,1
BS_85Q5P8GF,UNC5B,1
BS_85Q5P8GF,VPS13B,1
BS_85Q5P8GF,WARS2,1
BS_85Q5P8GF,WBP1L,1
BS_85Q5P8GF,WDPCP,1
BS_85Q5P8GF,WIPF1,1
BS_85Q5P8GF,WRN,1
BS_85Q5P8GF,XDH,1
BS_85Q5P8GF,ZMYM1,1
BS_85Q5P8GF,ZNF248,1
BS_85Q5P8GF,ZNF385C,1
BS_85Q5P8GF,ZNF407,1
BS_85Q5P8GF,ZNF446,1
BS_85Q5P8GF,ZNF451,1
BS_85Q5P8GF,ZNF567,1
BS_85Q5P8GF,ZNF746,1
BS_85Q5P8GF,ZNF808,1
BS_85Y70BHE,ACSL1,1
BS_85Y70BHE,CARS2,1
BS_85Y70BHE,ERG28,1
BS_872Q3FK2,ABCA7,1
BS_872Q3FK2,ACAD11,1
BS_872Q3FK2,ADGRF2,1
BS_872Q3FK2,ARL14EPL,1
BS_872Q3FK2,ARMC5,1
BS_872Q3FK2,ATRX,1
BS_872Q3FK2,BCL9L,1
BS_872Q3FK2,CABS1,1
BS_872Q3FK2,CD163,1
BS_872Q3FK2,CFAP44,1
BS_872Q3FK2,CLCA1,1
BS_872Q3FK2,CPT1A,1
BS_872Q3FK2,CTSH,1
BS_872Q3FK2,DDX27,1
BS_872Q3FK2,DENND4B,1
BS_872Q3FK2,DGKG,1
BS_872Q3FK2,DIAPH2,1
BS_872Q3FK2,DMD,1
BS_872Q3FK2,DNAH12,2
BS_872Q3FK2,ERGIC2,1
BS_872Q3FK2,F8,1
BS_872Q3FK2,GCNA,1
BS_872Q3FK2,GDPD4,1
BS_872Q3FK2,GPR119,1
BS_872Q3FK2,H3F3A,1
BS_872Q3FK2,HEXIM1,1
BS_872Q3FK2,HSH2D,1
BS_872Q3FK2,HTR1A,1
BS_872Q3FK2,IL1RAPL1,1
BS_872Q3FK2,INTS10,1
BS_872Q3FK2,IQUB,1
BS_872Q3FK2,KCNU1,1
BS_872Q3FK2,LPCAT3,1
BS_872Q3FK2,LRRIQ4,1
BS_872Q3FK2,MCM5,1
BS_872Q3FK2,MED12L,1
BS_872Q3FK2,MEGF10,1
BS_872Q3FK2,MYL3,1
BS_872Q3FK2,NF1,2
BS_872Q3FK2,NUP205,1
BS_872Q3FK2,OR2L13,1
BS_872Q3FK2,PHF3,1
BS_872Q3FK2,PIP5KL1,1
BS_872Q3FK2,PPIL2,1
BS_872Q3FK2,PPM1D,1
BS_872Q3FK2,RALGPS2,1
BS_872Q3FK2,RIMKLB,1
BS_872Q3FK2,RREB1,1
BS_872Q3FK2,SAMD9L,1
BS_872Q3FK2,SIPA1L2,1
BS_872Q3FK2,SIRT4,1
BS_872Q3FK2,SLC26A3,1
BS_872Q3FK2,SOX2,1
BS_872Q3FK2,SSX7,1
BS_872Q3FK2,ST6GALNAC6,1
BS_872Q3FK2,STIL,1
BS_872Q3FK2,SVEP1,1
BS_872Q3FK2,TAOK2,1
BS_872Q3FK2,TDRD9,1
BS_872Q3FK2,UBN1,1
BS_872Q3FK2,UHRF2,1
BS_872Q3FK2,USO1,1
BS_872Q3FK2,USP54,1
BS_872Q3FK2,WIPF1,1
BS_872Q3FK2,ZCCHC14,1
BS_872Q3FK2,ZNF20,1
BS_89RCN9PF,KRAS,1
BS_8B1YF57H,BRAF,1
BS_8B1YF57H,CAPN14,1
BS_8BD8WD38,ALPK1,1
BS_8BD8WD38,BRINP2,1
BS_8BD8WD38,EIF2B5,1
BS_8BD8WD38,UST,1
BS_8BS10XE2,CLCN4,1
BS_8D52JK1Q,CDH7,1
BS_8D52JK1Q,CDKL4,1
BS_8D52JK1Q,DENND4B,1
BS_8D52JK1Q,KCNQ4,1
BS_8D52JK1Q,KIF21A,1
BS_8D52JK1Q,LRRC3C,1
BS_8D52JK1Q,NRAS,1
BS_8D52JK1Q,PHF10,1
BS_8D52JK1Q,PPP1R9A,1
BS_8D52JK1Q,PPP4R2,1
BS_8D52JK1Q,RBBP9,2
BS_8D52JK1Q,RGS6,1
BS_8D52JK1Q,SEMA6C,1
BS_8EB1S8MK,A2ML1,1
BS_8EB1S8MK,PROB1,1
BS_8FSJDG2T,ACVR1,1
BS_8FSJDG2T,AFF2,1
BS_8FSJDG2T,AKAP4,1
BS_8FSJDG2T,CILP2,1
BS_8FSJDG2T,FKBP1A,1
BS_8FSJDG2T,FLII,1
BS_8FSJDG2T,FTMT,1
BS_8FSJDG2T,GPR50,1
BS_8FSJDG2T,MAPK8,1
BS_8FSJDG2T,MTA3,1
BS_8FSJDG2T,PCDHGA8,1
BS_8FSJDG2T,PIK3R1,1
BS_8FSJDG2T,SP100,1
BS_8FSJDG2T,SSX5,1
BS_8FSJDG2T,TERT,1
BS_8FSJDG2T,TET1,1
BS_8FSJDG2T,TP53,1
BS_8FSJDG2T,ZAN,1
BS_8H2XX24V,CAMSAP3,1
BS_8H2XX24V,IGSF10,1
BS_8H2XX24V,LILRB1,1
BS_8H2XX24V,MYH4,1
