gene1	gene2	mut11	mut10	mut01	mut00	odds_ratio	cooccur_sign	p	q	cooccur_score
NF2	MYH4	2	5	0	12	Inf	1	0.1228070175438596	0.1228070175438596	0.9107768156582348
