gene1	gene2	mut11	mut10	mut01	mut00	odds_ratio	cooccur_sign	p	q	cooccur_score
H3F3A	TP53	9	6	5	0	0	-1	0.2604489164086688	0.3906733746130032	-0.5842774450990695
H3F3A	HLA-B	3	12	2	3	0.375	-1	0.5597910216718267	0.5597910216718267	-0.2519740713390447
TP53	HLA-B	2	12	3	3	0.16666666666666666	-1	0.13132094943240452	0.3906733746130032	-0.881665986041969
