Kids_First_Biospecimen_ID,gene,FPKM,NormEXTENDScores,tertp
BS_014EVM2D,TERT,0,0.300738862094836,TERTp mutation not observed
BS_02NZT8CE,TERT,0,0.374799296356428,TERTp mutation not observed
BS_03FT4S8B,TERT,0.04264433740849372,0.576885359499634,TERTp mutation not observed
BS_0448A413,TERT,0.7484612330040357,0.757232876171934,TERTp mutation not observed
BS_044XZ8ST,TERT,0,0.307200573277271,TERTp mutation not observed
BS_052PZFMK,TERT,0.014355292977070055,0.196574062165857,TERTp mutation not observed
BS_063ERW0R,TERT,0.056583528366367514,0.353773579987777,TERTp mutation not observed
BS_06AMMCXR,TERT,0,0.342078710847708,TERTp mutation not observed
BS_06XH7EVF,TERT,0,0.323118451862774,TERTp mutation not observed
BS_07ANYSYQ,TERT,0.37851162325372983,0.351073057886031,TERTp mutation not observed
BS_09R7GDA7,TERT,0.014355292977070055,0.3222399781947,TERTp mutation not observed
BS_09Z7TC35,TERT,1.9708536543404835,0.772393278070431,TERTp mutation not observed
BS_0BXY0F9N,TERT,0,0.142625480458782,TERTp mutation not observed
BS_0C7VZC0A,TERT,0,0.36707426386722,TERTp mutation not observed
BS_0GDJQANN,TERT,0.07038932789139801,0.32661846360039,TERTp mutation not observed
BS_0HW7W7SD,TERT,0.6959938131099002,0.76741975387556,TERTp mutation not observed
BS_0J9SHHSC,TERT,0,0.340502102243937,TERTp mutation not observed
BS_0QYS36NR,TERT,0.014355292977070055,0.296453237019026,TERTp mutation not observed
BS_0RF0EZTV,TERT,0,0.338186323074851,TERTp mutation not observed
BS_0RQ4P069,TERT,0,0.414472049505472,TERTp mutation not observed
BS_0SCXXM6N,TERT,0,0.306164466232742,TERTp mutation not observed
BS_0SPCTBZY,TERT,0.11103131238874395,0.586346523450012,TERTp mutation not observed
BS_0T17SY47,TERT,0.11103131238874395,0.442611445914109,TERTp mutation not observed
BS_0VRSD9V3,TERT,0.014355292977070055,0.553785464182943,TERTp mutation not observed
BS_0WQJP6ZG,TERT,0.8155754288625725,0.477586446188951,TERTp mutation not observed
BS_0WVJYM9R,TERT,0,0.353161601427436,TERTp mutation not observed
BS_0X9EGHY2,TERT,0,0.203224430480328,TERTp mutation not observed
BS_0XEG6SNV,TERT,0.09761079662642234,0.194771489796749,TERTp mutation not observed
BS_0Y66ZBWE,TERT,0,0.43161520106666,TERTp mutation not observed
BS_1021ZGQT,TERT,0.13750352374993502,0.777133468622832,TERTp mutation not observed
BS_10APZRVT,TERT,0,0.469977378236224,TERTp mutation not observed
BS_11WY983P,TERT,0.5558161550616396,0.477255955298977,TERTp mutation not observed
BS_13CGKADW,TERT,0,0.322929298406079,TERTp mutation not observed
BS_15ETQ0E4,TERT,1.6088092426755238,0.667674650021471,TERTp mutation not observed
BS_1607397Q,TERT,5.95303237725324,0.967099942069789,TERTp mutation not observed
BS_17WYVEEC,TERT,0,0.247874558647094,TERTp mutation not observed
BS_196BBNEJ,TERT,0.02856915219677092,0.306065519034339,TERTp mutation not observed
BS_1A6MQ9ZA,TERT,0,0.430009760096226,TERTp mutation not observed
BS_1AYRM596,TERT,0.2630344058337938,0.773767574199974,TERTp mutation not observed
BS_1BWP5MCT,TERT,4.740387932468353,0.726757793496675,TERTp mutation not observed
BS_1D6PZNKN,TERT,0.5753123306874368,0.757647922195779,TERTp mutation not observed
BS_1EBQ3T20,TERT,0.4436066514756146,0.771731681526181,TERTp mutation not observed
BS_1EN5V3XW,TERT,0,0.44379977109777,TERTp mutation not observed
BS_1G3WYEN3,TERT,0.02856915219677092,0.315354035148912,TERTp mutation not observed
BS_1HFK0SXV,TERT,0.04264433740849372,0.51890466809543,TERTp mutation not observed
BS_1HQ76V6D,TERT,0,0.503895423144941,TERTp mutation not observed
BS_1J2WQ08M,TERT,0.632268215499513,0.56755675534955,TERTp mutation not observed
BS_1JDG6JV5,TERT,0.014355292977070055,0.42894780446649,TERTp mutation not observed
BS_1KYGSMA7,TERT,0.02856915219677092,0.364915160860317,TERTp mutation not observed
BS_1N9XZXGE,TERT,0.9708536543404835,0.767250548191217,TERTp mutation not observed
