Kids_First_Biospecimen_ID,tp53_expression,tp53_altered,altered_counts
BS_479S95Q6,3.050220458838061,other,866
BS_47SJZ3PH,2.6195832197798796,other,866
BS_49852ZBH,2.806386101823072,other,866
BS_49BQS7Z6,2.702702594775615,other,866
BS_49F4RAA4,2.6858045921548905,other,866
BS_49FQXT2E,1.7439688053917064,lost,100
BS_49VCQD19,2.9575110607337933,other,866
BS_4A45GGSW,2.7376090033437546,other,866
BS_4B0BAVTX,3.6566144935266607,lost,100
BS_4BWB0FA0,3.1531632815028194,other,866
BS_4C4MZ4NT,3.4815477343158143,other,866
BS_4CP4T22V,2.329227023940467,lost,100
BS_4D9DD103,4.223030903183424,activated,11
BS_4E1G7E3G,3.933980172780188,other,866
BS_4EN8D8Y4,2.7350166493320245,other,866
BS_4FZS7TX4,3.2495989975110415,other,866
BS_4GTESTSE,2.0399207835175526,other,866
BS_4HQ3T2NC,2.3204250111223765,other,866
BS_4JWBB28H,3.578506396632566,other,866
BS_4NF35AF6,3.205993199037187,other,866
BS_4NWHYH53,2.5862591440482876,other,866
BS_4PH1MBGR,2.4336133554004498,lost,100
BS_4QW2S1Q8,2.151762203259462,lost,100
BS_4SCWT0FX,3.9716117968398037,other,866
BS_4T0HPZDC,3.210440346047099,other,866
BS_4W1DBAN4,1.9344157696295783,other,866
BS_4W68NV3M,3.038791763014438,other,866
BS_4Y6BCYK5,2.866192902199006,other,866
BS_4Z2F4P9N,3.4091655513113324,other,866
BS_51RA1PGE,3.5956670723917576,lost,100
BS_52426AMF,2.803360380906535,other,866
BS_52C576HH,4.2296036282257905,other,866
BS_52DAPP1Y,2.7356653681351832,other,866
BS_52MPKTJH,2.038619547159581,other,866
BS_53CTGDQG,3.4522073025699003,other,866
BS_53GQKVEX,3.426865128410733,other,866
BS_53M8PP88,3.9583339082913964,other,866
BS_55JW3HFM,2.8814431271518632,other,866
BS_55P8HPYD,2.4150205223238337,other,866
BS_593HEWBF,2.771963526845863,other,866
BS_5965SFPZ,3.015044584586364,other,866
BS_59ZJWJTF,3.7921127087555884,other,866
BS_5AF6ZNJF,3.2865344733420154,other,866
BS_5CMGN56B,2.6181254935742233,other,866
BS_5CTVXVRX,3.606312730456974,other,866
BS_5GNQC2FF,2.810606789427302,other,866
BS_5JM573JC,2.8616292890305104,other,866
BS_5K3R0F5D,2.0844290831908747,other,866
BS_5NWDARXG,2.739548868161581,other,866
BS_5P1TN10Z,4.265211880082047,lost,100
BS_5P3CZQV8,2.6864860231863696,other,866
BS_5PEFNDCY,1.890095369948917,other,866
BS_5PJCHF6V,2.166765369851511,lost,100
BS_5PV5N4HQ,2.6851226964585053,other,866
BS_5VQP0E6K,3.77597416096487,other,866
BS_5YJEPPTP,2.990719731730447,other,866
BS_60K3EQ9S,2.1815467646169897,other,866
BS_61E80SD6,2.0592388343623163,other,866
BS_64HCD9K3,0.32930374714260047,other,866
BS_66ABA973,2.1552445050953364,other,866
BS_66HQ3E4Z,2.5687881337687024,other,866
BS_67PX06P3,3.1350593387750902,other,866
BS_67Z63A2K,2.6100697927420065,other,866
BS_680K119G,3.056827372913802,other,866
BS_68BW2163,2.017566137961748,other,866
BS_699TN5RN,3.1921210875593813,other,866
BS_69V8P8A0,2.8786365016777435,other,866
BS_6DCSD5Y6,2.935982269148217,other,866
BS_6G6C7VPX,3.5765502691400166,other,866
BS_6H1C1ME9,3.202746442938317,other,866
BS_6HTK4YJP,2.995232148512309,other,866
BS_6JHXXVR7,3.018960399673198,other,866
BS_6MY8W3H0,1.62924053973028,other,866
BS_6MZ7FRZH,3.391147045808654,other,866
BS_6N3AFF66,2.200552367428894,other,866
BS_6NRTJSYK,3.2623183827110376,other,866
BS_6NTXGQAC,2.598979106047848,other,866
BS_6P50QTPP,2.872999508171694,other,866
BS_6R7SFVV2,2.6071242825122494,other,866
BS_6T4JGBGY,1.2809338454620642,other,866
BS_6VF6VPCG,3.435920817720541,other,866
BS_6VPKXXMR,3.2782761681496484,other,866
BS_6WP1FHTE,2.1258479144939915,lost,100
BS_6YMJ621P,3.133753571451366,other,866
BS_70FFPA51,3.1994891110680106,other,866
BS_7327SDAQ,3.657646751682838,lost,100
BS_742RHK1M,3.3336320621663895,other,866
BS_74FS6GMW,4.0526541351678915,other,866
BS_74G5K7JF,2.916689066213538,other,866
BS_769BDPDB,2.8656235882069705,other,866
BS_77317DY4,3.6856241613932634,other,866
BS_775HDFNY,3.0459499897146083,other,866
BS_77CDMEY4,3.5686872687855304,other,866
BS_78QX3XDF,2.847812143477369,other,866
BS_7B89YR6K,2.316487998163037,other,866
BS_7BTZQKYY,1.891604804197771,other,866
BS_7BW0YRPY,3.6320445173613978,other,866
BS_7C40TRCY,2.9311937524164198,other,866
BS_7FWZ518S,2.631888840136646,other,866
BS_7G42J2SK,2.9381031607173544,other,866
BS_7GJT4A6A,3.052112606990099,other,866
BS_7H4RFCW9,3.3548043420924447,other,866
BS_7N0B2CY1,1.673351238177753,other,866
BS_7P83Z28P,2.3532782073095637,other,866
BS_7S6GNG04,3.188416617383492,other,866
BS_7T1J3KET,3.365915567517516,other,866
BS_7WNSZNE3,3.4660483539817717,other,866
BS_7XQRH69M,3.2924979647388146,other,866
BS_7XRN3CFX,3.2950958507796098,other,866
BS_7Z93ZYMS,2.6727683869575705,other,866
BS_7ZV3DPGT,3.224857896545748,other,866
BS_81SP2HX4,1.9530276168241774,lost,100
BS_84XCR9GG,3.4572626055951043,other,866
BS_850BAHH9,3.571783682237689,other,866
BS_86Q14TZG,3.7125959807312525,other,866
BS_893A91ZM,3.377246160839642,other,866
BS_8D0NYM46,3.5984075509498608,other,866
BS_8F9BDWY4,2.546315277916644,other,866
BS_8GW1TMV2,3.5989547465859495,other,866
BS_8J09S6MZ,2.7498317351171653,other,866
BS_8J3B6ZB6,2.783157673589016,other,866
BS_8MA5B8Y9,3.0243197304059035,other,866
BS_8NY9J9NQ,3.6267380575760866,other,866
BS_8PNA0V6R,3.3488509012899463,lost,100
BS_8Q77HZ4R,2.046401687601636,other,866
BS_8QB4S4VA,4.420405647542997,other,866
BS_8RCR7Y4B,2.3427668826268775,other,866
BS_8RHPJ740,3.1471649773142003,other,866
BS_8S86CM61,2.3869262414277967,other,866
BS_8SKZ7BRN,4.396915247167632,other,866
BS_8T7DZV2F,3.410157123033627,other,866
BS_8VAZSJEN,2.702702594775615,other,866
BS_8WPNFT03,3.0699116717282426,other,866
BS_8Z3SCKB5,3.125882958019036,other,866
BS_8ZD6J47V,4.036362279683754,other,866
BS_8ZP3CBQA,3.0652583362026014,other,866
BS_8ZS9F31R,3.7539647007698704,other,866
BS_90B22NGP,0.9593502213346021,other,866
BS_912NX4Y0,2.295560478057081,other,866
BS_91VYM11A,3.039749158970765,other,866
BS_92MT680S,2.362739015813793,other,866
BS_92VDQ0NE,1.62924053973028,other,866
BS_94MT16N2,2.3485140248824456,other,866
BS_9755PSCS,3.3210713371828704,other,866
BS_97M1E2DW,3.264995760481754,other,866
BS_983Z6CA6,2.8581928595319295,other,866
BS_996ZS2A4,3.6304555339762192,other,866
BS_99B1XRZQ,3.709906821306012,other,866
BS_9BJARSX3,3.6519561000093383,other,866
BS_9CA93S6D,3.248434627109745,other,866
BS_9DFBHHB5,3.2943542860441064,other,866
BS_9DZ253JY,0.5538851132264376,other,866
BS_9E7YVFJM,3.2055879305412653,other,866
BS_9F09XV62,2.716018370751387,other,866
BS_9FHSNVS0,4.164958341550092,other,866
BS_9G69F50J,3.281287084989598,other,866
BS_9GJ23RHH,2.7232671669070703,lost,100
BS_9HA238XS,3.130263166511597,other,866
BS_9HSGV9TJ,3.122364924487357,other,866
BS_9M5XJ10G,2.2126603854660587,other,866
BS_9NJHQE9F,2.8075938314384716,other,866
BS_9NZ2D6AD,2.932792473780117,lost,100
BS_9P9MB8X8,3.5037539699872475,other,866
BS_9PB3XH5D,2.6108048166633746,lost,100
BS_9Q6Z6VJC,2.644755350729896,other,866
BS_9RT63JD9,2.837322536806349,other,866
BS_9SJWWYQ4,2.1644717908644115,other,866
BS_9V633J1X,2.67552700939665,lost,100
BS_9XVACXP0,3.5564902660681907,other,866
BS_9XWJ88Q1,3.0478502278160975,other,866
BS_A0DYVX9J,3.5145260669691587,lost,100
BS_A13BMEF5,2.551786178627545,other,866
BS_A14Z8BBK,2.301584592660462,other,866
BS_A1VEGWTR,2.423031246069913,other,866
BS_A3QZB9Y2,3.5467396869528134,lost,100
BS_A46RDWGM,2.2278615467981093,other,866
BS_A7MC2KR2,3.3600281046240843,other,866
BS_A7Q8G0Y1,2.7285062096695922,lost,100
BS_A87NPZAP,1.665818245870208,lost,100
BS_A89VAPVV,3.6805952345262387,other,866
BS_AA164D3A,3.067587710654419,other,866
BS_ABYF92Z9,3.050220458838061,other,866
BS_AD4JPN9Q,3.0828269804049246,other,866
BS_AG3D3435,2.6651427000909336,other,866
BS_AG4H9S3J,3.3669509429335642,other,866
BS_AGS1HHGF,3.0572976292121457,other,866
BS_AGTPCRR4,2.9927277645336923,other,866
BS_AHEFXG7W,2.7985001040242823,lost,100
BS_AJ6X83G5,1.57069708411767,other,866
BS_AKRHBPNZ,2.6973262377392344,other,866
BS_AM70R8RG,3.787592927049969,other,866
BS_AMQGM1V9,1.9974177062012453,other,866
BS_AMZ70B6F,3.5234150143864045,other,866
BS_AP0SZ364,2.9601050959108397,other,866
BS_ARBQDTT5,2.367436065313662,other,866
BS_ARFQ1WG3,2.018895041811802,other,866
BS_AVYNZHSB,2.975529566236472,other,866
BS_AWH9757B,3.2120525995200753,other,866
BS_AZN38B7V,3.126760535960395,other,866
BS_B0SVFK4P,3.1144038032714896,other,866
BS_B1C6GZ84,2.558002204858551,other,866
BS_B1HVNV0T,1.8066480817218056,other,866
BS_B24PKKQB,3.0777729838902004,other,866
BS_B3M5SGPA,4.21227573505378,other,866
BS_B53Z0T1Q,3.288401887516811,other,866
BS_B61168DE,3.334701390373791,other,866
BS_B6M763JS,2.766319109226186,other,866
BS_B741RZY9,2.3456445824544927,other,866
BS_B7GEH89C,2.895359299407204,other,866
BS_B7QS4DHK,3.064791809485486,other,866
BS_B7X8VXQ3,2.6071242825122494,other,866
BS_B8T7M0WV,1.7578579175523736,other,866
BS_B9V8RGTA,4.043577445168448,activated,11
BS_BA6AZWB3,3.328985047548231,other,866
BS_BB0YW800,2.5847519847577165,other,866
BS_BC936YNZ,2.620311286794203,other,866
BS_BHR08WGW,3.366260811781259,other,866
BS_BJDNWMJH,3.3603753871419,other,866
BS_BKQZ550R,3.067587710654419,other,866
BS_BKR4E30C,2.8213788864092133,other,866
BS_BN986DF6,2.866192902199006,other,866
BS_BPSTSCBJ,2.896464271895322,other,866
BS_BPWEFR89,4.050044303325521,other,866
BS_BSV07M7Z,2.3125354238472138,lost,100
BS_BVSW4GTG,3.867443962030179,other,866
BS_BWBDH9GM,2.377692565480851,lost,100
BS_BXXJ9P8C,2.9796028916241073,other,866
BS_C05FKR8X,3.9500892062346025,other,866
BS_C0XFDP38,3.028683373693677,other,866
BS_C3P5BC92,3.1419947805322432,other,866
BS_C41DJZ1F,2.930126516455997,other,866
BS_C51RB0YR,3.1830413718589847,other,866
BS_C6SKJG3N,2.787477334733532,other,866
BS_C6ZZ3FY5,2.1983350716202463,lost,100
BS_C7A2TYAC,2.5945081597030812,other,866
BS_C7N3J4NW,1.724550719534605,lost,100
BS_C80S5N37,2.995232148512309,other,866
BS_CB6VK7PB,3.299902663510574,other,866
BS_CGB2WS2A,2.0869135565185366,other,866
BS_CHDGRYHJ,2.395164274287139,other,866
BS_CQEETJ66,2.7093826463359885,other,866
BS_CQSAJ7BF,2.0001277349601105,other,866
BS_CREQ97QC,2.0360119837525,other,866
BS_CS170P7T,2.9052603703899154,other,866
BS_CS66RYDA,3.1376657694426577,other,866
BS_CTR5X93B,2.256541154492639,other,866
BS_CVGFNCBJ,2.303584593327129,other,866
BS_CW9QV8AG,1.9315214116032138,other,866
BS_CXVGG342,3.120159851929043,lost,100
BS_CXVJK2FY,2.996232148595642,other,866
BS_CYEY58NY,3.190476350346503,other,866
BS_CZ3ER8DY,2.559550192783766,other,866
BS_CZ3NA7KV,2.768204123921957,other,866
BS_CZ82ANWP,2.5726122302071057,other,866
BS_D0BGESQF,2.1849270495258133,other,866
BS_D0RDN4K5,3.259249719006474,other,866
BS_D144EJRQ,2.866192902199006,lost,100
BS_D29RPBSZ,2.614471854142644,activated,11
BS_D2K9C7XR,2.388762789235098,lost,100
BS_D3YBV7KB,2.996232148595642,other,866
BS_D4PJYHZ2,2.4168062370840686,other,866
BS_D5NQV7N5,2.1126345090356,other,866
BS_D5P6EZ1M,3.033509637888021,other,866
BS_D7XRFE0R,3.681099266794974,lost,100
BS_D8N31T39,4.449451610988671,other,866
BS_D9GEXXHX,3.323956301318708,other,866
BS_DBDXCXT5,2.1849270495258133,other,866
BS_DBEX7AG2,3.7040143416982065,other,866
BS_DEHJF4C7,3.3988613218646075,other,866
BS_DFGS950G,3.067587710654419,other,866
BS_DFWFBYSN,2.188295946591918,lost,100
BS_DGTPWJ59,2.695977619867941,other,866
BS_DHA5FMVW,3.752558230777119,other,866
BS_DMZP9G1H,2.0515563381903004,other,866
BS_DPF1CX0G,2.0228711901914416,other,866
BS_DRD9QXR5,2.559550192783766,other,866
BS_DRY58DTF,2.9719517448885875,lost,100
BS_DS438CXE,3.555633734966574,other,866
BS_DSS3S5XD,3.2767673032839784,other,866
BS_DV86M0Y7,2.6925980965432883,other,866
BS_DVCQ8XDZ,2.0268315914075385,other,866
BS_DY88N5ZT,3.592919062968025,other,866
BS_DY9NTFQR,1.665818245870208,other,866
BS_E054DFJN,3.0791538816930633,other,866
BS_E0N3PTPN,2.703372611551099,other,866
BS_E1CGF3KV,2.6511270537025893,other,866
BS_E2Z940S4,2.998229153752578,other,866
BS_E3BAT4C1,3.2669037938787824,other,866
BS_E3EJHXQV,3.6149637711637683,other,866
BS_E4F1D721,3.0017143452315387,other,866
BS_E4GC9EXR,2.982140320034524,other,866
BS_E4QK839R,1.9768549529047348,lost,100
BS_E60JZ9Z3,2.2289385528257473,lost,100
BS_E94QRJDW,3.4190372997904865,other,866
BS_EBMCTR80,3.138099514840913,other,866
BS_EF775B3K,2.1701959049483,other,866
BS_EFE4YEK3,1.8961194845522977,lost,100
BS_EFEZB0ZH,3.0170044088295307,other,866
BS_EHVYJAVA,2.0906287310704004,other,866
BS_EJ9JKM1C,3.0572976292121457,other,866
BS_EK5PCKY0,2.186051276738094,other,866
BS_EMMF4PZX,2.7966713927557385,other,866
BS_EMYET8F4,3.521347982792617,other,866
BS_EN2VK7NY,3.2055879305412653,other,866
BS_ENKG5GF3,3.512440560478137,other,866
BS_ERJAJ0KA,2.615934912194404,other,866
BS_ERWT0ZWE,2.58851563240702,other,866
BS_ET8CJXSF,1.937301774518713,other,866
BS_EVCAC3NH,2.7978909051019993,other,866
BS_EXGBH3TD,2.7356653681351832,other,866
BS_EXYHZ6D4,1.9878743481543455,other,866
BS_EYSS0ZDS,3.340030946424668,other,866
BS_EYYMKWB7,2.8713021951758138,other,866
BS_F4E8R9VY,3.5524868292083815,other,866
BS_F5BZSF3Q,3.5576311675039825,other,866
BS_F6V1Y4QS,3.8053282667571833,other,866
BS_F6Z5HFWH,2.0794415416798357,other,866
BS_F8N6CFQE,2.8859174075467844,other,866
BS_F9WKPDFG,1.252762968495368,other,866
BS_FAQQ0GCQ,3.427514689979529,other,866
BS_FAVRBEW7,1.6114359150967734,other,866
BS_FBJ5Q54N,3.2367157429965316,other,866
BS_FCAKKZ20,3.3495531485098167,lost,100
BS_FEPRNEXX,1.4011829736136414,other,866
BS_FEV5A0HN,2.122261538862764,other,866
BS_FEYMKEK8,2.511223958105374,other,866
BS_FJWZ3M7V,3.401863826205316,other,866
BS_FJZPQZ2C,3.4885975719429885,other,866
BS_FKDQJJB5,3.403860499081639,other,866
BS_FN07P04C,4.079230924412053,other,866
BS_FQX1PRAJ,2.856470206220483,other,866
BS_FRM9TG02,2.653241964607215,other,866
BS_FRZ76GEG,3.3648791189880436,other,866
BS_FTKPQ5FZ,3.4111477125153233,other,866
BS_FW5ECXXK,2.5416019934645457,other,866
BS_FWMJPKCV,2.3804716316511167,other,866
BS_FX2P2WEG,2.8495497633759097,activated,11
BS_FXJY0MNH,2.87751164216656,other,866
BS_FYRDYBMZ,4.142817215672879,other,866
BS_G00FHF3Q,2.8914822521801917,lost,100
BS_G1Y281HX,2.501435951739211,other,866
BS_G23JJAZY,3.0777729838902004,other,866
BS_G3RJTBZD,2.850128299695199,lost,100
BS_G5QBBHDV,3.184284380098582,other,866
BS_G63HYD6N,3.0633909220278057,other,866
BS_G7AGNB5G,2.4655539212721855,other,866
BS_G9XE3N9T,2.321406847234633,other,866
BS_GAGRGSSX,3.555633734966574,other,866
BS_GC3CH9TY,2.930660276810276,other,866
BS_GCA4GET3,1.7578579175523736,other,866
BS_GCQFGDTX,3.8956903508072482,other,866
BS_GDHH6T5A,2.4740142086215764,other,866
BS_GE2RVZE6,2.6932749155200555,lost,100
BS_GFM6EA61,3.2928695047765273,other,866
BS_GG9W3J9Y,3.9296664406007413,other,866
BS_GHNJ4CYC,2.4765384001174837,other,866
BS_GJNCYABP,3.8133070324889884,other,866
BS_GM9Y3AZ5,1.1537315878891892,other,866
BS_GMDQK06Q,2.775708849576025,other,866
BS_GMJBGBWB,2.7694588292308535,other,866
BS_GNV89A5P,2.67827804276854,other,866
BS_GPEGRCCT,3.4531571205928664,other,866
BS_GR46VD0Q,3.5567756134805992,other,866
BS_GS1KR5PK,1.9473377010464987,lost,100
BS_GSVCN2XC,2.9052603703899154,lost,100
BS_GTZCFGRZ,3.4307561839036995,other,866
BS_GV3NZ9QD,2.8081971497071487,other,866
BS_GW0GKWMS,3.2954664270299134,other,866
BS_GWCRMKE6,2.4840729690394228,other,866
BS_GXTFW99H,3.813969064952758,other,866
BS_GYA4V1RD,2.39698576841553,other,866
BS_GYXSDZ56,3.2011191032789417,other,866
BS_H0QWRJE2,2.8172035149987327,other,866
BS_H1XPVS9A,2.761906873892921,other,866
BS_H1ZS5FMZ,3.8701588013294472,other,866
BS_H3FE3TH9,2.3942522815198695,other,866
BS_H3Y8FWHV,2.9580304063699794,other,866
BS_H4B5Y6S0,2.0992441689760155,other,866
BS_H4NXBD2D,2.8154087194227095,other,866
BS_H8A9PSYA,2.252343876557299,other,866
BS_HA20Y4XY,2.770711962226921,other,866
BS_HB03GSHF,3.543853682063679,other,866
BS_HBJZR69P,2.932792473780117,other,866
BS_HC44ZA0V,1.6467336971777973,other,866
BS_HC5M8JTC,3.335413641116152,other,866
BS_HCP5C912,1.5830939370944985,other,866
BS_HD4EJYE3,2.179286876649552,lost,100
BS_HE0WJRW6,3.201526186533088,lost,100
BS_HE57E1RP,3.213260086082565,lost,100
BS_HF3RNN2T,2.1644717908644115,lost,100
BS_HHPA8NJ2,2.256541154492639,lost,100
BS_HJRTC9JQ,2.9444389791664403,activated,11
BS_HKZENFDA,2.4731713935695794,other,866
BS_HQ5BJ6MW,2.896464271895322,other,866
BS_HSHN8PBB,3.0076608444192647,other,866
BS_HTEPAKCM,1.7833912195575383,lost,100
BS_HV8PFRBR,2.7120422223717475,other,866
BS_HX0S30NE,3.194173212227829,other,866
BS_HZ707C55,3.3228754148866853,other,866
BS_HZE3KYZ1,2.673458756332591,lost,100
BS_HZRM07TW,3.435920817720541,other,866
BS_J1AB8PMA,4.1121844803504315,other,866
BS_J483EMFP,3.3666059368925363,lost,100
BS_J4GQPZS0,2.3504224224082058,other,866
BS_J60G8DMK,3.2204745462318978,other,866
BS_J6VKB1VE,2.8183982582710754,other,866
BS_J70GK8SM,3.0184717605234805,other,866
BS_J71N7D09,1.6882490928583902,other,866
BS_J8G4SH4Z,1.9329696377795786,lost,100
BS_J8VX4D17,3.4515735889872223,other,866
BS_JAEM78XS,3.284288963416433,other,866
BS_JBGZ7HHZ,2.255493485460195,other,866
BS_JCPKYHKY,3.469790173127767,other,866
BS_JFB984RG,2.9652730660692823,other,866
BS_JFEZA9KE,3.9974664872456134,other,866
BS_JFR750KD,2.6490076604684267,other,866
BS_JG9JZTA9,3.326114575537799,other,866
BS_JGPR9SR2,3.0530573401732606,other,866
BS_JH29M4KG,3.1432898379116057,other,866
BS_JHGW42S6,2.8656235882069705,other,866
BS_JK0VPG1T,3.0726933146901194,other,866
BS_JKXA3FQC,2.457877977400081,other,866
BS_JMHG7GCN,2.1258479144939915,other,866
BS_JR5ATB7G,2.9030685886905716,other,866
BS_JRYJGYC4,2.6693093727857793,other,866
BS_JS95PE0J,3.2351427973320726,lost,100
BS_JSPR854S,2.711377991194885,other,866
BS_JT82QGXF,3.038791763014438,other,866
BS_JTMXAMB7,3.349202086543775,other,866
BS_JVA2NQFF,2.6789646202071133,other,866
BS_JVW2JJ39,3.2232661731694936,other,866
BS_JWCX8R17,3.1488824530476656,other,866
BS_JWSR581E,2.9801108926510342,other,866
BS_JX449BF5,2.6490076604684267,other,866
BS_JX7S9MY7,2.418588768750352,other,866
BS_JXNZYGCR,2.2915241456346207,other,866
BS_JZRM1S3T,4.169452034708907,activated,11
BS_K17VQECG,3.558770768766916,lost,100
BS_K25F4J3V,4.372733587762289,other,866
BS_K2FHZGTK,2.6361960973342264,other,866
BS_K2VYFVKZ,3.3686741899565953,other,866
