Kids_First_Biospecimen_ID,gene,FPKM,NormEXTENDScores,tertp
BS_014EVM2D,TERC,2.8032270364349277,0.300738862094836,TERTp mutation not observed
BS_02NZT8CE,TERC,3.633431210355632,0.374799296356428,TERTp mutation not observed
BS_03FT4S8B,TERC,4.5576551547254205,0.576885359499634,TERTp mutation not observed
BS_0448A413,TERC,4.801676029253588,0.757232876171934,TERTp mutation not observed
BS_044XZ8ST,TERC,3.7387678368001915,0.307200573277271,TERTp mutation not observed
BS_052PZFMK,TERC,0,0.196574062165857,TERTp mutation not observed
BS_063ERW0R,TERC,3.321928094887362,0.353773579987777,TERTp mutation not observed
BS_06AMMCXR,TERC,3.189033824390017,0.342078710847708,TERTp mutation not observed
BS_06XH7EVF,TERC,2.1243281350022016,0.323118451862774,TERTp mutation not observed
BS_07ANYSYQ,TERC,3.2524762141352173,0.351073057886031,TERTp mutation not observed
BS_09R7GDA7,TERC,3.111031312388744,0.3222399781947,TERTp mutation not observed
BS_09Z7TC35,TERC,7.824258696603374,0.772393278070431,TERTp mutation not observed
BS_0BXY0F9N,TERC,4.807354922057604,0.142625480458782,TERTp mutation not observed
BS_0C7VZC0A,TERC,5.114367024952,0.36707426386722,TERTp mutation not observed
BS_0GDJQANN,TERC,4.498250867527825,0.32661846360039,TERTp mutation not observed
BS_0HW7W7SD,TERC,5.593652558397931,0.76741975387556,TERTp mutation not observed
BS_0J9SHHSC,TERC,3.1667154449664223,0.340502102243937,TERTp mutation not observed
BS_0QYS36NR,TERC,4.91169158187234,0.296453237019026,TERTp mutation not observed
BS_0RF0EZTV,TERC,3.1554254317471973,0.338186323074851,TERTp mutation not observed
BS_0RQ4P069,TERC,3.559491813205038,0.414472049505472,TERTp mutation not observed
BS_0SCXXM6N,TERC,2.4982508675278257,0.306164466232742,TERTp mutation not observed
BS_0SPCTBZY,TERC,5.187055089968057,0.586346523450012,TERTp mutation not observed
BS_0T17SY47,TERC,3.8439838440483265,0.442611445914109,TERTp mutation not observed
BS_0VRSD9V3,TERC,5.575917361118149,0.553785464182943,TERTp mutation not observed
BS_0WQJP6ZG,TERC,2.5533605033353277,0.477586446188951,TERTp mutation not observed
BS_0WVJYM9R,TERC,3.713695814843359,0.353161601427436,TERTp mutation not observed
BS_0X9EGHY2,TERC,2.7311832415722,0.203224430480328,TERTp mutation not observed
BS_0XEG6SNV,TERC,3.218781167784069,0.194771489796749,TERTp mutation not observed
BS_0Y66ZBWE,TERC,3.48155728070859,0.43161520106666,TERTp mutation not observed
BS_1021ZGQT,TERC,7.507160349117523,0.777133468622832,TERTp mutation not observed
BS_10APZRVT,TERC,2.8298495598446904,0.469977378236224,TERTp mutation not observed
BS_11WY983P,TERC,3.820689560559215,0.477255955298977,TERTp mutation not observed
BS_13CGKADW,TERC,3.168321115739723,0.322929298406079,TERTp mutation not observed
BS_15ETQ0E4,TERC,5.043956872790206,0.667674650021471,TERTp mutation not observed
BS_1607397Q,TERC,6.006746832440585,0.967099942069789,TERTp mutation not observed
BS_17WYVEEC,TERC,2.5310694927259543,0.247874558647094,TERTp mutation not observed
BS_196BBNEJ,TERC,5.322288723570877,0.306065519034339,TERTp mutation not observed
BS_1A6MQ9ZA,TERC,1.9335726382610239,0.430009760096226,TERTp mutation not observed
BS_1AYRM596,TERC,4.789729251375769,0.773767574199974,TERTp mutation not observed
BS_1BWP5MCT,TERC,5.320484678017694,0.726757793496675,TERTp mutation not observed
BS_1D6PZNKN,TERC,4.859969548221026,0.757647922195779,TERTp mutation not observed
BS_1EBQ3T20,TERC,5.14934066928622,0.771731681526181,TERTp mutation not observed
BS_1EN5V3XW,TERC,3.114367024952,0.44379977109777,TERTp mutation not observed
BS_1G3WYEN3,TERC,3.4867143730307024,0.315354035148912,TERTp mutation not observed
BS_1HFK0SXV,TERC,3.4841381312016693,0.51890466809543,TERTp mutation not observed
BS_1HQ76V6D,TERC,2.232660756790275,0.503895423144941,TERTp mutation not observed
BS_1J2WQ08M,TERC,4.105175192265479,0.56755675534955,TERTp mutation not observed
BS_1JDG6JV5,TERC,3.655351828612554,0.42894780446649,TERTp mutation not observed
BS_1KYGSMA7,TERC,3.2047667506546134,0.364915160860317,TERTp mutation not observed
BS_1N9XZXGE,TERC,4.841469999465799,0.767250548191217,TERTp mutation not observed
BS_1NPD7PVG,TERC,3.257010618206024,0.308689503423633,TERTp mutation not observed
BS_1QNTEZPS,TERC,5.655924213083815,0.693752709131372,TERTp mutation not observed
BS_1QXEC43H,TERC,6.395234212223879,0.692000798022522,TERTp mutation not observed
BS_1RT76ANT,TERC,5.315783574589461,0.660102161068596,TERTp mutation not observed
BS_1RXZ3BP7,TERC,3.6205864104518777,0.31371801830809,TERTp mutation not observed
BS_1SVVER1H,TERC,2.7548875021634687,0.420179161750768,TERTp mutation not observed
BS_1T19NFJ8,TERC,3.5582676340557358,0.321534303914103,TERTp mutation not observed
BS_1TPWFSK6,TERC,3.2539892662307865,0.324263674241227,TERTp mutation not observed
BS_1TWCV047,TERC,6.29020320512607,0.830028621914217,TERTp mutation not observed
BS_1XJ73KBQ,TERC,4.257010618206024,0.726840230495879,TERTp mutation not observed
BS_1ZVXF5FE,TERC,2.430285272977781,0.309477328122898,TERTp mutation not observed
BS_21RE8W46,TERC,3.533563348214512,0.238788350561262,TERTp mutation not observed
BS_23M72ABG,TERC,4.465974464504069,0.584966571617739,TERTp mutation not observed
BS_23QW0BBA,TERC,3.95884267524324,0.535327213327537,TERTp mutation not observed
BS_23W9EPFE,TERC,2.438292851579147,0.271072078073811,TERTp mutation not observed
BS_24AHZ9ZW,TERC,3.7070829917717063,0.319094194166327,TERTp mutation not observed
BS_258RRGDM,TERC,3.4802651220544627,0.333133687515835,TERTp mutation not observed
BS_25T139TX,TERC,1.867896463992655,0.352630244104472,TERTp mutation not observed
BS_264RCK7G,TERC,2.57773093149008,0.349555807820699,TERTp mutation not observed
BS_273HKCT4,TERC,2.782408564927373,0.356117489238774,TERTp mutation not observed
BS_27QE6BV7,TERC,5.217618485351048,0.425240924890432,TERTp mutation not observed
BS_28CDASF7,TERC,2.704871964456353,0.455641435707046,TERTp mutation not observed
BS_29006KEX,TERC,3.5993177936982264,0.331361344387295,TERTp mutation not observed
BS_29CPJ040,TERC,4.096767854714689,0.295861379214558,TERTp mutation not observed
BS_29X4ZX6Q,TERC,5.331275267146615,0.529313271501999,TERTp mutation not observed
BS_2A162JH9,TERC,3.526068811667588,0.697933815575065,TERTp mutation not observed
BS_2A5R9MEJ,TERC,6.700717132821476,0.615773498394946,TERTp mutation not observed
BS_2ADZNNV4,TERC,3.1060132376221192,0.235859406100513,TERTp mutation not observed
BS_2AR3AP0N,TERC,3.3291235962915664,0.278153735273756,TERTp mutation not observed
BS_2EMW8ZG3,TERC,2.700439718141092,0.232020998255236,TERTp mutation not observed
BS_2EN3X6HB,TERC,2.430285272977781,0.55917292430884,TERTp mutation not observed
BS_2HN96129,TERC,2.280956313831056,0.5200862843478,TERTp mutation not observed
BS_2KJ2YAZR,TERC,2.2898344651775093,0.38012489781208,TERTp mutation not observed
BS_2R9TCR03,TERC,5.205548911173033,0.29199028326941,TERTp mutation not observed
BS_2SFTWNVE,TERC,5.726558779104974,0.582022058049031,TERTp mutation not observed
BS_2SHWPB5P,TERC,2.2539892662307865,0.28183209348133,TERTp mutation not observed
BS_2W3NC4K1,TERC,2.682573297347578,0.306575504242518,TERTp mutation not observed
BS_2WPQ8YCW,TERC,3.241840183564671,0.350044386940057,TERTp mutation not observed
BS_2XD3MNKD,TERC,3.495695162624069,0.367167681035911,TERTp mutation not observed
BS_2YCJV2VV,TERC,2.4698859762744636,0.4035574005609,TERTp mutation not observed
