gene1,gene2,mut11,mut10,mut01,mut00,odds_ratio,cooccur_sign,odds_ratio_ci,p,q,cooccur_score,n_mutated_gene1,n_mutated_gene2,perc_mutated_gene1,perc_mutated_gene2,perc_cooccur,perc_mutexcl,mut1,mut2,label1,label2
TP53,SETD2,5,53,7,603,8.126684636118599,1,"2.4933811517391,26.4873275106223",0.002053845487051039,0.004006306881588413,2.6874322319389403,58,12,8.682634730538922,1.7964071856287425,7.6923076923076925,92.3076923076923,58,12,TP53 (58),SETD2 (12)
TP53,PDGFRA,5,53,6,604,9.49685534591195,1,"2.8048732581218,32.1548437884034",0.0012831092825225634,0.0025767358542461314,2.891736353153255,58,11,8.682634730538922,1.6467065868263473,7.8125,92.1875,58,11,TP53 (58),PDGFRA (11)
TP53,PTPN11,4,54,7,603,6.380952380952381,1,"1.81062116187886,22.4876159327171",0.010660399770952303,0.016303357951830924,1.972226508718154,58,11,8.682634730538922,1.6467065868263473,6.153846153846154,93.84615384615384,58,11,TP53 (58),PTPN11 (11)
TP53,DDX3X,4,54,7,603,6.380952380952381,1,"1.81062116187886,22.4876159327171",0.010660399770952303,0.016303357951830924,1.972226508718154,58,11,8.682634730538922,1.6467065868263473,6.153846153846154,93.84615384615384,58,11,TP53 (58),DDX3X (11)
TP53,RYR2,6,52,4,606,17.48076923076923,1,"4.78082300562491,63.9172988709013",5.331114211824288e-5,2.0032561072039117e-4,4.273182013210596,58,10,8.682634730538922,1.4970059880239521,9.67741935483871,90.3225806451613,58,10,TP53 (58),RYR2 (10)
TP53,ATM,5,53,5,605,11.415094339622641,1,"3.20247531314651,40.6886442645073",7.496029904355067e-4,0.001543300274426043,3.1251686895601813,58,10,8.682634730538922,1.4970059880239521,7.936507936507937,92.06349206349206,58,10,TP53 (58),ATM (10)
TP53,DNAH14,6,52,4,606,17.48076923076923,1,"4.78082300562491,63.9172988709013",5.331114211824288e-5,2.0032561072039117e-4,4.273182013210596,58,10,8.682634730538922,1.4970059880239521,9.67741935483871,90.3225806451613,58,10,TP53 (58),DNAH14 (10)
TP53,EGFR,6,52,4,606,17.48076923076923,1,"4.78082300562491,63.9172988709013",5.331114211824288e-5,2.0032561072039117e-4,4.273182013210596,58,10,8.682634730538922,1.4970059880239521,9.67741935483871,90.3225806451613,58,10,TP53 (58),EGFR (10)
TP53,LRP1B,4,54,6,604,7.45679012345679,1,"2.04149816345227,27.2367224917088",0.007250475956977844,0.01192043196234671,2.1396334832628865,58,10,8.682634730538922,1.4970059880239521,6.25,93.75,58,10,TP53 (58),LRP1B (10)
TP53,PTEN,5,53,5,605,11.415094339622641,1,"3.20247531314651,40.6886442645073",7.496029904355067e-4,0.001543300274426043,3.1251686895601813,58,10,8.682634730538922,1.4970059880239521,7.936507936507937,92.06349206349206,58,10,TP53 (58),PTEN (10)
TP53,PPM1D,2,56,8,602,2.6875,1,"0.557153911030892,12.9634847875985",0.21277394656072532,0.26461734470750103,0.6720815509898489,58,10,8.682634730538922,1.4970059880239521,3.0303030303030303,96.96969696969697,58,10,TP53 (58),PPM1D (10)
TP53,FSIP2,4,54,5,605,8.962962962962964,1,"2.33765327594464,34.3655348302167",0.0046501267703609175,0.008267641935692488,2.3325352073427874,58,9,8.682634730538922,1.347305389221557,6.349206349206349,93.65079365079364,58,9,TP53 (58),FSIP2 (9)
TP53,FBN2,4,54,5,605,8.962962962962964,1,"2.33765327594464,34.3655348302167",0.0046501267703609175,0.008267641935692488,2.3325352073427874,58,9,8.682634730538922,1.347305389221557,6.349206349206349,93.65079365079364,58,9,TP53 (58),FBN2 (9)
TP53,PHLPP1,3,55,6,604,5.490909090909091,1,"1.33634551546047,22.5615922647363",0.03580703793364387,0.050360070572576056,1.4460316036538288,58,9,8.682634730538922,1.347305389221557,4.6875,95.3125,58,9,TP53 (58),PHLPP1 (9)
TP53,STAG2,2,56,7,603,3.076530612244898,1,"0.624147503672374,15.1647496022804",0.17982827014759464,0.2261700522903526,0.745142033381453,58,9,8.682634730538922,1.347305389221557,3.076923076923077,96.92307692307692,58,9,TP53 (58),STAG2 (9)
TP53,IDH1,4,54,5,605,8.962962962962964,1,"2.33765327594464,34.3655348302167",0.0046501267703609175,0.008267641935692488,2.3325352073427874,58,9,8.682634730538922,1.347305389221557,6.349206349206349,93.65079365079364,58,9,TP53 (58),IDH1 (9)
TP53,KDM6A,2,56,7,603,3.076530612244898,1,"0.624147503672374,15.1647496022804",0.17982827014759464,0.2261700522903526,0.745142033381453,58,9,8.682634730538922,1.347305389221557,3.076923076923077,96.92307692307692,58,9,TP53 (58),KDM6A (9)
TP53,KRAS,0,58,9,601,0,-1,"0,9.41654373344016",1,1,0,58,9,8.682634730538922,1.347305389221557,0,100,58,9,TP53 (58),KRAS (9)
TP53,KIAA1549,4,54,4,606,11.222222222222221,1,"2.72996998484965,46.1317422183578",0.0027618291241013433,0.00527806657882082,2.5588031949664933,58,8,8.682634730538922,1.1976047904191616,6.451612903225806,93.54838709677419,58,8,TP53 (58),KIAA1549 (8)
TP53,PCLO,5,53,3,607,19.08805031446541,1,"4.43891804839308,82.0816381008569",1.9112688290637712e-4,4.7047076270515507e-4,3.718678223061264,58,8,8.682634730538922,1.1976047904191616,8.19672131147541,91.80327868852459,58,8,TP53 (58),PCLO (8)
TP53,CCDC168,4,54,4,606,11.222222222222221,1,"2.72996998484965,46.1317422183578",0.0027618291241013433,0.00527806657882082,2.5588031949664933,58,8,8.682634730538922,1.1976047904191616,6.451612903225806,93.54838709677419,58,8,TP53 (58),CCDC168 (8)
TP53,DNHD1,4,54,4,606,11.222222222222221,1,"2.72996998484965,46.1317422183578",0.0027618291241013433,0.00527806657882082,2.5588031949664933,58,8,8.682634730538922,1.1976047904191616,6.451612903225806,93.54838709677419,58,8,TP53 (58),DNHD1 (8)
TP53,MAGEL2,6,52,2,608,35.07692307692308,1,"6.90570209251385,178.170230348944",8.170809068449159e-6,4.9064907396324606e-5,5.087734937767957,58,8,8.682634730538922,1.1976047904191616,10,90,58,8,TP53 (58),MAGEL2 (8)
