Kids_First_Biospecimen_ID,ADIPOGENESIS,ALLOGRAFT REJECTION,ANDROGEN RESPONSE,ANGIOGENESIS,APICAL JUNCTION,APICAL SURFACE,APOPTOSIS,BILE ACID METABOLISM,CHOLESTEROL HOMEOSTASIS,COAGULATION,COMPLEMENT,DNA REPAIR,E2F TARGETS,EPITHELIAL MESENCHYMAL TRANSITION,ESTROGEN RESPONSE EARLY,ESTROGEN RESPONSE LATE,FATTY ACID METABOLISM,G2M CHECKPOINT,GLYCOLYSIS,HEDGEHOG SIGNALING,HEME METABOLISM,HYPOXIA,IL2 STAT5 SIGNALING,IL6 JAK STAT3 SIGNALING,INFLAMMATORY RESPONSE,INTERFERON ALPHA RESPONSE,INTERFERON GAMMA RESPONSE,KRAS SIGNALING DN,KRAS SIGNALING UP,MITOTIC SPINDLE,MTORC1 SIGNALING,MYC TARGETS V1,MYC TARGETS V2,MYOGENESIS,NOTCH SIGNALING,OXIDATIVE PHOSPHORYLATION,P53 PATHWAY,PANCREAS BETA CELLS,PEROXISOME,PI3K AKT MTOR SIGNALING,PROTEIN SECRETION,REACTIVE OXIGEN SPECIES PATHWAY,SPERMATOGENESIS,TGF BETA SIGNALING,TNFA SIGNALING VIA NFKB,UNFOLDED PROTEIN RESPONSE,UV RESPONSE DN,UV RESPONSE UP,WNT BETA CATENIN SIGNALING,XENOBIOTIC METABOLISM
BS_014EVM2D,0.23653426595383822,0.5982589492280608,0.4574027348022608,0.36297450195642145,0.19035110054762688,0.3898776469304861,0.45137461315254096,0.3269735904323813,0.4069237452563257,0.41557304996427763,0.47931553760600093,-0.2919483859468771,-0.4345598033337667,0.44156354658841035,0.24207011761454209,0.19142333071857368,0.23498692069970062,-0.4035148597572836,-0.07812010208740652,0.3566062863161528,0.08562770189078028,0.1914320761014833,0.45601608947037253,0.6008192534667057,0.573490998127328,0.7166042243444797,0.6640285750503342,-0.057919348417015654,0.47673972157519273,-0.04103687866783981,0.3028158296491093,-0.2595688367198256,-0.5172456416238879,0.3421487633334301,0.3393752149519223,-0.14120814745454502,0.2925939723204326,3.651056777487227e-5,0.13499297617485856,0.18649893873918086,0.41237439790843683,0.06436794984433886,-0.20178051459456864,0.5090430925147585,0.49165580914420676,-0.009714314152615477,0.38559568068335975,-0.03128884325598236,0.0582496308126039,0.17858085829268266
BS_02NZT8CE,-0.0034922529574260286,0.503464942368939,0.14650636022837332,0.20023537322964466,-0.05365343616132483,-0.04725219809492165,0.22605814056160561,0.19061365246849035,-0.1482042354100565,0.2279407924941669,0.36638969418582484,-0.08783986720249796,-0.38118782801222767,0.196181954080406,-0.01743785581386542,-0.05116638220732747,0.07064927044043226,-0.3291032325375741,-0.12908572471601037,0.2844240637957879,0.10985321241755519,0.022497808318267754,0.3538257439528257,0.5642985369817941,0.44893134919734123,0.6162718207827814,0.6007864636471201,-0.015304775333323084,0.3487051858737514,0.04774653788002042,-0.0893830990677394,-0.4326874062738475,-0.47839443652210034,0.13723378312292353,0.1666677521092182,-0.3019006345950609,0.23500852959302196,-0.0592049839809449,0.0693202360501288,0.01239071702583805,0.35163646520181313,0.06988914592138001,-0.19295486859337865,0.17246369943430673,0.37630863727858843,-0.16808786959138108,0.09231881196365047,-0.07906646412254617,0.09507753870758148,0.21155459429766338
BS_03FT4S8B,-0.01295851197528708,0.34346062989261344,0.22859019731270952,0.27483428434867585,0.10216597327150873,0.27360916810617064,0.3200336011062729,-0.10638654078015261,-0.06732829595884332,0.18006173308076057,0.16581937444488867,0.27629139832472743,-0.017688536476315506,0.3545031193960237,0.21267824343201389,0.23129294975882808,-0.05155228437618439,0.002959594035716495,0.1740254686235719,-0.10659656532364672,-0.01497202557428215,0.23642763878854944,0.303480902541708,0.22286748840881027,0.34055342775007236,-0.19249751750801364,4.938214401531971e-4,0.020946843788451047,0.18880739664463153,-0.021700472709002244,-0.046179664630744854,0.3622407065556948,0.2233917062754253,-0.1588596985231327,0.0441500061223252,0.003367437697196246,0.37728099617789373,-0.3734064102488136,0.08284353701125019,0.017025732014332884,0.18104295319143984,-0.02660914151126928,-0.2013356784059938,0.4728816203637603,0.4636416572273457,0.13689675675227045,0.1256003181501711,-0.010291311798341557,0.46935940440994617,0.045458008469114686
BS_0448A413,-0.3234745419335501,-0.44721190930350035,-0.43337258874155665,-0.35752804607890176,-0.24936271468250734,-0.24447557502899359,-0.37735071424005695,-0.4310605245736543,-0.38502120488946917,-0.45342616670327957,-0.5006850846782294,0.3713865947007565,0.5187642773286452,-0.380518954005446,-0.3651777665543347,-0.3477519509340635,-0.3361710986357364,0.4418700550712352,-0.21957873250291826,-0.25100546570563864,-0.4063433379137506,-0.37770585049012656,-0.48232268982864895,-0.5625276707214522,-0.5381302973349231,-0.5449461881123248,-0.5562355746875016,-0.17400113442082366,-0.47524485631695645,-0.14126054589968406,-0.20296959269863135,0.5341618963640485,0.5533518676989427,-0.46327154503559503,-0.3955636312717052,0.2160675275734219,-0.15056856674599606,-0.26299266087285306,-0.35517337647575653,-0.3183967827950752,-0.2973460884018788,-0.3646249091626418,-0.029948225053072597,-0.3533419571545034,-0.5094631297477008,0.04537695018346491,-0.4649168509996226,-0.34303673510419014,-0.20951578071358587,-0.32191460272821526
BS_044XZ8ST,0.34611050403197924,0.2148547483339803,0.16373169205909532,0.21431440893350934,0.24202259242562055,0.24413641512326256,0.22897002841456246,0.32745007051015323,0.4219618309803337,0.3094788976012817,0.30577022551133964,-0.3561928776770849,-0.641008778361395,0.16856281768399015,0.3918148605852983,0.21321308440245118,0.2370318141479837,-0.6048402563382567,-0.0666569536025173,0.2805250358079583,0.05565340688130754,0.22916415059409967,0.30625872733259496,0.4196589558597375,0.4137710057893538,0.24391531737459343,0.3484747502971119,0.28151480361906317,0.2834167743462235,-0.11860699521729526,-0.06256808991861354,-0.5975527671938554,-0.23410645026335652,0.44496315181474094,0.17285922901065337,0.274401693613402,0.37020528420489096,0.12318117591296934,0.24226947740562244,0.08309581120836088,-0.26836923177246236,0.2678755831119806,-0.1257643328322964,0.14697224032769618,0.4336462274555364,-0.3768626037857503,0.17207121109766438,0.2619399559895204,-0.07079006507683258,0.23394701966650672
BS_052PZFMK,-0.07344473302585042,-0.38655097060602,-0.06510381771868776,-0.20616015324355808,-0.14006401363349302,-0.28156453315907615,-0.11053838640659892,0.060351520149514226,0.07279409962273323,-0.14914214409176113,-0.26211829716468826,0.2013793887223716,0.635231884163142,-0.1290984016413247,-0.24885321502678695,-0.1457995494170738,0.07942253953873352,0.5570535813855372,0.04601334554375877,-0.18572644673328856,-0.16395146881445588,-0.11545281053376207,-0.30209134199929283,-0.3548198648683028,-0.4035478554334314,-0.3140719392375502,-0.35127545523976134,0.00567135572184016,-0.23903870689224493,0.1744596250559622,0.36411508492334377,0.4687708612439129,0.3255173877068676,-0.29988550985328377,0.15269867841403761,0.08550034966722381,-0.18808484585432694,0.1897733390561889,0.1924177801502075,-0.018699074602809507,0.19848749269451016,-0.29333133949673457,0.20761044732797124,-0.35784811248408144,-0.3899643827233903,0.19654314365629647,-0.2091096432941729,-0.020737586203317337,-0.12367580158824826,-0.05141742265438226
BS_063ERW0R,-0.1559077808415703,-0.4399736837653256,-0.10104873106536713,-0.3412930805047916,-0.10991167102064961,-0.057766816310570346,-0.4653346367472507,0.14484405569750192,0.015720157262975182,-0.27581643903418146,-0.31717896673962215,-0.43612354870638204,-0.6151001329643389,-0.4610587922762821,-0.1387629772141703,-0.2242685491899586,-0.09414722081848068,-0.5807643141950938,-0.34955802280176546,-0.0474035329218806,0.021392559861855925,-0.3659869691428871,-0.34883312720015924,-0.3822375082391572,-0.40323702877686546,-0.5372800546826877,-0.49255206686127345,0.250970161545229,-0.20246408538142568,-0.2917449669864747,-0.45675132545053726,-0.6660175650500589,-0.5779659931955327,0.035446968324461786,-0.27554754830184297,-0.30563420596702773,-0.3262481444153397,-0.07586189831811033,-0.06009210662651185,-0.3708622368646635,-0.10076109012073624,-0.41215808660953224,-0.005204249834459995,-0.4761949779891889,-0.5051419118634882,-0.47653294505212035,-0.06835164491087783,-0.3463270736037685,-0.25883624280964135,-0.13177613491903462
BS_06AMMCXR,0.24747675528697205,0.5091201237253051,0.29284704612995255,0.5612950363001258,0.37274559554632164,0.12928653369898782,0.41925457569572827,-0.14471978452453674,0.2566842415556647,0.3437091579544325,0.4750788924577504,0.3219546083705146,0.3061797068144588,0.5022153567940236,0.16143665311553784,0.06445184756114919,0.06849912982895702,0.2560687411975373,0.24609019677901678,0.3304324620737178,0.23909890336616907,0.458506561393994,0.44987653673181843,0.6305788278610656,0.5301429529278094,0.5651038004263657,0.5734139812782763,0.018913523766222184,0.4199144946095593,0.2918457557330707,0.3371797011735178,0.15191236262689195,0.3914325760885714,0.229501552411986,0.3426255584657636,-0.0025807039507815266,0.4035466789621817,0.0024916613398002774,0.004823115109795495,0.3283564953012642,0.2542043478892467,0.2919468948890102,-0.07664188511352689,0.4224181227329432,0.6166636477820339,0.4847852565548888,0.24974115669644603,0.2685950794952069,0.3277019640389996,0.1447875329473691
BS_07ANYSYQ,0.07801544163768306,-0.35663099910899765,0.15996796142924202,-0.10825658815306241,-0.05173805442649418,0.017777545381992194,0.046707067982168754,0.14617043482360387,-0.010903237543973154,-0.14885308224145843,-0.19503013524891352,-0.24160714118651055,-0.49385345902056,-0.2986789867866135,0.11205222154942175,0.1913511819471198,0.07864550909298568,-0.4425286685089877,-0.14750352862215657,0.43241598419391886,-1.5857365207810892e-4,-0.16129067153913246,-0.15238554352819608,-0.28579941414127796,-0.15246039097881975,0.524723250779358,0.13379805128396652,0.13256098416671258,-0.06099123923635286,-0.22076308432353248,-0.03882752011385662,-0.34337094892300235,-0.4898754641244332,0.02900448141431447,0.17016052235415274,0.005417430825683134,0.07163395855837718,0.3490495968014251,-0.008951475085243465,0.11225968931721605,0.08798548745156781,0.2817864127922169,0.04827439613339721,-0.026962972973886196,-0.17436334368382303,-0.2541749932455434,0.05827121573154584,0.13546104038251025,0.06962668745610923,-0.020802914710391196
BS_09R7GDA7,-0.16438343103717748,-0.4432524767335224,-0.2294549827061932,-0.3404773418308631,-0.24611297509768926,-0.3741329760363196,-0.3261984934423674,-0.09827662499879758,-0.04241746633469726,-0.3331274548340551,-0.31379189454812767,-0.26486790455877496,-0.3990076512372125,-0.38631070392697553,-0.12482026871118419,-0.13251332235822325,-0.06591866349747239,-0.4193471944648017,-0.15442172047014338,-0.0757857481868986,-0.10587843922976353,-0.2642310588831491,-0.29876767882464933,-0.45926814188482984,-0.36274716744544055,-0.5670559263173437,-0.5146072972238611,0.026313438788060334,-0.07264800199105123,-0.2612902069455578,-0.015070053634141545,-0.19845499977375589,-0.2775616204051746,-0.11221135861185752,-0.4810202749066462,0.23426918562463106,-0.2990135139801018,0.38268147328045754,0.00303283986554137,-0.14203649259512918,-0.001506077472315015,-0.2195828935500284,0.24817907440920456,-0.5092510693078044,-0.388475692266116,-0.18533746303961882,-0.2084983457245172,-0.009651118743272291,-0.5463470850934686,-0.11123215489976357
