Kids_First_Biospecimen_ID,tp53_score,tp53_expression,tp53_altered,altered_counts
BS_GYA4V1RD,0.47857041179969656,9.99,other,866
BS_GYXSDZ56,0.28957114304304943,23.56,other,866
BS_H0QWRJE2,0.06933083990464929,15.73,other,866
BS_H1XPVS9A,0.14694862479861756,14.83,other,866
BS_H1ZS5FMZ,0.9036535207180142,46.95,other,866
BS_H3FE3TH9,0.375428660413893,9.96,other,866
BS_H3Y8FWHV,0.07851782985912817,18.26,other,866
BS_H4B5Y6S0,0.7788442550830106,7.16,other,866
BS_H4NXBD2D,0.32368569603161734,15.7,other,866
BS_H8A9PSYA,0.44837328095096113,8.51,other,866
BS_HA20Y4XY,0.3984480440304872,14.97,other,866
BS_HB03GSHF,0.7901242640106103,33.6,other,866
BS_HBJZR69P,0.5086600636236912,17.78,other,866
BS_HC44ZA0V,0.25790572539425244,4.19,other,866
BS_HC5M8JTC,0.16936517300015108,27.09,other,866
BS_HCP5C912,0.6499035058370396,3.87,other,866
BS_HD4EJYE3,0.8127212911270372,7.84,lost,100
BS_HE0WJRW6,0.9526034068126646,23.57,lost,100
BS_HE57E1RP,0.9086822720988523,23.86,lost,100
BS_HF3RNN2T,0.8216343727154077,7.71,lost,100
BS_HHPA8NJ2,0.7947420280322878,8.55,lost,100
BS_HJRTC9JQ,0.6618956055685937,18,activated,11
BS_HKZENFDA,0.7652576952871167,10.86,other,866
BS_HQ5BJ6MW,0.3261686626325404,17.11,other,866
BS_HSHN8PBB,0.562661596506162,19.24,other,866
BS_HTEPAKCM,0.661441853143333,4.95,lost,100
BS_HV8PFRBR,0.1698977789785445,14.06,other,866
BS_HX0S30NE,0.11181361092230775,23.39,other,866
BS_HZ707C55,0.32215717901500196,26.74,other,866
BS_HZE3KYZ1,0.8434860894284715,13.49,lost,100
BS_HZRM07TW,0.5048567464965363,30.06,other,866
BS_J1AB8PMA,0.8138332398947102,60.08,other,866
BS_J483EMFP,0.9851425276749254,27.98,lost,100
BS_J4GQPZS0,0.501402204924492,9.49,other,866
BS_J60G8DMK,0.325627328094437,24.04,other,866
BS_J6VKB1VE,0.09389650944118469,15.75,other,866
BS_J70GK8SM,0.6413775984334426,19.46,other,866
BS_J71N7D09,0.7696774607665798,4.41,other,866
BS_J8G4SH4Z,0.7971956765836081,5.91,lost,100
BS_J8VX4D17,0.7016249874095599,30.55,other,866
BS_JAEM78XS,0.12924028030212598,25.69,other,866
BS_JBGZ7HHZ,0.4997887951647789,8.54,other,866
BS_JCPKYHKY,0.3884596219766094,31.13,other,866
BS_JFB984RG,0.827136035686776,18.4,other,866
BS_JFEZA9KE,0.337263199661424,53.46,other,866
BS_JFR750KD,0.3374646495349397,13.14,other,866
BS_JG9JZTA9,0.20669065671644685,26.83,other,866
BS_JGPR9SR2,0.2558477379177364,20.18,other,866
BS_JH29M4KG,0.3719685606454862,22.18,other,866
BS_JHGW42S6,0.4054296383257301,16.56,other,866
BS_JK0VPG1T,0.4827239243300478,20.6,other,866
BS_JKXA3FQC,0.6726706650319615,10.68,other,866
BS_JMHG7GCN,0.2658466980379906,7.38,other,866
BS_JR5ATB7G,0.6662684161150405,17.23,other,866
BS_JRYJGYC4,0.6775356341363115,13.43,other,866
BS_JS95PE0J,0.9233460051389791,24.41,lost,100
BS_JSPR854S,0.4821112707729456,14.05,other,866
BS_JT82QGXF,0.4515650756375585,19.88,other,866
BS_JTMXAMB7,0.7592321026556742,27.48,other,866
BS_JVA2NQFF,0.1309527148399522,13.57,other,866
BS_JVW2JJ39,0.9455108390880056,24.11,other,866
BS_JWCX8R17,0.6070676807863956,22.31,other,866
BS_JWSR581E,0.28231451449595635,18.69,other,866
BS_JX449BF5,0.13902348000885295,13.14,other,866
BS_JX7S9MY7,0.42108233691452396,10.23,other,866
BS_JXNZYGCR,0.6335915591301148,8.89,other,866
BS_JZRM1S3T,0.8128595327801069,63.68,activated,11
BS_K17VQECG,0.8884616057389867,34.12,lost,100
BS_K25F4J3V,0.32721527396462735,78.26,other,866
BS_K2FHZGTK,0.12820032544753082,12.96,other,866
BS_K2VYFVKZ,0.42374432783304694,28.04,other,866
BS_K3ER45RV,0.7080414790197741,44.73,other,866
BS_K5802F84,0.5968084598871577,3.81,other,866
BS_K74PZET7,0.8776997606006341,6.63,lost,100
BS_K7MVS0Z7,0.4412286094720834,10.85,other,866
BS_K81DR8XG,0.5092618775414003,23.31,other,866
BS_KABQQA0T,0.9638593477792311,78.4,lost,100
BS_KBT7MQ6H,0.45021635788764064,34.09,other,866
BS_KDSTG5YY,0.7021612987742775,30.29,other,866
BS_KE56MMY0,0.4052599750336169,22.25,other,866
BS_KEA474HN,0.39795343422386625,20.07,other,866
BS_KF0ZXDER,0.23259769100445435,18.13,other,866
BS_KK0JWATQ,0.5408093810951697,25.73,other,866
BS_KK5C8VCK,0.10370460349075247,7.5,other,866
BS_KM2EX0K6,0.4370630517442551,5.99,other,866
BS_KN92S7YQ,0.6376648213998787,5.73,lost,100
BS_KND4B5CW,0.5279516908267788,28.5,other,866
BS_KP735TJ6,0.6440510548044571,27.92,other,866
BS_KPT2WPHW,0.6551493208006038,7.33,other,866
BS_KQ6ZW085,0.5612311830474696,15.02,other,866
BS_KR4MP5ET,0.3953842538118353,27.8,other,866
BS_KSKZ9J7J,0.2311022240041641,15.39,other,866
BS_KVAJYZ6F,0.43514575893060226,7.2,other,866
BS_KVNGNETA,0.7075269586461236,16.73,other,866
BS_KVV7001W,0.056287705946781764,48.06,other,866
BS_KX6J8TRK,0.335968666512165,19.13,other,866
BS_KXCY5BN5,0.32441491693300467,31.75,other,866
BS_KXH37MPN,0.21829523122858815,14.17,other,866
BS_KXMYBQ6N,0.24861625594640124,41.23,other,866
BS_KYF0Q0E7,0.7620698870829061,3.59,lost,100
BS_KZPR01BD,0.38845890205658534,13.31,other,866
BS_M026T44Q,0.17767462494301112,30.78,other,866
BS_M0QYNVK8,0.8835514587511873,15,lost,100
BS_M15PW2N0,0.3794212864429378,35.18,other,866
BS_M1PVEHCM,0.7293071965450292,4.32,other,866
BS_M1T1K5WV,0.6106521298197429,23.11,other,866
BS_M4923M40,0.48467966567743226,69.78,other,866
BS_M4NVX721,0.539922164928019,12.83,other,866
BS_M4TTKPNR,0.35852930977464426,16.13,other,866
BS_M7HCF7DW,0.7566616324287999,19.39,other,866
BS_M7QJ8VF0,0.5120908500693029,19.3,other,866
BS_M84H3KXA,0.6920615230047412,30.59,other,866
BS_M85CXHDV,0.7738143008893932,41.27,other,866
BS_M86ECPHK,0.6922561706665279,51.75,other,866
BS_M8EA6R2A,0.5177472596868145,65.41,other,866
BS_M8M56Z4Y,0.22285400023887342,19.24,other,866
BS_M8WP5T16,0.26385721583648086,27.59,other,866
BS_M9C4RY4P,0.2783337963412777,19.01,other,866
BS_MA1A3GY0,0.3538393311775546,28.16,other,866
BS_MA2T7ET1,0.07488653027536143,34.6,other,866
BS_MB7WN0ZB,0.4527873401310769,11.85,other,866
BS_MBSTWZA6,0.3370717921986267,17.68,other,866
BS_MD3DT41J,0.4910556684788619,16.22,other,866
BS_MDBT7S5Z,0.6547390105015803,40.73,other,866
BS_ME3HKN2C,0.7184969168069351,5.02,other,866
BS_MF47B9ZW,0.7194978919845414,7.3,other,866
BS_MF9X3PKH,0.2996815457674241,28.42,other,866
BS_MGAMKKBD,0.3279136727130864,21.86,other,866
BS_MKM0EEN1,0.9256473448327226,10.57,other,866
BS_MKP2Y41Z,0.6614706141214822,19.2,other,866
BS_MM20BVW9,0.5414876220773547,38.46,other,866
BS_MMNRZ1EQ,0.10086602960285689,42.62,other,866
BS_MN5XVP5A,0.1586559615623275,31.62,other,866
BS_MQCKXD60,0.20305164440904125,24.29,other,866
BS_MT15SGJN,0.2651685951499491,8.22,other,866
BS_MV6ASWV9,0.9905625240004199,40.63,lost,100
BS_MVW01FPB,0.5383837796933564,27.4,other,866
BS_MWWZBQ60,0.7164219668956764,20.83,other,866
BS_MX23ZY0Y,0.8972408459164949,10.8,lost,100
BS_MY9D8XZ1,0.5816493297929951,6.73,other,866
BS_N0877CX1,0.4285560872187912,51.09,other,866
BS_N1E0H8YQ,0.2918298828891852,20.13,other,866
BS_N210XMKR,0.30154919599961316,6.48,other,866
BS_N4B1SZZH,0.6178899409093549,42.41,lost,100
BS_N5B2CZMH,0.23769395772216742,9.18,other,866
BS_N5DVEJXT,0.40076159423507,35.48,other,866
BS_N6N147BY,0.47585177684628965,31.64,other,866
BS_N6NE6B3W,0.7710595980630329,2.27,other,866
BS_N8J1DP02,0.7629286803014189,11.84,other,866
BS_NB42PWZN,0.4891803423129805,31.7,other,866
BS_NB5XWMJT,0.2767930004325334,24.14,other,866
BS_NDC69214,0.4865727056093481,19.67,other,866
BS_NDFDQBCZ,0.5306080044216807,22.32,other,866
BS_NDN62H0S,0.7149941871316748,6.39,other,866
BS_NDRDM2A9,0.331716586375695,21.78,other,866
BS_NFRXNAFE,0.6202470612502955,9.64,other,866
BS_NGHK9RZP,0.1675364335152093,24.08,lost,100
BS_NGY0TE6S,0.638052876903831,32.86,other,866
BS_NH7K4CD9,0.5000747799502393,14.74,other,866
BS_NJ4WPQVK,0.8199895098546944,3.75,lost,100
BS_NKEAAFMW,0.7898628844959091,13.29,other,866
BS_NKRYMHEP,0.7868858070336753,7.56,other,866
BS_NNPEC7W1,0.9228024074057448,28.85,other,866
BS_NPQJ20KX,0.29561858666379787,11.22,other,866
BS_NQB91P48,0.4122570957616322,11.29,other,866
BS_NQFH3GZH,0.4797655149082731,15.27,other,866
BS_NR3P3GN2,0.8286394333149848,35.25,activated,11
BS_NR9FRY5T,0.4465021507097734,14.79,other,866
BS_NRFQEQKP,0.4105926629397091,18.93,other,866
BS_NRPG5K4K,0.4090879213812933,15.62,other,866
BS_NS7GSHB9,0.1706809030187106,10.79,other,866
BS_NT9NZYFD,0.6271891425225808,6.75,other,866
BS_NVKGSMXS,0.6953450820521384,7.52,other,866
BS_NYS8TRCB,0.6808661030354733,11.62,other,866
BS_NZ71XCG3,0.7673227649711128,8.09,lost,100
BS_P0QF87WC,0.9482939340092595,14.85,other,866
BS_P0W5VJH4,0.5383360076232497,3.31,other,866
BS_P277RYX5,0.1566060074536484,15.41,other,866
BS_P39SQPTS,0.8288396106228959,49.48,other,866
BS_P44PE00R,0.718244283784452,7.07,other,866
BS_P4D8Y3S8,0.07299032774816512,27.08,other,866
BS_P4NX9MPA,0.1526894525930471,22.13,other,866
BS_P78SMRBS,0.4082413234524274,8.8,other,866
BS_P7EY9DXG,0.5339972781720363,79.97,other,866
BS_P9JP6JFA,0.957367513996152,6.9,lost,100
BS_PEP9NZXN,0.5445014345218799,8.94,other,866
BS_PGHK1JRW,0.43986978253701625,38.44,other,866
BS_PGK832G2,0.2460888924101129,32.71,lost,100
BS_PJPGVD62,0.6754096837944364,14.51,other,866
BS_PK18H7E7,0.6755687311670573,14.82,lost,100
BS_PKK3BZRG,0.1486637385894816,3.58,other,866
BS_PKW05VZV,0.532974826447107,12.91,other,866
BS_PN2CE34A,0.24008969714265166,21.65,other,866
BS_PNYN0AYD,0.9105416372780288,67.63,lost,100
BS_PQ6QEVE8,0.22173079284089603,26.89,other,866
BS_PQ7CQFYR,0.548982372750078,14.16,other,866
BS_PQVTB6BB,0.8118058872847455,35.24,other,866
BS_PRAEF32W,0.7396058876019581,17.75,other,866
BS_PRR8K9GE,0.5349560723705454,57.18,other,866
BS_PSNBFWQV,0.13050291105010386,51.72,other,866
BS_PSW27ZTE,0.7680519392947441,21.91,other,866
BS_PZVHMSYN,0.782394388846342,13.84,other,866
BS_Q13FQ8FV,0.8594310164249988,18.82,lost,100
BS_Q2T9ZRM0,0.09365816009062762,19.13,other,866
BS_Q3TBCK4V,0.3689806120738869,22.77,other,866
BS_Q5WZYWCT,0.40603810534049223,8.66,other,866
BS_Q79NP5YY,0.23690283969484838,12.74,other,866
BS_Q9V7A95C,0.09956596031350867,29.79,other,866
BS_QAG1RDXN,0.4638947386462925,19.59,other,866
BS_QB7YGKN1,0.6039405734232411,24.45,other,866
BS_QB84TBA3,0.9860817365999918,55.18,other,866
BS_QBR4WCQ2,0.42290630141814706,11.82,other,866
BS_QC3XCE6X,0.763123312422392,8.92,lost,100
BS_QEYPFYHD,0.8915292058374957,11.82,other,866
BS_QF5VVZX5,0.6757654194258884,5.04,other,866
BS_QH82PBMB,0.3028170650066402,19.91,other,866
BS_QHS3V0GP,0.7816931822216732,33.77,other,866
BS_QNAQGAV6,0.4814666604165573,8.21,other,866
BS_QP6MSKRE,0.4162171124499981,32.23,other,866
BS_QPPPGYP4,0.6482453433136023,7.81,other,866
BS_QRDT19KS,0.7904936903163498,7.81,other,866
BS_QRNSKFMS,0.32271531378067114,15.6,other,866
BS_QSTAVWGE,0.39846819513032633,14.22,other,866
BS_QT3NZ2YZ,0.7980313532439327,45.65,other,866
BS_QTSXW7DA,0.4972305903786132,11.75,other,866
BS_QV51J756,0.6102046794621564,7.47,other,866
BS_QW60M0FE,0.6058187145275747,26.2,other,866
BS_QWNBZ9RJ,0.7550896817026892,32.97,other,866
BS_QWTE1CWR,0.802620335918531,34.31,lost,100
BS_QX12J6W1,0.11408408321130135,64.57,other,866
BS_QXKRN6CR,0.04638487127479603,20.76,other,866
BS_QYPHA40N,0.06646311037427587,28.19,other,866
BS_QZFEB94Q,0.48173841410141194,21.83,other,866
BS_R13X6TMW,0.4269890843567078,10.67,other,866
BS_R244Z0WX,0.13858563259765222,14.9,other,866
BS_R439VVPK,0.8962325750177894,24.68,lost,100
BS_R4Y180DM,0.26575364709906274,54.83,other,866
BS_R5SNFB5B,0.6924800641638439,60.86,other,866
BS_R634WKN7,0.40310978290557803,23.39,other,866
BS_R6WNEEE4,0.4569358517646736,73.72,other,866
BS_R7HZCZ8B,0.7108471355684144,6.35,other,866
BS_RB2S0KDF,0.41095535264384864,33.25,other,866
BS_RCC8BXVE,0.8099582514472107,15.24,other,866
BS_RCCN63K6,0.18896952286052338,38.07,other,866
BS_RCFQ31XF,0.7518117052019356,16.18,other,866
BS_RD4D5F9F,0.7549018751254091,46.85,other,866
BS_RFMQ7T0T,0.4526661509704338,33.24,other,866
BS_RGPSEMHC,0.2654114623399598,15.81,other,866
BS_RGSMX7QD,0.3510163369722001,8.68,other,866
BS_RHD7XPNP,0.3903682922437937,17.57,other,866
BS_RQSKD7PN,0.2189218415485004,23.29,other,866
BS_RR12T74P,0.15137268396399864,31.33,other,866
BS_RRAEQZ97,0.40503451064321627,12.99,other,866
BS_RSRPX3S8,0.8099686580873707,93.4,other,866
BS_RVSEDNJ4,0.413427716741305,7.25,other,866
BS_RWJZFTP9,0.3596052545971076,18.51,other,866
BS_RXN5T5YT,0.8868718546628109,26.93,lost,100
BS_S0175QKX,0.7610071860723298,40.99,other,866
BS_S1KK7XRH,0.25990983917670607,10.98,other,866
BS_S1M423AB,0.7720569247825194,18.63,other,866
BS_S2TA8R29,0.4475307915413936,20.67,other,866
BS_S458NMKH,0.26408489673811053,12.68,other,866
BS_S4V9E1XJ,0.28260717624574666,15.96,other,866
BS_S50KQEXV,0.2954860590337671,13.29,other,866
BS_S5P8VTN5,0.3008460754572164,25.25,other,866
BS_S69QZAJR,0.6959250245505363,49.79,other,866
BS_S6NJRR5W,0.5506236219973363,12.1,other,866
BS_S6S7SK3P,0.9293802299954687,12.88,lost,100
BS_S71RJ8DH,0.4919715547534719,45.03,other,866
BS_S7CZY2CH,0.3793795396512313,15.39,other,866
BS_S9929Z8B,0.3154620107190063,23.81,other,866
BS_SAA624A4,0.47865063468442093,0.55,other,866
BS_SB12W1XT,0.22914820072630618,57.61,other,866
BS_SBFNFZ8B,0.7191172134665523,7.01,other,866
BS_SD8YBRBR,0.23791537248526637,76.1,other,866
BS_SDA4RMMG,0.6351606826137514,10.59,other,866
BS_SDCNP7MW,0.49727960211199174,15.23,other,866
BS_SDZY6RZ3,0.28498925951444376,11.2,other,866
BS_SES41DAX,0.27869597547723757,20.12,other,866
BS_SFKZSJN1,0.7241457393080559,6.16,other,866
BS_SFRQXM76,0.9322078172025157,6.28,lost,100
BS_SHJA4MR0,0.7716700140909606,35.55,lost,100
BS_SHMC4902,0.46446538605993215,17.55,other,866
BS_SKGJ5SY9,0.5863607433773901,14.99,other,866
BS_SM8VQFPD,0.5659256455444157,7.73,other,866
BS_SQX5E15Z,0.18006716741021364,21.62,other,866
BS_SXCZ3CXN,0.08552018744982313,35.37,other,866
BS_SXRS2P6T,0.21481667272670885,24.86,other,866
BS_T0RKFEKR,0.12757547135356365,12.71,other,866
BS_T1DVKKJB,0.2324955305843178,36.82,other,866
BS_T1QMEH1N,0.5671214664983775,16.09,other,866
BS_T1W4JA94,0.40415075414820445,15.94,other,866
BS_T1YHK6B7,0.953700506458963,20.53,other,866
BS_T2QPMZCM,0.785624271945273,7.72,other,866
BS_T3H5AY8A,0.004491536464974249,69.94,other,866
BS_T4JFN54G,0.41036495208956764,14.3,other,866
BS_T4P3J13C,0.7228394628081456,18.95,other,866
BS_T55Y4Z0Y,0.5700695090263822,24.47,other,866
BS_TA9WP4TH,0.6935827238426691,24.14,other,866
BS_TAHV8N04,0.26299492585088363,15.33,other,866
BS_TBWYAFSM,0.35182415983092613,20.84,other,866
BS_TCGEZJ5F,0.6765486699965252,11.79,other,866
BS_TD1ZEQ7R,0.5344530651253728,10.24,other,866
BS_TDEFAPNH,0.31516207560095016,8.11,other,866
BS_TE0GVDNG,0.802136707362858,15.07,other,866
BS_TG93XC55,0.7115134556058389,5.04,other,866
BS_TGS109T3,0.8519790883133541,33.5,other,866
BS_TGW6HC4X,0.4216073574145565,23.88,other,866
BS_THSPSG2Z,0.3791942132177101,18.99,other,866
BS_TJTEF70D,0.39620758393627403,10.4,other,866
BS_TK84K675,0.3270306036940476,11.35,other,866
BS_TM9MH0RP,0.8897489396011128,21.66,lost,100
BS_TMTV769C,0.6040998915881839,5.05,other,866
BS_TNRHHYNC,0.4081327509107601,8.7,other,866
BS_TQ5QHR17,0.3631012608004384,13.06,other,866
BS_TRKH2SPE,0.9429763408568201,10.55,activated,11
BS_TV5B86ZD,0.8971977762161071,44.78,lost,100
BS_TW8DQH8J,0.6998117886849704,23.38,lost,100
BS_TXY8QYWA,0.7926806273479917,20.02,other,866
BS_TXZ7KHTQ,0.9001591641826701,17.47,other,866
BS_TYAYZ9ZW,0.7438978643476706,14.36,other,866
BS_TYKJ8G2G,0.5410160825951318,18.16,other,866
BS_TZ5D0A7R,0.3259421322933389,37.99,other,866
BS_TZVFR600,0.8196404978384042,23.46,other,866
BS_V0Q1G94N,0.32738350796943033,12.75,other,866
BS_V3REENH9,0.11624452835962436,16.2,other,866
BS_V3Z3DB4N,0.9077231762055158,6.21,lost,100
BS_V4W81SFC,0.543515097311241,41.63,other,866
BS_V72GX2AZ,0.2849792041236468,19.57,other,866
BS_V72H4RQS,0.8230101650926767,13.21,lost,100
BS_V7BJM89K,0.3434239633541929,10.33,other,866
BS_V89HGTET,0.34402870182211526,18.42,other,866
BS_V96WVE3Z,0.9067492755050031,52.6,other,866
BS_V9HVBBDW,0.7783394125137303,18.86,other,866
BS_VA5T4KAA,0.797875370633398,8.64,other,866
BS_VAAHBH60,0.41095332867704765,27.61,other,866
BS_VARR255N,0.34484253498369277,19.01,other,866
BS_VF5XWFXD,0.8910953984169019,23.36,lost,100
BS_VJ2S5DVS,0.8954216395672758,62.12,other,866
BS_VJAC9H58,0.14273554286922252,16.2,other,866
BS_VJVDJABP,0.7696273968703263,16.91,other,866
BS_VMEX27TN,0.6111217245011122,9.74,other,866
BS_VMMJYN8Z,0.36692991186720414,16.4,other,866
BS_VMQMGSJY,0.4094350945497687,43.47,other,866
BS_VNE0ZPBS,0.6790553518218233,7.73,other,866
BS_VNK9XYV9,0.4865990753205268,21.64,other,866
BS_VNWKNRY4,0.7544814018291626,6.08,other,866
BS_VP3C8WZT,0.4165903866530416,15.77,other,866
BS_VP5Y45Z7,0.1869490191779047,31.16,other,866
BS_VPBMDMQX,0.779885949614349,45.55,other,866
BS_VPMKHW9X,0.747190275196496,4.85,other,866
BS_VPNXJE2S,0.6211527164618448,28.52,other,866
BS_VR7FR1NE,0.26535570462307634,8.13,other,866
BS_VT6C6N6K,0.5840267324866247,60.26,other,866
BS_VTJ9ESSV,0.575499611793112,7.54,other,866
BS_VVFBW0YH,0.8137242709660867,10.48,other,866
BS_VVTHDRBD,0.8423935158971516,58.31,other,866
BS_VW85Q4XJ,0.10718777083383693,22.27,other,866
BS_VXEFKW5P,0.32072616313765484,14.92,other,866
BS_VXHWZJDC,0.8045806441865525,21.72,other,866
BS_W18SF91A,0.7238023147145793,8.79,other,866
BS_W311713R,0.8032592709155753,8.67,other,866
BS_W36RZSFA,0.9441978402780108,9.45,other,866
BS_W3R88RFP,0.15888234428035358,33.48,other,866
BS_W41S7B55,0.44640239518567165,16.88,other,866
BS_W4DB5RP1,0.8683018696130294,40.4,other,866
BS_W4HGV6E7,0.120555866132511,7.97,other,866
BS_W60RQAKK,0.9430686844421559,24.36,other,866
BS_W644VEVE,0.9472788391228485,6.32,lost,100
BS_W6AC5J3C,0.21535018340887263,40.35,other,866
BS_W72364MN,0.20119098747159786,25.8,other,866
BS_W7FP2G3F,0.3015249306855479,24.34,other,866
BS_W80TJC27,0.17071193503011534,17.25,other,866
BS_W97QQYKQ,0.5411232996357003,12.27,other,866
BS_W9AT0MR7,0.7762668548129071,9.42,lost,100
BS_W9N9844Q,0.8623328120735549,25.89,lost,100
BS_WAXJY4XQ,0.9112289065193613,14.63,other,866
BS_WCRKYV0T,0.6663861742909172,2.07,other,866
BS_WE3Q8A73,0.34771072734429953,15.64,other,866
BS_WFD0GE5X,0.686932181696262,13.45,other,866
BS_WG203ECV,0.4390262650554991,17.88,other,866
BS_WGK8ZMVA,0.7313151090871789,21.26,other,866
BS_WH5HDE0A,0.7487152334857743,24.01,other,866
BS_WH8G4VFB,0.9230528788275469,17.34,lost,100
BS_WJ9H4NZZ,0.9563417726327216,19.08,other,866
BS_WJGFDRWK,0.12496552580740816,52.32,other,866
BS_WKESC3XN,0.7239499303200001,18.02,lost,100
BS_WMEHNDSK,0.7558820719284604,42.58,other,866
BS_WRHDP7WF,0.7894066901198699,18.36,other,866
BS_WRQHPSXQ,0.20155331614524782,25.81,other,866
BS_WSQMAA33,0.15783731538846782,41.89,other,866
BS_WV0S8N4M,0.23312386604321,22.48,other,866
BS_WVS02TZK,0.23650612523468714,11.6,other,866
BS_WVW3W6ZB,0.47665306974635624,54.16,other,866
BS_WWKNJSJ5,0.4316572355002271,17.58,other,866
BS_WYERXS4G,0.22489902151852903,7.11,other,866
BS_WYG77VVP,0.5709457518092793,18.25,other,866
BS_X0F9AYEC,0.4845838635006849,14.65,other,866
BS_X16PENSA,0.46059747161846615,14.46,other,866
BS_X23724NJ,0.7859633910639032,25.22,activated,11
BS_X2QTK3QD,0.1596558721249934,21.37,other,866
BS_X4X1SFSE,0.7101048452645549,11.89,other,866
BS_X59HSFGG,0.43423282084984255,22.97,other,866
BS_X67GTEM6,0.6753398290513598,12.1,other,866
BS_X91K8KMG,0.2023447817667787,26.62,other,866
BS_X9EGD530,0.24201541773351992,17.14,other,866
BS_XBQZYS8G,0.37180056383530014,53.26,other,866
BS_XF0ZX2B3,0.3529901439550019,14.14,other,866
BS_XG0DBWVT,0.9611065537230697,20.6,lost,100
BS_XGSA3GQE,0.48732929948423137,14.32,other,866
BS_XHCYEE2S,0.4050308916405084,34.04,other,866
BS_XJTW0P8P,0.7701113146726273,10.31,other,866
BS_XKKB4MZV,0.3252005749168705,11.15,other,866
BS_XQ5SFW35,0.4035686277391378,18.57,other,866
BS_XQYHPBFS,0.6344334204985271,14.26,other,866
BS_XZTV0J8W,0.419729697674756,29.87,other,866
BS_Y08D5P8N,0.2517928021216251,13.43,other,866
BS_Y0PCBNJV,0.3672695057060571,11.68,other,866
BS_Y3G1X98S,0.2500436735168213,25.5,other,866
BS_Y7F9E2E9,0.5611568853788207,9.35,other,866
BS_Y8D1F5WW,0.8410166195370103,10.61,other,866
BS_YA8RBGD8,0.22072237552119875,15.62,other,866
BS_YB07VF1X,0.456913865177017,21.94,other,866
BS_YB2RXRHT,0.4552031718166036,11.5,other,866
BS_YBJBSRHV,0.6839720562633287,25.73,other,866
BS_YCREDZTJ,0.1052150299189778,47.96,other,866
BS_YE1MAQYJ,0.46169426416770815,14.4,other,866
BS_YEB88D32,0.7626123620126768,26.84,other,866
BS_YEQVW4ND,0.4151752393165624,12.16,other,866
BS_YETBN0RQ,0.7754097833417453,58.67,lost,100
BS_YEW22W35,0.8749671033569941,5.11,other,866
BS_YG0A13JH,0.25276573273172837,12.42,other,866
BS_YH05F9DB,0.2776011431417614,27.08,other,866
BS_YK6VQ9SJ,0.3735000343319853,10.67,other,866
BS_YMAJC22S,0.6804004667149206,3.49,lost,100
BS_YNEQJ6AH,0.5275169154573913,8,other,866
BS_YVMEEBKC,0.387403222622378,11,other,866
BS_YY5B2XDD,0.3439671949737938,18.78,other,866
BS_YZ2Z1Q6Y,0.3608302814218221,8.18,other,866
BS_Z0AVVB1V,0.2629418167816114,11.46,other,866
BS_Z1A875MW,0.4423920386016715,34.63,other,866
BS_Z28VKGNS,0.4425593600971857,16.06,other,866
BS_Z2NWPQKF,0.6846203694821413,5.79,other,866
BS_Z45HD492,0.7879332818346095,23.09,other,866
BS_Z6BWR941,0.41504845464908596,10.04,other,866
BS_Z6MC4N8D,0.564005420651199,7.67,other,866
BS_Z72QAZC7,0.6076420414572008,50.46,other,866
BS_Z7890YNR,0.6783581150215136,37.6,other,866
BS_Z7G68ZS2,0.6106550197002543,16.03,other,866
BS_Z7PKVY9J,0.8552271707576324,6.77,other,866
BS_Z7Y2466H,0.2673661828452834,7.28,other,866
BS_Z85M2R3N,0.22371842194790142,7.67,other,866
BS_Z8F3GM85,0.8452507713720165,17.28,other,866
BS_Z8YZ6QGS,0.8957173204674794,50.66,activated,11
BS_Z9ZS6ZS2,0.20158372811463032,21.91,other,866
BS_ZA9XT151,0.6253740295684285,2.93,other,866
BS_ZF34SJGN,0.5924406184459046,15.4,other,866
BS_ZH1FBX50,0.6863012186183761,4.2,other,866
BS_ZHHAM3AN,0.2769643564990202,20.98,other,866
BS_ZJZXDPTP,0.30521699738018654,7.92,other,866
BS_ZN8136D9,0.40343587000205816,6.62,other,866
BS_ZR96A4FH,0.644720924211832,7.08,other,866
BS_ZRM0W01M,0.7272221915931039,3.09,other,866
BS_ZTWGFWTX,0.24272746687241564,13.67,other,866
BS_ZV1P6W9C,0.8801571782954959,10.94,other,866
BS_ZV68CES9,0.7703023436053065,7.91,lost,100
BS_ZV9Z3SY6,0.24524073344656594,16.05,other,866
BS_ZVWE73JZ,0.9048958864435672,30.36,lost,100
BS_ZVX2GRD6,0.3394355174398407,19.95,other,866
BS_ZVZDDW2G,0.059608907567370036,28.51,other,866
BS_ZWR9W4FX,0.5075246397523325,13.44,other,866
BS_ZXYDSBM9,0.7953581023292918,14.49,other,866
BS_ZZMYDZJW,0.5330590032608205,18.76,other,866
BS_ZZPBANDD,0.3853657706203371,14.41,other,866
BS_ZZWMD6FA,0.15068132806872683,34.39,other,866
