Sample	C11orf95--RELA	EWSR1--FLI1	KIAA1549--BRAF	No_rec_fusion	REV3L--FYN
BS_742RHK1M	0	0	0	1	0
BS_74A1TB03	0	0	0	1	0
BS_74FS6GMW	0	0	0	1	0
BS_74G5K7JF	0	0	0	1	0
BS_74SJ7YV4	0	0	0	1	0
BS_74TZJTW0	0	0	0	1	0
BS_751B2CF8	0	0	0	1	0
BS_75VHXMZN	0	0	0	1	0
BS_769BDPDB	0	0	0	1	0
BS_77317DY4	0	0	0	1	0
BS_775HDFNY	0	0	1	0	0
BS_77CDMEY4	0	0	0	1	0
BS_78QX3XDF	0	0	0	1	0
BS_78TQS4Y3	0	0	0	1	0
BS_797V83YM	0	0	0	1	0
BS_79FBVAB7	0	0	0	1	0
BS_79NQJZ09	0	0	0	1	0
BS_79SYEHY3	0	0	0	1	0
BS_7B89YR6K	0	0	0	1	0
BS_7BNQBB26	0	0	0	1	0
BS_7BTZQKYY	0	0	0	1	0
BS_7BW0YRPY	0	0	0	1	0
BS_7C40TRCY	0	0	0	1	0
BS_7CBZW7P6	0	0	0	1	0
BS_7F07M7JG	0	0	0	1	0
BS_7FHJGTZG	0	0	0	1	0
BS_7FWZ518S	0	0	0	1	0
BS_7G42J2SK	1	0	0	0	0
BS_7GJT4A6A	0	0	0	1	0
BS_7GKF6M85	0	0	0	1	0
BS_7GZKB2J6	0	0	0	1	0
BS_7H4RFCW9	0	0	0	1	0
BS_7HC4W4SA	0	0	0	1	0
BS_7KR13R3P	0	0	0	1	0
BS_7M5272WN	0	0	0	1	0
BS_7M6F9GQD	0	0	0	1	0
BS_7M7JNG00	0	0	0	1	0
BS_7N0B2CY1	0	0	0	1	0
BS_7NEND0C1	0	0	0	1	0
BS_7P83Z28P	0	0	1	0	0
BS_7PF3C1P7	0	0	0	1	0
BS_7PKPNFFK	0	0	0	1	0
BS_7QH9BCJQ	0	0	0	1	0
BS_7QSPXKMP	0	0	0	1	0
BS_7RQCH5Y7	0	0	0	1	0
BS_7S6GNG04	0	0	0	1	0
BS_7T1J3KET	0	0	0	1	0
BS_7V4S5B83	0	0	0	1	0
BS_7WM3MNZ0	0	0	0	1	0
BS_7WNSZNE3	0	0	0	1	0
BS_7WQ4F99X	0	0	0	1	0
BS_7XEH55CB	0	0	0	1	0
BS_7XQRH69M	0	0	0	1	0
BS_7XRN3CFX	0	0	0	1	0
BS_7XX4Q2RJ	0	0	0	1	0
BS_7XZNDFV4	0	0	0	1	0
BS_7Y5E5KQW	0	0	0	1	0
BS_7Z93ZYMS	0	0	1	0	0
BS_7ZV3DPGT	0	0	0	1	0
BS_80078QDG	0	0	0	1	0
BS_80X7AVCP	0	0	0	1	0
BS_81PR0E1C	0	0	0	1	0
BS_81SP2HX4	0	0	0	1	0
BS_8226HD4X	0	0	0	1	0
BS_823V5X6Z	0	0	0	1	0
BS_82HQ2RBJ	0	0	0	1	0
BS_83MSWR59	0	0	0	1	0
BS_83YQS965	0	0	0	1	0
BS_84AQCZE4	0	0	0	1	0
BS_84QXT7FR	0	0	0	1	0
BS_84XCR9GG	0	0	0	1	0
BS_850BAHH9	0	0	0	1	0
BS_853PNV7P	0	0	0	1	0
BS_859AV1DB	0	0	0	1	0
BS_85KFJ81X	0	0	0	1	0
BS_85Q5P8GF	0	0	0	1	0
BS_85TADN40	0	0	0	1	0
BS_85Y70BHE	0	0	0	1	0
BS_86EDWEA2	0	0	0	1	0
BS_86Q14TZG	0	0	0	1	0
BS_86QSEFS7	0	0	0	1	0
BS_872Q3FK2	0	0	0	1	0
BS_872YDFKD	0	0	0	1	0
BS_874XHFP7	0	0	0	1	0
BS_8782G07F	0	0	0	1	0
BS_886M7JMG	0	0	0	1	0
BS_88B4WV6J	0	0	0	1	0
BS_88FW45Z8	0	0	0	1	0
BS_893A91ZM	0	0	0	1	0
BS_895FJ34T	0	0	0	1	0
BS_89N80Q5Q	0	0	0	1	0
BS_89RCN9PF	0	0	0	1	0
BS_8AEFKGN1	0	0	0	1	0
BS_8AY2GM4G	0	0	0	1	0
BS_8B1YF57H	0	0	0	1	0
BS_8B6J1GTB	0	0	0	1	0
BS_8BD8WD38	0	0	0	1	0
BS_8BM1WTGR	0	0	0	1	0
BS_8BS10XE2	0	0	0	1	0
BS_8CA214YR	0	0	0	1	0
BS_8CA6RYK8	0	0	0	1	0
BS_8CDVTS20	0	0	0	1	0
BS_8D0NYM46	0	0	0	1	0
BS_8D40GRF9	0	0	0	1	0
BS_8D52JK1Q	0	0	0	1	0
BS_8DTDM1MK	0	0	0	1	0
BS_8EB1S8MK	0	0	0	1	0
BS_8EXFWVFX	0	0	0	1	0
BS_8F9BDWY4	0	0	0	1	0
BS_8FSJDG2T	0	0	0	1	0
BS_8GW1TMV2	0	0	0	1	0
BS_8H2XX24V	0	0	0	1	0
BS_8HZ761SQ	0	0	0	1	0
BS_8J09S6MZ	0	0	0	1	0
BS_8J3B6ZB6	0	0	1	0	0
BS_8JFMP1T1	0	0	0	1	0
BS_8MA5B8Y9	0	0	0	1	0
BS_8NY9J9NQ	0	0	0	1	0
BS_8PNA0V6R	0	0	0	1	0
BS_8PRJTBE1	0	0	0	1	0
BS_8Q2EAYJR	0	0	0	1	0
BS_8Q77HZ4R	0	0	0	1	0
BS_8Q8CAY84	0	0	0	1	0
BS_8Q8N6AHW	0	0	0	1	0
BS_8R1DYXMB	0	0	0	1	0
BS_8RCR7Y4B	0	0	0	1	0
BS_8RHPJ740	0	0	0	1	0
BS_8S2CZBA6	0	0	0	1	0
BS_8S86CM61	0	0	0	1	0
BS_8SETK1J4	0	0	0	1	0
BS_8SKZ7BRN	0	0	0	1	0
BS_8SMZ11ER	0	0	0	1	0
BS_8SYN7GXG	0	0	0	1	0
BS_8T7DZV2F	0	0	0	1	0
BS_8TFBNHT0	0	0	0	1	0
BS_8VAZSJEN	0	0	1	0	0
BS_8W0FNBWF	0	0	0	1	0
BS_8WJR4AA3	0	0	0	1	0
BS_8WPNFT03	0	0	0	1	0
BS_8WTBCJT5	0	0	0	1	0
BS_8XYJEWN4	0	0	0	1	0
BS_8YD46AZB	0	0	0	1	0
BS_8YQGSMDK	0	0	0	1	0
BS_8Z3SCKB5	0	0	0	1	0
BS_8ZD6J47V	0	0	0	1	0
BS_8ZP3CBQA	0	0	0	1	0
BS_8ZS9F31R	0	0	0	1	0
BS_8ZTNXCZJ	0	0	0	1	0
BS_8ZY4GST0	0	0	0	1	0
BS_90B22NGP	0	0	0	1	0
BS_912NX4Y0	0	0	0	1	0
BS_91CV203N	0	0	0	1	0
BS_91VYM11A	0	0	0	1	0
BS_922YMFYK	0	0	0	1	0
BS_928HWFFM	0	0	0	1	0
BS_92HPNHFB	0	0	0	1	0
BS_92MT680S	0	0	0	1	0
BS_92SK6DD8	0	0	0	1	0
BS_92VDQ0NE	0	0	0	1	0
BS_938K7FSV	0	0	0	1	0
BS_93B38HPS	0	0	0	1	0
BS_93BV8AY9	0	0	0	1	0
BS_947CK40E	0	0	0	1	0
BS_949NSSEH	0	0	0	1	0
BS_94AP61Q5	0	0	0	1	0
BS_94MT16N2	0	0	0	1	0
BS_95P46VE0	0	0	0	1	0
BS_95RRF4NE	0	0	0	1	0
BS_95W988HQ	0	0	0	1	0
BS_969K7ZM1	0	0	0	1	0
BS_96S0VQBN	0	0	0	1	0
BS_96TV932S	0	0	0	1	0
BS_9704T3DW	0	0	0	1	0
BS_97241EMC	0	0	0	1	0
BS_9755PSCS	0	0	0	1	0
BS_97M1E2DW	0	0	0	1	0
BS_983Z6CA6	0	0	0	1	0
BS_98RN7Y9D	0	0	0	1	0
BS_996ZS2A4	0	0	0	1	0
BS_99B1XRZQ	0	0	0	1	0
BS_99HARYGS	0	0	0	1	0
BS_99MW9ECE	0	0	0	1	0
BS_99PPRCW4	0	0	0	1	0
BS_9A5CF1QE	0	0	0	1	0
BS_9BBWSCD6	0	0	0	1	0
BS_9BF58P80	0	0	0	1	0
BS_9BGCH82S	0	0	0	1	0
BS_9BJARSX3	0	0	0	1	0
BS_9BN45DFK	0	0	0	1	0
BS_9CA93S6D	0	0	0	1	0
BS_9CMJ3QF6	0	0	0	1	0
BS_9D39MFHT	0	0	0	1	0
BS_9DFBHHB5	0	0	0	1	0
BS_9DM8H1RX	0	0	0	1	0
BS_9DN4QR6E	0	0	0	1	0
BS_9DZ253JY	0	0	0	1	0
BS_9E41M9S0	0	0	0	1	0
BS_9E632VPJ	0	0	0	1	0
BS_9E6Q11G2	0	0	0	1	0
BS_9E7YVFJM	0	0	0	1	0
BS_9F09XV62	0	0	0	1	0
BS_9F2J6VS1	0	0	0	1	0
BS_9F8D3A05	0	0	0	1	0
BS_9FHSNVS0	0	0	0	1	0
BS_9G69F50J	0	0	0	1	0
BS_9G7ETYHR	0	0	0	1	0
BS_9G82HJFA	0	0	0	1	0
BS_9GHGSRGG	0	0	0	1	0
BS_9GJ23RHH	0	0	0	1	0
BS_9GJHMA3J	0	0	0	1	0
BS_9GN1QA3Q	0	0	0	1	0
BS_9GSWPZ44	0	0	0	1	0
BS_9GT5XCF3	0	0	0	1	0
BS_9H6Z0MEG	0	0	0	1	0
BS_9HA238XS	0	0	0	1	0
BS_9HDPJT21	0	0	0	1	0
BS_9HEMB7RK	0	0	0	1	0
BS_9HSGV9TJ	0	0	0	1	0
BS_9HVNGAB8	0	0	0	1	0
BS_9HYDMBBW	0	0	0	1	0
BS_9JVGXA2W	0	0	0	1	0
BS_9KDA3HG6	0	0	0	1	0
BS_9M49SGAQ	0	0	0	1	0
BS_9M5XJ10G	0	0	0	1	0
BS_9N3B3HZB	0	0	0	1	0
BS_9NF39QAW	0	0	0	1	0
BS_9NJHQE9F	0	0	0	1	0
BS_9NRNDZD0	0	0	0	1	0
BS_9NZ2D6AD	0	0	0	1	0
BS_9P4NDTKJ	0	0	0	1	0
BS_9P9MB8X8	0	0	0	1	0
BS_9PB3XH5D	0	0	0	1	0
BS_9PQPZPGM	0	0	0	1	0
BS_9Q6Z6VJC	0	0	1	0	0
BS_9QMVZ4C0	0	0	0	1	0
BS_9R1ENMBP	0	0	0	1	0
BS_9R82A3VT	0	0	0	1	0
BS_9RT63JD9	0	0	0	1	0
BS_9S3N3Y5W	0	0	0	1	0
BS_9SJWWYQ4	0	0	1	0	0
BS_9SVMVJ45	0	0	0	1	0
BS_9TKZ0YP0	0	0	0	1	0
BS_9TSKXKGH	0	0	0	1	0
BS_9V633J1X	0	0	0	1	0
BS_9W6FK6X4	0	0	0	1	0
BS_9X9E86DY	0	0	0	1	0
BS_9XHV04WE	0	0	0	1	0
BS_9XMMXFXW	0	0	0	1	0
BS_9XVACXP0	0	0	0	1	0
BS_9XWJ88Q1	0	0	0	1	0
BS_9YHX7QFW	0	0	0	1	0
BS_9YPJANGX	0	0	0	1	0
BS_9ZFXXJPK	0	0	0	1	0
BS_A0DYVX9J	0	0	0	1	0
BS_A13BMEF5	0	0	1	0	0
BS_A14Z8BBK	0	0	0	1	0
BS_A1A5ZH77	0	0	0	1	0
BS_A1DV9T7G	0	0	0	1	0
BS_A1VEGWTR	0	0	1	0	0
BS_A3EV6FXK	0	0	0	1	0
BS_A3QZB9Y2	0	0	0	1	0
BS_A46RDWGM	0	0	0	1	0
BS_A4JP70KJ	0	0	0	1	0
BS_A4KYP5H0	0	0	0	1	0
BS_A4QX5D2K	0	0	0	1	0
BS_A6YJ3WG2	0	0	0	1	0
BS_A70G7S2W	0	0	0	1	0
BS_A75SK7WA	0	0	0	1	0
BS_A7MC2KR2	0	0	0	1	0
BS_A7Q8G0Y1	0	0	0	1	0
BS_A87NPZAP	0	0	0	1	0
BS_A89VAPVV	0	0	0	1	0
BS_A94A7EJ4	0	0	0	1	0
BS_A9S5HT6P	0	0	0	1	0
BS_AA164D3A	0	0	0	1	0
BS_AA6DZJ9Z	0	0	0	1	0
BS_AB2C1EF9	0	0	0	1	0
BS_ABDWNW1A	0	0	0	1	0
BS_ABENB1H2	0	0	0	1	0
BS_ABYF92Z9	0	0	0	1	0
BS_ABZ3BK38	0	0	0	1	0
BS_ACE6QKVF	0	0	0	1	0
BS_ACTR13BQ	0	0	0	1	0
BS_ACZNJGV3	0	0	0	1	0
BS_AD4JPN9Q	0	0	0	1	0
BS_AEEKJ1QK	0	0	0	1	0
BS_AEJZG4A3	0	0	0	1	0
BS_AEMRNSQX	0	0	0	1	0
BS_AF5D41PD	0	0	0	1	0
BS_AF6A572P	0	0	0	1	0
BS_AFAHY6HP	0	0	0	1	0
BS_AFBPM6CN	0	0	0	1	0
BS_AG0BZN6F	0	0	0	1	0
BS_AG3D3435	0	0	0	1	0
BS_AG4H9S3J	0	0	0	1	0
BS_AG6M7TJE	0	0	0	1	0
BS_AGAW7M7W	0	0	0	1	0
BS_AGD2ATY1	0	0	0	1	0
BS_AGGH3QGS	0	0	0	1	0
BS_AGNSAKZG	0	0	0	1	0
BS_AGS1HHGF	0	0	0	1	0
BS_AGTPCRR4	0	0	0	1	0
BS_AHAXPFG3	0	0	0	1	0
BS_AHEFXG7W	0	0	0	1	0
BS_AHT9PKVE	0	0	0	1	0
BS_AJ0T7DJ7	0	0	0	1	0
BS_AJ6X83G5	0	0	0	1	0
BS_AJAH8KG5	0	0	0	1	0
BS_AJFG2QDD	0	0	0	1	0
BS_AJZ5H79X	0	0	0	1	0
BS_AK9BV52G	0	0	0	1	0
BS_AKRHBPNZ	0	0	0	1	0
BS_AM2TZPNS	0	0	0	1	0
BS_AM70R8RG	0	0	0	1	0
BS_AMQGM1V9	0	0	0	1	0
BS_AMZ70B6F	0	0	0	1	0
BS_AP0SZ364	0	0	0	1	0
BS_APAQ2X2S	0	0	0	1	0
BS_APFT88Y3	0	0	0	1	0
BS_AQECMDPP	0	0	0	1	0
BS_AQMKA8NC	0	0	0	1	0
BS_AQQY8HMR	0	0	0	1	0
BS_AR2BH0Z4	0	0	0	1	0
BS_ARBQDTT5	0	0	0	1	0
BS_ARE4EM81	0	0	0	1	0
BS_ARFQ1WG3	0	0	0	1	0
BS_ARSZZ15F	0	0	0	1	0
BS_ARW4NM3Z	0	0	0	1	0
BS_AS05QBHE	0	0	0	1	0
BS_AS4CJ75A	0	0	0	1	0
BS_ASJMZMN6	0	0	0	1	0
BS_ASXY97FK	0	0	0	1	0
BS_ATYBFKWJ	0	0	0	1	0
BS_AVS4DSZW	0	0	0	1	0
BS_AVYNZHSB	0	0	0	1	0
BS_AWDQEKK1	0	0	0	1	0
BS_AWH9757B	0	0	0	1	0
BS_AWRNMZAY	0	0	0	1	0
BS_AWV1EDYB	0	0	0	1	0
BS_AXM96K20	0	0	0	1	0
BS_AXW0XBH8	0	0	0	1	0
BS_AYFJ1B57	0	0	0	1	0
BS_AYPBAHJ6	0	0	0	1	0
BS_AZG06JFG	0	0	0	1	0
BS_AZN38B7V	0	0	0	1	0
BS_B0M7XY0G	0	0	0	1	0
BS_B0SVFK4P	0	0	0	1	0
BS_B1C6GZ84	0	0	0	1	0
BS_B1HVNV0T	0	0	0	1	0
BS_B1X2SB4P	0	0	0	1	0
BS_B24PKKQB	0	0	0	1	0
BS_B2AFNXS1	0	0	0	1	0
BS_B3M5SGPA	0	0	0	1	0
BS_B3RH9V17	0	0	0	1	0
BS_B3WREYSV	0	0	0	1	0
BS_B4DY7ET3	0	0	0	1	0
BS_B4P1NP87	0	0	0	1	0
BS_B53Z0T1Q	0	0	0	1	0
BS_B558FJXC	0	0	0	1	0
BS_B5Z2XV03	0	0	0	1	0
BS_B61168DE	0	0	0	1	0
BS_B6H61NPY	0	0	0	1	0
BS_B6K0N6HS	0	0	0	1	0
BS_B6KCJF2B	0	0	0	1	0
BS_B6M763JS	0	0	0	1	0
BS_B73JK7T1	0	0	0	1	0
BS_B741RZY9	0	0	0	1	0
BS_B7GEH89C	0	0	0	1	0
BS_B7QS4DHK	0	0	0	1	0
BS_B7SMC7HM	0	0	0	1	0
BS_B7X8VXQ3	0	0	1	0	0
BS_B8T7M0WV	0	0	0	1	0
BS_B900YTMN	0	0	0	1	0
BS_B91XGSA5	0	0	0	1	0
BS_B94G701Q	0	0	0	1	0
BS_B9QP40ER	0	0	0	1	0
BS_B9V8RGTA	0	0	0	1	0
BS_BA0M71QZ	0	0	0	1	0
BS_BA6AZWB3	0	0	0	1	0
BS_BAVWP5JG	0	0	0	1	0
BS_BB0YW800	0	0	0	1	0
BS_BBCM52QE	0	0	0	1	0
BS_BBHFKBE7	0	0	0	1	0
BS_BBTT7DH4	0	0	0	1	0
BS_BC936YNZ	0	0	0	1	0
BS_BD4RQ1G0	0	0	0	1	0
BS_BE3DW3RB	0	0	0	1	0
BS_BFDEZK1C	0	0	0	1	0
BS_BFK70293	0	0	0	1	0
BS_BG996C4D	0	0	0	1	0
BS_BGW6PHHK	0	0	0	1	0
BS_BHR08WGW	0	0	0	1	0
BS_BJDNWMJH	0	0	0	1	0
BS_BKCPNFZ5	0	0	0	1	0
BS_BKQZ550R	0	0	0	1	0
BS_BKR4E30C	0	0	0	1	0
BS_BM95DGCQ	0	0	0	1	0
BS_BMHYK93N	0	0	0	1	0
BS_BMMY0H73	0	0	0	1	0
BS_BN986DF6	0	0	1	0	0
BS_BNFCXVYZ	0	0	0	1	0
BS_BPDT230W	0	0	0	1	0
BS_BPSTSCBJ	0	0	1	0	0
BS_BPWEFR89	0	0	0	1	0
BS_BQ81D2BP	0	0	0	1	0
BS_BQWMQM2Y	0	0	0	1	0
BS_BR1X3R68	0	0	0	1	0
BS_BS5X4H0Y	0	0	0	1	0
BS_BSM3ZHW4	0	0	0	1	0
BS_BSV07M7Z	0	0	0	1	0
BS_BT4WRQCA	0	0	0	1	0
BS_BVD7PWP5	0	0	0	1	0
BS_BVRH3WGW	0	0	0	1	0
BS_BVSW4GTG	0	0	0	1	0
BS_BWBDH9GM	0	0	0	1	0
BS_BWZTMWTM	0	0	0	1	0
BS_BX8AR74E	0	0	0	1	0
BS_BXTHPE56	0	0	0	1	0
BS_BXXJ9P8C	0	0	0	1	0
BS_BYA3D12Q	0	0	0	1	0
BS_BYCX6VK1	0	0	0	1	0
BS_BYJDRXMK	0	0	0	1	0
BS_BZ4GKDP4	0	0	0	1	0
BS_BZ7FK347	0	0	0	1	0
BS_BZWM455T	0	0	0	1	0
BS_C05FKR8X	1	0	0	0	0
BS_C0XFDP38	0	0	0	1	0
BS_C0YDDQKB	0	0	0	1	0
BS_C19DFVR5	0	0	0	1	0
BS_C1RRDNF5	0	0	0	1	0
BS_C2AV5D4A	0	0	0	1	0
BS_C2NH5FDT	0	0	0	1	0
BS_C3KDA5ZC	0	0	0	1	0
BS_C3P5BC92	0	0	0	1	0
BS_C3X4AEK5	0	0	0	1	0
BS_C41DJZ1F	0	0	0	1	0
BS_C4BTBM7G	0	0	0	1	0
BS_C51RB0YR	0	0	0	1	0
BS_C524TC33	0	0	0	1	0
BS_C5RDMCCS	0	0	0	1	0
BS_C6GBYR17	0	0	0	1	0
BS_C6NB914B	0	0	0	1	0
BS_C6SKJG3N	0	0	1	0	0
BS_C6ZZ3FY5	0	0	0	1	0
BS_C75Y7S77	0	0	0	1	0
BS_C7A2TYAC	0	0	1	0	0
BS_C7M1W9D1	0	0	0	1	0
BS_C7N3J4NW	0	0	0	1	0
BS_C80S5N37	0	0	0	1	0
BS_C83TK159	0	0	0	1	0
BS_C8EYP5BV	0	0	0	1	0
BS_C8FMN2ZR	0	0	0	1	0
BS_C9A3X8GK	0	0	0	1	0
BS_C9TNGEA0	0	0	0	1	0
BS_CB6VK7PB	0	0	1	0	0
BS_CBMAWSAR	0	0	0	1	0
BS_CBVA073E	0	0	0	1	0
BS_CCZZ0NQF	0	0	0	1	0
BS_CDKC1E2B	0	0	0	1	0
BS_CEPD6BKP	0	0	0	1	0
BS_CEZVJC67	0	0	0	1	0
BS_CFEWVDG1	0	0	0	1	0
BS_CFPWSZB5	0	0	0	1	0
BS_CGB2WS2A	0	0	1	0	0
BS_CGCNC41M	0	0	0	1	0
BS_CGXTFM67	0	0	0	1	0
BS_CHAFNK64	0	0	0	1	0
BS_CHDGRYHJ	0	0	0	1	0
BS_CJFTT8ZC	0	0	0	1	0
BS_CK7CPM73	0	0	0	1	0
BS_CKWQKB3A	0	0	0	1	0
BS_CKY2TTXG	0	0	0	1	0
BS_CMDFBW42	0	0	0	1	0
BS_CN7PB0DN	0	0	0	1	0
BS_CP435MAC	0	0	0	1	0
BS_CPYV7AHD	0	0	0	1	0
BS_CPZZR2R7	0	0	0	1	0
BS_CQ8C6X4X	0	0	0	1	0
BS_CQEETJ66	0	0	0	1	0
BS_CQSAJ7BF	0	0	0	1	0
BS_CREQ97QC	0	0	0	1	0
BS_CRKBDAYZ	0	0	0	1	0
BS_CS170P7T	0	0	0	1	0
BS_CS66RYDA	0	0	0	1	0
BS_CSY11X7E	0	0	0	1	0
BS_CTEM6SYF	0	0	0	1	0
BS_CTQ82WX9	0	0	0	1	0
BS_CTR5X93B	0	0	0	1	0
BS_CVGFNCBJ	0	0	0	1	0
BS_CW6NWAWQ	0	0	0	1	0
BS_CW9QV8AG	0	0	0	1	0
BS_CWCDM1BZ	0	0	0	1	0
BS_CWMK1Y3Y	0	0	0	1	0
BS_CWQ35N2K	0	0	0	1	0
BS_CX6KACX6	0	0	0	1	0
BS_CX6SQF8T	0	0	0	1	0
BS_CXCKHP3Z	0	0	0	1	0
BS_CXDKK6KS	0	0	0	1	0
BS_CXN0498B	0	0	0	1	0
BS_CXVGG342	0	0	0	1	0
BS_CXVJK2FY	1	0	0	0	0
BS_CYEY58NY	0	0	0	1	0
BS_CYKA9DP6	0	0	0	1	0
BS_CYM7BP13	0	0	0	1	0
BS_CZ3ER8DY	1	0	0	0	0
BS_CZ3NA7KV	0	0	0	1	0
BS_CZ82ANWP	0	0	0	1	0
BS_CZGNQ9KQ	0	0	0	1	0
BS_CZRA594T	0	0	0	1	0
BS_D09VWF8H	0	0	0	1	0
BS_D0BGESQF	0	0	0	1	0
BS_D0RDN4K5	0	0	0	1	0
BS_D144EJRQ	0	0	0	1	0
BS_D29RPBSZ	0	0	0	1	0
BS_D2BZ25FW	0	0	0	1	0
BS_D2K9C7XR	0	0	0	1	0
BS_D368BNRD	0	0	0	1	0
BS_D3KVGMRJ	0	0	0	1	0
BS_D3VQDD5A	0	0	0	1	0
BS_D3XVXF05	0	0	0	1	0
BS_D3YBV7KB	0	0	0	1	0
BS_D3ZV6MMY	0	0	0	1	0
BS_D48QXYW6	0	0	0	1	0
BS_D4K3JN7S	0	0	0	1	0
BS_D4PJYHZ2	0	0	0	1	0
BS_D4X1QMG0	0	0	0	1	0
BS_D4YJXS6R	0	0	0	1	0
BS_D59VEERR	0	0	0	1	0
BS_D5NQV7N5	0	0	0	1	0
BS_D5P6EZ1M	0	0	0	1	0
BS_D64Q07W9	0	0	0	1	0
BS_D6STCMQS	0	0	0	1	0
BS_D6XHKZDZ	0	0	0	1	0
BS_D70Z2E3A	0	0	0	1	0
BS_D7AKEXHJ	0	0	0	1	0
BS_D8N31T39	0	0	0	1	0
BS_D9FXAR11	0	0	0	1	0
BS_D9GEXXHX	0	0	0	1	0
BS_DAEM3WRX	0	0	0	1	0
BS_DBDXCXT5	0	0	0	1	0
BS_DBEX7AG2	0	0	0	1	0
BS_DC5JYYPA	0	0	0	1	0
BS_DC7XYYG8	0	0	0	1	0
BS_DCEAZ94R	0	0	0	1	0
BS_DDH5HKJK	0	0	0	1	0
BS_DE26D072	0	0	0	1	0
BS_DEHJF4C7	0	0	0	1	0
BS_DF6YZT8Y	0	0	0	1	0
BS_DF9MHMCK	0	0	0	1	0
BS_DFGS950G	0	0	0	1	0
BS_DFWFBYSN	0	0	0	1	0
BS_DGG7YE8R	0	0	0	1	0
BS_DGTPWJ59	0	0	0	1	0
BS_DH86PF5A	0	0	0	1	0
BS_DH8Z9WDK	0	0	0	1	0
BS_DHA5FMVW	0	0	0	1	0
BS_DHHCTYYW	0	0	0	1	0
BS_DHRJC5NK	0	0	0	1	0
BS_DJ7XB1DM	0	0	0	1	0
BS_DJAEYCW8	0	0	0	1	0
BS_DJEVCH34	0	0	0	1	0
BS_DKKJWR3M	0	0	0	1	0
BS_DKTB5YDM	0	0	0	1	0
BS_DMBNB0EP	0	0	0	1	0
BS_DMD12ZRF	0	0	0	1	0
BS_DMP1BV1H	0	0	0	1	0
BS_DMZP9G1H	0	0	0	1	0
BS_DNRQ0EN0	0	0	0	1	0
BS_DNS7HB2K	0	0	0	1	0
BS_DP925FZV	0	0	0	1	0
BS_DPF1CX0G	0	0	1	0	0
BS_DRD9QXR5	0	0	0	1	0
BS_DRNNKZYE	0	0	0	1	0
BS_DRY58DTF	0	0	0	1	0
BS_DS438CXE	0	0	0	1	0
BS_DSPH005J	0	0	0	1	0
BS_DSS3S5XD	0	0	1	0	0
BS_DT92H1MJ	0	0	0	1	0
BS_DTYN7DX6	0	0	0	1	0
BS_DV86M0Y7	0	0	1	0	0
BS_DVCQ8XDZ	0	0	0	1	0
BS_DVDT4VXQ	0	0	0	1	0
BS_DVQYQSVW	0	0	0	1	0
BS_DW1CYEXP	0	0	0	1	0
BS_DW6P4EXB	0	0	0	1	0
BS_DY88N5ZT	0	0	0	1	0
BS_DY9NTFQR	0	0	0	1	0
BS_E054DFJN	0	0	0	1	0
BS_E0AAK0V0	0	0	0	1	0
BS_E0H9DHVX	0	0	0	1	0
BS_E0N3PTPN	0	0	0	1	0
BS_E0S2Y0TS	0	0	0	1	0
BS_E1CGF3KV	0	0	0	1	0
BS_E1EPMTD5	0	0	0	1	0
BS_E1SWA20C	0	0	0	1	0
BS_E1VJCEWB	0	0	0	1	0
BS_E2RXQ3JW	0	0	0	1	0
BS_E2Z940S4	0	0	0	1	0
BS_E3BAT4C1	0	0	0	1	0
BS_E3EJHXQV	0	0	0	1	0
BS_E42SSQGJ	0	0	0	1	0
BS_E45WEXMB	0	0	0	1	0
BS_E4F1D721	0	0	0	1	0
BS_E4GC9EXR	0	0	0	1	0
BS_E4QK839R	0	0	0	1	0
BS_E4SBS246	0	0	0	1	0
BS_E5B2YZJH	0	0	0	1	0
BS_E5H6CFYT	0	0	0	1	0
BS_E5RKHG41	0	0	0	1	0
BS_E60JZ9Z3	0	0	0	1	0
BS_E7HEQZ1K	0	0	0	1	0
BS_E7JTAP8Y	0	0	0	1	0
BS_E8MC6R2K	0	0	0	1	0
BS_E8SJ36A6	0	0	0	1	0
BS_E94QRJDW	0	0	0	1	0
BS_E951SZ7T	0	0	0	1	0
BS_E9ATGWME	0	0	0	1	0
BS_E9M7TDB6	0	0	0	1	0
BS_EBBQ7GD2	0	0	0	1	0
BS_EBMCTR80	0	0	0	1	0
BS_ECMB9SWH	0	0	0	1	0
BS_EDCQ4M0R	0	0	0	1	0
BS_EDZCAHR2	0	0	0	1	0
BS_EE73VE7V	0	0	0	1	0
BS_EE7684YB	0	0	0	1	0
BS_EF775B3K	0	0	0	1	0
BS_EFBBP9H3	0	0	0	1	0
BS_EFE4YEK3	0	0	0	1	0
BS_EFEZB0ZH	0	0	1	0	0
BS_EFTRE3J4	0	0	0	1	0
BS_EH43PB49	0	0	0	1	0
BS_EHBH0NYX	0	0	0	1	0
BS_EHVYJAVA	0	0	0	1	0
BS_EJ1H9PZY	0	0	0	1	0
BS_EJ9JKM1C	0	0	0	1	0
BS_EJV0N3BX	0	0	0	1	0
BS_EK5PCKY0	0	0	0	1	0
BS_EK6AB5ZC	0	0	0	1	0
BS_EKR4NSNW	0	0	0	1	0
BS_EM6VE8JM	0	0	0	1	0
BS_EM975DQ6	0	0	0	1	0
BS_EMMF4PZX	0	0	0	1	0
BS_EMYET8F4	0	0	0	1	0
BS_EN2VK7NY	0	0	0	1	0
BS_ENKG5GF3	0	0	0	1	0
