samples	experimental_strategy	genome_size	breaks_count	breaks_density
BS_EP25TTAG	WGS	2719487222	1266	0.4655289386022347
BS_EPM623G4	WGS	2719487222	732	0.26916839104015466
BS_EQE19CB0	WGS	2719487222	466	0.17135583364031706
BS_ERFMPQN3	WGS	2719487222	544	0.20003771137410403
BS_EXTEGB51	WGS	2719487222	328	0.12061097303438625
BS_F0GNWEJJ	WGS	2719487222	618	0.2272487235830814
BS_F1B71HTZ	WGS	2719487222	556	0.20445030794853278
BS_F48RA7QF	WGS	2719487222	454	0.1669432370658883
BS_F4D169Q7	WGS	2719487222	380	0.1397322248569109
BS_F5641KTR	WGS	2719487222	432	0.15885347667943556
BS_F5V8CWXT	WGS	2719487222	342	0.1257590023712198
BS_F7KYPE79	WGS	2719487222	534	0.19636054756208005
BS_F8K4VQMF	WGS	2719487222	546	0.20077314413650882
BS_F8KR1QWE	WGS	2719487222	1110	0.40816518313466077
BS_F9ZTZ4YS	WGS	2719487222	244	0.0897227970133849
BS_FBP5NZNR	WGS	2719487222	262	0.09634169187502804
BS_FCXEAPJ1	WGS	2719487222	606	0.22283612700865266
BS_FF73TT6D	WGS	2719487222	542	0.19930227861169922
BS_FHE6Z73G	WGS	2719487222	372	0.13679049380729172
BS_FHFVCQ41	WGS	2719487222	176	0.06471808309162189
BS_FJEZ3ASV	WGS	2719487222	620	0.22798415634548622
BS_FK3B5SDH	WGS	2719487222	702	0.25813689960408276
BS_FKQ7F6D1	WGS	2719487222	870	0.3199132516460855
BS_FNF1TCSW	WGS	2719487222	318	0.11693380922236228
BS_FNM4BB83	WGS	2719487222	298	0.10957948159831433
BS_FQ2ZBMPA	WGS	2719487222	636	0.23386761844472456
BS_FSM39DXA	WGS	2719487222	312	0.1147275109351479
BS_FT95T4YP	WGS	2719487222	706	0.25960776512889233
BS_FVPMPMRJ	WGS	2719487222	452	0.1662078043034835
BS_FXDY881S	WGS	2719487222	640	0.23533848396953413
BS_G12HNXYX	WGS	2719487222	656	0.2412219460687725
BS_G16NM5WJ	WGS	2719487222	418	0.153705447342602
BS_G2016BE5	WGS	2719487222	298	0.10957948159831433
BS_G4EX0H98	WGS	2719487222	610	0.22430699253346223
BS_G9MQM1KK	WGS	2719487222	1258	0.46258720755261556
BS_GAA327FP	WGS	2719487222	636	0.23386761844472456
BS_GCQEB05M	WGS	2719487222	354	0.1301715989456486
BS_GDPZN3SD	WGS	2719487222	366	0.13458419552007733
BS_GFS9JEE6	WGS	2719487222	540	0.19856684584929443
BS_GKN0B47F	WGS	2719487222	792	0.29123137391229853
BS_GKPVZXYP	WGS	2719487222	654	0.2404865133063677
BS_GMQZNQH8	WGS	2719487222	386	0.14193852314412528
BS_GRECE8Q9	WGS	2719487222	726	0.2669620927529403
BS_GRS3T427	WGS	2719487222	268	0.09854799016224243
BS_GS9JCK55	WGS	2719487222	606	0.22283612700865266
BS_GTAJFTTR	WGS	2719487222	572	0.21033377004777115
BS_GWPJKM7G	WGS	2719487222	574	0.21106920281017594
BS_GXACEYKB	WGS	2719487222	242	0.0889873642509801
BS_H174820R	WGS	2719487222	174	0.0639826503292171
BS_H1K33JVK	WGS	2719487222	920	0.33829907070620535
BS_H1MNXNHB	WGS	2719487222	796	0.2927022394371081
BS_H2K7XX4X	WGS	2719487222	1108	0.407429750372256
BS_H50HR85Y	WGS	2719487222	470	0.17282669916512663
BS_H8E4K1DT	WGS	2719487222	346	0.12722986789602939
BS_H8MAKDRB	WGS	2719487222	516	0.1897416527004369
BS_H8NWA41N	WGS	2719487222	416	0.15297001458019718
BS_HBAKYKQM	WGS	2719487222	742	0.27284555485217865
BS_HC4T1EEP	WGS	2719487222	1490	0.5478974079915717
BS_HEJ72V3F	WGS	2719487222	554	0.203714875186128
BS_HGP0PV0D	WGS	2719487222	340	0.12502356960881503
