FusionName	file	type
CREB5--USP42	pancanfus.txt	TCGAFusion
CREBBP--ADCY9	pancanfus.txt	TCGAFusion
CREBBP--ATG10	pancanfus.txt	TCGAFusion
CREBBP--C16orf59	pancanfus.txt	TCGAFusion
CREBBP--CASKIN1	pancanfus.txt	TCGAFusion
CREBBP--GLYR1	pancanfus.txt	TCGAFusion
CREBBP--HCN1	pancanfus.txt	TCGAFusion
CREBBP--IFT140	pancanfus.txt	TCGAFusion
CREBBP--LUC7L	pancanfus.txt	TCGAFusion
CREBBP--NUBP1	pancanfus.txt	TCGAFusion
CREBBP--PRSS33	pancanfus.txt	TCGAFusion
CREBBP--RANBP3	pancanfus.txt	TCGAFusion
CREBBP--SRRM2	pancanfus.txt	TCGAFusion
CREBBP--WRAP53	pancanfus.txt	TCGAFusion
CREBL2--GPR19	pancanfus.txt	TCGAFusion
CRELD1--C3orf24	pancanfus.txt	TCGAFusion
CRHR1--CENPP	pancanfus.txt	TCGAFusion
CRHR1--SPOP	pancanfus.txt	TCGAFusion
CRIM1--AFF3	pancanfus.txt	TCGAFusion
CRIM1--EEF1B2	pancanfus.txt	TCGAFusion
CRIM1--HAAO	pancanfus.txt	TCGAFusion
CRIM1--TACR1	pancanfus.txt	TCGAFusion
CRIM1--TBC1D25	pancanfus.txt	TCGAFusion
CRIP1--AP1G2	pancanfus.txt	TCGAFusion
CRIP2--MTA1	pancanfus.txt	TCGAFusion
CRIPT--BIRC6	pancanfus.txt	TCGAFusion
CRISPLD1--LY96	pancanfus.txt	TCGAFusion
CRISPLD1--MSC	pancanfus.txt	TCGAFusion
CRISPLD2--MPZL2	pancanfus.txt	TCGAFusion
CRK--GTF2I	pancanfus.txt	TCGAFusion
CRK--STX8	pancanfus.txt	TCGAFusion
CRKL--GRAMD4	pancanfus.txt	TCGAFusion
CRKL--HPS4	pancanfus.txt	TCGAFusion
CRLF3--ATAD5	pancanfus.txt	TCGAFusion
CRLF3--CRHR1	pancanfus.txt	TCGAFusion
CRLS1--CDS2	pancanfus.txt	TCGAFusion
CRLS1--NFX1	pancanfus.txt	TCGAFusion
CRLS1--SEL1L2	pancanfus.txt	TCGAFusion
CRLS1--TRMT6	pancanfus.txt	TCGAFusion
CRP--DDX27	pancanfus.txt	TCGAFusion
CRTAC1--CCT5	pancanfus.txt	TCGAFusion
CRTC1--KCNN1	pancanfus.txt	TCGAFusion
CRTC1--KLHL26	pancanfus.txt	TCGAFusion
CRTC1--KLHL26	pancanfus.txt	TCGAFusion
CRTC1--LYPD4	pancanfus.txt	TCGAFusion
CRTC2--KIAA0907	pancanfus.txt	TCGAFusion
CRTC3--IQGAP1	pancanfus.txt	TCGAFusion
CRTC3--MESP2	pancanfus.txt	TCGAFusion
CRY1--HPSE2	pancanfus.txt	TCGAFusion
CRYBG3--IL20RB	pancanfus.txt	TCGAFusion
CRYL1--MLNR	pancanfus.txt	TCGAFusion
CRYM--XYLT1	pancanfus.txt	TCGAFusion
CS--DGKD	pancanfus.txt	TCGAFusion
CS--MUCL1	pancanfus.txt	TCGAFusion
CS--PRIM1	pancanfus.txt	TCGAFusion
CSAD--ITGB7	pancanfus.txt	TCGAFusion
CSAD--NPFF	pancanfus.txt	TCGAFusion
CSDA--MRPL42	pancanfus.txt	TCGAFusion
CSDA--TMEM8A	pancanfus.txt	TCGAFusion
CSDE1--DDX27	pancanfus.txt	TCGAFusion
CSE1L--ARFGEF2	pancanfus.txt	TCGAFusion
CSE1L--ARFGEF2	pancanfus.txt	TCGAFusion
CSE1L--ARFGEF2	pancanfus.txt	TCGAFusion
CSE1L--LETM2	pancanfus.txt	TCGAFusion
CSGALNACT1--TMEM150A	pancanfus.txt	TCGAFusion
CSGALNACT2--SLC16A9	pancanfus.txt	TCGAFusion
CSK--C15orf27	pancanfus.txt	TCGAFusion
CSMD1--C15orf41	pancanfus.txt	TCGAFusion
CSMD2--DNAH14	pancanfus.txt	TCGAFusion
CSMD2--FYB	pancanfus.txt	TCGAFusion
CSMD2--IFI44L	pancanfus.txt	TCGAFusion
CSMD2--TMEM222	pancanfus.txt	TCGAFusion
CSMD3--ADCY8	pancanfus.txt	TCGAFusion
CSMD3--RIMS2	pancanfus.txt	TCGAFusion
CSNK1A1--ARHGEF37	pancanfus.txt	TCGAFusion
CSNK1A1--SCGB3A2	pancanfus.txt	TCGAFusion
CSNK1D--ALDH3A2	pancanfus.txt	TCGAFusion
CSNK1D--ASPSCR1	pancanfus.txt	TCGAFusion
CSNK1D--GSDMA	pancanfus.txt	TCGAFusion
CSNK1D--SCPEP1	pancanfus.txt	TCGAFusion
CSNK1D--SECTM1	pancanfus.txt	TCGAFusion
CSNK1D--SECTM1	pancanfus.txt	TCGAFusion
CSNK1D--SECTM1	pancanfus.txt	TCGAFusion
CSNK1E--DMC1	pancanfus.txt	TCGAFusion
CSNK1E--DNAL4	pancanfus.txt	TCGAFusion
CSNK1E--KDELR3	pancanfus.txt	TCGAFusion
CSNK1E--MB	pancanfus.txt	TCGAFusion
CSNK1E--PHF5A	pancanfus.txt	TCGAFusion
CSNK1G1--MESP1	pancanfus.txt	TCGAFusion
CSNK1G2--PDE5A	pancanfus.txt	TCGAFusion
CSNK2B--CCT5	pancanfus.txt	TCGAFusion
CSNK2B--VARS	pancanfus.txt	TCGAFusion
CSPG4--MYO1D	pancanfus.txt	TCGAFusion
CSPP1--CLVS1	pancanfus.txt	TCGAFusion
CSPP1--CPA6	pancanfus.txt	TCGAFusion
CSPP1--LRRC67	pancanfus.txt	TCGAFusion
CSPP1--MAN1A2	pancanfus.txt	TCGAFusion
CSRP1--PALLD	pancanfus.txt	TCGAFusion
CST3--CCT5	pancanfus.txt	TCGAFusion
CSTA--CASR	pancanfus.txt	TCGAFusion
CSTF1--BLM	pancanfus.txt	TCGAFusion
CTAGE5--MIA2	pancanfus.txt	TCGAFusion
CTBP1--POLN	pancanfus.txt	TCGAFusion
CTBP2--ADAM12	pancanfus.txt	TCGAFusion
CTBP2--MGMT	pancanfus.txt	TCGAFusion
CTCF--CES2	pancanfus.txt	TCGAFusion
CTCF--E2F4	pancanfus.txt	TCGAFusion
CTCF--GFOD2	pancanfus.txt	TCGAFusion
CTCF--HSD11B2	pancanfus.txt	TCGAFusion
CTDP1--NFATC1	pancanfus.txt	TCGAFusion
CTDP1--NFATC1	pancanfus.txt	TCGAFusion
CTDP1--PQLC1	pancanfus.txt	TCGAFusion
CTDSP2--C12orf10	pancanfus.txt	TCGAFusion
CTDSP2--COL15A1	pancanfus.txt	TCGAFusion
CTDSP2--DCUN1D4	pancanfus.txt	TCGAFusion
CTDSP2--MDM2	pancanfus.txt	TCGAFusion
CTDSP2--TSPAN31	pancanfus.txt	TCGAFusion
CTDSPL--ITGA9	pancanfus.txt	TCGAFusion
CTDSPL--TMCC1	pancanfus.txt	TCGAFusion
CTDSPL--TNRC6B	pancanfus.txt	TCGAFusion
CTDSPL--WRN	pancanfus.txt	TCGAFusion
CTDSPL2--FBXO42	pancanfus.txt	TCGAFusion
CTF1--BCL7C	pancanfus.txt	TCGAFusion
CTNNA1--C5orf32	pancanfus.txt	TCGAFusion
CTNNA1--COTL1	pancanfus.txt	TCGAFusion
CTNNA1--EGR1	pancanfus.txt	TCGAFusion
CTNNA1--LARP1	pancanfus.txt	TCGAFusion
CTNNA1--REEP2	pancanfus.txt	TCGAFusion
CTNNA1--SLC38A9	pancanfus.txt	TCGAFusion
CTNNA1--WNT8A	pancanfus.txt	TCGAFusion
CTNNA2--REG3G	pancanfus.txt	TCGAFusion
CTNNA3--C14orf166B	pancanfus.txt	TCGAFusion
CTNNA3--LOH12CR1	pancanfus.txt	TCGAFusion
CTNNA3--SGMS1	pancanfus.txt	TCGAFusion
CTNNAL1--EPB41L4B	pancanfus.txt	TCGAFusion
CTNNB1--DOCK3	pancanfus.txt	TCGAFusion
CTNNB1--IGF2BP2	pancanfus.txt	TCGAFusion
CTNNB1--IQCE	pancanfus.txt	TCGAFusion
CTNNB1--SLC38A5	pancanfus.txt	TCGAFusion
CTNNB1--TCOF1	pancanfus.txt	TCGAFusion
CTNNB1--THRB	pancanfus.txt	TCGAFusion
CTNNBIP1--UBE4B	pancanfus.txt	TCGAFusion
CTNND1--BTBD18	pancanfus.txt	TCGAFusion
CTNND1--CLPB	pancanfus.txt	TCGAFusion
CTNND1--DDAH2	pancanfus.txt	TCGAFusion
CTNND1--DOCK8	pancanfus.txt	TCGAFusion
CTNND1--DTX4	pancanfus.txt	TCGAFusion
CTNND1--GYLTL1B	pancanfus.txt	TCGAFusion
CTNND1--PACS1	pancanfus.txt	TCGAFusion
CTNND1--SLC22A10	pancanfus.txt	TCGAFusion
CTNND1--TMX2	pancanfus.txt	TCGAFusion
CTNND1--TMX2	pancanfus.txt	TCGAFusion
CTNND1--ZDHHC5	pancanfus.txt	TCGAFusion
CTNND1--ZDHHC5	pancanfus.txt	TCGAFusion
CTNND1--ZNFX1	pancanfus.txt	TCGAFusion
CTNND2--DAP	pancanfus.txt	TCGAFusion
CTNND2--NRBP1	pancanfus.txt	TCGAFusion
CTNND2--P4HA2	pancanfus.txt	TCGAFusion
CTNND2--POLR1A	pancanfus.txt	TCGAFusion
CTNND2--PPARGC1B	pancanfus.txt	TCGAFusion
CTNS--OLFM2	pancanfus.txt	TCGAFusion
CTPS--ASB3	pancanfus.txt	TCGAFusion
CTPS--NFYC	pancanfus.txt	TCGAFusion
CTPS--NFYC	pancanfus.txt	TCGAFusion
CTPS2--RBBP7	pancanfus.txt	TCGAFusion
CTPS2--RGN	pancanfus.txt	TCGAFusion
CTSB--ARFGEF2	pancanfus.txt	TCGAFusion
CTSB--CBS	pancanfus.txt	TCGAFusion
CTSB--EIF4A2	pancanfus.txt	TCGAFusion
CTSB--EIF4A2	pancanfus.txt	TCGAFusion
CTSB--EIF4A2	pancanfus.txt	TCGAFusion
CTSB--FAR1	pancanfus.txt	TCGAFusion
CTSB--FOXP1	pancanfus.txt	TCGAFusion
CTSB--PLAT	pancanfus.txt	TCGAFusion
CTSB--TMEM173	pancanfus.txt	TCGAFusion
CTSD--ARFGEF2	pancanfus.txt	TCGAFusion
CTSD--EEA1	pancanfus.txt	TCGAFusion
CTSF--RANBP3	pancanfus.txt	TCGAFusion
CTSH--RASGRF1	pancanfus.txt	TCGAFusion
CTSH--RASGRF1	pancanfus.txt	TCGAFusion
CTSO--NAA15	pancanfus.txt	TCGAFusion
CTSS--TDRD10	pancanfus.txt	TCGAFusion
CTSW--FIBP	pancanfus.txt	TCGAFusion
CTTN--CBS	pancanfus.txt	TCGAFusion
CTTN--CLASP2	pancanfus.txt	TCGAFusion
CTTN--DSG1	pancanfus.txt	TCGAFusion
CTTN--FOLR1	pancanfus.txt	TCGAFusion
CTTN--FOLR1	pancanfus.txt	TCGAFusion
CTTN--KIRREL3	pancanfus.txt	TCGAFusion
CTTN--PLEKHA5	pancanfus.txt	TCGAFusion
CTTN--PPFIA1	pancanfus.txt	TCGAFusion
CTTN--PSME2	pancanfus.txt	TCGAFusion
CTTN--SHANK2	pancanfus.txt	TCGAFusion
CTTNBP2NL--SUCLA2	pancanfus.txt	TCGAFusion
CTU1--TMEM143	pancanfus.txt	TCGAFusion
CTU2--ZC3H18	pancanfus.txt	TCGAFusion
CUEDC1--COPZ2	pancanfus.txt	TCGAFusion
CUEDC1--LRP8	pancanfus.txt	TCGAFusion
CUEDC2--ARL3	pancanfus.txt	TCGAFusion
CUEDC2--POLR3A	pancanfus.txt	TCGAFusion
CUL1--GIMAP5	pancanfus.txt	TCGAFusion
CUL1--MUT	pancanfus.txt	TCGAFusion
CUL2--CYP2C18	pancanfus.txt	TCGAFusion
CUL2--RB1CC1	pancanfus.txt	TCGAFusion
CUL3--IRS1	pancanfus.txt	TCGAFusion
CUL3--SPAG16	pancanfus.txt	TCGAFusion
CUL4A--SUPT16H	pancanfus.txt	TCGAFusion
CUL4B--DAPK2	pancanfus.txt	TCGAFusion
CUL5--OPCML	pancanfus.txt	TCGAFusion
CUL5--RAB39	pancanfus.txt	TCGAFusion
CUL5--SHANK2	pancanfus.txt	TCGAFusion
CUL9--KIF6	pancanfus.txt	TCGAFusion
CUTC--C19orf57	pancanfus.txt	TCGAFusion
CUX1--AHCYL2	pancanfus.txt	TCGAFusion
CUX1--BRAF	pancanfus.txt	TCGAFusion
CUX1--CDK14	pancanfus.txt	TCGAFusion
CUX1--CLCN3	pancanfus.txt	TCGAFusion
CUX1--EHBP1L1	pancanfus.txt	TCGAFusion
CUX1--EMID2	pancanfus.txt	TCGAFusion
CUX1--POP7	pancanfus.txt	TCGAFusion
CUX1--THSD7A	pancanfus.txt	TCGAFusion
CUX1--YEATS2	pancanfus.txt	TCGAFusion
CUX2--CABP1	pancanfus.txt	TCGAFusion
CUX2--IFT81	pancanfus.txt	TCGAFusion
CWC25--B4GALNT2	pancanfus.txt	TCGAFusion
CWC25--B4GALNT2	pancanfus.txt	TCGAFusion
CWC25--C17orf98	pancanfus.txt	TCGAFusion
CWC25--FAM134C	pancanfus.txt	TCGAFusion
CWC25--JUP	pancanfus.txt	TCGAFusion
CWC25--LASP1	pancanfus.txt	TCGAFusion
CWC25--MED24	pancanfus.txt	TCGAFusion
CWC25--PRKAR1A	pancanfus.txt	TCGAFusion
CWC25--SLC35B1	pancanfus.txt	TCGAFusion
CWC27--PPAP2A	pancanfus.txt	TCGAFusion
CWF19L1--HSPA12A	pancanfus.txt	TCGAFusion
CWF19L2--AMICA1	pancanfus.txt	TCGAFusion
CWF19L2--SLN	pancanfus.txt	TCGAFusion
CXADR--APP	pancanfus.txt	TCGAFusion
CXADR--HERC1	pancanfus.txt	TCGAFusion
CXADR--MTCP1NB	pancanfus.txt	TCGAFusion
CXCL13--UTRN	pancanfus.txt	TCGAFusion
CXCL14--C7	pancanfus.txt	TCGAFusion
CXCL14--SUPT16H	pancanfus.txt	TCGAFusion
CXCL16--TEKT1	pancanfus.txt	TCGAFusion
CXCR4--CFLAR	pancanfus.txt	TCGAFusion
CXorf59--CXorf22	pancanfus.txt	TCGAFusion
CYB561--GNA13	pancanfus.txt	TCGAFusion
CYB561--SQSTM1	pancanfus.txt	TCGAFusion
CYB561--USP32	pancanfus.txt	TCGAFusion
CYB561--XBP1	pancanfus.txt	TCGAFusion
CYB561D2--ERC2	pancanfus.txt	TCGAFusion
CYB561D2--RBM6	pancanfus.txt	TCGAFusion
CYB5A--DCC	pancanfus.txt	TCGAFusion
CYB5R4--CNTN6	pancanfus.txt	TCGAFusion
CYB5R4--FNDC1	pancanfus.txt	TCGAFusion
CYB5R4--RIPPLY2	pancanfus.txt	TCGAFusion
CYB5R4--UBE2CBP	pancanfus.txt	TCGAFusion
CYFIP1--ACACA	pancanfus.txt	TCGAFusion
CYFIP1--TUBGCP5	pancanfus.txt	TCGAFusion
CYFIP1--ZNFX1	pancanfus.txt	TCGAFusion
CYLD--FAM49B	pancanfus.txt	TCGAFusion
CYP20A1--C18orf34	pancanfus.txt	TCGAFusion
CYP27A1--STK36	pancanfus.txt	TCGAFusion
CYP2C18--HELLS	pancanfus.txt	TCGAFusion
CYP2C18--HELLS	pancanfus.txt	TCGAFusion
CYP2C19--TBC1D12	pancanfus.txt	TCGAFusion
CYP2C9--APOH	pancanfus.txt	TCGAFusion
CYP39A1--FGGY	pancanfus.txt	TCGAFusion
CYP39A1--LEMD2	pancanfus.txt	TCGAFusion
CYP39A1--VPS33A	pancanfus.txt	TCGAFusion
CYP4F12--PTGER1	pancanfus.txt	TCGAFusion
CYP4Z1--THOC4	pancanfus.txt	TCGAFusion
CYP51A1--ANKIB1	pancanfus.txt	TCGAFusion
CYP7B1--EPS15	pancanfus.txt	TCGAFusion
CYP7B1--SULF1	pancanfus.txt	TCGAFusion
CYTH1--KCNJ4	pancanfus.txt	TCGAFusion
CYTH1--KSR1	pancanfus.txt	TCGAFusion
CYTH1--MACROD1	pancanfus.txt	TCGAFusion
CYTH1--MRC2	pancanfus.txt	TCGAFusion
CYTH1--USP36	pancanfus.txt	TCGAFusion
CYTH3--C7orf70	pancanfus.txt	TCGAFusion
CYTH3--GRID1	pancanfus.txt	TCGAFusion
CYTH3--SPATA18	pancanfus.txt	TCGAFusion
CYTIP--MGAT5	pancanfus.txt	TCGAFusion
D2HGDH--CUL3	pancanfus.txt	TCGAFusion
DAAM1--C12orf10	pancanfus.txt	TCGAFusion
DAAM1--HS6ST3	pancanfus.txt	TCGAFusion
DAAM1--MNAT1	pancanfus.txt	TCGAFusion
DAAM1--PRKCH	pancanfus.txt	TCGAFusion
DAB1--C12orf63	pancanfus.txt	TCGAFusion
DAB1--DRAM1	pancanfus.txt	TCGAFusion
DAB1--OMA1	pancanfus.txt	TCGAFusion
DAB1--TTC22	pancanfus.txt	TCGAFusion
DAB2--ARSB	pancanfus.txt	TCGAFusion
DAB2--COL4A3BP	pancanfus.txt	TCGAFusion
DAB2--FASTKD3	pancanfus.txt	TCGAFusion
DAB2--OXCT1	pancanfus.txt	TCGAFusion
DAB2IP--HTN3	pancanfus.txt	TCGAFusion
DAB2IP--SLC44A4	pancanfus.txt	TCGAFusion
DACH1--KLF12	pancanfus.txt	TCGAFusion
DACH1--TNFSF11	pancanfus.txt	TCGAFusion
DAG1--LARS2	pancanfus.txt	TCGAFusion
DAGLA--MS4A10	pancanfus.txt	TCGAFusion
DAK--TMEM109	pancanfus.txt	TCGAFusion
DALRD3--IMPDH2	pancanfus.txt	TCGAFusion
DAP--CTNND2	pancanfus.txt	TCGAFusion
DAP--RGL2	pancanfus.txt	TCGAFusion
DAP--SEMA5A	pancanfus.txt	TCGAFusion
DAP--SEMA5A	pancanfus.txt	TCGAFusion
DAP--SNX9	pancanfus.txt	TCGAFusion
DAP3--RPRD2	pancanfus.txt	TCGAFusion
DAP3--TIPRL	pancanfus.txt	TCGAFusion
DAPK1--AGTPBP1	pancanfus.txt	TCGAFusion
DAPK1--GRIN2D	pancanfus.txt	TCGAFusion
DAPK2--FAM96A	pancanfus.txt	TCGAFusion
DAPK2--FAM96A	pancanfus.txt	TCGAFusion
DAPP1--COL4A3	pancanfus.txt	TCGAFusion
DAPP1--SLC4A4	pancanfus.txt	TCGAFusion
DARS--MGAT5	pancanfus.txt	TCGAFusion
DARS--THSD7B	pancanfus.txt	TCGAFusion
DAZAP1--SBNO2	pancanfus.txt	TCGAFusion
DAZAP1--ZNF226	pancanfus.txt	TCGAFusion
DBF4B--DYNC2H1	pancanfus.txt	TCGAFusion
DBNL--EEA1	pancanfus.txt	TCGAFusion
DBP--CA11	pancanfus.txt	TCGAFusion
DCAF10--PAX5	pancanfus.txt	TCGAFusion
DCAF15--C19orf57	pancanfus.txt	TCGAFusion
DCAF15--CEBPG	pancanfus.txt	TCGAFusion
DCAF4--IFT140	pancanfus.txt	TCGAFusion
DCAF5--C14orf148	pancanfus.txt	TCGAFusion
DCAF5--C14orf39	pancanfus.txt	TCGAFusion
DCAF5--ERH	pancanfus.txt	TCGAFusion
DCAF5--MYO1D	pancanfus.txt	TCGAFusion
DCAF5--PTK2B	pancanfus.txt	TCGAFusion
DCAF5--RAB5B	pancanfus.txt	TCGAFusion
DCAF6--BCAS3	pancanfus.txt	TCGAFusion
DCAF6--HMCN1	pancanfus.txt	TCGAFusion
DCAF6--MPZL1	pancanfus.txt	TCGAFusion
DCAF6--MPZL1	pancanfus.txt	TCGAFusion
DCAF6--YEATS4	pancanfus.txt	TCGAFusion
DCAF8--AIG1	pancanfus.txt	TCGAFusion
DCAF8--ETV3	pancanfus.txt	TCGAFusion
DCAF8--FCRLA	pancanfus.txt	TCGAFusion
DCAF8--NME7	pancanfus.txt	TCGAFusion
DCAKD--ADAMTS7	pancanfus.txt	TCGAFusion
DCAKD--MAP3K14	pancanfus.txt	TCGAFusion
DCAKD--PLCD3	pancanfus.txt	TCGAFusion
DCAKD--SMAP1	pancanfus.txt	TCGAFusion
DCBLD1--CCT2	pancanfus.txt	TCGAFusion
DCBLD2--ABI3BP	pancanfus.txt	TCGAFusion
DCBLD2--KALRN	pancanfus.txt	TCGAFusion
DCBLD2--ST3GAL6	pancanfus.txt	TCGAFusion
DCHS2--C22orf45	pancanfus.txt	TCGAFusion
DCHS2--C4orf32	pancanfus.txt	TCGAFusion
DCHS2--FGG	pancanfus.txt	TCGAFusion
DCK--GRSF1	pancanfus.txt	TCGAFusion
DCLK1--CLDN10	pancanfus.txt	TCGAFusion
DCLK2--LRBA	pancanfus.txt	TCGAFusion
DCLK2--UST	pancanfus.txt	TCGAFusion
DCLRE1B--DNAJB4	pancanfus.txt	TCGAFusion
DCP2--C8orf34	pancanfus.txt	TCGAFusion
DCP2--IL17B	pancanfus.txt	TCGAFusion
DCPS--TIRAP	pancanfus.txt	TCGAFusion
DCTD--ECE2	pancanfus.txt	TCGAFusion
DCTN1--C2orf65	pancanfus.txt	TCGAFusion
DCTN1--WDR54	pancanfus.txt	TCGAFusion
DCTN2--DDX23	pancanfus.txt	TCGAFusion
DCTN2--DENND3	pancanfus.txt	TCGAFusion
DCTN2--EEA1	pancanfus.txt	TCGAFusion
DCTN2--SRGAP1	pancanfus.txt	TCGAFusion
DCUN1D1--CCDC50	pancanfus.txt	TCGAFusion
DCUN1D2--ATP11A	pancanfus.txt	TCGAFusion
DCUN1D3--TMEM159	pancanfus.txt	TCGAFusion
DCUN1D4--IKZF1	pancanfus.txt	TCGAFusion
DCUN1D4--PTPRT	pancanfus.txt	TCGAFusion
DCUN1D4--SGCB	pancanfus.txt	TCGAFusion
DCUN1D4--USP46	pancanfus.txt	TCGAFusion
DCX--PASD1	pancanfus.txt	TCGAFusion
DDA1--MYO9B	pancanfus.txt	TCGAFusion
DDA1--MYO9B	pancanfus.txt	TCGAFusion
DDAH1--WDR63	pancanfus.txt	TCGAFusion
DDAH1--ZNHIT6	pancanfus.txt	TCGAFusion
DDAH2--SLC44A4	pancanfus.txt	TCGAFusion
DDB1--C11orf10	pancanfus.txt	TCGAFusion
DDB1--CPSF7	pancanfus.txt	TCGAFusion
DDB1--CPSF7	pancanfus.txt	TCGAFusion
DDB1--SDHA	pancanfus.txt	TCGAFusion
DDB1--STX3	pancanfus.txt	TCGAFusion
DDHD2--PPAPDC1B	pancanfus.txt	TCGAFusion
DDI2--C4BPB	pancanfus.txt	TCGAFusion
DDI2--MTOR	pancanfus.txt	TCGAFusion
DDIT3--GLI1	pancanfus.txt	TCGAFusion
DDIT4--EIF2AK2	pancanfus.txt	TCGAFusion
DDR1--PAK1	pancanfus.txt	TCGAFusion
DDR2--CHD1L	pancanfus.txt	TCGAFusion
DDR2--FMO4	pancanfus.txt	TCGAFusion
DDX10--ARNTL	pancanfus.txt	TCGAFusion
DDX17--ARFGEF2	pancanfus.txt	TCGAFusion
DDX17--CPT1B	pancanfus.txt	TCGAFusion
DDX17--DMC1	pancanfus.txt	TCGAFusion
DDX17--EIF2AK2	pancanfus.txt	TCGAFusion
DDX17--ENTHD1	pancanfus.txt	TCGAFusion
DDX19A--ABCC11	pancanfus.txt	TCGAFusion
DDX19A--CIRH1A	pancanfus.txt	TCGAFusion
DDX19B--KCTD19	pancanfus.txt	TCGAFusion
DDX19B--ST3GAL2	pancanfus.txt	TCGAFusion
DDX20--TBX15	pancanfus.txt	TCGAFusion
DDX23--ARF3	pancanfus.txt	TCGAFusion
DDX23--NMNAT2	pancanfus.txt	TCGAFusion
DDX23--RND1	pancanfus.txt	TCGAFusion
DDX23--RND1	pancanfus.txt	TCGAFusion
DDX42--BRIP1	pancanfus.txt	TCGAFusion
DDX42--DCAF7	pancanfus.txt	TCGAFusion
DDX42--RPS6KB1	pancanfus.txt	TCGAFusion
DDX46--CDC25C	pancanfus.txt	TCGAFusion
DDX46--SEC24A	pancanfus.txt	TCGAFusion
DDX47--CREBL2	pancanfus.txt	TCGAFusion
DDX5--PFKP	pancanfus.txt	TCGAFusion
DDX52--SSH2	pancanfus.txt	TCGAFusion
DDX52--STAT5B	pancanfus.txt	TCGAFusion
DDX52--TMIGD1	pancanfus.txt	TCGAFusion
DDX54--IQCD	pancanfus.txt	TCGAFusion
DDX58--PRSS3	pancanfus.txt	TCGAFusion
DDX6--ALK	pancanfus.txt	TCGAFusion
DDX6--FOXR1	pancanfus.txt	TCGAFusion
DDX6--TSPAN18	pancanfus.txt	TCGAFusion
DDX60L--CPE	pancanfus.txt	TCGAFusion
DDX60L--DSCAM	pancanfus.txt	TCGAFusion
DEAF1--CHID1	pancanfus.txt	TCGAFusion
DEAF1--PDDC1	pancanfus.txt	TCGAFusion
DEAF1--TMEM80	pancanfus.txt	TCGAFusion
DECR1--STAU2	pancanfus.txt	TCGAFusion
DEF8--FBXO31	pancanfus.txt	TCGAFusion
DEK--KIF25	pancanfus.txt	TCGAFusion
DEK--NUP210L	pancanfus.txt	TCGAFusion
DEM1--MTF1	pancanfus.txt	TCGAFusion
DENND1A--ASTN2	pancanfus.txt	TCGAFusion
DENND1A--CADPS2	pancanfus.txt	TCGAFusion
DENND1A--CDK5RAP2	pancanfus.txt	TCGAFusion
DENND1A--ENG	pancanfus.txt	TCGAFusion
DENND1A--LRRC69	pancanfus.txt	TCGAFusion
DENND1A--NDUFA8	pancanfus.txt	TCGAFusion
DENND1A--PRRX2	pancanfus.txt	TCGAFusion
DENND1A--PSMB7	pancanfus.txt	TCGAFusion
DENND1A--PSMB7	pancanfus.txt	TCGAFusion
DENND1A--PSMB7	pancanfus.txt	TCGAFusion
DENND1A--RRAGB	pancanfus.txt	TCGAFusion
DENND1A--SCUBE1	pancanfus.txt	TCGAFusion
DENND1B--ATP6V1G3	pancanfus.txt	TCGAFusion
DENND1B--CRB1	pancanfus.txt	TCGAFusion
DENND1B--FAM190A	pancanfus.txt	TCGAFusion
DENND1B--RCOR3	pancanfus.txt	TCGAFusion
DENND1B--RGL1	pancanfus.txt	TCGAFusion
DENND1B--RRP15	pancanfus.txt	TCGAFusion
DENND1B--TSPAN31	pancanfus.txt	TCGAFusion
DENND2C--AMPD1	pancanfus.txt	TCGAFusion
DENND3--Mar-11	pancanfus.txt	TCGAFusion
DENND4A--SLC24A1	pancanfus.txt	TCGAFusion
DENND4C--RHOBTB2	pancanfus.txt	TCGAFusion
DENND5A--PGPEP1L	pancanfus.txt	TCGAFusion
DENND5B--C12orf11	pancanfus.txt	TCGAFusion
DENND5B--NUP54	pancanfus.txt	TCGAFusion
DENND5B--PLCZ1	pancanfus.txt	TCGAFusion
DENR--KNTC1	pancanfus.txt	TCGAFusion
DEPDC1B--ELOVL7	pancanfus.txt	TCGAFusion
DEPDC1B--ERCC8	pancanfus.txt	TCGAFusion
DEPDC5--BID	pancanfus.txt	TCGAFusion
DEPDC5--CDH19	pancanfus.txt	TCGAFusion
DERA--CA3	pancanfus.txt	TCGAFusion
DERA--DNAJA2	pancanfus.txt	TCGAFusion
DERA--LRP6	pancanfus.txt	TCGAFusion
DERA--STRAP	pancanfus.txt	TCGAFusion
DERL1--C6orf132	pancanfus.txt	TCGAFusion
DGAT2--TMEM126A	pancanfus.txt	TCGAFusion
DGCR2--ANO1	pancanfus.txt	TCGAFusion
DGCR2--CLTCL1	pancanfus.txt	TCGAFusion
DGCR2--EHBP1	pancanfus.txt	TCGAFusion
DGCR2--GNB1L	pancanfus.txt	TCGAFusion
DGCR2--IRX4	pancanfus.txt	TCGAFusion
DGCR2--PPPDE2	pancanfus.txt	TCGAFusion
DGCR2--SEC63	pancanfus.txt	TCGAFusion
DGCR2--SLC25A1	pancanfus.txt	TCGAFusion
DGCR8--COMT	pancanfus.txt	TCGAFusion
DGCR8--CRKL	pancanfus.txt	TCGAFusion
DGCR8--DGCR14	pancanfus.txt	TCGAFusion
DGCR8--ITGA2	pancanfus.txt	TCGAFusion
DGCR8--SGSM1	pancanfus.txt	TCGAFusion
