term	estimate	std.error	statistic	p.value	conf.low	conf.high
tp53_score	0.6018932948474817	0.560750550758979	1.0733708491820753	0.283104758373645	-0.4971575889511163	1.7009441786460795
telomerase_score	4.536782223559881	0.676580547282245	6.7054576750450074	2.0077608234451122e-11	3.2107087182462823	5.86285572887348
