term	estimate	std.error	statistic	p.value	conf.low	conf.high
B_cell	43.33350970492042	72.5519606723137	0.5972755154149372	0.5503234487269727	-98.8657202205808	185.53273963042164
Macrophage_M1	27.476217532032944	11.164954714231106	2.4609340776824764	0.013857582563870582	5.593308403119291	49.3591266609466
Macrophage_M2	-18.42529875577155	14.056081992208	-1.3108417243144732	0.18991124267464668	-45.974713224241235	9.124115712698135
Monocyte	-9.599728524716165	6.878464099945924	-1.395620938806911	0.16282867363338574	-23.08127042956189	3.881813380129561
Neutrophil	NA	0	NA	NA	NA	NA
NK_cell	15.408182400778156	18.765176341136158	0.8211051215650473	0.4115863930131342	-21.370887391391815	52.18725219294812
T_cell_CD4_non_regulatory	2.5720735510024357	14.788235921157648	0.1739270028362578	0.8619228308575148	-26.41233624934806	31.55648335135293
T_cell_CD8	-137.41801804511152	846.9929728470265	-0.1622422174096718	0.8711151154941612	-Inf	Inf
T_cell_regulatory_Tregs	88.13735877922065	85.96919311535126	1.0252202630419038	0.30525926929137365	-80.35916350683655	256.6338810652778
Myeloid_dendritic_cell	-12.033007644228801	7.258923884512671	-1.6576847802333223	0.09738110737850579	-26.260237024391223	2.1942217359336187
CD274	0.1282847478027222	0.2578762304736857	0.4974663526261397	0.6188602248185703	-0.377143376394652	0.6337128720000964
