term	estimate	std.error	statistic	p.value	conf.low	conf.high
tp53_score	0.8130284134685739	0.45236833488538897	1.7972708316875472	0.07229263445343437	-0.07359723065314237	1.69965405759029
telomerase_score	3.7370716606171808	0.591967384560715	6.3129688528201156	2.737326068199715e-10	2.5768369068558075	4.897306414378554
hgg_groupHGAT	2.1630456429490206	0.22520633947703086	9.604728037283484	7.635924566438818e-22	1.7216493284839391	2.604441957414102
