term	estimate	std.error	statistic	p.value	conf.low	conf.high
oncoprint_groupDiffuse astrocytic and oligodendroglial tumor	5.1111914255621835	0.7315201140025448	6.98708255279007	2.8066111564544315e-12	3.6774383481505613	6.544944502973806
oncoprint_groupEmbryonal tumor	3.666039463750696	0.7271292229440732	5.04179910265093	4.611753139250197e-7	2.2408923746737175	5.091186552827675
oncoprint_groupOther CNS	2.3893020606124797	0.7413608593721511	3.2228597320823607	0.0012691768779758475	0.9362614766954	3.8423426445295594
