term	estimate	std.error	statistic	p.value	conf.low	conf.high
tp53_score	-2050.3609583871316	159011.28951769962	-0.012894436392573906	0.98971201337413806	-Inf	Inf
telomerase_score	-842.9124273646671	312037.2927028385	-0.0027013195123680145	0.9978446614885829	-Inf	Inf
tp53_score:telomerase_score	5459.212134121013	422422.5303706745	0.012923581820625361	0.9896887606246076	-Inf	Inf
