term	estimate	std.error	statistic	p.value	conf.low	conf.high
tp53_score	6.30789141584004	1.6192693597073662	3.8955170602252367	9.798946424038054e-5	3.1341817895443698	9.481601042135711
telomerase_score	8.404934657422201	1.4149366531270848	5.940149079357617	2.8476299969200786e-9	5.631709776887472	11.17815953795693
tp53_score:telomerase_score	-8.521497477657237	2.3652751731866557	-3.602750992467616	3.1486712548706153e-4	-13.157351630629819	-3.8856433246846533
