term	estimate	std.error	statistic	p.value	conf.low	conf.high
tp53_score	4.604716626970949	2.0056921367841505	2.295824240680314	0.02168593283675519	0.6736322747988308	8.535800979143067
telomerase_score	7.507760613710801	1.5741050252756335	4.769542370526487	1.8464490442170819e-6	4.422571456287049	10.592949771134553
tp53_score:telomerase_score	-5.943971423597676	2.83232195098934	-2.0986213878409643	0.03585028944443279	-11.495220440159002	-0.39272240703635136
tp53_score:strata(hgg_group)HGAT	4.927419640578181	4.251394171902844	1.159012653576829	0.24645102729392346	-3.4051598204348785	13.25999910159124
telomerase_score:strata(hgg_group)HGAT	2.5435504958349573	4.488630944706704	0.5666650983713606	0.5709417375145182	-6.25400449568218	11.341105487352094
tp53_score:telomerase_score:strata(hgg_group)HGAT	-8.23052281164338	6.554392612149908	-1.2557262432504306	0.20921524098713803	-21.076896271992602	4.615850648705843
