factor.id	factor.name	factor.value	HR	Lower_CI	Upper_CI	Inv_HR	Inv_Lower_CI	Inv_Upper_CI	p
tp53_score	TP53 score	<continuous>	0.7215022302199858	0.03326275708531778	15.650099806133973	1.3859971017623887	0.0638973560799948	30.063653395749338	0.8352856911571841
telomerase_score	Telomerase activity	<continuous>	1.438267149848628	0.03538794190882258	58.45528964819422	0.6952811236113167	0.01710709169381202	28.25821299742469	0.8475304961838526
