cell_type	sample	score	type
Neutrophil	BS_X59HSFGG	0	stranded
NK cell	BS_X59HSFGG	0.013068637181505105	stranded
T cell CD4+ (non-regulatory)	BS_X59HSFGG	0	stranded
T cell CD8+	BS_X59HSFGG	0	stranded
T cell regulatory (Tregs)	BS_X59HSFGG	5.315079354504495e-4	stranded
Myeloid dendritic cell	BS_X59HSFGG	0.018849190994465918	stranded
uncharacterized cell	BS_X59HSFGG	0.8748209974726486	stranded
B cell	BS_X67GTEM6	0.0017526291565027566	stranded
Macrophage M1	BS_X67GTEM6	0.003261216603811172	stranded
Macrophage M2	BS_X67GTEM6	0.003170806764403833	stranded
Monocyte	BS_X67GTEM6	0.017180508105852598	stranded
Neutrophil	BS_X67GTEM6	0	stranded
NK cell	BS_X67GTEM6	0.02420375138476083	stranded
T cell CD4+ (non-regulatory)	BS_X67GTEM6	0	stranded
T cell CD8+	BS_X67GTEM6	0	stranded
T cell regulatory (Tregs)	BS_X67GTEM6	0	stranded
Myeloid dendritic cell	BS_X67GTEM6	0.006057244675153949	stranded
uncharacterized cell	BS_X67GTEM6	0.9443738433095149	stranded
B cell	BS_X91K8KMG	0.006732965793470745	stranded
Macrophage M1	BS_X91K8KMG	0.022442461157414172	stranded
Macrophage M2	BS_X91K8KMG	0.007813629959498957	stranded
Monocyte	BS_X91K8KMG	0	stranded
Neutrophil	BS_X91K8KMG	0	stranded
NK cell	BS_X91K8KMG	0.00952209434651399	stranded
T cell CD4+ (non-regulatory)	BS_X91K8KMG	0	stranded
T cell CD8+	BS_X91K8KMG	0.012261755128775455	stranded
T cell regulatory (Tregs)	BS_X91K8KMG	6.241813273454891e-4	stranded
Myeloid dendritic cell	BS_X91K8KMG	0.037034850156416464	stranded
uncharacterized cell	BS_X91K8KMG	0.9035680621305647	stranded
B cell	BS_X9EGD530	0.012070603989616145	stranded
Macrophage M1	BS_X9EGD530	0.0036095147349727258	stranded
Macrophage M2	BS_X9EGD530	0.004304436668504336	stranded
Monocyte	BS_X9EGD530	0	stranded
Neutrophil	BS_X9EGD530	0	stranded
NK cell	BS_X9EGD530	0.01108000153166327	stranded
T cell CD4+ (non-regulatory)	BS_X9EGD530	0	stranded
T cell CD8+	BS_X9EGD530	0	stranded
T cell regulatory (Tregs)	BS_X9EGD530	0.004469757634903667	stranded
Myeloid dendritic cell	BS_X9EGD530	0.01422417038162998	stranded
uncharacterized cell	BS_X9EGD530	0.9502415150587099	stranded
B cell	BS_XBQZYS8G	0.0045274318250171025	stranded
Macrophage M1	BS_XBQZYS8G	0	stranded
Macrophage M2	BS_XBQZYS8G	0.006772625648454314	stranded
Monocyte	BS_XBQZYS8G	0	stranded
Neutrophil	BS_XBQZYS8G	0.0010919527560876799	stranded
NK cell	BS_XBQZYS8G	0.007295544953664415	stranded
T cell CD4+ (non-regulatory)	BS_XBQZYS8G	0.005538349526018236	stranded
T cell CD8+	BS_XBQZYS8G	0	stranded
T cell regulatory (Tregs)	BS_XBQZYS8G	0.0018800601829331745	stranded
Myeloid dendritic cell	BS_XBQZYS8G	0.0049264692721269045	stranded
uncharacterized cell	BS_XBQZYS8G	0.9679675658356981	stranded
B cell	BS_XF0ZX2B3	0.008416143506079755	stranded
Macrophage M1	BS_XF0ZX2B3	0.0040268435535128645	stranded
Macrophage M2	BS_XF0ZX2B3	0.008255642633179568	stranded
Monocyte	BS_XF0ZX2B3	0	stranded
Neutrophil	BS_XF0ZX2B3	0	stranded
NK cell	BS_XF0ZX2B3	0.008219749683305402	stranded
T cell CD4+ (non-regulatory)	BS_XF0ZX2B3	0	stranded
T cell CD8+	BS_XF0ZX2B3	0	stranded
T cell regulatory (Tregs)	BS_XF0ZX2B3	0	stranded
Myeloid dendritic cell	BS_XF0ZX2B3	0.023931966854791646	stranded
uncharacterized cell	BS_XF0ZX2B3	0.9471496537691307	stranded
B cell	BS_XGSA3GQE	0.009002420110274939	stranded
Macrophage M1	BS_XGSA3GQE	0.008500382481073931	stranded
Macrophage M2	BS_XGSA3GQE	0.012015641902821428	stranded
Monocyte	BS_XGSA3GQE	0	stranded
Neutrophil	BS_XGSA3GQE	0	stranded
NK cell	BS_XGSA3GQE	0.018285479454933685	stranded
T cell CD4+ (non-regulatory)	BS_XGSA3GQE	0	stranded
T cell CD8+	BS_XGSA3GQE	0	stranded
T cell regulatory (Tregs)	BS_XGSA3GQE	0.006741670469429756	stranded
Myeloid dendritic cell	BS_XGSA3GQE	0.034208629086654785	stranded
uncharacterized cell	BS_XGSA3GQE	0.9112457764948114	stranded
B cell	BS_XHCYEE2S	0.005890247439360742	stranded
Macrophage M1	BS_XHCYEE2S	0.0019909719660691594	stranded
Macrophage M2	BS_XHCYEE2S	0.007898572035995048	stranded
Monocyte	BS_XHCYEE2S	0	stranded
Neutrophil	BS_XHCYEE2S	0.013787471724194693	stranded
NK cell	BS_XHCYEE2S	0.003130451728171381	stranded
T cell CD4+ (non-regulatory)	BS_XHCYEE2S	0	stranded
T cell CD8+	BS_XHCYEE2S	2.979770050504283e-4	stranded
T cell regulatory (Tregs)	BS_XHCYEE2S	0.0028430693811487885	stranded
Myeloid dendritic cell	BS_XHCYEE2S	0.00237375161820783	stranded
uncharacterized cell	BS_XHCYEE2S	0.961787487101802	stranded
B cell	BS_VNE0ZPBS	0.009565008874274996	stranded
Macrophage M1	BS_VNE0ZPBS	0	stranded
Macrophage M2	BS_VNE0ZPBS	0	stranded
Monocyte	BS_VNE0ZPBS	0.04679810354526024	stranded
Neutrophil	BS_VNE0ZPBS	0	stranded
NK cell	BS_VNE0ZPBS	0.01838483009059409	stranded
T cell CD4+ (non-regulatory)	BS_VNE0ZPBS	0	stranded
T cell CD8+	BS_VNE0ZPBS	0	stranded
T cell regulatory (Tregs)	BS_VNE0ZPBS	0	stranded
Myeloid dendritic cell	BS_VNE0ZPBS	0	stranded
uncharacterized cell	BS_VNE0ZPBS	0.9252520574898707	stranded
B cell	BS_2SHWPB5P	7.726973874060994e-4	stranded
Macrophage M1	BS_2SHWPB5P	0	stranded
Macrophage M2	BS_2SHWPB5P	0	stranded
Monocyte	BS_2SHWPB5P	0.010137488900594698	stranded
Neutrophil	BS_2SHWPB5P	0	stranded
NK cell	BS_2SHWPB5P	0.0027487381317303017	stranded
T cell CD4+ (non-regulatory)	BS_2SHWPB5P	0	stranded
T cell CD8+	BS_2SHWPB5P	0	stranded
T cell regulatory (Tregs)	BS_2SHWPB5P	4.4906132822176065e-4	stranded
Myeloid dendritic cell	BS_2SHWPB5P	0	stranded
uncharacterized cell	BS_2SHWPB5P	0.9858920142520472	stranded
B cell	BS_XKKB4MZV	0.007828730762221165	stranded
Macrophage M1	BS_XKKB4MZV	4.0260333520064417e-4	stranded
Macrophage M2	BS_XKKB4MZV	0.005739261151564256	stranded
Monocyte	BS_XKKB4MZV	0.010466342672735478	stranded
Neutrophil	BS_XKKB4MZV	0	stranded
NK cell	BS_XKKB4MZV	0.021444071226433763	stranded
T cell CD4+ (non-regulatory)	BS_XKKB4MZV	0	stranded
T cell CD8+	BS_XKKB4MZV	0	stranded
T cell regulatory (Tregs)	BS_XKKB4MZV	0.0042855481144195885	stranded
Myeloid dendritic cell	BS_XKKB4MZV	0.01923945491600496	stranded
uncharacterized cell	BS_XKKB4MZV	0.9305939878214201	stranded
B cell	BS_XQYHPBFS	0.004196413763437426	stranded
Macrophage M1	BS_XQYHPBFS	0.013917241398745455	stranded
Macrophage M2	BS_XQYHPBFS	0.0015081448112518622	stranded
Monocyte	BS_XQYHPBFS	0.020060310540619665	stranded
Neutrophil	BS_XQYHPBFS	0	stranded
NK cell	BS_XQYHPBFS	0.01050729576305158	stranded
T cell CD4+ (non-regulatory)	BS_XQYHPBFS	0	stranded
T cell CD8+	BS_XQYHPBFS	0	stranded
T cell regulatory (Tregs)	BS_XQYHPBFS	0	stranded
Myeloid dendritic cell	BS_XQYHPBFS	0	stranded
uncharacterized cell	BS_XQYHPBFS	0.949810593722894	stranded
B cell	BS_XZTV0J8W	0.007873079053211	stranded
Macrophage M1	BS_XZTV0J8W	0	stranded
Macrophage M2	BS_XZTV0J8W	0.011600794768335263	stranded
Monocyte	BS_XZTV0J8W	0.006407824022233793	stranded
Neutrophil	BS_XZTV0J8W	0	stranded
NK cell	BS_XZTV0J8W	0.00897063892163092	stranded
T cell CD4+ (non-regulatory)	BS_XZTV0J8W	0.02590109799061667	stranded
T cell CD8+	BS_XZTV0J8W	0	stranded
T cell regulatory (Tregs)	BS_XZTV0J8W	0	stranded
Myeloid dendritic cell	BS_XZTV0J8W	0.02285279989529946	stranded
uncharacterized cell	BS_XZTV0J8W	0.9163937653486729	stranded
B cell	BS_Y08D5P8N	0.0023036202782410237	stranded
Macrophage M1	BS_Y08D5P8N	0.013996662295857292	stranded
Macrophage M2	BS_Y08D5P8N	0.009421869421846082	stranded
Monocyte	BS_Y08D5P8N	0.00478588084150948	stranded
Neutrophil	BS_Y08D5P8N	0.0020602773586171214	stranded
NK cell	BS_Y08D5P8N	0.006670165137644494	stranded
T cell CD4+ (non-regulatory)	BS_Y08D5P8N	0	stranded
T cell CD8+	BS_Y08D5P8N	0	stranded
T cell regulatory (Tregs)	BS_Y08D5P8N	0.0041904181153741065	stranded
Myeloid dendritic cell	BS_Y08D5P8N	0	stranded
uncharacterized cell	BS_Y08D5P8N	0.9565711065509105	stranded
B cell	BS_Y0PCBNJV	0.00831532845685222	stranded
Macrophage M1	BS_Y0PCBNJV	0.0022870543758501142	stranded
Macrophage M2	BS_Y0PCBNJV	0.005720242460017429	stranded
Monocyte	BS_Y0PCBNJV	0.010925685874227143	stranded
Neutrophil	BS_Y0PCBNJV	0	stranded
NK cell	BS_Y0PCBNJV	0.017053685067955834	stranded
T cell CD4+ (non-regulatory)	BS_Y0PCBNJV	0	stranded
T cell CD8+	BS_Y0PCBNJV	0	stranded
T cell regulatory (Tregs)	BS_Y0PCBNJV	0.0016772676990866229	stranded
Myeloid dendritic cell	BS_Y0PCBNJV	0.025192753952397208	stranded
uncharacterized cell	BS_Y0PCBNJV	0.9288279821136134	stranded
B cell	BS_Y3G1X98S	0.006569088641682333	stranded
Macrophage M1	BS_Y3G1X98S	0.008382554048993018	stranded
Macrophage M2	BS_Y3G1X98S	0.01474838781517852	stranded
Monocyte	BS_Y3G1X98S	0	stranded
Neutrophil	BS_Y3G1X98S	0	stranded
NK cell	BS_Y3G1X98S	0.004816009322818652	stranded
T cell CD4+ (non-regulatory)	BS_Y3G1X98S	0.014362561596821085	stranded
T cell CD8+	BS_Y3G1X98S	8.731525951570152e-4	stranded
T cell regulatory (Tregs)	BS_Y3G1X98S	0.0011397507137361606	stranded
Myeloid dendritic cell	BS_Y3G1X98S	0.018810142351576888	stranded
uncharacterized cell	BS_Y3G1X98S	0.9302983529140363	stranded
B cell	BS_Y7F9E2E9	0.006279890259434141	stranded
Macrophage M1	BS_Y7F9E2E9	0	stranded
Macrophage M2	BS_Y7F9E2E9	0.004304354355978074	stranded
Monocyte	BS_Y7F9E2E9	0.038327694614591894	stranded
Neutrophil	BS_Y7F9E2E9	0	stranded
NK cell	BS_Y7F9E2E9	0.011741387026028892	stranded
T cell CD4+ (non-regulatory)	BS_Y7F9E2E9	0	stranded
T cell CD8+	BS_Y7F9E2E9	0	stranded
T cell regulatory (Tregs)	BS_Y7F9E2E9	0	stranded
Myeloid dendritic cell	BS_Y7F9E2E9	0.009521663865379051	stranded
uncharacterized cell	BS_Y7F9E2E9	0.929825009878588	stranded
B cell	BS_YA8RBGD8	0.009184859453260285	stranded
Macrophage M1	BS_YA8RBGD8	0.02745425826532578	stranded
Macrophage M2	BS_YA8RBGD8	0.016684396557277145	stranded
Monocyte	BS_YA8RBGD8	0	stranded
Neutrophil	BS_YA8RBGD8	0	stranded
NK cell	BS_YA8RBGD8	0.007371875403412602	stranded
T cell CD4+ (non-regulatory)	BS_YA8RBGD8	0	stranded
T cell CD8+	BS_YA8RBGD8	0	stranded
T cell regulatory (Tregs)	BS_YA8RBGD8	0	stranded
Myeloid dendritic cell	BS_YA8RBGD8	0.0696413525412018	stranded
uncharacterized cell	BS_YA8RBGD8	0.8696632577795224	stranded
B cell	BS_YB07VF1X	0.002168326100501021	stranded
Macrophage M1	BS_YB07VF1X	0.01142637049133409	stranded
Macrophage M2	BS_YB07VF1X	0.003007361700773221	stranded
Monocyte	BS_YB07VF1X	0	stranded
Neutrophil	BS_YB07VF1X	0.009133814374457209	stranded
NK cell	BS_YB07VF1X	0.0015290695648985646	stranded
T cell CD4+ (non-regulatory)	BS_YB07VF1X	0	stranded
T cell CD8+	BS_YB07VF1X	0	stranded
T cell regulatory (Tregs)	BS_YB07VF1X	0.002571722034024466	stranded
Myeloid dendritic cell	BS_YB07VF1X	2.5830145183702266e-4	stranded
uncharacterized cell	BS_YB07VF1X	0.9699050342821743	stranded
B cell	BS_YB2RXRHT	0.010644666929100929	stranded
Macrophage M1	BS_YB2RXRHT	0	stranded
Macrophage M2	BS_YB2RXRHT	0.0016160357005601906	stranded
Monocyte	BS_YB2RXRHT	0.04804204901093738	stranded
Neutrophil	BS_YB2RXRHT	0	stranded
NK cell	BS_YB2RXRHT	0.018084730297599518	stranded
T cell CD4+ (non-regulatory)	BS_YB2RXRHT	0	stranded
T cell CD8+	BS_YB2RXRHT	0	stranded
T cell regulatory (Tregs)	BS_YB2RXRHT	3.946472333844988e-4	stranded
Myeloid dendritic cell	BS_YB2RXRHT	0.016151769519491255	stranded
uncharacterized cell	BS_YB2RXRHT	0.9050661013089262	stranded
B cell	BS_YBJBSRHV	0.00508927468122616	stranded
Macrophage M1	BS_YBJBSRHV	0	stranded
Macrophage M2	BS_YBJBSRHV	0	stranded
Monocyte	BS_YBJBSRHV	0.00914693185265051	stranded
Neutrophil	BS_YBJBSRHV	0	stranded
NK cell	BS_YBJBSRHV	0.018501203154403154	stranded
T cell CD4+ (non-regulatory)	BS_YBJBSRHV	0	stranded
T cell CD8+	BS_YBJBSRHV	0	stranded
T cell regulatory (Tregs)	BS_YBJBSRHV	0.007574492774008278	stranded
Myeloid dendritic cell	BS_YBJBSRHV	0.01435746740057356	stranded
uncharacterized cell	BS_YBJBSRHV	0.9453306301371384	stranded
B cell	BS_YCREDZTJ	0.0025530315071635406	stranded
Macrophage M1	BS_YCREDZTJ	0	stranded
Macrophage M2	BS_YCREDZTJ	0.0024457437260518773	stranded
Monocyte	BS_YCREDZTJ	0.01174216714905703	stranded
Neutrophil	BS_YCREDZTJ	0	stranded
NK cell	BS_YCREDZTJ	0.011143408659843642	stranded
T cell CD4+ (non-regulatory)	BS_YCREDZTJ	0	stranded
T cell CD8+	BS_YCREDZTJ	0	stranded
T cell regulatory (Tregs)	BS_YCREDZTJ	0	stranded
Myeloid dendritic cell	BS_YCREDZTJ	0.04438674883339661	stranded
uncharacterized cell	BS_YCREDZTJ	0.9277289001244873	stranded
B cell	BS_YE1MAQYJ	0.003741415510801044	stranded
Macrophage M1	BS_YE1MAQYJ	0	stranded
Macrophage M2	BS_YE1MAQYJ	0.002646202124828183	stranded
Monocyte	BS_YE1MAQYJ	0.012587503131742901	stranded
Neutrophil	BS_YE1MAQYJ	0	stranded
NK cell	BS_YE1MAQYJ	0.018087884190717423	stranded
T cell CD4+ (non-regulatory)	BS_YE1MAQYJ	0	stranded
T cell CD8+	BS_YE1MAQYJ	0	stranded
T cell regulatory (Tregs)	BS_YE1MAQYJ	0	stranded
Myeloid dendritic cell	BS_YE1MAQYJ	0.005017037964543573	stranded
uncharacterized cell	BS_YE1MAQYJ	0.9579199570773669	stranded
B cell	BS_YEQVW4ND	0.012795453456973485	stranded
Macrophage M1	BS_YEQVW4ND	9.279299537373551e-4	stranded
Macrophage M2	BS_YEQVW4ND	0.004611393678251323	stranded
Monocyte	BS_YEQVW4ND	0.04830243345757169	stranded
Neutrophil	BS_YEQVW4ND	0	stranded
NK cell	BS_YEQVW4ND	0.017481252260011435	stranded
T cell CD4+ (non-regulatory)	BS_YEQVW4ND	0	stranded
T cell CD8+	BS_YEQVW4ND	0	stranded
T cell regulatory (Tregs)	BS_YEQVW4ND	0.004418487586842682	stranded
Myeloid dendritic cell	BS_YEQVW4ND	0.011500059761037256	stranded
uncharacterized cell	BS_YEQVW4ND	0.8999629898455747	stranded
B cell	BS_YG0A13JH	0.00505120540587651	stranded
Macrophage M1	BS_YG0A13JH	0.0033293508597897876	stranded
Macrophage M2	BS_YG0A13JH	0.008173752770827821	stranded
Monocyte	BS_YG0A13JH	0	stranded
Neutrophil	BS_YG0A13JH	0.010745311697615969	stranded
NK cell	BS_YG0A13JH	0.018365811158095723	stranded
T cell CD4+ (non-regulatory)	BS_YG0A13JH	0	stranded
T cell CD8+	BS_YG0A13JH	0	stranded
T cell regulatory (Tregs)	BS_YG0A13JH	0.001603036391975909	stranded
Myeloid dendritic cell	BS_YG0A13JH	0.0914802984638502	stranded
uncharacterized cell	BS_YG0A13JH	0.8612512332519681	stranded
B cell	BS_YH05F9DB	0.003284369353874578	stranded
Macrophage M1	BS_YH05F9DB	0.006823244085386398	stranded
Macrophage M2	BS_YH05F9DB	0.004710537943457069	stranded
Monocyte	BS_YH05F9DB	0	stranded
Neutrophil	BS_YH05F9DB	0.016701278001155725	stranded
NK cell	BS_YH05F9DB	0.0026424458641882563	stranded
T cell CD4+ (non-regulatory)	BS_YH05F9DB	0	stranded
T cell CD8+	BS_YH05F9DB	1.7254530294415066e-4	stranded
T cell regulatory (Tregs)	BS_YH05F9DB	0.0025512139436463157	stranded
Myeloid dendritic cell	BS_YH05F9DB	0	stranded
uncharacterized cell	BS_YH05F9DB	0.9631143655053475	stranded
B cell	BS_W18SF91A	0.005381304094002511	stranded
Macrophage M1	BS_W18SF91A	0	stranded
Macrophage M2	BS_W18SF91A	0.0031717088801435835	stranded
Monocyte	BS_W18SF91A	0.0344150133035814	stranded
Neutrophil	BS_W18SF91A	0	stranded
NK cell	BS_W18SF91A	0.015002022328815194	stranded
T cell CD4+ (non-regulatory)	BS_W18SF91A	0	stranded
T cell CD8+	BS_W18SF91A	0	stranded
T cell regulatory (Tregs)	BS_W18SF91A	0	stranded
Myeloid dendritic cell	BS_W18SF91A	0.014480384931316096	stranded
uncharacterized cell	BS_W18SF91A	0.9275495664621413	stranded
B cell	BS_YMAJC22S	0.01023673106644596	stranded
Macrophage M1	BS_YMAJC22S	0	stranded
Macrophage M2	BS_YMAJC22S	0	stranded
Monocyte	BS_YMAJC22S	0.02890030763673239	stranded
Neutrophil	BS_YMAJC22S	0	stranded
NK cell	BS_YMAJC22S	0.020605126588208587	stranded
T cell CD4+ (non-regulatory)	BS_YMAJC22S	0	stranded
T cell CD8+	BS_YMAJC22S	0	stranded
T cell regulatory (Tregs)	BS_YMAJC22S	0.001946372630276698	stranded
Myeloid dendritic cell	BS_YMAJC22S	0.007509066529270048	stranded
uncharacterized cell	BS_YMAJC22S	0.9308023955490663	stranded
B cell	BS_XJTW0P8P	0.03525057809626739	stranded
Macrophage M1	BS_XJTW0P8P	0	stranded
Macrophage M2	BS_XJTW0P8P	0	stranded
Monocyte	BS_XJTW0P8P	0.06788151575381554	stranded
Neutrophil	BS_XJTW0P8P	0	stranded
NK cell	BS_XJTW0P8P	0.03531938273120659	stranded
T cell CD4+ (non-regulatory)	BS_XJTW0P8P	0	stranded
T cell CD8+	BS_XJTW0P8P	0	stranded
T cell regulatory (Tregs)	BS_XJTW0P8P	0	stranded
Myeloid dendritic cell	BS_XJTW0P8P	0.01860529413823077	stranded
uncharacterized cell	BS_XJTW0P8P	0.8429432292804797	stranded
B cell	BS_YVMEEBKC	0.008679318149982176	stranded
Macrophage M1	BS_YVMEEBKC	0.005233240339882349	stranded
Macrophage M2	BS_YVMEEBKC	0.009850335615602118	stranded
Monocyte	BS_YVMEEBKC	0.007392793289719296	stranded
Neutrophil	BS_YVMEEBKC	0	stranded
NK cell	BS_YVMEEBKC	0.013016153030070275	stranded
T cell CD4+ (non-regulatory)	BS_YVMEEBKC	0	stranded
T cell CD8+	BS_YVMEEBKC	0	stranded
T cell regulatory (Tregs)	BS_YVMEEBKC	0.001273609551063032	stranded
Myeloid dendritic cell	BS_YVMEEBKC	0.02430365572013008	stranded
uncharacterized cell	BS_YVMEEBKC	0.9302508943035507	stranded
B cell	BS_YY5B2XDD	0.005695803830229765	stranded
Macrophage M1	BS_YY5B2XDD	0.002128075947711764	stranded
Macrophage M2	BS_YY5B2XDD	0.006248226926561383	stranded
Monocyte	BS_YY5B2XDD	0.009437586545276384	stranded
Neutrophil	BS_YY5B2XDD	0.02949746884730714	stranded
NK cell	BS_YY5B2XDD	0.004246281831676315	stranded
T cell CD4+ (non-regulatory)	BS_YY5B2XDD	0	stranded
T cell CD8+	BS_YY5B2XDD	3.3524960939312757e-4	stranded
T cell regulatory (Tregs)	BS_YY5B2XDD	0.0049009288748938515	stranded
Myeloid dendritic cell	BS_YY5B2XDD	0.005726408439051881	stranded
uncharacterized cell	BS_YY5B2XDD	0.9317839691478984	stranded
B cell	BS_YZ2Z1Q6Y	0.008245666075897575	stranded
Macrophage M1	BS_YZ2Z1Q6Y	0	stranded
Macrophage M2	BS_YZ2Z1Q6Y	0.0019054530610472192	stranded
Monocyte	BS_YZ2Z1Q6Y	0.024525681767621613	stranded
Neutrophil	BS_YZ2Z1Q6Y	0	stranded
NK cell	BS_YZ2Z1Q6Y	0.02121875839246121	stranded
T cell CD4+ (non-regulatory)	BS_YZ2Z1Q6Y	0	stranded
T cell CD8+	BS_YZ2Z1Q6Y	0	stranded
T cell regulatory (Tregs)	BS_YZ2Z1Q6Y	0.0034343875734442154	stranded
Myeloid dendritic cell	BS_YZ2Z1Q6Y	0.025459773602091233	stranded
uncharacterized cell	BS_YZ2Z1Q6Y	0.9152102795274369	stranded
B cell	BS_Z0AVVB1V	0.006569397567530309	stranded
Macrophage M1	BS_Z0AVVB1V	0.009387360136582645	stranded
Macrophage M2	BS_Z0AVVB1V	0.018679475274902838	stranded
Monocyte	BS_Z0AVVB1V	0.007807495619061704	stranded
Neutrophil	BS_Z0AVVB1V	0	stranded
NK cell	BS_Z0AVVB1V	0.01451334640132384	stranded
T cell CD4+ (non-regulatory)	BS_Z0AVVB1V	0	stranded
T cell CD8+	BS_Z0AVVB1V	0	stranded
T cell regulatory (Tregs)	BS_Z0AVVB1V	0	stranded
Myeloid dendritic cell	BS_Z0AVVB1V	0.02558720040837146	stranded
uncharacterized cell	BS_Z0AVVB1V	0.9174557245922272	stranded
B cell	BS_Z1A875MW	0.013807762344245795	stranded
Macrophage M1	BS_Z1A875MW	0	stranded
Macrophage M2	BS_Z1A875MW	0.001241252266437781	stranded
Monocyte	BS_Z1A875MW	0.03913954925558417	stranded
Neutrophil	BS_Z1A875MW	0	stranded
NK cell	BS_Z1A875MW	0.023549470456269764	stranded
T cell CD4+ (non-regulatory)	BS_Z1A875MW	0	stranded
T cell CD8+	BS_Z1A875MW	0	stranded
T cell regulatory (Tregs)	BS_Z1A875MW	0	stranded
Myeloid dendritic cell	BS_Z1A875MW	0.036520520454548774	stranded
uncharacterized cell	BS_Z1A875MW	0.8857414452229138	stranded
B cell	BS_Z28VKGNS	0.003989958809975675	stranded
Macrophage M1	BS_Z28VKGNS	0.0030868146164540924	stranded
Macrophage M2	BS_Z28VKGNS	1.8789026931886752e-4	stranded
Monocyte	BS_Z28VKGNS	0.01588541570242967	stranded
Neutrophil	BS_Z28VKGNS	0.022954605366281716	stranded
NK cell	BS_Z28VKGNS	0.004517221371100131	stranded
T cell CD4+ (non-regulatory)	BS_Z28VKGNS	0	stranded
T cell CD8+	BS_Z28VKGNS	2.202729402762054e-4	stranded
T cell regulatory (Tregs)	BS_Z28VKGNS	0.004907479029422522	stranded
Myeloid dendritic cell	BS_Z28VKGNS	0	stranded
uncharacterized cell	BS_Z28VKGNS	0.9442503418947412	stranded
B cell	BS_Z2NWPQKF	0.005124574898637528	stranded
Macrophage M1	BS_Z2NWPQKF	0	stranded
Macrophage M2	BS_Z2NWPQKF	0	stranded
Monocyte	BS_Z2NWPQKF	0.03133430351025529	stranded
Neutrophil	BS_Z2NWPQKF	0	stranded
NK cell	BS_Z2NWPQKF	0.014591360228203804	stranded
T cell CD4+ (non-regulatory)	BS_Z2NWPQKF	0	stranded
T cell CD8+	BS_Z2NWPQKF	0	stranded
T cell regulatory (Tregs)	BS_Z2NWPQKF	0	stranded
Myeloid dendritic cell	BS_Z2NWPQKF	0.015058308301506658	stranded
uncharacterized cell	BS_Z2NWPQKF	0.9338914530613968	stranded
B cell	BS_Z6BWR941	0.010009764549294097	stranded
Macrophage M1	BS_Z6BWR941	5.118525763961248e-4	stranded
Macrophage M2	BS_Z6BWR941	0.004340460212711667	stranded
Monocyte	BS_Z6BWR941	0.02101720175183093	stranded
Neutrophil	BS_Z6BWR941	0	stranded
NK cell	BS_Z6BWR941	0.018740708136094356	stranded
T cell CD4+ (non-regulatory)	BS_Z6BWR941	0	stranded
T cell CD8+	BS_Z6BWR941	0	stranded
T cell regulatory (Tregs)	BS_Z6BWR941	0	stranded
Myeloid dendritic cell	BS_Z6BWR941	0.025981846411114107	stranded
uncharacterized cell	BS_Z6BWR941	0.9193981663625588	stranded
B cell	BS_Z6MC4N8D	0.011182638255520582	stranded
Macrophage M1	BS_Z6MC4N8D	0	stranded
Macrophage M2	BS_Z6MC4N8D	0	stranded
Monocyte	BS_Z6MC4N8D	0.044193168573775754	stranded
Neutrophil	BS_Z6MC4N8D	0	stranded
NK cell	BS_Z6MC4N8D	0.01957669165145151	stranded
T cell CD4+ (non-regulatory)	BS_Z6MC4N8D	0.00250247417748022	stranded
T cell CD8+	BS_Z6MC4N8D	0	stranded
T cell regulatory (Tregs)	BS_Z6MC4N8D	0	stranded
Myeloid dendritic cell	BS_Z6MC4N8D	0	stranded
uncharacterized cell	BS_Z6MC4N8D	0.9225450273417719	stranded
B cell	BS_Z72QAZC7	0.003689803201212213	stranded
Macrophage M1	BS_Z72QAZC7	0.0010317156523824403	stranded
Macrophage M2	BS_Z72QAZC7	0.006431380136041221	stranded
Monocyte	BS_Z72QAZC7	0	stranded
Neutrophil	BS_Z72QAZC7	0.025519534599436514	stranded
NK cell	BS_Z72QAZC7	0.004611797728003824	stranded
T cell CD4+ (non-regulatory)	BS_Z72QAZC7	0	stranded
T cell CD8+	BS_Z72QAZC7	6.708689663083486e-5	stranded
T cell regulatory (Tregs)	BS_Z72QAZC7	6.429078476034083e-4	stranded
Myeloid dendritic cell	BS_Z72QAZC7	0.0017426233950430298	stranded
uncharacterized cell	BS_Z72QAZC7	0.9562631505436465	stranded
B cell	BS_Z7890YNR	0.037408049639400254	stranded
Macrophage M1	BS_Z7890YNR	0	stranded
Macrophage M2	BS_Z7890YNR	0.0023697498795951064	stranded
Monocyte	BS_Z7890YNR	0.0022256123578398594	stranded
Neutrophil	BS_Z7890YNR	0	stranded
NK cell	BS_Z7890YNR	0.006737672648378875	stranded
T cell CD4+ (non-regulatory)	BS_Z7890YNR	0	stranded
T cell CD8+	BS_Z7890YNR	0	stranded
T cell regulatory (Tregs)	BS_Z7890YNR	0	stranded
Myeloid dendritic cell	BS_Z7890YNR	0.014916879069843405	stranded
uncharacterized cell	BS_Z7890YNR	0.9363420364049425	stranded
B cell	BS_Z7G68ZS2	0.020018800114165413	stranded
Macrophage M1	BS_Z7G68ZS2	0.03095039242526731	stranded
Macrophage M2	BS_Z7G68ZS2	0.025108353015857003	stranded
Monocyte	BS_Z7G68ZS2	0	stranded
Neutrophil	BS_Z7G68ZS2	0	stranded
NK cell	BS_Z7G68ZS2	0.0029855220104470937	stranded
T cell CD4+ (non-regulatory)	BS_Z7G68ZS2	0	stranded
T cell CD8+	BS_Z7G68ZS2	0.007305677037841429	stranded
