gene_symbol	detection_peak	loss	gain	neutral
RPA2	Deletion Peak 2	8	8	476
RPAP2	Deletion Peak 1	8	8	476
RPAP2	Deletion Peak 2	8	8	476
RPE65	Deletion Peak 1	8	8	476
RPE65	Deletion Peak 2	8	8	476
RPF1	Deletion Peak 1	8	8	476
RPF1	Deletion Peak 2	8	8	476
RPL11	Deletion Peak 1	8	8	476
RPL11	Deletion Peak 2	8	8	476
RPL21P28	Deletion Peak 1	8	8	476
RPL22	Deletion Peak 1	8	8	476
RPL22	Deletion Peak 2	8	8	476
RPL23AP82	Deletion Peak 5	10	10	232
RPL3	Deletion Peak 5	20	20	464
RPL31P11	Deletion Peak 1	8	8	476
RPL5	Deletion Peak 1	8	8	476
RPL5	Deletion Peak 2	8	8	476
RPRD2	Deletion Peak 1	8	8	476
RPS10P7	Deletion Peak 1	4	4	238
RPS14P3	Deletion Peak 1	4	4	238
RPS14P3	Deletion Peak 2	4	4	238
RPS15AP10	Deletion Peak 1	4	4	238
RPS15AP10	Deletion Peak 2	4	4	238
RPS19BP1	Deletion Peak 5	20	20	464
RPS27	Deletion Peak 1	8	8	476
RPS6KA1	Deletion Peak 1	8	8	476
RPS6KA1	Deletion Peak 2	8	8	476
RPS6KC1	Deletion Peak 1	8	8	476
RPS7P5	Deletion Peak 1	4	4	238
RPS8	Deletion Peak 1	8	8	476
RPS8	Deletion Peak 2	8	8	476
RPTN	Deletion Peak 1	8	8	476
RRAGC	Deletion Peak 1	8	8	476
RRAGC	Deletion Peak 2	8	8	476
RRNAD1	Deletion Peak 1	8	8	476
RRP15	Deletion Peak 1	8	8	476
RRP7A	Deletion Peak 5	20	20	464
RRP7BP	Deletion Peak 5	20	20	464
RSBN1	Deletion Peak 1	8	8	476
RSC1A1	Deletion Peak 1	8	8	476
RSC1A1	Deletion Peak 2	8	8	476
RSG1	Deletion Peak 1	4	4	238
RSG1	Deletion Peak 2	4	4	238
RSPH14	Deletion Peak 5	20	20	464
RSPO1	Deletion Peak 1	8	8	476
RSPO1	Deletion Peak 2	8	8	476
RSRP1	Deletion Peak 1	8	8	476
RSRP1	Deletion Peak 2	8	8	476
RTCA	Deletion Peak 1	8	8	476
RTCA	Deletion Peak 2	8	8	476
RTCA-AS1	Deletion Peak 1	4	4	238
RTCA-AS1	Deletion Peak 2	4	4	238
RTCB	Deletion Peak 5	20	20	464
RTN4R	Deletion Peak 5	20	20	464
RUNX3	Deletion Peak 1	8	8	476
RUNX3	Deletion Peak 2	8	8	476
RUSC1	Deletion Peak 1	8	8	476
RUSC1-AS1	Deletion Peak 1	8	8	476
RWDD3	Deletion Peak 1	8	8	476
RWDD3	Deletion Peak 2	8	8	476
RXFP4	Deletion Peak 1	8	8	476
RXRG	Deletion Peak 1	8	8	476
RYR2	Deletion Peak 1	8	8	476
S100A1	Deletion Peak 1	8	8	476
S100A10	Deletion Peak 1	8	8	476
S100A11	Deletion Peak 1	8	8	476
S100A12	Deletion Peak 1	8	8	476
S100A13	Deletion Peak 1	8	8	476
S100A14	Deletion Peak 1	8	8	476
S100A16	Deletion Peak 1	8	8	476
S100A2	Deletion Peak 1	8	8	476
S100A3	Deletion Peak 1	8	8	476
S100A4	Deletion Peak 1	8	8	476
S100A5	Deletion Peak 1	8	8	476
S100A6	Deletion Peak 1	8	8	476
S100A7	Deletion Peak 1	8	8	476
S100A7A	Deletion Peak 1	8	8	476
S100A7L2	Deletion Peak 1	4	4	238
S100A8	Deletion Peak 1	8	8	476
S100A9	Deletion Peak 1	8	8	476
S100PBP	Deletion Peak 1	8	8	476
S100PBP	Deletion Peak 2	8	8	476
S1PR1	Deletion Peak 1	8	8	476
S1PR1	Deletion Peak 2	8	8	476
SAMD11	Deletion Peak 1	8	8	476
SAMD13	Deletion Peak 1	8	8	476
SAMD13	Deletion Peak 2	8	8	476
SAMM50	Deletion Peak 5	20	20	464
SARS	Deletion Peak 1	4	4	238
SARS	Deletion Peak 2	4	4	238
SASS6	Deletion Peak 1	8	8	476
SASS6	Deletion Peak 2	8	8	476
SBF1	Deletion Peak 5	10	10	232
SCAMP3	Deletion Peak 1	8	8	476
SCARF2	Deletion Peak 5	30	30	696
SCARNA1	Deletion Peak 1	8	8	476
SCARNA1	Deletion Peak 2	8	8	476
SCARNA18B	Deletion Peak 1	8	8	476
SCARNA2	Deletion Peak 1	8	8	476
SCARNA2	Deletion Peak 2	8	8	476
SCARNA26A	Deletion Peak 1	4	4	238
SCARNA26B	Deletion Peak 1	4	4	238
SCARNA3	Deletion Peak 1	8	8	476
SCARNA4	Deletion Peak 1	8	8	476
SCCPDH	Deletion Peak 1	8	8	476
SCMH1	Deletion Peak 1	12	12	714
SCMH1	Deletion Peak 2	12	12	714
SCNM1	Deletion Peak 1	8	8	476
SCNN1D	Deletion Peak 1	8	8	476
SCO2	Deletion Peak 5	10	10	232
SCP2	Deletion Peak 1	8	8	476
SCP2	Deletion Peak 2	8	8	476
SCUBE1	Deletion Peak 5	20	20	464
SCYL3	Deletion Peak 1	8	8	476
SDC3	Deletion Peak 1	8	8	476
SDC3	Deletion Peak 2	8	8	476
SDC4P	Deletion Peak 5	10	10	232
SDCCAG8	Deletion Peak 1	12	12	714
SDE2	Deletion Peak 1	8	8	476
SDF2L1	Deletion Peak 5	30	30	696
SDF4	Deletion Peak 1	8	8	476
SDHAP2	Amplification Peak 1	2	26	458
SDHB	Deletion Peak 1	8	8	476
SDHB	Deletion Peak 2	8	8	476
SDHC	Deletion Peak 1	8	8	476
SEC14L2	Deletion Peak 5	20	20	464
SEC14L3	Deletion Peak 5	20	20	464
SEC14L4	Deletion Peak 5	20	20	464
SEC14L6	Deletion Peak 5	20	20	464
SEC16B	Deletion Peak 1	8	8	476
SEC22B	Deletion Peak 1	8	8	476
SELE	Deletion Peak 1	8	8	476
SELENBP1	Deletion Peak 1	8	8	476
SELL	Deletion Peak 1	8	8	476
SELM	Deletion Peak 5	10	10	232
SELO	Deletion Peak 5	10	10	232
SELP	Deletion Peak 1	8	8	476
SEMA4A	Deletion Peak 1	8	8	476
SEMA6C	Deletion Peak 1	8	8	476
SEP15	Deletion Peak 1	4	4	238
SEP15	Deletion Peak 2	4	4	238
SEPN1	Deletion Peak 1	4	4	238
SEPN1	Deletion Peak 2	4	4	238
SEPT3	Deletion Peak 5	10	10	232
SEPT5	Deletion Peak 5	10	10	232
SEPT5-GP1BB	Deletion Peak 5	10	10	232
SERBP1	Deletion Peak 1	8	8	476
SERBP1	Deletion Peak 2	8	8	476
SERHL	Deletion Peak 5	20	20	464
SERHL2	Deletion Peak 5	20	20	464
SERINC2	Deletion Peak 1	8	8	476
SERINC2	Deletion Peak 2	8	8	476
SERPINC1	Deletion Peak 1	8	8	476
SERPIND1	Deletion Peak 5	30	30	696
SERTAD4	Deletion Peak 1	8	8	476
SERTAD4-AS1	Deletion Peak 1	4	4	238
SESN2	Deletion Peak 1	8	8	476
SESN2	Deletion Peak 2	8	8	476
SETDB1	Deletion Peak 1	8	8	476
SETSIP	Deletion Peak 1	8	8	476
SETSIP	Deletion Peak 2	8	8	476
SEZ6L	Deletion Peak 5	20	20	464
SF3A1	Deletion Peak 5	20	20	464
SF3A3	Deletion Peak 1	8	8	476
SF3A3	Deletion Peak 2	8	8	476
SF3B4	Deletion Peak 1	8	8	476
SFI1	Deletion Peak 5	20	20	464
SFN	Deletion Peak 1	8	8	476
SFN	Deletion Peak 2	8	8	476
SFPQ	Deletion Peak 1	8	8	476
SFPQ	Deletion Peak 2	8	8	476
SFT2D2	Deletion Peak 1	8	8	476
SGIP1	Deletion Peak 1	8	8	476
SGIP1	Deletion Peak 2	8	8	476
SGSM1	Deletion Peak 5	20	20	464
SGSM3	Deletion Peak 5	20	20	464
SH2D1B	Deletion Peak 1	8	8	476
SH2D2A	Deletion Peak 1	8	8	476
SH2D5	Deletion Peak 1	8	8	476
SH2D5	Deletion Peak 2	8	8	476
SH3BGRL3	Deletion Peak 1	8	8	476
SH3BGRL3	Deletion Peak 2	8	8	476
SH3BP1	Deletion Peak 5	20	20	464
SH3BP5L	Deletion Peak 1	8	8	476
SH3D21	Deletion Peak 1	8	8	476
SH3D21	Deletion Peak 2	8	8	476
SH3GLB1	Deletion Peak 1	8	8	476
SH3GLB1	Deletion Peak 2	8	8	476
SHANK3	Deletion Peak 5	10	10	232
SHC1	Deletion Peak 1	8	8	476
SHCBP1L	Deletion Peak 1	8	8	476
SHE	Deletion Peak 1	8	8	476
SHISA4	Deletion Peak 1	8	8	476
SHISA8	Deletion Peak 5	20	20	464
SIKE1	Deletion Peak 1	8	8	476
SIPA1L2	Deletion Peak 1	8	8	476
SKI	Deletion Peak 1	8	8	476
SKI	Deletion Peak 2	8	8	476
SKINT1L	Deletion Peak 1	4	4	238
SKINT1L	Deletion Peak 2	4	4	238
SLAMF1	Deletion Peak 1	8	8	476
SLAMF6	Deletion Peak 1	8	8	476
SLAMF7	Deletion Peak 1	8	8	476
SLAMF8	Deletion Peak 1	8	8	476
SLAMF9	Deletion Peak 1	8	8	476
SLC16A1	Deletion Peak 1	8	8	476
SLC16A1-AS1	Deletion Peak 1	8	8	476
SLC16A4	Deletion Peak 1	8	8	476
SLC16A8	Deletion Peak 5	20	20	464
SLC19A2	Deletion Peak 1	8	8	476
SLC1A7	Deletion Peak 1	8	8	476
SLC1A7	Deletion Peak 2	8	8	476
SLC22A15	Deletion Peak 1	8	8	476
SLC25A1	Deletion Peak 5	20	20	464
SLC25A17	Deletion Peak 5	20	20	464
SLC25A18	Deletion Peak 5	20	20	464
SLC25A24	Deletion Peak 1	8	8	476
SLC25A24	Deletion Peak 2	8	8	476
SLC25A33	Deletion Peak 1	8	8	476
SLC25A33	Deletion Peak 2	8	8	476
SLC25A34	Deletion Peak 1	8	8	476
SLC25A34	Deletion Peak 2	8	8	476
SLC25A3P1	Deletion Peak 1	8	8	476
SLC25A3P1	Deletion Peak 2	8	8	476
SLC25A44	Deletion Peak 1	8	8	476
SLC26A9	Deletion Peak 1	8	8	476
SLC27A3	Deletion Peak 1	8	8	476
SLC2A1	Deletion Peak 1	8	8	476
SLC2A1	Deletion Peak 2	8	8	476
SLC2A1-AS1	Deletion Peak 1	8	8	476
SLC2A1-AS1	Deletion Peak 2	8	8	476
SLC2A11	Deletion Peak 5	20	20	464
SLC2A5	Deletion Peak 1	8	8	476
SLC2A5	Deletion Peak 2	8	8	476
SLC2A7	Deletion Peak 1	8	8	476
SLC2A7	Deletion Peak 2	8	8	476
SLC30A1	Deletion Peak 1	8	8	476
SLC30A10	Deletion Peak 1	8	8	476
SLC30A2	Deletion Peak 1	8	8	476
SLC30A2	Deletion Peak 2	8	8	476
SLC30A7	Deletion Peak 1	8	8	476
SLC30A7	Deletion Peak 2	8	8	476
SLC35A3	Deletion Peak 1	8	8	476
SLC35A3	Deletion Peak 2	8	8	476
SLC35D1	Deletion Peak 1	8	8	476
SLC35D1	Deletion Peak 2	8	8	476
SLC35E2	Deletion Peak 1	4	4	238
SLC35E2	Deletion Peak 2	4	4	238
SLC35E2B	Deletion Peak 1	8	8	476
SLC35E2B	Deletion Peak 2	8	8	476
SLC35E4	Deletion Peak 5	20	20	464
SLC35F3	Deletion Peak 1	8	8	476
SLC39A1	Deletion Peak 1	8	8	476
SLC41A1	Deletion Peak 1	8	8	476
SLC44A3	Deletion Peak 1	8	8	476
SLC44A3	Deletion Peak 2	8	8	476
SLC44A5	Deletion Peak 1	8	8	476
SLC44A5	Deletion Peak 2	8	8	476
SLC45A1	Deletion Peak 1	8	8	476
SLC45A1	Deletion Peak 2	8	8	476
SLC45A3	Deletion Peak 1	8	8	476
SLC50A1	Deletion Peak 1	8	8	476
SLC5A1	Deletion Peak 5	20	20	464
SLC5A4	Deletion Peak 5	20	20	464
SLC5A9	Deletion Peak 1	8	8	476
SLC5A9	Deletion Peak 2	8	8	476
SLC6A17	Deletion Peak 1	8	8	476
SLC6A9	Deletion Peak 1	8	8	476
SLC6A9	Deletion Peak 2	8	8	476
SLC7A4	Deletion Peak 5	30	30	696
SLC9A1	Deletion Peak 1	8	8	476
SLC9A1	Deletion Peak 2	8	8	476
SLC9C2	Deletion Peak 1	8	8	476
SLFNL1	Deletion Peak 1	12	12	714
SLFNL1	Deletion Peak 2	12	12	714
SLFNL1-AS1	Deletion Peak 1	12	12	714
SLFNL1-AS1	Deletion Peak 2	12	12	714
SMAP2	Deletion Peak 1	12	12	714
SMAP2	Deletion Peak 2	12	12	714
SMARCB1	Deletion Peak 5	20	20	464
SMC1B	Deletion Peak 5	20	20	464
SMCP	Deletion Peak 1	8	8	476
SMDT1	Deletion Peak 5	20	20	464
SMG5	Deletion Peak 1	8	8	476
SMG7	Deletion Peak 1	8	8	476
SMG7-AS1	Deletion Peak 1	8	8	476
SMIM1	Deletion Peak 1	8	8	476
SMIM1	Deletion Peak 2	8	8	476
SMIM12	Deletion Peak 1	8	8	476
SMIM12	Deletion Peak 2	8	8	476
SMPDL3B	Deletion Peak 1	8	8	476
SMPDL3B	Deletion Peak 2	8	8	476
SMTN	Deletion Peak 5	20	20	464
SMYD2	Deletion Peak 1	8	8	476
SMYD3	Deletion Peak 1	12	12	714
SNAP29	Deletion Peak 5	30	30	696
SNAP47	Deletion Peak 1	8	8	476
SNAPIN	Deletion Peak 1	8	8	476
SNHG12	Deletion Peak 1	8	8	476
SNHG12	Deletion Peak 2	8	8	476
SNHG3	Deletion Peak 1	8	8	476
SNHG3	Deletion Peak 2	8	8	476
SNIP1	Deletion Peak 1	8	8	476
SNIP1	Deletion Peak 2	8	8	476
SNORA100	Deletion Peak 1	4	4	238
SNORA103	Deletion Peak 1	4	4	238
SNORA110	Deletion Peak 1	4	4	238
SNORA110	Deletion Peak 2	4	4	238
SNORA14B	Deletion Peak 1	8	8	476
SNORA16A	Deletion Peak 1	8	8	476
SNORA16A	Deletion Peak 2	8	8	476
SNORA16B	Deletion Peak 1	8	8	476
SNORA36B	Deletion Peak 1	8	8	476
SNORA44	Deletion Peak 1	8	8	476
SNORA44	Deletion Peak 2	8	8	476
SNORA55	Deletion Peak 1	8	8	476
SNORA55	Deletion Peak 2	8	8	476
SNORA59A	Deletion Peak 1	8	8	476
SNORA59A	Deletion Peak 2	8	8	476
SNORA61	Deletion Peak 1	8	8	476
SNORA61	Deletion Peak 2	8	8	476
SNORA66	Deletion Peak 1	8	8	476
SNORA66	Deletion Peak 2	8	8	476
SNORA73A	Deletion Peak 1	8	8	476
SNORA73A	Deletion Peak 2	8	8	476
SNORA73B	Deletion Peak 1	8	8	476
SNORA73B	Deletion Peak 2	8	8	476
SNORA77	Deletion Peak 1	8	8	476
SNORA80E	Deletion Peak 1	8	8	476
SNORA92	Deletion Peak 5	10	10	232
SNORD103A	Deletion Peak 1	4	4	238
SNORD103A	Deletion Peak 2	4	4	238
SNORD103C	Deletion Peak 1	4	4	238
SNORD103C	Deletion Peak 2	4	4	238
SNORD125	Deletion Peak 5	20	20	464
SNORD128	Deletion Peak 1	4	4	238
SNORD128	Deletion Peak 2	4	4	238
SNORD139	Deletion Peak 5	10	10	232
SNORD140	Deletion Peak 5	10	10	232
SNORD21	Deletion Peak 1	8	8	476
SNORD21	Deletion Peak 2	8	8	476
SNORD38A	Deletion Peak 1	8	8	476
SNORD38A	Deletion Peak 2	8	8	476
SNORD38B	Deletion Peak 1	8	8	476
SNORD38B	Deletion Peak 2	8	8	476
SNORD43	Deletion Peak 5	20	20	464
SNORD44	Deletion Peak 1	4	4	238
SNORD45A	Deletion Peak 1	8	8	476
SNORD45A	Deletion Peak 2	8	8	476
SNORD45B	Deletion Peak 1	8	8	476
SNORD45B	Deletion Peak 2	8	8	476
SNORD45C	Deletion Peak 1	8	8	476
SNORD45C	Deletion Peak 2	8	8	476
SNORD46	Deletion Peak 1	8	8	476
SNORD46	Deletion Peak 2	8	8	476
SNORD47	Deletion Peak 1	4	4	238
SNORD55	Deletion Peak 1	8	8	476
SNORD55	Deletion Peak 2	8	8	476
SNORD74	Deletion Peak 1	4	4	238
SNORD75	Deletion Peak 1	4	4	238
SNORD76	Deletion Peak 1	4	4	238
SNORD77	Deletion Peak 1	4	4	238
SNORD78	Deletion Peak 1	4	4	238
SNORD79	Deletion Peak 1	4	4	238
SNORD80	Deletion Peak 1	4	4	238
SNORD81	Deletion Peak 1	4	4	238
SNORD83A	Deletion Peak 5	20	20	464
SNORD83B	Deletion Peak 5	20	20	464
SNORD95	Deletion Peak 3	8	14	476
SNORD96A	Deletion Peak 3	8	14	476
SNORD99	Deletion Peak 1	8	8	476
SNORD99	Deletion Peak 2	8	8	476
SNRNP40	Deletion Peak 1	8	8	476
SNRNP40	Deletion Peak 2	8	8	476
SNRPD2P2	Deletion Peak 1	4	4	238
SNRPD3	Deletion Peak 5	20	20	464
SNRPE	Deletion Peak 1	8	8	476
SNU13	Deletion Peak 5	20	20	464
SNX27	Deletion Peak 1	8	8	476
SNX7	Deletion Peak 1	8	8	476
SNX7	Deletion Peak 2	8	8	476
SOAT1	Deletion Peak 1	8	8	476
SORT1	Deletion Peak 1	8	8	476
SORT1	Deletion Peak 2	8	8	476
SOX10	Deletion Peak 5	20	20	464
SOX13	Deletion Peak 1	8	8	476
SPAG17	Deletion Peak 1	8	8	476
SPATA1	Deletion Peak 1	8	8	476
SPATA1	Deletion Peak 2	8	8	476
SPATA17	Deletion Peak 1	8	8	476
SPATA17-AS1	Deletion Peak 1	8	8	476
SPATA21	Deletion Peak 1	8	8	476
SPATA21	Deletion Peak 2	8	8	476
SPATA42	Deletion Peak 1	8	8	476
SPATA42	Deletion Peak 2	8	8	476
SPATA45	Deletion Peak 1	8	8	476
SPATA6	Deletion Peak 1	8	8	476
SPATA6	Deletion Peak 2	8	8	476
SPECC1L	Deletion Peak 5	20	20	464
SPECC1L-ADORA2A	Deletion Peak 5	20	20	464
SPEN	Deletion Peak 1	8	8	476
SPEN	Deletion Peak 2	8	8	476
SPHAR	Deletion Peak 1	4	4	238
SPOCD1	Deletion Peak 1	8	8	476
SPOCD1	Deletion Peak 2	8	8	476
SPRR1A	Deletion Peak 1	8	8	476
SPRR1B	Deletion Peak 1	8	8	476
SPRR2A	Deletion Peak 1	8	8	476
SPRR2B	Deletion Peak 1	8	8	476
SPRR2C	Deletion Peak 1	4	4	238
SPRR2D	Deletion Peak 1	8	8	476
SPRR2E	Deletion Peak 1	8	8	476
SPRR2F	Deletion Peak 1	8	8	476
SPRR2G	Deletion Peak 1	8	8	476
SPRR3	Deletion Peak 1	8	8	476
SPRR4	Deletion Peak 1	8	8	476
SPRTN	Deletion Peak 1	8	8	476
SPSB1	Deletion Peak 1	8	8	476
SPSB1	Deletion Peak 2	8	8	476
SPTA1	Deletion Peak 1	8	8	476
SREBF2	Deletion Peak 5	20	20	464
SRGAP2	Deletion Peak 1	8	8	476
SRGAP2-AS1	Deletion Peak 1	8	8	476
SRGAP2B	Deletion Peak 1	8	8	476
SRGAP2C	Deletion Peak 1	8	8	476
SRGAP2D	Deletion Peak 1	4	4	238
SRM	Deletion Peak 1	8	8	476
SRM	Deletion Peak 2	8	8	476
SRP9	Deletion Peak 1	8	8	476
SRRD	Deletion Peak 5	20	20	464
SRRM1	Deletion Peak 1	8	8	476
SRRM1	Deletion Peak 2	8	8	476
SRSF10	Deletion Peak 1	8	8	476
SRSF10	Deletion Peak 2	8	8	476
SRSF11	Deletion Peak 1	8	8	476
SRSF11	Deletion Peak 2	8	8	476
SRSF4	Deletion Peak 1	8	8	476
SRSF4	Deletion Peak 2	8	8	476
SSBP3	Deletion Peak 1	8	8	476
SSBP3	Deletion Peak 2	8	8	476
SSBP3-AS1	Deletion Peak 1	8	8	476
SSBP3-AS1	Deletion Peak 2	8	8	476
SSR2	Deletion Peak 1	8	8	476
SSTR3	Deletion Peak 5	20	20	464
SSU72	Deletion Peak 1	8	8	476
SSU72	Deletion Peak 2	8	8	476
SSX2IP	Deletion Peak 1	8	8	476
SSX2IP	Deletion Peak 2	8	8	476
ST13	Deletion Peak 5	20	20	464
ST3GAL3	Deletion Peak 1	8	8	476
ST3GAL3	Deletion Peak 2	8	8	476
ST6GALNAC3	Deletion Peak 1	8	8	476
ST6GALNAC3	Deletion Peak 2	8	8	476
ST6GALNAC5	Deletion Peak 1	8	8	476
ST6GALNAC5	Deletion Peak 2	8	8	476
ST7L	Deletion Peak 1	8	8	476
STIL	Deletion Peak 1	8	8	476
STIL	Deletion Peak 2	8	8	476
STK40	Deletion Peak 1	8	8	476
STK40	Deletion Peak 2	8	8	476
STMN1	Deletion Peak 1	8	8	476
STMN1	Deletion Peak 2	8	8	476
STPG1	Deletion Peak 1	8	8	476
STPG1	Deletion Peak 2	8	8	476
STRIP1	Deletion Peak 1	8	8	476
STUM	Deletion Peak 1	12	12	714
STX12	Deletion Peak 1	8	8	476
STX12	Deletion Peak 2	8	8	476
STX6	Deletion Peak 1	8	8	476
STXBP3	Deletion Peak 1	8	8	476
STXBP3	Deletion Peak 2	8	8	476
SUCO	Deletion Peak 1	8	8	476
SULT4A1	Deletion Peak 5	20	20	464
SUMO1P3	Deletion Peak 1	4	4	238
SUN2	Deletion Peak 5	20	20	464
SUSD2	Deletion Peak 5	20	20	464
SUSD4	Deletion Peak 1	8	8	476
SV2A	Deletion Peak 1	8	8	476
SVBP	Deletion Peak 1	8	8	476
SVBP	Deletion Peak 2	8	8	476
SWT1	Deletion Peak 1	8	8	476
SYCE3	Deletion Peak 5	10	10	232
SYCP1	Deletion Peak 1	8	8	476
SYDE2	Deletion Peak 1	8	8	476
SYDE2	Deletion Peak 2	8	8	476
SYF2	Deletion Peak 1	8	8	476
SYF2	Deletion Peak 2	8	8	476
SYN3	Deletion Peak 5	20	20	464
SYNC	Deletion Peak 1	8	8	476
SYNC	Deletion Peak 2	8	8	476
SYNGR1	Deletion Peak 5	20	20	464
SYPL2	Deletion Peak 1	8	8	476
SYPL2	Deletion Peak 2	8	8	476
SYT11	Deletion Peak 1	8	8	476
SYT14	Deletion Peak 1	8	8	476
SYT2	Deletion Peak 1	8	8	476
SYT6	Deletion Peak 1	8	8	476
SYTL1	Deletion Peak 1	8	8	476
SYTL1	Deletion Peak 2	8	8	476
SZRD1	Deletion Peak 1	8	8	476
SZRD1	Deletion Peak 2	8	8	476
SZT2	Deletion Peak 1	8	8	476
SZT2	Deletion Peak 2	8	8	476
TAB1	Deletion Peak 5	20	20	464
TACSTD2	Deletion Peak 1	8	8	476
TACSTD2	Deletion Peak 2	8	8	476
TADA1	Deletion Peak 1	8	8	476
TAF12	Deletion Peak 1	8	8	476
TAF12	Deletion Peak 2	8	8	476
TAF13	Deletion Peak 1	8	8	476
TAF13	Deletion Peak 2	8	8	476
TAF1A	Deletion Peak 1	8	8	476
TAF1A-AS1	Deletion Peak 1	8	8	476
TAF5L	Deletion Peak 1	8	8	476
TAGLN2	Deletion Peak 1	8	8	476
TAL1	Deletion Peak 1	8	8	476
TAL1	Deletion Peak 2	8	8	476
TANGO2	Deletion Peak 5	20	20	464
TARBP1	Deletion Peak 1	8	8	476
TARDBP	Deletion Peak 1	8	8	476
TARDBP	Deletion Peak 2	8	8	476
TARS2	Deletion Peak 1	8	8	476
TAS1R1	Deletion Peak 1	8	8	476
TAS1R1	Deletion Peak 2	8	8	476
TAS1R2	Deletion Peak 1	8	8	476
TAS1R2	Deletion Peak 2	8	8	476
TAS1R3	Deletion Peak 1	8	8	476
TAS1R3	Deletion Peak 2	8	8	476
TATDN3	Deletion Peak 1	8	8	476
TBC1D10A	Deletion Peak 5	20	20	464
TBC1D22A	Deletion Peak 5	20	20	464
TBC1D22A-AS1	Deletion Peak 5	20	20	464
TBCE	Deletion Peak 1	4	4	238
TBX1	Deletion Peak 5	20	20	464
TBX15	Deletion Peak 1	8	8	476
TBX19	Deletion Peak 1	8	8	476
TCEA3	Deletion Peak 1	8	8	476
TCEA3	Deletion Peak 2	8	8	476
TCEANC2	Deletion Peak 1	8	8	476
TCEANC2	Deletion Peak 2	8	8	476
TCEB3	Deletion Peak 1	4	4	238
TCEB3	Deletion Peak 2	4	4	238
TCEB3-AS1	Deletion Peak 1	4	4	238
TCEB3-AS1	Deletion Peak 2	4	4	238
TCF20	Deletion Peak 5	20	20	464
TCHH	Deletion Peak 1	8	8	476
TCHHL1	Deletion Peak 1	8	8	476
TCN2	Deletion Peak 5	20	20	464
TCTEX1D1	Deletion Peak 1	8	8	476
TCTEX1D1	Deletion Peak 2	8	8	476
TCTEX1D4	Deletion Peak 1	8	8	476
TCTEX1D4	Deletion Peak 2	8	8	476
TDRD10	Deletion Peak 1	8	8	476
TDRD5	Deletion Peak 1	8	8	476
TDRKH	Deletion Peak 1	8	8	476
TEDDM1	Deletion Peak 1	8	8	476
TEF	Deletion Peak 5	20	20	464
TEKT2	Deletion Peak 1	8	8	476
TEKT2	Deletion Peak 2	8	8	476
TESK2	Deletion Peak 1	8	8	476
TESK2	Deletion Peak 2	8	8	476
TEX33	Deletion Peak 5	20	20	464
TEX35	Deletion Peak 1	8	8	476
TEX38	Deletion Peak 1	8	8	476
TEX38	Deletion Peak 2	8	8	476
TFAP2E	Deletion Peak 1	8	8	476
TFAP2E	Deletion Peak 2	8	8	476
TFB2M	Deletion Peak 1	8	8	476
TFIP11	Deletion Peak 5	20	20	464
TGFB2	Deletion Peak 1	8	8	476
TGFB2-AS1	Deletion Peak 1	8	8	476
TGFB2-OT1	Deletion Peak 1	8	8	476
TGFBR3	Deletion Peak 1	8	8	476
TGFBR3	Deletion Peak 2	8	8	476
THAP3	Deletion Peak 1	8	8	476
THAP3	Deletion Peak 2	8	8	476
THAP7	Deletion Peak 5	30	30	696
THAP7-AS1	Deletion Peak 5	30	30	696
THBS3	Deletion Peak 1	8	8	476
THEM4	Deletion Peak 1	8	8	476
THEM5	Deletion Peak 1	8	8	476
THEMIS2	Deletion Peak 1	8	8	476
THEMIS2	Deletion Peak 2	8	8	476
THOC5	Deletion Peak 5	20	20	464
THRAP3	Deletion Peak 1	8	8	476
THRAP3	Deletion Peak 2	8	8	476
TIE1	Deletion Peak 1	8	8	476
TIE1	Deletion Peak 2	8	8	476
TIMM17A	Deletion Peak 1	8	8	476
TIMP3	Deletion Peak 5	20	20	464
TINAGL1	Deletion Peak 1	8	8	476
TINAGL1	Deletion Peak 2	8	8	476
TIPRL	Deletion Peak 1	8	8	476
TLR5	Deletion Peak 1	8	8	476
TM2D1	Deletion Peak 1	8	8	476
TM2D1	Deletion Peak 2	8	8	476
TMCC2	Deletion Peak 1	8	8	476
TMCO1	Deletion Peak 1	8	8	476
TMCO2	Deletion Peak 1	12	12	714
TMCO2	Deletion Peak 2	12	12	714
TMCO4	Deletion Peak 1	8	8	476
TMCO4	Deletion Peak 2	8	8	476
TMED5	Deletion Peak 1	8	8	476
TMED5	Deletion Peak 2	8	8	476
TMEM125	Deletion Peak 1	8	8	476
TMEM125	Deletion Peak 2	8	8	476
TMEM167B	Deletion Peak 1	8	8	476
TMEM167B	Deletion Peak 2	8	8	476
TMEM183A	Deletion Peak 1	8	8	476
TMEM184B	Deletion Peak 5	20	20	464
TMEM191A	Deletion Peak 5	30	30	696
TMEM191B	Deletion Peak 5	10	10	232
TMEM191C	Deletion Peak 5	20	20	464
TMEM200B	Deletion Peak 1	8	8	476
TMEM200B	Deletion Peak 2	8	8	476
TMEM201	Deletion Peak 1	8	8	476
TMEM201	Deletion Peak 2	8	8	476
TMEM206	Deletion Peak 1	4	4	238
TMEM211	Deletion Peak 5	20	20	464
TMEM222	Deletion Peak 1	8	8	476
TMEM222	Deletion Peak 2	8	8	476
TMEM234	Deletion Peak 1	8	8	476
TMEM234	Deletion Peak 2	8	8	476
TMEM240	Deletion Peak 1	8	8	476
TMEM240	Deletion Peak 2	8	8	476
