gene_symbol	detection_peak	loss	gain	neutral
OR14C36	Deletion Peak 1	8	8	476
OR14I1	Deletion Peak 1	8	8	476
OR1C1	Deletion Peak 1	8	8	476
OR2AK2	Deletion Peak 1	8	8	476
OR2B11	Deletion Peak 1	8	8	476
OR2C3	Deletion Peak 1	8	8	476
OR2G2	Deletion Peak 1	8	8	476
OR2G3	Deletion Peak 1	8	8	476
OR2G6	Deletion Peak 1	8	8	476
OR2L13	Deletion Peak 1	8	8	476
OR2L1P	Deletion Peak 1	8	8	476
OR2L2	Deletion Peak 1	8	8	476
OR2L3	Deletion Peak 1	8	8	476
OR2L5	Deletion Peak 1	8	8	476
OR2L8	Deletion Peak 1	8	8	476
OR2M1P	Deletion Peak 1	4	4	238
OR2M2	Deletion Peak 1	8	8	476
OR2M3	Deletion Peak 1	8	8	476
OR2M4	Deletion Peak 1	8	8	476
OR2M5	Deletion Peak 1	8	8	476
OR2M7	Deletion Peak 1	8	8	476
OR2T1	Deletion Peak 1	8	8	476
OR2T10	Deletion Peak 1	8	8	476
OR2T11	Deletion Peak 1	8	8	476
OR2T12	Deletion Peak 1	8	8	476
OR2T2	Deletion Peak 1	8	8	476
OR2T27	Deletion Peak 1	8	8	476
OR2T29	Deletion Peak 1	8	8	476
OR2T3	Deletion Peak 1	8	8	476
OR2T33	Deletion Peak 1	8	8	476
OR2T34	Deletion Peak 1	8	8	476
OR2T35	Deletion Peak 1	8	8	476
OR2T4	Deletion Peak 1	8	8	476
OR2T5	Deletion Peak 1	8	8	476
OR2T6	Deletion Peak 1	8	8	476
OR2T8	Deletion Peak 1	8	8	476
OR2V1	Deletion Peak 3	8	14	476
OR2V2	Deletion Peak 3	8	14	476
OR2W3	Deletion Peak 1	8	8	476
OR2W5	Deletion Peak 1	8	8	476
OR4F16	Deletion Peak 1	4	4	238
OR4F16	Deletion Peak 3	4	7	238
OR4F29	Deletion Peak 1	4	4	238
OR4F29	Deletion Peak 3	4	7	238
OR4F5	Deletion Peak 1	4	4	238
OR6F1	Deletion Peak 1	8	8	476
OR6K2	Deletion Peak 1	8	8	476
OR6K3	Deletion Peak 1	8	8	476
OR6K6	Deletion Peak 1	8	8	476
OR6N1	Deletion Peak 1	8	8	476
OR6N2	Deletion Peak 1	8	8	476
OR6P1	Deletion Peak 1	8	8	476
OR6Y1	Deletion Peak 1	8	8	476
ORC1	Deletion Peak 1	8	8	476
ORC1	Deletion Peak 2	8	8	476
OSBP2	Deletion Peak 5	20	20	464
OSBPL9	Deletion Peak 1	8	8	476
OSBPL9	Deletion Peak 2	8	8	476
OSCP1	Deletion Peak 1	8	8	476
OSCP1	Deletion Peak 2	8	8	476
OSM	Deletion Peak 5	20	20	464
OTUD3	Deletion Peak 1	8	8	476
OTUD3	Deletion Peak 2	8	8	476
OTUD7B	Deletion Peak 1	8	8	476
OVAAL	Deletion Peak 1	8	8	476
OVGP1	Deletion Peak 1	8	8	476
OXCT2	Deletion Peak 1	8	8	476
OXCT2	Deletion Peak 2	8	8	476
OXCT2P1	Deletion Peak 1	8	8	476
OXCT2P1	Deletion Peak 2	8	8	476
P2RX6	Deletion Peak 5	30	30	696
P2RX6P	Deletion Peak 5	10	10	232
P3H1	Deletion Peak 1	8	8	476
P3H1	Deletion Peak 2	8	8	476
PABPC4	Deletion Peak 1	8	8	476
PABPC4	Deletion Peak 2	8	8	476
PACERR	Deletion Peak 1	8	8	476
PACSIN2	Deletion Peak 5	20	20	464
PADI1	Deletion Peak 1	8	8	476
PADI1	Deletion Peak 2	8	8	476
PADI2	Deletion Peak 1	8	8	476
PADI2	Deletion Peak 2	8	8	476
PADI3	Deletion Peak 1	8	8	476
PADI3	Deletion Peak 2	8	8	476
PADI4	Deletion Peak 1	8	8	476
PADI4	Deletion Peak 2	8	8	476
PADI6	Deletion Peak 1	8	8	476
PADI6	Deletion Peak 2	8	8	476
PAFAH2	Deletion Peak 1	8	8	476
PAFAH2	Deletion Peak 2	8	8	476
PALMD	Deletion Peak 1	8	8	476
PALMD	Deletion Peak 2	8	8	476
PANK4	Deletion Peak 1	8	8	476
PANK4	Deletion Peak 2	8	8	476
PANX2	Deletion Peak 5	20	20	464
PAPPA2	Deletion Peak 1	8	8	476
PAQR6	Deletion Peak 1	8	8	476
PAQR7	Deletion Peak 1	8	8	476
PAQR7	Deletion Peak 2	8	8	476
PARK7	Deletion Peak 1	8	8	476
PARK7	Deletion Peak 2	8	8	476
PARP1	Deletion Peak 1	12	12	714
PARS2	Deletion Peak 1	8	8	476
PARS2	Deletion Peak 2	8	8	476
PARVB	Deletion Peak 5	20	20	464
PARVG	Deletion Peak 5	20	20	464
PATJ	Deletion Peak 1	8	8	476
PATJ	Deletion Peak 2	8	8	476
PATZ1	Deletion Peak 5	20	20	464
PAX7	Deletion Peak 1	8	8	476
PAX7	Deletion Peak 2	8	8	476
PBX1	Deletion Peak 1	8	8	476
PBXIP1	Deletion Peak 1	8	8	476
PCAT14	Deletion Peak 5	10	10	232
PCAT6	Deletion Peak 1	8	8	476
PCNX2	Deletion Peak 1	8	8	476
PCP4L1	Deletion Peak 1	8	8	476
PCSK9	Deletion Peak 1	8	8	476
PCSK9	Deletion Peak 2	8	8	476
PDC	Deletion Peak 1	8	8	476
PDE4B	Deletion Peak 1	8	8	476
PDE4B	Deletion Peak 2	8	8	476
PDE4DIP	Deletion Peak 1	8	8	476
PDGFB	Deletion Peak 5	20	20	464
PDIA3P1	Deletion Peak 1	4	4	238
PDIK1L	Deletion Peak 1	8	8	476
PDIK1L	Deletion Peak 2	8	8	476
PDPN	Deletion Peak 1	8	8	476
PDPN	Deletion Peak 2	8	8	476
PDXP	Deletion Peak 5	20	20	464
PDZK1	Deletion Peak 1	8	8	476
PDZK1IP1	Deletion Peak 1	8	8	476
PDZK1IP1	Deletion Peak 2	8	8	476
PDZK1P1	Deletion Peak 1	4	4	238
PEA15	Deletion Peak 1	8	8	476
PEAR1	Deletion Peak 1	8	8	476
PEF1	Deletion Peak 1	8	8	476
PEF1	Deletion Peak 2	8	8	476
PER3	Deletion Peak 1	8	8	476
PER3	Deletion Peak 2	8	8	476
PERM1	Deletion Peak 1	8	8	476
PES1	Deletion Peak 5	20	20	464
PEX10	Deletion Peak 1	8	8	476
PEX10	Deletion Peak 2	8	8	476
PEX11B	Deletion Peak 1	8	8	476
PEX14	Deletion Peak 1	8	8	476
PEX14	Deletion Peak 2	8	8	476
PEX19	Deletion Peak 1	8	8	476
PEX26	Deletion Peak 5	20	20	464
PFDN2	Deletion Peak 1	8	8	476
PFKFB2	Deletion Peak 1	8	8	476
PFN1P2	Deletion Peak 1	8	8	476
PGBD2	Deletion Peak 1	8	8	476
PGBD5	Deletion Peak 1	8	8	476
PGCP1	Deletion Peak 1	4	4	238
PGD	Deletion Peak 1	8	8	476
PGD	Deletion Peak 2	8	8	476
PGLYRP3	Deletion Peak 1	8	8	476
PGLYRP4	Deletion Peak 1	8	8	476
PGM1	Deletion Peak 1	8	8	476
PGM1	Deletion Peak 2	8	8	476
PHACTR4	Deletion Peak 1	8	8	476
PHACTR4	Deletion Peak 2	8	8	476
PHC2	Deletion Peak 1	8	8	476
PHC2	Deletion Peak 2	8	8	476
PHF13	Deletion Peak 1	8	8	476
PHF13	Deletion Peak 2	8	8	476
PHF21B	Deletion Peak 5	20	20	464
PHF5A	Deletion Peak 5	20	20	464
PHGDH	Deletion Peak 1	8	8	476
PHLDA3	Deletion Peak 1	8	8	476
PHTF1	Deletion Peak 1	8	8	476
PI4KA	Deletion Peak 5	30	30	696
PI4KAP1	Deletion Peak 5	10	10	232
PI4KAP2	Deletion Peak 5	20	20	464
PI4KB	Deletion Peak 1	8	8	476
PIAS3	Deletion Peak 1	8	8	476
PICK1	Deletion Peak 5	20	20	464
PIFO	Deletion Peak 1	8	8	476
PIGC	Deletion Peak 1	8	8	476
PIGK	Deletion Peak 1	8	8	476
PIGK	Deletion Peak 2	8	8	476
PIGM	Deletion Peak 1	8	8	476
PIGR	Deletion Peak 1	8	8	476
PIGV	Deletion Peak 1	8	8	476
PIGV	Deletion Peak 2	8	8	476
PIK3C2B	Deletion Peak 1	8	8	476
PIK3CD	Deletion Peak 1	8	8	476
PIK3CD	Deletion Peak 2	8	8	476
PIK3CD-AS1	Deletion Peak 1	8	8	476
PIK3CD-AS1	Deletion Peak 2	8	8	476
PIK3CD-AS2	Deletion Peak 1	8	8	476
PIK3CD-AS2	Deletion Peak 2	8	8	476
PIK3IP1	Deletion Peak 5	20	20	464
PIK3IP1-AS1	Deletion Peak 5	20	20	464
PIK3R3	Deletion Peak 1	8	8	476
PIK3R3	Deletion Peak 2	8	8	476
PIM3	Deletion Peak 5	20	20	464
PIN1P1	Deletion Peak 1	8	8	476
PIN1P1	Deletion Peak 2	8	8	476
PINK1	Deletion Peak 1	8	8	476
PINK1	Deletion Peak 2	8	8	476
PINK1-AS	Deletion Peak 1	8	8	476
PINK1-AS	Deletion Peak 2	8	8	476
PIP5K1A	Deletion Peak 1	8	8	476
PISD	Deletion Peak 5	20	20	464
PITHD1	Deletion Peak 1	8	8	476
PITHD1	Deletion Peak 2	8	8	476
PITPNB	Deletion Peak 5	20	20	464
PIWIL3	Deletion Peak 5	20	20	464
PKDREJ	Deletion Peak 5	20	20	464
PKLR	Deletion Peak 1	8	8	476
PKN2	Deletion Peak 1	8	8	476
PKN2	Deletion Peak 2	8	8	476
PKN2-AS1	Deletion Peak 1	8	8	476
PKN2-AS1	Deletion Peak 2	8	8	476
PKP1	Deletion Peak 1	8	8	476
PLA2G2A	Deletion Peak 1	8	8	476
PLA2G2A	Deletion Peak 2	8	8	476
PLA2G2C	Deletion Peak 1	8	8	476
PLA2G2C	Deletion Peak 2	8	8	476
PLA2G2D	Deletion Peak 1	8	8	476
PLA2G2D	Deletion Peak 2	8	8	476
PLA2G2E	Deletion Peak 1	8	8	476
PLA2G2E	Deletion Peak 2	8	8	476
PLA2G2F	Deletion Peak 1	8	8	476
PLA2G2F	Deletion Peak 2	8	8	476
PLA2G3	Deletion Peak 5	20	20	464
PLA2G4A	Deletion Peak 1	8	8	476
PLA2G5	Deletion Peak 1	8	8	476
PLA2G5	Deletion Peak 2	8	8	476
PLA2G6	Deletion Peak 5	20	20	464
PLCH2	Deletion Peak 1	8	8	476
PLCH2	Deletion Peak 2	8	8	476
PLD5	Deletion Peak 1	8	8	476
PLEKHA6	Deletion Peak 1	8	8	476
PLEKHG5	Deletion Peak 1	8	8	476
PLEKHG5	Deletion Peak 2	8	8	476
PLEKHM2	Deletion Peak 1	8	8	476
PLEKHM2	Deletion Peak 2	8	8	476
PLEKHN1	Deletion Peak 1	8	8	476
PLEKHO1	Deletion Peak 1	8	8	476
PLK3	Deletion Peak 1	8	8	476
PLK3	Deletion Peak 2	8	8	476
PLOD1	Deletion Peak 1	8	8	476
PLOD1	Deletion Peak 2	8	8	476
PLPP3	Deletion Peak 1	8	8	476
PLPP3	Deletion Peak 2	8	8	476
PLPPR4	Deletion Peak 1	8	8	476
PLPPR4	Deletion Peak 2	8	8	476
PLPPR5	Deletion Peak 1	8	8	476
PLPPR5	Deletion Peak 2	8	8	476
PLXNA2	Deletion Peak 1	8	8	476
PLXNB2	Deletion Peak 5	20	20	464
PM20D1	Deletion Peak 1	8	8	476
PMF1	Deletion Peak 1	8	8	476
PMF1-BGLAP	Deletion Peak 1	8	8	476
PMM1	Deletion Peak 5	20	20	464
PMVK	Deletion Peak 1	8	8	476
PNPLA3	Deletion Peak 5	20	20	464
PNPLA5	Deletion Peak 5	20	20	464
PNRC2	Deletion Peak 1	8	8	476
PNRC2	Deletion Peak 2	8	8	476
PODN	Deletion Peak 1	8	8	476
PODN	Deletion Peak 2	8	8	476
POGK	Deletion Peak 1	8	8	476
POGZ	Deletion Peak 1	8	8	476
POLDIP3	Deletion Peak 5	20	20	464
POLR2F	Deletion Peak 5	20	20	464
POLR3C	Deletion Peak 1	8	8	476
POLR3GL	Deletion Peak 1	8	8	476
POLR3H	Deletion Peak 5	20	20	464
POM121L10P	Deletion Peak 5	10	10	232
POM121L1P	Deletion Peak 5	10	10	232
POM121L4P	Deletion Peak 5	10	10	232
POM121L8P	Deletion Peak 5	10	10	232
POM121L9P	Deletion Peak 5	20	20	464
POMGNT1	Deletion Peak 1	8	8	476
POMGNT1	Deletion Peak 2	8	8	476
POP3	Deletion Peak 1	4	4	238
POTEH	Deletion Peak 5	10	10	232
POTEH-AS1	Deletion Peak 5	10	10	232
POU2F1	Deletion Peak 1	8	8	476
POU3F1	Deletion Peak 1	8	8	476
POU3F1	Deletion Peak 2	8	8	476
POU5F1P4	Deletion Peak 1	8	8	476
PPARA	Deletion Peak 5	20	20	464
PPCS	Deletion Peak 1	8	8	476
PPCS	Deletion Peak 2	8	8	476
PPFIA4	Deletion Peak 1	8	8	476
PPIAL4A	Deletion Peak 1	8	8	476
PPIAL4C	Deletion Peak 1	8	8	476
PPIAL4D	Deletion Peak 1	8	8	476
PPIAL4E	Deletion Peak 1	8	8	476
PPIAL4G	Deletion Peak 1	8	8	476
PPIE	Deletion Peak 1	8	8	476
PPIE	Deletion Peak 2	8	8	476
PPIEL	Deletion Peak 1	8	8	476
PPIEL	Deletion Peak 2	8	8	476
PPIH	Deletion Peak 1	8	8	476
PPIH	Deletion Peak 2	8	8	476
PPIL2	Deletion Peak 5	30	30	696
PPM1F	Deletion Peak 5	20	20	464
PPM1J	Deletion Peak 1	8	8	476
PPOX	Deletion Peak 1	8	8	476
PPP1R12B	Deletion Peak 1	8	8	476
PPP1R15B	Deletion Peak 1	8	8	476
PPP1R8	Deletion Peak 1	8	8	476
PPP1R8	Deletion Peak 2	8	8	476
PPP2R5A	Deletion Peak 1	8	8	476
PPP6R2	Deletion Peak 5	20	20	464
PPT1	Deletion Peak 1	12	12	714
PPT1	Deletion Peak 2	12	12	714
PQLC2	Deletion Peak 1	4	4	238
PQLC2	Deletion Peak 2	4	4	238
PRAME	Deletion Peak 5	20	20	464
PRAMEF1	Deletion Peak 1	8	8	476
PRAMEF1	Deletion Peak 2	8	8	476
PRAMEF10	Deletion Peak 1	8	8	476
PRAMEF10	Deletion Peak 2	8	8	476
PRAMEF11	Deletion Peak 1	8	8	476
PRAMEF11	Deletion Peak 2	8	8	476
PRAMEF12	Deletion Peak 1	8	8	476
PRAMEF12	Deletion Peak 2	8	8	476
PRAMEF13	Deletion Peak 1	8	8	476
PRAMEF13	Deletion Peak 2	8	8	476
PRAMEF14	Deletion Peak 1	8	8	476
PRAMEF14	Deletion Peak 2	8	8	476
PRAMEF15	Deletion Peak 1	8	8	476
PRAMEF15	Deletion Peak 2	8	8	476
PRAMEF17	Deletion Peak 1	8	8	476
PRAMEF17	Deletion Peak 2	8	8	476
PRAMEF18	Deletion Peak 1	8	8	476
PRAMEF18	Deletion Peak 2	8	8	476
PRAMEF19	Deletion Peak 1	8	8	476
PRAMEF19	Deletion Peak 2	8	8	476
PRAMEF2	Deletion Peak 1	8	8	476
PRAMEF2	Deletion Peak 2	8	8	476
PRAMEF20	Deletion Peak 1	8	8	476
PRAMEF20	Deletion Peak 2	8	8	476
PRAMEF22	Deletion Peak 1	4	4	238
PRAMEF22	Deletion Peak 2	4	4	238
PRAMEF25	Deletion Peak 1	8	8	476
PRAMEF25	Deletion Peak 2	8	8	476
PRAMEF26	Deletion Peak 1	8	8	476
PRAMEF26	Deletion Peak 2	8	8	476
PRAMEF27	Deletion Peak 1	8	8	476
PRAMEF27	Deletion Peak 2	8	8	476
PRAMEF33P	Deletion Peak 1	4	4	238
PRAMEF33P	Deletion Peak 2	4	4	238
PRAMEF34P	Deletion Peak 1	4	4	238
PRAMEF34P	Deletion Peak 2	4	4	238
PRAMEF4	Deletion Peak 1	8	8	476
PRAMEF4	Deletion Peak 2	8	8	476
PRAMEF5	Deletion Peak 1	8	8	476
PRAMEF5	Deletion Peak 2	8	8	476
PRAMEF6	Deletion Peak 1	8	8	476
PRAMEF6	Deletion Peak 2	8	8	476
PRAMEF7	Deletion Peak 1	8	8	476
PRAMEF7	Deletion Peak 2	8	8	476
PRAMEF8	Deletion Peak 1	8	8	476
PRAMEF8	Deletion Peak 2	8	8	476
PRAMENP	Deletion Peak 5	20	20	464
PRCC	Deletion Peak 1	8	8	476
PRDM16	Deletion Peak 1	8	8	476
PRDM16	Deletion Peak 2	8	8	476
PRDM2	Deletion Peak 1	8	8	476
PRDM2	Deletion Peak 2	8	8	476
PRDX1	Deletion Peak 1	8	8	476
PRDX1	Deletion Peak 2	8	8	476
PRDX6	Deletion Peak 1	8	8	476
PRELP	Deletion Peak 1	8	8	476
PRG4	Deletion Peak 1	8	8	476
PRKAA2	Deletion Peak 1	8	8	476
PRKAA2	Deletion Peak 2	8	8	476
PRKAB2	Deletion Peak 1	8	8	476
PRKACB	Deletion Peak 1	8	8	476
PRKACB	Deletion Peak 2	8	8	476
PRKCZ	Deletion Peak 1	8	8	476
PRKCZ	Deletion Peak 2	8	8	476
PRMT6	Deletion Peak 1	8	8	476
PRMT6	Deletion Peak 2	8	8	476
PRODH	Deletion Peak 5	10	10	232
PROK1	Deletion Peak 1	8	8	476
PROX1	Deletion Peak 1	8	8	476
PROX1-AS1	Deletion Peak 1	8	8	476
PRPF3	Deletion Peak 1	8	8	476
PRPF38A	Deletion Peak 1	8	8	476
PRPF38A	Deletion Peak 2	8	8	476
PRPF38B	Deletion Peak 1	8	8	476
PRPF38B	Deletion Peak 2	8	8	476
PRR14L	Deletion Peak 5	20	20	464
PRR34	Deletion Peak 5	10	10	232
PRR34-AS1	Deletion Peak 5	10	10	232
PRR5	Deletion Peak 5	20	20	464
PRR5-ARHGAP8	Deletion Peak 5	20	20	464
PRR9	Deletion Peak 1	8	8	476
PRRC2C	Deletion Peak 1	8	8	476
PRRX1	Deletion Peak 1	8	8	476
PRSS38	Deletion Peak 1	8	8	476
PRUNE1	Deletion Peak 1	8	8	476
PSEN2	Deletion Peak 1	12	12	714
PSMA5	Deletion Peak 1	8	8	476
PSMA5	Deletion Peak 2	8	8	476
PSMB2	Deletion Peak 1	8	8	476
PSMB2	Deletion Peak 2	8	8	476
PSMB4	Deletion Peak 1	8	8	476
PSMD4	Deletion Peak 1	8	8	476
PSRC1	Deletion Peak 1	8	8	476
PSRC1	Deletion Peak 2	8	8	476
PTAFR	Deletion Peak 1	8	8	476
PTAFR	Deletion Peak 2	8	8	476
PTBP2	Deletion Peak 1	8	8	476
PTBP2	Deletion Peak 2	8	8	476
PTCH2	Deletion Peak 1	8	8	476
PTCH2	Deletion Peak 2	8	8	476
PTGER3	Deletion Peak 1	8	8	476
PTGER3	Deletion Peak 2	8	8	476
PTGFR	Deletion Peak 1	8	8	476
PTGFR	Deletion Peak 2	8	8	476
PTGFRN	Deletion Peak 1	8	8	476
PTGS2	Deletion Peak 1	8	8	476
PTP4A2	Deletion Peak 1	8	8	476
PTP4A2	Deletion Peak 2	8	8	476
PTPN14	Deletion Peak 1	8	8	476
PTPN22	Deletion Peak 1	8	8	476
PTPN7	Deletion Peak 1	8	8	476
PTPRC	Deletion Peak 1	12	12	714
PTPRF	Deletion Peak 1	8	8	476
PTPRF	Deletion Peak 2	8	8	476
PTPRU	Deletion Peak 1	8	8	476
PTPRU	Deletion Peak 2	8	8	476
PTPRVP	Deletion Peak 1	8	8	476
PUM1	Deletion Peak 1	8	8	476
PUM1	Deletion Peak 2	8	8	476
PUSL1	Deletion Peak 1	8	8	476
PUSL1	Deletion Peak 2	8	8	476
PVALB	Deletion Peak 5	20	20	464
PYCR2	Deletion Peak 1	8	8	476
PYGO2	Deletion Peak 1	8	8	476
PYHIN1	Deletion Peak 1	8	8	476
QSOX1	Deletion Peak 1	8	8	476
RAB13	Deletion Peak 1	8	8	476
RAB25	Deletion Peak 1	8	8	476
RAB29	Deletion Peak 1	8	8	476
RAB36	Deletion Peak 5	20	20	464
RAB3B	Deletion Peak 1	8	8	476
RAB3B	Deletion Peak 2	8	8	476
RAB3GAP2	Deletion Peak 1	8	8	476
RAB42	Deletion Peak 1	8	8	476
RAB42	Deletion Peak 2	8	8	476
RAB4A	Deletion Peak 1	8	8	476
RAB7B	Deletion Peak 1	8	8	476
RABGAP1L	Deletion Peak 1	8	8	476
RABGGTB	Deletion Peak 1	8	8	476
RABGGTB	Deletion Peak 2	8	8	476
RABIF	Deletion Peak 1	8	8	476
RABL2B	Deletion Peak 5	10	10	232
RAC2	Deletion Peak 5	20	20	464
RACK1	Deletion Peak 3	8	14	476
RAD54L	Deletion Peak 1	8	8	476
RAD54L	Deletion Peak 2	8	8	476
RALGPS2	Deletion Peak 1	8	8	476
RANBP1	Deletion Peak 5	20	20	464
RANGAP1	Deletion Peak 5	20	20	464
RAP1A	Deletion Peak 1	8	8	476
RAP1GAP	Deletion Peak 1	8	8	476
RAP1GAP	Deletion Peak 2	8	8	476
RASAL2	Deletion Peak 1	8	8	476
RASAL2-AS1	Deletion Peak 1	8	8	476
RASD2	Deletion Peak 5	20	20	464
RASL10A	Deletion Peak 5	20	20	464
RASSF5	Deletion Peak 1	8	8	476
RAVER2	Deletion Peak 1	8	8	476
RAVER2	Deletion Peak 2	8	8	476
RBBP4	Deletion Peak 1	8	8	476
RBBP4	Deletion Peak 2	8	8	476
RBBP5	Deletion Peak 1	8	8	476
RBFOX2	Deletion Peak 5	20	20	464
RBM15	Deletion Peak 1	8	8	476
RBM34	Deletion Peak 1	8	8	476
RBM8A	Deletion Peak 1	8	8	476
RBMXL1	Deletion Peak 1	8	8	476
RBMXL1	Deletion Peak 2	8	8	476
RBP7	Deletion Peak 1	8	8	476
RBP7	Deletion Peak 2	8	8	476
RBX1	Deletion Peak 5	20	20	464
RC3H1	Deletion Peak 1	8	8	476
RCAN3	Deletion Peak 1	8	8	476
RCAN3	Deletion Peak 2	8	8	476
RCAN3AS	Deletion Peak 1	4	4	238
RCAN3AS	Deletion Peak 2	4	4	238
RCC1	Deletion Peak 1	8	8	476
RCC1	Deletion Peak 2	8	8	476
RCC2	Deletion Peak 1	8	8	476
RCC2	Deletion Peak 2	8	8	476
RCOR3	Deletion Peak 1	8	8	476
RCSD1	Deletion Peak 1	8	8	476
RD3	Deletion Peak 1	8	8	476
REG4	Deletion Peak 1	8	8	476
REN	Deletion Peak 1	8	8	476
RER1	Deletion Peak 1	8	8	476
RER1	Deletion Peak 2	8	8	476
RERE	Deletion Peak 1	8	8	476
RERE	Deletion Peak 2	8	8	476
RFPL1	Deletion Peak 5	20	20	464
RFPL1S	Deletion Peak 5	10	10	232
RFPL2	Deletion Peak 5	20	20	464
RFPL3	Deletion Peak 5	20	20	464
RFPL3S	Deletion Peak 5	20	20	464
RFWD2	Deletion Peak 1	4	4	238
RFX5	Deletion Peak 1	8	8	476
RGL1	Deletion Peak 1	8	8	476
RGL4	Deletion Peak 5	20	20	464
RGS1	Deletion Peak 1	8	8	476
RGS13	Deletion Peak 1	8	8	476
RGS16	Deletion Peak 1	8	8	476
RGS18	Deletion Peak 1	8	8	476
RGS2	Deletion Peak 1	8	8	476
RGS21	Deletion Peak 1	8	8	476
RGS4	Deletion Peak 1	8	8	476
RGS5	Deletion Peak 1	8	8	476
RGS7	Deletion Peak 1	8	8	476
RGS8	Deletion Peak 1	8	8	476
RGSL1	Deletion Peak 1	8	8	476
RHBDD3	Deletion Peak 5	20	20	464
RHBDL2	Deletion Peak 1	8	8	476
RHBDL2	Deletion Peak 2	8	8	476
RHBG	Deletion Peak 1	8	8	476
RHCE	Deletion Peak 1	8	8	476
RHCE	Deletion Peak 2	8	8	476
RHD	Deletion Peak 1	8	8	476
RHD	Deletion Peak 2	8	8	476
RHOC	Deletion Peak 1	8	8	476
RHOU	Deletion Peak 1	8	8	476
RIBC2	Deletion Peak 5	20	20	464
RIIAD1	Deletion Peak 1	8	8	476
RIMBP3	Deletion Peak 5	10	10	232
RIMBP3B	Deletion Peak 5	20	20	464
RIMBP3C	Deletion Peak 5	20	20	464
RIMKLA	Deletion Peak 1	8	8	476
RIMKLA	Deletion Peak 2	8	8	476
RIMS3	Deletion Peak 1	12	12	714
RIMS3	Deletion Peak 2	12	12	714
RIT1	Deletion Peak 1	8	8	476
RLF	Deletion Peak 1	12	12	714
RLF	Deletion Peak 2	12	12	714
RNA5S1	Deletion Peak 1	8	8	476
RNA5S10	Deletion Peak 1	8	8	476
RNA5S11	Deletion Peak 1	8	8	476
RNA5S12	Deletion Peak 1	8	8	476
RNA5S13	Deletion Peak 1	8	8	476
RNA5S14	Deletion Peak 1	8	8	476
RNA5S15	Deletion Peak 1	8	8	476
RNA5S16	Deletion Peak 1	8	8	476
RNA5S17	Deletion Peak 1	8	8	476
RNA5S2	Deletion Peak 1	8	8	476
RNA5S3	Deletion Peak 1	8	8	476
RNA5S4	Deletion Peak 1	8	8	476
RNA5S5	Deletion Peak 1	8	8	476
RNA5S6	Deletion Peak 1	8	8	476
RNA5S7	Deletion Peak 1	8	8	476
RNA5S9	Deletion Peak 1	8	8	476
RNASEL	Deletion Peak 1	8	8	476
RNF11	Deletion Peak 1	8	8	476
RNF11	Deletion Peak 2	8	8	476
RNF115	Deletion Peak 1	8	8	476
RNF185	Deletion Peak 5	20	20	464
RNF186	Deletion Peak 1	8	8	476
RNF186	Deletion Peak 2	8	8	476
RNF187	Deletion Peak 1	8	8	476
RNF19B	Deletion Peak 1	8	8	476
RNF19B	Deletion Peak 2	8	8	476
RNF2	Deletion Peak 1	8	8	476
RNF207	Deletion Peak 1	8	8	476
RNF207	Deletion Peak 2	8	8	476
RNF215	Deletion Peak 5	20	20	464
RNF220	Deletion Peak 1	8	8	476
RNF220	Deletion Peak 2	8	8	476
RNF223	Deletion Peak 1	8	8	476
RNPC3	Deletion Peak 1	8	8	476
RNPC3	Deletion Peak 2	8	8	476
RNPEP	Deletion Peak 1	8	8	476
RNU1-1	Deletion Peak 1	8	8	476
RNU1-1	Deletion Peak 2	8	8	476
RNU1-2	Deletion Peak 1	8	8	476
RNU1-2	Deletion Peak 2	8	8	476
RNU1-3	Deletion Peak 1	8	8	476
RNU1-3	Deletion Peak 2	8	8	476
RNU1-4	Deletion Peak 1	8	8	476
RNU1-4	Deletion Peak 2	8	8	476
RNU11	Deletion Peak 1	8	8	476
RNU11	Deletion Peak 2	8	8	476
RNU12	Deletion Peak 5	20	20	464
RNU5D-1	Deletion Peak 1	8	8	476
RNU5D-1	Deletion Peak 2	8	8	476
RNU5E-1	Deletion Peak 1	8	8	476
RNU5E-1	Deletion Peak 2	8	8	476
RNU5F-1	Deletion Peak 1	8	8	476
RNU5F-1	Deletion Peak 2	8	8	476
RNU6-1	Deletion Peak 1	8	8	476
RNU6-1	Deletion Peak 2	8	8	476
RNU6-2	Deletion Peak 1	8	8	476
RNU6-2	Deletion Peak 2	8	8	476
RNU6-7	Deletion Peak 1	8	8	476
RNU6-7	Deletion Peak 2	8	8	476
RNU6-8	Deletion Peak 1	8	8	476
RNU6-8	Deletion Peak 2	8	8	476
RNVU1-1	Deletion Peak 1	8	8	476
RNVU1-14	Deletion Peak 1	8	8	476
RNVU1-15	Deletion Peak 1	8	8	476
RNVU1-17	Deletion Peak 1	8	8	476
RNVU1-19	Deletion Peak 1	8	8	476
RNVU1-20	Deletion Peak 1	4	4	238
RNVU1-3	Deletion Peak 1	8	8	476
RNVU1-4	Deletion Peak 1	8	8	476
RNVU1-6	Deletion Peak 1	8	8	476
RNVU1-7	Deletion Peak 1	8	8	476
RNVU1-8	Deletion Peak 1	4	4	238
ROR1	Deletion Peak 1	8	8	476
ROR1	Deletion Peak 2	8	8	476
ROR1-AS1	Deletion Peak 1	8	8	476
ROR1-AS1	Deletion Peak 2	8	8	476
RORC	Deletion Peak 1	8	8	476
RPA2	Deletion Peak 1	8	8	476
