gene_symbol	detection_peak	loss	gain	neutral
[DEFB115]	Amplification Peak 25	4	63	853
[LOC441666]	Amplification Peak 16	1	10	905
[SPHKAP]	Amplification Peak  4	13	26	891
[TARP]	Amplification Peak  8	7	142	775
A4GALT	Deletion Peak 22	60	66	855
AANAT	Amplification Peak 23	2	66	851
AASDHPPT	Deletion Peak 14	41	50	879
AATK	Amplification Peak 23	2	66	851
AATK-AS1	Amplification Peak 23	2	66	851
ABCA10	Amplification Peak 23	2	66	851
ABCA5	Amplification Peak 23	2	66	851
ABCA6	Amplification Peak 23	2	66	851
ABCA8	Amplification Peak 23	2	66	851
ABCA9	Amplification Peak 23	2	66	851
ABCA9-AS1	Amplification Peak 23	2	66	851
ABCB10	Amplification Peak  2	14	41	875
ABCC13	Deletion Peak 20	19	34	896
ABCC2	Deletion Peak 10	59	60	858
ABCC4	Deletion Peak 15	29	35	886
ABCD4	Deletion Peak 16	36	43	881
ABCG4	Deletion Peak 14	40	49	879
ABHD13	Deletion Peak 15	29	35	886
ABHD14A	Deletion Peak  2	28	35	887
ABHD14A-ACY1	Deletion Peak  2	28	35	887
ABHD14B	Deletion Peak  2	28	35	887
ABHD6	Deletion Peak  2	28	35	887
ABLIM1	Deletion Peak 10	59	60	858
ABLIM1	Deletion Peak 11	62	63	855
ABR	Deletion Peak 18	57	64	858
ABRACL	Deletion Peak  7	43	61	874
ACADSB	Deletion Peak 10	59	60	858
ACADSB	Deletion Peak 11	62	63	855
ACADVL	Deletion Peak 18	57	64	858
ACAP1	Deletion Peak 18	57	64	858
ACAT1	Deletion Peak 14	40	49	879
ACAT2	Deletion Peak  7	43	61	874
ACBD3	Amplification Peak  2	14	41	875
ACCS	Deletion Peak 13	40	53	876
ACCSL	Deletion Peak 13	40	53	876
ACKR1	Amplification Peak  1	7	50	865
ACOD1	Deletion Peak 15	29	35	886
ACOT1	Deletion Peak 16	36	43	881
ACOT2	Deletion Peak 16	36	43	881
ACOT4	Deletion Peak 16	36	43	881
ACOT6	Deletion Peak 16	36	43	881
ACOX1	Amplification Peak 23	2	66	851
ACOX2	Deletion Peak  2	28	35	887
ACR	Deletion Peak 22	60	66	855
ACRV1	Deletion Peak 14	40	49	879
ACSL5	Deletion Peak 10	59	60	858
ACSL5	Deletion Peak 11	62	63	855
ACSM6	Deletion Peak 10	59	60	858
ACTA1	Amplification Peak  2	14	41	875
ACTA2	Deletion Peak 10	59	60	858
ACTA2-AS1	Deletion Peak 10	59	60	858
ACTG1	Amplification Peak 23	2	66	851
ACTN1	Deletion Peak 16	36	43	881
ACTN1-AS1	Deletion Peak 16	36	43	881
ACTN2	Amplification Peak  2	14	41	875
ACTR10	Deletion Peak 16	36	43	881
ACTR1A	Deletion Peak 10	59	60	858
ACTR8	Deletion Peak  2	28	35	887
ACY1	Deletion Peak  2	28	35	887
ACYP1	Deletion Peak 16	36	43	881
ADAD2	Deletion Peak 17	35	46	881
ADAM12	Deletion Peak 11	62	63	855
ADAM15	Amplification Peak  1	7	50	865
ADAM19	Deletion Peak  4	35	48	883
ADAM20	Deletion Peak 16	36	43	881
ADAM20P1	Deletion Peak 16	36	43	881
ADAM21	Deletion Peak 16	36	43	881
ADAM21P1	Deletion Peak 16	36	43	881
ADAM8	Deletion Peak 11	62	63	855
ADAMTS1	Deletion Peak 20	19	34	896
ADAMTS18	Deletion Peak 17	35	46	881
ADAMTS4	Amplification Peak  1	7	50	865
ADAMTS5	Deletion Peak 20	19	34	896
ADAMTS9	Deletion Peak  2	28	35	887
ADAMTS9-AS1	Deletion Peak  2	28	35	887
ADAMTS9-AS2	Deletion Peak  2	28	35	887
ADAR	Amplification Peak  1	7	50	865
ADAT1	Deletion Peak 17	35	46	881
ADAT2	Deletion Peak  7	43	61	874
ADCK1	Deletion Peak 16	36	43	881
ADCK2	Amplification Peak 10	6	167	750
ADCY10	Amplification Peak  1	7	50	865
ADD3	Deletion Peak 10	59	60	858
ADD3	Deletion Peak 11	62	63	855
ADD3-AS1	Deletion Peak 10	59	60	858
ADD3-AS1	Deletion Peak 11	62	63	855
ADGB	Deletion Peak  7	43	61	874
ADGRA1	Deletion Peak 11	62	63	855
ADGRA1-AS1	Deletion Peak 11	62	63	855
ADGRG6	Deletion Peak  7	43	61	874
ADIRF	Deletion Peak 10	59	60	858
ADM2	Deletion Peak 22	60	66	855
ADPRM	Deletion Peak 18	57	64	858
ADRA1B	Deletion Peak  4	35	48	883
ADRA2A	Deletion Peak 10	59	60	858
ADRA2A	Deletion Peak 11	62	63	855
ADRB1	Deletion Peak 10	59	60	858
ADRB1	Deletion Peak 11	62	63	855
ADSS	Amplification Peak  2	14	41	875
AFAP1L2	Deletion Peak 10	59	60	858
AFAP1L2	Deletion Peak 11	62	63	855
AFDN	Deletion Peak  7	43	61	874
AFDN-AS1	Deletion Peak  7	43	61	874
AFMID	Amplification Peak 23	2	66	851
AGAP11	Deletion Peak 10	59	60	858
AGPAT4	Deletion Peak  7	43	61	874
AGPAT4-IT1	Deletion Peak  7	43	61	874
AGT	Amplification Peak  2	14	41	875
AHCTF1	Amplification Peak  2	14	41	875
AHI1	Deletion Peak  7	43	61	874
AHSA1	Deletion Peak 16	36	43	881
AIDA	Amplification Peak  2	14	41	875
AIG1	Deletion Peak  7	43	61	874
AIM1	Deletion Peak  6	43	60	873
AIM2	Amplification Peak  1	7	50	865
AIPL1	Deletion Peak 18	57	64	858
AIRN	Deletion Peak  7	43	61	874
AK7	Deletion Peak 16	36	43	881
AK9	Deletion Peak  6	43	60	873
AKAP10	Amplification Peak 21	20	37	880
AKAP11	Deletion Peak 15	29	35	886
AKAP12	Deletion Peak  7	43	61	874
AKAP5	Deletion Peak 16	36	43	881
AKAP7	Deletion Peak  6	43	60	873
AKIRIN2	Deletion Peak  6	43	60	873
AKT3	Amplification Peak  2	14	41	875
ALAS1	Deletion Peak  2	28	35	887
ALDH18A1	Deletion Peak 10	59	60	858
ALDH3A1	Amplification Peak 21	20	37	880
ALDH3A2	Amplification Peak 21	20	37	880
ALDH6A1	Deletion Peak 16	36	43	881
ALDH8A1	Deletion Peak  7	43	61	874
ALDH9A1	Amplification Peak  1	7	50	865
ALG11	Deletion Peak 15	29	35	886
ALG12	Deletion Peak 22	60	66	855
ALG5	Deletion Peak 15	29	35	886
ALG9	Deletion Peak 14	40	49	879
ALKBH1	Deletion Peak 16	36	43	881
ALKBH3	Deletion Peak 13	40	53	876
ALKBH3-AS1	Deletion Peak 13	40	53	876
ALKBH8	Deletion Peak 14	40	49	879
ALOX12	Deletion Peak 18	57	64	858
ALOX12-AS1	Deletion Peak 18	57	64	858
ALOX12B	Deletion Peak 18	57	64	858
ALOX12P2	Deletion Peak 18	57	64	858
ALOX15	Deletion Peak 18	57	64	858
ALOX15B	Deletion Peak 18	57	64	858
ALOX15P1	Deletion Peak 18	57	64	858
ALOX5AP	Deletion Peak 15	29	35	886
ALOXE3	Deletion Peak 18	57	64	858
ALS2CL	Deletion Peak  2	28	35	887
ALX4	Deletion Peak 13	40	53	876
ALYREF	Amplification Peak 23	2	66	851
AMD1	Deletion Peak  6	43	60	873
AMER2	Deletion Peak 15	29	35	886
AMIGO3	Deletion Peak  2	28	35	887
AMT	Deletion Peak  2	28	35	887
AMZ2	Amplification Peak 23	2	66	851
AMZ2P1	Amplification Peak 23	2	66	851
ANAPC11	Amplification Peak 23	2	66	851
ANGEL1	Deletion Peak 16	36	43	881
ANGEL2	Amplification Peak  2	14	41	875
ANGPTL5	Deletion Peak 14	40	49	879
ANKFY1	Deletion Peak 18	57	64	858
ANKK1	Deletion Peak 14	40	49	879
ANKRD1	Deletion Peak 10	59	60	858
ANKRD10	Deletion Peak 15	29	35	886
ANKRD2	Deletion Peak 10	59	60	858
ANKRD20A11P	Deletion Peak 20	19	34	896
ANKRD20A19P	Deletion Peak 15	29	35	886
ANKRD20A9P	Deletion Peak 15	29	35	886
ANKRD22	Deletion Peak 10	59	60	858
ANKRD26P3	Deletion Peak 15	29	35	886
ANKRD36BP1	Amplification Peak  1	7	50	865
ANKRD45	Amplification Peak  1	7	50	865
ANKRD6	Deletion Peak  6	43	60	873
ANKRD9	Deletion Peak 16	36	43	881
ANO1	Amplification Peak 17	17	22	897
ANO1-AS2	Amplification Peak 17	17	22	897
ANXA11	Deletion Peak 10	59	60	858
ANXA6	Deletion Peak  4	35	48	883
AP5M1	Deletion Peak 16	36	43	881
APCS	Amplification Peak  1	7	50	865
APEH	Deletion Peak  2	28	35	887
API5	Deletion Peak 13	40	53	876
APOA1	Deletion Peak 14	40	49	879
APOA1-AS	Deletion Peak 14	40	49	879
APOA2	Amplification Peak  1	7	50	865
APOA4	Deletion Peak 14	40	49	879
APOA5	Deletion Peak 14	40	49	879
APOC3	Deletion Peak 14	40	49	879
APOH	Amplification Peak 23	2	66	851
APP	Deletion Peak 20	19	34	896
APPL1	Deletion Peak  2	28	35	887
AQP10	Amplification Peak  1	7	50	865
ARCN1	Deletion Peak 14	40	49	879
AREL1	Deletion Peak 16	36	43	881
ARF1	Amplification Peak  2	14	41	875
ARF4	Deletion Peak  2	28	35	887
ARF4-AS1	Deletion Peak  2	28	35	887
ARFGAP3	Deletion Peak 22	60	66	855
ARFGEF3	Deletion Peak  7	43	61	874
ARG1	Deletion Peak  6	43	60	873
ARG2	Deletion Peak 16	36	43	881
ARGLU1	Deletion Peak 15	29	35	886
ARHGAP18	Deletion Peak  6	43	60	873
ARHGAP19	Deletion Peak 10	59	60	858
ARHGAP19-SLIT1	Deletion Peak 10	59	60	858
ARHGAP20	Deletion Peak 14	40	49	879
ARHGAP30	Amplification Peak  1	7	50	865
ARHGAP42	Deletion Peak 14	40	49	879
ARHGAP44	Deletion Peak 18	57	64	858
ARHGAP8	Deletion Peak 22	60	66	855
ARHGDIA	Amplification Peak 23	2	66	851
ARHGEF11	Amplification Peak  1	7	50	865
ARHGEF12	Deletion Peak 14	40	49	879
ARHGEF15	Deletion Peak 18	57	64	858
ARHGEF2	Amplification Peak  1	7	50	865
ARHGEF3	Deletion Peak  2	28	35	887
ARHGEF3-AS1	Deletion Peak  2	28	35	887
ARHGEF7	Deletion Peak 15	29	35	886
ARHGEF7-AS1	Deletion Peak 15	29	35	886
ARHGEF7-AS2	Deletion Peak 15	29	35	886
ARID1B	Deletion Peak  7	43	61	874
ARID4A	Deletion Peak 16	36	43	881
ARID4B	Amplification Peak  2	14	41	875
ARIH2	Deletion Peak  2	28	35	887
ARIH2OS	Deletion Peak  2	28	35	887
ARL11	Deletion Peak 15	29	35	886
ARL16	Amplification Peak 23	2	66	851
ARL3	Deletion Peak 10	59	60	858
ARL3	Deletion Peak 11	62	63	855
ARMC2	Deletion Peak  6	43	60	873
ARMC2-AS1	Deletion Peak  6	43	60	873
ARMC7	Amplification Peak 23	2	66	851
ARMS2	Deletion Peak 10	59	60	858
ARMS2	Deletion Peak 11	62	63	855
ARMT1	Deletion Peak  7	43	61	874
ARRB2	Deletion Peak 18	57	64	858
ARSA	Deletion Peak 22	60	66	855
ARSG	Amplification Peak 23	2	66	851
ARV1	Amplification Peak  2	14	41	875
AS-PTPRE	Deletion Peak 11	62	63	855
AS3MT	Deletion Peak 10	59	60	858
AS3MT	Deletion Peak 11	62	63	855
ASB14	Deletion Peak  2	28	35	887
ASB2	Deletion Peak 16	36	43	881
ASCC3	Deletion Peak  6	43	60	873
ASF1A	Deletion Peak  6	43	60	873
ASGR1	Deletion Peak 18	57	64	858
ASGR2	Deletion Peak 18	57	64	858
ASH1L	Amplification Peak  1	7	50	865
ASH1L-AS1	Amplification Peak  1	7	50	865
ASPA	Deletion Peak 18	57	64	858
ASPSCR1	Amplification Peak 23	2	66	851
ATAD1	Deletion Peak 10	59	60	858
ATE1	Deletion Peak 10	59	60	858
ATE1	Deletion Peak 11	62	63	855
ATE1-AS1	Deletion Peak 10	59	60	858
ATE1-AS1	Deletion Peak 11	62	63	855
ATF3	Amplification Peak  2	14	41	875
ATF6	Amplification Peak  1	7	50	865
ATG14	Deletion Peak 16	36	43	881
ATG2B	Deletion Peak 16	36	43	881
ATG5	Deletion Peak  6	43	60	873
ATM	Deletion Peak 14	41	50	879
ATMIN	Deletion Peak 17	35	46	881
ATOX1	Deletion Peak  4	35	48	883
ATP10B	Deletion Peak  4	35	48	883
ATP12A	Deletion Peak 15	29	35	886
ATP1A2	Amplification Peak  1	7	50	865
ATP1A4	Amplification Peak  1	7	50	865
ATP1B1	Amplification Peak  1	7	50	865
ATP1B2	Deletion Peak 18	57	64	858
ATP2A3	Deletion Peak 18	57	64	858
ATP2C2	Deletion Peak 17	35	46	881
ATP5EP2	Deletion Peak 15	29	35	886
ATP5H	Amplification Peak 23	2	66	851
ATP5J	Deletion Peak 20	19	34	896
ATP5L	Deletion Peak 14	40	49	879
ATP5L2	Deletion Peak 22	60	66	855
ATP6V0E1	Deletion Peak  4	35	48	883
ATP6V1D	Deletion Peak 16	36	43	881
ATP7B	Deletion Peak 15	29	35	886
ATP8A2	Deletion Peak 15	29	35	886
ATP8B2	Amplification Peak  1	7	50	865
ATRIP	Deletion Peak  2	28	35	887
ATRNL1	Deletion Peak 10	59	60	858
ATRNL1	Deletion Peak 11	62	63	855
ATXN10	Deletion Peak 22	60	66	855
ATXN3	Deletion Peak 16	36	43	881
ATXN7	Deletion Peak  2	28	35	887
ATXN8OS	Deletion Peak 15	29	35	886
AURKAPS1	Amplification Peak  2	14	41	875
AURKB	Deletion Peak 18	57	64	858
AVPI1	Deletion Peak 10	59	60	858
AXIN2	Amplification Peak 23	2	66	851
B3GALNT2	Amplification Peak  2	14	41	875
B3GLCT	Deletion Peak 15	29	35	886
B4GALT3	Amplification Peak  1	7	50	865
B9D1	Amplification Peak 21	20	37	880
BACE1	Deletion Peak 14	40	49	879
BACE1-AS	Deletion Peak 14	40	49	879
BACH1	Deletion Peak 20	19	34	896
BACH1-IT2	Deletion Peak 20	19	34	896
BACH2	Deletion Peak  6	43	60	873
BAG3	Deletion Peak 10	59	60	858
BAG3	Deletion Peak 11	62	63	855
BAHCC1	Amplification Peak 23	2	66	851
BAIAP2	Amplification Peak 23	2	66	851
BAIAP2-AS1	Amplification Peak 23	2	66	851
BANP	Deletion Peak 17	35	46	881
BAP1	Deletion Peak  2	28	35	887
BASP1P1	Deletion Peak 15	29	35	886
BATF	Deletion Peak 16	36	43	881
BATF3	Amplification Peak  2	14	41	875
BBIP1	Deletion Peak 10	59	60	858
BBIP1	Deletion Peak 11	62	63	855
BBOF1	Deletion Peak 16	36	43	881
BCAN	Amplification Peak  1	7	50	865
BCAR1	Deletion Peak 17	35	46	881
BCCIP	Deletion Peak 11	62	63	855
BCL11B	Deletion Peak 16	36	43	881
BCL6B	Deletion Peak 18	57	64	858
BCL9L	Deletion Peak 14	40	49	879
BCLAF1	Deletion Peak  7	43	61	874
BCO1	Deletion Peak 17	35	46	881
BCO2	Deletion Peak 14	40	49	879
BDKRB1	Deletion Peak 16	36	43	881
BDKRB2	Deletion Peak 16	36	43	881
BECN2	Amplification Peak  2	14	41	875
BEGAIN	Deletion Peak 16	36	43	881
BEND3	Deletion Peak  6	43	60	873
BEND3P3	Deletion Peak 10	59	60	858
BGLAP	Amplification Peak  1	7	50	865
BHLHA9	Deletion Peak 18	57	64	858
BIK	Deletion Peak 22	60	66	855
BIRC2	Deletion Peak 14	40	49	879
BIRC3	Deletion Peak 14	40	49	879
BIRC5	Amplification Peak 23	2	66	851
BIVM	Deletion Peak 15	29	35	886
BIVM-ERCC5	Deletion Peak 15	29	35	886
BLID	Deletion Peak 14	40	49	879
BLNK	Deletion Peak 10	59	60	858
BLOC1S2	Deletion Peak 10	59	60	858
BLZF1	Amplification Peak  1	7	50	865
BMP4	Deletion Peak 16	36	43	881
BMPR1A	Deletion Peak 10	59	60	858
BMS1P21	Deletion Peak 10	59	60	858
BNIP1	Deletion Peak  4	35	48	883
BNIP3	Deletion Peak 11	62	63	855
BOD1	Deletion Peak  4	35	48	883
BORA	Deletion Peak 15	29	35	886
BORCS6	Deletion Peak 18	57	64	858
BORCS7	Deletion Peak 10	59	60	858
BORCS7	Deletion Peak 11	62	63	855
BORCS7-ASMT	Deletion Peak 10	59	60	858
BORCS7-ASMT	Deletion Peak 11	62	63	855
BPNT1	Amplification Peak  2	14	41	875
BPTF	Amplification Peak 23	2	66	851
BRAF	Amplification Peak 10	6	167	750
BRCA2	Deletion Peak 15	29	35	886
BRD1	Deletion Peak 22	60	66	855
BRD7P3	Deletion Peak  6	43	60	873
BROX	Amplification Peak  2	14	41	875
BSN	Deletion Peak  2	28	35	887
BSN-AS2	Deletion Peak  2	28	35	887
BSX	Deletion Peak 14	40	49	879
BTAF1	Deletion Peak 10	59	60	858
BTBD16	Deletion Peak 10	59	60	858
BTBD16	Deletion Peak 11	62	63	855
BTBD17	Amplification Peak 23	2	66	851
BTBD7	Deletion Peak 16	36	43	881
BTF3P11	Deletion Peak 15	29	35	886
BTG3	Deletion Peak 20	19	34	896
BTG4	Deletion Peak 14	40	49	879
BTNL10	Amplification Peak  2	14	41	875
BTNL3	Deletion Peak  5	25	30	893
BTNL8	Deletion Peak  5	25	30	893
BTNL9	Deletion Peak  5	25	30	893
BTRC	Deletion Peak 10	59	60	858
BUB3	Deletion Peak 10	59	60	858
BUB3	Deletion Peak 11	62	63	855
BUD13	Deletion Peak 14	40	49	879
BVES	Deletion Peak  6	43	60	873
BVES-AS1	Deletion Peak  6	43	60	873
C10orf12	Deletion Peak 10	59	60	858
C10orf120	Deletion Peak 10	59	60	858
C10orf120	Deletion Peak 11	62	63	855
C10orf131	Deletion Peak 10	59	60	858
C10orf2	Deletion Peak 10	59	60	858
C10orf62	Deletion Peak 10	59	60	858
C10orf76	Deletion Peak 10	59	60	858
C10orf82	Deletion Peak 10	59	60	858
C10orf82	Deletion Peak 11	62	63	855
C10orf88	Deletion Peak 10	59	60	858
C10orf88	Deletion Peak 11	62	63	855
C10orf90	Deletion Peak 11	62	63	855
C10orf91	Deletion Peak 11	62	63	855
C10orf95	Deletion Peak 10	59	60	858
C10orf99	Deletion Peak 10	59	60	858
C11orf1	Deletion Peak 14	40	49	879
C11orf52	Deletion Peak 14	40	49	879
C11orf53	Deletion Peak 14	40	49	879
C11orf57	Deletion Peak 14	40	49	879
C11orf63	Deletion Peak 14	40	49	879
C11orf65	Deletion Peak 14	40	49	879
C11orf70	Deletion Peak 14	40	49	879
C11orf71	Deletion Peak 14	40	49	879
C11orf74	Deletion Peak 13	40	53	876
C11orf87	Deletion Peak 14	40	49	879
C11orf88	Deletion Peak 14	40	49	879
C11orf94	Deletion Peak 13	40	53	876
C11orf96	Deletion Peak 13	40	53	876
C14orf1	Deletion Peak 16	36	43	881
C14orf105	Deletion Peak 16	36	43	881
C14orf132	Deletion Peak 16	36	43	881
C14orf159	Deletion Peak 16	36	43	881
C14orf169	Deletion Peak 16	36	43	881
C14orf177	Deletion Peak 16	36	43	881
C14orf178	Deletion Peak 16	36	43	881
C14orf37	Deletion Peak 16	36	43	881
C14orf39	Deletion Peak 16	36	43	881
C16orf46	Deletion Peak 17	35	46	881
C16orf74	Deletion Peak 17	35	46	881
C16orf95	Deletion Peak 17	35	46	881
C17orf100	Deletion Peak 18	57	64	858
C17orf107	Deletion Peak 18	57	64	858
C17orf49	Deletion Peak 18	57	64	858
C17orf58	Amplification Peak 23	2	66	851
C17orf62	Amplification Peak 23	2	66	851
C17orf74	Deletion Peak 18	57	64	858
C17orf77	Amplification Peak 23	2	66	851
C17orf80	Amplification Peak 23	2	66	851
C17orf97	Deletion Peak 18	57	64	858
C17orf99	Amplification Peak 23	2	66	851
C1orf100	Amplification Peak  2	14	41	875
C1orf101	Amplification Peak  2	14	41	875
C1orf105	Amplification Peak  1	7	50	865
C1orf111	Amplification Peak  1	7	50	865
C1orf112	Amplification Peak  1	7	50	865
C1orf115	Amplification Peak  2	14	41	875
C1orf131	Amplification Peak  2	14	41	875
C1orf132	Amplification Peak  2	14	41	875
C1orf140	Amplification Peak  2	14	41	875
C1orf145	Amplification Peak  2	14	41	875
C1orf189	Amplification Peak  1	7	50	865
C1orf198	Amplification Peak  2	14	41	875
C1orf204	Amplification Peak  1	7	50	865
C1orf226	Amplification Peak  1	7	50	865
C1orf229	Amplification Peak  2	14	41	875
C1orf35	Amplification Peak  2	14	41	875
C1orf43	Amplification Peak  1	7	50	865
C1orf61	Amplification Peak  1	7	50	865
C1orf68	Amplification Peak  1	7	50	865
C1orf74	Amplification Peak  2	14	41	875
C1QBP	Deletion Peak 18	57	64	858
C1QTNF1	Amplification Peak 23	2	66	851
C1QTNF1-AS1	Amplification Peak 23	2	66	851
C1QTNF2	Deletion Peak  4	35	48	883
C1QTNF5	Deletion Peak 14	40	49	879
C1QTNF9	Deletion Peak 15	29	35	886
C1QTNF9B	Deletion Peak 15	29	35	886
C1QTNF9B-AS1	Deletion Peak 15	29	35	886
C21orf59	Deletion Peak 20	19	34	896
C21orf62	Deletion Peak 20	19	34	896
C21orf62-AS1	Deletion Peak 20	19	34	896
C21orf91	Deletion Peak 20	19	34	896
C21orf91-OT1	Deletion Peak 20	19	34	896
C22orf34	Deletion Peak 22	60	66	855
C2CD2L	Deletion Peak 14	40	49	879
C3orf14	Deletion Peak  2	28	35	887
C3orf18	Deletion Peak  2	28	35	887
C3orf49	Deletion Peak  2	28	35	887
C3orf62	Deletion Peak  2	28	35	887
C3orf67	Deletion Peak  2	28	35	887
C3orf67-AS1	Deletion Peak  2	28	35	887
C3orf84	Deletion Peak  2	28	35	887
C5orf47	Deletion Peak  4	35	48	883
C5orf52	Deletion Peak  4	35	48	883
C5orf58	Deletion Peak  4	35	48	883
C6orf118	Deletion Peak  7	43	61	874
C6orf120	Deletion Peak  7	43	61	874
C6orf163	Deletion Peak  6	43	60	873
C6orf203	Deletion Peak  6	43	60	873
C6orf58	Deletion Peak  6	43	60	873
C6orf99	Deletion Peak  7	43	61	874
C7orf55-LUC7L2	Amplification Peak 10	6	167	750
C9orf72	Amplification Peak 15	36	20	898
CA5A	Deletion Peak 17	35	46	881
CAB39L	Deletion Peak 15	29	35	886
CACNA1D	Deletion Peak  2	28	35	887
CACNA2D2	Deletion Peak  2	28	35	887
CACNA2D3	Deletion Peak  2	28	35	887
CACNA2D3-AS1	Deletion Peak  2	28	35	887
CACNG1	Amplification Peak 23	2	66	851
CACNG4	Amplification Peak 23	2	66	851
CACNG5	Amplification Peak 23	2	66	851
CACUL1	Deletion Peak 10	59	60	858
CACUL1	Deletion Peak 11	62	63	855
CACYBP	Amplification Peak  1	7	50	865
CADM1	Deletion Peak 14	40	49	879
CADM3	Amplification Peak  1	7	50	865
CADM3-AS1	Amplification Peak  1	7	50	865
CADPS	Deletion Peak  2	28	35	887
CAHM	Deletion Peak  7	43	61	874
CALHM1	Deletion Peak 10	59	60	858
CALHM1	Deletion Peak 11	62	63	855
CALHM2	Deletion Peak 10	59	60	858
CALHM2	Deletion Peak 11	62	63	855
CALHM3	Deletion Peak 10	59	60	858
CALHM3	Deletion Peak 11	62	63	855
CALM1	Deletion Peak 16	36	43	881
CALY	Deletion Peak 11	62	63	855
CAMK1G	Amplification Peak  2	14	41	875
CAMKK1	Deletion Peak 18	57	64	858
CAMKV	Deletion Peak  2	28	35	887
CAMP	Deletion Peak  2	28	35	887
CAMTA2	Deletion Peak 18	57	64	858
CANT1	Amplification Peak 23	2	66	851
CAPN2	Amplification Peak  2	14	41	875
CAPN8	Amplification Peak  2	14	41	875
CAPN9	Amplification Peak  2	14	41	875
CARD14	Amplification Peak 23	2	66	851
CARD16	Deletion Peak 14	40	49	879
CARD17	Deletion Peak 14	40	49	879
CARD18	Deletion Peak 14	40	49	879
CARS2	Deletion Peak 15	29	35	886
CASC11	Amplification Peak 13	9	44	872
CASC17	Amplification Peak 23	2	66	851
CASC2	Deletion Peak 10	59	60	858
CASC2	Deletion Peak 11	62	63	855
CASC21	Amplification Peak 13	9	44	872
CASC6	Deletion Peak  6	43	60	873
CASC8	Amplification Peak 13	9	44	872
CASKIN2	Amplification Peak 23	2	66	851
CASP1	Deletion Peak 14	40	49	879
CASP12	Deletion Peak 14	40	49	879
CASP1P2	Deletion Peak 14	40	49	879
CASP4	Deletion Peak 14	40	49	879
CASP5	Deletion Peak 14	40	49	879
CASP7	Deletion Peak 10	59	60	858
CASP7	Deletion Peak 11	62	63	855
CASP8AP2	Deletion Peak  6	43	60	873
CASQ1	Amplification Peak  1	7	50	865
CATSPERB	Deletion Peak 16	36	43	881
CBL	Deletion Peak 14	40	49	879
CBX2	Amplification Peak 23	2	66	851
CBX4	Amplification Peak 23	2	66	851
CBX8	Amplification Peak 23	2	66	851
CC2D2B	Deletion Peak 10	59	60	858
CCAT1	Amplification Peak 13	9	44	872
CCAT2	Amplification Peak 13	9	44	872
CCDC12	Deletion Peak  2	28	35	887
CCDC122	Deletion Peak 15	29	35	886
CCDC137	Amplification Peak 23	2	66	851
CCDC15	Deletion Peak 14	40	49	879
CCDC153	Deletion Peak 14	40	49	879
CCDC162P	Deletion Peak  6	43	60	873
CCDC168	Deletion Peak 15	29	35	886
CCDC169	Deletion Peak 15	29	35	886
CCDC169-SOHLH2	Deletion Peak 15	29	35	886
CCDC170	Deletion Peak  7	43	61	874
CCDC172	Deletion Peak 10	59	60	858
CCDC172	Deletion Peak 11	62	63	855
CCDC175	Deletion Peak 16	36	43	881
CCDC177	Deletion Peak 16	36	43	881
CCDC181	Amplification Peak  1	7	50	865
CCDC185	Amplification Peak  2	14	41	875
CCDC186	Deletion Peak 10	59	60	858
CCDC186	Deletion Peak 11	62	63	855
CCDC190	Amplification Peak  1	7	50	865
CCDC26	Amplification Peak 14	10	51	865
CCDC28A	Deletion Peak  7	43	61	874
CCDC36	Deletion Peak  2	28	35	887
CCDC40	Amplification Peak 23	2	66	851
CCDC42	Deletion Peak 18	57	64	858
CCDC51	Deletion Peak  2	28	35	887
CCDC57	Amplification Peak 23	2	66	851
CCDC66	Deletion Peak  2	28	35	887
CCDC69	Deletion Peak  4	35	48	883
CCDC70	Deletion Peak 15	29	35	886
CCDC71	Deletion Peak  2	28	35	887
CCDC84	Deletion Peak 14	40	49	879
CCDC85C	Deletion Peak 16	36	43	881
CCDC88C	Deletion Peak 16	36	43	881
CCNA1	Deletion Peak 15	29	35	886
CCNC	Deletion Peak  6	43	60	873
CCND1	Amplification Peak 17	17	22	897
CCND2	Amplification Peak 18	3	23	894
CCND2-AS1	Amplification Peak 18	3	21	894
CCNG1	Deletion Peak  4	35	48	883
CCNJ	Deletion Peak 10	59	60	858
CCNJL	Deletion Peak  4	35	48	883
CCNK	Deletion Peak 16	36	43	881
CCR1	Deletion Peak  2	28	35	887
CCR2	Deletion Peak  2	28	35	887
CCR3	Deletion Peak  2	28	35	887
CCR5	Deletion Peak  2	28	35	887
CCR6	Deletion Peak  7	43	61	874
CCR9	Deletion Peak  2	28	35	887
CCRL2	Deletion Peak  2	28	35	887
CCSAP	Amplification Peak  2	14	41	875
CCSER2	Deletion Peak 10	59	60	858
CCT3	Amplification Peak  1	7	50	865
CCT8	Deletion Peak 20	19	34	896
CD164	Deletion Peak  6	43	60	873
CD1A	Amplification Peak  1	7	50	865
CD1B	Amplification Peak  1	7	50	865
CD1C	Amplification Peak  1	7	50	865
CD1D	Amplification Peak  1	7	50	865
CD1E	Amplification Peak  1	7	50	865
CD24	Deletion Peak  6	43	60	873
CD244	Amplification Peak  1	7	50	865
CD247	Amplification Peak  1	7	50	865
CD300A	Amplification Peak 23	2	66	851
CD300C	Amplification Peak 23	2	66	851
CD300E	Amplification Peak 23	2	66	851
CD300LB	Amplification Peak 23	2	66	851
CD300LD	Amplification Peak 23	2	66	851
CD300LF	Amplification Peak 23	2	66	851
