gene_symbol	detection_peak	loss	gain	neutral
FLVCR1	Amplification Peak  2	14	41	875
FLVCR1-AS1	Amplification Peak  2	14	41	875
FLVCR2	Deletion Peak 16	36	43	881
FMC1	Amplification Peak 10	6	167	750
FMN2	Amplification Peak  2	14	41	875
FMO1	Amplification Peak  1	7	50	865
FMO2	Amplification Peak  1	7	50	865
FMO3	Amplification Peak  1	7	50	865
FMO4	Amplification Peak  1	7	50	865
FMO6P	Amplification Peak  1	7	50	865
FMO9P	Amplification Peak  1	7	50	865
FNDC1	Deletion Peak  7	43	61	874
FNDC3A	Deletion Peak 15	29	35	886
FNDC9	Deletion Peak  4	35	48	883
FNTB	Deletion Peak 16	37	44	881
FOS	Deletion Peak 16	36	43	881
FOXC2	Deletion Peak 17	35	46	881
FOXC2-AS1	Deletion Peak 17	35	46	881
FOXF1	Deletion Peak 17	35	46	881
FOXI1	Deletion Peak  4	35	48	883
FOXI2	Deletion Peak 11	62	63	855
FOXJ1	Amplification Peak 23	2	66	851
FOXL1	Deletion Peak 17	35	46	881
FOXN3	Deletion Peak 16	36	43	881
FOXN3-AS1	Deletion Peak 16	36	43	881
FOXN3-AS2	Deletion Peak 16	36	43	881
FOXO1	Deletion Peak 15	29	35	886
FOXO3	Deletion Peak  6	43	60	873
FOXR1	Deletion Peak 14	40	49	879
FOXRED1	Deletion Peak 14	40	49	879
FRA10AC1	Deletion Peak 10	59	60	858
FRAT1	Deletion Peak 10	59	60	858
FRAT2	Deletion Peak 10	59	60	858
FREM2	Deletion Peak 15	29	35	886
FRG2B	Deletion Peak 11	62	63	855
FRK	Deletion Peak  6	43	60	873
FRMD1	Deletion Peak  7	43	61	874
FRY	Deletion Peak 15	29	35	886
FRY-AS1	Deletion Peak 15	29	35	886
FSCN2	Amplification Peak 23	2	66	851
FUCA2	Deletion Peak  7	43	61	874
FUOM	Deletion Peak 11	62	63	855
FUT8	Deletion Peak 16	36	43	881
FUT8-AS1	Deletion Peak 16	36	43	881
FUT9	Deletion Peak  6	43	60	873
FXR2	Deletion Peak 18	57	64	858
FXYD2	Deletion Peak 14	40	49	879
FXYD6	Deletion Peak 14	40	49	879
FXYD6-FXYD2	Deletion Peak 14	40	49	879
FYCO1	Deletion Peak  2	28	35	887
FYN	Deletion Peak  6	43	60	873
G0S2	Amplification Peak  2	14	41	875
G3BP1	Deletion Peak  4	35	48	883
GAA	Amplification Peak 23	2	66	851
GABARAP	Deletion Peak 18	57	64	858
GABARAPL2	Deletion Peak 17	35	46	881
GABPA	Deletion Peak 20	19	34	896
GABRA1	Deletion Peak  4	35	48	883
GABRA6	Deletion Peak  4	35	48	883
GABRB2	Deletion Peak  4	35	48	883
GABRG2	Deletion Peak  4	35	48	883
GABRP	Deletion Peak  4	35	48	883
GABRR1	Deletion Peak  6	43	60	873
GABRR2	Deletion Peak  6	43	60	873
GACAT3	Amplification Peak  3	9	36	880
GALC	Deletion Peak 16	36	43	881
GALK1	Amplification Peak 23	2	66	851
GALNT10	Deletion Peak  4	35	48	883
GALNT16	Deletion Peak 16	36	43	881
GALNT2	Amplification Peak  2	14	41	875
GALR2	Amplification Peak 23	2	66	851
GAN	Deletion Peak 17	35	46	881
GART	Deletion Peak 20	19	34	896
GAS5	Amplification Peak  1	7	50	865
GAS5-AS1	Amplification Peak  1	7	50	865
GAS7	Deletion Peak 18	57	64	858
GATAD2B	Amplification Peak  1	7	50	865
GBA	Amplification Peak  1	7	50	865
GBAP1	Amplification Peak  1	7	50	865
GBF1	Deletion Peak 10	59	60	858
GCGR	Amplification Peak 23	2	66	851
GCH1	Deletion Peak 16	36	43	881
GCSAML	Amplification Peak  2	14	41	875
GCSAML-AS1	Amplification Peak  2	14	41	875
GCSH	Deletion Peak 17	35	46	881
GEMIN4	Deletion Peak 18	57	64	858
GEMIN5	Deletion Peak  4	35	48	883
GFRA1	Deletion Peak 10	59	60	858
GFRA1	Deletion Peak 11	62	63	855
GGA3	Amplification Peak 23	2	66	851
GGACT	Deletion Peak 15	29	35	886
GGPS1	Amplification Peak  2	14	41	875
GGT6	Deletion Peak 18	57	64	858
GHITM	Deletion Peak 10	59	60	858
GINM1	Deletion Peak  7	43	61	874
GINS2	Deletion Peak 17	35	46	881
GJA1	Deletion Peak  6	43	60	873
GJA10	Deletion Peak  6	43	60	873
GJA3	Deletion Peak 15	29	35	886
GJB2	Deletion Peak 15	29	35	886
GJB6	Deletion Peak 15	29	35	886
GJB7	Deletion Peak  6	43	60	873
GJC2	Amplification Peak  2	14	41	875
GLG1	Deletion Peak 17	35	46	881
GLMP	Amplification Peak  1	7	50	865
GLOD4	Deletion Peak 18	57	64	858
GLP2R	Deletion Peak 18	57	64	858
GLRA1	Deletion Peak  4	35	48	883
GLRX3	Deletion Peak 11	62	63	855
GLRX5	Deletion Peak 16	36	43	881
GLT8D1	Deletion Peak  2	28	35	887
GLTPD2	Deletion Peak 18	57	64	858
GLUD1	Deletion Peak 10	59	60	858
GLYCTK	Deletion Peak  2	28	35	887
GLYCTK-AS1	Deletion Peak  2	28	35	887
GM2A	Deletion Peak  4	35	48	883
GMFB	Deletion Peak 16	36	43	881
GMPPB	Deletion Peak  2	28	35	887
GNA13	Amplification Peak 23	2	66	851
GNAI2	Deletion Peak  2	28	35	887
GNAT1	Deletion Peak  2	28	35	887
GNG4	Amplification Peak  2	14	41	875
GNL3	Deletion Peak  2	28	35	887
GNPAT	Amplification Peak  2	14	41	875
GOLGA5	Deletion Peak 16	36	43	881
GOLGA7B	Deletion Peak 10	59	60	858
GON4L	Amplification Peak  1	7	50	865
GON7	Deletion Peak 16	36	43	881
GOPC	Deletion Peak  6	43	60	873
GORAB	Amplification Peak  1	7	50	865
GOT1	Deletion Peak 10	59	60	858
GP1BA	Deletion Peak 18	57	64	858
GPA33	Amplification Peak  1	7	50	865
GPALPP1	Deletion Peak 15	29	35	886
GPAM	Deletion Peak 10	59	60	858
GPAM	Deletion Peak 11	62	63	855
GPATCH2	Amplification Peak  2	14	41	875
GPATCH2L	Deletion Peak 16	36	43	881
GPATCH4	Amplification Peak  1	7	50	865
GPC5	Deletion Peak 15	29	35	886
GPC5-AS1	Deletion Peak 15	29	35	886
GPC5-AS2	Deletion Peak 15	29	35	886
GPC6	Deletion Peak 15	29	35	886
GPC6-AS1	Deletion Peak 15	29	35	886
GPC6-AS2	Deletion Peak 15	29	35	886
GPHB5	Deletion Peak 16	36	43	881
GPHN	Deletion Peak 16	36	43	881
GPR12	Deletion Peak 15	29	35	886
GPR135	Deletion Peak 16	36	43	881
GPR137B	Amplification Peak  2	14	41	875
GPR142	Amplification Peak 23	2	66	851
GPR161	Amplification Peak  1	7	50	865
GPR18	Deletion Peak 15	29	35	886
GPR180	Deletion Peak 15	29	35	886
GPR183	Deletion Peak 15	29	35	886
GPR26	Deletion Peak 10	59	60	858
GPR26	Deletion Peak 11	62	63	855
GPR31	Deletion Peak  7	43	61	874
GPR52	Amplification Peak  1	7	50	865
GPR6	Deletion Peak  6	43	60	873
GPR62	Deletion Peak  2	28	35	887
GPR63	Deletion Peak  6	43	60	873
GPR65	Deletion Peak 16	36	43	881
GPR68	Deletion Peak 16	36	43	881
GPRC5C	Amplification Peak 23	2	66	851
GPRC6A	Deletion Peak  6	43	60	873
GPS1	Amplification Peak 23	2	66	851
GPS2	Deletion Peak 18	57	64	858
GPX1	Deletion Peak  2	28	35	887
GPX2	Deletion Peak 16	36	43	881
GPX3	Deletion Peak  4	35	48	883
GRAMD1B	Deletion Peak 14	40	49	879
GRAMD4	Deletion Peak 22	60	66	855
GRB2	Amplification Peak 23	2	66	851
GREM2	Amplification Peak  2	14	41	875
GRIA1	Deletion Peak  4	35	48	883
GRIA4	Deletion Peak 14	40	49	879
GRID1	Deletion Peak 10	59	61	859
GRID1-AS1	Deletion Peak 10	59	60	858
GRIK1	Deletion Peak 20	19	34	896
GRIK1-AS1	Deletion Peak 20	19	34	896
GRIK1-AS2	Deletion Peak 20	19	34	896
GRIK2	Deletion Peak  6	43	60	873
GRIK4	Deletion Peak 14	41	50	879
GRIN2C	Amplification Peak 23	2	66	851
GRK5	Deletion Peak 10	59	60	858
GRK5	Deletion Peak 11	62	63	855
GRM1	Deletion Peak  7	43	61	874
GRM2	Deletion Peak  2	28	35	887
GSC	Deletion Peak 16	36	43	881
GSE1	Deletion Peak 17	35	46	881
GSG1L2	Deletion Peak 18	57	64	858
GSG2	Deletion Peak 18	57	64	858
GSKIP	Deletion Peak 16	36	43	881
GSTM2P1	Deletion Peak  6	43	60	873
GSTO1	Deletion Peak 10	59	60	858
GSTO1	Deletion Peak 11	62	63	855
GSTO2	Deletion Peak 10	59	60	858
GSTO2	Deletion Peak 11	62	63	855
GSTZ1	Deletion Peak 16	36	43	881
GSX1	Deletion Peak 15	29	35	886
GTF2A1	Deletion Peak 16	36	43	881
GTF2F2	Deletion Peak 15	29	35	886
GTF2H5	Deletion Peak  7	43	61	874
GTF2IP20	Amplification Peak  2	14	41	875
GTF3A	Deletion Peak 15	29	35	886
GTF3C6	Deletion Peak  6	43	60	873
GTSE1	Deletion Peak 22	60	66	855
GTSE1-AS1	Deletion Peak 22	60	66	855
GUCY1A2	Deletion Peak 14	40	49	879
GUCY1B2	Deletion Peak 15	29	35	886
GUCY2D	Deletion Peak 18	57	64	858
GUCY2GP	Deletion Peak 10	59	60	858
GUCY2GP	Deletion Peak 11	62	63	855
GUK1	Amplification Peak  2	14	41	875
GVQW2	Deletion Peak  7	43	61	874
H2AFX	Deletion Peak 14	40	49	879
H3F3A	Amplification Peak  2	14	41	875
H3F3AP4	Amplification Peak  2	14	41	875
H3F3B	Amplification Peak 23	2	66	851
HABP2	Deletion Peak 10	59	61	859
HABP2	Deletion Peak 11	63	64	855
HACE1	Deletion Peak  6	43	60	873
HAND1	Deletion Peak  4	35	48	883
HAPLN2	Amplification Peak  1	7	50	865
HAVCR1	Deletion Peak  4	35	48	883
HAVCR2	Deletion Peak  4	35	48	883
HAX1	Amplification Peak  1	7	50	865
HBS1L	Deletion Peak  7	43	61	874
HCN3	Amplification Peak  1	7	50	865
HDAC10	Deletion Peak 22	60	66	855
HDAC2	Deletion Peak  6	43	60	873
HDDC2	Deletion Peak  6	43	60	873
HDGF	Amplification Peak  1	7	50	865
HEATR1	Amplification Peak  2	14	41	875
HEATR4	Deletion Peak 16	36	43	881
HEBP2	Deletion Peak  7	43	61	874
HECA	Deletion Peak  7	43	61	874
HECTD2	Deletion Peak 10	59	60	858
HECTD2-AS1	Deletion Peak 10	59	60	858
HELLS	Deletion Peak 10	59	61	859
HELZ	Amplification Peak 23	2	66	851
HEMK1	Deletion Peak  2	28	35	887
HEPACAM	Deletion Peak 14	40	49	879
HEPN1	Deletion Peak 14	40	49	879
HES7	Deletion Peak 18	57	64	858
HESX1	Deletion Peak  2	28	35	887
HEXDC	Amplification Peak 23	2	66	851
HEY2	Deletion Peak  6	43	60	873
HGC6.3	Deletion Peak  7	43	61	874
HGS	Amplification Peak 23	2	66	851
HHAT	Amplification Peak  2	14	41	875
HHEX	Deletion Peak 10	59	60	858
HHIPL1	Deletion Peak 16	36	43	881
HHIPL2	Amplification Peak  2	14	41	875
HIC1	Deletion Peak 18	57	64	858
HID1	Amplification Peak 23	2	66	851
HID1-AS1	Amplification Peak 23	2	66	851
HIF1A	Deletion Peak 16	36	43	881
HIF1A-AS1	Deletion Peak 16	36	43	881
HIF1A-AS2	Deletion Peak 16	36	43	881
HIF1AN	Deletion Peak 10	59	61	859
HINFP	Deletion Peak 14	40	49	879
HINT3	Deletion Peak  6	43	60	873
HIPK2	Amplification Peak 10	6	167	750
HIST3H2A	Amplification Peak  2	14	41	875
HIST3H2BB	Amplification Peak  2	14	41	875
HIST3H3	Amplification Peak  2	14	41	875
HIVEP2	Deletion Peak  7	43	61	874
HLX	Amplification Peak  2	14	41	875
HLX-AS1	Amplification Peak  2	14	41	875
HMBS	Deletion Peak 14	40	49	879
HMGA1P7	Deletion Peak  7	43	61	874
HMGB1	Deletion Peak 15	29	35	886
HMMR	Deletion Peak  4	35	48	883
HMMR-AS1	Deletion Peak  4	35	48	883
HMP19	Deletion Peak  4	35	48	883
HMX2	Deletion Peak 10	59	60	858
HMX2	Deletion Peak 11	62	63	855
HMX3	Deletion Peak 10	59	60	858
HMX3	Deletion Peak 11	62	63	855
HN1	Amplification Peak 23	2	66	851
HNRNPA1L2	Deletion Peak 15	29	35	886
HNRNPKP3	Deletion Peak 13	40	53	876
HNRNPU	Amplification Peak  2	14	41	875
HOGA1	Deletion Peak 10	59	60	858
HOST2	Deletion Peak 10	59	60	858
HP09025	Amplification Peak 23	2	66	851
HPS1	Deletion Peak 10	59	60	858
HPS6	Deletion Peak 10	59	60	858
HPSE2	Deletion Peak 10	59	60	858
HRAT13	Deletion Peak  6	43	60	873
HRH2	Deletion Peak  4	35	48	883
HS3ST3A1	Deletion Peak 18	57	64	858
HS3ST3B1	Deletion Peak 18	57	64	858
HS3ST5	Deletion Peak  6	43	60	873
HS6ST3	Deletion Peak 15	29	35	886
hsa-mir-1185-2	Deletion Peak 16	36	43	881
hsa-mir-2113	Deletion Peak  6	43	60	873
hsa-mir-3119-1	Amplification Peak  1	7	50	865
hsa-mir-3158-1	Deletion Peak 10	59	60	858
hsa-mir-664	Amplification Peak  2	14	41	875
HSBP1	Deletion Peak 17	35	46	881
HSD11B1	Amplification Peak  2	14	41	875
HSD17B12	Deletion Peak 13	40	53	876
HSD17B2	Deletion Peak 17	35	46	881
HSD17B7	Amplification Peak  1	7	50	865
HSDL1	Deletion Peak 17	35	46	881
HSF2	Deletion Peak  6	43	60	873
HSP90AA1	Deletion Peak 16	36	43	881
HSPA12A	Deletion Peak 10	59	60	858
HSPA12A	Deletion Peak 11	62	63	855
HSPA13	Deletion Peak 20	19	34	896
HSPA2	Deletion Peak 16	36	43	881
HSPA6	Amplification Peak  1	7	50	865
HSPA7	Amplification Peak  1	7	50	865
HSPA8	Deletion Peak 14	40	49	879
HSPB2	Deletion Peak 14	40	49	879
HSPB2-C11orf52	Deletion Peak 14	40	49	879
HSPH1	Deletion Peak 15	29	35	886
HTR1E	Deletion Peak  6	43	60	873
HTR2A	Deletion Peak 15	29	35	886
HTR2A-AS1	Deletion Peak 15	29	35	886
HTR3A	Deletion Peak 14	40	49	879
HTR3B	Deletion Peak 14	40	49	879
HTR7	Deletion Peak 10	59	61	859
HTRA1	Deletion Peak 10	59	60	858
HTRA1	Deletion Peak 11	62	63	855
HUNK	Deletion Peak 20	19	34	896
HYAL1	Deletion Peak  2	28	35	887
HYAL2	Deletion Peak  2	28	35	887
HYAL3	Deletion Peak  2	28	35	887
HYLS1	Deletion Peak 14	40	49	879
HYMAI	Deletion Peak  7	43	61	874
HYOU1	Deletion Peak 14	40	49	879
IARS2	Amplification Peak  2	14	41	875
IBA57	Amplification Peak  2	14	41	875
IBA57-AS1	Amplification Peak  2	14	41	875
IDE	Deletion Peak 10	59	60	858
IFI16	Amplification Peak  1	7	50	865
IFI27	Deletion Peak 16	36	43	881
IFI27L1	Deletion Peak 16	36	43	881
IFI27L2	Deletion Peak 16	36	43	881
IFIT1	Deletion Peak 10	59	60	858
IFIT1B	Deletion Peak 10	59	60	858
IFIT2	Deletion Peak 10	59	60	858
IFIT3	Deletion Peak 10	59	60	858
IFIT5	Deletion Peak 10	59	60	858
IFNAR1	Deletion Peak 20	19	34	896
IFNAR2	Deletion Peak 20	19	34	896
IFNGR1	Deletion Peak  7	43	61	874
IFNGR2	Deletion Peak 20	19	34	896
IFNK	Amplification Peak 15	36	20	898
IFRD2	Deletion Peak  2	28	35	887
IFT43	Deletion Peak 16	36	43	881
IFT46	Deletion Peak 14	40	49	879
IFT88	Deletion Peak 15	29	35	886
IGF2R	Deletion Peak  7	43	61	874
IGHMBP2	Amplification Peak 17	17	23	897
IGSF8	Amplification Peak  1	7	50	865
IGSF9	Amplification Peak  1	7	50	865
IKZF5	Deletion Peak 10	59	60	858
IKZF5	Deletion Peak 11	62	63	855
IL10RA	Deletion Peak 14	40	49	879
IL10RB	Deletion Peak 20	19	34	896
IL10RB-AS1	Deletion Peak 20	19	34	896
IL12B	Deletion Peak  4	35	48	883
IL17D	Deletion Peak 15	29	35	886
IL17RB	Deletion Peak  2	28	35	887
IL17RD	Deletion Peak  2	28	35	887
IL17REL	Deletion Peak 22	60	66	855
IL18	Deletion Peak 14	40	49	879
IL20RA	Deletion Peak  7	43	61	874
IL22RA2	Deletion Peak  7	43	61	874
IL6R	Amplification Peak  1	7	50	865
ILDR2	Amplification Peak  1	7	50	865
ILF2	Amplification Peak  1	7	50	865
IMPDH2	Deletion Peak  2	28	35	887
INA	Deletion Peak 10	59	60	858
INA	Deletion Peak 11	62	63	855
INCA1	Deletion Peak 18	57	64	858
ING1	Deletion Peak 15	29	35	886
INPP5A	Deletion Peak 11	62	63	855
INPP5F	Deletion Peak 10	59	60	858
INPP5F	Deletion Peak 11	62	63	855
INPP5K	Deletion Peak 18	57	64	858
INSRR	Amplification Peak  1	7	50	865
INTS3	Amplification Peak  1	7	50	865
INTS6	Deletion Peak 15	29	35	886
INTS6-AS1	Deletion Peak 15	29	35	886
INTS7	Amplification Peak  2	14	41	875
IP6K1	Deletion Peak  2	28	35	887
IP6K2	Deletion Peak  2	28	35	887
IPCEF1	Deletion Peak  7	43	61	874
IPO5	Deletion Peak 15	29	35	886
IQCF1	Deletion Peak  2	28	35	887
IQCF2	Deletion Peak  2	28	35	887
IQCF3	Deletion Peak  2	28	35	887
IQCF4	Deletion Peak  2	28	35	887
IQCF5	Deletion Peak  2	28	35	887
IQCF5-AS1	Deletion Peak  2	28	35	887
IQCF6	Deletion Peak  2	28	35	887
IQGAP3	Amplification Peak  1	7	50	865
IRF2BP2	Amplification Peak  2	14	41	875
IRF2BPL	Deletion Peak 16	36	43	881
IRF6	Amplification Peak  2	14	41	875
IRF8	Deletion Peak 17	35	46	881
IRGM	Deletion Peak  4	35	48	883
IRS2	Amplification Peak 19	22	11	905
IRS2	Deletion Peak 15	29	35	886
ISCA2	Deletion Peak 16	36	43	881
ISG20L2	Amplification Peak  1	7	50	865
ISM2	Deletion Peak 16	36	43	881
ITGAE	Deletion Peak 18	57	64	858
ITGB4	Amplification Peak 23	2	66	851
ITGBL1	Deletion Peak 15	29	35	886
ITIH1	Deletion Peak  2	28	35	887
ITIH3	Deletion Peak  2	28	35	887
ITIH4	Deletion Peak  2	28	35	887
ITIH4-AS1	Deletion Peak  2	28	35	887
ITK	Deletion Peak  4	35	48	883
ITLN1	Amplification Peak  1	7	50	865
ITLN2	Amplification Peak  1	7	50	865
ITM2B	Deletion Peak 15	29	35	886
ITPK1	Deletion Peak 16	36	43	881
ITPK1-AS1	Deletion Peak 16	36	43	881
ITPKB	Amplification Peak  2	14	41	875
ITPKB-IT1	Amplification Peak  2	14	41	875
ITPRIP	Deletion Peak 10	59	60	858
ITPRIP	Deletion Peak 11	62	63	855
ITSN1	Deletion Peak 20	19	34	896
IVL	Amplification Peak  1	7	50	865
IYD	Deletion Peak  7	43	61	874
JAKMIP1	Amplification Peak  6	8	17	900
JAKMIP3	Deletion Peak 11	62	63	855
JAM2	Deletion Peak 20	19	34	896
JAML	Deletion Peak 14	40	49	879
JDP2	Deletion Peak 16	36	43	881
JHDM1D-AS1	Amplification Peak 10	6	167	750
JKAMP	Deletion Peak 16	36	43	881
JMJD4	Amplification Peak  2	14	41	875
JMJD6	Amplification Peak 23	2	66	851
JPH3	Deletion Peak 17	35	46	881
JTB	Amplification Peak  1	7	50	865
KARS	Deletion Peak 17	35	46	881
KATNA1	Deletion Peak  7	43	61	874
KATNAL1	Deletion Peak 15	29	35	886
KATNBL1P6	Deletion Peak  7	43	61	874
KAZALD1	Deletion Peak 10	59	60	858
KBTBD3	Deletion Peak 14	40	49	879
KBTBD6	Deletion Peak 15	29	35	886
KBTBD7	Deletion Peak 15	29	35	886
KCNAB3	Deletion Peak 18	57	64	858
KCNG4	Deletion Peak 17	35	46	881
KCNH1	Amplification Peak  2	14	41	875
KCNH5	Deletion Peak 16	36	43	881
KCNIP1	Deletion Peak  4	35	48	883
KCNIP2	Deletion Peak 10	59	60	858
KCNIP2-AS1	Deletion Peak 10	59	60	858
KCNJ10	Amplification Peak  1	7	50	865
KCNJ16	Amplification Peak 23	2	66	851
KCNJ2	Amplification Peak 23	2	66	851
KCNJ2-AS1	Amplification Peak 23	2	66	851
KCNJ9	Amplification Peak  1	7	50	865
KCNK1	Amplification Peak  2	14	41	875
KCNK10	Deletion Peak 16	36	43	881
KCNK13	Deletion Peak 16	36	43	881
KCNK18	Deletion Peak 10	59	60	858
KCNK18	Deletion Peak 11	62	63	855
KCNK2	Amplification Peak  2	14	41	875
KCNMB1	Deletion Peak  4	35	48	883
KCNN3	Amplification Peak  1	7	50	865
KCNRG	Deletion Peak 15	29	35	886
KCTD11	Deletion Peak 18	57	64	858
KCTD12	Deletion Peak 15	29	35	886
KCTD2	Amplification Peak 23	2	66	851
KCTD3	Amplification Peak  2	14	41	875
KCTD4	Deletion Peak 15	29	35	886
KCTD6	Deletion Peak  2	28	35	887
KDELC1	Deletion Peak 15	29	35	886
KDELC2	Deletion Peak 14	40	49	879
KDM6B	Deletion Peak 18	57	64	858
KDM7A	Amplification Peak 10	6	167	750
KIAA0040	Amplification Peak  1	7	50	865
KIAA0408	Deletion Peak  6	43	60	873
KIAA0513	Deletion Peak 17	35	46	881
KIAA0586	Deletion Peak 16	36	43	881
KIAA0753	Deletion Peak 18	57	64	858
KIAA0907	Amplification Peak  1	7	50	865
KIAA0930	Deletion Peak 22	60	66	855
KIAA1549	Amplification Peak 10	6	167	750
KIAA1644	Deletion Peak 22	60	66	855
KIF11	Deletion Peak 10	59	60	858
KIF19	Amplification Peak 23	2	66	851
KIF1C	Deletion Peak 18	57	64	858
KIF20B	Deletion Peak 10	59	60	858
KIF25	Deletion Peak  7	43	61	874
KIF25-AS1	Deletion Peak  7	43	61	874
KIF26B	Amplification Peak  2	14	41	875
KIF4B	Deletion Peak  4	35	48	883
KIF9	Deletion Peak  2	28	35	887
KIF9-AS1	Deletion Peak  2	28	35	887
KIFAP3	Amplification Peak  1	7	50	865
KIR2DL1	Deletion Peak 19	19	27	900
KIR2DL2	Deletion Peak 19	19	27	900
KIR2DL3	Deletion Peak 19	19	27	900
KIR2DL4	Deletion Peak 19	19	27	900
KIR2DS1	Deletion Peak 19	19	27	900
KIR2DS2	Deletion Peak 19	19	27	900
KIR2DS3	Deletion Peak 19	19	27	900
KIR2DS4	Deletion Peak 19	19	27	900
KIR3DL1	Deletion Peak 19	19	27	900
KIR3DL3	Deletion Peak 19	19	27	900
KIRREL	Amplification Peak  1	7	50	865
KL	Deletion Peak 15	29	35	886
KLF12	Deletion Peak 15	29	35	886
KLF5	Deletion Peak 15	29	35	886
KLHDC4	Deletion Peak 17	35	46	881
KLHDC7B	Deletion Peak 22	60	66	855
KLHDC8B	Deletion Peak  2	28	35	887
KLHDC9	Amplification Peak  1	7	50	865
KLHL1	Deletion Peak 15	29	35	886
KLHL18	Deletion Peak  2	28	35	887
KLHL20	Amplification Peak  1	7	50	865
KLHL32	Deletion Peak  6	43	60	873
KLHL36	Deletion Peak 17	35	46	881
KLLN	Deletion Peak 10	59	60	858
KLRG2	Amplification Peak 10	6	167	750
KMO	Amplification Peak  2	14	41	875
KMT2A	Deletion Peak 14	40	49	879
KNDC1	Deletion Peak 11	62	63	855
KPNA2	Amplification Peak 23	2	66	851
KPNA3	Deletion Peak 15	29	35	886
KPNA5	Deletion Peak  6	43	60	873
KPRP	Amplification Peak  1	7	50	865
KRBA2	Deletion Peak 18	57	64	858
KRTAP11-1	Deletion Peak 20	19	34	896
KRTAP13-1	Deletion Peak 20	19	34	896
KRTAP13-2	Deletion Peak 20	19	34	896
KRTAP13-3	Deletion Peak 20	19	34	896
KRTAP13-4	Deletion Peak 20	19	34	896
KRTAP15-1	Deletion Peak 20	19	34	896
KRTAP19-1	Deletion Peak 20	19	34	896
KRTAP19-2	Deletion Peak 20	19	34	896
KRTAP19-3	Deletion Peak 20	19	34	896
KRTAP19-4	Deletion Peak 20	19	34	896
KRTAP19-5	Deletion Peak 20	19	34	896
KRTAP19-6	Deletion Peak 20	19	34	896
KRTAP19-7	Deletion Peak 20	19	34	896
KRTAP19-8	Deletion Peak 20	19	34	896
KRTAP20-1	Deletion Peak 20	19	34	896
KRTAP20-2	Deletion Peak 20	19	34	896
KRTAP20-3	Deletion Peak 20	19	34	896
KRTAP20-4	Deletion Peak 20	19	34	896
KRTAP21-1	Deletion Peak 20	19	34	896
KRTAP21-2	Deletion Peak 20	19	34	896
KRTAP21-3	Deletion Peak 20	19	34	896
KRTAP22-1	Deletion Peak 20	19	34	896
KRTAP22-2	Deletion Peak 20	19	34	896
KRTAP23-1	Deletion Peak 20	19	34	896
KRTAP24-1	Deletion Peak 20	19	34	896
KRTAP25-1	Deletion Peak 20	19	34	896
KRTAP26-1	Deletion Peak 20	19	34	896
KRTAP27-1	Deletion Peak 20	19	34	896
KRTAP6-1	Deletion Peak 20	19	34	896
KRTAP6-2	Deletion Peak 20	19	34	896
KRTAP6-3	Deletion Peak 20	19	34	896
KRTAP7-1	Deletion Peak 20	19	34	896
KRTAP8-1	Deletion Peak 20	19	34	896
KRTCAP2	Amplification Peak  1	7	50	865
KTN1	Deletion Peak 16	36	43	881
KTN1-AS1	Deletion Peak 16	36	43	881
L3HYPDH	Deletion Peak 16	36	43	881
L3MBTL3	Deletion Peak  6	43	60	873
LACC1	Deletion Peak 15	29	35	886
LACE1	Deletion Peak  6	43	60	873
LAMA2	Deletion Peak  6	43	60	873
LAMA4	Deletion Peak  6	43	60	873
LAMB2	Deletion Peak  2	28	35	887
LAMB2P1	Deletion Peak  2	28	35	887
LAMB3	Amplification Peak  2	14	41	875
LAMTOR2	Amplification Peak  1	7	50	865
LARGE2	Deletion Peak 13	40	53	876
LARP1	Deletion Peak  4	35	48	883
LATS1	Deletion Peak  7	43	61	874
LATS2	Deletion Peak 15	29	35	886
LAYN	Deletion Peak 14	40	49	879
LBR	Amplification Peak  2	14	41	875
LBX1	Deletion Peak 10	59	60	858
LBX1-AS1	Deletion Peak 10	59	60	858
LCE1A	Amplification Peak  1	7	50	865
LCE1B	Amplification Peak  1	7	50	865
LCE1C	Amplification Peak  1	7	50	865
LCE1D	Amplification Peak  1	7	50	865
LCE1E	Amplification Peak  1	7	50	865
LCE1F	Amplification Peak  1	7	50	865
LCE2A	Amplification Peak  1	7	50	865
LCE2B	Amplification Peak  1	7	50	865
LCE2C	Amplification Peak  1	7	50	865
LCE2D	Amplification Peak  1	7	50	865
LCE3A	Amplification Peak  1	7	50	865
LCE4A	Amplification Peak  1	7	50	865
LCE6A	Amplification Peak  1	7	50	865
LCOR	Deletion Peak 10	59	60	858
LCP1	Deletion Peak 15	29	35	886
LCP2	Deletion Peak  4	35	48	883
LDB1	Deletion Peak 10	59	60	858
LDB3	Deletion Peak 10	59	60	858
LDHD	Deletion Peak 17	35	46	881
LDLRAD3	Deletion Peak 13	40	53	876
LDOC1L	Deletion Peak 22	60	66	855
LECT1	Deletion Peak 15	29	35	886
LEFTY1	Amplification Peak  2	14	41	875
LEFTY2	Amplification Peak  2	14	41	875
LELP1	Amplification Peak  1	7	50	865
LENEP	Amplification Peak  1	7	50	865
LGALS3	Deletion Peak 16	36	43	881
LGALS3BP	Amplification Peak 23	2	66	851
LGALS8	Amplification Peak  2	14	41	875
LGALS8-AS1	Amplification Peak  2	14	41	875
LGI1	Deletion Peak 10	59	60	858
LGMN	Deletion Peak 16	36	43	881
LHFP	Deletion Peak 15	29	35	886
LHPP	Deletion Peak 10	59	60	858
LHPP	Deletion Peak 11	62	63	855
