Kids_First_Biospecimen_ID	mutation_count	sample_count_per_mb	signature	signature_count_per_mb
BS_E7HEQZ1K	16	0.005180866643333058	CNS_A	0
BS_E7HEQZ1K	16	0.005180866643333058	CNS_B	0.0017066284423225648
BS_E7HEQZ1K	16	0.005180866643333058	CNS_C	0
BS_E7HEQZ1K	16	0.005180866643333058	CNS_D	0
BS_E7HEQZ1K	16	0.005180866643333058	CNS_E	0
BS_E7HEQZ1K	16	0.005180866643333058	CNS_F	0
BS_E7HEQZ1K	16	0.005180866643333058	CNS_G	0
BS_E7HEQZ1K	16	0.005180866643333058	CNS_H	0
BS_EFBBP9H3	2349	0.7606159840743346	CNS_A	0.04932508263687852
BS_EFBBP9H3	2349	0.7606159840743346	CNS_B	0
BS_EFBBP9H3	2349	0.7606159840743346	CNS_C	0.05443079031138594
BS_EFBBP9H3	2349	0.7606159840743346	CNS_D	0.2517964590536437
BS_EFBBP9H3	2349	0.7606159840743346	CNS_E	0
BS_EFBBP9H3	2349	0.7606159840743346	CNS_F	0.1034990167127599
BS_EFBBP9H3	2349	0.7606159840743346	CNS_G	0.16116304180208074
BS_EFBBP9H3	2349	0.7606159840743346	CNS_H	0.1267016610891661
BS_J6VRW67C	224	0.07253213300666281	CNS_A	0.006371197441203814
BS_J6VRW67C	224	0.07253213300666281	CNS_B	0.011178465336397625
BS_J6VRW67C	224	0.07253213300666281	CNS_C	0.015583125040027256
BS_J6VRW67C	224	0.07253213300666281	CNS_D	0
BS_J6VRW67C	224	0.07253213300666281	CNS_E	0
BS_J6VRW67C	224	0.07253213300666281	CNS_F	0.009899209377071594
BS_J6VRW67C	224	0.07253213300666281	CNS_G	0
BS_J6VRW67C	224	0.07253213300666281	CNS_H	0
BS_5KFAEMQJ	699	0.22633911148061298	CNS_A	0.015255586916292446
BS_5KFAEMQJ	699	0.22633911148061298	CNS_B	0.02908677303446049
BS_5KFAEMQJ	699	0.22633911148061298	CNS_C	0
BS_5KFAEMQJ	699	0.22633911148061298	CNS_D	0
BS_5KFAEMQJ	699	0.22633911148061298	CNS_E	0.030604805834599996
BS_5KFAEMQJ	699	0.22633911148061298	CNS_F	0.0669529631181435
BS_5KFAEMQJ	699	0.22633911148061298	CNS_G	0.02340596283969906
BS_5KFAEMQJ	699	0.22633911148061298	CNS_H	0.04475777623748934
BS_CSY11X7E	280	0.09066516625832852	CNS_A	0
BS_CSY11X7E	280	0.09066516625832852	CNS_B	0.02520644441407695
BS_CSY11X7E	280	0.09066516625832852	CNS_C	0
BS_CSY11X7E	280	0.09066516625832852	CNS_D	0
BS_CSY11X7E	280	0.09066516625832852	CNS_E	0
BS_CSY11X7E	280	0.09066516625832852	CNS_F	0.03137657217530313
BS_CSY11X7E	280	0.09066516625832852	CNS_G	0
BS_CSY11X7E	280	0.09066516625832852	CNS_H	0
BS_KYG3H6C6	279	0.0903413620931202	CNS_A	0.012984781776259963
BS_KYG3H6C6	279	0.0903413620931202	CNS_B	0.018509311108948948
BS_KYG3H6C6	279	0.0903413620931202	CNS_C	0
BS_KYG3H6C6	279	0.0903413620931202	CNS_D	0.018015387336830797
BS_KYG3H6C6	279	0.0903413620931202	CNS_E	0
BS_KYG3H6C6	279	0.0903413620931202	CNS_F	0
BS_KYG3H6C6	279	0.0903413620931202	CNS_G	0.015859356210878493
BS_KYG3H6C6	279	0.0903413620931202	CNS_H	0
BS_1CZPVCXR	1193	0.38629836909352117	CNS_A	0.07536148119019657
BS_1CZPVCXR	1193	0.38629836909352117	CNS_B	0
BS_1CZPVCXR	1193	0.38629836909352117	CNS_C	0.04262784099966895
BS_1CZPVCXR	1193	0.38629836909352117	CNS_D	0.03549502862546021
BS_1CZPVCXR	1193	0.38629836909352117	CNS_E	0.035424057657034824
BS_1CZPVCXR	1193	0.38629836909352117	CNS_F	0.051100652650528496
BS_1CZPVCXR	1193	0.38629836909352117	CNS_G	0.058576142353828624
BS_1CZPVCXR	1193	0.38629836909352117	CNS_H	0.07531905353426945
