region	status	short_histology	count	region_type
DGCR8	loss	Other	9	gene
DGCR8	loss	Schwannoma	4	gene
DGKD	loss	All	4	gene
DGKZ	loss	All	4	gene
DHDDS	loss	All	4	gene
DHODH	loss	All	236	gene
DHODH	loss	ATRT	7	gene
DHODH	loss	Choroid plexus tumor	7	gene
DHODH	loss	DNET	5	gene
DHODH	loss	Dysplasia	4	gene
DHODH	loss	Ependymoma	17	gene
DHODH	loss	Ganglioglioma	11	gene
DHODH	loss	HGAT	47	gene
DHODH	loss	LGAT	61	gene
DHODH	loss	Medulloblastoma	28	gene
DHODH	loss	Meningioma	9	gene
DHODH	loss	Neurofibroma	5	gene
DHODH	loss	Other	9	gene
DHODH	loss	Schwannoma	5	gene
DHRS11	gain	All	11	gene
DHRS11	gain	Medulloblastoma	7	gene
DHRS2	loss	All	4	gene
DHRS4	loss	All	4	gene
DHRS4-AS1	loss	All	4	gene
DHRS4L1	gain	All	4	gene
DHRS4L1	loss	All	4	gene
DHRS4L2	loss	All	4	gene
DHRS7B	gain	All	5	gene
DHRS7B	loss	All	10	gene
DHRS7B	gain	Medulloblastoma	5	gene
DHRS7B	loss	Medulloblastoma	5	gene
DHX32	loss	All	8	gene
DHX38	loss	All	236	gene
DHX38	loss	ATRT	7	gene
DHX38	loss	Choroid plexus tumor	7	gene
DHX38	loss	DNET	5	gene
DHX38	loss	Dysplasia	4	gene
DHX38	loss	Ependymoma	17	gene
DHX38	loss	Ganglioglioma	11	gene
DHX38	loss	HGAT	47	gene
DHX38	loss	LGAT	61	gene
DHX38	loss	Medulloblastoma	28	gene
DHX38	loss	Meningioma	9	gene
DHX38	loss	Neurofibroma	5	gene
DHX38	loss	Other	9	gene
DHX38	loss	Schwannoma	5	gene
DHX8	gain	All	12	gene
DHX8	loss	All	11	gene
DHX8	gain	Medulloblastoma	9	gene
DHX8	loss	HGAT	6	gene
DIDO1	gain	All	12	gene
DIDO1	gain	HGAT	6	gene
DIPK1B	gain	All	4	gene
DIPK1B	loss	All	231	gene
DIPK1B	loss	ATRT	7	gene
DIPK1B	loss	Choroid plexus tumor	7	gene
DIPK1B	loss	DNET	5	gene
DIPK1B	loss	Dysplasia	4	gene
DIPK1B	loss	Ependymoma	14	gene
DIPK1B	loss	Ganglioglioma	11	gene
DIPK1B	loss	HGAT	45	gene
DIPK1B	loss	LGAT	60	gene
DIPK1B	loss	Medulloblastoma	28	gene
DIPK1B	loss	Meningioma	8	gene
DIPK1B	loss	Neurofibroma	5	gene
DIPK1B	loss	Other	9	gene
DIPK1B	loss	Schwannoma	5	gene
DIS3L2	loss	All	4	gene
DISC1FP1	gain	All	5	gene
DISC1FP1	loss	All	6	gene
DKFZP434A062	gain	All	4	gene
DKFZP434A062	loss	All	231	gene
DKFZP434A062	loss	ATRT	7	gene
DKFZP434A062	loss	Choroid plexus tumor	7	gene
DKFZP434A062	loss	DNET	5	gene
DKFZP434A062	loss	Dysplasia	4	gene
DKFZP434A062	loss	Ependymoma	14	gene
DKFZP434A062	loss	Ganglioglioma	11	gene
DKFZP434A062	loss	HGAT	45	gene
DKFZP434A062	loss	LGAT	60	gene
DKFZP434A062	loss	Medulloblastoma	28	gene
DKFZP434A062	loss	Meningioma	8	gene
DKFZP434A062	loss	Neurofibroma	5	gene
DKFZP434A062	loss	Other	9	gene
DKFZP434A062	loss	Schwannoma	5	gene
DLEU1	loss	All	4	gene
DLEU1	loss	HGAT	4	gene
DLG1	loss	All	4	gene
DLG1	loss	HGAT	4	gene
DLG1-AS1	loss	All	4	gene
DLG1-AS1	loss	HGAT	4	gene
DLG2	loss	All	7	gene
DLG4	loss	All	5	gene
DLGAP2	gain	All	6	gene
DLGAP2	loss	All	6	gene
DLGAP2-AS1	gain	All	6	gene
DLGAP2-AS1	loss	All	4	gene
DLX5	gain	All	4	gene
DLX6	gain	All	4	gene
DMC1	loss	All	4	gene
DMRT1	loss	All	231	gene
DMRT1	loss	ATRT	7	gene
DMRT1	loss	Choroid plexus tumor	7	gene
DMRT1	loss	DNET	5	gene
DMRT1	loss	Dysplasia	4	gene
DMRT1	loss	Ependymoma	13	gene
DMRT1	loss	Ganglioglioma	10	gene
DMRT1	loss	HGAT	49	gene
DMRT1	loss	LGAT	60	gene
DMRT1	loss	Medulloblastoma	29	gene
DMRT1	loss	Meningioma	8	gene
DMRT1	loss	Neurofibroma	5	gene
DMRT1	loss	Other	9	gene
DMRT1	loss	Schwannoma	5	gene
DMRT2	loss	All	231	gene
DMRT2	loss	ATRT	7	gene
DMRT2	loss	Choroid plexus tumor	7	gene
DMRT2	loss	DNET	5	gene
DMRT2	loss	Dysplasia	4	gene
DMRT2	loss	Ependymoma	13	gene
DMRT2	loss	Ganglioglioma	10	gene
DMRT2	loss	HGAT	49	gene
DMRT2	loss	LGAT	60	gene
DMRT2	loss	Medulloblastoma	29	gene
DMRT2	loss	Meningioma	8	gene
DMRT2	loss	Neurofibroma	5	gene
DMRT2	loss	Other	9	gene
DMRT2	loss	Schwannoma	5	gene
DMRT3	loss	All	231	gene
DMRT3	loss	ATRT	7	gene
DMRT3	loss	Choroid plexus tumor	7	gene
DMRT3	loss	DNET	5	gene
DMRT3	loss	Dysplasia	4	gene
DMRT3	loss	Ependymoma	13	gene
DMRT3	loss	Ganglioglioma	10	gene
DMRT3	loss	HGAT	49	gene
DMRT3	loss	LGAT	60	gene
DMRT3	loss	Medulloblastoma	29	gene
DMRT3	loss	Meningioma	8	gene
DMRT3	loss	Neurofibroma	5	gene
DMRT3	loss	Other	9	gene
DMRT3	loss	Schwannoma	5	gene
DMRTA1	gain	All	5	gene
DMRTA1	loss	All	15	gene
DMRTA1	loss	HGAT	8	gene
DMRTA2	loss	All	5	gene
DNAAF5	loss	All	5	gene
DNAAF5	loss	HGAT	4	gene
DNAH17	gain	All	14	gene
DNAH17	gain	Medulloblastoma	7	gene
DNAH2	loss	All	4	gene
DNAJA1	loss	All	4	gene
DNAJA1	loss	HGAT	4	gene
DNAJA2	loss	All	14	gene
DNAJA2	loss	HGAT	6	gene
DNAJA2	loss	Medulloblastoma	4	gene
DNAJB3	loss	All	4	gene
DNAJB5	gain	All	4	gene
DNAJB5-DT	gain	All	4	gene
DNAJB6	gain	All	9	gene
DNAJB6	loss	All	5	gene
DNAJB6	gain	HGAT	4	gene
DNAJB7	loss	All	11	gene
DNAJC1	loss	All	6	gene
DNAJC1	loss	HGAT	5	gene
DNAJC13	loss	All	4	gene
DNAJC2	gain	All	12	gene
DNAJC30	gain	All	13	gene
DNAJC30	loss	All	8	gene
DNAJC30	gain	HGAT	6	gene
DNAJC5	loss	All	5	gene
DNAJC5	loss	HGAT	4	gene
DNHD1	loss	All	6	gene
DNLZ	gain	All	4	gene
DNLZ	loss	All	231	gene
DNLZ	loss	ATRT	7	gene
DNLZ	loss	Choroid plexus tumor	7	gene
DNLZ	loss	DNET	5	gene
DNLZ	loss	Dysplasia	4	gene
DNLZ	loss	Ependymoma	14	gene
DNLZ	loss	Ganglioglioma	11	gene
DNLZ	loss	HGAT	45	gene
DNLZ	loss	LGAT	60	gene
DNLZ	loss	Medulloblastoma	28	gene
DNLZ	loss	Meningioma	8	gene
DNLZ	loss	Neurofibroma	5	gene
DNLZ	loss	Other	9	gene
DNLZ	loss	Schwannoma	5	gene
DNM1P46	gain	All	7	gene
DNM1P46	gain	HGAT	6	gene
DNMT3B	gain	All	7	gene
DNMT3L	loss	All	6	gene
DNMT3L-AS1	loss	All	4	gene
DOC2A	loss	All	233	gene
DOC2A	loss	ATRT	7	gene
DOC2A	loss	Choroid plexus tumor	7	gene
DOC2A	loss	DNET	5	gene
DOC2A	loss	Dysplasia	4	gene
DOC2A	loss	Ependymoma	16	gene
DOC2A	loss	Ganglioglioma	11	gene
DOC2A	loss	HGAT	45	gene
DOC2A	loss	LGAT	61	gene
DOC2A	loss	Medulloblastoma	28	gene
DOC2A	loss	Meningioma	8	gene
DOC2A	loss	Neurofibroma	5	gene
DOC2A	loss	Other	9	gene
DOC2A	loss	Schwannoma	5	gene
DOCK4	gain	All	7	gene
DOCK4-AS1	gain	All	7	gene
DOK3	loss	All	8	gene
DOK3	loss	HGAT	5	gene
DOLK	loss	All	4	gene
DOLPP1	loss	All	4	gene
DOP1A	loss	All	5	gene
DPEP1	gain	All	4	gene
DPEP1	loss	All	242	gene
DPEP1	loss	ATRT	7	gene
DPEP1	loss	Choroid plexus tumor	7	gene
DPEP1	loss	DNET	5	gene
DPEP1	loss	Dysplasia	4	gene
DPEP1	loss	Ependymoma	16	gene
DPEP1	loss	Ganglioglioma	11	gene
DPEP1	loss	HGAT	49	gene
DPEP1	loss	LGAT	61	gene
DPEP1	loss	Medulloblastoma	34	gene
DPEP1	loss	Meningioma	8	gene
DPEP1	loss	Neurofibroma	5	gene
DPEP1	loss	Other	9	gene
DPEP1	loss	Schwannoma	5	gene
DPEP2	gain	All	4	gene
DPEP2NB	gain	All	4	gene
DPEP3	gain	All	4	gene
DPH1	loss	All	222	gene
DPH1	loss	ATRT	7	gene
DPH1	loss	Choroid plexus tumor	7	gene
DPH1	loss	DNET	5	gene
DPH1	loss	Dysplasia	4	gene
DPH1	loss	Ependymoma	15	gene
DPH1	loss	Ganglioglioma	11	gene
DPH1	loss	HGAT	44	gene
DPH1	loss	LGAT	61	gene
DPH1	loss	Medulloblastoma	23	gene
DPH1	loss	Meningioma	8	gene
DPH1	loss	Neurofibroma	5	gene
DPH1	loss	Other	8	gene
DPH1	loss	Schwannoma	5	gene
DPH7	loss	All	231	gene
DPH7	loss	ATRT	7	gene
DPH7	loss	Choroid plexus tumor	7	gene
DPH7	loss	DNET	5	gene
DPH7	loss	Dysplasia	4	gene
DPH7	loss	Ependymoma	14	gene
DPH7	loss	Ganglioglioma	11	gene
DPH7	loss	HGAT	45	gene
DPH7	loss	LGAT	60	gene
DPH7	loss	Medulloblastoma	28	gene
DPH7	loss	Meningioma	8	gene
DPH7	loss	Neurofibroma	5	gene
DPH7	loss	Other	9	gene
DPH7	loss	Schwannoma	5	gene
DPP7	gain	All	4	gene
DPP7	loss	All	231	gene
DPP7	loss	ATRT	7	gene
DPP7	loss	Choroid plexus tumor	7	gene
DPP7	loss	DNET	5	gene
DPP7	loss	Dysplasia	4	gene
DPP7	loss	Ependymoma	14	gene
DPP7	loss	Ganglioglioma	11	gene
DPP7	loss	HGAT	45	gene
DPP7	loss	LGAT	60	gene
DPP7	loss	Medulloblastoma	28	gene
DPP7	loss	Meningioma	8	gene
DPP7	loss	Neurofibroma	5	gene
DPP7	loss	Other	9	gene
DPP7	loss	Schwannoma	5	gene
DPRXP4	gain	All	4	gene
DPY19L2P2	gain	All	12	gene
DRAM2	loss	All	4	gene
DRC3	gain	All	11	gene
DRC3	loss	All	28	gene
DRC3	gain	Medulloblastoma	5	gene
DRC3	loss	HGAT	7	gene
DRC3	loss	Medulloblastoma	17	gene
DRD1	loss	All	6	gene
DRD4	gain	All	6	gene
DRD4	loss	All	4	gene
DRG2	gain	All	11	gene
DRG2	loss	All	29	gene
DRG2	gain	Medulloblastoma	5	gene
DRG2	loss	HGAT	8	gene
DRG2	loss	Medulloblastoma	17	gene
DRICH1	loss	All	8	gene
DSTNP2	gain	All	6	gene
DTX2	gain	All	8	gene
DTX2	loss	All	7	gene
DTX2P1-UPK3BP1-PMS2P11	gain	All	16	gene
DTX2P1-UPK3BP1-PMS2P11	gain	HGAT	4	gene
DTX2P1-UPK3BP1-PMS2P11	gain	Medulloblastoma	6	gene
DUS1L	gain	All	13	gene
DUS1L	gain	Medulloblastoma	6	gene
DUS2	gain	All	4	gene
DUSP14	gain	All	11	gene
DUSP14	gain	Medulloblastoma	7	gene
DUSP15	gain	All	7	gene
DUSP26	loss	All	4	gene
DUSP3	gain	All	12	gene
DUSP3	loss	All	11	gene
DUSP3	gain	Medulloblastoma	9	gene
DUSP3	loss	HGAT	6	gene
DUSP4	loss	All	4	gene
DUSP8	gain	All	5	gene
DUSP8	loss	All	5	gene
DUXA	gain	All	5	gene
DUXA	loss	All	231	gene
DUXA	loss	ATRT	7	gene
DUXA	loss	Choroid plexus tumor	7	gene
DUXA	loss	DNET	4	gene
DUXA	loss	Dysplasia	4	gene
DUXA	loss	Ependymoma	16	gene
DUXA	loss	Ganglioglioma	11	gene
DUXA	loss	HGAT	45	gene
DUXA	loss	LGAT	62	gene
DUXA	loss	Medulloblastoma	28	gene
DUXA	loss	Meningioma	9	gene
DUXA	loss	Neurofibroma	5	gene
DUXA	loss	Other	8	gene
DUXA	loss	Schwannoma	5	gene
DVL1	loss	All	13	gene
DVL2	loss	All	5	gene
DYNAP	loss	All	4	gene
DYNC1LI2	gain	All	4	gene
E2F4	gain	All	4	gene
E2F8	loss	All	4	gene
EARS2	gain	All	4	gene
EARS2	loss	All	233	gene
EARS2	loss	ATRT	7	gene
EARS2	loss	Choroid plexus tumor	7	gene
EARS2	loss	DNET	5	gene
EARS2	loss	Dysplasia	4	gene
EARS2	loss	Ependymoma	16	gene
EARS2	loss	Ganglioglioma	11	gene
EARS2	loss	HGAT	45	gene
EARS2	loss	LGAT	61	gene
EARS2	loss	Medulloblastoma	27	gene
EARS2	loss	Meningioma	9	gene
EARS2	loss	Neurofibroma	5	gene
EARS2	loss	Other	9	gene
EARS2	loss	Schwannoma	5	gene
EBF3	loss	All	4	gene
EBF4	gain	All	5	gene
EBLN1	loss	All	5	gene
EBLN1	loss	HGAT	5	gene
ECEL1	loss	All	4	gene
ECEL1P2	loss	All	4	gene
ECM1	gain	All	16	gene
ECM1	loss	All	229	gene
ECM1	gain	Ependymoma	5	gene
ECM1	gain	HGAT	4	gene
ECM1	loss	ATRT	7	gene
ECM1	loss	Choroid plexus tumor	6	gene
ECM1	loss	DNET	5	gene
ECM1	loss	Dysplasia	4	gene
ECM1	loss	Ependymoma	15	gene
ECM1	loss	Ganglioglioma	11	gene
ECM1	loss	HGAT	45	gene
ECM1	loss	LGAT	61	gene
ECM1	loss	Medulloblastoma	29	gene
ECM1	loss	Meningioma	8	gene
ECM1	loss	Neurofibroma	5	gene
ECM1	loss	Other	8	gene
ECM1	loss	Schwannoma	5	gene
EDAR	loss	All	4	gene
EDC4	gain	All	6	gene
EDDM13	gain	All	5	gene
EDDM13	loss	All	231	gene
EDDM13	loss	ATRT	7	gene
EDDM13	loss	Choroid plexus tumor	7	gene
EDDM13	loss	DNET	4	gene
EDDM13	loss	Dysplasia	4	gene
EDDM13	loss	Ependymoma	16	gene
EDDM13	loss	Ganglioglioma	11	gene
EDDM13	loss	HGAT	45	gene
EDDM13	loss	LGAT	62	gene
EDDM13	loss	Medulloblastoma	28	gene
EDDM13	loss	Meningioma	9	gene
EDDM13	loss	Neurofibroma	5	gene
EDDM13	loss	Other	8	gene
EDDM13	loss	Schwannoma	5	gene
EDF1	gain	All	4	gene
EDF1	loss	All	231	gene
EDF1	loss	ATRT	7	gene
EDF1	loss	Choroid plexus tumor	7	gene
EDF1	loss	DNET	5	gene
EDF1	loss	Dysplasia	4	gene
EDF1	loss	Ependymoma	14	gene
EDF1	loss	Ganglioglioma	11	gene
EDF1	loss	HGAT	45	gene
EDF1	loss	LGAT	60	gene
EDF1	loss	Medulloblastoma	28	gene
EDF1	loss	Meningioma	8	gene
EDF1	loss	Neurofibroma	5	gene
EDF1	loss	Other	9	gene
EDF1	loss	Schwannoma	5	gene
EDRF1	loss	All	8	gene
EDRF1-AS1	loss	All	8	gene
EDRF1-DT	loss	All	8	gene
EEF1A2	gain	All	12	gene
EEF1A2	loss	All	4	gene
EEF1A2	gain	HGAT	5	gene
EEF1A2	loss	HGAT	4	gene
EEF1D	gain	All	10	gene
EEF1D	gain	HGAT	5	gene
EEF2K	loss	All	232	gene
EEF2K	loss	ATRT	7	gene
EEF2K	loss	Choroid plexus tumor	7	gene
EEF2K	loss	DNET	5	gene
EEF2K	loss	Dysplasia	4	gene
EEF2K	loss	Ependymoma	16	gene
EEF2K	loss	Ganglioglioma	11	gene
EEF2K	loss	HGAT	45	gene
EEF2K	loss	LGAT	61	gene
EEF2K	loss	Medulloblastoma	28	gene
EEF2K	loss	Meningioma	8	gene
EEF2K	loss	Neurofibroma	5	gene
EEF2K	loss	Other	9	gene
EEF2K	loss	Schwannoma	5	gene
EFCAB2	gain	All	5	gene
EFCAB3	gain	All	7	gene
EFCAB5	gain	All	5	gene
EFCAB6	loss	All	6	gene
EFCAB8	gain	All	7	gene
EFHD1	loss	All	4	gene
EFL1	loss	All	5	gene
EFL1	loss	HGAT	4	gene
EFNA3	gain	All	13	gene
EFNA3	gain	HGAT	6	gene
EFNA4	gain	All	13	gene
EFNA4	gain	HGAT	6	gene
EFNB3	loss	All	4	gene
EFS	loss	All	4	gene
EFTUD2	gain	All	12	gene
EFTUD2	loss	All	11	gene
EFTUD2	gain	Medulloblastoma	9	gene
EFTUD2	loss	HGAT	6	gene
EGFL7	gain	All	4	gene
EGFL7	loss	All	231	gene
EGFL7	loss	ATRT	7	gene
EGFL7	loss	Choroid plexus tumor	7	gene
EGFL7	loss	DNET	5	gene
EGFL7	loss	Dysplasia	4	gene
EGFL7	loss	Ependymoma	14	gene
EGFL7	loss	Ganglioglioma	11	gene
EGFL7	loss	HGAT	45	gene
EGFL7	loss	LGAT	60	gene
EGFL7	loss	Medulloblastoma	28	gene
EGFL7	loss	Meningioma	8	gene
EGFL7	loss	Neurofibroma	5	gene
EGFL7	loss	Other	9	gene
EGFL7	loss	Schwannoma	5	gene
EGFR	gain	All	18	gene
EGFR	gain	HGAT	7	gene
EGFR	gain	Medulloblastoma	4	gene
EGFR-AS1	gain	All	17	gene
EGFR-AS1	gain	HGAT	7	gene
EGFR-AS1	gain	Medulloblastoma	4	gene
EHMT1	loss	All	232	gene
EHMT1	loss	ATRT	7	gene
EHMT1	loss	Choroid plexus tumor	7	gene
EHMT1	loss	DNET	5	gene
EHMT1	loss	Dysplasia	4	gene
EHMT1	loss	Ependymoma	15	gene
EHMT1	loss	Ganglioglioma	11	gene
EHMT1	loss	HGAT	46	gene
EHMT1	loss	LGAT	60	gene
EHMT1	loss	Medulloblastoma	28	gene
EHMT1	loss	Meningioma	8	gene
EHMT1	loss	Neurofibroma	5	gene
EHMT1	loss	Other	9	gene
EHMT1	loss	Schwannoma	5	gene
EIF3C	loss	All	233	gene
EIF3C	loss	ATRT	7	gene
EIF3C	loss	Choroid plexus tumor	7	gene
EIF3C	loss	DNET	5	gene
EIF3C	loss	Dysplasia	4	gene
EIF3C	loss	Ependymoma	16	gene
EIF3C	loss	Ganglioglioma	11	gene
EIF3C	loss	HGAT	46	gene
EIF3C	loss	LGAT	61	gene
EIF3C	loss	Medulloblastoma	28	gene
EIF3C	loss	Meningioma	8	gene
EIF3C	loss	Neurofibroma	5	gene
EIF3C	loss	Other	9	gene
EIF3C	loss	Schwannoma	5	gene
EIF3F	loss	All	8	gene
EIF3H	gain	All	5	gene
EIF3IP1	gain	All	7	gene
EIF4A1	loss	All	5	gene
EIF4A3	gain	All	14	gene
EIF4A3	gain	Medulloblastoma	7	gene
EIF4E2	loss	All	4	gene
EIF4G2	gain	All	5	gene
EIF4G2	loss	All	9	gene
EIF4G2	loss	HGAT	4	gene
EIF4H	gain	All	13	gene
EIF4H	loss	All	8	gene
EIF4H	gain	HGAT	5	gene
EIF5A	loss	All	5	gene
EIPR1	gain	All	4	gene
ELANE	gain	All	4	gene
ELANE	loss	All	5	gene
ELAVL2	gain	All	6	gene
ELAVL2	loss	All	9	gene
ELAVL2	gain	HGAT	4	gene
ELAVL2	loss	HGAT	4	gene
ELAVL4	loss	All	7	gene
ELF3	gain	All	4	gene
ELF3	gain	HGAT	4	gene
ELFN1	loss	All	4	gene
ELFN1	loss	HGAT	4	gene
ELFN1-AS1	loss	All	4	gene
ELFN1-AS1	loss	HGAT	4	gene
ELFN2	loss	All	5	gene
ELMO3	gain	All	4	gene
ELN	gain	All	14	gene
ELN	loss	All	8	gene
ELN	gain	HGAT	6	gene
ELOVL4	loss	All	4	gene
ELP5	loss	All	5	gene
EMC1	gain	All	4	gene
EMC1	loss	All	6	gene
EMC1	gain	HGAT	4	gene
EMC1-AS1	gain	All	4	gene
EMC1-AS1	loss	All	6	gene
EMC1-AS1	gain	HGAT	4	gene
EMG1	gain	All	6	gene
EMILIN2	gain	All	6	gene
EMILIN2	loss	All	233	gene
EMILIN2	gain	Medulloblastoma	4	gene
EMILIN2	loss	ATRT	7	gene
EMILIN2	loss	Choroid plexus tumor	7	gene
EMILIN2	loss	DNET	5	gene
EMILIN2	loss	Dysplasia	4	gene
EMILIN2	loss	Ependymoma	17	gene
EMILIN2	loss	Ganglioglioma	11	gene
EMILIN2	loss	HGAT	48	gene
EMILIN2	loss	LGAT	60	gene
EMILIN2	loss	Medulloblastoma	28	gene
EMILIN2	loss	Meningioma	8	gene
EMILIN2	loss	Neurofibroma	5	gene
EMILIN2	loss	Other	7	gene
EMILIN2	loss	Schwannoma	5	gene
EN2	gain	All	9	gene
EN2	loss	All	5	gene
EN2	gain	HGAT	4	gene
ENDOG	loss	All	4	gene
ENDOV	gain	All	14	gene
ENDOV	gain	Medulloblastoma	7	gene
ENGASE	gain	All	14	gene
ENGASE	gain	Medulloblastoma	7	gene
ENKD1	gain	All	4	gene
ENO2	gain	All	6	gene
ENOSF1	gain	All	4	gene
ENOSF1	loss	All	232	gene
ENOSF1	loss	ATRT	7	gene
ENOSF1	loss	Choroid plexus tumor	7	gene
ENOSF1	loss	DNET	5	gene
ENOSF1	loss	Dysplasia	4	gene
ENOSF1	loss	Ependymoma	17	gene
ENOSF1	loss	Ganglioglioma	11	gene
ENOSF1	loss	HGAT	47	gene
ENOSF1	loss	LGAT	60	gene
ENOSF1	loss	Medulloblastoma	28	gene
ENOSF1	loss	Meningioma	8	gene
ENOSF1	loss	Neurofibroma	5	gene
ENOSF1	loss	Other	7	gene
ENOSF1	loss	Schwannoma	5	gene
ENPP3	loss	All	4	gene
ENPP7	gain	All	14	gene
ENPP7	gain	Medulloblastoma	7	gene
ENSA	loss	All	5	gene
ENTPD2	gain	All	4	gene
ENTPD2	loss	All	231	gene
ENTPD2	loss	ATRT	7	gene
ENTPD2	loss	Choroid plexus tumor	7	gene
ENTPD2	loss	DNET	5	gene
ENTPD2	loss	Dysplasia	4	gene
ENTPD2	loss	Ependymoma	14	gene
ENTPD2	loss	Ganglioglioma	11	gene
ENTPD2	loss	HGAT	45	gene
ENTPD2	loss	LGAT	60	gene
ENTPD2	loss	Medulloblastoma	28	gene
ENTPD2	loss	Meningioma	8	gene
ENTPD2	loss	Neurofibroma	5	gene
ENTPD2	loss	Other	9	gene
ENTPD2	loss	Schwannoma	5	gene
ENTPD8	gain	All	5	gene
ENTPD8	loss	All	231	gene
ENTPD8	loss	ATRT	7	gene
ENTPD8	loss	Choroid plexus tumor	7	gene
ENTPD8	loss	DNET	5	gene
ENTPD8	loss	Dysplasia	4	gene
ENTPD8	loss	Ependymoma	14	gene
ENTPD8	loss	Ganglioglioma	11	gene
ENTPD8	loss	HGAT	45	gene
ENTPD8	loss	LGAT	60	gene
ENTPD8	loss	Medulloblastoma	28	gene
ENTPD8	loss	Meningioma	8	gene
ENTPD8	loss	Neurofibroma	5	gene
ENTPD8	loss	Other	9	gene
ENTPD8	loss	Schwannoma	5	gene
ENTR1	gain	All	4	gene
ENTR1	loss	All	231	gene
ENTR1	loss	ATRT	7	gene
ENTR1	loss	Choroid plexus tumor	7	gene
ENTR1	loss	DNET	5	gene
ENTR1	loss	Dysplasia	4	gene
ENTR1	loss	Ependymoma	14	gene
ENTR1	loss	Ganglioglioma	11	gene
ENTR1	loss	HGAT	45	gene
ENTR1	loss	LGAT	60	gene
ENTR1	loss	Medulloblastoma	28	gene
ENTR1	loss	Meningioma	8	gene
ENTR1	loss	Neurofibroma	5	gene
ENTR1	loss	Other	9	gene
ENTR1	loss	Schwannoma	5	gene
EP300	loss	All	12	gene
EPHA1	gain	All	16	gene
EPHA1	gain	HGAT	5	gene
EPHA1	gain	LGAT	4	gene
EPHA1	gain	Medulloblastoma	4	gene
EPHA1-AS1	gain	All	16	gene
EPHA1-AS1	loss	All	4	gene
EPHA1-AS1	gain	HGAT	5	gene
EPHA1-AS1	gain	LGAT	4	gene
EPHA1-AS1	gain	Medulloblastoma	4	gene
EPHA5	loss	All	4	gene
EPHB4	gain	All	11	gene
EPHB4	gain	LGAT	4	gene
EPN2	gain	All	24	gene
EPN2	loss	All	11	gene
EPN2	gain	Medulloblastoma	19	gene
EPN2	loss	HGAT	4	gene
EPN2-AS1	gain	All	24	gene
EPN2-AS1	loss	All	10	gene
EPN2-AS1	gain	Medulloblastoma	19	gene
EPN2-AS1	loss	HGAT	4	gene
EPO	gain	All	12	gene
EPO	gain	LGAT	4	gene
EPOP	gain	All	17	gene
EPOP	gain	Medulloblastoma	14	gene
EPPK1	gain	All	10	gene
EPPK1	loss	All	6	gene
EPPK1	gain	HGAT	5	gene
EPS15	loss	All	4	gene
EPS8L2	gain	All	6	gene
EPS8L2	loss	All	4	gene
EPYC	loss	All	4	gene
EPYC	loss	HGAT	4	gene
EQTN	loss	All	4	gene
ERBB2	gain	All	17	gene
ERBB2	gain	Medulloblastoma	14	gene
ERC1	gain	All	5	gene
ERC1	loss	All	6	gene
ERI1	gain	All	9	gene
ERI1	loss	All	8	gene
ERICH1	gain	All	4	gene
ERICH1	loss	All	4	gene
ERN2	gain	All	4	gene
ERN2	loss	All	233	gene
ERN2	loss	ATRT	7	gene
ERN2	loss	Choroid plexus tumor	7	gene
ERN2	loss	DNET	5	gene
ERN2	loss	Dysplasia	4	gene
ERN2	loss	Ependymoma	16	gene
ERN2	loss	Ganglioglioma	11	gene
ERN2	loss	HGAT	45	gene
ERN2	loss	LGAT	61	gene
ERN2	loss	Medulloblastoma	27	gene
ERN2	loss	Meningioma	9	gene
ERN2	loss	Neurofibroma	5	gene
ERN2	loss	Other	9	gene
ERN2	loss	Schwannoma	5	gene
ERV3-1	gain	All	16	gene
ERV3-1	loss	All	9	gene
ERV3-1	gain	HGAT	5	gene
ERV3-1	gain	Medulloblastoma	5	gene
ERV3-1	loss	Medulloblastoma	4	gene
ERVH48-1	gain	All	4	gene
ERVH48-1	loss	All	4	gene
ERVMER34-1	gain	All	8	gene
ERVMER34-1	gain	HGAT	8	gene
ESRP2	gain	All	4	gene
ESS2	gain	All	4	gene
ESS2	loss	All	242	gene
ESS2	loss	ATRT	11	gene
ESS2	loss	Choroid plexus tumor	7	gene
ESS2	loss	DNET	5	gene
ESS2	loss	Dysplasia	4	gene
ESS2	loss	Ependymoma	19	gene
ESS2	loss	Ganglioglioma	11	gene
ESS2	loss	HGAT	50	gene
ESS2	loss	LGAT	61	gene
ESS2	loss	Medulloblastoma	29	gene
ESS2	loss	Meningioma	7	gene
ESS2	loss	Neurofibroma	6	gene
ESS2	loss	Other	9	gene
ESS2	loss	Schwannoma	4	gene
ESYT2	loss	All	6	gene
ETV3	gain	All	4	gene
ETV3L	gain	All	4	gene
ETV4	gain	All	12	gene
ETV4	loss	All	11	gene
ETV4	gain	Medulloblastoma	9	gene
ETV4	loss	HGAT	6	gene
EVA1C	loss	All	4	gene
EVPLL	gain	All	10	gene
EVPLL	loss	All	28	gene
EVPLL	gain	Medulloblastoma	4	gene
EVPLL	loss	HGAT	6	gene
EVPLL	loss	Medulloblastoma	17	gene
EWSR1	loss	All	4	gene
EXD3	gain	All	5	gene
EXD3	loss	All	231	gene
EXD3	loss	ATRT	7	gene
EXD3	loss	Choroid plexus tumor	7	gene
EXD3	loss	DNET	5	gene
EXD3	loss	Dysplasia	4	gene
EXD3	loss	Ependymoma	14	gene
EXD3	loss	Ganglioglioma	11	gene
EXD3	loss	HGAT	45	gene
EXD3	loss	LGAT	60	gene
