region	status	short_histology	count	region_type
LINC02037	loss	All	4	gene
LINC02048	gain	All	7	gene
LINC02048	loss	All	4	gene
LINC02055	loss	All	5	gene
LINC02056	gain	All	5	gene
LINC02076	gain	All	9	gene
LINC02076	loss	All	17	gene
LINC02076	gain	Medulloblastoma	4	gene
LINC02076	loss	HGAT	6	gene
LINC02076	loss	Medulloblastoma	6	gene
LINC02078	gain	All	14	gene
LINC02078	gain	Medulloblastoma	7	gene
LINC02079	gain	All	17	gene
LINC02079	gain	Medulloblastoma	14	gene
LINC02088	loss	All	10	gene
LINC02088	loss	Medulloblastoma	5	gene
LINC02090	gain	All	11	gene
LINC02090	loss	All	27	gene
LINC02090	gain	Medulloblastoma	5	gene
LINC02090	loss	HGAT	6	gene
LINC02090	loss	Medulloblastoma	17	gene
LINC02108	loss	All	4	gene
LINC02112	loss	All	4	gene
LINC02138	gain	All	4	gene
LINC02138	loss	All	242	gene
LINC02138	loss	ATRT	7	gene
LINC02138	loss	Choroid plexus tumor	7	gene
LINC02138	loss	DNET	5	gene
LINC02138	loss	Dysplasia	4	gene
LINC02138	loss	Ependymoma	16	gene
LINC02138	loss	Ganglioglioma	11	gene
LINC02138	loss	HGAT	49	gene
LINC02138	loss	LGAT	61	gene
LINC02138	loss	Medulloblastoma	34	gene
LINC02138	loss	Meningioma	8	gene
LINC02138	loss	Neurofibroma	5	gene
LINC02138	loss	Other	9	gene
LINC02138	loss	Schwannoma	5	gene
LINC02166	gain	All	4	gene
LINC02166	loss	All	242	gene
LINC02166	loss	ATRT	7	gene
LINC02166	loss	Choroid plexus tumor	7	gene
LINC02166	loss	DNET	5	gene
LINC02166	loss	Dysplasia	4	gene
LINC02166	loss	Ependymoma	16	gene
LINC02166	loss	Ganglioglioma	11	gene
LINC02166	loss	HGAT	49	gene
LINC02166	loss	LGAT	61	gene
LINC02166	loss	Medulloblastoma	34	gene
LINC02166	loss	Meningioma	8	gene
LINC02166	loss	Neurofibroma	5	gene
LINC02166	loss	Other	9	gene
LINC02166	loss	Schwannoma	5	gene
LINC02180	loss	All	4	gene
LINC02181	loss	All	4	gene
LINC02184	loss	All	232	gene
LINC02184	loss	ATRT	7	gene
LINC02184	loss	Choroid plexus tumor	7	gene
LINC02184	loss	DNET	5	gene
LINC02184	loss	Dysplasia	4	gene
LINC02184	loss	Ependymoma	16	gene
LINC02184	loss	Ganglioglioma	11	gene
LINC02184	loss	HGAT	45	gene
LINC02184	loss	LGAT	61	gene
LINC02184	loss	Medulloblastoma	28	gene
LINC02184	loss	Meningioma	8	gene
LINC02184	loss	Neurofibroma	5	gene
LINC02184	loss	Other	9	gene
LINC02184	loss	Schwannoma	5	gene
LINC02210	gain	All	9	gene
LINC02210	loss	All	9	gene
LINC02210	gain	Medulloblastoma	5	gene
LINC02210	loss	HGAT	4	gene
LINC02251	gain	All	7	gene
LINC02251	gain	HGAT	6	gene
LINC02260	gain	All	8	gene
LINC02260	gain	HGAT	8	gene
LINC02280	gain	All	4	gene
LINC02280	loss	All	11	gene
LINC02280	loss	HGAT	6	gene
LINC02332	loss	All	4	gene
LINC02337	loss	All	5	gene
LINC02371	gain	All	4	gene
LINC02371	loss	All	4	gene
LINC02379	gain	All	4	gene
LINC02404	loss	All	4	gene
LINC02404	loss	HGAT	4	gene
LINC02470	gain	All	5	gene
LINC02480	gain	All	5	gene
LINC02480	gain	HGAT	5	gene
LINC02492	loss	All	4	gene
LINC02498	gain	All	6	gene
LINC02508	loss	All	4	gene
LINC02514	loss	All	4	gene
LINC02556	loss	All	4	gene
LINC02563	gain	All	7	gene
LINC02563	gain	Medulloblastoma	4	gene
LINC02593	loss	All	13	gene
LINC02643	loss	All	5	gene
LINC02643	loss	HGAT	5	gene
LINC02662	gain	All	4	gene
LINC02662	gain	HGAT	4	gene
LINC02685	loss	All	8	gene
LINC02687	loss	All	6	gene
LINC02688	gain	All	6	gene
LINC02688	loss	All	5	gene
LINC02691	gain	All	4	gene
LINC02691	loss	All	11	gene
LINC02691	loss	HGAT	6	gene
LINC02693	loss	All	5	gene
LINC02696	loss	All	6	gene
LINC02709	gain	All	4	gene
LINC02709	loss	All	9	gene
LINC02709	loss	HGAT	4	gene
LINC02716	loss	All	7	gene
LINC02720	loss	All	7	gene
LINC02728	loss	All	5	gene
LINC02734	loss	All	5	gene
LINC02742	loss	All	4	gene
LINC02742	loss	HGAT	4	gene
LINC02746	gain	All	6	gene
LINC02746	loss	All	7	gene
LINC02774	gain	All	6	gene
LINC02780	loss	All	5	gene
LINC02781	loss	All	5	gene
LINC02783	gain	All	4	gene
LINC02783	loss	All	6	gene
LINC02783	gain	HGAT	4	gene
LINC02789	gain	All	6	gene
LINC02789	loss	All	5	gene
LINC02789	gain	HGAT	5	gene
LINC02805	loss	All	231	gene
LINC02805	loss	ATRT	7	gene
LINC02805	loss	Choroid plexus tumor	6	gene
LINC02805	loss	DNET	5	gene
LINC02805	loss	Dysplasia	4	gene
LINC02805	loss	Ependymoma	15	gene
LINC02805	loss	Ganglioglioma	11	gene
LINC02805	loss	HGAT	45	gene
LINC02805	loss	LGAT	61	gene
LINC02805	loss	Medulloblastoma	29	gene
LINC02805	loss	Meningioma	8	gene
LINC02805	loss	Neurofibroma	5	gene
LINC02805	loss	Other	9	gene
LINC02805	loss	Schwannoma	5	gene
LINC02808	loss	All	5	gene
LINC02810	gain	All	4	gene
LINC02810	loss	All	6	gene
LINC02810	gain	HGAT	4	gene
LINC02829	loss	All	230	gene
LINC02829	loss	ATRT	6	gene
LINC02829	loss	Choroid plexus tumor	7	gene
LINC02829	loss	DNET	5	gene
LINC02829	loss	Dysplasia	4	gene
LINC02829	loss	Ependymoma	14	gene
LINC02829	loss	Ganglioglioma	11	gene
LINC02829	loss	HGAT	47	gene
LINC02829	loss	LGAT	61	gene
LINC02829	loss	Medulloblastoma	29	gene
LINC02829	loss	Meningioma	8	gene
LINC02829	loss	Neurofibroma	5	gene
LINC02829	loss	Other	7	gene
LINC02829	loss	Schwannoma	5	gene
LINCR-0001	gain	All	7	gene
LINCR-0001	loss	All	10	gene
LINCR-0001	loss	Medulloblastoma	4	gene
LINGO2	gain	All	7	gene
LINGO2	loss	All	11	gene
LINGO2	gain	HGAT	6	gene
LINGO2	loss	HGAT	7	gene
LINGO4	gain	All	7	gene
LINGO4	loss	All	4	gene
LINGO4	gain	HGAT	4	gene
LINS1	gain	All	6	gene
LINS1	gain	HGAT	5	gene
LIPI	gain	All	5	gene
LIPI	loss	All	15	gene
LIPI	loss	HGAT	11	gene
LIX1L	loss	All	233	gene
LIX1L	loss	ATRT	7	gene
LIX1L	loss	Choroid plexus tumor	7	gene
LIX1L	loss	DNET	5	gene
LIX1L	loss	Dysplasia	4	gene
LIX1L	loss	Ependymoma	15	gene
LIX1L	loss	Ganglioglioma	11	gene
LIX1L	loss	HGAT	46	gene
LIX1L	loss	LGAT	61	gene
LIX1L	loss	Medulloblastoma	29	gene
LIX1L	loss	Meningioma	8	gene
LIX1L	loss	Neurofibroma	5	gene
LIX1L	loss	Other	9	gene
LIX1L	loss	Schwannoma	5	gene
LIX1L-AS1	loss	All	233	gene
LIX1L-AS1	loss	ATRT	7	gene
LIX1L-AS1	loss	Choroid plexus tumor	7	gene
LIX1L-AS1	loss	DNET	5	gene
LIX1L-AS1	loss	Dysplasia	4	gene
LIX1L-AS1	loss	Ependymoma	15	gene
LIX1L-AS1	loss	Ganglioglioma	11	gene
LIX1L-AS1	loss	HGAT	46	gene
LIX1L-AS1	loss	LGAT	61	gene
LIX1L-AS1	loss	Medulloblastoma	29	gene
LIX1L-AS1	loss	Meningioma	8	gene
LIX1L-AS1	loss	Neurofibroma	5	gene
LIX1L-AS1	loss	Other	9	gene
LIX1L-AS1	loss	Schwannoma	5	gene
LL22NC01-81G9.3	loss	All	4	gene
LL22NC03-63E9.3	loss	All	5	gene
LLGL1	gain	All	10	gene
LLGL1	loss	All	27	gene
LLGL1	gain	Medulloblastoma	4	gene
LLGL1	loss	HGAT	6	gene
LLGL1	loss	Medulloblastoma	17	gene
LMAN2	loss	All	8	gene
LMAN2	loss	HGAT	5	gene
LMBR1	gain	All	9	gene
LMBR1	loss	All	5	gene
LMBR1	gain	HGAT	4	gene
LMF2	loss	All	4	gene
LMLN2	loss	All	4	gene
LMNTD2	gain	All	6	gene
LMNTD2	loss	All	4	gene
LMNTD2-AS1	gain	All	6	gene
LMNTD2-AS1	loss	All	4	gene
LMO1	loss	All	9	gene
LMO1	loss	HGAT	4	gene
LMOD1	gain	All	4	gene
LMOD1	gain	HGAT	4	gene
LNCOC1	gain	All	10	gene
LNCOC1	gain	HGAT	4	gene
LNCPRESS1	gain	All	6	gene
LNX1	gain	All	13	gene
LNX1	gain	HGAT	12	gene
LNX1-AS1	gain	All	10	gene
LNX1-AS1	gain	HGAT	10	gene
LOC100128310	gain	All	12	gene
LOC100128310	loss	All	4	gene
LOC100128310	gain	HGAT	6	gene
LOC100128310	loss	HGAT	4	gene
LOC100128398	gain	All	6	gene
LOC100128398	loss	All	231	gene
LOC100128398	loss	ATRT	7	gene
LOC100128398	loss	Choroid plexus tumor	7	gene
LOC100128398	loss	DNET	4	gene
LOC100128398	loss	Dysplasia	4	gene
LOC100128398	loss	Ependymoma	16	gene
LOC100128398	loss	Ganglioglioma	11	gene
LOC100128398	loss	HGAT	45	gene
LOC100128398	loss	LGAT	62	gene
LOC100128398	loss	Medulloblastoma	28	gene
LOC100128398	loss	Meningioma	9	gene
LOC100128398	loss	Neurofibroma	5	gene
LOC100128398	loss	Other	8	gene
LOC100128398	loss	Schwannoma	5	gene
LOC100129129	gain	All	7	gene
LOC100129129	loss	All	10	gene
LOC100129129	loss	Medulloblastoma	4	gene
LOC100129215	loss	All	4	gene
LOC100129484	loss	All	4	gene
LOC100129503	gain	All	14	gene
LOC100129503	gain	Medulloblastoma	7	gene
LOC100129697	gain	All	4	gene
LOC100129697	loss	All	242	gene
LOC100129697	loss	ATRT	7	gene
LOC100129697	loss	Choroid plexus tumor	7	gene
LOC100129697	loss	DNET	5	gene
LOC100129697	loss	Dysplasia	4	gene
LOC100129697	loss	Ependymoma	16	gene
LOC100129697	loss	Ganglioglioma	11	gene
LOC100129697	loss	HGAT	49	gene
LOC100129697	loss	LGAT	61	gene
LOC100129697	loss	Medulloblastoma	34	gene
LOC100129697	loss	Meningioma	8	gene
LOC100129697	loss	Neurofibroma	5	gene
LOC100129697	loss	Other	9	gene
LOC100129697	loss	Schwannoma	5	gene
LOC100129917	loss	All	4	gene
LOC100129917	loss	HGAT	4	gene
LOC100130111	loss	All	7	gene
LOC100130111	loss	HGAT	6	gene
LOC100130370	gain	All	14	gene
LOC100130370	gain	Medulloblastoma	7	gene
LOC100130587	gain	All	12	gene
LOC100130587	loss	All	4	gene
LOC100130587	gain	HGAT	5	gene
LOC100130587	loss	HGAT	4	gene
LOC100130849	gain	All	5	gene
LOC100131315	loss	All	7	gene
LOC100131315	loss	HGAT	6	gene
LOC100133077	loss	All	231	gene
LOC100133077	loss	ATRT	7	gene
LOC100133077	loss	Choroid plexus tumor	7	gene
LOC100133077	loss	DNET	5	gene
LOC100133077	loss	Dysplasia	4	gene
LOC100133077	loss	Ependymoma	15	gene
LOC100133077	loss	Ganglioglioma	11	gene
LOC100133077	loss	HGAT	46	gene
LOC100133077	loss	LGAT	60	gene
LOC100133077	loss	Medulloblastoma	28	gene
LOC100133077	loss	Meningioma	8	gene
LOC100133077	loss	Neurofibroma	5	gene
LOC100133077	loss	Other	9	gene
LOC100133077	loss	Schwannoma	5	gene
LOC100133091	gain	All	8	gene
LOC100133091	loss	All	6	gene
LOC100286922	loss	All	4	gene
LOC100287015	gain	All	12	gene
LOC100287015	loss	All	14	gene
LOC100287015	gain	Medulloblastoma	4	gene
LOC100287015	loss	HGAT	5	gene
LOC100287015	loss	Medulloblastoma	6	gene
LOC100287036	gain	All	4	gene
LOC100287036	loss	All	242	gene
LOC100287036	loss	ATRT	7	gene
LOC100287036	loss	Choroid plexus tumor	7	gene
LOC100287036	loss	DNET	5	gene
LOC100287036	loss	Dysplasia	4	gene
LOC100287036	loss	Ependymoma	16	gene
LOC100287036	loss	Ganglioglioma	11	gene
LOC100287036	loss	HGAT	49	gene
LOC100287036	loss	LGAT	61	gene
LOC100287036	loss	Medulloblastoma	34	gene
LOC100287036	loss	Meningioma	8	gene
LOC100287036	loss	Neurofibroma	5	gene
LOC100287036	loss	Other	9	gene
LOC100287036	loss	Schwannoma	5	gene
LOC100287704	gain	All	8	gene
LOC100287704	loss	All	8	gene
LOC100287704	loss	Medulloblastoma	4	gene
LOC100288175	loss	All	13	gene
LOC100288637	loss	All	7	gene
LOC100288637	loss	HGAT	5	gene
LOC100288728	loss	All	221	gene
LOC100288728	loss	ATRT	7	gene
LOC100288728	loss	Choroid plexus tumor	7	gene
LOC100288728	loss	DNET	5	gene
LOC100288728	loss	Dysplasia	4	gene
LOC100288728	loss	Ependymoma	15	gene
LOC100288728	loss	Ganglioglioma	11	gene
LOC100288728	loss	HGAT	43	gene
LOC100288728	loss	LGAT	61	gene
LOC100288728	loss	Medulloblastoma	23	gene
LOC100288728	loss	Meningioma	8	gene
LOC100288728	loss	Neurofibroma	5	gene
LOC100288728	loss	Other	8	gene
LOC100288728	loss	Schwannoma	5	gene
LOC100289473	gain	All	4	gene
LOC100289561	gain	All	5	gene
LOC100289561	loss	All	4	gene
LOC100505915	loss	All	235	gene
LOC100505915	loss	ATRT	7	gene
LOC100505915	loss	Choroid plexus tumor	7	gene
LOC100505915	loss	DNET	5	gene
LOC100505915	loss	Dysplasia	4	gene
LOC100505915	loss	Ependymoma	16	gene
LOC100505915	loss	Ganglioglioma	11	gene
LOC100505915	loss	HGAT	46	gene
LOC100505915	loss	LGAT	61	gene
LOC100505915	loss	Medulloblastoma	29	gene
LOC100505915	loss	Meningioma	8	gene
LOC100505915	loss	Neurofibroma	5	gene
LOC100505915	loss	Other	9	gene
LOC100505915	loss	Schwannoma	5	gene
LOC100506100	loss	All	4	gene
LOC100506258	loss	All	8	gene
LOC100506271	loss	All	5	gene
LOC100506282	loss	All	4	gene
LOC100506302	gain	All	11	gene
LOC100506302	loss	All	5	gene
LOC100506302	gain	HGAT	6	gene
LOC100506444	gain	All	13	gene
LOC100506444	gain	HGAT	12	gene
LOC100506679	loss	All	7	gene
LOC100507334	loss	All	4	gene
LOC100507384	loss	All	7	gene
LOC100507437	loss	All	9	gene
LOC100507437	loss	HGAT	5	gene
LOC100507477	loss	All	4	gene
LOC100507477	loss	Ependymoma	4	gene
LOC100653233	loss	All	5	gene
LOC100996263	loss	All	5	gene
LOC100996419	loss	All	10	gene
LOC100996419	loss	HGAT	5	gene
LOC100996419	loss	Medulloblastoma	4	gene
LOC100996842	loss	All	5	gene
LOC101926933	loss	All	4	gene
LOC101926943	gain	All	9	gene
LOC101926943	loss	All	8	gene
LOC101927000	loss	All	5	gene
LOC101927000	loss	HGAT	4	gene
LOC101927021	loss	All	5	gene
LOC101927021	loss	HGAT	4	gene
LOC101927051	loss	All	4	gene
LOC101927447	loss	All	6	gene
LOC101927468	loss	All	231	gene
LOC101927468	loss	ATRT	7	gene
LOC101927468	loss	Choroid plexus tumor	6	gene
LOC101927468	loss	DNET	5	gene
LOC101927468	loss	Dysplasia	4	gene
LOC101927468	loss	Ependymoma	15	gene
LOC101927468	loss	Ganglioglioma	11	gene
LOC101927468	loss	HGAT	45	gene
LOC101927468	loss	LGAT	61	gene
LOC101927468	loss	Medulloblastoma	29	gene
LOC101927468	loss	Meningioma	8	gene
LOC101927468	loss	Neurofibroma	5	gene
LOC101927468	loss	Other	9	gene
LOC101927468	loss	Schwannoma	5	gene
LOC101927495	loss	All	4	gene
LOC101927727	loss	All	223	gene
LOC101927727	loss	ATRT	7	gene
LOC101927727	loss	Choroid plexus tumor	7	gene
LOC101927727	loss	DNET	5	gene
LOC101927727	loss	Dysplasia	4	gene
LOC101927727	loss	Ependymoma	15	gene
LOC101927727	loss	Ganglioglioma	11	gene
LOC101927727	loss	HGAT	45	gene
LOC101927727	loss	LGAT	61	gene
LOC101927727	loss	Medulloblastoma	23	gene
LOC101927727	loss	Meningioma	8	gene
LOC101927727	loss	Neurofibroma	5	gene
LOC101927727	loss	Other	8	gene
LOC101927727	loss	Schwannoma	5	gene
LOC101927745	loss	All	5	gene
LOC101927745	loss	HGAT	4	gene
LOC101927751	gain	All	6	gene
LOC101927751	gain	HGAT	5	gene
LOC101927752	gain	All	6	gene
LOC101927752	loss	All	4	gene
LOC101927793	gain	All	4	gene
LOC101927793	loss	All	242	gene
LOC101927793	loss	ATRT	7	gene
LOC101927793	loss	Choroid plexus tumor	7	gene
LOC101927793	loss	DNET	5	gene
LOC101927793	loss	Dysplasia	4	gene
LOC101927793	loss	Ependymoma	16	gene
LOC101927793	loss	Ganglioglioma	11	gene
LOC101927793	loss	HGAT	49	gene
LOC101927793	loss	LGAT	61	gene
LOC101927793	loss	Medulloblastoma	34	gene
LOC101927793	loss	Meningioma	8	gene
LOC101927793	loss	Neurofibroma	5	gene
LOC101927793	loss	Other	9	gene
LOC101927793	loss	Schwannoma	5	gene
LOC101927825	loss	All	6	gene
LOC101927837	gain	All	5	gene
LOC101927839	loss	All	221	gene
LOC101927839	loss	ATRT	7	gene
LOC101927839	loss	Choroid plexus tumor	7	gene
LOC101927839	loss	DNET	5	gene
LOC101927839	loss	Dysplasia	4	gene
LOC101927839	loss	Ependymoma	15	gene
LOC101927839	loss	Ganglioglioma	11	gene
LOC101927839	loss	HGAT	43	gene
LOC101927839	loss	LGAT	61	gene
LOC101927839	loss	Medulloblastoma	23	gene
LOC101927839	loss	Meningioma	8	gene
LOC101927839	loss	Neurofibroma	5	gene
LOC101927839	loss	Other	8	gene
LOC101927839	loss	Schwannoma	5	gene
LOC101927845	gain	All	4	gene
LOC101927855	gain	All	8	gene
LOC101927858	gain	All	9	gene
LOC101927858	loss	All	5	gene
LOC101927858	gain	HGAT	4	gene
LOC101927870	gain	All	12	gene
LOC101927908	loss	All	4	gene
LOC101927911	loss	All	221	gene
LOC101927911	loss	ATRT	7	gene
LOC101927911	loss	Choroid plexus tumor	7	gene
LOC101927911	loss	DNET	5	gene
LOC101927911	loss	Dysplasia	4	gene
LOC101927911	loss	Ependymoma	15	gene
LOC101927911	loss	Ganglioglioma	11	gene
LOC101927911	loss	HGAT	43	gene
LOC101927911	loss	LGAT	61	gene
LOC101927911	loss	Medulloblastoma	23	gene
LOC101927911	loss	Meningioma	8	gene
LOC101927911	loss	Neurofibroma	5	gene
LOC101927911	loss	Other	8	gene
LOC101927911	loss	Schwannoma	5	gene
LOC101927914	gain	All	8	gene
LOC101927914	loss	All	5	gene
LOC101927914	gain	HGAT	4	gene
LOC101928008	gain	All	4	gene
LOC101928008	loss	All	9	gene
LOC101928008	loss	HGAT	4	gene
LOC101928009	gain	All	11	gene
LOC101928009	gain	HGAT	4	gene
LOC101928012	gain	All	7	gene
LOC101928053	gain	All	5	gene
LOC101928053	loss	All	9	gene
LOC101928053	loss	HGAT	4	gene
LOC101928058	gain	All	6	gene
LOC101928059	gain	All	12	gene
LOC101928059	gain	HGAT	5	gene
LOC101928087	gain	All	10	gene
LOC101928087	gain	HGAT	4	gene
LOC101928120	gain	All	13	gene
LOC101928120	gain	HGAT	6	gene
LOC101928134	loss	All	7	gene
LOC101928134	loss	HGAT	6	gene
LOC101928401	gain	All	11	gene
LOC101928401	gain	HGAT	6	gene
LOC101928436	loss	All	4	gene
LOC101928445	loss	All	9	gene
LOC101928445	loss	HGAT	5	gene
LOC101928521	loss	All	4	gene
LOC101928521	loss	HGAT	4	gene
LOC101928525	gain	All	4	gene
LOC101928525	loss	All	231	gene
LOC101928525	loss	ATRT	7	gene
LOC101928525	loss	Choroid plexus tumor	7	gene
LOC101928525	loss	DNET	5	gene
LOC101928525	loss	Dysplasia	4	gene
LOC101928525	loss	Ependymoma	14	gene
LOC101928525	loss	Ganglioglioma	11	gene
LOC101928525	loss	HGAT	45	gene
LOC101928525	loss	LGAT	60	gene
LOC101928525	loss	Medulloblastoma	28	gene
LOC101928525	loss	Meningioma	8	gene
LOC101928525	loss	Neurofibroma	5	gene
LOC101928525	loss	Other	9	gene
LOC101928525	loss	Schwannoma	5	gene
LOC101928626	loss	All	10	gene
LOC101928659	loss	All	4	gene
LOC101928674	gain	All	14	gene
LOC101928674	gain	Medulloblastoma	7	gene
LOC101928682	loss	All	4	gene
LOC101928708	loss	All	4	gene
LOC101928728	loss	All	4	gene
LOC101928733	gain	All	4	gene
LOC101928737	loss	All	4	gene
LOC101928855	gain	All	14	gene
LOC101928855	gain	Medulloblastoma	7	gene
LOC101928881	loss	All	4	gene
LOC101928894	loss	All	7	gene
LOC101928924	gain	All	4	gene
LOC101928924	loss	All	5	gene
LOC101928924	loss	HGAT	4	gene
LOC101928982	gain	All	5	gene
LOC101928982	loss	All	231	gene
LOC101928982	loss	ATRT	7	gene
LOC101928982	loss	Choroid plexus tumor	7	gene
LOC101928982	loss	DNET	4	gene
LOC101928982	loss	Dysplasia	4	gene
LOC101928982	loss	Ependymoma	16	gene
LOC101928982	loss	Ganglioglioma	11	gene
LOC101928982	loss	HGAT	45	gene
LOC101928982	loss	LGAT	62	gene
LOC101928982	loss	Medulloblastoma	28	gene
LOC101928982	loss	Meningioma	9	gene
LOC101928982	loss	Neurofibroma	5	gene
LOC101928982	loss	Other	8	gene
LOC101928982	loss	Schwannoma	5	gene
LOC101929006	loss	All	230	gene
LOC101929006	loss	ATRT	6	gene
LOC101929006	loss	Choroid plexus tumor	7	gene
LOC101929006	loss	DNET	5	gene
LOC101929006	loss	Dysplasia	4	gene
LOC101929006	loss	Ependymoma	14	gene
LOC101929006	loss	Ganglioglioma	11	gene
LOC101929006	loss	HGAT	47	gene
LOC101929006	loss	LGAT	61	gene
LOC101929006	loss	Medulloblastoma	29	gene
LOC101929006	loss	Meningioma	8	gene
LOC101929006	loss	Neurofibroma	5	gene
LOC101929006	loss	Other	7	gene
LOC101929006	loss	Schwannoma	5	gene
LOC101929022	gain	All	8	gene
LOC101929141	gain	All	4	gene
LOC101929141	loss	All	16	gene
LOC101929141	loss	HGAT	5	gene
LOC101929141	loss	Medulloblastoma	7	gene
LOC101929240	gain	All	4	gene
LOC101929269	gain	All	7	gene
LOC101929269	loss	All	10	gene
LOC101929269	loss	Medulloblastoma	4	gene
LOC101929290	gain	All	7	gene
LOC101929290	loss	All	10	gene
LOC101929290	loss	Medulloblastoma	4	gene
LOC101929331	loss	All	4	gene
LOC101929494	gain	All	17	gene
LOC101929494	gain	Medulloblastoma	14	gene
LOC101929563	gain	All	6	gene
LOC101929563	loss	All	10	gene
LOC101929563	gain	HGAT	4	gene
LOC101929563	loss	HGAT	5	gene
LOC101929698	gain	All	7	gene
LOC101930094	gain	All	4	gene
LOC101930094	loss	All	5	gene
LOC102723313	gain	All	7	gene
LOC102723313	loss	All	10	gene
LOC102723313	loss	Medulloblastoma	4	gene
LOC102723335	gain	All	6	gene
LOC102723335	gain	HGAT	5	gene
LOC102723623	loss	All	7	gene
LOC102723623	loss	HGAT	5	gene
LOC102723655	loss	All	232	gene
LOC102723655	loss	ATRT	7	gene
LOC102723655	loss	Choroid plexus tumor	7	gene
LOC102723655	loss	DNET	5	gene
LOC102723655	loss	Dysplasia	4	gene
LOC102723655	loss	Ependymoma	16	gene
LOC102723655	loss	Ganglioglioma	11	gene
LOC102723655	loss	HGAT	45	gene
LOC102723655	loss	LGAT	61	gene
LOC102723655	loss	Medulloblastoma	28	gene
LOC102723655	loss	Meningioma	8	gene
LOC102723655	loss	Neurofibroma	5	gene
LOC102723655	loss	Other	9	gene
LOC102723655	loss	Schwannoma	5	gene
LOC102723786	loss	All	235	gene
LOC102723786	loss	ATRT	7	gene
LOC102723786	loss	Choroid plexus tumor	7	gene
LOC102723786	loss	DNET	5	gene
LOC102723786	loss	Dysplasia	4	gene
LOC102723786	loss	Ependymoma	17	gene
LOC102723786	loss	Ganglioglioma	11	gene
LOC102723786	loss	HGAT	47	gene
LOC102723786	loss	LGAT	61	gene
LOC102723786	loss	Medulloblastoma	27	gene
LOC102723786	loss	Meningioma	9	gene
LOC102723786	loss	Neurofibroma	5	gene
LOC102723786	loss	Other	9	gene
LOC102723786	loss	Schwannoma	5	gene
LOC102723968	loss	All	5	gene
LOC102723968	loss	HGAT	4	gene
LOC102723971	gain	All	4	gene
LOC102723971	loss	All	231	gene
LOC102723971	loss	ATRT	7	gene
LOC102723971	loss	Choroid plexus tumor	7	gene
LOC102723971	loss	DNET	5	gene
LOC102723971	loss	Dysplasia	4	gene
LOC102723971	loss	Ependymoma	14	gene
LOC102723971	loss	Ganglioglioma	11	gene
LOC102723971	loss	HGAT	45	gene
LOC102723971	loss	LGAT	60	gene
LOC102723971	loss	Medulloblastoma	28	gene
LOC102723971	loss	Meningioma	8	gene
LOC102723971	loss	Neurofibroma	5	gene
LOC102723971	loss	Other	9	gene
LOC102723971	loss	Schwannoma	5	gene
LOC102724532	gain	All	8	gene
LOC102724532	gain	Medulloblastoma	6	gene
LOC102724814	loss	All	4	gene
LOC102724889	loss	All	230	gene
LOC102724889	loss	ATRT	6	gene
LOC102724889	loss	Choroid plexus tumor	7	gene
LOC102724889	loss	DNET	5	gene
LOC102724889	loss	Dysplasia	4	gene
LOC102724889	loss	Ependymoma	14	gene
LOC102724889	loss	Ganglioglioma	11	gene
LOC102724889	loss	HGAT	47	gene
LOC102724889	loss	LGAT	61	gene
LOC102724889	loss	Medulloblastoma	29	gene
LOC102724889	loss	Meningioma	8	gene
LOC102724889	loss	Neurofibroma	5	gene
LOC102724889	loss	Other	7	gene
LOC102724889	loss	Schwannoma	5	gene
LOC105369201	gain	All	6	gene
LOC105369201	gain	HGAT	5	gene
LOC105369728	gain	All	5	gene
LOC105370409	loss	All	4	gene
LOC105370757	loss	All	7	gene
LOC105370757	loss	HGAT	6	gene
LOC105371022	gain	All	7	gene
LOC105371022	gain	HGAT	6	gene
LOC105371200	loss	All	233	gene
LOC105371200	loss	ATRT	7	gene
LOC105371200	loss	Choroid plexus tumor	7	gene
LOC105371200	loss	DNET	5	gene
LOC105371200	loss	Dysplasia	4	gene
LOC105371200	loss	Ependymoma	16	gene
LOC105371200	loss	Ganglioglioma	11	gene
LOC105371200	loss	HGAT	45	gene
LOC105371200	loss	LGAT	61	gene
LOC105371200	loss	Medulloblastoma	29	gene
LOC105371200	loss	Meningioma	8	gene
LOC105371200	loss	Neurofibroma	5	gene
LOC105371200	loss	Other	9	gene
LOC105371200	loss	Schwannoma	5	gene
LOC105371335	loss	All	236	gene
LOC105371335	loss	ATRT	7	gene
LOC105371335	loss	Choroid plexus tumor	7	gene
LOC105371335	loss	DNET	5	gene
LOC105371335	loss	Dysplasia	4	gene
LOC105371335	loss	Ependymoma	17	gene
LOC105371335	loss	Ganglioglioma	11	gene
LOC105371335	loss	HGAT	47	gene
LOC105371335	loss	LGAT	61	gene
LOC105371335	loss	Medulloblastoma	28	gene
LOC105371335	loss	Meningioma	9	gene
LOC105371335	loss	Neurofibroma	5	gene
LOC105371335	loss	Other	9	gene
LOC105371335	loss	Schwannoma	5	gene
LOC105371414	gain	All	4	gene
LOC105371414	loss	All	242	gene
LOC105371414	loss	ATRT	7	gene
LOC105371414	loss	Choroid plexus tumor	7	gene
LOC105371414	loss	DNET	5	gene
LOC105371414	loss	Dysplasia	4	gene
LOC105371414	loss	Ependymoma	16	gene
LOC105371414	loss	Ganglioglioma	11	gene
LOC105371414	loss	HGAT	49	gene
LOC105371414	loss	LGAT	61	gene
LOC105371414	loss	Medulloblastoma	34	gene
LOC105371414	loss	Meningioma	8	gene
LOC105371414	loss	Neurofibroma	5	gene
