Tumor_Sample_Barcode	Frame_Shift_Del	Frame_Shift_Ins	In_Frame_Del	In_Frame_Ins	Missense_Mutation	Nonsense_Mutation	Nonstop_Mutation	Splice_Site	Translation_Start_Site	total
BS_KYPZRS4S	0	0	0	0	36	1	0	0	1	38
BS_QGX93WPF	2	3	1	0	32	0	0	0	0	38
BS_X5VN0FW0	3	4	1	0	25	3	0	2	0	38
BS_XGVSX8BX	1	0	1	0	34	1	0	1	0	38
BS_04B8X54S	2	2	1	0	30	0	0	1	1	37
BS_060QB7XB	0	1	1	1	30	1	0	0	3	37
BS_4DTX295Z	1	1	3	1	28	2	0	0	1	37
BS_6X2BQQGE	2	1	1	1	28	3	0	0	1	37
BS_78TQS4Y3	0	0	2	0	34	1	0	0	0	37
BS_8EB1S8MK	0	0	3	0	32	0	0	1	1	37
BS_AHAXPFG3	3	0	1	0	26	6	0	1	0	37
BS_BFDEZK1C	2	2	1	0	27	4	0	1	0	37
BS_BZWM455T	0	0	0	0	36	1	0	0	0	37
BS_C19DFVR5	1	1	0	0	30	4	0	1	0	37
BS_DH86PF5A	2	2	4	0	27	2	0	0	0	37
BS_QD22MJJ5	0	0	2	0	33	1	0	0	1	37
BS_STNH7YSX	3	1	3	0	30	0	0	0	0	37
BS_V3SC6NWH	0	0	2	0	33	0	0	0	2	37
BS_WP9J88EB	0	2	3	1	29	1	0	1	0	37
BS_0ZR4XA69	4	2	2	1	24	0	0	3	0	36
BS_5BMNK8SY	0	0	1	1	31	1	0	2	0	36
BS_F8K4VQMF	2	0	0	0	30	2	0	2	0	36
BS_HC4T1EEP	4	3	4	2	19	0	0	4	0	36
BS_R726FKHP	2	1	2	0	24	1	0	5	1	36
BS_W2QCHQ7E	3	1	0	0	29	1	0	2	0	36
BS_W74D279Q	1	0	1	0	32	1	0	0	1	36
BS_XGMXJKFX	2	1	1	0	29	3	0	0	0	36
BS_10V9SAG8	1	2	1	1	28	2	0	0	0	35
BS_9SVMVJ45	4	1	2	0	24	1	0	2	1	35
BS_AEEKJ1QK	1	0	0	0	30	3	0	1	0	35
BS_CSY11X7E	1	1	3	0	30	0	0	0	0	35
BS_KAD49R68	3	3	0	0	26	0	0	3	0	35
BS_R1G6SG0K	1	0	1	0	28	4	0	1	0	35
BS_WPCBK1EG	0	1	1	0	31	2	0	0	0	35
BS_ZKFEMJZ8	0	1	0	0	32	0	0	0	2	35
BS_02W5H7K5	2	0	0	0	29	0	0	2	1	34
BS_6X3Z0AVR	0	0	2	0	27	1	0	1	3	34
BS_7Y5E5KQW	0	1	0	0	31	2	0	0	0	34
BS_B558FJXC	0	0	2	0	30	2	0	0	0	34
BS_CRKBDAYZ	0	0	0	0	31	1	0	0	2	34
BS_N4B3WB8W	3	1	1	0	28	1	0	0	0	34
BS_PEFRDKDZ	0	0	0	0	33	0	0	0	1	34
BS_VA07453Z	0	2	1	1	26	1	0	1	2	34
BS_WYTDVC0Y	0	1	3	0	29	1	0	0	0	34
BS_Y74XAFJX	0	0	1	0	32	1	0	0	0	34
BS_1MME7FBS	1	2	0	0	26	4	0	0	0	33
BS_CBMAWSAR	1	0	2	0	29	1	0	0	0	33
BS_JK5GTHVG	3	2	1	0	26	0	0	0	1	33
BS_M5FM63EB	1	0	1	0	28	1	1	1	0	33
BS_PYVPKH11	1	0	2	0	28	0	0	0	2	33
BS_QMY84KF4	3	0	3	0	25	0	0	2	0	33
BS_XW26N96W	0	0	1	0	29	0	0	0	3	33
BS_5V2FBYQG	0	0	1	0	30	0	0	0	1	32
BS_7GKF6M85	1	1	3	0	24	1	1	1	0	32
BS_853PNV7P	2	0	2	0	25	3	0	0	0	32
BS_8CA214YR	2	0	0	0	26	2	0	0	2	32
BS_CPZZR2R7	0	0	2	0	30	0	0	0	0	32
BS_G4EX0H98	0	2	0	0	25	5	0	0	0	32
BS_MEPW36WF	1	1	1	1	28	0	0	0	0	32
BS_NHRNZRQV	1	1	2	0	27	1	0	0	0	32
BS_QE7WAAKC	7	0	4	0	20	0	0	1	0	32
BS_WJB33V17	2	4	2	0	23	1	0	0	0	32
BS_X6361T19	6	5	4	3	11	3	0	0	0	32
BS_XEVMEYFS	1	1	5	0	25	0	0	0	0	32
BS_1C4WCNQF	7	1	4	0	18	1	0	0	0	31
BS_245CTSH9	1	1	1	0	26	0	0	1	1	31
BS_5968GBGT	1	1	2	1	24	0	1	1	0	31
BS_8S2CZBA6	0	0	2	0	27	2	0	0	0	31
BS_AK9BV52G	4	4	0	0	18	2	0	2	1	31
BS_CP435MAC	1	1	3	0	24	1	0	0	1	31
BS_DVDT4VXQ	3	4	0	0	17	3	0	4	0	31
BS_E7HEQZ1K	0	0	1	0	26	0	0	1	3	31
BS_HSYF7G2D	0	0	3	0	26	1	0	1	0	31
BS_JDS0SYST	1	0	2	0	24	4	0	0	0	31
BS_KJTW1RBN	0	2	4	2	18	0	0	5	0	31
BS_WJF6ZXWN	3	3	3	0	21	0	0	1	0	31
BS_ZV21J6YW	1	0	0	0	29	0	0	1	0	31
BS_4DQAQFQH	0	1	1	0	26	0	0	2	0	30
BS_52ETE050	0	0	2	0	25	2	0	1	0	30
BS_9D39MFHT	1	2	2	0	21	1	1	2	0	30
BS_C6GBYR17	0	0	4	0	26	0	0	0	0	30
BS_D368BNRD	1	0	0	0	24	1	0	4	0	30
BS_FXDY881S	1	0	3	0	24	2	0	0	0	30
BS_JC8YV5V9	2	0	0	0	28	0	0	0	0	30
BS_K3Y06EKR	3	1	4	1	18	2	0	1	0	30
BS_QZT3SPY7	0	1	0	0	25	2	0	2	0	30
BS_T5HPW4Z0	9	4	5	3	6	1	0	2	0	30
BS_T5T21G7N	3	0	0	0	23	2	0	2	0	30
BS_TNQKJZCP	0	0	1	1	28	0	0	0	0	30
BS_VF099E8S	2	0	1	2	23	2	0	0	0	30
BS_W3R2DQ86	0	1	1	0	24	1	0	3	0	30
BS_Z5D6G1S6	2	1	0	0	26	1	0	0	0	30
BS_2KMB51YF	0	0	4	0	23	1	0	1	0	29
BS_3MYQP7P5	0	2	4	0	21	1	0	1	0	29
BS_C5RDMCCS	0	0	1	0	24	0	0	0	4	29
BS_EXTEGB51	0	1	2	0	25	0	0	1	0	29
BS_G9MQM1KK	0	2	0	0	24	2	0	1	0	29
BS_JE1DF581	5	1	2	1	17	3	0	0	0	29
BS_K6BMXTW5	1	0	0	0	26	1	0	0	1	29
BS_3E5C1PN1	0	1	3	0	22	1	0	1	0	28
BS_74A1TB03	0	1	0	2	23	2	0	0	0	28
BS_9KDA3HG6	3	0	3	0	21	0	0	1	0	28
BS_GTAJFTTR	1	3	1	1	20	1	0	1	0	28
BS_JRFVST47	0	0	3	0	23	1	0	1	0	28
BS_M0B42FPR	0	0	0	0	27	1	0	0	0	28
BS_PVYMDM18	1	0	3	0	22	1	0	1	0	28
BS_Q50P97Y0	0	0	1	0	26	1	0	0	0	28
BS_QG6V29H7	1	0	1	0	24	1	0	1	0	28
BS_R6CKWZW6	3	2	0	0	23	0	0	0	0	28
BS_R8ZKDFWH	2	0	2	0	20	2	0	2	0	28
BS_682Z7WH6	5	0	3	0	19	0	0	0	0	27
BS_797V83YM	1	0	0	1	24	0	0	0	1	27
BS_7M5272WN	0	0	4	0	22	1	0	0	0	27
BS_823V5X6Z	0	2	1	0	23	0	0	1	0	27
BS_8BM1WTGR	0	1	0	0	26	0	0	0	0	27
BS_AJFG2QDD	1	0	1	0	23	0	0	0	2	27
BS_BMHYK93N	6	4	6	3	7	0	0	1	0	27
BS_BWZTMWTM	1	3	2	0	20	1	0	0	0	27
BS_C2NH5FDT	1	0	0	0	25	0	1	0	0	27
BS_FHE6Z73G	0	1	0	0	25	0	0	0	1	27
BS_H8NWA41N	1	4	0	0	16	4	0	2	0	27
BS_HYKV2TH9	2	1	2	0	21	1	0	0	0	27
BS_TF6H437Q	0	1	1	0	23	1	0	1	0	27
BS_Y9GHDZKS	0	1	3	1	22	0	0	0	0	27
BS_ZSH09N84	0	0	2	0	24	1	0	0	0	27
BS_3Z40EZHD	0	0	0	0	23	2	0	1	0	26
BS_9PQPZPGM	0	0	2	0	22	0	0	1	1	26
BS_AFAHY6HP	4	0	2	0	19	0	0	1	0	26
BS_AQQY8HMR	2	1	0	1	20	1	0	0	1	26
BS_HM5N78GV	0	0	1	0	21	1	0	0	3	26
BS_HNE6BPMH	3	1	3	1	14	1	0	3	0	26
BS_M2MSWKBC	3	3	3	0	16	0	0	1	0	26
BS_MSB1RDAJ	1	0	1	0	21	3	0	0	0	26
BS_P99S85CY	1	0	1	0	24	0	0	0	0	26
BS_QWS88QXE	1	0	2	0	22	0	0	1	0	26
BS_RG6JK7ZN	2	1	0	0	19	3	0	1	0	26
BS_T1SNKF50	2	1	5	0	16	1	0	1	0	26
BS_TQ0J7WJQ	0	0	2	0	24	0	0	0	0	26
BS_XCNGQ25H	1	1	0	0	23	0	0	0	1	26
BS_2AWCKNB3	1	1	7	0	14	1	0	1	0	25
BS_6B62YT97	0	0	2	0	20	3	0	0	0	25
BS_6TMPZKSZ	2	0	2	0	19	1	0	1	0	25
BS_8D52JK1Q	2	1	1	1	18	1	0	1	0	25
BS_93B38HPS	1	4	4	0	14	1	0	1	0	25
BS_CGXTFM67	1	0	3	0	19	1	0	1	0	25
BS_FNM4BB83	1	2	2	0	19	1	0	0	0	25
BS_GS9JCK55	0	1	4	0	19	1	0	0	0	25
BS_H2K7XX4X	2	1	4	0	17	0	0	1	0	25
BS_H83DTMT2	0	0	2	0	20	0	0	1	2	25
BS_J52D4XQY	1	1	3	0	17	2	0	0	1	25
BS_K14VJ1E3	0	0	2	0	20	2	0	1	0	25
BS_K3YT05M7	1	2	0	0	19	0	0	2	1	25
BS_KRYYDC2X	1	1	5	0	17	1	0	0	0	25
BS_P3P96WCD	0	1	0	0	23	1	0	0	0	25
BS_PFXDWV9R	3	3	3	1	12	0	0	3	0	25
BS_PMSZKZP7	0	0	2	0	21	0	0	2	0	25
BS_QSDKJM8T	3	4	5	2	9	1	0	1	0	25
BS_R5G3QP11	2	0	3	0	17	1	0	2	0	25
BS_RHEBGZF8	2	0	1	0	21	1	0	0	0	25
BS_VQC2PE2B	1	1	3	0	19	1	0	0	0	25
BS_Z7R92XX6	1	3	1	0	19	1	0	0	0	25
BS_41SWNWAG	6	5	2	0	10	0	0	1	0	24
BS_4G9Y2VC6	4	0	1	0	19	0	0	0	0	24
BS_5WK2KXYW	3	1	2	0	17	1	0	0	0	24
BS_69VS8PS1	3	1	3	1	13	0	0	3	0	24
BS_8YQGSMDK	0	0	1	0	23	0	0	0	0	24
BS_A3EV6FXK	3	2	3	0	12	2	0	2	0	24
BS_EQE19CB0	0	0	2	0	19	0	0	0	3	24
BS_M18CDDGK	1	0	0	0	21	0	1	1	0	24
BS_RGSJMSRE	3	5	3	1	12	0	0	0	0	24
BS_T7WMJ08W	1	0	2	0	20	0	0	1	0	24
BS_Z34PQDYT	1	1	4	0	16	2	0	0	0	24
BS_0EN5R1AP	0	0	1	0	21	1	0	0	0	23
BS_4DY83R02	1	0	1	1	20	0	0	0	0	23
BS_59FR1NC2	0	0	4	0	18	0	0	1	0	23
BS_BQ81D2BP	0	0	0	0	20	1	0	2	0	23
BS_CGCNC41M	1	0	1	0	20	0	0	1	0	23
BS_JHGFJR3D	0	0	0	0	21	0	0	1	1	23
BS_KH3859M5	0	0	3	2	17	0	0	1	0	23
BS_MVC1NCZX	2	0	1	0	20	0	0	0	0	23
BS_P0KQFXNC	0	3	1	0	18	0	0	0	1	23
BS_V6HKXX1Z	2	1	1	0	19	0	0	0	0	23
BS_WB8P21ED	0	0	5	0	17	0	0	1	0	23
BS_0SFXXBQ5	0	0	1	0	16	1	0	1	3	22
BS_12ZB7R6A	0	1	3	0	18	0	0	0	0	22
BS_2HNHCSNB	3	1	2	0	16	0	0	0	0	22
BS_3VKW5988	0	0	1	0	19	1	0	1	0	22
BS_7PF3C1P7	2	0	1	0	19	0	0	0	0	22
BS_BQWMQM2Y	0	0	0	0	20	1	0	1	0	22
BS_HZHEF797	0	0	1	0	19	0	0	2	0	22
BS_JX1PK0VW	0	4	5	1	12	0	0	0	0	22
BS_KB9GJDCS	2	0	1	1	15	1	0	1	1	22
BS_KFRBXXV7	0	0	1	0	18	0	2	0	1	22
BS_MW63FCZC	0	1	1	0	20	0	0	0	0	22
BS_SSYNTXDC	1	1	2	0	18	0	0	0	0	22
BS_WCNPE0AC	1	0	3	0	18	0	0	0	0	22
BS_Z9NCH2XA	1	1	3	0	17	0	0	0	0	22
BS_007JTNB8	2	0	1	0	15	0	0	0	3	21
BS_01Y5F4PN	1	0	1	0	17	0	0	2	0	21
BS_042DVDQM	1	1	1	0	18	0	0	0	0	21
BS_2SG8JNMB	4	1	1	0	15	0	0	0	0	21
BS_376Q9QKG	1	0	1	0	13	0	0	1	5	21
BS_62XRDTM6	0	0	2	0	17	0	0	2	0	21
BS_6Z4WHYDG	3	1	1	0	15	1	0	0	0	21
BS_B4P1NP87	1	1	1	0	16	0	0	2	0	21
BS_F5641KTR	2	0	3	0	15	0	0	1	0	21
BS_H1K33JVK	0	1	3	0	16	0	0	0	1	21
BS_MW74GF38	0	0	0	0	20	0	0	0	1	21
BS_NNFDFAFM	2	1	1	0	17	0	0	0	0	21
BS_P7VR731D	1	1	2	0	17	0	0	0	0	21
BS_PVZJCXS1	2	0	0	0	18	0	0	1	0	21
BS_SK949N33	0	0	3	0	15	0	2	1	0	21
BS_Y5DA59M3	0	1	0	0	18	1	0	0	1	21
BS_YB99Q6TN	2	1	1	0	17	0	0	0	0	21
BS_30W38X77	0	1	1	0	18	0	0	0	0	20
BS_5B6XZ7YP	1	0	1	0	16	2	0	0	0	20
BS_5XZP7F4Q	0	0	1	0	17	1	0	1	0	20
BS_6SA5B35V	4	0	4	1	11	0	0	0	0	20
BS_94AP61Q5	0	0	1	0	18	0	0	0	1	20
BS_9G7ETYHR	1	0	0	0	16	3	0	0	0	20
BS_ARE4EM81	0	0	3	0	15	0	1	1	0	20
BS_DJEVCH34	1	0	1	0	18	0	0	0	0	20
BS_E9ATGWME	1	1	1	0	15	1	0	1	0	20
BS_FYJMNRGK	2	0	1	0	16	0	0	0	1	20
BS_HJ95JNFN	1	1	4	1	12	1	0	0	0	20
BS_JSMAT49K	0	0	0	0	16	2	0	2	0	20
BS_KAZENYZE	1	1	2	0	16	0	0	0	0	20
BS_KXGJ1HMG	1	0	1	1	15	1	0	1	0	20
BS_Q3ANJDVG	1	1	2	0	16	0	0	0	0	20
BS_Q5XKTB1V	0	2	1	1	13	2	0	0	1	20
BS_RR3DKGKY	4	4	6	0	6	0	0	0	0	20
BS_XPSD2NRJ	7	5	1	0	6	0	0	1	0	20
BS_2W200YK5	1	0	1	1	15	1	0	0	0	19
BS_3108RS7G	0	0	4	0	15	0	0	0	0	19
BS_5KFAEMQJ	1	1	0	0	15	1	0	1	0	19
BS_8BS10XE2	3	1	1	0	12	0	0	2	0	19
BS_9BF58P80	2	2	2	0	12	1	0	0	0	19
BS_9E632VPJ	0	1	2	0	16	0	0	0	0	19
BS_A4KYP5H0	0	1	0	0	17	1	0	0	0	19
BS_AF5D41PD	0	1	0	0	18	0	0	0	0	19
BS_AHT9PKVE	0	0	4	0	14	0	0	1	0	19
BS_CQ8C6X4X	0	1	1	0	16	0	0	1	0	19
BS_F7KYPE79	2	0	1	0	15	0	0	1	0	19
BS_FBP5NZNR	2	0	1	0	16	0	0	0	0	19
BS_H50HR85Y	3	1	2	0	12	1	0	0	0	19
BS_HQFNQHVW	0	0	1	0	18	0	0	0	0	19
BS_MAVSJH2Y	7	0	3	1	8	0	0	0	0	19
BS_R94EDP5H	2	0	1	0	14	1	0	1	0	19
BS_WEGGXVYA	2	2	2	1	11	1	0	0	0	19
BS_WXKCR17Q	0	1	4	0	14	0	0	0	0	19
BS_1AZ8YJSH	0	0	4	0	14	0	0	0	0	18
BS_3ZASRA3A	1	2	3	0	11	1	0	0	0	18
BS_922YMFYK	4	3	0	0	11	0	0	0	0	18
BS_9YPJANGX	0	1	0	1	13	2	0	1	0	18
BS_B3RH9V17	3	2	0	1	11	0	0	1	0	18
BS_CDKC1E2B	5	1	2	1	8	1	0	0	0	18
BS_D3ZV6MMY	2	2	2	0	10	1	0	1	0	18
BS_D59VEERR	1	0	3	0	14	0	0	0	0	18
BS_DW1CYEXP	1	1	2	0	14	0	0	0	0	18
BS_E0AAK0V0	0	1	0	0	15	2	0	0	0	18
BS_FK3B5SDH	0	0	0	0	18	0	0	0	0	18
BS_GAA327FP	3	1	2	1	7	2	1	1	0	18
BS_JC2187NA	1	1	1	0	13	2	0	0	0	18
BS_JJNSP29S	1	0	1	0	15	0	0	1	0	18
BS_PEDGRK8S	1	2	2	0	12	1	0	0	0	18
BS_QDGHHS4S	0	0	1	0	17	0	0	0	0	18
BS_SNC5WMVN	1	0	0	0	15	0	1	1	0	18
BS_W23ERYW3	1	0	0	0	17	0	0	0	0	18
BS_WD37M8SD	0	1	1	0	12	1	0	3	0	18
BS_WJ7GMQTF	1	1	2	0	12	2	0	0	0	18
BS_XKE77TR4	6	5	1	0	6	0	0	0	0	18
BS_XM302FF4	3	3	1	0	11	0	0	0	0	18
BS_YGQS4660	0	0	0	0	17	1	0	0	0	18
BS_ZZJF26C4	2	2	1	0	12	0	0	1	0	18
BS_0RF0G9SQ	1	1	0	0	14	1	0	0	0	17
BS_1GK2EMFY	1	1	2	1	12	0	0	0	0	17
BS_5V2XCW17	1	2	1	0	13	0	0	0	0	17
BS_7KR13R3P	1	0	2	0	14	0	0	0	0	17
BS_83MSWR59	0	0	2	1	13	0	0	1	0	17
BS_8SETK1J4	0	0	1	0	16	0	0	0	0	17
BS_ASXY97FK	1	1	2	0	13	0	0	0	0	17
BS_CHAFNK64	1	0	3	0	12	0	0	1	0	17
BS_GFS9JEE6	0	2	1	0	13	1	0	0	0	17
BS_GXACEYKB	0	0	1	0	14	1	0	0	1	17
BS_HGP0PV0D	1	1	1	1	13	0	0	0	0	17
BS_K6A9Z04J	0	0	1	0	16	0	0	0	0	17
BS_MS87PMR7	0	1	3	0	12	0	1	0	0	17
BS_MW6YMRBJ	1	0	4	0	12	0	0	0	0	17
BS_NYVVN7SD	0	1	2	0	12	1	0	1	0	17
BS_PJ08ZW9A	2	1	3	0	11	0	0	0	0	17
BS_Q6GVRAWK	1	0	3	0	13	0	0	0	0	17
BS_QM1Z8R38	0	1	2	0	13	0	0	1	0	17
BS_W8DA9AXT	0	0	5	0	11	1	0	0	0	17
BS_X1R0N8QS	1	2	1	0	12	1	0	0	0	17
BS_Z1BBZ01F	0	0	3	0	14	0	0	0	0	17
BS_ZJSMC22A	0	0	1	0	13	1	1	1	0	17
BS_06GEF6DB	3	0	2	0	10	0	0	1	0	16
BS_0J5GC803	0	0	2	0	13	0	0	1	0	16
BS_0Q8G4N8H	1	0	4	0	11	0	0	0	0	16
BS_39Q80NT3	0	1	1	0	12	2	0	0	0	16
BS_45913DTA	1	2	3	0	10	0	0	0	0	16
BS_5R0HHQ1Y	0	0	1	0	13	1	0	1	0	16
BS_5RD8KEED	2	0	2	0	11	1	0	0	0	16
BS_5S8VXASX	0	0	1	0	13	0	0	2	0	16
BS_6XHDR1WS	0	0	0	0	16	0	0	0	0	16
BS_8WJR4AA3	0	0	1	0	12	2	0	1	0	16
BS_9BGCH82S	1	0	1	0	12	1	0	0	1	16
BS_AR2BH0Z4	0	1	1	0	14	0	0	0	0	16
BS_B6K0N6HS	4	0	1	0	11	0	0	0	0	16
BS_BBCM52QE	1	2	0	0	12	0	0	1	0	16
BS_BBHFKBE7	0	1	1	0	12	2	0	0	0	16
BS_J4E9SW51	0	0	0	0	16	0	0	0	0	16
BS_KPWRDRFP	1	0	0	0	13	1	0	1	0	16
BS_MRX1SPFB	1	0	2	0	11	0	0	2	0	16
BS_MSGYZ69T	1	0	3	0	11	0	0	1	0	16
BS_MT5ZSRG4	0	1	1	0	14	0	0	0	0	16
BS_P36C0ABE	0	0	2	0	13	1	0	0	0	16
BS_PV130A29	2	0	3	0	9	2	0	0	0	16
BS_Q0XBZP88	0	0	2	0	12	0	0	2	0	16
BS_RCAZ62J7	1	0	2	0	13	0	0	0	0	16
BS_TZPJHKQR	0	0	1	1	10	2	0	2	0	16
BS_V8G6BZRR	0	1	4	0	11	0	0	0	0	16
BS_WQ19Z6MD	0	0	1	0	13	1	0	1	0	16
BS_20X874J5	0	0	2	0	11	2	0	0	0	15
BS_2F70R10Z	0	0	1	0	11	1	0	2	0	15
BS_2RJN5Z4W	0	0	1	0	13	0	0	1	0	15
BS_4XPPZTGG	0	0	3	0	11	1	0	0	0	15
BS_50XV7CTQ	0	0	1	0	14	0	0	0	0	15
BS_5BNV7MCF	2	0	3	0	9	1	0	0	0	15
BS_5NAKYS1S	0	1	1	0	13	0	0	0	0	15
BS_93BV8AY9	1	2	2	1	9	0	0	0	0	15
BS_9DM8H1RX	0	1	3	0	11	0	0	0	0	15
BS_B5Z2XV03	1	2	6	0	6	0	0	0	0	15
BS_B9QP40ER	2	0	0	1	9	3	0	0	0	15
BS_BZ4GKDP4	1	0	2	0	10	1	0	1	0	15
BS_EE73VE7V	0	1	1	0	13	0	0	0	0	15
BS_FT95T4YP	0	0	0	1	12	0	0	2	0	15
BS_GRS3T427	0	0	0	0	12	1	0	1	1	15
BS_H1MNXNHB	2	1	1	0	10	0	0	1	0	15
BS_KBPBCWA0	0	0	1	0	11	2	0	1	0	15
BS_SCQNN2A2	1	0	0	0	13	1	0	0	0	15
BS_THH0CE5A	0	0	1	0	14	0	0	0	0	15
BS_V79WFJ6N	0	0	2	0	12	1	0	0	0	15
BS_VW96PFKQ	0	0	1	1	12	0	0	1	0	15
BS_ZECKZTFC	1	1	3	0	9	1	0	0	0	15
BS_16TBX6G5	0	0	2	0	10	1	0	1	0	14
BS_2CQ6K2JW	1	0	4	0	9	0	0	0	0	14
BS_2VHFP7M8	3	0	1	0	9	1	0	0	0	14
BS_859AV1DB	1	0	0	1	12	0	0	0	0	14
BS_8B1YF57H	0	0	1	0	12	0	1	0	0	14
BS_BA0M71QZ	1	1	3	0	9	0	0	0	0	14
BS_BS5X4H0Y	1	1	1	0	10	0	0	1	0	14
BS_CFEWVDG1	0	1	1	0	12	0	0	0	0	14
BS_CFPWSZB5	4	0	1	1	6	0	0	2	0	14
BS_CXCKHP3Z	0	0	4	0	10	0	0	0	0	14
BS_ERMGD2N5	1	1	2	0	10	0	0	0	0	14
BS_F5V8CWXT	0	0	2	0	12	0	0	0	0	14
BS_JBHQ6G3J	0	0	3	0	10	0	0	1	0	14
BS_K89V7JNJ	2	0	0	0	11	0	0	0	1	14
BS_PDRNE606	2	1	1	1	8	0	0	1	0	14
BS_QE5B0T7R	0	1	1	0	11	1	0	0	0	14
BS_R3WB0PP7	0	0	4	0	9	1	0	0	0	14
BS_RQ5Z7KNW	0	3	2	0	9	0	0	0	0	14
BS_W50WEJE7	3	0	2	0	9	0	0	0	0	14
BS_WDTT7PG2	2	1	1	0	10	0	0	0	0	14
BS_XSWF2MR1	2	0	0	1	11	0	0	0	0	14
BS_ZH6PC8KM	1	0	3	0	9	1	0	0	0	14
BS_ZHJFX6C9	0	0	2	0	11	0	0	0	1	14
BS_ZX1YPQ88	5	0	0	0	9	0	0	0	0	14
BS_090GV72Q	1	0	3	0	9	0	0	0	0	13
BS_32VQRFDS	0	0	2	1	10	0	0	0	0	13
BS_3A0CJMRH	2	2	0	0	8	0	0	1	0	13
BS_3P96RT4E	0	0	0	0	11	0	0	1	1	13
BS_4PAE19ZC	0	0	3	0	9	0	0	1	0	13
BS_4Z6F1HJZ	1	1	2	0	9	0	0	0	0	13
BS_5D24XV4T	2	1	1	0	8	1	0	0	0	13
BS_6GV08HTE	0	0	2	0	10	0	0	1	0	13
BS_9M49SGAQ	1	0	3	0	8	1	0	0	0	13
BS_A9S5HT6P	1	0	4	0	7	1	0	0	0	13
BS_AGAW7M7W	0	0	0	0	12	1	0	0	0	13
BS_CXN0498B	1	0	2	0	9	0	0	1	0	13
BS_E9M7TDB6	3	1	1	0	8	0	0	0	0	13
BS_EKR4NSNW	2	1	3	0	6	1	0	0	0	13
BS_ETTZM63Y	0	0	1	0	11	1	0	0	0	13
BS_FBJ516WW	0	0	1	0	11	1	0	0	0	13
BS_GWPJKM7G	0	0	1	0	11	1	0	0	0	13
BS_MWXDJFWW	7	0	0	1	5	0	0	0	0	13
BS_N9SMBR24	3	1	0	0	9	0	0	0	0	13
BS_NASADC3P	3	2	1	0	7	0	0	0	0	13
BS_P3EVK3C2	2	0	0	0	11	0	0	0	0	13
BS_Q807ENGY	1	1	2	0	7	1	0	1	0	13
BS_QRH793AV	1	0	0	1	11	0	0	0	0	13
BS_X9PJ715R	1	1	0	0	10	0	0	1	0	13
BS_YXCVR90M	0	1	1	0	10	1	0	0	0	13
BS_YYAPSA5P	3	0	0	0	9	1	0	0	0	13
BS_Z4Q8RH5M	1	0	1	0	11	0	0	0	0	13
BS_0QEBZX3M	0	1	1	0	9	1	0	0	0	12
BS_1VMBA3BN	1	2	1	0	8	0	0	0	0	12
BS_40SJZGT2	1	0	1	0	9	0	0	1	0	12
BS_ACE6QKVF	0	0	1	0	8	2	0	1	0	12
BS_AGD2ATY1	1	0	1	1	9	0	0	0	0	12
BS_B73JK7T1	0	0	1	0	8	0	0	3	0	12
BS_BVD7PWP5	0	0	2	0	9	0	0	1	0	12
BS_E42SSQGJ	0	0	0	0	12	0	0	0	0	12
BS_F48RA7QF	1	0	1	0	10	0	0	0	0	12
BS_GDPZN3SD	0	1	1	0	10	0	0	0	0	12
BS_H8E4K1DT	0	0	2	0	9	0	0	1	0	12
BS_HW4J7JM8	0	0	2	0	9	1	0	0	0	12
BS_KVV3G6NP	1	1	1	0	8	0	0	1	0	12
BS_M659G06J	0	0	1	0	10	1	0	0	0	12
BS_P7CY04E7	0	0	0	0	12	0	0	0	0	12
BS_PP4WJBNR	0	1	3	0	8	0	0	0	0	12
BS_SDT1J3A7	0	0	2	0	9	0	0	1	0	12
BS_T54TAE3R	1	0	1	0	9	0	0	1	0	12
BS_T8C13KNH	2	1	1	0	7	1	0	0	0	12
BS_W5P7SPDH	0	0	1	0	11	0	0	0	0	12
BS_XBE002WV	3	0	0	0	8	0	0	1	0	12
BS_1YTHM07J	0	0	1	0	10	0	0	0	0	11
BS_84AQCZE4	0	1	2	0	8	0	0	0	0	11
BS_947CK40E	2	0	3	0	5	0	0	1	0	11
BS_969K7ZM1	1	2	3	0	3	1	0	1	0	11
BS_9N3B3HZB	1	2	1	0	7	0	0	0	0	11
BS_B6KCJF2B	0	0	4	0	6	0	0	1	0	11
BS_BNFCXVYZ	0	0	1	0	9	0	0	1	0	11
BS_D09VWF8H	0	0	1	0	10	0	0	0	0	11
BS_JQNF0FQP	1	1	0	0	8	0	0	1	0	11
BS_JTBM5TSE	0	0	1	0	9	0	0	1	0	11
BS_KH0NFCWF	1	0	1	0	8	0	0	0	1	11
BS_KSHETTQC	1	0	0	0	10	0	0	0	0	11
BS_KVYCH9PB	1	2	2	1	3	1	0	1	0	11
BS_NB509KST	0	0	1	0	9	1	0	0	0	11
BS_QMG7XNEW	0	1	2	1	7	0	0	0	0	11
BS_R1RMKH1B	2	0	2	0	7	0	0	0	0	11
BS_R1ZBTEAG	1	0	0	0	10	0	0	0	0	11
BS_SD28E0SC	1	1	1	0	7	0	0	1	0	11
BS_T97EP8H0	2	2	1	1	5	0	0	0	0	11
BS_VXDGXQKZ	1	0	0	0	10	0	0	0	0	11
BS_WYF8NGSD	1	0	4	0	6	0	0	0	0	11
BS_Y3472DYJ	0	1	0	0	9	1	0	0	0	11
BS_354DTKHE	0	0	2	0	8	0	0	0	0	10
