Kids_First_Biospecimen_ID	MACF1--TTYH1	MN1--AC008667.1	MN1--CXXC5	MN1--PATZ1	MN1--PSD2	NPAS3--AC245884.4/TTYH1	TTYH1--DPRX/RNU6-698P	TTYH1--MIR512-2/MIR1323	TTYH1--MIR515-2/MIR519C	ZC4H2--AL627224.1/FOXR2	ZC4H2--FOXR2	CIC--NUTM1	MN1--BEND2
BS_ZZPBANDD	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_EYSS0ZDS	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_EF775B3K	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_GXTFW99H	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_YB2RXRHT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_9P9MB8X8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_Z7890YNR	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_TDEFAPNH	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_1EN5V3XW	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_45J79YTF	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_RFMQ7T0T	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_QYPHA40N	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_8T7DZV2F	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_SXCZ3CXN	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_9F09XV62	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_Q79NP5YY	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_VNK9XYV9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_TZ5D0A7R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_1NPD7PVG	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_P277RYX5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_R6WNEEE4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_1TPWFSK6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_77317DY4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_8SKZ7BRN	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_ZA9XT151	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_KND4B5CW	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_2HN96129	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_1KYGSMA7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_GW0GKWMS	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_NJ4WPQVK	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_E4F1D721	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_49F4RAA4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_YE1MAQYJ	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_HZ707C55	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_0SCXXM6N	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_PGK832G2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_X9EGD530	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_4JWBB28H	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_1QXEC43H	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_GDHH6T5A	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_YH05F9DB	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_478TN841	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_AZN38B7V	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_DMZP9G1H	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_C7N3J4NW	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_8ZD6J47V	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_HC5M8JTC	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_PSNBFWQV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_MKP2Y41Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_53GQKVEX	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_92MT680S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_SFKZSJN1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_59ZJWJTF	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_4BWB0FA0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_0VRSD9V3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_E60JZ9Z3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_MVW01FPB	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_EFEZB0ZH	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_0Y66ZBWE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_9DZ253JY	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_MX23ZY0Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_FBJ5Q54N	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_M8M56Z4Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_CTR5X93B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_9PB3XH5D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_1HQ76V6D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_4PWDGEB0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_GFM6EA61	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_JX7S9MY7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_4PPHAQXF	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_C41DJZ1F	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_3KASVCSQ	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_ARFQ1WG3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_X23724NJ	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_D5NQV7N5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_BKQZ550R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_AG3D3435	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_N5DVEJXT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_3BDAG9YN	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_HE57E1RP	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_NDRDM2A9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_VP3C8WZT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_JGA9BP3A	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_EJ9JKM1C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_9CA93S6D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_WE3Q8A73	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_YEB88D32	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_A14Z8BBK	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_MA2T7ET1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_8J09S6MZ	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_VXEFKW5P	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_HC44ZA0V	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_7N0B2CY1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_X59HSFGG	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_W9AT0MR7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_4B0BAVTX	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_HD4EJYE3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_4NWHYH53	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_R13X6TMW	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_KXCY5BN5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_GWCRMKE6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_KYF0Q0E7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_NGY0TE6S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_GM9Y3AZ5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_Q5WZYWCT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_EMMF4PZX	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_PN2CE34A	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_E1CGF3KV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_AJ6X83G5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_K3ER45RV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_MF9X3PKH	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_VPMKHW9X	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_74FS6GMW	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_BVSW4GTG	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_VJ2S5DVS	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_VTJ9ESSV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_DBDXCXT5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_E054DFJN	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_WVS02TZK	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_09Z7TC35	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_Z6BWR941	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_6R7SFVV2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_CS170P7T	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_29CPJ040	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_HBJZR69P	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_G1Y281HX	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_07ANYSYQ	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_86Q14TZG	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_TK84K675	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_4FZS7TX4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_52C576HH	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_ZH1FBX50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_X16PENSA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_MWWZBQ60	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_W36RZSFA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_1RXZ3BP7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_ZN8136D9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_NZ71XCG3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_CZ82ANWP	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_S1KK7XRH	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_CXVGG342	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_SNVM7CZT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_MF47B9ZW	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_GMDQK06Q	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_5AF6ZNJF	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_N5B2CZMH	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_Q2T9ZRM0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_C3P5BC92	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_A7MC2KR2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_S458NMKH	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_BPWEFR89	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_QP6MSKRE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_680K119G	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_CHDGRYHJ	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_0WQJP6ZG	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_QV51J756	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_3X9WMZGJ	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_WSQMAA33	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_58YXHGAJ	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_AVYNZHSB	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_YMAJC22S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_V7BJM89K	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_TCGEZJ5F	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_WH8G4VFB	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_TW8DQH8J	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_W60RQAKK	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_21RE8W46	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_063ERW0R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_RCFQ31XF	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_51RA1PGE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_4QW2S1Q8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_MGAMKKBD	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_GV3NZ9QD	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_X0F9AYEC	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_B1HVNV0T	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_V3REENH9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_VVFBW0YH	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_23QW0BBA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_5VQP0E6K	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_6G6C7VPX	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_BC936YNZ	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_W41S7B55	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_TQ5QHR17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_Z85M2R3N	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_3MYEMXPQ	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_81SP2HX4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_06AMMCXR	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_SDCNP7MW	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_52MPKTJH	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_C80S5N37	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_ZHHAM3AN	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_M4923M40	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_DBEX7AG2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_9M5XJ10G	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_7XQRH69M	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_9G69F50J	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_GG9W3J9Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_5YJEPPTP	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_2A162JH9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_4GTESTSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_593HEWBF	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_2A5R9MEJ	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_46BZ2NNN	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_31TF0P1N	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_MQCKXD60	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_3TQSE8HF	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_GTZCFGRZ	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_3KHXMAJF	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_7FWZ518S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_B0SVFK4P	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_JRYJGYC4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_53CTGDQG	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_FQX1PRAJ	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_QHS3V0GP	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_JWCX8R17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_HF3RNN2T	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_3NWQXPQV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_XZM79E42	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_J483EMFP	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_W6AC5J3C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_E0N3PTPN	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_DVCQ8XDZ	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_YEW22W35	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_8WPNFT03	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_GAGRGSSX	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_49BQS7Z6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_PQVTB6BB	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_30VC3R2Q	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_6MZ7FRZH	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_T1DVKKJB	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_1607397Q	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_WYERXS4G	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_Z8YZ6QGS	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_D0RDN4K5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_S2TA8R29	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_M86ECPHK	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_06XH7EVF	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_MDBT7S5Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_SDA4RMMG	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_VMMJYN8Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_YETBN0RQ	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_9755PSCS	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_9XWJ88Q1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_TMTV769C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_GHNJ4CYC	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_FWMJPKCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_7G42J2SK	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_TE0GVDNG	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_NB42PWZN	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_5NWDARXG	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_K81DR8XG	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_WJGFDRWK	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_6VF6VPCG	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_FEPRNEXX	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_FEV5A0HN	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_D29RPBSZ	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_NVKGSMXS	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_VPBMDMQX	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_4Y6BCYK5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_THSPSG2Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_KBEX4RT2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_B9V8RGTA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_4C4MZ4NT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_HJRTC9JQ	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_99B1XRZQ	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_CW9QV8AG	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_X67GTEM6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_K5802F84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_1021ZGQT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_T3DGY9J9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_3NNQ6PSB	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_VNWKNRY4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_M8WP5T16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_X2QTK3QD	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_KXMYBQ6N	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_XQ5SFW35	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_FTKPQ5FZ	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_17WYVEEC	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_C6SKJG3N	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_JFEZA9KE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_VA5T4KAA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_RCC8BXVE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
BS_4Z2F4P9N	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
