Ensembl;Gene.name;Refseq;CCDS.ID
ENST00000382952;CTBP1;NM_001012614;CCDS43203
ENST00000383432;RALBP1;NM_006788;CCDS11845
ENST00000383463;HMCES;NM_020187;CCDS33852
ENST00000388968;HSPD1;NM_002156;CCDS33357
ENST00000389120;RNF20;NM_019592;CCDS35084
ENST00000389501;SMYD5;NM_006062;CCDS33221
ENST00000389629;RTF1;NM_015138;CCDS32200
ENST00000389682;TSN;NM_004622;CCDS33284
ENST00000389704;EXOSC8;NM_181503;CCDS31958
ENST00000389735;HMCES;NM_001006109;CCDS33852
ENST00000389834;TMEM87A;NM_015497;CCDS32205
ENST00000389879;CCNK;NM_001099402;CCDS45160
ENST00000390009;ACTN4;NA;
ENST00000390015;GAA;NM_001079803;CCDS32760
ENST00000390658;EID2;NM_153232;CCDS12540
ENST00000391751;RPS9;NM_001321706;CCDS82397
ENST00000391753;RPS9;NA;CCDS12884
ENST00000391791;PPP2R1A;NA;
ENST00000391851;PRMT1;NM_198318;CCDS42592
ENST00000391857;RPL13A;NM_012423;CCDS12768
ENST00000391975;HDLBP;"NM_001320967; NM_203346";CCDS2547
ENST00000391976;HDLBP;NM_001320965;CCDS2547
ENST00000392006;HNRNPUL1;NM_007040;CCDS12576
ENST00000392038;AKT2;NM_001626;CCDS12552
ENST00000392081;SIRT2;NM_030593;CCDS46069
ENST00000392086;DNAJB2;NM_001039550;CCDS46519
ENST00000392121;MPZL1;NM_001146191;CCDS53425
ENST00000392129;TMCO1;NA;
ENST00000392132;XRCC5;NM_021141;CCDS2402
ENST00000392168;TCP1;NM_001008897;CCDS43522
ENST00000392185;SNX9;NM_016224;CCDS5253
ENST00000392221;EEF1B2;NM_001037663;CCDS2367
ENST00000392222;EEF1B2;NM_001959;CCDS2367
ENST00000392246;SUMO1;NM_003352;CCDS2352
ENST00000392325;WDR45B;NM_019613;CCDS11815
ENST00000392455;CCDC50;NM_178335;CCDS33912
ENST00000392485;SRSF2;NM_003016;CCDS11749
ENST00000392508;DYNLL1;NM_001037495;CCDS9200
ENST00000392514;RPLP0;NM_001002;CCDS9193
ENST00000392524;HNRNPA3;"NM_194247; NM_001330249; NM_001330251; NM_001330250";CCDS2273
ENST00000392659;MRPL47;NM_177988;CCDS3233
ENST00000392894;RNF13;NM_183381;CCDS3146
ENST00000392910;ZYX;NA;
ENST00000392994;RPL36A;NA;
ENST00000393000;RNF7;NM_183237;CCDS43158
ENST00000393038;PTRH2;NM_016077;CCDS11618
ENST00000393085;MTPN;NM_145808;CCDS5842
ENST00000393094;CUL5;NM_003478;CCDS31668
ENST00000393190;NME2;NM_001018138;CCDS11580
ENST00000393227;LUC7L3;NM_001330330;CCDS82158
ENST00000393263;NAP1L1;NA;CCDS9013
ENST00000393381;HPF1;NM_017867;CCDS3813
ENST00000393399;PRCP;NM_199418;CCDS41695
ENST00000393456;GOSR2;NM_001321134;CCDS86613
ENST00000393593;IRF2;NM_002199;CCDS3835
ENST00000393600;FAM50A;NM_004699;CCDS14751
ENST00000393623;KEAP1;NM_012289;CCDS12239
ENST00000393667;GOLGB1;"NM_001366282; NM_001256486";CCDS58847
ENST00000393695;NUMA1;NM_006185;CCDS31633
ENST00000393784;ERGIC1;NM_001031711;CCDS34292
ENST00000393818;COASY;NM_025233;CCDS11429
ENST00000393820;NPM1;"NM_001037738; NM_001355009";CCDS43399
ENST00000393891;NACA;NM_005594;CCDS31837
ENST00000393892;CNP;NM_033133;CCDS11414
ENST00000393924;GNB2;NA;CCDS5703
ENST00000393991;TSC22D4;NA;
ENST00000394048;ESYT1;NM_015292;CCDS8904
ENST00000394077;RPL24;NM_000986;CCDS33809
ENST00000394123;G3BP1;NM_198395;CCDS4319
ENST00000394186;ATP5MF;NM_001003713;CCDS47654
ENST00000394196;CHD2;NM_001271;CCDS10374
ENST00000394231;MIEN1;NM_032339;CCDS11344
ENST00000394264;FAM122A;NM_138333;CCDS6623
ENST00000394332;RPL23;NA;CCDS11330
ENST00000394417;UGP2;NM_001001521;CCDS42690
ENST00000394434;LARS;"NM_016460; NM_001317964; NM_020117";CCDS34265
ENST00000394440;CCT4;NM_006430;CCDS33206
ENST00000394456;GTF2F1;NM_002096;CCDS12165
ENST00000394580;RPL36;NM_015414;CCDS12147
ENST00000394667;RPL34;"NM_000995; NM_001319236";CCDS3680
ENST00000394668;RPL34;NM_033625;CCDS3680
ENST00000394801;UBE2D3;"NM_181888; NM_003340";CCDS3660
ENST00000394803;UBE2D3;NM_181889;CCDS3660
ENST00000394867;MAP2K2;NA;
ENST00000394886;CDC23;NM_004661;CCDS4200
ENST00000394908;FLOT2;NM_004475;CCDS11245
ENST00000394920;RPL8;"NM_001317771; NM_033301";CCDS6433
ENST00000394935;RPL23A;NA;
ENST00000394936;PSAP;"NM_001042466; NM_001042465; NM_002778";CCDS7311
ENST00000394950;BCKDK;NM_001122957;CCDS45467
ENST00000394975;VKORC1;NM_024006;CCDS10703
ENST00000395044;VDAC1;NA;CCDS4168
ENST00000395047;VDAC1;NA;CCDS4168
ENST00000395068;GRINA;NM_001009184;CCDS34961
ENST00000395119;EEF1D;"NM_001960; NM_001289950";CCDS6405
ENST00000395240;ALDOA;NA;
ENST00000395290;CELF1;NM_001172640;CCDS53622
ENST00000395314;KTN1;"NM_001271014; NM_001079521";CCDS41957
ENST00000395422;CHCHD2;"NM_001320327; NM_016139";CCDS5526
ENST00000395443;QRICH1;"NM_001320584; NM_001320585; NM_198880";CCDS2787
ENST00000395468;MAPK1IP1L;NM_144578;CCDS32085
ENST00000395633;ATP5F1D;NM_001001975;CCDS12058
ENST00000395699;PURB;NM_033224;CCDS5499
ENST00000395719;G3BP2;NM_012297;CCDS3571
ENST00000395734;MAP4;NM_001134364;CCDS46818
ENST00000395785;EBAG9;NM_198120;CCDS6313
ENST00000395811;MPRIP;NM_015134;CCDS42268
ENST00000395850;CD59;NA;CCDS7886
ENST00000395958;YWHAZ;NM_145690;CCDS6290
ENST00000396014;METTL9;NM_001077180;CCDS45440
ENST00000396049;MOB1A;"NM_018221; NM_001317110; NM_001317112; NM_001317111";CCDS46340
ENST00000396070;RPL30;NA;
ENST00000396081;HERPUD2;NA;CCDS5446
ENST00000396183;CTNNB1;NM_001098210;CCDS2694
ENST00000396185;CTNNB1;NM_001098209;CCDS2694
ENST00000396203;RPL14;NM_001034996;CCDS43070
ENST00000396319;TAX1BP1;NM_006024;CCDS5415
ENST00000396466;RPL7;NA;CCDS87615
ENST00000396525;EIF4G2;NM_001042559;CCDS41618
ENST00000396591;SLC30A5;NM_022902;CCDS3996
ENST00000396651;RPS8;NM_001012;CCDS513
ENST00000396680;ATF4;NM_182810;CCDS13996
ENST00000396684;ATN1;NM_001940;CCDS31734
ENST00000396705;TPI1;NM_000365;CCDS8566
ENST00000396821;DDX17;NM_001098504;CCDS46706
ENST00000396856;GAPDH;NA;
ENST00000396859;GAPDH;NM_001289746;CCDS8549
ENST00000396981;UBE2G1;NM_003342;CCDS32532
ENST00000396987;GPAT4;"NM_001363197; NM_001363198; NM_178819";CCDS6117
ENST00000397011;EIF3B;"NM_001362791; NM_003751";CCDS5332
ENST00000397128;PRKAA1;"NM_001355036; NM_001355029; NM_001355035; NM_006251; NM_001355037; NM_001355028";CCDS3932
ENST00000397149;SMU1;NM_018225;CCDS6534
ENST00000397195;PAFAH1B1;NM_000430;CCDS32528
ENST00000397238;AGAP3;"NM_001350102; NM_031946";CCDS43681
ENST00000397239;DEK;NA;CCDS34344
ENST00000397292;PLAA;"NM_001031689; NM_001321546";CCDS35000
ENST00000397333;DDX51;NM_175066;CCDS41865
ENST00000397353;HAGH;NM_001040427;CCDS32366
ENST00000397375;MRPS34;NM_023936;CCDS10444
ENST00000397514;UBE2I;NM_003345;CCDS10433
ENST00000397517;STK24;NM_001286649;CCDS66573
ENST00000397641;MORC2;"NM_001303257; NM_001303256";CCDS77668
ENST00000397762;RAB2B;"NM_001163380; NM_032846";CCDS9570
ENST00000397778;PQLC1;NM_025078;CCDS12020
ENST00000397786;MED13;NM_005121;CCDS42366
ENST00000397977;INTS10;"NM_001353511; NM_001353512; NM_001353519; NM_001353513; NM_001353514; NM_001353515; NM_001353517; NM_001353521; NM_001353505; NM_001353510; NM_001353506; NM_001353507; NM_001353508; NM_001353509; NM_001353516; NM_001353518; NM_001353522; NM_001353520; NM_018142";CCDS6011
ENST00000398020;PIP4P1;NM_001100814;CCDS41911
ENST00000398033;TMBIM4;NA;
ENST00000398073;CTDSP2;NM_005730;CCDS41801
ENST00000398129;ADD1;"NM_001354754; NM_001354756; NM_001119; NM_001354755";CCDS43205
ENST00000398148;KHSRP;NM_003685;CCDS45936
ENST00000398153;HDDC2;NM_016063;CCDS43503
ENST00000398409;CST3;NA;CCDS13158
ENST00000398692;RBM4;NM_001198843;CCDS55776
ENST00000398712;SHARPIN;NM_030974;CCDS43777
ENST00000398733;UBE2D2;NM_003339;CCDS43369
ENST00000398881;TOMM6;NA;CCDS47424
ENST00000398884;TOMM6;NM_001134493;CCDS47424
ENST00000398970;CRK;NM_005206;CCDS45561
ENST00000399069;LCMT1;NM_016309;CCDS45445
ENST00000399075;C4orf3;NM_001170330;CCDS54798
ENST00000399138;ALKBH5;NM_017758;CCDS42272
ENST00000399292;SMIM11A;NM_058182;CCDS33550
ENST00000399312;MRPS6;NM_032476;CCDS33548
ENST00000399423;TINF2;NM_012461;CCDS41937
ENST00000399489;HMGB1;NA;CCDS86347
ENST00000399494;HMGB1;NA;CCDS9335
ENST00000399562;C22orf39;NA;CCDS33599
ENST00000399568;C22orf39;NA;
ENST00000399696;POLR1D;NA;
ENST00000399697;POLR1D;NM_152705;CCDS9324
ENST00000399959;DDX3X;NA;
ENST00000400000;VAPA;NM_194434;CCDS11848
ENST00000400090;ATP5PF;NM_001003697;CCDS13574
ENST00000400093;ATP5PF;"NM_001685; NM_001003703; NM_001320267";CCDS13574
ENST00000400137;FKBP1A;NM_000801;CCDS13014
ENST00000400259;CDC42;NM_001791;CCDS221
ENST00000400809;CCNL2;NM_030937;CCDS30557
ENST00000401000;RPRD2;"NM_001297674; NM_001297673";CCDS72907
ENST00000401406;UQCR10;NM_001003684;CCDS46681
ENST00000401672;PPP6R2;NA;
ENST00000401695;RPS14;NA;CCDS4307
ENST00000402136;THAP4;NM_001164356;CCDS54440
ENST00000402285;RPS27A;NM_001135592;CCDS33202
ENST00000402297;CEBPZOS;"NM_001322376; NM_001322374";CCDS82435
ENST00000402752;RANBP1;NM_001278640;CCDS63408
ENST00000403633;BUD31;NA;CCDS5663
ENST00000403747;UBE2I;NA;CCDS10433
ENST00000403825;IFRD1;NM_001550;CCDS34736
ENST00000404251;BAZ1B;NA;CCDS5549
ENST00000404338;ARHGAP35;NM_004491;CCDS46127
ENST00000404674;PSMG3;NM_001134340;CCDS5327
ENST00000404735;RPS27A;NM_001177413;CCDS33202
ENST00000404739;NT5C2;"NM_001351190; NM_001351189; NM_001351173; NM_001351179; NM_001351174; NM_001351191; NM_001351192; NM_001351193";CCDS7544
ENST00000404970;VAMP2;NA;
ENST00000405303;TAPT1;NM_153365;CCDS47030
ENST00000405442;EIF3D;NA;CCDS13930
ENST00000405489;ATRAID;NM_016085;CCDS46243
ENST00000406022;RPL10;NA;
ENST00000406246;RELA;"NM_001243984; NM_021975";CCDS31609
ENST00000406452;RMDN1;NM_016033;CCDS34918
ENST00000406520;COMT;NM_001135162;CCDS13770
ENST00000407004;ILF3;NM_001137673;CCDS45967
ENST00000407025;PPP1R7;NA;CCDS2546
ENST00000407315;THAP4;NM_015963;CCDS2551
ENST00000407332;CYB5R3;NA;CCDS14040
ENST00000407422;SMARCB1;NM_001007468;CCDS46671
ENST00000407627;ELAVL1;NM_001419;CCDS12193
ENST00000407796;AKT1;NM_001014431;CCDS9994
ENST00000407969;SETD5;NA;
ENST00000408901;NGDN;NM_001042635;CCDS41926
ENST00000408918;CCNL2;NM_001039577;CCDS30558
ENST00000409028;RPL31;NM_001098577;CCDS46373
ENST00000409096;CUL3;NM_001257198;
ENST00000409115;PTMA;NM_002823;CCDS46541
ENST00000409171;AGFG1;NM_001135188;CCDS46534
ENST00000409185;FAM168B;"NM_001321746; NM_001321745; NM_001321747; NM_001321748";CCDS42755
ENST00000409320;RPL31;NM_001099693;CCDS46374
ENST00000409409;CYCS;NA;CCDS5393
ENST00000409558;VPS54;NM_001005739;CCDS46302
ENST00000409600;BZW1;"NM_014670; NM_001321690; NM_001321694; NM_001207067; NM_001321691; NM_001321693; NM_001321688";CCDS56156
ENST00000409614;SERF2;NA;CCDS55965
ENST00000409682;PSMD14;NM_005805;CCDS46437
ENST00000409733;RPL31;NA;CCDS2049
ENST00000409735;PLD3;NM_012268;CCDS33027
ENST00000409784;RAB1A;NM_004161;CCDS46306
ENST00000409785;KCMF1;NM_020122;CCDS46350
ENST00000409906;ELOB;NM_007108;CCDS45387
ENST00000409939;TBC1D10B;NM_015527;CCDS10676
ENST00000410080;PRPF40A;"NM_001365596; NM_001365600; NM_001365597; NM_001354432";
ENST00000411463;R3HCC1;NA;
ENST00000411529;HNRNPA3;"NM_001330247; NM_001330248";CCDS82536
ENST00000411646;SMIM26;NM_001348957;CCDS86936
ENST00000411695;ST13;NA;
ENST00000411912;USP34;NA;
ENST00000412097;RPL15;NA;
ENST00000412215;GNB2;NA;
ENST00000412585;HLA-B;NM_005514;CCDS34394
ENST00000412770;PPP6R1;NM_014931;CCDS46186
ENST00000412830;PWP1;NM_007062;CCDS9114
ENST00000413219;SDCBP;NM_001007067;CCDS6172
ENST00000413266;RNF10;NM_001330474;CCDS81746
ENST00000413518;ERVK3-1;NA;
ENST00000413699;RPL15;"NM_001253380; NM_001253382; NM_001253383";CCDS2640
ENST00000414154;SMIM19;NM_138436;CCDS6133
ENST00000414441;MEPCE;"NM_001194990; NM_001194991; NM_001194992";CCDS55136
ENST00000414487;SNRPE;"NM_001304464; NM_003094; NM_001328637";CCDS30979
ENST00000415083;SS18;NM_001007559;CCDS32807
ENST00000415593;P4HB;NA;
ENST00000415930;GPI;NM_001289789;CCDS86742
ENST00000416614;NOP14;NM_001291978;CCDS33945
ENST00000416967;TXN2;NA;
ENST00000417647;IK;NM_006083;CCDS47280
ENST00000418115;RHOA;"NM_001313945; NM_001313944; NM_001313941; NM_001664";CCDS2795
ENST00000418390;ELOA;NA;CCDS239
ENST00000418625;COPS6;NA;
ENST00000419140;PHB;NA;
ENST00000419235;DUSP22;NM_001286555;CCDS69035
ENST00000419343;PDCD5;NA;
ENST00000419711;EIF5A;NM_001143761;CCDS11099
ENST00000419783;GPX1;NM_000581;CCDS43091
ENST00000419869;STRAP;NM_007178;CCDS8676
ENST00000420115;CDV3;NM_001134423;CCDS46918
ENST00000420247;SCYL1;NM_001048218;CCDS44646
ENST00000420329;CRTC3;NM_001042574;CCDS45348
ENST00000420463;EIF4B;NM_001300821;CCDS73474
ENST00000420826;SUMO2;NM_006937;CCDS45774
ENST00000420846;CD63;NM_001257390;CCDS8890
ENST00000421200;LENG8;NA;
ENST00000421625;USP48;NM_001032730;CCDS44084
ENST00000421699;GOLGA2;"NM_001366244; NM_004486";CCDS6896
ENST00000421807;INPP5K;NM_016532;CCDS11004
ENST00000421852;TMEM41A;NM_080652;CCDS3271
ENST00000422285;PDHA1;NM_000284;CCDS14192
ENST00000422424;CIAO2B;NM_016062;CCDS45506
ENST00000422453;CNBP;NM_003418;CCDS3056
ENST00000422465;RPS3;NM_001260507;
ENST00000422514;RPL23A;NM_000984;CCDS11241
ENST00000422840;GLG1;NM_001145667;CCDS45527
ENST00000422982;ANXA11;"NM_145868; NM_001278407";CCDS7364
ENST00000423833;MORF4L2;NA;
ENST00000424014;EIF2B1;NM_001414;CCDS31924
ENST00000424358;MMP24OS;NA;CCDS86948
ENST00000424674;SF3B1;NA;
ENST00000425013;RNF216;NM_207116;CCDS34595
ENST00000425280;LDB1;"NM_001321612; NM_001113407";CCDS44472
ENST00000425675;ISOC2;NM_001136201;CCDS46195
ENST00000425753;TSTA3;NM_003313;CCDS6408
ENST00000426002;SHISA5;"NM_001272082; NM_001272083";CCDS63621
ENST00000426086;VEGFB;NM_001243733;CCDS58144
ENST00000426155;SNX3;NM_152827;CCDS5065
ENST00000426324;APRT;NM_001030018;CCDS45546
ENST00000426335;ARFGAP2;NM_001242832;CCDS73283
ENST00000426431;SP1;NM_003109;CCDS44898
ENST00000426588;DNAJC7;NM_001144766;CCDS45678
ENST00000426907;HUWE1;NA;
ENST00000427159;FTSJ3;NM_017647;CCDS11644
ENST00000427569;AARSD1;NM_001261434;CCDS58552
ENST00000427718;FBXO21;NA;
ENST00000428154;PMPCB;NA;
ENST00000428192;OTUB1;NA;CCDS8055
ENST00000428304;ABHD4;NM_022060;CCDS9572
ENST00000428595;UBAP2L;NA;
ENST00000429029;DNAJB6;NM_005494;CCDS47755
ENST00000429120;LY6E;NM_001127213;CCDS6394
ENST00000429184;MPRIP;NA;
ENST00000429344;CACTIN;NM_001080543;CCDS45920
ENST00000429422;MAP4;NA;
ENST00000429715;MYCBP2;NA;
ENST00000429789;CHID1;NM_001142677;CCDS44510
ENST00000429985;OST4;NA;CCDS58703
ENST00000430044;GALNT11;"NM_001304514; NM_022087";CCDS5930
ENST00000430069;TBL1XR1;"NM_001321195; NM_001321193";CCDS46961
ENST00000430246;HNRNPC;NA;CCDS45079
ENST00000431388;NDUFAF8;"NM_001353403; NM_001353402; NM_001086521";CCDS45809
ENST00000431446;RBMX;NM_001164803;CCDS55510
ENST00000431519;CDV3;NM_001134422;CCDS46917
ENST00000431606;MED19;NA;
ENST00000432126;DELE1;"NM_001142603; NM_014773";CCDS4268
ENST00000432648;AKIRIN1;NM_024595;CCDS433
ENST00000432901;PET117;NM_001164811;CCDS54450
ENST00000432959;TMEM127;NA;CCDS2018
ENST00000432999;ZBED5;NM_021211;
ENST00000433351;PCYOX1;NM_016297;CCDS1902
ENST00000433473;PPT1;NA;
ENST00000433627;LSM14A;NM_001114093;CCDS46040
ENST00000433866;HSBP1;NM_001537;CCDS45534
ENST00000434299;AKR1A1;NA;
ENST00000434618;TAPBP;NM_003190;CCDS34426
ENST00000434701;SLC25A28;NA;
ENST00000434724;GSPT1;NM_002094;CCDS45412
ENST00000435041;UBE2J1;NM_016021;CCDS5021
ENST00000435120;MLF2;NM_005439;CCDS8559
ENST00000435275;RPS24;NA;
ENST00000435319;TOR1AIP1;NA;
ENST00000435844;SMIM26;NM_001348958;CCDS86937
ENST00000435983;RPL32;NA;CCDS2614
ENST00000436108;CHID1;NM_001142674;CCDS7722
ENST00000436269;USP34;NA;
ENST00000436473;RPL10;NA;
ENST00000436644;PAIP1;NM_182789;CCDS47204
ENST00000437131;GOLGA4;NA;
ENST00000437136;PABPC4;NA;
ENST00000437198;PARN;NM_002582;CCDS45419
ENST00000438552;SNRPB;NM_198216;CCDS13026
ENST00000438607;TMA7;"NM_001329417; NM_015933";CCDS46823
ENST00000438704;HMGB2;NM_001130689;CCDS3816
ENST00000438806;PNISR;"NM_001322408; NM_001322415; NM_001322413; NM_015491";CCDS5043
ENST00000439383;PSMD2;NM_001278708;CCDS63853
ENST00000439590;RPL38;NM_001035258;CCDS11696
ENST00000439696;ZFP36L1;"NM_001244698; NM_004926";CCDS9791
ENST00000439747;MRPL22;NA;
ENST00000439817;OGA;NM_001142434;CCDS44471
ENST00000439930;PCBP2;NM_001128911;CCDS44901
ENST00000439977;HERPUD1;"NM_001272103; NM_014685";CCDS10771
ENST00000440279;CUTA;NA;CCDS4779
ENST00000440410;DLD;"NM_001289751; NM_001289750";CCDS78269
ENST00000441076;MORF4L2;NM_012286;CCDS14512
ENST00000441788;FZR1;NM_016263;CCDS12109
ENST00000441793;BAG6;NA;
ENST00000442686;AP2M1;NA;
ENST00000442744;UBA52;"NM_001033930; NM_001321022; NM_001321018";CCDS12382
ENST00000442805;RALY;NA;
ENST00000443059;QSOX1;NA;
ENST00000443387;ZNF146;NM_007145;CCDS12492
ENST00000443527;CRY2;NA;CCDS7915
ENST00000444053;AAMP;NM_001302545;CCDS77530
ENST00000444191;HCFC1;NA;
ENST00000444882;GOLGA4;NA;
ENST00000445439;PPP2R5C;NM_178587;CCDS45163
ENST00000445517;PSMA2;NA;
ENST00000445560;BANF1;NM_001143985;CCDS8125
ENST00000445755;CCDC124;NM_001136203;CCDS12369
ENST00000445902;VPS52;"NM_001289176; NM_001289174; NM_001289175; NM_022553";CCDS4770
ENST00000445915;UGP2;NA;
ENST00000445980;MORC2;NA;
ENST00000446197;DCAF11;NM_025230;CCDS9610
ENST00000446419;COMMD7;NM_001099339;CCDS46587
ENST00000447032;RBM17;NA;
ENST00000447182;SDCBP;"NM_001007069; NM_001007070";CCDS47862
ENST00000447368;UBP1;NM_001128160;CCDS46788
ENST00000447388;NFYC;NM_014223;CCDS455
ENST00000447648;TECPR1;NM_015395;CCDS47648
ENST00000447750;GDI1;NM_001493;CCDS35452
ENST00000447998;DCTN4;NM_016221;CCDS4310
ENST00000448012;NPIPB3;NA;
ENST00000448276;SMARCD2;NM_001098426;CCDS45756
ENST00000448281;TATDN2;NM_014760;CCDS33698
ENST00000448552;CHTF8;"NM_001040144; NM_001039690";CCDS42185
ENST00000448864;RPL35A;"NM_000996; NM_001316311";CCDS33930
ENST00000448903;AP2A2;NM_012305;CCDS44512
ENST00000449098;HNRNPC;NA;
ENST00000449224;CRTAP;NA;
ENST00000449319;FAM89B;NM_001098784;CCDS44648
ENST00000449692;C11orf68;NM_031450;CCDS8122
ENST00000450554;U2AF2;NM_001012478;CCDS46197
ENST00000450791;GOLGA3;NA;CCDS9281
ENST00000451311;TMSB4X;NM_021109;CCDS35202
ENST00000451315;NOL7;"NM_001317724; NM_016167";CCDS4528
ENST00000451562;PPIA;NA;
ENST00000451653;SEC22C;NA;
ENST00000451702;UBA1;NA;
ENST00000451728;CNBP;NM_001127193;CCDS46907
ENST00000452185;POLD2;NM_001127218;CCDS5477
ENST00000452368;RPL13;NM_001243131;CCDS58492
ENST00000453291;FBXW2;NA;
ENST00000453448;KCMF1;NA;
ENST00000453744;UBE2D3;"NM_181887; NM_181891";CCDS3660
ENST00000453840;SRSF10;NM_001191007;CCDS53281
ENST00000453943;GUK1;NA;
ENST00000454310;PLOD3;NA;
ENST00000454376;PRMT1;NM_001536;CCDS46145
ENST00000454422;LZTS2;NA;
ENST00000454497;OTUD4;NM_001102653;CCDS47139
ENST00000455127;MCRIP1;NA;CCDS45814
ENST00000455385;SYPL1;NM_182715;CCDS47685
ENST00000455836;ERP29;NM_001034025;CCDS44977
ENST00000455895;BSDC1;NM_018045;CCDS363
ENST00000456095;PUF60;NM_001271099;CCDS59516
ENST00000456292;RPL31;NA;
ENST00000456586;RPL37A;NA;
ENST00000456707;IPO9;NA;
ENST00000456793;OST4;NM_001134693;CCDS58703
ENST00000456842;SMIM12;NA;CCDS53295
ENST00000456936;TMED7;NM_181836;CCDS4120
ENST00000457131;RPL32;NA;
ENST00000457167;DNAJC7;NM_003315;CCDS45677
ENST00000457309;YWHAZ;NM_001135699;CCDS6290
ENST00000457408;TMED4;"NM_001303061; NM_001303062; NM_182547";CCDS5493
ENST00000457607;DHX30;NA;
ENST00000457805;PTP4A2;NM_001195101;CCDS53292
ENST00000458013;SNX27;NM_001330723;CCDS81377
ENST00000458198;CDKN2AIPNL;NM_080656;CCDS4175
ENST00000458212;AGFG1;NA;
ENST00000458455;RPL11;NA;
ENST00000458478;RPSA;NA;
ENST00000458500;RPL10;NM_001256577;
ENST00000458578;UBE2L3;NM_001256355;CCDS58795
ENST00000458587;BCAP31;NM_001139457;CCDS48191
ENST00000460006;CDS2;NM_003818;CCDS13088
ENST00000460219;MTCH1;NA;
ENST00000460680;BAP1;NM_004656;CCDS2853
ENST00000461065;AGAP3;NM_001350103;
ENST00000462683;YIPF6;NM_173834;CCDS14389
ENST00000464167;RPL35A;NA;CCDS33930
ENST00000464506;RAB9A;NM_004251;CCDS14156
ENST00000464650;TMCO1;NA;
ENST00000464716;RPS24;NM_001142283;CCDS86122
ENST00000465139;ANP32A;NM_006305;CCDS45292
ENST00000465645;ATP5IF1;NM_178191;CCDS44096
ENST00000466490;SRPRB;NM_021203;CCDS3081
ENST00000467582;SPOUT1;NA;
ENST00000467636;SAP18;NA;
ENST00000467825;RPL13A;NA;
ENST00000468024;TCEAL4;"NM_024863; NM_001305842";CCDS14510
ENST00000468812;PPIA;NM_021130;CCDS5494
ENST00000469257;EIF1;NM_005801;CCDS11403
ENST00000469613;BAP1;NA;
ENST00000469838;RBM5;NA;
ENST00000469967;FAM162A;NA;
ENST00000470701;POLR2F;NA;
ENST00000470827;EMC3;NA;
ENST00000471651;AKR1A1;NA;
ENST00000471696;SELENOT;NM_016275;CCDS46936
ENST00000472484;TCEAL4;"NM_001006935; NM_001006937";CCDS14510
ENST00000472642;RHEB;NA;
ENST00000472832;PTEN;NM_001304718;
ENST00000472944;BTF3L4;NM_001136497;CCDS44146
ENST00000473312;AGAP3;NM_001042535;CCDS55185
ENST00000473578;CAMTA1;NM_001195563;CCDS55574
ENST00000474315;IDH3B;NM_001330763;CCDS82594
ENST00000474879;LMF2;NM_033200;CCDS14093
ENST00000474973;RPS18;NA;
ENST00000476228;TFG;NM_001195479;CCDS56266
ENST00000476371;MRPS14;NM_022100;CCDS1316
ENST00000476781;MRPL47;NM_020409;CCDS3232
ENST00000477892;FAM162A;NM_014367;CCDS43139
ENST00000479035;RPL23;NM_000978;CCDS11330
ENST00000479303;GSTK1;NM_001143679;CCDS47730
ENST00000479870;TCAF1;"NM_001206941; NM_014719";CCDS5886
ENST00000480708;SEC62;NA;CCDS3210
ENST00000480740;SELENOT;NA;
ENST00000480824;C6orf89;NM_001286635;CCDS69100
ENST00000481445;COX7B;NA;CCDS14437
ENST00000483858;RBM4;NA;
ENST00000485064;NDUFB4;NM_001168331;CCDS54630
ENST00000486867;SF1;NA;
ENST00000487698;SF3B1;NM_001308824;CCDS82550
ENST00000488034;CUTA;NM_001014840;CCDS34433
ENST00000488353;RER1;NA;CCDS41232
ENST00000489459;PPIA;NM_001300981;CCDS75592
ENST00000493373;PARK7;NA;
ENST00000493678;PARK7;NM_001123377;CCDS93
ENST00000493763;RPL7L1;NM_001366481;CCDS4873
ENST00000494801;TCEAL4;NA;CCDS14510
ENST00000495461;SELENOK;NM_021237;CCDS54597
ENST00000496817;S100A6;NA;CCDS1040
ENST00000497965;RPL22;NA;
ENST00000498107;SSBP1;NA;CCDS5866
ENST00000498926;PGAM5;"NM_001170544; NM_001170543";CCDS53845
ENST00000500728;LRPAP1;NM_002337;CCDS3371
ENST00000501597;RPL41;NM_021104;CCDS44919
ENST00000502346;TMEM167A;NM_174909;CCDS34198
ENST00000502717;HMGXB3;NM_014983;CCDS54935
ENST00000502897;SUB1;NA;CCDS3897
ENST00000502976;CNBP;NM_001127196;CCDS54637
ENST00000503362;SPCS3;NM_021928;CCDS54823
ENST00000503594;CTBP1;NA;
ENST00000503937;SEC31A;NA;
ENST00000504470;RPL9;NA;
ENST00000505059;MRPL36;NM_032479;CCDS3865
ENST00000505658;LUC7L3;NM_016424;CCDS11573
ENST00000506184;GPBP1;NM_022913;CCDS34162
ENST00000506578;LEMD2;NA;
ENST00000507000;RACK1;NA;
ENST00000507019;MRPS18C;NM_001297767;CCDS75159
ENST00000507110;MRPS30;NM_016640;CCDS3951
ENST00000507213;PPID;NA;
ENST00000507277;UBE2B;NA;
ENST00000507481;DELE1;NA;
ENST00000507528;PDCD6;NM_001267556;CCDS58940
ENST00000507721;HNRNPDL;NA;
ENST00000507777;COPB2;NA;
ENST00000507980;RPS23;NA;
ENST00000508327;LEMD2;"NM_001348709; NM_001143944";CCDS47411
ENST00000508493;RPL37;NA;
