sample_id	ras_score	tp53_score	nf1_score	ras_shuffle	tp53_shuffle	nf1_shuffle
BS_BJDNWMJH	0.5004844775936993	0.2110887720466989	0.46481840405313074	0.5186430605146722	0.32306862700580563	0.7428014978015123
BS_QSTAVWGE	0.4493280833264744	0.3781990426368942	0.46990500151198916	0.3171318244423313	0.2926648654885401	0.3929874477054969
BS_1XJ73KBQ	0.5258959548674598	0.017137532699726593	0.42436785117074993	0.5960891632895484	0.5540012601487371	0.49064838715842496
BS_WCRKYV0T	0.33113677258152996	0.7065736750152772	0.5349257374664839	0.5121650340402167	0.5191417594907782	0.44196171402291023
BS_4PH1MBGR	0.39642174303931565	0.8286552480839705	0.31389480534207975	0.6323644436783968	0.5161917669876828	0.46337701253455416
BS_0SCXXM6N	0.5713732233220302	0.32932855126898763	0.5298672433319692	0.5922485913264691	0.5340654259365827	0.36353514650625424
BS_TAHV8N04	0.4756432885336701	0.2752337158559369	0.5049311352333352	0.2991186241033217	0.3819239584962499	0.5826534545954775
BS_81SP2HX4	0.43829290453236597	0.9312505744534729	0.49368126141205493	0.39093573542923965	0.38604664949838424	0.5201526418553221
BS_69V8P8A0	0.454283095154268	0.3702298954059214	0.5487312264346954	0.4864824149282785	0.6340143572998007	0.439022124307243
BS_1T19NFJ8	0.38800604902607627	0.6980604544860499	0.4560263332837083	0.4158397608498588	0.5743259792431269	0.5674716700642017
BS_1RXZ3BP7	0.6508144980068481	0.22997877752046098	0.6108010939279779	0.37738676141910016	0.5721266671861828	0.6066977158048946
BS_86Q14TZG	0.6781973568884013	0.4712501142966449	0.5447276690487978	0.6216452735644703	0.5456255950455671	0.45108342765350673
BS_C05FKR8X	0.4445425360921365	0.3501205200633338	0.4212139214478713	0.4437086651806029	0.21157523681816115	0.6115084101491705
BS_VNWKNRY4	0.5730454650324681	0.7710108802895477	0.44817944633046325	0.3764908311678184	0.24817218309964978	0.4610350414968132
BS_J483EMFP	0.640353958347524	0.9897453575504844	0.4596458523234873	0.522107695726089	0.5591458295472431	0.5236462342179403
BS_DY88N5ZT	0.7713442664397544	0.3828526827391512	0.5167712051588899	0.5541386856468532	0.550395898516368	0.5012736453273205
BS_RFMQ7T0T	0.828683767925158	0.48541396586651747	0.4980241207571214	0.4449739460318961	0.438829613917943	0.5286655102676302
BS_ZVWE73JZ	0.4342731279540146	0.9187746469893399	0.4526272081140602	0.5063333452392186	0.5049325725820059	0.38861089425072515
BS_3XY76V8T	0.3421360701465811	0.3539889446697609	0.5360968907372207	0.5691237610878809	0.41211788141884526	0.4173285050845182
BS_SES41DAX	0.514686696910735	0.28105509136140444	0.38584203433881265	0.4247254192006254	0.45343520268684284	0.5724911995940628
BS_K17VQECG	0.4067956857985976	0.9073578817279238	0.48050936367551744	0.35506529508133805	0.31754102714666893	0.38654172039362117
BS_G9XE3N9T	0.3836820747619064	0.6865015059229905	0.45747128038533913	0.5269045060777564	0.7078046222218103	0.5413368062385538
BS_GSVCN2XC	0.5959344131819463	0.8276256464932753	0.5363919916757659	0.28389155422366097	0.21443080382465401	0.48852266800988026
BS_R439VVPK	0.7124793183134814	0.8947857764421306	0.3403725445424196	0.22651498643156315	0.4627083649692663	0.48747915500534755
BS_SXCZ3CXN	0.32573288046359733	0.07406754479000163	0.45578601109383055	0.2567018863963847	0.5694602452001225	0.5705248035688364
BS_JK0VPG1T	0.5199892326269542	0.4771902434745664	0.5712305049761776	0.41069586941098996	0.6831585977340738	0.4740525206931767
BS_MBSTWZA6	0.5231540380849589	0.3236077158304287	0.6097530273274522	0.531668206888131	0.5842604728269908	0.5817625988976473
BS_E2Z940S4	0.49184532072771603	0.14807325245020325	0.46818652408472755	0.7425410425530155	0.4672733472697759	0.6312497768437249
BS_QTSXW7DA	0.4690110147429662	0.5056149476861435	0.5333740933710089	0.6617880997437016	0.6199665518172092	0.4178242053137452
BS_680K119G	0.371254481849998	0.5032610020778763	0.6186561799613576	0.5952868230044321	0.5835473396921456	0.4431162364480861
BS_VP3C8WZT	0.6595154338135442	0.4094603233498499	0.5669983087203441	0.45087510859488933	0.3218770325837706	0.4912743923302918
BS_VR7FR1NE	0.4276476501524034	0.24842621630278128	0.5641155719932087	0.41952179118291294	0.3838447844660997	0.5800819416959607
BS_B0SVFK4P	0.7135184588288517	0.3612382521404297	0.7184937164282983	0.37946251538564624	0.4803398571522161	0.49644292989883515
BS_H0QWRJE2	0.2064665266219445	0.04982198292687217	0.3902561452971431	0.452611677700986	0.4138273186679833	0.5662259786811634
BS_VJ2S5DVS	0.8233763059320593	0.8805444798233624	0.5924601787350815	0.4773646673617802	0.5200642653489974	0.6047328552374512
BS_A7MC2KR2	0.6066703010383557	0.43352042646762284	0.5382314229690872	0.42643056700186377	0.6660887568523611	0.5268647464072309
BS_VJAC9H58	0.5886294848905299	0.13210600771049208	0.6712085545324085	0.433224957817959	0.4762912409057854	0.46147021826517515
BS_C80S5N37	0.29445118201407433	0.6304370076983858	0.42761148531184556	0.25441154683813816	0.3523567620310254	0.5813944518780071
BS_RCC8BXVE	0.49356799429262455	0.8371218052566127	0.3387950510622945	0.4981678141641872	0.37254648845089405	0.5453193718079283
BS_T3H5AY8A	0.5847332787657522	0.00375238194419321	0.6907641409285006	0.45792789302719483	0.26711719834994835	0.3970945252544008
BS_DS438CXE	0.35488779828452993	0.5597044355783415	0.2510389321734831	0.6132489767318475	0.5811270467755303	0.41070066116448534
BS_9Q6Z6VJC	0.5261080184216359	0.4451432702201382	0.5654245811046472	0.40051429324268534	0.3334993120271304	0.529819384557896
BS_JWCX8R17	0.6114756078457456	0.6649869152083081	0.4515639009211697	0.6906069155403496	0.5361761054813172	0.5085974177178407
BS_D0RDN4K5	0.6090113534209312	0.16886281071459291	0.313428883631688	0.4354943064231955	0.43153578469480053	0.5286055482377934
BS_Y7F9E2E9	0.392030094968015	0.5943065800111056	0.47357001221815204	0.45697757538977835	0.44586104654721903	0.322180395949399
BS_HF3RNN2T	0.47251836534553704	0.8424953486576443	0.28068706912992986	0.5388262900673354	0.7411074657470157	0.46013186019510516
BS_66ABA973	0.5677891132850156	0.3586718575749432	0.5537793846426426	0.5067211942346088	0.28310477853241667	0.41971594178094007
