"","stranded_over_polya_logFC","average_logCPM","F","PValue","BH FDR"
"UCK1",-0.533272750217018,5.64390117542846,4.32449640325326,0.0581911539005935,0.251731316833386
"AL353743.1",0.848064237434047,2.52307581057039,4.32363537346834,0.0582128934732843,0.251774579394032
"ABHD10",-0.53832676445869,4.84475997563739,4.31907648700299,0.0583281597730852,0.252222252180067
"AC004453.2",1.55049868447474,-0.517106115286506,4.31599672152528,0.0584061826629494,0.252452872398226
"CA5B",0.520093216363308,3.98265068252321,4.31592199608986,0.0584080773103084,0.252452872398226
"OTULIN",0.64953572354856,5.03606547864432,4.31557786228092,0.0584168036978925,0.252452872398226
"TUBB6",-0.974142012736084,6.68697509081092,4.31453615148539,0.0584432284287921,0.252468607602681
"APCDD1L-AS1",2.05497211424939,0.217879806105387,4.31450624898899,0.0584439871665101,0.252468607602681
"SNX29P2",1.91012927420029,-0.363470519948027,4.31344535801873,0.0584709135471716,0.252499994734632
"NOSIP",-0.527582762034991,4.93893131772551,4.31329234837296,0.0584747982957346,0.252499994734632
"NAA25",0.532557490157092,5.38205914525657,4.31050283808835,0.0585456750722952,0.252755160819361
"AC020763.3",-1.58899673926768,-2.32523800178641,4.30839409475925,0.0585993229067742,0.252934444430446
"PAIP2",-0.580491156583343,6.57200561396092,4.30769565863502,0.0586171045479708,0.252934444430446
"TMX2",-0.579602358861773,6.21696615088616,4.30717709421573,0.0586303109700811,0.252934444430446
"RPA2",-0.601565135409071,5.80227396903972,4.30683766572532,0.0586389572155628,0.252934444430446
"CNPY4",-0.73357245974102,4.37503275558276,4.30655467034855,0.0586461671089428,0.252934444430446
"MAP4",0.524151605591208,8.84144386553104,4.30526571551141,0.058679019319407,0.253025252585975
"PEG13",1.5790796644908,2.65068772989591,4.30377715351705,0.0587169864069862,0.253138075267747
"FN3KRP",-0.556957309052896,5.02331272591275,4.30028031999201,0.0588062918870578,0.253472135931193
"ZNF629",0.507532644728888,6.06470687543844,4.29899760548254,0.0588390918027376,0.253562555954413
"DMAC1",-0.789999040911389,4.95795292191029,4.29829033491127,0.058857186570568,0.253589581672467
"LONRF3",1.20474124447241,2.19479791611682,4.29075490849216,0.0590503863405207,0.25437089500532
"EPHA4",0.895575184114956,6.22691858477193,4.28692849633738,0.0591487816084581,0.254699568181901
"ARG2",-1.17072843456538,3.66925798823135,4.28686422919418,0.0591504358967759,0.254699568181901
"GHDC",-0.607191132928706,4.41009633705542,4.28297152367481,0.0592507405901133,0.255080265792202
"AC093909.6",-1.21631793089817,1.23591616279322,4.27872564331842,0.0593603777960513,0.255500979925689
"CEP164P1",-3.06921175486647,0.752907468196703,4.27654614131925,0.0594167512157427,0.255692311411567
"HCFC2",0.376644198590195,4.90360031531386,4.27602220735799,0.0594303124610747,0.255699366432323
"RING1",-0.56194363393182,5.63930897967103,4.27226601115384,0.0595276445008802,0.256066770809242
"LINC00574",1.58917331081044,0.234126337079186,4.27099795036141,0.0595605460513217,0.25615692635026
"CCDC137",-0.787049729758004,4.70468900994096,4.27047131613701,0.0595742166827915,0.256164354332901
"ECI1",-0.545744656377413,4.63828985053117,4.26970148900935,0.0595942069923858,0.256198948000138
"PKD1",0.964793323483825,7.58174361214973,4.26888439443946,0.0596154334903811,0.256205299136125
"LHFPL1",1.41473510426162,-0.522730349225019,4.26811993003303,0.0596353009534853,0.256205299136125
"FP236241.1",1.27380844175782,3.97114191864931,4.26786163285626,0.0596420155611776,0.256205299136125
"YWHAB",-0.648873116609823,8.16770548280276,4.26780584234718,0.0596434659915457,0.256205299136125
"FBRSL1",0.539225344917868,5.70049842840524,4.26631276119175,0.0596822984987508,0.256320772567322
"RNH1",-0.776074742202792,6.31311845513052,4.26308323381835,0.0597663965745208,0.256619910949716
"ZNF286A",0.703252601331936,5.26799782735893,4.26271939177806,0.0597758800403198,0.256619910949716
"KSR2",2.21607366854265,3.32589697222699,4.26177761628857,0.0598004355839227,0.256673952852506
"RABGAP1",0.41031348106859,6.5024144703388,4.26071306181143,0.0598282069632584,0.256706815036586
"LINC01776",3.001281855942,-0.0515868584797078,4.26056658023451,0.0598320294837696,0.256706815036586
"LINC02035",0.628197765852866,3.70148127084064,4.2598865039982,0.0598497802911248,0.256719407595044
"TFB2M",-0.739778710315644,3.36048037459526,4.25953707449864,0.0598589032722312,0.256719407595044
"TIMM9",-0.743777816532368,3.91170457522687,4.25482681124652,0.0599820424213864,0.257156896888778
"MSS51",1.15913946766461,1.26085280246162,4.254717962597,0.0599848916045579,0.257156896888778
"AC016394.1",0.973305800420622,-0.0510334341497627,4.25180267154064,0.0600612615180822,0.25739773292692
"AC016708.1",1.41611176923653,-0.21726125310122,4.251657348607,0.0600650714891475,0.25739773292692
"ARPC1A",-0.869660344117793,6.92688926942992,4.25022055180338,0.0601027559564311,0.257507772623558
"ANKRD20A1",2.25138671767945,3.86202871531409,4.24872936699898,0.0601418968484403,0.257624007111114
"FUBP3",-0.44215737282612,6.21332059626603,4.2445642481745,0.0602513853867218,0.258041476392654
"AC048341.2",1.36901158561028,4.0478637454653,4.24338829175142,0.0602823409499304,0.258122509222221
"HIF1AN",0.683865906343811,6.17480049688671,4.24178891172744,0.0603244731630127,0.258251357365329
"ISOC2",-0.594938654145462,4.35629081996095,4.24001611394341,0.0603712148893703,0.258383140476975
"USP6",-1.51712501530513,0.237083022634063,4.23960708858489,0.0603820054389352,0.258383140476975
"IFNGR1",-0.530381045767476,6.08059275252045,4.23925116371292,0.0603913970165552,0.258383140476975
"ZBTB10",0.712058104010174,5.82212089659015,4.23797190670456,0.0604251664494727,0.258476061030772
"AC089999.3",1.87752900367186,-1.10101018647825,4.23739421468213,0.0604404235944494,0.258489771735544
"NR2C2",0.590255160762605,6.70345057653773,4.23655864591289,0.0604624995576826,0.258532633674876
"EPB41L4A-AS2",-1.19893360289252,0.515220018542123,4.23525000016025,0.0604970937496175,0.258579765898389
"AC008443.1",1.04226457058854,2.78423115080153,4.23522955058542,0.0604976345243433,0.258579765898389
"ZNF622",-0.734888617045684,3.93847300168162,4.23359296876459,0.0605409315577077,0.258713269585518
"TMEM123",-0.723011803201982,7.27927216995066,4.23150739622043,0.0605961607581773,0.25889770038673
"TMEM203",-0.414690506117657,5.25876954850475,4.23031953199989,0.0606276442094147,0.258937914022255
"AC008937.3",-1.6139935593011,-1.68958655926873,4.23024129214843,0.0606297185854049,0.258937914022255
"CETN2",-0.821908279481389,5.44775807274129,4.22813426646625,0.0606856142038193,0.259125035525287
"EXOSC5",-0.851865906263422,3.36900177375111,4.2269329539585,0.0607175104889279,0.259205943722057
"MPDZ",0.666992137589774,7.28094604858216,4.22651045605062,0.0607287330848255,0.259205943722057
"SWI5",-0.889236342948365,3.30042921564634,4.22601107303238,0.0607420011433361,0.259210990951507
"TMEM50B",-0.470490817127,5.42694769503182,4.22202949519614,0.060847911540683,0.259611300323169
"AC097634.1",1.30015656201477,-0.776032319592451,4.22139649078887,0.060864769889416,0.259631580069251
"PPP2CB",-0.592292714412697,6.84429024496781,4.22059539388378,0.0608861129421744,0.259670978402019
"FAM133DP",-0.899874162807445,-0.166230072932619,4.2194614016068,0.0609163404117092,0.259748244363884
"RN7SL138P",1.88963875840728,-0.663894301271527,4.21705568439043,0.0609805262416732,0.259970249817414
"BX539320.1",1.38089710013335,-1.9116780241307,4.21531867495272,0.0610269209373679,0.260116335505697
"C4orf32",-1.599143144292,1.97069627017279,4.21395986091354,0.061063243680907,0.260187315029031
"NR2F2-AS1",1.55438815355381,0.546810877050163,4.21378813833972,0.0610678358754262,0.260187315029031
"STAG3L5P",1.31914093614669,4.08823278452906,4.21276152972704,0.0610952980078207,0.260252621980484
"LINC00882",1.80830335660511,1.41186612597102,4.21217950245034,0.0611108740058586,0.260267280714387
"CBX3P4",2.06921063780673,-1.6108712599547,4.21068736993287,0.0611508276304878,0.260385735759123
"DOCK7",0.709486086526055,6.45662527487155,4.2087919066883,0.0612016260316247,0.260550312649124
"NR3C2",1.33418366646463,2.77764161642594,4.20648746846634,0.0612634530428206,0.260589398313173
"POM121L7P",2.50471515816673,-0.898747727353496,4.20631570005269,0.0612680645046499,0.260589398313173
"AF250324.1",1.32541282266124,-1.89662724896376,4.20626776273891,0.0612693515505766,0.260589398313173
"STRAP",-0.662956111960893,6.62151419731589,4.20625391367145,0.0612697233835694,0.260589398313173
"Z93930.2",0.856984471702285,-1.16507419198213,4.2061856540912,0.061271556121472,0.260589398313173
"NDUFA13",-0.650413344954863,6.51549503983351,4.20440644255722,0.0613193502884648,0.260740964509713
"R3HCC1",-0.601809936541795,4.88526002588509,4.20210101566887,0.0613813463708536,0.26095284776255
"AC019097.1",-1.26607533761305,0.781328623613134,4.20113784256072,0.0614072696442097,0.261011319724338
"ZNFX1",0.756620385681481,6.85387143326752,4.19744973874933,0.0615066542360177,0.261381953646544
"PRDM11",0.932490911544365,4.68658125376657,4.19577362060443,0.0615518848293713,0.261522350598327
"DGKG",0.882410246595504,4.16627707937722,4.19465818738543,0.0615820072361373,0.261598512814552
"AC113404.3",-1.46715161139926,2.90949593480321,4.19315515085893,0.0616226248473185,0.261719219351542
"AC009242.1",1.59993666732531,-1.71314547135537,4.19239366846607,0.0616432151670449,0.261722779553467
"GNPNAT1",-0.57072187627354,4.54180250945094,4.19222162079743,0.0616478684401397,0.261722779553467
"CHD4",0.532261992712165,8.60765753605807,4.19086282649922,0.0616846337454071,0.261827038308231
"AC104996.2",-1.61765549517428,-2.32052648788377,4.1883787018402,0.061751915372597,0.262060759974567
"MRPL24",-0.696092065399743,4.95195933247725,4.18710043148222,0.0617865711221255,0.26215595992628
"ABL1",0.516631611565738,7.50934430863166,4.18612071068628,0.0618131485351393,0.262216853200488
"AL161756.1",1.05248564071122,-0.63032005115195,4.18520088542943,0.0618381135949251,0.2622708839992
"FAIM",-0.723322815509039,3.36783130126596,4.18392551588993,0.0618727485007792,0.262363280306687
"ADAM19",0.570434524458812,4.7282045012748,4.18334548344729,0.0618885079905723,0.262363280306687
"ZNF268",0.533997578354622,5.55082085249932,4.1830478580939,0.061896596342402,0.262363280306687
"ENO1P4",3.65503096912547,1.65068173446748,4.18236807215275,0.0619150751495534,0.262389751394511
"AC008969.1",0.961561680033704,4.54874133193119,4.18086856868705,0.0619558599350392,0.262510723802197
"NSD2",0.677730466846999,7.60063026147569,4.17989399190806,0.061982384569694,0.262571239235788
"NHP2",-0.689682907308445,5.35863642626343,4.1773340559415,0.0620521220652645,0.262814753960465
"CUBN",1.11938329537172,3.32897197123787,4.17586092573292,0.0620922955279415,0.262932982128981
"SORT1",0.796898502930796,8.56398635164654,4.1744974090343,0.0621295075121154,0.263038625566492
"RNF216",0.472508631487217,6.74404852894274,4.17336966074716,0.0621603052867187,0.263116450000489
"ZNF44",0.703183428226553,3.75945676213752,4.17292605121958,0.0621724248695672,0.263116450000489
"COX5B",-0.778949516272999,6.01428483796934,4.17088878467374,0.0622281201443359,0.263300201391934
"NCK1",-0.506228348994682,4.5473738595815,4.16741078735009,0.0623233406617955,0.263601399587813
"MORC2-AS1",1.58250652285444,-0.485853696928787,4.16710593097933,0.062331695330269,0.263601399587813
"NDUFA6",-0.679025246011906,5.63670789529669,4.16694246148974,0.0623361758070398,0.263601399587813
"GCOM2",-0.885330653627775,-0.0541746744831344,4.16560792757305,0.0623727680081513,0.2636698002027
"MDP1",-0.851564986963777,2.68041670300774,4.16528412466752,0.0623816503890512,0.2636698002027
"AC079385.3",-1.47990932287848,-1.1152415526872,4.16392464125713,0.0624189595247297,0.2636698002027
"GALK1",-0.959492606967129,4.05315978142221,4.16392423672898,0.0624189706304218,0.2636698002027
"AL627171.2",0.917925706432632,-2.05881085210581,4.16390190009784,0.0624195838516206,0.2636698002027
"AC116347.1",-1.50634622819251,-0.302375072333801,4.16366413612988,0.0624261117786884,0.2636698002027
"HSPD1",-0.594244613176058,8.18081976968706,4.158349560989,0.0625722397922267,0.264215494384235
"PRR34-AS1",-0.952132892501235,0.590204920962243,4.15806965423186,0.0625799473830619,0.264215494384235
"OLA1",-0.523490722946899,6.23180710287954,4.15580691528455,0.0626422965875339,0.264426683174459
"AL365259.1",1.34151868807571,-1.90492619875801,4.15525677538639,0.0626574668023957,0.264438675320304
"ZHX1-C8orf76",0.993927937729417,0.951424067541173,4.15447169002573,0.0626791233092408,0.26445938038327
"MARS2",0.584395598488117,3.7034471200378,4.15418502098725,0.0626870332836883,0.26445938038327
"TMC3-AS1",1.05991088030082,-1.25585987368864,4.14895152284089,0.0628316501518069,0.265017351515428
"ZSWIM7",-0.811891659307752,3.46255608926141,4.14789581913768,0.0628608707771788,0.26508846960852
"UBE2Q2",-0.554535007201005,5.32045701728226,4.14741448404238,0.0628741989668171,0.265092553457891
"AHI1",0.718636314441477,4.94751114664832,4.14680070675614,0.062891199399753,0.265112115708707
"TEAD1",0.745732354641874,7.61564362045662,4.14634267270867,0.0629038896386553,0.265113504611884
"PARP2",-0.68230921864132,4.5663448170962,4.14548540978535,0.0629276491152802,0.26515622789198
"POM121C",0.662804293563799,7.27558607259362,4.14451753700716,0.0629544871284155,0.26515622789198
"ABHD16A",-0.401565127750555,5.1158607526938,4.14434322739065,0.0629593219938499,0.26515622789198
"MRPS27",-0.469973029554026,5.83333888414645,4.14419341784805,0.0629634776507764,0.26515622789198
"PRR13",-0.721367817910873,5.74131477266408,4.14212763642947,0.0630208151395009,0.265345591502162
"ZNF706",-0.68292736276174,5.66257125286201,4.14134416846252,0.0630425773143331,0.265385122323418
"PHB2",-0.658558106363093,6.7617607540944,4.13876933602939,0.0631141612003045,0.265634326810073
"NT5C",-0.510700165799763,4.39788846161907,4.13583652696281,0.0631958160521873,0.265876529782968
"AL590399.3",1.47132757552775,-0.735175606594036,4.13581195252899,0.063196500784855,0.265876529782968
"AL161772.1",1.57319646417855,3.98055739500879,4.13279541762142,0.0632806199535484,0.266178218623986
"ADAM32",1.71394829839065,1.84525867680247,4.12576677449295,0.0634771421636824,0.266952499044443
"PCED1B-AS1",-1.63740641742141,1.74668826659696,4.12524154922512,0.0634918569210855,0.266962036315123
"ALS2",0.481385185698567,5.86301221883055,4.12409551571103,0.063523978495722,0.26701450503028
"DCDC1",1.215627398274,1.08621526494672,4.12324552205289,0.0635478151079092,0.26701450503028
"GS1-124K5.4",-1.00817308512839,0.888022118543724,4.12260729416058,0.0635657201618123,0.26701450503028
"LINC002481",1.14575165506443,-2.02490926927336,4.12244748613456,0.0635702044151885,0.26701450503028
"NCKAP5L",0.78672118744555,6.24780215394388,4.12244485509331,0.0635702782460408,0.26701450503028
"TRIM73",1.56174558667282,1.74699449989622,4.1216074145235,0.063593783273677,0.26701450503028
"CMBL",-0.739239548829163,4.30253649395561,4.12158431315265,0.0635944318236056,0.26701450503028
"AL132656.1",2.82572984516671,-0.783750989786062,4.12076370041072,0.063617474922978,0.26701450503028
"ZNF721",0.69216253868443,5.29820487785949,4.12036793587905,0.0636285917106311,0.26701450503028
"CCL22",1.81679218739316,-0.764755409040031,4.1203594711801,0.0636288295043715,0.26701450503028
"ZNF337-AS1",1.23727299348624,2.75087228795448,4.11968648607345,0.0636477386839582,0.267041607843023
"GMPS",0.516521253941444,6.62529422514986,4.11786236338741,0.0636990258080843,0.267204518977468
"ATRNL1",2.04665870824423,6.30345889677194,4.11599182559653,0.0637516694070488,0.267322906678505
"TMEM200C",0.651535171325306,4.79895690640174,4.11518175595341,0.0637744838395064,0.267322906678505
"HSPBP1",-0.71468027681365,4.89132795958375,4.11516868544337,0.0637748520316391,0.267322906678505
"AL391834.2",-0.961457693273828,-0.478130161905423,4.1150887661468,0.063777103388377,0.267322906678505
"RAB5C",-0.472935722954673,7.05311984213013,4.11202270429819,0.0638635475087034,0.267605143238798
"SIPA1L1",0.844059981695589,7.1063676700899,4.11181557306984,0.0638693924020612,0.267605143238798
"NOVA2",1.38451988065577,6.36098925917297,4.11134482264347,0.063882678569445,0.267608533194816
"RBBP4P2",-0.852488717486953,0.039168975508626,4.11019341272106,0.0639151892155522,0.267692438643852
"GOLGA8S",-1.17682487538343,-2.15679546320873,4.10579230031856,0.0640396398553305,0.26816130332236
"CCDC126",-0.747949437210028,3.27195035054704,4.10458692727715,0.0640737749696642,0.268250680301713
"GPKOW",-0.418341119301773,4.54630317508787,4.10333400332191,0.0641092798142821,0.268250680301713
"AC011477.1",0.853335651953392,-0.0167375702279338,4.10320429625988,0.0641129567472238,0.268250680301713
"POLR2M",-0.518078841029879,5.91265554607083,4.10297486535529,0.0641194612687745,0.268250680301713
"ZNF197-AS1",1.0026589912269,-1.84538156943184,4.10283174912395,0.0641235191116599,0.268250680301713
"GNL2",-0.490397587379994,5.54929082743094,4.1012998046333,0.0641669743628028,0.268380122100896
"AL592293.1",-1.77786387117448,-1.53507486388131,4.10031175382463,0.0641950202198073,0.268445075779767
"AC234775.2",-1.22085158348545,-2.04578743922515,4.0994732295315,0.0642188332938533,0.268492307307323
"ZSCAN29",0.535710535236971,5.18678151445352,4.09800187523423,0.0642606435813934,0.26861475025019
"S100PBP",0.39214584207938,5.66007184899493,4.09752312846057,0.0642742547806987,0.268619293947082
"INHBE",-2.59799259673304,0.286029506252754,4.09648895263828,0.0643036691284904,0.268656405189887
"C17orf58",-0.763096715291962,3.23411092176446,4.09633017681019,0.064308186508993,0.268656405189887
"FAU",-0.761627513247153,7.20705595624557,4.09203837706386,0.0644304381536027,0.269057400776931
"SYCE2",-1.17400060804593,-0.340492534718259,4.09184477225231,0.0644359595418733,0.269057400776931
"GZMB",-1.39268547394188,-1.15080239225184,4.09163976994656,0.0644418065922741,0.269057400776931
"AC104986.2",-1.34815643509606,0.555920901163346,4.08730218500596,0.0645656719647888,0.269522096594159
"NFXL1",0.543988047392406,3.80277227762208,4.08611427597629,0.064599644049305,0.269611435214924
"SOX12",0.553079057216262,6.44880515012277,4.0838749752781,0.064663742386601,0.269820548217805
"C3orf18",-0.519558963254147,3.82155642492666,4.08348515358331,0.0646749085410172,0.269820548217805
"CYTL1",-1.43319840913136,2.65906471750003,4.08029634245278,0.0647663365772559,0.270149433471214
"SORL1",1.42392363614999,7.9184807571033,4.07845874469372,0.0648190936984664,0.270262949536018
"ANXA7",-0.667493114158961,5.79276403583008,4.07820626558503,0.0648263463584701,0.270262949536018
"CHD2",0.540664842055416,7.44037936471656,4.07803196816764,0.0648313537561923,0.270262949536018
"ZNF33A",0.5582091394393,5.49226840048305,4.07366668853442,0.0649569155222462,0.270712244346082
"AL162258.2",-1.36863494480856,-0.153638588865026,4.07340766021992,0.0649643753100189,0.270712244346082
"ZMIZ2",0.699486256786394,7.19156860460692,4.07029986316793,0.0650539573220096,0.27103288202068
"AL359922.2",-2.31586529248182,-1.08985021503325,4.06897969162411,0.0650920560096909,0.271087796588615
"PYCARD",-1.03367220140609,3.07410038692565,4.06872951086397,0.0650992789659936,0.271087796588615
"PBK",-1.02969624077548,5.04030014911618,4.06852943771656,0.0651050559599008,0.271087796588615
"CXorf40B",-0.486098694949909,4.16147870235336,4.06560853781137,0.065189465296137,0.271386578352396
"ACTR2",-0.581549895204934,8.11080282332873,4.06498111350103,0.0652076139831044,0.271409451719314
"LINC01588",1.51989353213424,-0.426461759832853,4.06443323828024,0.0652234666152051,0.271422761343213
"TAF4",0.539000624122493,5.01795723694926,4.06229610608458,0.0652853482146567,0.271553518045488
"ATP9A",0.784956555104679,7.82225637273747,4.06211647266374,0.0652905527877916,0.271553518045488
"S100A4",-2.60625095972138,4.56873017097579,4.06203647365641,0.0652928707833169,0.271553518045488
"ELP6",-0.556288593588132,4.40089894099385,4.06132930176178,0.0653133655986597,0.271556786685757
"CREG1",-0.938039160406125,6.36508889578289,4.06113565678646,0.0653189790428861,0.271556786685757
"LINC01550",1.08073083296806,1.0883273805682,4.05699334376101,0.0654391965307643,0.272003854106944
"RAB41",-2.65709800179683,-1.34866655633951,4.05431902129409,0.0655169512949869,0.272233016974554
"ZNF732",1.86680396002045,-0.03337167824714,4.05422405758018,0.0655197143613694,0.272233016974554
"AC103746.1",1.3587372511528,-1.66312778893383,4.05350776388438,0.065540560164868,0.272266886387002
"ERP29",-0.952420725735095,6.4902597540438,4.05253064205358,0.0655690095055826,0.272332322981359
"SETDB1",0.409576101798539,6.0116888872936,4.05145983353669,0.0656002035966042,0.272359311288613
"STX4",-0.693166468552189,4.34196771215412,4.05101410562286,0.0656131934989095,0.272359311288613
"AC011447.7",0.861772616013721,2.13759570111421,4.05100004911038,0.0656136031997512,0.272359311288613
"PCGF6",-0.878362567410362,3.41876163967622,4.04887475028867,0.0656755839691613,0.272563839971086
"FAM120B",0.526510383903047,5.93305558930782,4.04546477302209,0.0657751771035548,0.272924356455222
"GPSM3",-0.862846484762876,4.10411183850672,4.0448005033118,0.0657945991128829,0.272952139607952
"DCHS2",2.02564151216156,3.70482825843366,4.04128020807025,0.0658976409541077,0.273326745926069
"C2orf74",-1.79310277063726,1.83142197143204,4.03860787941179,0.065975991477727,0.273598813846537
"PDK3",1.44460570894835,4.11842953458946,4.03701914949772,0.0660226247556632,0.273739272329299
"NPTN",-0.694162790684534,5.9341304554482,4.03099224350827,0.0661998899347083,0.274421190436727
"AC093635.1",-1.41490900022096,0.104530637093224,4.0301282217323,0.066225349600646,0.274473680818291
"SERPINB6",-0.381498641618457,6.10906100309599,4.02856795591986,0.0662713548992674,0.274585456142136
"C1orf54",-1.3453596707456,2.16789285707516,4.02827661478819,0.0662799495033613,0.274585456142136
"RAD23A",-0.580494502705791,6.12409127573193,4.02791137458599,0.0662907260305846,0.274585456142136
"BMI1",-0.776786355808444,6.49013408462095,4.02603401873286,0.0663461512094445,0.274711526307129
"COX14",-1.21605781237056,4.40200329740428,4.02589741112405,0.066350186446856,0.274711526307129
"EPB41L4A-AS1",-1.10892028583933,4.72975060889691,4.02557921314153,0.0663595868051677,0.274711526307129
"MICALL1",0.649117988536819,5.77489388982375,4.02352460886648,0.0664203234225747,0.274909899028827
"NHSL2",1.65183477805969,5.17335657093101,4.02238423874313,0.0664540629587839,0.27499647739533
"TCEANC",0.587956881185238,2.4575321249819,4.02069087315733,0.0665042016526646,0.275150871343817
"AL391001.1",1.10309696200331,-0.995724122587888,4.0186987906497,0.0665632431784239,0.275342032727259
"IQCB1",-0.454054131974992,3.93476341488291,4.01644231094233,0.0666301969638159,0.275511780332034
"KMT2E",0.702192425389832,7.31036932366715,4.01618354231087,0.0666378802583991,0.275511780332034
"GUSBP1",0.993165289417613,3.53428410267606,4.01601733036149,0.0666428159437985,0.275511780332034
"AC090922.1",-1.71468568447858,-1.67928326483402,4.01222308604433,0.0667556059863599,0.275924886721035
"C16orf59",-0.975642602080233,2.64383017144897,4.00988900093331,0.0668251043081509,0.276158928169792
"TBPL1",-0.592039686900626,4.08502761280877,4.00884518465421,0.0668562124689008,0.276234260264493
"PDE6D",-0.525227768749955,4.38754867011218,4.00788909743198,0.066884721357979,0.276249805342719
"AC096642.1",1.69028438426114,0.0819444215252781,4.00785512050311,0.0668857347605717,0.276249805342719
"SDSL",-0.671049053313635,3.48627913965024,4.0038505111127,0.0670053062894009,0.276690375297472
"SNRPB",-0.800285274075774,6.81898739485897,4.00315702863316,0.0670260386838937,0.27672270985412
"NR6A1",1.28065574285957,3.67974041623137,4.00240802298052,0.0670484396563643,0.276761919505331
"RMST",3.3042043141529,5.89029941885158,3.99798202755597,0.0671809943077065,0.277255717897188
"SFMBT1",0.508736350716572,4.41733900132924,3.9958675317982,0.0672444326694411,0.277438352354193
"AC096921.2",1.1911891619806,-0.547282932069055,3.99564481591124,0.0672511187005525,0.277438352354193
"AC074141.1",1.25349368214392,1.926555405977,3.9947688155229,0.0672774243734257,0.27749349960793
"ATP7B",0.909926273250405,3.39260839858932,3.99420492174104,0.0672943642432181,0.277510002747268
"AL080317.3",1.15315809077042,1.48738429072426,3.99174091823445,0.067368445220379,0.277762094018971
"COPS5",-0.704061733452103,5.54866608122424,3.98996075870841,0.0674220271795665,0.277929586574542
"SGMS1-AS1",1.10260696849906,3.13987454608754,3.98936223370942,0.0674400539957014,0.277950476191353
"TGDS",-0.7478607163284,2.65730576417487,3.98787233859556,0.0674849529001069,0.278082088338423
"CIAPIN1",-0.585588618021368,5.2459671571648,3.98611051013502,0.0675380930229923,0.278247602604137
"MKRN7P",1.31959846032863,0.506091636919275,3.98457023805722,0.0675845917631487,0.278385696972539
"CASP2",0.642398633575667,6.17913449708423,3.98136207099723,0.0676815655266636,0.278714613118834
"LACTB2",-1.24565501957298,3.49029741549163,3.98064919067579,0.0677031365617418,0.278714613118834
"PRRG4",-1.27903444937281,1.62103666302249,3.98025347513551,0.0677151140768522,0.278714613118834
"EIF4G3",0.660132174166223,7.1095170623695,3.98021022273977,0.0677164233943604,0.278714613118834
"AC008741.2",1.14641233587292,1.85200573932476,3.97717510768217,0.067808377053726,0.279039537806661
"AC243960.1",-1.83187959661531,-1.45887708914364,3.97257709693678,0.067947967058592,0.279510862696533
"EBP",-0.827474194267395,4.34940127567689,3.97254390302578,0.067948976039711,0.279510862696533
"C8orf59",-0.748898669169078,3.99061634336862,3.96980697217037,0.0680322313203994,0.279799673511012
"HELLS",0.797068096687211,4.93342235283417,3.96492755405749,0.0681809636049505,0.280357612614835
"AC005776.2",-1.93887225145153,-1.43612554697999,3.96389583627319,0.0682124619918034,0.280433368756028
"CDK11B",-0.794449909547727,5.57598227730851,3.96290736408967,0.0682426564903477,0.280503736375044
"OBSCN",2.87621572551638,8.33603481747919,3.9589143181371,0.0683647941959857,0.280951926789711
"SUMO3",-0.452931942149054,6.47030344273736,3.95676634401703,0.0684306042249942,0.28116850563557
"AC115618.1",-1.01144159138153,-1.94656054711127,3.95613086887828,0.0684500886204291,0.281184847538989
"EFCAB13",1.48184467422203,2.11718105976906,3.95578156056302,0.0684608016527694,0.281184847538989
"TP53TG1",-0.652154228090646,2.44990945530028,3.95385197620772,0.0685200169227758,0.28130110352282
"DERA",-0.710034401779387,4.51626174878652,3.95371732181263,0.068524151506747,0.28130110352282
"USP42",0.582267218800679,5.10711659574918,3.95357723285492,0.0685284532780089,0.28130110352282
"CYSTM1",-1.17922149727718,4.78188358161074,3.95217398978618,0.068571561171611,0.281424195179623
"CTC1",0.625015745243652,4.84618009585266,3.95045330679468,0.0686244653677313,0.28158743700155
"RANP1",-0.888090220662198,2.28098216035489,3.95001483243241,0.0686379545615703,0.281588915347467
"SNRPD3",-0.546566602941838,6.03933512708069,3.94955267793936,0.068652175698694,0.281593395369208
"IL17RA",0.781933965824846,6.15677099651153,3.94723545207142,0.0687235333756257,0.281832188114803
"DET1",0.712298337932884,3.57010771377761,3.94649906731139,0.0687462285953447,0.28187136511431
"TTLL4",0.64815891559277,5.8008843065725,3.94584840534884,0.0687662893529988,0.281899649296375
"OAZ2",-0.436520263253184,6.61059367882655,3.94542284669287,0.0687794136874268,0.281899649296375
"PEF1",-0.502163506071541,6.050834426667,3.94104925717317,0.0689144708817776,0.282399230315698
"RAD17",-0.487327268161753,4.63474568457488,3.93970642233585,0.0689560017937593,0.282515439631815
"TM2D3",-0.499554190374312,5.06477487076362,3.93148323965355,0.0692109838696894,0.283505955316482
"ARF6",-0.755586941864762,6.48898555118617,3.92456739109164,0.0694263063617707,0.284333667910494
"TIA1",-0.665808654679977,6.55520940482449,3.922974432757,0.0694760166097832,0.284482933227688
"IRS2",0.948208747715892,7.4797376098181,3.92211611811881,0.0695028191267304,0.284538359349134
"AC027575.4",0.7422328268019,-0.433830651369585,3.92097239602622,0.0695385533593089,0.284630322986729
"CDYL2",0.935550422271887,4.17967389599745,3.91924881719547,0.0695924462596371,0.28479656313236
"ADAMTSL3",1.44263775319144,2.57156978739142,3.91783427756612,0.0696367136376168,0.284923356371539
