"","gene","stranded_over_polya_logFC","average_logCPM","exact_test_pval","lrt_pval","qlft_pval","deseq2_nbwaldtest_pval","normalized_count_cv","s1_stranded_BS_HE0WJRW6","s2_stranded_BS_SHJA4MR0","s3_stranded_BS_FN07P04C","s4_stranded_BS_8QB4S4VA","s5_stranded_BS_KABQQA0T","s6_stranded_BS_D7XRFE0R","s1_polya_BS_HWGWYCY7","s2_polya_BS_X0XXN9BK","s3_polya_BS_W4H1D4Y6","s4_polya_BS_QKT3TJVK","s5_polya_BS_7WM3MNZ0","s6_polya_BS_68KX6A42"
"24","TEX10",-0.113250300413874,5.02317138621388,0.699212559998938,0.698088750043247,0.564991882500095,0.550000042676279,0.150953188566229,26.3419392611188,39.9968577223508,31.3777798621321,28.1240076610453,28.670085179588,32.7704151896866,29.6813371090536,31.0939610795705,31.9182296266968,31.7625722555482,34.6680228578851,43.4440935207027
"25","LIN54",0.206691409394719,4.58241999887333,0.496039144288551,0.494417055624449,0.311354403345739,0.382577013794169,0.152198494872479,22.4227726881231,33.2217378229474,23.6531512168273,26.4475347809718,24.0426328348124,24.0378531524159,20.9621370306348,19.7044876953683,26.8232187537573,21.9047087613275,20.5584661615776,23.3516151269415
"26","CMTR1",-0.0518946995074734,5.89834603855325,0.854014143440466,0.85337149026326,0.789632696072918,0.765258738980504,0.152595532816193,73.9501758281652,64.1062679598582,56.8352239012204,51.6729678362827,40.6243370702584,64.0802239176233,64.7875900563715,68.8259587941054,58.7939742657421,52.8929473285079,53.2548479090616,65.5610865857876
"27","NOL6",-0.0320750456011364,5.64123928045963,0.909863027481541,0.909431792071249,0.867634148824139,0.829955698857543,0.153146428042124,47.2227447729813,51.0707703299999,48.4621775229156,38.6842200084239,47.4984510606859,63.0080766212324,54.9211268097397,46.2706090491945,62.8909933182089,40.622736574372,44.8959111180905,53.0024578705593
"28","DDX52",0.14883195673449,5.1262601667517,0.606914393362468,0.605742435229308,0.443786746443713,0.455459010268646,0.153221170089161,29.532954667547,48.6500909408907,36.3959692740454,39.1542591336781,32.1406744381697,34.293175117894,34.7635490494989,37.5816287162355,30.3287963378808,33.0750678573316,28.906517850585,33.9343175229578
"29","CCDC92",0.053799296957255,5.6370566260765,0.849412145653386,0.849106283969981,0.780945271194374,0.746482626983582,0.15431433873811,44.1173942096786,41.9723546950721,62.9247121763511,43.7919785028533,53.8025165738585,57.3831879068339,37.5125554952756,47.3832837373543,56.3093248053337,47.8036391617105,46.411404842429,57.4078017953599
"30","MAPK9",-0.137649911672168,5.51757159787262,0.625685129173976,0.624806171989832,0.473203249736742,0.430626201386013,0.15538949895993,43.4320754646739,36.9084047086597,37.6646126646976,47.7089712133053,55.1438071085761,40.7105205296249,58.051516311578,40.7226079037611,43.5439589037822,45.8494889708547,55.9658544358631,43.6498638643454
"31","USP4",0.15476332693464,6.00137414457011,0.576182008595861,0.575193359682795,0.41702528949972,0.376168465688788,0.156001377758668,63.4134001237177,77.7538914122499,77.330862679091,68.8920677914296,58.9161867374692,58.4708735698391,56.4125689284166,74.0804888462036,73.5187307748216,58.9089244458269,49.6196346117597,51.0575962354843
"32","SEC22C",-0.0869393099631525,5.95009954597649,0.757835908369223,0.757215007766918,0.657452124386934,0.642037217336827,0.156474699252165,42.6610918765436,75.1106208149468,58.047483141177,62.9225709007008,56.853952540341,63.9869937179372,47.2180741088809,63.1941087648619,73.0454725483764,60.9034293346727,69.4177866701389,68.1630857699153
"33","PISD",-0.135301219695881,4.62517361311688,0.662024117403506,0.660374266585753,0.523018829016893,0.594927360153023,0.156499190603739,22.958177957658,21.6191710958376,29.1506059096537,19.7573112315198,20.6391081029666,26.8502975096152,19.3068001736417,28.4946456814581,28.3464694271103,22.6790424496952,26.6993067033475,29.2791285744567
"34","GGA3",0.0616628584410331,5.4076887886129,0.832654875838088,0.832105776449088,0.760985509059563,0.765326783775159,0.156892257775266,47.3512420376696,27.7960771232198,40.6529726515674,47.4269477381527,47.448152665634,49.287698900752,32.4183792389332,42.8888438169944,39.0815347759949,48.3362913931128,42.5139222015873,43.8359200815166
"35","PUS7",0.141010959941753,4.34463676735416,0.657478879251407,0.656303947423684,0.517685353390762,0.520220436287436,0.158749663950978,24.949885560328,23.8033473262408,24.7526421553926,19.0679205144803,17.65473666322,17.449585707927,19.3395791213049,21.1438935341079,23.7942260354805,17.3778348908696,16.6357218690088,17.4838414566128
"36","OTUD5",-0.108151325604851,5.98250817582849,0.696035340267082,0.695123324961476,0.567405799914938,0.535693724706248,0.159003519167852,58.1235960607125,67.5425197363524,76.0058351377431,53.0830852120454,56.3677347215058,53.8715170519884,57.3795478844818,64.9689101388418,87.7532456878795,58.9089244458269,63.893494733934,60.489843277947
"37","VRK3",-0.170492339458511,4.61273823283454,0.581182288745821,0.579514765933359,0.421163871994728,0.448684955454726,0.16082940806328,23.0866752223464,20.0053848364315,25.3728678130448,25.5701284138306,19.2475191731971,24.6904645502191,30.4352529053079,28.9138901005084,21.6231561102417,30.218967829852,19.7574869604772,24.3140893149479
"38","SUPT20H",-0.0379648413964769,5.66033197006742,0.894732275007647,0.894103983281964,0.848077990463965,0.815672573180661,0.161534841267177,47.6724851993906,40.4559520892508,57.9065227644378,53.4277805705652,53.3330648867073,46.4907929101671,39.7094005676651,46.4821877326753,40.6968808348863,59.4572122613212,64.3212997790345,56.5794102183723
"39","KLHDC2",-0.120493790526628,5.07129306054196,0.687285779042829,0.686243025684361,0.561919812590745,0.547995180027685,0.162278616977368,33.1522942896032,35.002467488499,37.4954602126107,30.67788690826,34.9741506927606,21.8314050931767,32.7863229264529,34.2894420415725,39.5428871351082,33.2140011902638,42.8024800932658,27.3300187774485
"40","SCMH1",-0.0459772091132236,5.14970196654687,0.876939572616331,0.876029498261501,0.821241490426787,0.758754281849639,0.162318989829903,45.7664424398462,26.5996493791773,41.4423507613065,31.1479260335142,30.1287386360934,34.3553285843514,34.5324574684731,37.5193010459367,44.1907276379622,32.6252097664549,33.8048137342376,33.5199226018734
"41","ANGEL2",0.0824801813989221,5.74165126304514,0.775518380067805,0.774834951736866,0.686087632752286,0.631282633239657,0.162364490011167,39.2559143623014,60.8508715400217,60.7539223745684,58.7548906567799,53.7019197837547,56.7150381424164,34.2212213604108,50.8683228447805,50.1272031932161,60.3086814978764,56.7668336369635,59.3946140295259
"42","PTGES2",0.0177911946446282,5.1550605270459,0.952310077173862,0.952108341940864,0.930491547154176,0.892471486244425,0.162800546929351,37.778195818385,26.8361525378834,44.7408235770024,27.8576521567346,40.7584661237301,36.965774175564,42.3995688023863,31.5551299405259,33.4764975569085,30.6904179178082,40.2748772655881,33.885729170846
"43","SMC6",0.00746989884959085,5.11002983726797,0.980441380413828,0.980054283388327,0.971477960337808,0.972784907522623,0.163714173736064,43.9460645234275,38.8004299783083,24.9781787581752,35.409614102486,34.0855457135102,30.3464299978464,35.1062529473179,32.4914424764051,25.1598990529694,36.0065165091025,37.7897879493534,39.9459976787759
"44","USP40",0.110640867286541,5.46428203899702,0.70245297219482,0.7017581114158,0.583540931431196,0.547100558748304,0.165513711102402,43.1964971460785,42.8209836763116,52.9447175032202,40.6897202761753,40.9428935722538,54.2755145839618,30.0091265856859,53.1182678936842,44.2968299262441,36.2745550935375,41.1785461078552,49.6703058541509
"45","AFTPH",0.0129330984334887,5.31945481857993,0.965662750079275,0.965405227108103,0.951139041213764,0.975706791126129,0.166205487585909,34.6728452550824,33.6251843877989,43.3594118849588,45.4684513829267,40.272248304895,43.0878906216221,40.6131161547404,23.6733348623786,46.170253168184,39.1634153924481,41.1580081796219,47.5528626405369
"46","KLHL20",0.0592326079615119,4.64363666571785,0.849272620928138,0.848417992312619,0.78180655941504,0.796611591603473,0.166753150545875,26.1491933640862,34.8216121318414,20.4110625518272,27.0742536146442,19.7337369920322,24.6749261836047,22.0110633558581,24.5118237004794,22.0083459356873,26.3422364369737,22.9203279084122,28.9273276643579
"47","UMPS",0.17865236147932,5.01227313538934,0.548800261436186,0.547299834771113,0.386145000770059,0.398672534427345,0.166983428712464,28.7619710794167,40.9985181592236,31.7724689170017,39.1229231919945,35.9633524621148,28.7925933364103,35.614326636098,36.6419622250039,30.7801687787893,28.9183850540434,25.6107965069803,23.9423751457868
"48","LRIF1",-0.0930449980081386,4.52541035970845,0.76793545106507,0.766807840841141,0.668255399680967,0.715044196369801,0.167729290336944,20.7523082471741,21.1183408774012,23.9350719703056,28.0926717193617,22.0139309010521,17.6360461072993,21.2371524015292,19.0777172888879,31.1699108476266,26.3898877408732,21.6527269778502,22.9181034771573
"49","PDXDC1",-0.0462637579060928,5.71597770508064,0.871270051911431,0.870751404291942,0.814529028799956,0.803391184097627,0.167967288660652,64.8285833321524,47.1211675796085,51.9007649530901,45.3252461294326,55.976413208002,44.9936712868734,70.1751378942998,43.5898204856467,49.258425050552,46.1504367370453,62.4028519027578,48.6788246854439
"50","ATF2",-0.141176877596069,5.88977452183098,0.619045875907031,0.618123049573607,0.479075711627109,0.433650124202458,0.169261420143798,45.2096209595299,51.5020407958757,54.2979371199159,69.7068022752036,62.0682194940555,55.3942769801957,51.4301688836058,44.8032535825182,71.1023649652877,68.8262031595975,71.8211350320048,64.9834693179234
"51","BICD2",0.158800527431818,5.98562096840482,0.570233664249843,0.569087247851442,0.415461630287245,0.351040330481667,0.169586219718062,60.9933683054198,84.7516025198473,47.8701439406112,60.9170706329494,65.3711474357975,80.9859667940477,55.1669689172139,67.0930818620305,58.4963275824432,54.1289030234026,57.0132887757636,67.2271625939918
