Mixture	B cells naive	B cells memory	Plasma cells	T cells CD8	T cells CD4 naive	T cells CD4 memory resting	T cells CD4 memory activated	T cells follicular helper	T cells regulatory (Tregs)	T cells gamma delta	NK cells resting	NK cells activated	Monocytes	Macrophages M0	Macrophages M1	Macrophages M2	Dendritic cells resting	Dendritic cells activated	Mast cells resting	Mast cells activated	Eosinophils	Neutrophils	P-value	Correlation	RMSE	Absolute score (sig.score)
BS_401R3KV0	0	0.0135944185531684	0.00189289260820808	0.0524260119261439	0	0.207997000025484	0	0.0309136645075338	0.0050873091458674	0	0.0893607336626219	0.0194262669030092	0.187987483135102	0	0.00139494118092299	0.242095660739735	0	0	0.00938372473587142	0	0	0.0484398928763327	9999	0.0396144037157781	1.07644991247799	0.91
BS_40MP5BWR	0.00281413277874106	0	0	0.00105190594179311	0.00433861288991182	0.00570999227992422	0	0.00520032803907216	0.000790459337801501	0	0.00334696004846938	0.00143786186051989	0.00519702229588119	0	0.00138129227713617	0.0063496582416177	0.00238177400913181	0	0	0	0	0	9999	-0.035194966987057	1.0996462873649	0.04
BS_42DY6WS7	0.000711863422487758	0.00380009958546436	0	0.0252312099166551	0	0.196267842327903	0	0.0230109560240705	0.00135213688219148	0	0	0.0381773252749804	0.0552029449390144	0	0	0.174058323251753	0	0	0.0114010402483807	0	0	0.0107862581270993	9999	0.0578175078041075	1.07313127528273	0.54
BS_42Y3YANN	0.00700929198836456	0	0	0.0264719341893807	0	0.113886892563146	0	0.0155145859853617	0	0	0.00207727011655018	0.0614946762280953	0.0470016077168657	0	0	0.133659653384332	0	0.00454985945935484	0	0.0683048262559535	0.00333872677461523	0.00669067533798004	9999	0.0417132281504403	1.0840501429992	0.49
BS_44A3ES23	0	0.0247932242201944	0.0114873376687168	0	0.0429401904362889	0	0	0.044284249583395	0	0	0.000963469715969243	0.014183182033078	0	0.0014539538639375	0	0.115753915325862	0	0	0	0.014140477152558	0	0	9999	-0.0589706881659137	1.11464776406628	0.27
BS_45J79YTF	0	0.000330386263532577	0	0.0522735196018541	0	0.0238064709085175	0	0.0185771205966635	0.00709985761107275	0	0.0143877253053659	0.00886209180993479	0.0114035117899717	0.0137645514289573	0	0.111247038363156	0	0.00682193390182239	0.116923655804069	0	0.00450213661508192	0	9999	-0.045497747227481	1.10748599318959	0.39
BS_46BZ2NNN	0.123398249516479	0	0.00662244072334433	0.0957691790694669	0.000140660572260517	0.136216229866043	0	0	0.0716105931359715	0	0.037817330260345	0.0268427422363092	0.128068896051835	0	0	0.153291244754883	0	0	0.0913081238793601	0	0	0.0089143099337023	9999	0.0113638821692584	1.07424857083271	0.88
BS_470DYRJQ	0.00418236935583764	0.00499009618320617	0	0.0971862432575627	0	0.261059290031129	0	0.0361119921386462	0.000734327285431706	0	0	0.0555040257891697	0.0643374949611587	0	0.00891761820378915	0.205823031397503	0	0	0.0953649473055896	0	0.00242114478322255	0.0033674193077535	9999	0.0312782331326385	1.07812658099771	0.84
BS_478TN841	0	0.00898026427095711	0	0.147762542788575	0	0.158566776787575	0	0.0648050721415242	0.0105814506992056	0	0.0129823839065671	0.0418630451106883	0.10372922164176	0	0.00415109932481074	0.348054926861662	0	0	0.0350998548169774	0	0.0134233616496968	0	9999	0.0701909453717851	1.06269911783105	0.95
BS_479S95Q6	0.0254178095768999	0	0.00370322174241214	0.0184887959245411	0	0.0509728253946187	0	0	0	0	0.01877412327208	0.002136855607685	0.24267724590171	0	0.0155998692940637	0.708226051495232	0	0.0155109432876913	0.0230462763567514	0	0	0.00544598214631479	9999	0.383249300331389	0.937666071174726	1.13
BS_47SJZ3PH	0.00102418985937855	0.00390008949810645	0	0.0720227962954595	0	0.162403691571559	0	0.00146687070962193	0	0	0.00542416775604744	0.0150576453036558	0.0505739090001679	0	0.000179283332075825	0.409836826513679	0	0.00229367867170267	0.0487933459903424	0	0	0.00702350549820381	9999	0.182514219919258	1.02184623730112	0.78
BS_49852ZBH	0	0.000961791828312915	0	0	0	0.0434466125958398	0	0.00652411006386724	0	0	0	0.0213185923818128	0.0385132095633808	0	0	0.147669525839339	0	0.000922827051640142	0	0.0859569365564017	0.00218261006716784	0.00250378405223815	9999	0.121099220639462	1.06754782399923	0.35
BS_49BQS7Z6	8.00951979157139e-05	0.00371244639528076	0	0.0144277145919451	0	0.0915146882733953	0	0.0132250350841119	0.0237056153689163	0	0.0391507683840325	0.0054775105557325	0.0371889869149491	0	0.00356794604964263	0.0684995801074	0	0	0.0446581728326087	0	0	0.00479144024406947	9999	0.0105693294619525	1.080289018866	0.35
BS_49F4RAA4	0	0.0704159830984649	0.00491478268480615	0.0576892956265312	0	0.272437577582638	0	0	0	0	0.0897714191345057	0	0.839559679367685	0.173178767723451	0.0562406728961058	1.47165669881467	0	0	0.0416805175334129	0	0	0.0224546055377297	9999	0.664935436472593	0.763348675183727	3.1
BS_49FQXT2E	0.00816398045286344	0.00511017638563348	0	0.122631689872184	0	0.268615567173713	0	0.00295987933967591	0.00270924966550533	0	0	0.110114064252018	0.126625324446437	0	0	0.349897218358497	0	0.000603043774129204	0	0.0330907723367036	0	0.00947903394263931	9999	0.0832291445411661	1.06473357028053	1.04
BS_49VCQD19	0	0.000978329421437139	0	0.0576184429708679	0	0.0840589355026143	0	0.0123804168770769	0	0	0	0.0851599863291467	0.296889713408051	0	0.000469117192392757	0.804614964911756	0	0.0012220110506761	0	0.0238612891270858	0.00274679320889479	0	9999	0.391925542793064	0.929839653571053	1.37
BS_4A45GGSW	0.00186771396879393	0.000336260681065617	0	0.0157253687907946	0	0.0796873174988713	0	0.0183856706207115	0.0108109614897261	0	0.00158975946752893	0.0174925017179509	0.0125199331847717	0.0944505772050421	0	0.267425384174145	0	0.00733860244407971	0.0101971975140999	0	0	0.0121727512424189	9999	0.120109760384093	1.06363901727813	0.55
BS_4B0BAVTX	0.00855503093566603	0.0134322695715607	0	0	0	0.0425047483828034	0	0.0386789636263152	0	0	0	0.0454069743480404	0.127516486734405	0	0.0175920531427113	0.526079231618211	0	0	0	0.0574673491390869	0	0.0127668925012004	9999	0.0420867621280436	1.10533559511654	0.89
BS_4BWB0FA0	0.0697877576031656	0	0.00962357847573781	0.0571531083037271	0	0.0503028278865505	0	0.0516304931794616	0	0	0	0.040203141751245	0.104936442015479	0	0	0.492098049291123	0	0	0	0.204264601493511	0	0	9999	0.108686727913821	1.06052158887005	1.08
BS_4C4MZ4NT	0.0208575430177507	0	0.000911489279680238	0	0.0047461441594237	0.0127992344753469	0	0.0156135024349164	0	0	0	0.0200774010262394	0.124811207614098	0	0	0.191525217262144	0	0.00166603264748844	0	0.0625735288635149	0.00441869921939775	0	9999	0.0666237765449298	1.08501893989652	0.46
BS_4CP4T22V	0	0.00234165329108305	0.00202828574958982	0	0	0.0306502306699527	0.00439839421275458	0.0327328843463585	0.00555000358890671	0	0.00913520081740107	0.00487435928387984	0.0255852348103566	0.0119442310312795	0.000694732949043499	0	0	0.000404816719207376	0.00157077190972568	0	0	0.00808920062046111	9999	-0.0318145255683836	1.11531396961994	0.14
BS_4D9DD103	0	0.00540967843993538	0.00433970165955302	0.00592063720328825	0	0	0	0.0241449571888748	0	0	0	0.0145465034987765	0.00183949052385487	0.0233161931408574	0	0.0335902941940835	0	0	0.00689254415077631	0	0	0	9999	-0.0380635367702039	1.11015197209516	0.12
BS_4E1G7E3G	0	0.116298844167566	0.0289134936145286	0	0	0.0653117974414198	0	0.0800445235178937	0	0	0.0238533357856098	0.00766594972843985	0.0503231381791463	0.1154311488054	0	0.0310745920672221	0	0.00362110818095945	0.0119360592037487	0	0.00552600930806613	0	9999	-0.0604208738723763	1.11254734102483	0.54
BS_4EN8D8Y4	0.00577115636196224	0.00418092876145828	0	0.034666532955582	0	0.155964704121198	0	0.0171581392661464	0	0	9.80557836873189e-05	0.0746388740427081	0.101338618152432	0	0.00252360581318604	0.372811047250147	0	0.00486390114669771	0	0.0699608670603183	0.00602356928447629	0	9999	0.0980765408641119	1.05781812372321	0.85
BS_4FZS7TX4	0.00236590278707038	0	0	0.0624184252013377	0	0.0384601734149189	0	0.00346806265616764	0.00966172679919803	0	0	0.00428113286611288	0.0284005782872444	0.0200186044759361	0	0.0371113046256367	0	0	0.0639648315517531	0	0.000707010130448181	0.00914224720417585	9999	0.0239805173829523	1.07647275008739	0.28
BS_4GTESTSE	0.0261980509742608	0	0.0594892391598778	0	0.0368427855705264	0.0183401688969115	0	0.00398563406174821	0	0	0.018122429366687	0.0149458000520767	0.104307466923252	0	0	0.182745454256512	0	0	0	0.0189626645043646	0	0.146060306233783	9999	0.000476359820932816	1.12083971641299	0.63
BS_4HQ3T2NC	0.0015278660078685	0.00011587120547541	0	0.0479772059318581	0.00741917406797845	0.0551259872880095	0	0.00989942611500431	0	0	0.000538903537263347	0.0403457024070909	0.108441390064394	0	0.000217503665463787	0.514400036506623	0	0	0	0.128102338094362	0.00051867111852258	0.0153699239900862	9999	0.11039364720519	1.07150398750749	0.93
BS_4JWBB28H	0.00177848170630123	0.00143406833274082	0.000634575341349754	0.0263421822999511	0	0.0297700548259613	0	0.017319291157802	0.0060547728073086	0	0	0.00412522926524755	0.0122887161382405	0.00527184550373101	0.0068976658669409	0.0437789336445907	0	0	0.0408194022959857	0	0.00348478081384891	0	9999	-0.0463530864189065	1.09565969251941	0.2
BS_4NF35AF6	0	0.0130278116517574	0	0.0106689210571226	0	0.0207793811431877	0	0.00117674005340795	0.00121816394759365	0	0.0201107664376007	0	0.00887193407637524	0.018120267407258	0.00229757319478166	0.0842215287990137	0	0	0.113771315246602	0	0	0.00573559698529923	9999	0.0276017417435376	1.09162676514349	0.3
BS_4NWHYH53	0.000947336344058582	0	0	0	0	0.0916606925936594	0	0	0	0	0	0.0633275234526725	0.0189064563051722	0.0216485817195362	0	0.353593545258471	0.000311719061298935	0	0	0.0448160475330563	0.0147880977320748	0	9999	0.152752687477279	1.05204474904181	0.61
BS_4PH1MBGR	0	0.00451517210682577	0	0	0.00772018936658773	0.0206487058219239	0	0.0149320387335393	0	0	0	0.00715660084987452	0.00759303734645305	0.0138602295193873	0	0.114845978666923	0	0	0.0187280475884852	0	0	0	9999	-0.0474405402600796	1.12797097297435	0.21
BS_4QW2S1Q8	0.0195477217437701	0	0.00228501602755227	0	0	0.038843856043224	0	0.0236413562087898	0	0	0	0.0559024126984923	0.102491241757162	0	0.0338049856284558	0.464545781764999	0	0	0	0.0347887387124696	0.00871582612992788	0.00543306328515739	9999	0.0826242944603774	1.08477172343646	0.79
BS_4SCWT0FX	0.00486918875564156	0.00204320365384608	0	0	0.00201710765724104	0.0312016477262885	0	0.0702794812082347	0	0	0.0261395523129787	0	0.0080118025715105	0.159683151077075	0	0.149233449059436	0	0	0	0.0151041028806923	0	0.00141731309705601	9999	0.0199858341367236	1.11891631678843	0.47
BS_4T0HPZDC	0	0.0113356308322949	0	0.0199621011869806	0	0.112498712996472	0	0.0248985515904707	0.00204811632792631	0	0.0786737678607444	0	0	0.362941746853596	0.00723525226785404	0.225500981286255	0	0	0	0.13222616186414	0	0.0526789769332657	9999	0.131324425853668	1.06757798480168	1.03
