Kids_First_Biospecimen_ID,count_regions_any_conf,count_regions_high_conf,count_regions_low_conf,any_regions,any_regions_logical,experimental_strategy.x,genome_size.x,cnv_breaks_count,breaks_density.x,experimental_strategy.y,genome_size.y,sv_breaks_count,breaks_density.y,count_regions_any_conf_truncated
BS_8SYN7GXG,1,1,0,High Confidence,TRUE,WGS,2719487222,82,0.030152743258596564,WGS,2719487222,368,0.13531962828248215,1
BS_8TFBNHT0,0,0,0,No Calls,FALSE,WGS,2719487222,8,0.0029417310496191768,WGS,2719487222,156,0.05736375546757395,0
BS_8W0FNBWF,0,0,0,No Calls,FALSE,WGS,2719487222,4,0.0014708655248095884,WGS,2719487222,48,0.01765038629771506,0
BS_8WJR4AA3,0,0,0,No Calls,FALSE,WGS,2719487222,0,0,WGS,2719487222,62,0.02279841563454862,0
BS_8YQGSMDK,0,0,0,No Calls,FALSE,WGS,2719487222,34,0.012502356960881502,WGS,2719487222,138,0.0507448606059308,0
BS_922YMFYK,0,0,0,No Calls,FALSE,WGS,2719487222,0,0,WGS,2719487222,494,0.18165189231398418,0
BS_928HWFFM,1,1,0,High Confidence,TRUE,WGS,2719487222,44,0.01617952077290547,WGS,2719487222,328,0.12061097303438625,1
BS_93B38HPS,0,0,0,No Calls,FALSE,WGS,2719487222,26,0.009560625911262324,WGS,2719487222,206,0.0757495745276938,0
BS_947CK40E,0,0,0,No Calls,FALSE,WGS,2719487222,0,0,WGS,2719487222,118,0.043390532981882855,0
BS_94AP61Q5,0,0,0,No Calls,FALSE,WGS,2719487222,0,0,WGS,2719487222,24,0.00882519314885753,0
BS_95RRF4NE,0,0,0,No Calls,FALSE,WGS,2719487222,2,7.354327624047942e-4,WGS,2719487222,126,0.046332264031502035,0
BS_969K7ZM1,0,0,0,No Calls,FALSE,WGS,2719487222,0,0,WGS,2719487222,94,0.03456533983302533,0
BS_96S0VQBN,0,0,0,No Calls,FALSE,WGS,2719487222,0,0,WGS,2719487222,1700,0.6251178480440751,0
BS_99PPRCW4,0,0,0,No Calls,FALSE,WGS,2719487222,6,0.0022062982872143827,WGS,2719487222,56,0.020592117347334238,0
BS_9BF58P80,0,0,0,No Calls,FALSE,WGS,2719487222,82,0.030152743258596564,WGS,2719487222,160,0.058834620992383534,0
BS_9BGCH82S,1,1,0,High Confidence,TRUE,WGS,2719487222,24,0.00882519314885753,WGS,2719487222,192,0.07060154519086025,1
BS_9CMJ3QF6,0,0,0,No Calls,FALSE,WGS,2719487222,6,0.0022062982872143827,WGS,2719487222,166,0.06104091927959792,0
BS_9D39MFHT,0,0,0,No Calls,FALSE,WGS,2719487222,20,0.007354327624047942,WGS,2719487222,188,0.06913067966605066,0
BS_9E632VPJ,1,1,0,High Confidence,TRUE,WGS,2719487222,18,0.006618894861643148,WGS,2719487222,162,0.059570053754788334,1
BS_9E6Q11G2,0,0,0,No Calls,FALSE,WGS,2719487222,0,0,WGS,2719487222,82,0.030152743258596564,0
BS_9F2J6VS1,0,0,0,No Calls,FALSE,WGS,2719487222,6,0.0022062982872143827,WGS,2719487222,70,0.025740146684167797,0
BS_9G7ETYHR,0,0,0,No Calls,FALSE,WGS,2719487222,2,7.354327624047942e-4,WGS,2719487222,54,0.019856684584929445,0
BS_9GJHMA3J,0,0,0,No Calls,FALSE,WGS,2719487222,0,0,WGS,2719487222,666,0.24489910988079647,0
BS_9GSWPZ44,0,0,0,No Calls,FALSE,WGS,2719487222,70,0.025740146684167797,WGS,2719487222,90,0.033094474308215736,0
BS_9HDPJT21,0,0,0,No Calls,FALSE,WGS,2719487222,18,0.006618894861643148,WGS,2719487222,44,0.01617952077290547,0
BS_9HEMB7RK,0,0,0,No Calls,FALSE,WGS,2719487222,14,0.0051480293368335595,WGS,2719487222,48,0.01765038629771506,0
BS_9JVGXA2W,0,0,0,No Calls,FALSE,WGS,2719487222,0,0,WGS,2719487222,54,0.019856684584929445,0
BS_9KDA3HG6,0,0,0,No Calls,FALSE,WGS,2719487222,4,0.0014708655248095884,WGS,2719487222,220,0.08089760386452736,0
BS_9M49SGAQ,0,0,0,No Calls,FALSE,WGS,2719487222,0,0,WGS,2719487222,102,0.0375070708826445,0
BS_9NF39QAW,0,0,0,No Calls,FALSE,WGS,2719487222,20,0.007354327624047942,WGS,2719487222,124,0.04559683126909724,0
BS_9PQPZPGM,0,0,0,No Calls,FALSE,WGS,2719487222,16,0.0058834620992383535,WGS,2719487222,34,0.012502356960881502,0
BS_9QMVZ4C0,0,0,0,No Calls,FALSE,WGS,2719487222,6,0.0022062982872143827,WGS,2719487222,44,0.01617952077290547,0
BS_9R82A3VT,0,0,0,No Calls,FALSE,WGS,2719487222,0,0,WGS,2719487222,54,0.019856684584929445,0
BS_9W6FK6X4,0,0,0,No Calls,FALSE,WGS,2719487222,0,0,WGS,2719487222,36,0.013237789723286295,0
BS_9X9E86DY,0,0,0,No Calls,FALSE,WGS,2719487222,0,0,WGS,2719487222,92,0.033829907070620537,0
BS_9YPJANGX,0,0,0,No Calls,FALSE,WGS,2719487222,2,7.354327624047942e-4,WGS,2719487222,86,0.03162360878340615,0
BS_9ZFXXJPK,0,0,0,No Calls,FALSE,WGS,2719487222,24,0.00882519314885753,WGS,2719487222,2442,0.8979634028962538,0
BS_A3EV6FXK,0,0,0,No Calls,FALSE,WGS,2719487222,86,0.03162360878340615,WGS,2719487222,102,0.0375070708826445,0
BS_A4KYP5H0,0,0,0,No Calls,FALSE,WGS,2719487222,94,0.03456533983302533,WGS,2719487222,248,0.09119366253819448,0
BS_A70G7S2W,0,0,0,No Calls,FALSE,WGS,2719487222,46,0.016914953535310268,WGS,2719487222,180,0.06618894861643147,0
BS_ABENB1H2,0,0,0,No Calls,FALSE,WGS,2719487222,14,0.0051480293368335595,WGS,2719487222,54,0.019856684584929445,0
BS_ABZ3BK38,0,0,0,No Calls,FALSE,WGS,2719487222,28,0.010296058673667119,WGS,2719487222,148,0.054422024417954774,0
BS_ACE6QKVF,0,0,0,No Calls,FALSE,WGS,2719487222,0,0,WGS,2719487222,44,0.01617952077290547,0
BS_ACTR13BQ,0,0,0,No Calls,FALSE,WGS,2719487222,2,7.354327624047942e-4,WGS,2719487222,46,0.016914953535310268,0
BS_AEMRNSQX,0,0,0,No Calls,FALSE,WGS,2719487222,14,0.0051480293368335595,WGS,2719487222,56,0.020592117347334238,0
BS_AG0BZN6F,0,0,0,No Calls,FALSE,WGS,2719487222,34,0.012502356960881502,WGS,2719487222,46,0.016914953535310268,0
BS_AGAW7M7W,0,0,0,No Calls,FALSE,WGS,2719487222,20,0.007354327624047942,WGS,2719487222,154,0.056628322705169154,0
BS_AGD2ATY1,0,0,0,No Calls,FALSE,WGS,2719487222,0,0,WGS,2719487222,92,0.033829907070620537,0
BS_AGGH3QGS,0,0,0,No Calls,FALSE,WGS,2719487222,2,7.354327624047942e-4,WGS,2719487222,168,0.061776352042002713,0
BS_AJ0T7DJ7,0,0,0,No Calls,FALSE,WGS,2719487222,0,0,WGS,2719487222,46,0.016914953535310268,0
BS_AJFG2QDD,0,0,0,No Calls,FALSE,WGS,2719487222,0,0,WGS,2719487222,98,0.036036205357834916,0
BS_APAQ2X2S,0,0,0,No Calls,FALSE,WGS,2719487222,4,0.0014708655248095884,WGS,2719487222,192,0.07060154519086025,0
BS_AQECMDPP,0,0,0,No Calls,FALSE,WGS,2719487222,4,0.0014708655248095884,WGS,2719487222,26,0.009560625911262324,0
BS_AQQY8HMR,0,0,0,No Calls,FALSE,WGS,2719487222,2,7.354327624047942e-4,WGS,2719487222,80,0.029417310496191767,0
BS_AR2BH0Z4,0,0,0,No Calls,FALSE,WGS,2719487222,2,7.354327624047942e-4,WGS,2719487222,106,0.038977936407454096,0
BS_ARE4EM81,0,0,0,No Calls,FALSE,WGS,2719487222,24,0.00882519314885753,WGS,2719487222,158,0.05809918822997874,0
BS_ASXY97FK,0,0,0,No Calls,FALSE,WGS,2719487222,0,0,WGS,2719487222,124,0.04559683126909724,0
BS_AVS4DSZW,0,0,0,No Calls,FALSE,WGS,2719487222,0,0,WGS,2719487222,126,0.046332264031502035,0
BS_AWDQEKK1,0,0,0,No Calls,FALSE,WGS,2719487222,0,0,WGS,2719487222,52,0.019121251822524648,0
BS_AXM96K20,0,0,0,No Calls,FALSE,WGS,2719487222,2,7.354327624047942e-4,WGS,2719487222,112,0.041184234694668476,0
BS_AXW0XBH8,0,0,0,No Calls,FALSE,WGS,2719487222,4,0.0014708655248095884,WGS,2719487222,66,0.024269281159358207,0
BS_AYPBAHJ6,0,0,0,No Calls,FALSE,WGS,2719487222,0,0,WGS,2719487222,1526,0.561135197714858,0
BS_B1X2SB4P,0,0,0,No Calls,FALSE,WGS,2719487222,14,0.0051480293368335595,WGS,2719487222,126,0.046332264031502035,0
BS_B3RH9V17,0,0,0,No Calls,FALSE,WGS,2719487222,0,0,WGS,2719487222,86,0.03162360878340615,0
BS_B4DY7ET3,0,0,0,No Calls,FALSE,WGS,2719487222,4,0.0014708655248095884,WGS,2719487222,46,0.016914953535310268,0
BS_B4P1NP87,0,0,0,No Calls,FALSE,WGS,2719487222,20,0.007354327624047942,WGS,2719487222,148,0.054422024417954774,0
BS_B558FJXC,0,0,0,No Calls,FALSE,WGS,2719487222,0,0,WGS,2719487222,72,0.02647557944657259,0
BS_B6K0N6HS,1,1,0,High Confidence,TRUE,WGS,2719487222,28,0.010296058673667119,WGS,2719487222,278,0.10222515397426639,1
BS_B6KCJF2B,0,0,0,No Calls,FALSE,WGS,2719487222,20,0.007354327624047942,WGS,2719487222,98,0.036036205357834916,0
BS_B73JK7T1,1,1,0,High Confidence,TRUE,WGS,2719487222,28,0.010296058673667119,WGS,2719487222,166,0.06104091927959792,1
BS_B91XGSA5,0,0,0,No Calls,FALSE,WGS,2719487222,0,0,WGS,2719487222,140,0.051480293368335595,0
BS_B94G701Q,0,0,0,No Calls,FALSE,WGS,2719487222,0,0,WGS,2719487222,198,0.07280784347807463,0
BS_B9QP40ER,0,0,0,No Calls,FALSE,WGS,2719487222,84,0.030888176021001357,WGS,2719487222,170,0.06251178480440751,0
BS_BA0M71QZ,2,1,1,High Confidence,TRUE,WGS,2719487222,48,0.01765038629771506,WGS,2719487222,240,0.08825193148857531,2
BS_BAVWP5JG,0,0,0,No Calls,FALSE,WGS,2719487222,0,0,WGS,2719487222,44,0.01617952077290547,0
BS_BBCM52QE,0,0,0,No Calls,FALSE,WGS,2719487222,42,0.015444088010500678,WGS,2719487222,142,0.05221572613074039,0
BS_BBHFKBE7,0,0,0,No Calls,FALSE,WGS,2719487222,0,0,WGS,2719487222,58,0.02132755010973903,0
BS_BD4RQ1G0,0,0,0,No Calls,FALSE,WGS,2719487222,4,0.0014708655248095884,WGS,2719487222,40,0.014708655248095883,0
BS_BFDEZK1C,0,0,0,No Calls,FALSE,WGS,2719487222,88,0.03235904154581094,WGS,2719487222,58,0.02132755010973903,0
BS_BM95DGCQ,0,0,0,No Calls,FALSE,WGS,2719487222,0,0,WGS,2719487222,94,0.03456533983302533,0
BS_BMHYK93N,0,0,0,No Calls,FALSE,WGS,2719487222,0,0,WGS,2719487222,330,0.12134640579679104,0
BS_BNFCXVYZ,0,0,0,No Calls,FALSE,WGS,2719487222,0,0,WGS,2719487222,98,0.036036205357834916,0
BS_BR1X3R68,0,0,0,No Calls,FALSE,WGS,2719487222,0,0,WGS,2719487222,134,0.049273995081121215,0
BS_BS5X4H0Y,0,0,0,No Calls,FALSE,WGS,2719487222,0,0,WGS,2719487222,68,0.025004713921763004,0
BS_BSM3ZHW4,0,0,0,No Calls,FALSE,WGS,2719487222,0,0,WGS,2719487222,72,0.02647557944657259,0
BS_BVD7PWP5,0,0,0,No Calls,FALSE,WGS,2719487222,0,0,WGS,2719487222,44,0.01617952077290547,0
BS_BWZTMWTM,1,1,0,High Confidence,TRUE,WGS,2719487222,16,0.0058834620992383535,WGS,2719487222,230,0.08457476767655134,1
BS_BX8AR74E,0,0,0,No Calls,FALSE,WGS,2719487222,26,0.009560625911262324,WGS,2719487222,186,0.06839524690364586,0
BS_BYJDRXMK,0,0,0,No Calls,FALSE,WGS,2719487222,2,7.354327624047942e-4,WGS,2719487222,76,0.02794644497138218,0
BS_BZ4GKDP4,0,0,0,No Calls,FALSE,WGS,2719487222,4,0.0014708655248095884,WGS,2719487222,60,0.022062982872143828,0
BS_BZWM455T,0,0,0,No Calls,FALSE,WGS,2719487222,4,0.0014708655248095884,WGS,2719487222,78,0.028681877733786974,0
BS_C0YDDQKB,0,0,0,No Calls,FALSE,WGS,2719487222,0,0,WGS,2719487222,146,0.053686591655549974,0
BS_C19DFVR5,1,1,0,High Confidence,TRUE,WGS,2719487222,120,0.044125965744287655,WGS,2719487222,858,0.3155006550716567,1
BS_C1RRDNF5,2,2,0,High Confidence,TRUE,WGS,2719487222,84,0.030888176021001357,WGS,2719487222,566,0.20812747176055676,2
BS_C3KDA5ZC,0,0,0,No Calls,FALSE,WGS,2719487222,0,0,WGS,2719487222,142,0.05221572613074039,0
BS_C3X4AEK5,0,0,0,No Calls,FALSE,WGS,2719487222,14,0.0051480293368335595,WGS,2719487222,82,0.030152743258596564,0
BS_C5RDMCCS,0,0,0,No Calls,FALSE,WGS,2719487222,2,7.354327624047942e-4,WGS,2719487222,88,0.03235904154581094,0
BS_C6GBYR17,0,0,0,No Calls,FALSE,WGS,2719487222,18,0.006618894861643148,WGS,2719487222,416,0.15297001458019718,0
BS_CDKC1E2B,0,0,0,No Calls,FALSE,WGS,2719487222,0,0,WGS,2719487222,128,0.04706769679390683,0
BS_CFEWVDG1,0,0,0,No Calls,FALSE,WGS,2719487222,0,0,WGS,2719487222,70,0.025740146684167797,0
BS_CFPWSZB5,0,0,0,No Calls,FALSE,WGS,2719487222,2,7.354327624047942e-4,WGS,2719487222,200,0.07354327624047942,0
BS_CGCNC41M,0,0,0,No Calls,FALSE,WGS,2719487222,0,0,WGS,2719487222,128,0.04706769679390683,0
BS_CGXTFM67,0,0,0,No Calls,FALSE,WGS,2719487222,0,0,WGS,2719487222,162,0.059570053754788334,0
BS_CHAFNK64,0,0,0,No Calls,FALSE,WGS,2719487222,2,7.354327624047942e-4,WGS,2719487222,34,0.012502356960881502,0
BS_CK7CPM73,0,0,0,No Calls,FALSE,WGS,2719487222,88,0.03235904154581094,WGS,2719487222,108,0.03971336916985889,0
BS_CKY2TTXG,1,1,0,High Confidence,TRUE,WGS,2719487222,20,0.007354327624047942,WGS,2719487222,620,0.22798415634548622,1
BS_CN7PB0DN,0,0,0,No Calls,FALSE,WGS,2719487222,4,0.0014708655248095884,WGS,2719487222,92,0.033829907070620537,0
BS_CP435MAC,0,0,0,No Calls,FALSE,WGS,2719487222,2,7.354327624047942e-4,WGS,2719487222,100,0.03677163812023971,0
BS_CPYV7AHD,0,0,0,No Calls,FALSE,WGS,2719487222,0,0,WGS,2719487222,50,0.018385819060119855,0
BS_CPZZR2R7,0,0,0,No Calls,FALSE,WGS,2719487222,52,0.019121251822524648,WGS,2719487222,66,0.024269281159358207,0
BS_CQ8C6X4X,0,0,0,No Calls,FALSE,WGS,2719487222,4,0.0014708655248095884,WGS,2719487222,94,0.03456533983302533,0
BS_CRKBDAYZ,0,0,0,No Calls,FALSE,WGS,2719487222,16,0.0058834620992383535,WGS,2719487222,64,0.023533848396953414,0
BS_CSY11X7E,0,0,0,No Calls,FALSE,WGS,2719487222,6,0.0022062982872143827,WGS,2719487222,66,0.024269281159358207,0
BS_CWQ35N2K,0,0,0,No Calls,FALSE,WGS,2719487222,4,0.0014708655248095884,WGS,2719487222,136,0.05000942784352601,0
BS_CXCKHP3Z,0,0,0,No Calls,FALSE,WGS,2719487222,0,0,WGS,2719487222,84,0.030888176021001357,0
BS_CXDKK6KS,0,0,0,No Calls,FALSE,WGS,2719487222,2,7.354327624047942e-4,WGS,2719487222,126,0.046332264031502035,0
BS_CXN0498B,0,0,0,No Calls,FALSE,WGS,2719487222,0,0,WGS,2719487222,112,0.041184234694668476,0
BS_D09VWF8H,0,0,0,No Calls,FALSE,WGS,2719487222,0,0,WGS,2719487222,76,0.02794644497138218,0
BS_D2BZ25FW,0,0,0,No Calls,FALSE,WGS,2719487222,0,0,WGS,2719487222,114,0.04191966745707327,0
BS_D3ZV6MMY,0,0,0,No Calls,FALSE,WGS,2719487222,2,7.354327624047942e-4,WGS,2719487222,212,0.07795587281490819,0
BS_D59VEERR,0,0,0,No Calls,FALSE,WGS,2719487222,42,0.015444088010500678,WGS,2719487222,52,0.019121251822524648,0
BS_D6XHKZDZ,0,0,0,No Calls,FALSE,WGS,2719487222,4,0.0014708655248095884,WGS,2719487222,62,0.02279841563454862,0
BS_DAEM3WRX,0,0,0,No Calls,FALSE,WGS,2719487222,4,0.0014708655248095884,WGS,2719487222,132,0.048538562318716415,0
BS_DC7XYYG8,0,0,0,No Calls,FALSE,WGS,2719487222,4,0.0014708655248095884,WGS,2719487222,142,0.05221572613074039,0
BS_DGG7YE8R,0,0,0,No Calls,FALSE,WGS,2719487222,44,0.01617952077290547,WGS,2719487222,164,0.06030548651719313,0
BS_DH86PF5A,0,0,0,No Calls,FALSE,WGS,2719487222,20,0.007354327624047942,WGS,2719487222,212,0.07795587281490819,0
BS_DJEVCH34,0,0,0,No Calls,FALSE,WGS,2719487222,26,0.009560625911262324,WGS,2719487222,108,0.03971336916985889,0
BS_DMBNB0EP,0,0,0,No Calls,FALSE,WGS,2719487222,0,0,WGS,2719487222,48,0.01765038629771506,0
BS_DT92H1MJ,0,0,0,No Calls,FALSE,WGS,2719487222,2,7.354327624047942e-4,WGS,2719487222,82,0.030152743258596564,0
BS_DVQYQSVW,0,0,0,No Calls,FALSE,WGS,2719487222,8,0.0029417310496191768,WGS,2719487222,138,0.0507448606059308,0
BS_E0AAK0V0,0,0,0,No Calls,FALSE,WGS,2719487222,16,0.0058834620992383535,WGS,2719487222,132,0.048538562318716415,0
BS_E0S2Y0TS,0,0,0,No Calls,FALSE,WGS,2719487222,46,0.016914953535310268,WGS,2719487222,1264,0.4647935058398299,0
BS_E2RXQ3JW,0,0,0,No Calls,FALSE,WGS,2719487222,10,0.003677163812023971,WGS,2719487222,60,0.022062982872143828,0
BS_E42SSQGJ,0,0,0,No Calls,FALSE,WGS,2719487222,14,0.0051480293368335595,WGS,2719487222,190,0.06986611242845545,0
BS_E5B2YZJH,0,0,0,No Calls,FALSE,WGS,2719487222,12,0.004412596574428765,WGS,2719487222,76,0.02794644497138218,0
BS_E5H6CFYT,0,0,0,No Calls,FALSE,WGS,2719487222,0,0,WGS,2719487222,52,0.019121251822524648,0
BS_E7HEQZ1K,0,0,0,No Calls,FALSE,WGS,2719487222,20,0.007354327624047942,WGS,2719487222,68,0.025004713921763004,0
BS_E8MC6R2K,0,0,0,No Calls,FALSE,WGS,2719487222,6,0.0022062982872143827,WGS,2719487222,322,0.11840467474717187,0
BS_E8SJ36A6,0,0,0,No Calls,FALSE,WGS,2719487222,0,0,WGS,2719487222,72,0.02647557944657259,0
BS_E9ATGWME,0,0,0,No Calls,FALSE,WGS,2719487222,20,0.007354327624047942,WGS,2719487222,262,0.09634169187502804,0
BS_EDZCAHR2,1,1,0,High Confidence,TRUE,WGS,2719487222,26,0.009560625911262324,WGS,2719487222,226,0.08310390215174175,1
BS_EFBBP9H3,0,0,0,No Calls,FALSE,WGS,2719487222,0,0,WGS,2719487222,174,0.0639826503292171,0
BS_EHBH0NYX,0,0,0,No Calls,FALSE,WGS,2719487222,8,0.0029417310496191768,WGS,2719487222,60,0.022062982872143828,0
BS_EJ1H9PZY,0,0,0,No Calls,FALSE,WGS,2719487222,36,0.013237789723286295,WGS,2719487222,342,0.1257590023712198,0
BS_EJV0N3BX,6,6,0,High Confidence,TRUE,WGS,2719487222,204,0.075014141765289,WGS,2719487222,1552,0.5706958236261203,>=5
BS_EKR4NSNW,0,0,0,No Calls,FALSE,WGS,2719487222,4,0.0014708655248095884,WGS,2719487222,210,0.07722044005250339,0
BS_EP25TTAG,3,2,1,High Confidence,TRUE,WGS,2719487222,222,0.08163303662693215,WGS,2719487222,836,0.307410894685204,3
BS_EPM623G4,0,0,0,No Calls,FALSE,WGS,2719487222,126,0.046332264031502035,WGS,2719487222,256,0.09413539358781366,0
BS_EQE19CB0,0,0,0,No Calls,FALSE,WGS,2719487222,28,0.010296058673667119,WGS,2719487222,94,0.03456533983302533,0
BS_ETTZM63Y,0,0,0,No Calls,FALSE,WGS,2719487222,4,0.0014708655248095884,WGS,2719487222,22,0.008089760386452736,0
BS_EXTEGB51,0,0,0,No Calls,FALSE,WGS,2719487222,0,0,WGS,2719487222,104,0.038242503645049296,0
BS_F064HMTP,0,0,0,No Calls,FALSE,WGS,2719487222,0,0,WGS,2719487222,112,0.041184234694668476,0
BS_F0GNWEJJ,2,2,0,High Confidence,TRUE,WGS,2719487222,142,0.05221572613074039,WGS,2719487222,408,0.150028283530578,2
BS_F1B71HTZ,0,0,0,No Calls,FALSE,WGS,2719487222,28,0.010296058673667119,WGS,2719487222,96,0.03530077259543012,0
BS_F48RA7QF,0,0,0,No Calls,FALSE,WGS,2719487222,6,0.0022062982872143827,WGS,2719487222,120,0.044125965744287655,0
BS_F4D169Q7,0,0,0,No Calls,FALSE,WGS,2719487222,6,0.0022062982872143827,WGS,2719487222,74,0.027211012208977387,0
BS_F5641KTR,0,0,0,No Calls,FALSE,WGS,2719487222,42,0.015444088010500678,WGS,2719487222,150,0.05515745718035957,0
BS_F5KRHGKC,0,0,0,No Calls,FALSE,WGS,2719487222,0,0,WGS,2719487222,130,0.04780312955631162,0
BS_F5V8CWXT,0,0,0,No Calls,FALSE,WGS,2719487222,0,0,WGS,2719487222,76,0.02794644497138218,0
BS_F7KYPE79,0,0,0,No Calls,FALSE,WGS,2719487222,0,0,WGS,2719487222,114,0.04191966745707327,0
BS_F8K4VQMF,0,0,0,No Calls,FALSE,WGS,2719487222,40,0.014708655248095883,WGS,2719487222,132,0.048538562318716415,0
BS_F8KR1QWE,2,0,2,Low Confidence,TRUE,WGS,2719487222,68,0.025004713921763004,WGS,2719487222,448,0.1647369387786739,2
BS_F969DNHD,0,0,0,No Calls,FALSE,WGS,2719487222,4,0.0014708655248095884,WGS,2719487222,82,0.030152743258596564,0
BS_F9ZTZ4YS,0,0,0,No Calls,FALSE,WGS,2719487222,8,0.0029417310496191768,WGS,2719487222,34,0.012502356960881502,0
BS_FBJ516WW,0,0,0,No Calls,FALSE,WGS,2719487222,0,0,WGS,2719487222,112,0.041184234694668476,0
BS_FBP5NZNR,0,0,0,No Calls,FALSE,WGS,2719487222,6,0.0022062982872143827,WGS,2719487222,68,0.025004713921763004,0
BS_FCXEAPJ1,0,0,0,No Calls,FALSE,WGS,2719487222,8,0.0029417310496191768,WGS,2719487222,130,0.04780312955631162,0
BS_FFD25TTK,0,0,0,No Calls,FALSE,WGS,2719487222,6,0.0022062982872143827,WGS,2719487222,74,0.027211012208977387,0
BS_FG649AWK,0,0,0,No Calls,FALSE,WGS,2719487222,0,0,WGS,2719487222,108,0.03971336916985889,0
BS_FHE6Z73G,0,0,0,No Calls,FALSE,WGS,2719487222,14,0.0051480293368335595,WGS,2719487222,118,0.043390532981882855,0
BS_FHFVCQ41,0,0,0,No Calls,FALSE,WGS,2719487222,6,0.0022062982872143827,WGS,2719487222,44,0.01617952077290547,0
BS_FK3B5SDH,0,0,0,No Calls,FALSE,WGS,2719487222,42,0.015444088010500678,WGS,2719487222,156,0.05736375546757395,0
BS_FKQ7F6D1,1,1,0,High Confidence,TRUE,WGS,2719487222,150,0.05515745718035957,WGS,2719487222,442,0.16253064049145952,1
BS_FNF1TCSW,0,0,0,No Calls,FALSE,WGS,2719487222,8,0.0029417310496191768,WGS,2719487222,84,0.030888176021001357,0
BS_FNM4BB83,0,0,0,No Calls,FALSE,WGS,2719487222,18,0.006618894861643148,WGS,2719487222,94,0.03456533983302533,0
BS_FQ2ZBMPA,0,0,0,No Calls,FALSE,WGS,2719487222,0,0,WGS,2719487222,96,0.03530077259543012,0
BS_FT95T4YP,0,0,0,No Calls,FALSE,WGS,2719487222,26,0.009560625911262324,WGS,2719487222,172,0.0632472175668123,0
BS_FVYBGMG1,0,0,0,No Calls,FALSE,WGS,2719487222,0,0,WGS,2719487222,104,0.038242503645049296,0
BS_FWCKP4X1,0,0,0,No Calls,FALSE,WGS,2719487222,0,0,WGS,2719487222,40,0.014708655248095883,0
BS_FXDY881S,1,0,1,Low Confidence,TRUE,WGS,2719487222,82,0.030152743258596564,WGS,2719487222,296,0.10884404883590955,1
BS_FYJMNRGK,0,0,0,No Calls,FALSE,WGS,2719487222,0,0,WGS,2719487222,292,0.10737318331109995,0
BS_G12HNXYX,0,0,0,No Calls,FALSE,WGS,2719487222,18,0.006618894861643148,WGS,2719487222,146,0.053686591655549974,0
BS_G16NM5WJ,0,0,0,No Calls,FALSE,WGS,2719487222,12,0.004412596574428765,WGS,2719487222,88,0.03235904154581094,0
BS_G2016BE5,0,0,0,No Calls,FALSE,WGS,2719487222,8,0.0029417310496191768,WGS,2719487222,60,0.022062982872143828,0
BS_G4EX0H98,0,0,0,No Calls,FALSE,WGS,2719487222,0,0,WGS,2719487222,292,0.10737318331109995,0
BS_G61CN2V0,0,0,0,No Calls,FALSE,WGS,2719487222,4,0.0014708655248095884,WGS,2719487222,138,0.0507448606059308,0
BS_G9MQM1KK,1,0,1,Low Confidence,TRUE,WGS,2719487222,6,0.0022062982872143827,WGS,2719487222,866,0.3184423861212759,1
BS_GAA327FP,0,0,0,No Calls,FALSE,WGS,2719487222,4,0.0014708655248095884,WGS,2719487222,130,0.04780312955631162,0
BS_GCQEB05M,0,0,0,No Calls,FALSE,WGS,2719487222,2,7.354327624047942e-4,WGS,2719487222,74,0.027211012208977387,0
BS_GDPZN3SD,0,0,0,No Calls,FALSE,WGS,2719487222,2,7.354327624047942e-4,WGS,2719487222,110,0.04044880193226368,0
BS_GFS9JEE6,0,0,0,No Calls,FALSE,WGS,2719487222,4,0.0014708655248095884,WGS,2719487222,170,0.06251178480440751,0
BS_GKN0B47F,0,0,0,No Calls,FALSE,WGS,2719487222,4,0.0014708655248095884,WGS,2719487222,196,0.07207241071566983,0
BS_GKPVZXYP,3,1,2,High Confidence,TRUE,WGS,2719487222,130,0.04780312955631162,WGS,2719487222,334,0.12281727132160063,3
BS_GMQZNQH8,0,0,0,No Calls,FALSE,WGS,2719487222,18,0.006618894861643148,WGS,2719487222,58,0.02132755010973903,0
BS_GRECE8Q9,0,0,0,No Calls,FALSE,WGS,2719487222,6,0.0022062982872143827,WGS,2719487222,164,0.06030548651719313,0
BS_GRS3T427,0,0,0,No Calls,FALSE,WGS,2719487222,12,0.004412596574428765,WGS,2719487222,46,0.016914953535310268,0
BS_GS9JCK55,0,0,0,No Calls,FALSE,WGS,2719487222,0,0,WGS,2719487222,156,0.05736375546757395,0
BS_GTAJFTTR,0,0,0,No Calls,FALSE,WGS,2719487222,6,0.0022062982872143827,WGS,2719487222,144,0.05295115889314518,0
BS_GWPJKM7G,0,0,0,No Calls,FALSE,WGS,2719487222,66,0.024269281159358207,WGS,2719487222,256,0.09413539358781366,0
BS_GXACEYKB,0,0,0,No Calls,FALSE,WGS,2719487222,0,0,WGS,2719487222,42,0.015444088010500678,0
BS_H0638GZT,0,0,0,No Calls,FALSE,WGS,2719487222,0,0,WGS,2719487222,118,0.043390532981882855,0
BS_H1K33JVK,0,0,0,No Calls,FALSE,WGS,2719487222,88,0.03235904154581094,WGS,2719487222,152,0.05589288994276436,0
BS_H1MNXNHB,0,0,0,No Calls,FALSE,WGS,2719487222,50,0.018385819060119855,WGS,2719487222,268,0.09854799016224243,0
