PC1	PC2	Kids_First_Biospecimen_ID
144941.79515595152	52840.16374704721	BS_1RXZ3BP7
264536.90798458084	127460.60005340094	BS_1SVVER1H
2630.916544345518	-66432.34271297538	BS_1T19NFJ8
-217806.7841967157	111459.80050333645	BS_1TPWFSK6
-119840.75699061554	-169512.09910747348	BS_1TWCV047
-4488.481689253463	-194643.392613509	BS_1XJ73KBQ
-131941.31725551965	51180.77179003658	BS_1ZVXF5FE
-196893.51396760897	115837.71668214755	BS_21ASRS3T
-117866.08462240729	28413.925194805703	BS_21RE8W46
-137917.6493997364	91590.8417167247	BS_23M72ABG
-98510.95426637623	77246.97362966735	BS_23QW0BBA
357367.66245519166	-86114.16605322289	BS_23W9EPFE
237961.06632780217	48037.591538928806	BS_24AHZ9ZW
-27647.13862863138	-14669.215779776958	BS_258RRGDM
-222616.5815654877	36958.94714848912	BS_25T139TX
-30147.990932659428	-23926.08277400338	BS_264RCK7G
457077.463867194	-69886.49937095978	BS_26RVYMMF
-107874.06613041247	-46131.88204980178	BS_273HKCT4
297269.58069061436	92892.99672907332	BS_27QE6BV7
-93786.89286671339	-106072.96295793759	BS_28CDASF7
69911.68749082569	147244.92497140914	BS_29006KEX
513788.43178314716	100292.14437312426	BS_29CPJ040
-143586.99127420844	83796.86338599546	BS_29X4ZX6Q
276364.79949366406	-12551.83577009234	BS_2A162JH9
-76509.4342158092	-192384.0861321064	BS_2A5R9MEJ
660497.9903203255	288202.90806023736	BS_2AAYYPVH
229378.35452501135	55880.05199168553	BS_2ADZNNV4
51330.2466408779	48486.09329266925	BS_2AR3AP0N
-250475.49872609077	-71579.92417107301	BS_2EMW8ZG3
-286057.4361082074	39797.2094894829	BS_2EN3X6HB
-268530.5799863085	-46743.160040431016	BS_2HN96129
-165182.6886066878	-57362.769536072126	BS_2KJ2YAZR
352371.08022498986	-122277.22681163168	BS_2R9TCR03
-21884.847402067604	-140285.47337917102	BS_2SFTWNVE
2294736.9317870843	-170146.74380981192	BS_2SHWPB5P
955671.3568042845	31625.094782001866	BS_2W3NC4K1
85911.83564272488	-93268.55589991182	BS_2WPQ8YCW
371327.0904224931	-60701.05190136358	BS_2XD3MNKD
-159419.16780653916	55526.723381912416	BS_2YCJV2VV
-263264.68459907285	-74448.09440840094	BS_2Z1MKS84
-170843.25703288446	54380.96864404224	BS_30VC3R2Q
508876.7318532103	-40986.659524654206	BS_31KH6VS6
404719.63259105047	142881.45773597647	BS_31TF0P1N
92946.86113087185	-72688.67952526391	BS_34201DKZ
-223033.6301127422	-35356.8917139281	BS_37GTVG4N
622108.3577600105	-13413.185469791162	BS_398KYV92
210507.42829485916	-4957.625676219382	BS_399RPKC9
567838.2842335061	-26491.09795234196	BS_39CGACC7
-691889.2149177294	156772.8846432504	BS_3AC3SRWH
-325034.7230876509	-8970.441080175535	BS_3BDAG9YN
343853.0432162689	91548.60266100989	BS_3BVVWHP5
-17025.409409624543	2876.352626818774	BS_3DCBDJAT
-20465.88289127508	53790.57525311054	BS_3EVSN5QD
-102558.49260159784	-143993.50070107207	BS_3F4FQJMR
-509354.83029946836	-58577.19705640408	BS_3F5PR9GS
94009.94128402413	-37916.97807663253	BS_3G3KWY18
109253.29669779926	112407.9822335522	BS_3H71BH6Q
1118934.1532754633	197216.64503199555	BS_3J85TTZM
145172.91747681372	-21639.95797818916	BS_3JR2TK6K
-51912.85046397468	50413.51836829487	BS_3KASVCSQ
1173242.0236248842	-104875.13338272585	BS_3KHXMAJF
-5305.207647120838	-102719.22264420216	BS_3MS8WVNR
-232800.04086605116	-122025.89464005202	BS_3MYEMXPQ
-174964.23476775328	-47003.279201654535	BS_3NNQ6PSB
-108312.43327315946	-132328.2659304619	BS_3NWQXPQV
104165.07107470398	-28288.18252652117	BS_3P20Q2C3
-171399.75069966773	58420.16388660693	BS_3PYESPHA
-209712.25566379647	2416.1313461683862	BS_3Q0GTSYH
-691647.5814279945	153951.89969883687	BS_3SVM81Y5
639323.2877997955	-18572.63781803577	BS_3T6X4BPC
187959.95591666663	52504.10920402036	BS_3TQSE8HF
-116514.96183758961	-30742.68540568121	BS_3V3KE3VT
-12327.512572732121	2639.8161988848046	BS_3W07B2TG
376414.7885317889	42551.46257904477	BS_3X9WMZGJ
279874.7719822739	40602.960298356404	BS_3XY76V8T
655737.1951154857	-387833.5385981676	BS_3Y0QXZQB
112904.09742319862	57913.86518704404	BS_401R3KV0
-185816.749139715	-11596.50216506583	BS_40MP5BWR
-70120.4983004391	-42262.601532471155	BS_42DY6WS7
-79782.41181315722	24650.246333676143	BS_42Y3YANN
-183744.5066766822	-44104.046334617495	BS_44A3ES23
-295205.04653875675	59565.134480168934	BS_45J79YTF
192313.602749923	62813.945149674895	BS_46BZ2NNN
252911.0901882264	2425.1505892996565	BS_470DYRJQ
229723.92507300622	52511.52170225872	BS_478TN841
133021.37904815638	67872.59241072972	BS_479S95Q6
-20764.30795183899	73931.24730831935	BS_47SJZ3PH
68918.40042498049	29484.818511076588	BS_49852ZBH
-26805.66023389711	-68240.7678258546	BS_49BQS7Z6
1117782.5561925734	262350.72035599366	BS_49F4RAA4
-3106.465490553338	79844.260192565	BS_49FQXT2E
335146.8129430206	68115.20977738159	BS_49VCQD19
-93441.91461588212	10610.556951846485	BS_4A45GGSW
-219945.16663170618	-87548.9284974074	BS_4AZZVTPS
-264634.7987400756	-8027.389965245973	BS_4B0BAVTX
-155235.49082600104	-40251.90952754003	BS_4BWB0FA0
101258.2462197264	13588.06791239888	BS_4C4MZ4NT
-299549.7773363029	967.7658194225988	BS_4CP4T22V
-229698.219107427	-179809.185302654	BS_4D9DD103
-181211.05067771167	2023.9534963012306	BS_4E1G7E3G
-87476.8572956428	-8186.981143896885	BS_4EN8D8Y4
41222.410932697705	-76185.57184633827	BS_4FZS7TX4
183818.3457956819	16951.734235252534	BS_4GANFSJM
-162810.0379224385	-71778.81624126596	BS_4GTESTSE
26340.72495832942	14491.114967793557	BS_4HQ3T2NC
-254751.61196701744	-38941.24884914959	BS_4JWBB28H
-247436.00747742722	-117881.99232883618	BS_4MBY9389
-52752.23993673536	-28006.692176175817	BS_4NF35AF6
-101314.9531178911	-61667.46564029173	BS_4NWHYH53
-3161.9800904783815	-120521.2288350028	BS_4PH1MBGR
-691001.9807946761	154327.317971489	BS_4PPHAQXF
-692364.2343122256	154706.10277668477	BS_4PWDGEB0
-170543.7047629806	-62797.67540620684	BS_4QKH070W
2684.4477691494053	-51413.30625000534	BS_4QW2S1Q8
-196108.34243557404	-70366.01390715125	BS_4SCWT0FX
51010.934706683904	95564.31865652949	BS_4T0HPZDC
245000.66749570108	57664.46027999062	BS_4W1DBAN4
-172288.9951635344	-133649.8369301965	BS_4W68NV3M
-27447.013503563623	27868.71851886796	BS_4Y6BCYK5
24812.149389421407	143215.81689159165	BS_4Z2F4P9N
315077.89280613506	154066.65773996006	BS_51RA1PGE
-129723.60897728652	47073.78611070322	BS_52426AMF
-687517.6266812981	153374.83094483582	BS_526MKYY8
-39785.82944701021	56003.16574620591	BS_52C576HH
-247169.1067614757	-4413.592033375102	BS_52DAPP1Y
-40499.88593180128	-62188.01381238925	BS_52MPKTJH
-317026.8667416125	-751.5624168684077	BS_53CTGDQG
-23148.713413216126	13979.365542916934	BS_53GQKVEX
-102290.82486632974	-85717.85400748697	BS_53M8PP88
58930.30646928504	53791.73778917623	BS_55JW3HFM
-44066.62135466002	-11248.651662668255	BS_55P8HPYD
-691851.988787621	153910.91683247336	BS_58YXHGAJ
112798.71620682502	-8653.69534992925	BS_593HEWBF
34639.75097542125	52546.676118541436	BS_5965SFPZ
-117507.75979276546	196650.43473312276	BS_59ZJWJTF
22949.067239274966	-150256.59167801953	BS_5AF6ZNJF
84915.33594666638	-28037.77275234706	BS_5CMGN56B
-279358.2009522762	20036.971938576055	BS_5CTVXVRX
-151354.01324955642	144807.06919843456	BS_5GNQC2FF
614546.3633226507	-112675.624409056	BS_5JM573JC
-213826.70785150476	48137.44223338965	BS_5K3R0F5D
379719.07970611454	83980.61375440547	BS_5NWDARXG
-448173.09569979174	-63957.48103334539	BS_5P1TN10Z
1040367.4435114741	-187978.1739125528	BS_5P3CZQV8
209138.4297586034	68343.47006154689	BS_5PEFNDCY
-22686.491670923286	-265710.22819093807	BS_5PJCHF6V
905.8065051116116	48731.16007088824	BS_5PV5N4HQ
-465280.75596036133	-117266.61190908177	BS_5VQP0E6K
-151389.27731656138	-36285.87760391838	BS_5XR1NFYK
291945.4574846674	-6578.067206320683	BS_5YJEPPTP
34567.16626565166	-41372.825986066564	BS_60K3EQ9S
-230198.51089882603	-92938.28547359549	BS_61E80SD6
-238225.41139546185	-97688.12896893987	BS_64HCD9K3
-199565.93424521023	-4457.501193052756	BS_66ABA973
-15001.20029142202	34819.916787954506	BS_66HQ3E4Z
332976.4520812679	-37066.19793691736	BS_67PX06P3
56470.13144010356	-25999.65361298538	BS_67Z63A2K
63661.00719608812	24394.377319627263	BS_680K119G
-691339.9047512547	154081.12295189043	BS_685DACMS
-76288.76092033395	-195484.28502218428	BS_68BW2163
-19196.61504938655	92635.2947587656	BS_699TN5RN
773367.1684182497	-426310.834694947	BS_69V8P8A0
75933.62169731216	63849.77394907321	BS_6DCSD5Y6
-139361.21736901088	21232.901062757996	BS_6G6C7VPX
155389.60620817012	135068.01087457818	BS_6H1C1ME9
-464205.6419821875	112504.71848021136	BS_6HTK4YJP
-162848.31196019606	104636.93450764088	BS_6JHXXVR7
-71094.68047143485	75425.20903761726	BS_6JRS8YMM
140803.41767459345	53724.583594718446	BS_6MY8W3H0
119893.78802507301	31589.103711748903	BS_6MZ7FRZH
-200994.65005783216	32979.62029724401	BS_6N3AFF66
-198550.48682539386	-133202.51989579384	BS_6NRTJSYK
863110.9585838165	118880.14504603726	BS_6NTXGQAC
38250.12444843442	-11019.873970365394	BS_6P50QTPP
156594.72870241565	-124911.41462271675	BS_6R7SFVV2
-69421.00929031085	-160646.13909766392	BS_6T4JGBGY
-335933.72037729766	39651.65141050034	BS_6VF6VPCG
-156804.64757663923	-109033.84588004554	BS_6VPKXXMR
82847.1218130184	36340.62838679059	BS_6WP1FHTE
-60398.87817345366	41967.202022476784	BS_6YMJ621P
-216915.9460073593	56117.166340286014	BS_70FFPA51
165028.52541530502	98211.00061812546	BS_719PKS1Q
-1716.1414767610515	-16699.245030945338	BS_7327SDAQ
-375083.7334565062	40807.30271880729	BS_742RHK1M
12649.520831555528	83655.46627789747	BS_74FS6GMW
-174621.22500809154	-66826.95769159208	BS_74G5K7JF
468114.0558270162	157707.0753096376	BS_769BDPDB
-378036.3780260193	-116428.90181709407	BS_77317DY4
-72197.56124742106	-8770.23796496963	BS_775HDFNY
-15649.938104051978	119068.9793480822	BS_77CDMEY4
351047.4363031324	-152361.7728460194	BS_78QX3XDF
185867.16445211112	93746.2999909565	BS_78ZZKBGX
159569.38641310314	35158.15664254954	BS_7B89YR6K
-129575.03260269645	-218250.34674734555	BS_7BTZQKYY
7496.435163869292	151086.29938426637	BS_7BW0YRPY
-43883.41295898612	-134185.67541768347	BS_7C40TRCY
-189232.42735496463	-60302.30223687354	BS_7EW8HBG9
-62827.134751389385	-114936.87311446061	BS_7FWZ518S
-122961.4580154368	-54626.46840191982	BS_7G42J2SK
-148142.65060842916	-26385.124211516206	BS_7GJT4A6A
-198184.3206685477	45195.512436064324	BS_7H4RFCW9
-172348.86996371392	74600.0533745518	BS_7N0B2CY1
-41908.767074071824	35855.35801265621	BS_7P83Z28P
111657.6825606358	-44847.72243417967	BS_7S6GNG04
-353267.71706808754	4831.692852091702	BS_7T1J3KET
-34909.713244706705	-86593.14015156592	BS_7WNSZNE3
-249375.47426849187	-77063.56488476454	BS_7XQRH69M
108370.50175777395	22584.761527536302	BS_7XRN3CFX
108220.3179725944	108780.4261052521	BS_7Z93ZYMS
633577.4744293072	-362289.5458930816	BS_7ZV3DPGT
-107987.01068192394	-143487.3807027754	BS_81SP2HX4
-675514.612966255	151470.8033238466	BS_82PEAFQZ
-124457.59766470159	-180528.44681385334	BS_84XCR9GG
-18524.679060996557	212684.91830774536	BS_850BAHH9
-1586.6723499661782	51106.40206950883	BS_85FRR415
-215098.82635017936	-100444.91321924678	BS_86Q14TZG
919850.8406223032	-233548.00966427237	BS_893A91ZM
-81339.21696914255	67561.24684406463	BS_89M3B9GR
-392382.6316347912	-105452.497470514	BS_8D0NYM46
-130678.47910941963	3285.354209902453	BS_8F9BDWY4
-136786.3633405987	-131007.93715365838	BS_8GW1TMV2
-343857.7481087261	-5189.940567090246	BS_8J09S6MZ
106484.70857642365	-6967.526143105273	BS_8J3B6ZB6
111961.43638777547	-96058.8484210067	BS_8MA5B8Y9
89734.63958603005	-29296.064580807073	BS_8MSZR1JN
-120715.55773777617	-84045.52775107409	BS_8NY9J9NQ
-98581.57924340227	-126774.48404246561	BS_8PNA0V6R
-42803.160198320555	-48529.92926167702	BS_8PZ0551M
17482.56661673074	-211682.10478162198	BS_8Q77HZ4R
201106.73154441715	43717.702278266435	BS_8RCR7Y4B
114306.8724157779	13104.69215868663	BS_8RHPJ740
92866.67928334768	-119092.75739491389	BS_8S86CM61
-222793.3062139307	9905.619861057505	BS_8SKZ7BRN
-247293.66961891935	50320.017433461886	BS_8T7DZV2F
92455.4577124361	17623.116365698825	BS_8VAZSJEN
-225563.3592344617	156254.3638819171	BS_8WPNFT03
150479.48057374975	115361.91703526849	BS_8Z3SCKB5
-148552.86915825907	76157.66652717383	BS_8ZD6J47V
106713.25581214888	-121753.82076931247	BS_8ZP3CBQA
-325898.6510985464	72313.01130730924	BS_8ZS9F31R
40518.12456017888	-99773.52217241889	BS_90B22NGP
94501.31814142167	-5363.459976055008	BS_912NX4Y0
219715.81991423637	136172.03624171822	BS_91VYM11A
1582948.2207180383	-16597.963012370114	BS_92MT680S
242119.08502290383	33739.38049859452	BS_92VDQ0NE
-336156.35777100094	59204.567891804174	BS_94MT16N2
-156780.4821578947	-99851.99193900808	BS_9755PSCS
-105100.202398991	-43174.61784854258	BS_97M1E2DW
1034943.4012748377	265734.9081397647	BS_983Z6CA6
291236.3065110886	170573.28296111515	BS_996ZS2A4
-283040.03359940427	36633.59897304662	BS_99B1XRZQ
230650.46396756105	38557.57886289317	BS_9BJARSX3
311798.5716555134	-163629.4891244407	BS_9CA93S6D
-164168.81989090375	-133923.75634869086	BS_9D0MEEKD
155996.2982983978	8512.24319986097	BS_9DFBHHB5
1853454.6367392258	-568663.9209966382	BS_9DZ253JY
809867.8106631293	395576.69138821645	BS_9E7YVFJM
42462.57265858202	47198.02339693472	BS_9F09XV62
-355512.94095219724	-4946.183370412103	BS_9FHSNVS0
-32141.509571711667	-60950.22843943755	BS_9G69F50J
182798.2814440948	114569.29326991145	BS_9GJ23RHH
1108817.5724047795	183630.0797282121	BS_9H6J62FQ
350097.8911258469	114408.21842211112	BS_9HA238XS
103990.07488046473	116541.25183745543	BS_9HSGV9TJ
8431.29264853993	-53034.2585201975	BS_9M5XJ10G
-279879.3095107084	-31703.244082542078	BS_9NJHQE9F
-269798.3539729894	9925.303405771147	BS_9NZ2D6AD
-265103.132065223	45800.91171999537	BS_9P9MB8X8
-165343.00807741322	-22756.058950257688	BS_9PB3XH5D
27879.781186621592	42564.268271175926	BS_9Q6Z6VJC
126461.7230114648	-12408.879230115394	BS_9RT63JD9
-26002.879983488903	-4548.966590946446	BS_9SJWWYQ4
-149243.0327701259	-196049.49535952572	BS_9V633J1X
59034.05648556087	41264.966829501216	BS_9XVACXP0
-190342.36223779933	110392.04493097632	BS_9XWJ88Q1
-169075.37337456338	-85512.0801391812	BS_A0DYVX9J
32711.32783688211	20845.534665354207	BS_A13BMEF5
-351690.88376915373	-114859.48232786021	BS_A14Z8BBK
10245.155818525363	8706.920065574595	BS_A1VEGWTR
75077.64840836404	-19433.729405504026	BS_A3QZB9Y2
-302281.4331283327	2606.1824922127507	BS_A46RDWGM
-63922.40089390218	22764.623748719936	BS_A7MC2KR2
-120276.55157166296	24522.279551889103	BS_A7Q8G0Y1
-44572.65436689273	-158677.84911080165	BS_A87NPZAP
-350406.98398149025	18650.915404299565	BS_A89VAPVV
-56540.18638561685	178965.78435435196	BS_AA164D3A
-39860.07681696508	65571.03357940304	BS_ABYF92Z9
-110808.09056449682	1349.1046951554697	BS_AD4JPN9Q
282438.5517570251	47867.793685814184	BS_AG3D3435
-42878.0977141434	137726.7234838893	BS_AG4H9S3J
264097.1272236384	-155900.3560787085	BS_AGS1HHGF
8045.25005452957	-149233.05799723207	BS_AGTPCRR4
-38378.4705901719	40242.068328261405	BS_AHEFXG7W
-293596.8668866139	-253203.4015871001	BS_AJ58F1W6
-269722.4311777763	108422.33628260127	BS_AJ6X83G5
-90039.11156242892	-150178.20159385036	BS_AKRHBPNZ
-132252.81752373013	-58893.656543597404	BS_AM70R8RG
12651.093009380531	125367.16852889974	BS_AMQGM1V9
53984.86805750691	-40705.91839378285	BS_AMZ70B6F
22207.743555390956	86609.76313133886	BS_AP0SZ364
20417.737047071616	1814.2946258644156	BS_ARBQDTT5
-78564.92752233536	-124256.98742782166	BS_ARFQ1WG3
292263.59659725026	63843.09858836081	BS_AVYNZHSB
-107237.30817291213	20614.597342806424	BS_AWH9757B
-220568.73352386183	124289.53978721365	BS_AZN38B7V
-129657.13356735883	40573.56697174561	BS_B0SVFK4P
-345639.02811843954	-68253.70604946652	BS_B1C6GZ84
105124.21059072173	137677.19363067762	BS_B1HVNV0T
-275169.27333031205	120625.57314690614	BS_B24PKKQB
-80401.07080757352	93114.91622158737	BS_B3M5SGPA
-248110.88961257058	8360.53456242588	BS_B53Z0T1Q
181309.0436799907	-43299.8472852521	BS_B61168DE
328323.81018909096	13801.783881959494	BS_B6M763JS
183911.19822819403	-184594.25114491352	BS_B741RZY9
-72325.67787234524	50045.60138208201	BS_B7GEH89C
178268.37486395548	-1226.6920954556315	BS_B7QS4DHK
-153168.86972727868	41399.7860554396	BS_B7X8VXQ3
150217.0852103096	-43737.6817119031	BS_B8T7M0WV
-263530.18141958775	-31776.551840473425	BS_B9V8RGTA
-277349.58371301496	-122413.80310202953	BS_BA6AZWB3
1122706.9105777987	174235.3311086029	BS_BB0YW800
-119906.53981508831	145552.01197608048	BS_BC936YNZ
125930.57437357507	-42793.8180545791	BS_BCQAWSRN
59726.65970088682	70564.73585999446	BS_BHR08WGW
172402.47186309547	-68216.0565796943	BS_BJDNWMJH
42822.395142802015	97539.34118096168	BS_BKQZ550R
249223.26974620225	-107222.35928345042	BS_BKR4E30C
-691656.1096221714	154515.5993706195	BS_BMMY0H73
-50661.68832033055	61176.36087600814	BS_BN986DF6
76077.68049001737	809.3322465598076	BS_BPSTSCBJ
-191112.586324316	-266034.55219106434	BS_BPWEFR89
50106.58096056126	-95064.83048434171	BS_BSV07M7Z
-178004.56258899142	-221780.69794800447	BS_BVSW4GTG
222516.07395204817	-43472.40688043398	BS_BWBDH9GM
176170.04367752184	-60484.92739415959	BS_BXXJ9P8C
-691422.149446936	154177.78538524377	BS_BYCX6VK1
24011.55705281735	-40550.655005757	BS_C05FKR8X
-212090.5997943282	-92287.95598324982	BS_C0BC66WA
347200.8176374779	125833.78831187487	BS_C0XFDP38
492778.7554760237	320374.0763760593	BS_C3P5BC92
-86704.52554770971	86415.74202864087	BS_C41DJZ1F
-74310.04250492211	22502.431240594782	BS_C51RB0YR
231512.0832468974	24381.88542877386	BS_C6SKJG3N
-318584.6503649259	-10907.40607291719	BS_C6ZZ3FY5
136772.34809753596	117377.36429208206	BS_C7A2TYAC
408718.21255475783	93486.27405987911	BS_C7N3J4NW
-21151.2923463215	-103275.40583073504	BS_C80S5N37
-122505.74706098388	10945.41935307214	BS_CB6VK7PB
26491.258653257457	-16489.18752942617	BS_CGB2WS2A
-148146.36480335676	-152261.33090257677	BS_CHDGRYHJ
213652.75845077343	145960.47541003066	BS_CQEETJ66
-2735.4243792323	39348.37219099756	BS_CQSAJ7BF
-52164.12350674044	98271.70572298848	BS_CREQ97QC
-292691.29167213786	62582.04550903251	BS_CS170P7T
666190.4234382565	105732.73472233117	BS_CS66RYDA
61283.46537655834	36672.408158099104	BS_CTR5X93B
330318.1220817649	-4242.652158527387	BS_CVGFNCBJ
173543.7910894938	-29334.425125244055	BS_CW9QV8AG
-92698.61775737649	84482.38649209723	BS_CXVGG342
-49986.93060036518	-215859.19261538357	BS_CXVJK2FY
-172968.7785421495	-61688.34568877281	BS_CYEY58NY
55623.86331917984	-68927.1584335901	BS_CZ3ER8DY
-194632.62728941138	-32542.339948564677	BS_CZ3NA7KV
271876.0487299682	-40349.78006296441	BS_CZ82ANWP
465084.4390677297	-47115.05690389697	BS_D0BGESQF
-443579.02912062634	-78139.01240019206	BS_D0RDN4K5
-194010.01587391566	-9040.928882511553	BS_D144EJRQ
-111117.32545647444	904.1800790440601	BS_D1MBABN6
-177549.389761107	-49785.47176846405	BS_D29RPBSZ
4834.124491551902	95720.92403180714	BS_D2K9C7XR
106273.82887364955	90507.0551381669	BS_D3YBV7KB
1624693.9071452185	-529789.0191780908	BS_D4PJYHZ2
829869.8785269354	-226613.27594129648	BS_D5NQV7N5
-406148.77019317256	15323.75420588911	BS_D5P6EZ1M
231953.30703473062	134318.19866876779	BS_D8N31T39
323470.74024044926	161696.79417295702	BS_D9GEXXHX
743833.2388106888	134449.98528574128	BS_DBDXCXT5
-517455.4324200748	-1383.1613048690367	BS_DBEX7AG2
-67990.84649027644	5277.959907028931	BS_DEHJF4C7
60651.683258691424	-84911.50558994575	BS_DFGS950G
-201382.2891415607	-88096.1853892051	BS_DFWFBYSN
-44421.34422141424	-191817.38646866597	BS_DGTPWJ59
839464.8025524789	1001.752526598746	BS_DGVXJC6V
-285709.6447539626	145546.2330797975	BS_DHA5FMVW
72749.99995247199	91090.87942953562	BS_DMZP9G1H
-239479.51676988185	18766.03549475536	BS_DN56302W
-242254.33523777462	-1558.544056522319	BS_DPF1CX0G
461009.93085551047	-30286.47933111259	BS_DRD9QXR5
-100323.96069852235	165009.3186136685	BS_DRY58DTF
-177767.70499231337	-28000.438516727587	BS_DS438CXE
-18289.533281646207	-39741.14345512826	BS_DSS3S5XD
-100927.31857644196	79620.10678795155	BS_DV2X3CC4
55729.23428668698	-27264.188403922766	BS_DV86M0Y7
24037.494325760505	70936.76538983255	BS_DVCQ8XDZ
211938.19593356457	26943.82035002271	BS_DY88N5ZT
64446.71008725749	-35722.738186659844	BS_DY9NTFQR
935742.0135678034	252865.21006139374	BS_E054DFJN
-238167.81625681248	82142.91734547271	BS_E0N3PTPN
-232173.52988942908	-143188.79471602378	BS_E1CGF3KV
-44782.74306190069	11369.727796423591	BS_E2Z940S4
91998.54256029948	-47241.55333531601	BS_E3BAT4C1
-229309.90614655818	-5832.456226903696	BS_E3EJHXQV
91690.5148634135	-14177.751524566955	BS_E4F1D721
175340.55570163843	48714.33779345742	BS_E4GC9EXR
256865.75872335912	61589.62665880724	BS_E4QK839R
-154776.26780671903	92189.93225711762	BS_E60JZ9Z3
-199865.39987378812	15977.978362434797	BS_E94QRJDW
-218140.68432171186	14193.597560265605	BS_EBMCTR80
-227862.94974709407	38409.08287338347	BS_EF775B3K
189029.6093474212	-3640.2485959092546	BS_EFE4YEK3
37012.30589341839	83253.34052122971	BS_EFEZB0ZH
-372083.5176787781	48927.30801229892	BS_EGQ5S0MP
133954.00033735757	33744.64065222172	BS_EHVYJAVA
25643.541823880034	95172.94850836278	BS_EJ9JKM1C
431315.28795397485	-178444.43932913782	BS_EK5PCKY0
252573.18157655353	153690.10112837676	BS_EMMF4PZX
-301155.90127637354	10715.371664170485	BS_EMYET8F4
-21489.001142738656	52130.8535104996	BS_EN2VK7NY
27768.932857630265	121393.69354846625	BS_ENKG5GF3
247315.3826315897	26629.348106919988	BS_ERJAJ0KA
-19999.133102375316	-97938.1032626287	BS_ERWT0ZWE
133739.5456086965	-35111.13897248557	BS_ET8CJXSF
-241842.6184232527	-87662.8451253824	BS_EVCAC3NH
-124933.67386644687	4340.019623553729	BS_EXGBH3TD
382105.6699600429	81928.77714327956	BS_EXYHZ6D4
-94984.46278300103	39856.19749441469	BS_EYSS0ZDS
246621.54784999957	149520.26391723982	BS_EYYMKWB7
-192961.18993190557	33919.65281559957	BS_F4E8R9VY
