PC1	PC2	Kids_First_Biospecimen_ID
-13003.183973069908	-48577.58556280473	BS_J71N7D09
-74764.05830035161	-11895.519292105488	BS_8T7DZV2F
16646.377096743792	-27713.81282633861	BS_VARR255N
-13302.47207746198	-12267.269142875351	BS_C80S5N37
20273.185603086647	49270.91153173383	BS_HC44ZA0V
117417.92849656935	-17369.337837917134	BS_QTSXW7DA
5121.579447162921	14244.897443430744	BS_QHS3V0GP
26458.668131889004	103398.6196327244	BS_QPPPGYP4
67596.99701796168	10808.131879833176	BS_VNK9XYV9
55800.8243951752	24624.591343459346	BS_67Z63A2K
-174022.85271060475	-59191.90830705635	BS_8WPNFT03
177166.06554052673	41693.40250842821	BS_3Y0QXZQB
145810.31502402364	-46546.13416992161	BS_P277RYX5
32863.59420987735	-5872.0693535356995	BS_4T0HPZDC
94228.44882087091	-45981.047166769735	BS_1SVVER1H
71451.66124420246	-10882.965338756328	BS_9SJWWYQ4
37424.570178444395	35546.81125602418	BS_PK18H7E7
35893.39782780372	502.5316561653811	BS_RWJZFTP9
34729.635485312036	-35365.09801346338	BS_JG9JZTA9
-33783.773945957946	6031.31879710658	BS_3NNQ6PSB
102017.43584438425	-14885.674211739059	BS_TDEFAPNH
32316.02672097563	99855.77935215207	BS_W4HGV6E7
-4688.433376576858	-15278.6291516752	BS_97M1E2DW
68551.95227477442	1264.130182117108	BS_AKRHBPNZ
17493.22220324013	-13630.084276090782	BS_S50KQEXV
78615.92648245372	15955.694176874813	BS_NDC69214
188759.34660537876	-21271.78385228209	BS_2XD3MNKD
-1456.9200583209713	7171.4050884010785	BS_P0QF87WC
1401.3045034895158	4135.30100978501	BS_W4DB5RP1
45996.00683959947	50773.178209293794	BS_TBWYAFSM
-131050.35907327627	-40400.44335898914	BS_DHA5FMVW
-21425.06882242049	50779.3070000515	BS_DS438CXE
-113044.66692091666	56454.4376432731	BS_1N9XZXGE
67772.34691438917	-11232.745006087625	BS_Y0PCBNJV
-1565.345242978343	14292.144422234018	BS_N4B1SZZH
56230.11768779656	-21103.627836409938	BS_VMMJYN8Z
47387.44522872237	-12989.313536904734	BS_GHNJ4CYC
60893.121668721236	26721.77052538619	BS_9G69F50J
105962.46878813932	-15288.69607018074	BS_264RCK7G
-86864.0860320597	-16031.447367185769	BS_TZVFR600
30541.912608860635	-47796.0153261649	BS_YB07VF1X
106276.5906032458	-77180.3432171979	BS_983Z6CA6
-42630.46110138867	8676.070598589988	BS_NZ71XCG3
-30931.905331583337	65112.055440928685	BS_M0QYNVK8
46911.123633029	26140.526423064384	BS_TXY8QYWA
96616.49112644486	-1675.3290371764713	BS_9DFBHHB5
-28829.856619905357	31084.49456405055	BS_TGS109T3
104252.18587783695	22932.00126314219	BS_Z6MC4N8D
-116407.97230007035	32641.057778778846	BS_0XEG6SNV
118737.7201740263	-35130.161590420204	BS_WYG77VVP
-66444.54920887951	11281.891809080309	BS_6T4JGBGY
6947.000850192924	20121.64319951352	BS_VMEX27TN
-22118.049008997255	-18089.547674442216	BS_YZ2Z1Q6Y
130226.65967682276	-54450.9797261317	BS_MF47B9ZW
44045.89080623021	89186.72797746652	BS_P78SMRBS
-34638.17388683276	-26136.68551944757	BS_2YCJV2VV
79579.73765139855	-14669.437892401058	BS_D0BGESQF
115142.42517947048	-21576.574087226138	BS_8RCR7Y4B
249645.4441898622	21923.36768296254	BS_9DZ253JY
97710.14665817232	-11546.073816883683	BS_A13BMEF5
-86201.79616420498	-50217.203179436445	BS_GAGRGSSX
-83848.29319160881	3464.0481280479153	BS_NGY0TE6S
13419.913705983974	20036.79511321402	BS_CZ3ER8DY
78811.65545696858	-4949.566500072441	BS_8J3B6ZB6
-20625.515651867496	38192.76065077498	BS_C51RB0YR
63743.00972515662	844.7868156819812	BS_YVMEEBKC
9459.15451460024	118181.87016469336	BS_TNRHHYNC
-35662.74202428944	58346.40527378932	BS_S0175QKX
87971.15017321495	-3494.8602860804785	BS_9RT63JD9
-62204.94598684847	122777.34484951399	BS_MM20BVW9
-30069.131023425496	22432.47794119414	BS_JX449BF5
22554.840174517038	-1089.7360578819505	BS_53GQKVEX
56265.91887391362	24117.59408831546	BS_Z8YZ6QGS
79652.9152507733	-31209.726163419033	BS_3EVSN5QD
-78515.28122403524	67098.41810224843	BS_EVCAC3NH
-133416.57228534113	1184.7030489374072	BS_6NRTJSYK
93858.50570830208	-16021.926899594124	BS_FAQQ0GCQ
145466.99196697513	-25014.292528298352	BS_GWCRMKE6
141720.28978273898	-408.88605685530393	BS_NYS8TRCB
105526.82630269685	-39452.27263956118	BS_F9WKPDFG
-42547.809975501434	18210.465882645352	BS_052PZFMK
-140518.9095884222	-4583.658469986081	BS_Q13FQ8FV
-128703.91800227661	21112.181580807035	BS_QX12J6W1
-52477.31696132958	53138.92505563264	BS_BA6AZWB3
22820.079605248746	-19959.629561143865	BS_77CDMEY4
49582.74290840509	63244.52468160499	BS_CXVJK2FY
79645.12184478766	6255.473243358608	BS_X2QTK3QD
41866.18378269882	-48978.54158029877	BS_ZHHAM3AN
-304328.42822227645	-71069.86973678191	BS_W4H1D4Y6
13221.307663963362	26732.4093219839	BS_T3H5AY8A
32468.892149768006	3615.880094706342	BS_30VC3R2Q
33790.877396541	2889.581433519849	BS_2A162JH9
6463.924932911681	78375.78321772869	BS_M15PW2N0
128534.98417679287	-51706.99507636662	BS_23W9EPFE
-21147.19573993423	-29655.9057244796	BS_PGK832G2
112399.24678038427	-44424.730155971316	BS_51RA1PGE
-56738.86779959557	1590.8205000127864	BS_M85CXHDV
-78677.04908150768	72369.82798643084	BS_XHCYEE2S
-40596.17638934853	30110.219481715332	BS_VPBMDMQX
69262.42682039755	-22630.700722104648	BS_ZVZDDW2G
71595.44290701863	42634.44814483552	BS_TAHV8N04
-8681.761341363854	-58833.82676918212	BS_4E1G7E3G
-11113.17285072128	82036.8586981405	BS_QRDT19KS
-81549.30404616627	-4882.86205921715	BS_6VF6VPCG
