X1	X2	Kids_First_Biospecimen_ID
-26.63578486762985	11.103383679956789	BS_014EVM2D
10.430391934851933	-4.657269352628536	BS_02EBZYZ3
-14.990106687511066	-16.586701747739596	BS_02NZT8CE
-2.0722945920906626	32.39632467076209	BS_03FT4S8B
-24.821726824355963	25.310042692125894	BS_0448A413
-4.4070401315011045	-25.813308804216522	BS_044XZ8ST
-17.573443583023895	23.265563023083573	BS_052PZFMK
-13.929993138004244	-9.256153422950305	BS_063ERW0R
3.002703056079662	9.502563029629556	BS_06AMMCXR
-24.814790965346006	-1.1858874737510767	BS_06XH7EVF
-10.74549455507845	5.2037598569217405	BS_07ANYSYQ
-28.958072468983868	5.9756874402134885	BS_08HWDBX5
-15.324117304143188	24.395791013509026	BS_09R7GDA7
19.272208458978955	16.61025688093501	BS_09Z7TC35
30.829490026183638	-1.5460813110289908	BS_0BXY0F9N
9.205031933708328	-9.875862448995514	BS_0C7VZC0A
14.331538941962362	-6.2321032758185275	BS_0DEVPYPE
-17.143610514638205	-19.17345599865404	BS_0FRZD0VR
-24.068200940326324	16.62051060945157	BS_0GDJQANN
-3.304390076378174	12.59206317701035	BS_0HW7W7SD
-18.564783770922748	-6.594912422246769	BS_0J9SHHSC
-3.7732254737843536	-24.17128090266627	BS_0MK8N9KZ
21.3467673162875	-7.219171975767366	BS_0QYS36NR
36.46367948577478	-3.8349908884926918	BS_0RF0EZTV
-13.988273836347869	4.118865807379258	BS_0RQ4P069
-25.88507514824281	4.89241447039392	BS_0SCXXM6N
25.263385697429285	-7.7698191064337045	BS_0SPCTBZY
35.372658564310385	-4.818379671002602	BS_0T17SY47
17.555267674555772	7.379807029673121	BS_0VRSD9V3
-11.631485634845898	-44.30284128908186	BS_0VXZCRJS
-11.809948059387883	17.963759523309143	BS_0WQJP6ZG
27.14868271016049	-11.916056005026213	BS_0WVJYM9R
-6.605430143116523	-13.487116102650235	BS_0X9EGHY2
-29.19014439969699	23.878627927876607	BS_0XEG6SNV
-17.169088333226497	-16.71521545533821	BS_0Y66ZBWE
-8.079630641500481	7.056454366551641	BS_1021ZGQT
-25.92922973025725	25.289849546866623	BS_10APZRVT
-18.531632953915025	3.925425608470993	BS_11WY983P
-18.894733816133556	-1.8663767068985113	BS_13CGKADW
18.70256511820269	-7.618164669979681	BS_15ETQ0E4
-5.390330659004378	33.3537573194669	BS_1607397Q
-19.880098137367547	-18.725685883068934	BS_17WYVEEC
16.012085283642698	15.012199532977483	BS_196BBNEJ
-14.587085873292093	21.45375008514866	BS_1A6MQ9ZA
17.22535535127439	17.450746922392128	BS_1AYRM596
-26.3319272535984	29.0358369650025	BS_1BWP5MCT
0.6333620825128826	7.1647349407627505	BS_1D6PZNKN
-1.7574108744613366	16.140693055172715	BS_1EBQ3T20
-6.718112291825038	13.084040774275273	BS_1EN5V3XW
-11.11788773962726	-6.016954761392234	BS_1G3WYEN3
-26.462216265508598	24.90500669588373	BS_1HFK0SXV
-15.909750764014614	26.54934776681097	BS_1HQ76V6D
16.606601349455495	-7.1514594998825585	BS_1J2WQ08M
9.816412114329134	-9.550891253560074	BS_1JDG6JV5
20.02464470408641	-10.631393774288465	BS_1KYGSMA7
9.03421326985604	27.755141532144297	BS_1N9XZXGE
