X1	X2	Kids_First_Biospecimen_ID
-37.38720447848084	25.29226166678733	BS_ZF6BSFNF
-33.527091790449056	25.844876898479168	BS_H97S5SQN
-35.38742631218976	26.21811680156664	BS_0ZA67BBC
-33.781187163530625	27.217483076243763	BS_W7MFJZ5A
-30.820498774908376	27.137848178934984	BS_68KX6A42
-34.78465898312668	27.031444131338787	BS_NB9XXBW6
-35.50721192762453	24.953836374909034	BS_1N7MQZGR
-34.58583574346324	24.60134770248062	BS_2JP7RBMB
-38.60717243002596	25.855492845834085	BS_JQVAWTTM
-36.623471117007156	28.04241342628234	BS_R9B92M75
-36.87421939271268	25.123997501488628	BS_6M2053M0
-38.071125290428775	25.998820909071316	BS_JB43XBCQ
-35.64224023133649	25.02018161841237	BS_C83TK159
-38.89843125334551	25.527560275560482	BS_F0JB4EAK
-31.57722222609432	26.054547813699692	BS_Z3RCA1T9
-32.72914198610492	26.86573397107582	BS_FCDAH728
-31.21245881538078	25.37019910722778	BS_X4DD4KSZ
-38.5253752473714	25.408110429407735	BS_NGSG2KB6
-31.832558178850373	26.589052648890846	BS_XGDPK33A
-34.3766275396551	25.481210298543893	BS_21ET39G7
-40.23991793653023	27.269579945568527	BS_XM1AHBDJ
-35.72008563253158	27.60142987686746	BS_5VPM0F36
-35.133134083869265	27.148831154569518	BS_YDEVMD24
-26.872805714665358	26.898171802083787	BS_49CJNZ06
-40.246212868049724	27.257208715347858	BS_G3NN392N
-35.274671203849174	23.28054740764491	BS_7WM3MNZ0
-32.120820111472014	24.99954058253275	BS_EZ3147MX
-35.78583635413148	24.692776837815103	BS_R7NTZR4C
-32.82188066442887	26.355536616206532	BS_QNNX91SM
-33.011321258456924	25.703264217187538	BS_8ZY4GST0
-34.19484540789731	26.458506611896304	BS_GWSJ4Z9H
-33.79215400136064	25.203713368759406	BS_NEVYM2FP
17.11989603393288	11.863859674068888	BS_S2TA8R29
7.175740076885024	16.319031123061936	BS_JMHG7GCN
-33.665097994697476	-13.734361318260916	BS_BVSW4GTG
34.64453003683889	-12.285307033723322	BS_QNAQGAV6
43.3602986569872	1.8485533476094684	BS_FRM9TG02
18.74427987404694	17.71106255511016	BS_SM8VQFPD
12.651190040207197	-14.387857909084348	BS_67PX06P3
-2.1047877771833687	-5.788215696799223	BS_RCFQ31XF
21.635795515830406	0.5257210385507205	BS_Q3TBCK4V
26.1286356481561	22.426463192684086	BS_VR7FR1NE
7.319876233237954	2.5994894303277585	BS_EFE4YEK3
7.759115282693704	-8.203546223380725	BS_P44PE00R
-1.9833136102258937	-6.763387681312421	BS_FEYMKEK8
41.105971998783275	6.038035865847156	BS_EXYHZ6D4
-39.18966403942455	-6.1124799705270805	BS_TW8DQH8J
