hallmark_name	comparison	pathway_score_difference	tukey_p_value	bonferroni_pvalue	significant_tukey	significant_tukey_bonf
HALLMARK_ADIPOGENESIS	CNS Embryonal Tumor-Brainstem glioma- Diffuse intrinsic pontine glioma	-0.1441404959335535	0.9506851907995801	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	Diffuse midline glioma-Brainstem glioma- Diffuse intrinsic pontine glioma	0.09328516813593485	0.9682406483216438	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	Embryonal tumor with multilayer rosettes-Brainstem glioma- Diffuse intrinsic pontine glioma	-0.036948443031284584	0.9999927173145593	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	High-grade glioma-Brainstem glioma- Diffuse intrinsic pontine glioma	0.18879401687412908	0.6648342113975703	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	Medulloblastoma-Brainstem glioma- Diffuse intrinsic pontine glioma	-0.0870590237416809	0.9994979111861406	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	Diffuse midline glioma-CNS Embryonal Tumor	0.23742566406948834	0.4616601626172143	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	Embryonal tumor with multilayer rosettes-CNS Embryonal Tumor	0.10719205290226891	0.9987533777893639	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	High-grade glioma-CNS Embryonal Tumor	0.3329345128076826	0.16608005572263274	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	Medulloblastoma-CNS Embryonal Tumor	0.057081472191872595	0.9999429790887104	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	Embryonal tumor with multilayer rosettes-Diffuse midline glioma	-0.13023361116721943	0.9950429423866813	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	High-grade glioma-Diffuse midline glioma	0.09550884873819424	0.8026886197621887	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	Medulloblastoma-Diffuse midline glioma	-0.18034419187761574	0.978198186919772	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	High-grade glioma-Embryonal tumor with multilayer rosettes	0.22574245990541367	0.9466612076936001	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	Medulloblastoma-Embryonal tumor with multilayer rosettes	-0.05011058071039631	0.999990692789464	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	Medulloblastoma-High-grade glioma	-0.27585304061580995	0.8829794059050085	1	FALSE	FALSE
HALLMARK_ALLOGRAFT_REJECTION	CNS Embryonal Tumor-Brainstem glioma- Diffuse intrinsic pontine glioma	-0.2699069470040561	0.8318071922902464	1	FALSE	FALSE
HALLMARK_ALLOGRAFT_REJECTION	Diffuse midline glioma-Brainstem glioma- Diffuse intrinsic pontine glioma	0.1676876047497322	0.9009499472575029	1	FALSE	FALSE
HALLMARK_ALLOGRAFT_REJECTION	Embryonal tumor with multilayer rosettes-Brainstem glioma- Diffuse intrinsic pontine glioma	-0.0824151356790563	0.9999149481967815	1	FALSE	FALSE
HALLMARK_ALLOGRAFT_REJECTION	High-grade glioma-Brainstem glioma- Diffuse intrinsic pontine glioma	0.06591681538899713	0.9988274750390362	1	FALSE	FALSE
HALLMARK_ALLOGRAFT_REJECTION	Medulloblastoma-Brainstem glioma- Diffuse intrinsic pontine glioma	-0.2304480869313344	0.9881752790145166	1	FALSE	FALSE
HALLMARK_ALLOGRAFT_REJECTION	Diffuse midline glioma-CNS Embryonal Tumor	0.4375945517537883	0.1522765018315465	1	FALSE	FALSE
HALLMARK_ALLOGRAFT_REJECTION	Embryonal tumor with multilayer rosettes-CNS Embryonal Tumor	0.1874918113249998	0.9958538840883949	1	FALSE	FALSE
HALLMARK_ALLOGRAFT_REJECTION	High-grade glioma-CNS Embryonal Tumor	0.3358237623930532	0.4739949676631805	1	FALSE	FALSE
