fpr	tpr	threshold	auroc	gene	shuffled
0.0	0.0	1.8564998092302305	0.5746514765402488	TP53	True
0.001049317943336831	0.0	0.8564998092302305	0.5746514765402488	TP53	True
0.002098635886673662	0.0	0.8379597689914925	0.5746514765402488	TP53	True
0.004197271773347324	0.0	0.8326453016884786	0.5746514765402488	TP53	True
0.005246589716684155	0.0	0.8256047635928094	0.5746514765402488	TP53	True
0.0062959076600209865	0.0	0.8240437141102874	0.5746514765402488	TP53	True
0.007345225603357817	0.0	0.8205590276197701	0.5746514765402488	TP53	True
0.008394543546694649	0.0	0.8203156561717917	0.5746514765402488	TP53	True
0.00944386149003148	0.0	0.8119056351364135	0.5746514765402488	TP53	True
0.01049317943336831	0.0	0.8118851429070167	0.5746514765402488	TP53	True
0.011542497376705142	0.0	0.8043125276321834	0.5746514765402488	TP53	True
0.011542497376705142	0.03571428571428571	0.7954212144795507	0.5746514765402488	TP53	True
0.012591815320041973	0.03571428571428571	0.7865060751315817	0.5746514765402488	TP53	True
0.013641133263378805	0.03571428571428571	0.786183558049261	0.5746514765402488	TP53	True
0.014690451206715634	0.03571428571428571	0.7853828828358721	0.5746514765402488	TP53	True
0.015739769150052464	0.03571428571428571	0.7790499264511657	0.5746514765402488	TP53	True
0.016789087093389297	0.03571428571428571	0.7785792574982867	0.5746514765402488	TP53	True
0.017838405036726127	0.03571428571428571	0.7784991804247963	0.5746514765402488	TP53	True
0.01888772298006296	0.03571428571428571	0.7767555365663973	0.5746514765402488	TP53	True
0.01993704092339979	0.03571428571428571	0.772661505650524	0.5746514765402488	TP53	True
0.02098635886673662	0.03571428571428571	0.7712695048527192	0.5746514765402488	TP53	True
0.022035676810073453	0.03571428571428571	0.7707800934497164	0.5746514765402488	TP53	True
0.023084994753410283	0.03571428571428571	0.7704686398648259	0.5746514765402488	TP53	True
0.024134312696747113	0.03571428571428571	0.7666682549369939	0.5746514765402488	TP53	True
0.025183630640083946	0.03571428571428571	0.7658477299812775	0.5746514765402488	TP53	True
0.026232948583420776	0.03571428571428571	0.7655493466042805	0.5746514765402488	TP53	True
0.02833158447009444	0.03571428571428571	0.7630636899562473	0.5746514765402488	TP53	True
0.02938090241343127	0.03571428571428571	0.7549866699292619	0.5746514765402488	TP53	True
0.030430220356768102	0.03571428571428571	0.7535379241141136	0.5746514765402488	TP53	True
0.03147953830010493	0.03571428571428571	0.7525288731972989	0.5746514765402488	TP53	True
0.03252885624344176	0.03571428571428571	0.7524902435152787	0.5746514765402488	TP53	True
0.033578174186778595	0.03571428571428571	0.7519207083238594	0.5746514765402488	TP53	True
0.03462749213011543	0.03571428571428571	0.7497308013111177	0.5746514765402488	TP53	True
0.035676810073452254	0.03571428571428571	0.7480052871549883	0.5746514765402488	TP53	True
0.03672612801678909	0.03571428571428571	0.7471221670699697	0.5746514765402488	TP53	True
0.03777544596012592	0.03571428571428571	0.7456229172488515	0.5746514765402488	TP53	True
0.03882476390346275	0.03571428571428571	0.7453589325837546	0.5746514765402488	TP53	True
0.03987408184679958	0.03571428571428571	0.7444922221274846	0.5746514765402488	TP53	True
0.040923399790136414	0.03571428571428571	0.7421480583624186	0.5746514765402488	TP53	True
0.04197271773347324	0.03571428571428571	0.7412127983890887	0.5746514765402488	TP53	True
0.04302203567681007	0.03571428571428571	0.7395071464530321	0.5746514765402488	TP53	True
0.04407135362014691	0.03571428571428571	0.7394783604578795	0.5746514765402488	TP53	True
0.04512067156348373	0.03571428571428571	0.737992076416958	0.5746514765402488	TP53	True
0.046169989506820566	0.03571428571428571	0.7376748343382755	0.5746514765402488	TP53	True
0.0472193074501574	0.03571428571428571	0.7362607538331183	0.5746514765402488	TP53	True
0.048268625393494226	0.03571428571428571	0.7332530288430529	0.5746514765402488	TP53	True
0.04931794333683106	0.03571428571428571	0.7328799695549518	0.5746514765402488	TP53	True
0.05036726128016789	0.03571428571428571	0.7325236002860122	0.5746514765402488	TP53	True
0.05141657922350472	0.03571428571428571	0.7299122933445988	0.5746514765402488	TP53	True
0.05246589716684155	0.03571428571428571	0.7260519749941233	0.5746514765402488	TP53	True
0.053515215110178385	0.03571428571428571	0.726034083184941	0.5746514765402488	TP53	True
0.05456453305351522	0.03571428571428571	0.7235319040360771	0.5746514765402488	TP53	True
0.055613850996852045	0.03571428571428571	0.723017199921542	0.5746514765402488	TP53	True
0.05666316894018888	0.03571428571428571	0.7225048126499373	0.5746514765402488	TP53	True
0.05771248688352571	0.03571428571428571	0.7216475574700209	0.5746514765402488	TP53	True
0.05876180482686254	0.03571428571428571	0.7214244451165148	0.5746514765402488	TP53	True
0.05981112277019937	0.03571428571428571	0.7209178347021693	0.5746514765402488	TP53	True
0.060860440713536204	0.03571428571428571	0.7196243917423346	0.5746514765402488	TP53	True
0.060860440713536204	0.07142857142857142	0.7195082718212779	0.5746514765402488	TP53	True
0.06190975865687303	0.07142857142857142	0.7184081893798564	0.5746514765402488	TP53	True
0.06295907660020986	0.07142857142857142	0.7179938200167464	0.5746514765402488	TP53	True
0.06400839454354669	0.07142857142857142	0.7167700920468336	0.5746514765402488	TP53	True
0.06505771248688352	0.07142857142857142	0.7167263071427151	0.5746514765402488	TP53	True
0.06610703043022036	0.07142857142857142	0.7157189658917632	0.5746514765402488	TP53	True
0.06610703043022036	0.10714285714285714	0.7151076954695875	0.5746514765402488	TP53	True
0.06715634837355719	0.10714285714285714	0.7128443830308402	0.5746514765402488	TP53	True
0.06820566631689402	0.10714285714285714	0.7127415647885941	0.5746514765402488	TP53	True
0.06925498426023086	0.10714285714285714	0.7111633551212859	0.5746514765402488	TP53	True
0.07030430220356768	0.10714285714285714	0.7090479303428171	0.5746514765402488	TP53	True
