	SAMPLE_ID	RAS_SCORE	TP53_SCORE	NF1_SCORE	RAS_SHUFFLE	TP53_SHUFFLE	NF1_SHUFFLE	sample_id	NF1	TP53	nf1_status	tp53_status	Kids_First_Biospecimen_ID	Kids_First_Participant_ID
26	7316-2313	0.3596470191846496	0.09064224548710877	0.4547775111979233	0.5152942856536509	0.5892929327473839	0.5074984153906114	7316-2313	0.0	0.0	0	0	BS_0XEG6SNV	PT_82A9SDRN
27	7316-642	0.5443372672582333	0.6635958788433695	0.4851754619494623	0.3803571494348341	0.5456765251337334	0.4861475775269336	7316-642	1.0	0.0	1	0	BS_0Y66ZBWE	PT_V2F0865M
28	7316-1769	0.7536339932261038	0.5172636255427441	0.6680144784740879	0.3726818795995696	0.3121549984757321	0.4531935671220882	7316-1769	1.0	0.0	1	0	BS_1A6MQ9ZA	PT_JSFBMK5V
29	7316-3775	0.4790308919458946	0.3837693669886162	0.3084798581440999	0.6890038988579211	0.5572200831111007	0.5607462407321394	7316-3775	0.0	0.0	0	0	BS_1021ZGQT	PT_HJMP6PH2
30	7316-877	0.2697602467098919	0.09599304488315744	0.3239411336486852	0.4330907099054389	0.4922826190395545	0.5215644543191582	7316-877	0.0	0.0	0	0	BS_10APZRVT	PT_3D74J8RZ
31	7316-80	0.525876145716389	0.5655462099290784	0.5507572372426249	0.4468102171096073	0.5082260831347415	0.4963294574180651	7316-80	0.0	0.0	0	0	BS_264RCK7G	PT_3A0B29QT
32		0.5227293700853388	0.6764154594407028	0.4235178718455497	0.4543639947758571	0.4926483128883049	0.491570476550521				0	0		
33	7316-148	0.363813872091428	0.4670261755652601	0.4733170954546352	0.4724128257774524	0.457835772403295	0.3900892497939521	7316-148	0.0	0.0	0	0	BS_13CGKADW	PT_WGWMA5AZ
34	7316-41	0.703419411516635	0.37020266833003296	0.4668315112551189	0.3805984081237367	0.5180621790277601	0.38916060461196267	7316-41	0.0	0.0	0	0	BS_15ETQ0E4	PT_CW0BJE0Y
35	7316-1855	0.4945533926722501	0.51170236119178	0.4668188753088253	0.4946948611294604	0.31838004686112154	0.5445820571112259	7316-1855	0.0	0.0	0	0	BS_1607397Q	PT_7VSY72EK
36	7316-332	0.5856841457060128	0.5150054665484054	0.519142214970952	0.5391227600800169	0.5376833040338808	0.5185966207750289	7316-332	0.0	0.0	0	0	BS_17WYVEEC	PT_FKWCVXNC
37	7316-1954	0.2668482557175675	0.7636039847151004	0.4781855939095118	0.6450114474361899	0.6601815022156865	0.5850144744668131	7316-1954	0.0	0.0	0	0	BS_196BBNEJ	PT_BNARR0N6
