	SAMPLE_ID	RAS_SCORE	TP53_SCORE	NF1_SCORE	RAS_SHUFFLE	TP53_SHUFFLE	NF1_SHUFFLE	sample_id	NF1	TP53	nf1_status	tp53_status	Kids_First_Biospecimen_ID	Kids_First_Participant_ID
38		0.8198042915927773	0.9042106027334416	0.5183012501357545	0.35182746019773026	0.3796572198660319	0.4860555361862185				0	0		
39	7316-913	0.5762152142230699	0.5341270922143351	0.4549031065786056	0.6946311827237749	0.717249786495714	0.6202880499938265	7316-913	1.0	1.0	1	1	BS_1EBQ3T20	PT_4347ZBEX
40	7316-2561	0.5201535262147137	0.8776972102741866	0.3599276788983425	0.3638443477541419	0.4933386939862753	0.5348051049258468	7316-2561	0.0	0.0	0	0	BS_1EN5V3XW	PT_RDJ40M73
41	7316-193	0.3867742192538487	0.37105278242854106	0.5832047483437273	0.8792353665327557	0.2619301734102665	0.4885453844399967	7316-193	0.0	0.0	0	0	BS_1G3WYEN3	PT_TXFYRDP4
42	7316-1775	0.638119761307674	0.4868423688376002	0.4807618693659197	0.567881947286579	0.7135277466254633	0.6326046628366679	7316-1775	0.0	0.0	0	0	BS_1HFK0SXV	PT_2GPH62JS
43	7316-87	0.4497620485146678	0.44161219725493134	0.39697834238563817	0.6373949849610361	0.3230049159621948	0.5041448816100179	7316-87	0.0	0.0	0	0	BS_1HQ76V6D	PT_WE1CHTWK
44		0.5476041935985071	0.5348708804395587	0.4930967102245699	0.5995455672391659	0.3819981555746924	0.6729163778311136				0	0		
45	7316-329	0.5980110040573148	0.337209323435279	0.6011192612615048	0.5032024287418115	0.5298527232565927	0.3813149312774137	7316-329	0.0	0.0	0	0	BS_1JDG6JV5	PT_CK41DW03
46	7316-2208	0.4341357120564282	0.34421606767182794	0.5482066196506812	0.5361465108073472	0.4749111915956961	0.4913649988401034	7316-2208	1.0	1.0	1	1	BS_1KYGSMA7	PT_YGN06RPZ
47	7316-876	0.5485265334556594	0.14810642026430926	0.2498827787369986	0.6523149682075022	0.7762748251990418	0.5780775604898205	7316-876	1.0	1.0	1	1	BS_1N9XZXGE	PT_X8S0H6TG
48	7316-1970	0.5482140482647333	0.5060183979679848	0.5692324146468491	0.4890406512093036	0.6021436144555767	0.6232299763524484	7316-1970	0.0	0.0	0	0	BS_273HKCT4	PT_8CZ6ANE0
49	7316-525	0.7780063391564824	0.23092228722680305	0.4240507889140317	0.2470463849898365	0.415703937881139	0.5777935712185348	7316-525	0.0	0.0	0	0	BS_1QNTEZPS	PT_5CKDR2SF
50	7316-1089	0.3845752766545251	0.5931644189628192	0.5474474655998071	0.741812103532232	0.5841020786666027	0.6409446316170222	7316-1089	1.0	1.0	1	1	BS_3T6X4BPC	PT_BBHAD51D
51	7316-1927	0.5800068012829882	0.9085879837322814	0.6397803692925167	0.3621862142040644	0.3482688752226247	0.601122714369565	7316-1927	0.0	0.0	0	0	BS_1RT76ANT	PT_5SX0GRW1
52	7316-898	0.6326622548881168	0.2382407443981001	0.6017942772943013	0.2854846031668863	0.4355733993262264	0.6615171101425159	7316-898	1.0	1.0	1	1	BS_1RXZ3BP7	PT_02J5CWN5
53	7316-2084	0.4431541714849152	0.10282739912129307	0.6854459415594739	0.6343722866992803	0.7165236598753699	0.5466272684899398	7316-2084	1.0	1.0	1	1	BS_1SVVER1H	PT_RM9AZ7A8
54	7316-3153	0.3517827998783223	0.6703949926940554	0.4584123420259562	0.6442382439506421	0.6236474981134033	0.4667380210787972	7316-3153	0.0	0.0	0	0	BS_1T19NFJ8	PT_QEMT1845
55	7316-1957	0.2982337511253464	0.2594509889790337	0.6401007812821967	0.5437193765711311	0.4339539711266161	0.4546754796061929	7316-1957	0.0	0.0	0	0	BS_1TPWFSK6	PT_7JQ24F35
56	7316-2180	0.5285631943438233	0.02124514979889713	0.4229003282550293	0.5548101026998186	0.4194364248179064	0.2797537402912802	7316-2180	1.0	1.0	1	1	BS_1XJ73KBQ	PT_AXVH36AM
57	7316-2167	0.4492935995851121	0.3031842143466364	0.5186811983268504	0.5234045517614828	0.4856111844384002	0.6050418529203087	7316-2167	0.0	0.0	0	0	BS_1ZVXF5FE	PT_TS0FW57Z
58	7316-1949	0.3752212131196296	0.32626623108669545	0.504475369103098	0.3464730813075451	0.4996631014804588	0.40950945588242776	7316-1949	0.0	0.0	0	0	BS_21RE8W46	PT_VABP80N2
59	7316-114	0.8713113546897813	0.3239990318560531	0.4026591435219274	0.4779464964934198	0.4269057373629659	0.5038118908911295	7316-114	0.0	1.0	0	1	BS_23QW0BBA	PT_3X3MF8ZD
60	7316-523	0.3593447674939563	0.6448263553246685	0.42512421527494176	0.4198515157377781	0.6081487174253272	0.5343423568419353	7316-523	0.0	0.0	0	0	BS_23M72ABG	PT_AQWDQW27
61	7316-2980	0.5229521927749079	0.9073868148031026	0.6379723692975527	0.4426668475659875	0.4455504586517145	0.5599345516239163	7316-2980	1.0	1.0	1	1	BS_29X4ZX6Q	PT_63HDZHCN
62	7316-361	0.4929908390050367	0.2982589223046245	0.6097859655156169	0.4695199625387434	0.4743218171981246	0.5721170793646883	7316-361	0.0	0.0	0	0	BS_24AHZ9ZW	PT_SRWZDG3N
63	7316-2195	0.3747145693318613	0.6450208736725278	0.4984373081904669	0.5090958435274419	0.3621928511611957	0.5213938459682547	7316-2195	0.0	0.0	0	0	BS_258RRGDM	PT_DQ3ZCHB6
64		0.5560194380754871	0.272413855271116	0.4615070939484302	0.4029232431127616	0.6903139998432644	0.5588754810387986				0	0		
65	7316-3768	0.3034280047129512	0.6686665261647681	0.5792165642430754	0.5187742991317079	0.6198015301541646	0.4884419337568704	7316-3768	0.0	0.0	0	0	BS_6MY8W3H0	PT_PY4QFHHV
66	7316-3058	0.8834789255399975	0.7762520960683598	0.5481234540901107	0.5681055885857964	0.4945461967846516	0.5338968882699567	7316-3058	1.0	1.0	1	1	BS_2A162JH9	PT_JNEV57VK
67	7316-1940	0.5987430725721472	0.06666792204734757	0.7600920218811503	0.656287661998192	0.7431579734879237	0.5420641434364478	7316-1940	0.0	0.0	0	0	BS_1NPD7PVG	PT_R9V5R1SY
68	7316-377	0.5843583252998472	0.27310028320163976	0.5611948642525827	0.48199541193669804	0.5650119761684557	0.4053031352035339	7316-377	0.0	0.0	0	0	BS_28CDASF7	PT_S4YNE17X
69	7316-2268	0.7378425637235166	0.33992122636306754	0.4478512140266101	0.5115427645092406	0.2262860836656717	0.4991671796657838	7316-2268	1.0	1.0	1	1	BS_29006KEX	PT_XCCV6CW2
70	7316-2578	0.5791957507603173	0.3010391443687118	0.4912885744288572	0.3378971382560078	0.5891033983711247	0.4927686580341125	7316-2578	0.0	0.0	0	0	BS_29CPJ040	PT_06ERX8Z7
71	7316-1085	0.4583613291686481	0.8960809708195171	0.4617286489696661	0.6233314535819974	0.7362363898845479	0.4357587278994785	7316-1085	0.0	1.0	0	1	BS_2A5R9MEJ	PT_FYPWZBH0
72		0.6418527012651984	0.10512872204032553	0.6794652963022458	0.4504877119585776	0.6729099960728092	0.5222945704369522				0	0		
73	7316-3076	0.3805498125186817	0.22034454517418567	0.5357778507468947	0.6227400126570776	0.33886621369781755	0.38256272914543576	7316-3076	0.0	0.0	0	0	BS_2ADZNNV4	PT_NTK39NNV
74	7316-932	0.43022191422026135	0.2411046103789317	0.7193142220347934	0.6665833119429105	0.5701956705024108	0.44335345205285576	7316-932	1.0	1.0	1	1	BS_2EMW8ZG3	PT_FFRHWB74
75	7316-1463	0.6794965690204212	0.16884237512284775	0.6660082402118689	0.4733405117473505	0.3852955943219265	0.4547158724702995	7316-1463	1.0	1.0	1	1	BS_2HN96129	PT_DTP4MMRA
76		0.6525666272398906	0.21543840305887108	0.5849141179587001	0.637797781690731	0.6030408171531906	0.4316424519115339				0	0		
77	7316-267	0.5210517060825302	0.3373649760301893	0.6020493187552135	0.5361297906491065	0.3527167379761116	0.4840147030155581	7316-267	0.0	0.0	0	0	BS_2KJ2YAZR	PT_N8W26H19
78	7316-2988	0.3238455563909408	0.6378697578462517	0.5450302050595515	0.5283430145530327	0.3295195204268691	0.4078126322776763	7316-2988	1.0	1.0	1	1	BS_2R9TCR03	PT_ZMKMKCFQ
79	7316-3345	0.325350980081602	0.8364153565898885	0.36738580001615695	0.6699888141317389	0.4793701647017719	0.5040521088661829	7316-3345	0.0	0.0	0	0	BS_23W9EPFE	PT_1ZAWNGWT
80	7316-2719	0.4073513692177798	0.2293859967739932	0.6286016983998649	0.5169603347297451	0.5691841905807908	0.52613312774159	7316-2719	0.0	0.0	0	0	BS_2W3NC4K1	PT_2E552BAR
81	7316-1803	0.5428582644822548	0.5109565665569109	0.5549354378533471	0.4835740784612678	0.4942450285153142	0.4787779570098893	7316-1803	0.0	0.0	0	0	BS_2WPQ8YCW	PT_KQK98ZVP
82	7316-1797	0.2755925367249776	0.6535266993404586	0.2939842561311692	0.5212188580185904	0.4279911540687257	0.476392110318913	7316-1797	1.0	1.0	1	1	BS_7WNSZNE3	PT_Z4GS3ZQQ
83	7316-235	0.6564526006122744	0.2365977013184602	0.5672947678976477	0.6496634984679538	0.6382013075057064	0.4779086151150568	7316-235	1.0	1.0	1	1	BS_2YCJV2VV	PT_TD6ST5MG
84	7316-3030	0.4357456796396074	0.8061959783591529	0.4101279390304789	0.6836125290149558	0.6078410237454407	0.6010919623400764	7316-3030	0.0	1.0	0	1	BS_399RPKC9	PT_KVMF5TFW
85	7316-918	0.9349217621706164	0.25810191793758164	0.5202869127202143	0.4269233842259289	0.4843771776263912	0.37461327587481735	7316-918	0.0	0.0	0	0	BS_31TF0P1N	PT_M04EC74B
86	7316-2182	0.23059814605021745	0.5856400534101512	0.4742165985927739	0.6400616721823826	0.4875138453484635	0.4035432210538718	7316-2182	0.0	0.0	0	0	BS_34201DKZ	PT_V0X73HEQ
87	7316-3326	0.6241790201459108	0.7152088307345775	0.4173985869746135	0.37314890238624826	0.6295958536074435	0.32251974509419856	7316-3326	0.0	0.0	0	0	BS_37GTVG4N	PT_DQT78GS5
88	7316-214	0.3412773039571325	0.6431266415259679	0.5047097331058175	0.5609674975507765	0.5452911698610291	0.4836114161040062	7316-214	0.0	0.0	0	0	BS_398KYV92	PT_976P4557
89		0.31514764023222336	0.9156038919499834	0.31325768020969963	0.5437489511964596	0.5638487458857134	0.4563448522195034				0	0		
90	7316-3019	0.2659431747277536	0.14068036487129387	0.47542756769332395	0.3717585227782028	0.3478492637267479	0.4750525586038765	7316-3019	0.0	0.0	0	0	BS_3BVVWHP5	PT_JW6FBEFK
91	7316-2782	0.33214836937840114	0.5408468185679695	0.43763855745784186	0.6197432222159425	0.6051862840371386	0.5950409120191815	7316-2782	0.0	0.0	0	0	BS_3DCBDJAT	PT_AKQZZPH8
92	7316-2171	0.3559508850146443	0.20743314707541546	0.5403382597128279	0.4765816756050758	0.645547914513207	0.4829866341011393	7316-2171	1.0	1.0	1	1	BS_3EVSN5QD	PT_HXDCHQ9Y
93	7316-3	0.32118334043464203	0.33840996825088365	0.417074715554841	0.4359893952659865	0.3805727779187147	0.5529688455557901	7316-3	0.0	0.0	0	0	BS_3F4FQJMR	PT_8RB7TPS2
94	7316-1866	0.4839095863645979	0.2652767602076045	0.6292255273659981	0.5002865813368326	0.3154621488992139	0.4869253480563263	7316-1866	0.0	0.0	0	0	BS_3G3KWY18	PT_48N4Y6YP
95	7316-373	0.3464883519690564	0.44245106820462704	0.4822509688266339	0.4816573803082146	0.3589649324236056	0.4816506393553561	7316-373	0.0	0.0	0	0	BS_27QE6BV7	PT_Z9QE51C3
96		0.5136926463160626	0.4610652632672863	0.5612396653732649	0.7528915633088082	0.4308846533422608	0.5014039387510489				0	0		
97		0.4774751540342688	0.736786016689423	0.4635790229781088	0.569209343617291	0.4808377294364591	0.416408996588698				0	0		
98	7316-2647	0.8474491114545671	0.43332339097863215	0.5268080690615281	0.5937984132141633	0.29862499079872257	0.4711378702589745	7316-2647	0.0	1.0	0	1	BS_3KHXMAJF	PT_TGTJECMR
99	7316-3856	0.4104568033201178	0.7194537458725341	0.3480362219954484	0.4778539408266662	0.4681015237842002	0.4761460090147687	7316-3856	0.0	1.0	0	1	BS_3NNQ6PSB	PT_GNKRMTQY
100	7316-1769	0.9027352695838828	0.04753928308313394	0.4729822491786035	0.5432914626480684	0.7704578000411045	0.5086410602700104	7316-1769	1.0	0.0	1	0	BS_40MP5BWR	PT_JSFBMK5V
101	7316-1088	0.559656175999785	0.5653548540719848	0.5081661210426834	0.7380202190727622	0.4083401454848297	0.6136868169037842	7316-1088	1.0	1.0	1	1	BS_3P20Q2C3	PT_HYXSSCJ5
102	7316-2610	0.6087887813467487	0.3547397812154484	0.39929413850541456	0.4782704827737523	0.5041848170108345	0.5397149608569819	7316-2610	0.0	0.0	0	0	BS_45J79YTF	PT_6GDPNFA6
103	7316-1854	0.3672300669935871	0.4981674146289317	0.5668484667847704	0.5285917002806779	0.4560182365298779	0.5702362654343694	7316-1854	0.0	0.0	0	0	BS_2AR3AP0N	PT_AWBPNFM5
104	7316-206	0.5732381931032067	0.32715322092156873	0.5164563159919198	0.35146226383624296	0.3178987680053578	0.5020262152415098	7316-206	1.0	1.0	1	1	BS_3Q0GTSYH	PT_KXB1PJV0
105		0.3429031401873309	0.27509823413406825	0.5075284281534362	0.5004630509901048	0.23271419927922996	0.6330319204191452				0	0		
106	7316-2151	0.28165461742728193	0.4411348658104463	0.4743168892746074	0.4215046347487139	0.7361135111483246	0.5736457425112981	7316-2151	1.0	1.0	1	1	BS_49BQS7Z6	PT_HNZNZ635
107	7316-3554	0.4734109764366974	0.2093278327082685	0.7705818241237701	0.3608463845903676	0.5421070047846612	0.5454671984662693	7316-3554	1.0	1.0	1	1	BS_3W07B2TG	PT_HMY997GX
