sample_id	ras_score	tp53_score	nf1_score	ras_shuffle	tp53_shuffle	nf1_shuffle
BS_0448A413	0.5363122194449356	0.012911501809349938	0.386002483461014	0.6561644962013737	0.5676271646635663	0.5792360841724151
BS_044XZ8ST	0.4668263398473788	0.10878673246309252	0.6488820898271418	0.5769448866595022	0.6619448027002593	0.49856222643572395
BS_052PZFMK	0.4548070571479859	0.9450430763903361	0.40315867285906787	0.2582839854763651	0.28902815563145484	0.5161231808628445
BS_063ERW0R	0.5923372482039598	0.5281596665751306	0.5064222361020704	0.4328494387627938	0.4247889463908775	0.549839073452292
BS_0J9SHHSC	0.5923232335719243	0.48354992844300637	0.5775407949094222	0.3245001308571515	0.46298138804777295	0.4066875625422284
BS_0QYS36NR	0.5131291693506111	0.5750346049711427	0.578199130483062	0.44939227236481394	0.32599329165321317	0.4770912670180222
BS_0SCXXM6N	0.5713732233220302	0.32932855126898786	0.5298672433319692	0.5266850394592988	0.5139753718333904	0.4364139910319387
BS_0SPCTBZY	0.6960173920338684	0.7490328602732287	0.5966197539461565	0.6377844939593142	0.3340311995611239	0.4548901829790575
BS_0T17SY47	0.3749325837971108	0.5983420276975273	0.42821981759541256	0.5248587566341384	0.539130872536876	0.36162743001866965
BS_0VRSD9V3	0.34717014722656636	0.9192506050716546	0.6398037716666732	0.5255712721870076	0.31073600963699627	0.5898171957781126
BS_0WVJYM9R	0.30312436142008453	0.6016980038669222	0.48132593478357455	0.513382768510562	0.46474303215669677	0.5263604633934389
BS_0X9EGHY2	0.35493916635638006	0.6002358848375228	0.48111971332180714	0.5389613967365194	0.42060088455299494	0.42922926260180366
BS_0Y66ZBWE	0.5779423088029345	0.6962891585971688	0.48598346814511045	0.4150029772326156	0.6917500180949961	0.5176283954101562
BS_1021ZGQT	0.5236475413819326	0.40246703620842283	0.30260570176456525	0.44360432375965914	0.2923074247697744	0.5727614029252929
BS_13CGKADW	0.39968071755954526	0.46875843162780617	0.47647731407221544	0.3933714434780777	0.6707908108913126	0.44110405500165556
BS_1607397Q	0.49817969964665715	0.4092261639740776	0.4774119536233895	0.511004995481842	0.5223089954408984	0.5179419662147939
BS_17WYVEEC	0.6164916569431167	0.510459673304039	0.5205519702353535	0.35571980231851924	0.393372196903515	0.5589104338425501
BS_1EN5V3XW	0.5602997585242077	0.8905875680724523	0.3439608723717781	0.6202905811178977	0.6297120318189002	0.5537302112351915
BS_1HFK0SXV	0.6438237684183875	0.509721667752438	0.4841055110238129	0.6186559217376572	0.3822527870128705	0.7534271213951248
BS_1N9XZXGE	0.5953874996061805	0.14071392224374113	0.22748087457873817	0.3034510549413262	0.4050340319282083	0.4072754220145377
BS_1NPD7PVG	0.6360004161728632	0.05548084694801745	0.7819428561512397	0.5238608195689551	0.13186164756231175	0.36429798782987677
BS_1QXEC43H	0.5660245148162948	0.8840271896951909	0.4022531176065039	0.4656915873375801	0.642678463573016	0.3867895149131414
BS_1RXZ3BP7	0.6508144980068482	0.22997877752046106	0.6108010939279779	0.607568313373252	0.510236250164633	0.4200866052285485
BS_1SVVER1H	0.40216323037681445	0.08133916354154516	0.7005055424349319	0.3475373214711392	0.5977835826598622	0.48946575975676415
BS_1T19NFJ8	0.3880060490260762	0.6980604544860501	0.4560263332837083	0.6332701971396071	0.7524825661703856	0.37303074327685093
BS_1TPWFSK6	0.28256573257229595	0.24165011992335217	0.6483814841887654	0.40607227755128683	0.78470092972464	0.5257664630423025
BS_1XJ73KBQ	0.5258959548674599	0.017137532699726593	0.4243678511707499	0.5161453356334831	0.5821029307943619	0.44261171844418623
BS_1ZVXF5FE	0.4762341004293554	0.2931001935843316	0.5251806698870113	0.6482056148970132	0.4238109193752322	0.5416892874803028
