sample_id	ras_score	tp53_score	nf1_score	ras_shuffle	tp53_shuffle	nf1_shuffle
BS_014EVM2D	0.493879957968768	0.3738839839593702	0.6071295047768069	0.368303164733213	0.48108756557620713	0.5345009538815862
BS_02NZT8CE	0.562684296285092	0.2988526882858258	0.5043294385371666	0.5697404778249213	0.49997686309567246	0.546401293987539
BS_03FT4S8B	0.6242256631364016	0.49781019864476433	0.5219962520850384	0.5411889464124224	0.5741988179095229	0.4486730885365085
BS_0448A413	0.5220180464927671	0.042784522141546856	0.40736174436148687	0.5871731438579123	0.6451725141748824	0.5513850536732396
BS_044XZ8ST	0.44626786046330413	0.15249213057612912	0.6106284255042758	0.6195908138716635	0.55979505606025	0.49959257382547306
BS_052PZFMK	0.4238024097638644	0.9262784340153819	0.42883348655501746	0.29546984554000977	0.4862455028681432	0.4714650595534583
BS_063ERW0R	0.5647742874745859	0.5163041384210527	0.5141338773169921	0.48887887702165117	0.5041480030235453	0.4106071115582786
BS_06AMMCXR	0.6078861607472835	0.2576865826747781	0.5519480217217121	0.6967006579259809	0.4943633534690337	0.5997131242809769
BS_06XH7EVF	0.7235355840052509	0.14023615515243984	0.5105859835236626	0.4055979393583745	0.4325667726060405	0.4689682653830007
BS_07ANYSYQ	0.2856402538848491	0.5593954297000138	0.43281767273702987	0.47080437045587364	0.2694420045940167	0.5924548348133597
BS_09R7GDA7	0.5249972802478127	0.5718950065331192	0.5204431022548691	0.32342100709418387	0.5444481598653123	0.613023938197255
BS_09Z7TC35	0.5272286917230677	0.7629599617109631	0.4040629679284401	0.6471422332501394	0.37327157620601126	0.5303914090179147
BS_0BXY0F9N	0.31132266620337723	0.6412073333689396	0.43619616858006277	0.4319011151994029	0.33435942171943817	0.48148610200885544
BS_0C7VZC0A	0.5299374141900011	0.48663007680126236	0.6123131251133495	0.36711615549256316	0.4032841243548853	0.49526463637548324
BS_0GDJQANN	0.4638174689107028	0.2812389288447801	0.4019318830432372	0.3674231288434975	0.8222892078437203	0.5255092235535211
BS_0HW7W7SD	0.537631636517159	0.42604361148816267	0.5542961522792264	0.42930102165179146	0.4638455994610466	0.43296223534376616
BS_0J9SHHSC	0.546491692492979	0.4981704135225657	0.561899449508667	0.4939948775955488	0.5207966877848191	0.4571255108202142
BS_0QYS36NR	0.5020886232903189	0.5572894176669233	0.5588507632379479	0.4691907422031228	0.38933442289934	0.5083781644582144
BS_0RF0EZTV	0.38276882758203556	0.40564521826082683	0.5316755995338894	0.2892587366417303	0.5903022691131693	0.45875621061625677
BS_0RQ4P069	0.6043886665386319	0.3826945313837521	0.5955009331456685	0.3975361406517755	0.6642491261565459	0.541888233198792
BS_0SCXXM6N	0.5782664781137706	0.31869516396980546	0.5456360229593586	0.666830692383015	0.44755328215986623	0.3110911513232718
BS_0SPCTBZY	0.6310872736024352	0.662480592537077	0.5906861016763075	0.5055790253979453	0.47669065156174373	0.4859809451868425
BS_0T17SY47	0.35975013337153505	0.5749841330090122	0.43651945287204263	0.5335695721171948	0.680279996028042	0.4392164261395187
BS_0VRSD9V3	0.3894106297696562	0.8667766316755156	0.5992953892925136	0.541911068918441	0.4311818186744882	0.3841134576410306
BS_0WQJP6ZG	0.4066558359979644	0.5572195246617275	0.5026904960398957	0.3815102497934379	0.303379197201897	0.42866492251194555
BS_0WVJYM9R	0.32297114431542273	0.5800618327990706	0.4707556695509512	0.44850215500958024	0.7103656352836125	0.5597745784318688
BS_0X9EGHY2	0.3618300417366175	0.5756943879505354	0.4887007153052793	0.4657388873847787	0.5913775981782305	0.4788634556764083
BS_0XEG6SNV	0.3573599903363416	0.035868953427711556	0.4743624588587489	0.4276254953482528	0.40453878064204846	0.4587790483769931
BS_0Y66ZBWE	0.5306232422227565	0.6475136941846563	0.4885257997761335	0.36934038559482263	0.6745366222712089	0.4998268251558014
BS_1021ZGQT	0.5189692452055379	0.34618301461662077	0.3258075669387745	0.3955315907037577	0.6649509725469022	0.5026329467592103
BS_10APZRVT	0.26865832912719684	0.10750590253409087	0.3474007475871198	0.52393915048099	0.5573088817483765	0.49062444006323336
BS_11WY983P	0.5275387437978273	0.640634274627721	0.4317163267810786	0.3674832212068429	0.39029003248576666	0.6102730795242315
BS_13CGKADW	0.36121201065915565	0.44085662276032755	0.48667749547053735	0.4052871332366973	0.6400769444936395	0.4833294519986003
BS_15ETQ0E4	0.5867525005976265	0.43686360600209634	0.45822174249528186	0.3860378988691962	0.6397701500730385	0.6718280266988264
BS_1607397Q	0.5047428382039637	0.4923319733241067	0.4527308457872363	0.5172027655397385	0.2828326016056221	0.4634786231224161
BS_17WYVEEC	0.5558987381222774	0.52793116288955	0.5184797603056226	0.38642656217775817	0.6848126615361289	0.48904244413684805
BS_196BBNEJ	0.31165367885372364	0.7412104487781607	0.47511806478466956	0.5998919566157311	0.5161864058835224	0.4388184890191236
BS_1A6MQ9ZA	0.7296231620138978	0.50791398826272	0.65458705895429	0.4227580938894069	0.3862109118893917	0.554149422407462
BS_1AYRM596	0.30934950565925384	0.7244061647020295	0.31473573962152696	0.869449042817463	0.23833746853189547	0.5045258364887047
BS_1BWP5MCT	0.5113310158659776	0.5657411485675587	0.40913295043263653	0.42487375345072653	0.691841928087577	0.4425147488697313
BS_1D6PZNKN	0.7102435007228463	0.8366761258628025	0.49674254130426965	0.8913965374944296	0.35863944564203565	0.8097237125797224
BS_1EBQ3T20	0.5682094385862555	0.5071767994996227	0.46198245766194707	0.34483015876401074	0.42725400039510664	0.5238262768825517
BS_1EN5V3XW	0.5249016105434087	0.8645999259144622	0.36033498240686174	0.4819109704581468	0.3375151605275948	0.4719353696892221
BS_1G3WYEN3	0.4061054513901569	0.3471862559020291	0.5950584075126902	0.5286325898900778	0.5517642985015575	0.694605250453385
BS_1HFK0SXV	0.6177750782192526	0.48718451284517983	0.49136270363193146	0.4475217064509156	0.2340954282311163	0.40607092886491125
BS_1HQ76V6D	0.4463173381611382	0.40707210630852797	0.40094069651151626	0.6138538540926178	0.37399105124908355	0.5973471137700312
BS_1J2WQ08M	0.5329511754363639	0.5335528005242943	0.481586858825631	0.5305890252583692	0.6249285049775793	0.4380719646815118
BS_1JDG6JV5	0.5785405904854573	0.3598022930972824	0.5985133834673232	0.4998475944945913	0.6117425575967668	0.40630748174421166
BS_1KYGSMA7	0.4223547816200696	0.406514223637391	0.5174278636531611	0.5685328111236905	0.23940476486987036	0.44111837758550354
BS_1N9XZXGE	0.533877449024743	0.2416549436552831	0.28439221953479255	0.24916036188348042	0.6539060214158992	0.5232951803280894
BS_1NPD7PVG	0.582208781819844	0.0924985275113965	0.7064783163703947	0.3731295489444423	0.5708535738124904	0.4542169811025983
BS_1QNTEZPS	0.7024825673946736	0.3115200944082375	0.4325545699761676	0.4365833540069462	0.5899146442474438	0.5897880629858844
BS_1QXEC43H	0.5154640439325805	0.8062822353922221	0.4199398222406324	0.27924330860492785	0.5730001441628298	0.4702337724180545
BS_1RT76ANT	0.5465013682575671	0.8056533184125853	0.5901649626024225	0.4171049215177797	0.43359200690268107	0.6085035512974853
BS_1RXZ3BP7	0.5805425270912639	0.3028972365283939	0.5652856931056945	0.4045762251289347	0.7161968398543622	0.5818915477285289
BS_1SVVER1H	0.42870566742397187	0.18281864032740694	0.6186403162217406	0.3563219700502586	0.3270280979169147	0.549088629777423
BS_1T19NFJ8	0.3545810678687496	0.6492909861571601	0.4605188442801325	0.6112158920442937	0.6885670962712073	0.4525910991877924
BS_1TPWFSK6	0.31167430604197	0.2610621754774109	0.6427929789764588	0.5268161140771098	0.3584059931269545	0.5089495233930208
BS_1TWCV047	0.4188661057026622	0.6950454067191484	0.40237660352234117	0.4153170526403659	0.3473934039383224	0.6399145609804084
BS_1XJ73KBQ	0.4708528968714686	0.07448388342016544	0.4273033349158326	0.5354142778881226	0.4976658982757602	0.5466744013264709
BS_1ZVXF5FE	0.44316022360664603	0.3044413427249699	0.5240388119213296	0.4127725438465227	0.539114751948146	0.4797908530468106
BS_21RE8W46	0.40804733932863513	0.2958494754093057	0.5128430662598648	0.6237783193852146	0.6603489104495668	0.35584958842664854
BS_23M72ABG	0.3706886043373574	0.6277185584053334	0.42619598575010675	0.5755864070283836	0.324129686126896	0.5086800385892224
BS_23QW0BBA	0.8747487933599595	0.29291187992636974	0.41690852054268634	0.5902538433950043	0.5156999578536661	0.43826642502108254
BS_23W9EPFE	0.35841121991446634	0.7718979030361481	0.3862688598298669	0.4786747353267038	0.3760554955258075	0.3681194886402036
BS_24AHZ9ZW	0.4670707404835718	0.3481209307412234	0.5722055700411907	0.4076398650851006	0.44543423904474805	0.38275917233867196
BS_258RRGDM	0.37438774128669067	0.6254428056378633	0.5063358929324565	0.4253087290871089	0.5502434101986531	0.5034298502815939
BS_25T139TX	0.5530220770386196	0.27525698489288586	0.4764219579593304	0.4049756512263811	0.6267807311700386	0.53367551661324
BS_264RCK7G	0.5175961375753598	0.5579875792599295	0.5430200096143649	0.410020897298319	0.3570900906068475	0.4398273411246274
BS_273HKCT4	0.5518621470708658	0.5069706872425706	0.5681490659831183	0.3712608987480415	0.4592448010546485	0.5624844954554564
BS_27QE6BV7	0.3615959258358346	0.471674551684236	0.47394162615658403	0.3808917101944429	0.42088786208206624	0.5129226654470931
BS_28CDASF7	0.5935850337333585	0.26078680229983753	0.5624769549819626	0.5205893835180381	0.5981525481853939	0.3956751257988576
BS_29006KEX	0.8027022649024419	0.3590380598976839	0.449165558775252	0.4253977924645415	0.5784082187745689	0.4086049213225044
BS_29CPJ040	0.5877936565718369	0.38530059041897535	0.4777891646824683	0.3501025097562847	0.22336390366603626	0.5852003969581524
BS_29X4ZX6Q	0.5158344970380325	0.8596586043098841	0.6084692841878595	0.4148225181999481	0.35259605452965614	0.4263690512154841
BS_2A162JH9	0.7855997076992094	0.6836404072232737	0.5222599277677984	0.260111575447229	0.38544343400592257	0.47138561118081324
