sample_id	ras_score	tp53_score	nf1_score	ras_shuffle	tp53_shuffle	nf1_shuffle
BS_014EVM2D	0.47489575854363814	0.3999033678799066	0.5849426713048167	0.5546310992081561	0.31980687213509007	0.5933826158580032
BS_02NZT8CE	0.5809215016455461	0.2749386458761199	0.4996374709106239	0.7364798451024448	0.6206564271544494	0.5547283655004793
BS_03FT4S8B	0.612311389230764	0.4910439357465411	0.5172772451496342	0.6108856187076599	0.43854138132551385	0.636343701436237
BS_0448A413	0.5469408611914057	0.01747543560081113	0.390886587268844	0.48278973552304794	0.21748977719102705	0.46609632790710764
BS_044XZ8ST	0.4451440323013102	0.1211456804036577	0.6395567215032046	0.5238015123706289	0.6341141455942685	0.667872967752312
BS_052PZFMK	0.42831681393519805	0.933048456534602	0.41829218840719584	0.4925602053869646	0.737992076416958	0.6153993810607465
BS_063ERW0R	0.5641229370224099	0.5150655431363332	0.5034831596758933	0.4348539367252864	0.5311949815026138	0.4188034967527837
BS_06AMMCXR	0.6380050683974392	0.22651272007410544	0.5660826998825378	0.3245978851047943	0.5650320993746395	0.3725960921369116
BS_06XH7EVF	0.6658567515107926	0.16199294121878363	0.5001976731654673	0.576672612282184	0.4070144383854266	0.5972748238222493
BS_07ANYSYQ	0.2787058337934482	0.5692852073498403	0.42311870470868723	0.4996983366587099	0.6343153392085781	0.532890498632737
BS_09R7GDA7	0.46099497250959803	0.6112315046343291	0.4822995271636771	0.5482451599612439	0.4748065321202835	0.2914151933777349
BS_0C7VZC0A	0.5612085946805471	0.4885325188335207	0.648811499648872	0.5567960120014194	0.6145626348393106	0.5496221762091857
BS_0BXY0F9N	0.2663615110227312	0.6472821110175565	0.4310339056760034	0.4328532832550582	0.5198491633678454	0.46828714296847346
BS_0RQ4P069	0.5283098741523966	0.4755519834794548	0.5829680206816242	0.3643162254944743	0.3267063759064629	0.43747860289491286
BS_0GDJQANN	0.441499337427168	0.2969671551985909	0.3923378912307291	0.5187886543687092	0.5918914342917371	0.5009267099564655
BS_0HW7W7SD	0.5231349466492085	0.5307246541623767	0.5821755622378125	0.5446282165038133	0.6966652754652682	0.6465489942359391
BS_0J9SHHSC	0.5586437135964712	0.4849025979195119	0.5717632336503589	0.537601564429656	0.5951474277830519	0.5245066030818492
BS_0QYS36NR	0.5167064378217034	0.5550213268841795	0.5775902372008174	0.46626329399504873	0.25383445088753864	0.40500329436842447
BS_0RF0EZTV	0.4200768157606176	0.26139533862032094	0.6111915316346784	0.6657031301200352	0.4952086889843473	0.5132589853806101
BS_0SCXXM6N	0.5362247839947738	0.34947877304769354	0.5243495232082142	0.6997386507133779	0.5580439023619286	0.5029539400707613
BS_0SPCTBZY	0.6941696778565017	0.6973951809822685	0.6047615290763647	0.5843190239510344	0.5285275659194042	0.5121627948756953
BS_0T17SY47	0.36604857765844706	0.5725710809645324	0.431928598960589	0.428801413890866	0.4196657843142141	0.5756237575524287
BS_0VRSD9V3	0.33612626733726614	0.915523541197146	0.6347870224702233	0.6386814452328644	0.8043125276321834	0.5597472495754272
BS_0WQJP6ZG	0.4372881152847441	0.5438080449913123	0.5230701619840346	0.29863810021044385	0.7471221670699697	0.5133953868546058
BS_0WVJYM9R	0.30312495599227984	0.5731256318311654	0.47958339697118746	0.4662926902272311	0.5194890699341427	0.4781288056776517
BS_0X9EGHY2	0.34410632115604084	0.5659725631008302	0.4856127985140995	0.7093878434982096	0.45854584855645014	0.4766079211558338
BS_0XEG6SNV	0.3594746799675569	0.08967425749614104	0.45498050916116217	0.5160418944870881	0.4002186593521926	0.5106370250164959
BS_0Y66ZBWE	0.5410193523912799	0.6600859147647735	0.4854395535055251	0.480404671647934	0.4321188336307619	0.554648054304339
BS_1A6MQ9ZA	0.7434130565883604	0.5175593399982857	0.665995899165993	0.5658191524580062	0.3214610810525155	0.5369898673363107
BS_1021ZGQT	0.48230536050294104	0.3799233635666271	0.30971645521253166	0.4418954333182597	0.6411681443316954	0.5270481700907206
BS_10APZRVT	0.2651830220865039	0.09690273119841349	0.32472603879602213	0.31090865652311434	0.47647628681119475	0.5136740182482854
BS_264RCK7G	0.5233120611179856	0.5629919441335619	0.5503279689903136	0.37540254892053593	0.41839185476677293	0.5863444215192669
BS_11WY983P	0.5135373173046293	0.6726641027778166	0.4235273014201719	0.44164544356778257	0.4722382063202864	0.5035159783623553
BS_13CGKADW	0.3578712709370562	0.4649327934679348	0.4731628332524066	0.30251411305732145	0.42407567961755677	0.3978586982489771
BS_15ETQ0E4	0.7038110119387275	0.36893598332586286	0.4668210109026463	0.43951066248537385	0.3791835012600061	0.43233653746313155
BS_1607397Q	0.48543209521360087	0.5176300000957144	0.46651313210549794	0.3266918445071228	0.4178244442708552	0.46582237250701786
BS_17WYVEEC	0.5799311805441276	0.5136103304019186	0.5189486772727581	0.42229033075548084	0.5210411118651237	0.627304288514389
BS_196BBNEJ	0.27601154922053023	0.7605418466526874	0.4781101601799494	0.4764349226133105	0.34851411882114797	0.47055710900188796
BS_1D6PZNKN	0.8088152052740772	0.9030247085388866	0.5180863230429935	0.5019155510014339	0.5923694596129282	0.5722080590952686
BS_1EBQ3T20	0.5612839651347533	0.5307955827594965	0.4547648232344868	0.5937706699278404	0.6786025035580265	0.5701032827957796
BS_1EN5V3XW	0.5056607554072674	0.8749334099361751	0.36044440601888494	0.3271640339730039	0.3490176001724169	0.5762502186385701
BS_1G3WYEN3	0.38335830096611617	0.37110926590156035	0.5830622519493572	0.6032411641642457	0.6960006069902331	0.3692325159920328
BS_1HFK0SXV	0.6272355344467101	0.48611351816551623	0.4804738898811136	0.5566183923295948	0.44419353632891034	0.475533703553981
BS_1HQ76V6D	0.44374632588254637	0.4444447843144047	0.39726598171684896	0.5041791800652963	0.4107953071985981	0.5260381246268785
BS_1J2WQ08M	0.5550248814572131	0.5305226907590194	0.492354186784488	0.7341179836550553	0.37046466186462707	0.5046020316739961
BS_1JDG6JV5	0.5966028899069709	0.33580926279553064	0.6002464932314241	0.3657596324409268	0.4040596777748842	0.4333698013909902
BS_1KYGSMA7	0.4355064034466533	0.34362643695262923	0.5468287746674354	0.3753858918400337	0.5579158549696004	0.542292728419407
BS_1N9XZXGE	0.5492313719865541	0.14859970207288284	0.24856558944637927	0.3717054525598507	0.7655493466042805	0.5283311053480462
BS_273HKCT4	0.5458658508960353	0.5042361823766418	0.5690124358947162	0.3725956613372699	0.5232918689505798	0.5411442511570472
BS_1QNTEZPS	0.7732774171665834	0.23215243476682898	0.4240284430719377	0.40418287263862096	0.4509703082830996	0.33200256145800106
BS_3T6X4BPC	0.3945265571440528	0.5893123904705769	0.5476232772140437	0.4565062807751383	0.5522786029044181	0.5813799739005583
BS_1RT76ANT	0.5827145477729598	0.9043177428136974	0.6394552591572902	0.4201563781609019	0.37669907732808494	0.5016950093171696
