Kids_First_Biospecimen_ID	FOXG1_expression_zscore	OLIG2_expression_zscore	TP73_AS1_expression_zscore
BS_0VXZCRJS	-0.6031323989239209	0.25187787953758484	0.3169499656694025
BS_0ZA67BBC	-0.6184198851800813	0.29636559347368946	0.5476963399219655
BS_1N7MQZGR	0.6378994777907261	0.5599285328080641	0.29547960085643304
BS_21ET39G7	-0.6261775294731611	-0.02504953195300793	0.1666841497152585
BS_2JP7RBMB	-0.6261775294731611	-0.15905254696570634	-0.944413707081856
BS_3AC3SRWH	-0.0665231966822974	-1.6606772727880112	-2.245233005783647
BS_49CJNZ06	-0.6184198851800813	-1.0131804775137963	-0.620299538741436
BS_4PPHAQXF	2.0150560966475384	-0.1259969683499866	0.7883316340721321
BS_4PWDGEB0	-0.07801682231879337	-1.3282668534715263	0.3889156371104628
BS_58YXHGAJ	2.3523050420232128	0.32350723984088914	0.7040307549504086
BS_5VPM0F36	-0.6107386721226759	-0.32619395638856263	0.07785184381104422
BS_68KX6A42	-0.6261775294731611	0.2364904920750874	0.747849733731432
BS_6M2053M0	-0.6184198851800813	0.6506607460793485	0.22172601211312729
BS_7WM3MNZ0	-0.6261775294731611	0.47813406190823443	0.9729926574889673
BS_8ZY4GST0	-0.6184198851800813	1.1250696713301196	-1.9331046617132837
BS_BMMY0H73	-0.6107386721226759	-0.4302782343570532	0.513295739502598
BS_BYCX6VK1	1.7665144074417223	-0.36820865324790897	0.24239038502125315
BS_C83TK159	-0.6107386721226759	0.4188697666620098	-0.17504391576351613
BS_EZ3147MX	-0.6031323989239209	1.0932951748971154	1.0822725692182573
BS_F0JB4EAK	-0.6261775294731611	0.07406672897116544	-0.1692462348809733
BS_FCDAH728	-0.6184198851800813	0.5892001975268069	1.0938331016376839
BS_G3NN392N	-0.6261775294731611	-1.2415649359080732	-3.6634865421812064
BS_GWSJ4Z9H	0.341561164673814	0.34614708312693937	-0.10091253667441206
BS_H97S5SQN	-0.6031323989239209	0.5704697093192831	0.9540177872184697
BS_HWGWYCY7	1.7686850914023078	-3.3105449379344094	-0.6713237260684184
BS_JB43XBCQ	-0.6261775294731611	0.27160849703335926	-0.031150320124185577
BS_JQVAWTTM	-0.6261775294731611	-0.15983220507617119	-0.6615073164717488
BS_KBEX4RT2	-0.6261775294731611	1.2805044458064154	0.3785752863533621
BS_NB9XXBW6	-0.6261775294731611	0.500585851942878	-0.642013137450726
BS_NEVYM2FP	-0.6184198851800813	0.7294217044723686	0.1617564670974156
BS_NGSG2KB6	-0.29462314507396464	0.1717871160368948	-0.031150320124185577
BS_NPA6CZQF	1.9279220574512037	-0.7875395441997478	0.8529122765892693
BS_PS0P3QJ3	2.668990021159815	-1.6544316250970055	-0.5310523647446346
BS_PXCPK5XS	0.9812672215638096	1.5488711570477003	1.1760208483844479
BS_QNNX91SM	-0.6184198851800813	0.8784486217123256	1.2178968740422986
BS_R7NTZR4C	-0.004411556247132278	1.0818205835019292	-1.5955271468790422
BS_R9B92M75	-0.6261775294731611	0.5969511201697262	0.02055019788084768
BS_RX1YTZ7F	-0.6261775294731611	0.5904396044598498	-0.3048233507196833
BS_SNVM7CZT	2.0852821730178244	-1.149979325887124	0.3652041518585948
BS_T3DGY9J9	-0.5378223137735553	0.5140910894891593	0.45988613686093993
BS_W1385R8Y	1.0395403197228494	0.3914621582062925	0.09999652435770998
BS_W4H1D4Y6	0.9030818401035772	0.060181888439987834	-0.5150239159046507
BS_W7MFJZ5A	-0.5881389210879021	0.5740193781282703	0.6527883968411569
BS_X0XXN9BK	1.6615798977310763	-3.1310747194392974	-0.44991237919573096
BS_X4DD4KSZ	-0.5589902245181395	0.542000846319362	1.0461260428053285
BS_XGDPK33A	-0.6261775294731611	0.23234047117508502	0.9596167201107096
BS_XM1AHBDJ	-0.6261775294731611	-0.9652155157925565	-2.8246585258750136
BS_XZM79E42	-0.4775628786957917	-1.1817410043656844	0.23763997089966726
BS_YDEVMD24	-0.5807489433042871	0.6858411765747469	0.15681701920947205
BS_Z3RCA1T9	-0.6261775294731611	1.0344019735857464	1.078052670884228
BS_ZD5HN296	1.0265460719433204	-0.4191293028811846	-0.05292741005898487
BS_ZF6BSFNF	-0.6261775294731611	0.7390970499583903	0.18465256022299262
