Kids_First_Biospecimen_ID	FOXG1_expression_zscore	OLIG2_expression_zscore	TP73_AS1_expression_zscore
BS_052PZFMK	1.430343466896742	-1.8111473674613143	0.43026342616979585
BS_0C7VZC0A	1.2870858629567683	0.8010019850035721	0.5236862208965287
BS_0RQ4P069	-0.7936437079174585	-1.8370523725583767	-0.5254541565564838
BS_1A6MQ9ZA	-0.7506162313664225	0.3344029933083998	-0.395855048366756
BS_1D6PZNKN	-0.47133336040880863	0.9870608242504685	-0.8654916190729158
BS_1EBQ3T20	-0.6267933127078383	0.9385677871715724	-0.12524631738988842
BS_1EN5V3XW	1.975042849838716	-1.8111473674613143	0.8364287920545547
BS_23QW0BBA	-0.7936437079174585	1.586171266689837	-2.4934257860337694
BS_29X4ZX6Q	0.536675976145645	0.4886055928406888	0.597761702378507
BS_2A162JH9	-0.7873158010331607	0.7138598291214998	0.7516431686454536
BS_2A5R9MEJ	-0.7936437079174585	0.8913117221612825	-3.9686201791668867
BS_2EN3X6HB	-0.7936437079174585	0.11333664989849067	-0.6329004179666734
BS_30VC3R2Q	-0.781050239072673	1.0678827303811034	-0.13832116294266933
BS_399RPKC9	-0.7748458055204429	0.4142800937081652	0.20055878817440242
BS_3MS8WVNR	1.602563792400743	-0.61051872701585	0.1304008007014381
BS_40MP5BWR	-0.7748458055204429	0.9491188433799636	0.9286216959494515
BS_45J79YTF	0.33513616547323616	1.1850567411923922	-3.427010466380903
BS_49BQS7Z6	-0.781050239072673	-0.11597115505440606	0.041848908107756704
BS_49FQXT2E	0.8572813644700371	0.1803725978921496	-0.37133952070073983
BS_4B0BAVTX	-0.7873158010331607	0.34468522697468285	0.3673594589924459
BS_4QW2S1Q8	-0.781050239072673	0.09762984586146198	-1.211468404356795
BS_51RA1PGE	-0.7748458055204429	0.06651434626273543	-0.04843336232910397
BS_52C576HH	1.948829910972706	-0.5637110673885853	0.7588384988441653
BS_52MPKTJH	-0.14341665921528746	-0.048029736761375355	0.37252930572935433
BS_5965SFPZ	-0.7873158010331607	0.3391102487459072	-0.32552064196229336
BS_59ZJWJTF	0.6093078397955687	-1.630513715731715	-0.4507997468052091
BS_5CTVXVRX	-0.7936437079174585	-1.684575653598135	-1.5512568447302666
BS_5GNQC2FF	-0.7936437079174585	-1.8162345856403992	-0.14927828884714908
BS_5P1TN10Z	2.0366507945778762	-1.5264835518126443	1.2266449228405665
BS_6DCSD5Y6	-0.7687013191233513	-0.1468943224950364	0.36217707928148957
BS_6VPKXXMR	1.2493152686888174	-1.0848561883244594	-1.3226406237357569
BS_6WP1FHTE	-0.08031354143907542	0.29005691759356633	-0.0463385747202035
BS_7327SDAQ	-0.7103163637362266	1.0056504863871234	0.48484674677223905
BS_7GJT4A6A	-0.7936437079174585	0.5337574214313131	0.43193810748052897
BS_84XCR9GG	1.9612361913559857	0.9009897428097844	0.09345865255774598
BS_8MA5B8Y9	0.6725888806088485	-1.5326490584385501	-0.45586546145962253
BS_8PNA0V6R	0.5843094177493159	0.4886934319465306	-2.962240310744864
BS_8ZD6J47V	-0.7936437079174585	1.0678827303811034	-0.23215512296221952
BS_8ZS9F31R	-0.7936437079174585	-1.8061053695975435	-1.6113576468486916
BS_91VYM11A	-0.7565876310593882	-1.2598876115527355	-0.49424585654678
BS_97M1E2DW	-0.7388390541462668	0.9770499156370585	0.38796425064506695
BS_9CA93S6D	-0.7626156325409025	0.18278759259860738	-0.5150006854386429
BS_9XVACXP0	1.8257520758182788	-1.6725493156456617	-0.050530204658890916
BS_A0DYVX9J	0.7866311721911252	0.6701728368625044	-4.605577646854861
BS_A7Q8G0Y1	-0.7687013191233513	0.5855877446697183	1.0957468526384588
BS_AWH9757B	1.1181330738977016	0.8928644534855766	-0.6634201270270104
BS_B1C6GZ84	-0.781050239072673	1.0934913429982782	0.4066790828043786
BS_BWBDH9GM	-0.7936437079174585	0.7028883245967834	0.6361420974656651
BS_C41DJZ1F	-0.28934059757222597	0.3486340715397653	0.8169441336116436
BS_C6ZZ3FY5	1.6418693450850215	-1.1333158976895563	-0.7635328286419139
BS_CXVGG342	1.8819395780643777	-0.9693705802759002	0.5364774667419856
BS_D29RPBSZ	-0.7936437079174585	0.3323239890572835	0.5634073670933791
BS_DFGS950G	0.06859883750799473	1.090945436181515	0.23387474430946092
BS_DRY58DTF	-0.7873158010331607	-1.847754973562711	0.03581295891985706
BS_DS438CXE	0.20259035918878662	0.045995403578089775	0.6753399482694025
BS_E60JZ9Z3	-0.781050239072673	0.4546680644251596	1.1104224062733021
BS_FEV5A0HN	0.9810057804986672	1.036299968806139	1.0385383153890817
BS_FX2P2WEG	1.5151422918235284	0.6606535396641248	1.1079834663808814
BS_FYRDYBMZ	1.4719040894695714	0.13553762881775266	-1.353289615879099
BS_G3RJTBZD	-0.7873158010331607	0.14398679486402782	-0.40574052532981436
BS_GG9W3J9Y	1.7887022043232803	-1.7052041459958034	0.6224044027378814
BS_GW0GKWMS	-0.7936437079174585	0.6577271994253796	0.20428630539402984
BS_GXTFW99H	-0.7565876310593882	-1.7863739531813247	-0.37377846059315933
BS_H0QWRJE2	-0.7873158010331607	-1.77201316018974	-1.1334662638966653
BS_H1XPVS9A	1.5511830621018965	0.6015030980575846	0.6513033708303247
BS_H1ZS5FMZ	1.2707127743787239	0.7057110725650175	0.21357676149343036
BS_HJRTC9JQ	0.5695706492661882	0.5849951145781006	-0.15808460648643377
BS_J8VX4D17	-0.7873158010331607	-0.8724981502645801	0.6783256059947048
BS_JRYJGYC4	0.7987048621799899	-0.6987700372260196	0.03379718264242079
BS_JS95PE0J	1.2480338872461971	-0.4144607010153363	0.3131925658937686
BS_JVW2JJ39	1.4433069130194884	0.6759475819644873	1.0957468526384588
BS_K17VQECG	-0.7103163637362266	-0.08761663441997995	0.17239328740898335
BS_KP735TJ6	1.5201788761862782	-1.1005538725881094	0.36563339464043665
BS_M0QYNVK8	0.7053356169420403	0.3420752226554215	0.8516145429793919
BS_M1PVEHCM	1.2400311710318852	-0.2971151271286763	-1.058210376282866
BS_M7HCF7DW	1.9346971205835417	-1.3788455060666518	0.5681246854853547
BS_M85CXHDV	1.4500644081862943	-1.0547069121215606	-0.48137567568655437
BS_M8EA6R2A	-0.7873158010331607	0.8398998009298452	0.5476073647628446
BS_MB7WN0ZB	-0.7873158010331607	1.1123761693991	0.1284723110949423
BS_MDBT7S5Z	-0.781050239072673	0.8265021399657333	-0.198168229285536
BS_MKM0EEN1	-0.7936437079174585	0.11146097367458117	-1.0314883960389967
BS_MN5XVP5A	-0.7687013191233513	1.4630557892114457	-0.2666911016205304
BS_MWWZBQ60	-0.7748458055204429	0.811439467505842	0.15531412398832078
BS_MX23ZY0Y	-0.7873158010331607	0.7695568356963906	-0.35192753184022685
BS_N6N147BY	-0.7873158010331607	-1.8754297804850728	-0.2853409959936731
BS_NNPEC7W1	-0.7447003803824773	0.11214375561058108	1.215070825353511
BS_NR3P3GN2	-0.7936437079174585	0.4763514372554295	0.4049844885152258
BS_P0QF87WC	0.9860607396311561	-0.20677673956127063	0.8127456433904181
BS_P9JP6JFA	-0.7388390541462668	-1.8213678426186528	-1.6509056920302254
BS_PGK832G2	-0.781050239072673	-1.7443383532673782	-0.7752786306306438
BS_PKW05VZV	-0.7936437079174585	-0.49453577476634303	-0.600095724346957
BS_PNYN0AYD	-0.7748458055204429	-1.791242833074931	1.1598170827518013
BS_PQVTB6BB	-0.7873158010331607	0.9379316216487361	0.6528136009064347
BS_PZVHMSYN	-0.7936437079174585	0.12245561240088126	-0.8289483260676067
BS_Q13FQ8FV	-0.7748458055204429	1.016144514576313	0.5884469574282314
BS_QB84TBA3	-0.7873158010331607	0.3486340715397653	0.09149653164549114
BS_QWTE1CWR	-0.7873158010331607	0.5785099622397187	0.23203741666406502
BS_QYPHA40N	1.5102353811018674	0.46785019771520675	0.6131966472942196
BS_R5SNFB5B	-0.7873158010331607	-1.8531829673752611	0.07968583539388849
BS_RCCN63K6	-0.7936437079174585	1.308185313259272	-0.3017941988041385
BS_RXN5T5YT	-0.7873158010331607	0.32802639955888985	0.28468906916375775
