"","stranded_over_polya_logFC","average_logCPM","F","PValue","BH FDR"
"Z74021.1",-4.95045241170658,1.22667119472673,65.6132376484437,1.39009763329061e-07,5.05335831166388e-05
"CICP14",-7.1191924382239,1.30228753668856,65.2301300165817,1.45219416283282e-07,5.19111006740639e-05
"EEF1A1P11",-8.12083972010513,1.61659395602607,64.5062607150504,1.57807065419175e-07,5.5485999001811e-05
"IL10RB-AS1",-5.07093628144557,1.09792634409204,63.6926056664165,1.73415547357146e-07,5.99905912857432e-05
"AC010468.1",-7.60095582882335,1.65850714818321,63.3620046000759,1.80238948426511e-07,6.09506702119574e-05
"GTF3C2-AS1",-6.25528003872613,1.11171656002571,63.2848180345611,1.81874435544819e-07,6.09506702119574e-05
"MRPL3P1",-5.40545082949094,1.03925785081012,62.8891227307449,1.9052057572655e-07,6.25903030709583e-05
"HIST1H3C",7.77431964010949,1.77451634740267,62.796761611278,1.92603506279525e-07,6.25903030709583e-05
"RN7SKP203",8.22372989378548,1.80961083737645,62.6106136363602,1.96878459857836e-07,6.27697940027452e-05
"EIF4A1P7",-6.06498429326568,1.07454629503639,62.5195011942466,1.99009044768122e-07,6.27697940027452e-05
"AC124068.1",-8.90118221306215,1.81321673731828,61.318086352404,2.29622703566899e-07,7.04180245793275e-05
"LAPTM4BP2",-7.18235241575418,1.65416807247099,61.3107905722656,2.2982384001086e-07,7.04180245793275e-05
"AL031846.2",-8.89695642531416,1.94466339743757,59.898986887701,2.72676157890204e-07,8.23712427384379e-05
"AC005912.1",-4.90258151719936,1.20879284168182,59.5912319569985,2.8314751275462e-07,8.41415817828827e-05
"AC136632.1",-4.30110397208738,1.11766355678602,59.4986885516353,2.86382668321076e-07,8.41415817828827e-05
"HNRNPA3P12",-4.91992246073328,0.746450556732696,58.1644707455093,3.37868067931414e-07,9.79269502836889e-05
"AC113191.1",-8.31849366506946,1.87525769001296,57.6855416426389,3.58781102383923e-07,0.000101574872319366
"SNX5P1",-3.88253252304469,0.751548239331456,57.6602221005835,3.59925881027221e-07,0.000101574872319366
"AL583722.2",-5.9163532527418,1.36334154591315,57.2891246138278,3.77176214389877e-07,0.000104322355243709
"AC019163.1",6.51305441287867,1.35139072270077,57.1283927611397,3.84929846337034e-07,0.000104322355243709
"AC005670.2",-7.31490995683928,1.56802685195649,57.0728405804542,3.87650507593992e-07,0.000104322355243709
"SCARNA10",9.37191625596207,2.04505745598499,57.0430687196955,3.89117326533788e-07,0.000104322355243709
"AL035413.2",-7.00069209660205,1.67879887689194,56.2583795346629,4.30079715327615e-07,0.00011388086091786
"RMRP",7.02526138376869,1.67877335152364,55.9087032437507,4.49850939720639e-07,0.00011570272295783
"SCARNA13",8.16112811006334,2.02998005754794,55.8892415960678,4.50980487368563e-07,0.00011570272295783
"RPL7AP30",-7.84449808579098,1.88590114764618,55.8521182039809,4.53143823594636e-07,0.00011570272295783
"AL359918.1",-4.15768052596151,0.907290729688793,55.4321615369164,4.78432197588231e-07,0.000117386499474917
"AC005253.1",-5.90963007722604,1.2424051924585,55.423947588693,4.78942127087287e-07,0.000117386499474917
"AL590627.1",-4.91749102341105,0.919019142110494,55.3898082065998,4.81067980462718e-07,0.000117386499474917
"AC027309.2",-5.81999847503994,1.09861350761538,55.3808017921464,4.81630546148486e-07,0.000117386499474917
"HIST1H2AM",6.60043109031984,1.57215179595381,55.0113239713619,5.0534829763365e-07,0.000120697656387312
"RPL5P12",-5.12945786745268,1.0176010190512,54.9943129966898,5.06470956492825e-07,0.000120697656387312
"AC019205.3",-9.3870258784756,1.93239628658308,54.6828314852017,5.27522870917475e-07,0.000123096405595648
"AC008026.1",-8.92177090344083,1.90459825772575,54.6690256478027,5.2847809479206e-07,0.000123096405595648
"AL355075.4",12.8990840511929,9.16396819893905,54.545007649104,5.37145158539198e-07,0.000123096405595648
"HIST1H2BF",6.25262047921666,1.55780226006571,54.5117820537093,5.3949375820547e-07,0.000123096405595648
"HIST1H2AL",7.60764090777199,1.92881104057273,54.3061677483213,5.54282910177091e-07,0.000125139577447139
"HNRNPUP1",-3.7874928927545,0.994407417709566,53.8611964470044,5.87847441290435e-07,0.000130409844271002
"AC005702.1",-4.21444184867483,1.07016159981266,53.8363454858726,5.89787154713131e-07,0.000130409844271002
"AC011595.2",-4.17279830401711,1.1217631796197,53.5691702382453,6.11094300602501e-07,0.000133742352646147
"AC104667.1",-7.13215469800994,1.73556853323053,53.0641435723321,6.53734480776315e-07,0.000141629264077681
"AC125494.1",-8.41769549219678,1.93568196841357,52.8554915449976,6.72303138122402e-07,0.0001440501056888
"HIST1H1E",8.1593010543759,2.07566790860797,52.7890138853709,6.78341135517007e-07,0.0001440501056888
"AP002373.1",6.23144028545102,1.34706088087986,52.3818805786271,7.16654103040899e-07,0.000149722357365881
"OLA1P1",-3.7440296398904,0.999727331390797,52.3575991243995,7.19013558778707e-07,0.000149722357365881
"Telomerase-vert",9.62105619240441,2.2886255501246,52.1751346517181,7.37021124402967e-07,0.000150892804306269
"AP4B1-AS1",-5.92210783404209,1.41596494106484,52.1277524410473,7.41778487436207e-07,0.000150892804306269
"AC005261.6",-8.19784031885123,2.0562418893518,52.0885497695606,7.4574026745918e-07,0.000150892804306269
"AC099560.2",-4.5773022624476,1.07927080287559,51.8684797576498,7.68419249409167e-07,0.000154028561320821
"HNRNPA3P5",-5.13513018643087,1.21933405777482,51.621727067315,7.9475920912296e-07,0.000157312878561583
"AC093724.1",-6.27570621534966,1.39874662295166,51.5785201406899,7.99473319806628e-07,0.000157312878561583
"AC009302.1",-6.83499406021684,1.54963571587502,51.0299840022544,8.62088387913141e-07,0.000168091561308737
"AC080112.4",-7.26343670084706,1.83082926220308,50.7811524918484,8.92264682124453e-07,0.000171593904936117
"HIST1H2AD",7.45788718602937,1.74605774936515,50.7505834409935,8.96051722904004e-07,0.000171593904936117
"NPM1P24",-5.75206567513773,1.60344814226163,50.5709666568136,9.18665732388368e-07,0.000174367633878458
"HIST2H2AC",5.20204385534942,1.33724217547511,49.7457706565733,1.03099683744905e-06,0.000192468432276682
"HIST1H3A",7.89954843144043,1.95552000558129,49.7390063708591,1.03197825959616e-06,0.000192468432276682
"HIST1H2AB",8.50934307194653,2.20048757451766,49.6435717437531,1.04593543200217e-06,0.000193389854703299
"POMK",4.01305358377088,1.02167632418895,49.3951041610742,1.08326269138403e-06,0.000197460786098711
"HIST1H3F",8.42951462688487,2.16352605221073,49.3748763303987,1.08636575716374e-06,0.000197460786098711
"AC099336.1",5.58877837814553,1.65510475121237,49.2860958981791,1.10010192741434e-06,0.000198277194446915
"AL513327.1",-4.00707122819382,1.05804800703549,49.1502878696197,1.12148735991607e-06,0.000200447174128998
"AC073136.1",-2.61561150408735,0.653036992963832,48.907498242093,1.16087402876259e-06,0.000205772117098348
"HIST1H2AH",7.60617688508401,2.10014917770073,48.5216270727866,1.22665786703648e-06,0.000214250886811208
"ZNF460",6.08478926217427,1.80952416540917,48.5100962971653,1.22868608158236e-06,0.000214250886811208
"AC099336.2",-6.07308863589377,1.32256406572443,48.2175104036904,1.28141232098834e-06,0.00022164299564966
"AC015922.3",-8.05050861260221,1.99569785287301,47.9194337898484,1.33771358842265e-06,0.000228927139611882
"RPL35P5",-3.48627363973922,0.876353470460439,47.8825304465365,1.34487223009592e-06,0.000228927139611882
"AC064799.1",-5.02565589088779,1.43511328401693,47.7418360318323,1.37255587301713e-06,0.000231799829641508
"AL355032.1",-5.69070077872458,1.44815132152534,47.3017413485918,1.46330136218152e-06,0.00024519443450054
"AC079921.1",-5.40955401605173,1.1722311128936,46.9182959977165,1.54779414920633e-06,0.000255354197104293
"AC012615.3",-8.33680193580723,1.92458083267475,46.8735185754608,1.55800776557155e-06,0.000255354197104293
"HIST1H2BL",7.7206755359016,2.11843792240184,46.8663437566879,1.55965124117225e-06,0.000255354197104293
"AL049840.1",-4.74446659529947,1.46027552088927,46.7055921185996,1.59698062844492e-06,0.00025948515544611
"CALM2P2",-5.00079942369727,1.44277267731562,46.3858790999146,1.67419618449772e-06,0.000269986163647422
"AL031729.1",-4.49049400406369,1.03208702416885,46.1974391168562,1.72163576950425e-06,0.000275564507345725
"RN7SL4P",7.54771444343054,2.14176411140565,46.0650601714508,1.75585068714422e-06,0.000278959152132365
"AC018645.2",-5.52653253361492,1.52638399496343,45.9250970756286,1.79284576421566e-06,0.000281941803182369
"AC104117.2",-7.37283328013523,1.92092297439883,45.8822696850283,1.80433752498814e-06,0.000281941803182369
"HNRNPRP1",-3.83945800776175,0.879276001745206,45.8462692415674,1.81406046434012e-06,0.000281941803182369
"GRM6",-5.47931745182671,1.3251354128172,45.7661669688407,1.83590292051728e-06,0.000283283783016221
"HIST1H3D",5.98793133649058,1.70673255663099,45.6628742673854,1.8644994967208e-06,0.000285641322897627
"AL513175.2",-4.82610638028379,1.12670463420307,45.4830388581282,1.91546977803098e-06,0.000291368764533393
"AL136370.1",-5.04224187802654,1.52254773108677,45.3751845867276,1.94677675305464e-06,0.000294045547883915
"HIST1H2BB",7.74913790962363,2.11035699797672,45.155172402422,2.01240966794543e-06,0.000301833304602052
"PIGCP1",-6.39953232329984,1.63934139514042,44.9264775973168,2.08323731669215e-06,0.000306443978143672
"SUMO2P1",-3.88579421306973,0.989190101737591,44.9246421385705,2.0838168034173e-06,0.000306443978143672
"RPS13P2",-4.84372145623989,1.41432242382056,44.9176889915896,2.08601365204103e-06,0.000306443978143672
"AL109618.1",-2.68455738075967,0.796611723051721,44.3975660077418,2.25784382982398e-06,0.000329430166408603
"AC115618.2",-8.8104850382371,2.26272823489832,44.3162734530092,2.28608808013291e-06,0.000331297413126289
"CCDC73",-5.42082456859079,1.20385754930402,44.0639992954432,2.37625597464876e-06,0.000342053276136018
"CBX3P9",-3.69277192962579,1.22947240769573,43.8054403331296,2.47277038105374e-06,0.000349789910578113
"HIST2H2AB",7.01220585870846,1.84658884750634,43.7941331448486,2.47708894586312e-06,0.000349789910578113
"HIST1H2BI",8.83640405208081,2.38341471889624,43.7683093722447,2.48698315674395e-06,0.000349789910578113
"AC024075.3",-7.56025026979453,1.87783391464108,43.7197514857545,2.50570637999824e-06,0.000349789910578113
"AC011290.2",-6.18295730037041,1.57694322085513,43.7046878185302,2.51154635532588e-06,0.000349789910578113
"AC114546.3",-11.6591357027943,2.52592759180198,43.039945390847,2.78488059053178e-06,0.000383325221641863
"AC114491.1",-6.90281048449211,1.99191698624566,43.032598552633,2.78807975457528e-06,0.000383325221641863
"AL118558.1",-7.58098126338174,2.11713044983703,42.9442857067028,2.82685514348765e-06,0.000386180822404606
"NAV2-AS2",-4.41499080218539,0.906819631565617,42.6079574127566,2.98008268082046e-06,0.000403361605982991
"AC245060.6",-8.37446164536848,2.18868680445378,42.5863592007277,2.99023197273851e-06,0.000403361605982991
"AC010319.4",-5.54511966893472,1.0951973400548,42.4662150267829,3.04739182284261e-06,0.00040805857856573
"HIST1H3G",6.27963159291458,1.82358479606157,42.4171874253705,3.07106353851062e-06,0.00040805857856573
"TMEM262",-5.89453391565933,1.71764827096768,42.3831053483512,3.08763900618568e-06,0.00040805857856573
"AL355075.2",-7.79313666329361,2.19058043556121,42.3554658271862,3.10115387477686e-06,0.00040805857856573
"AC026464.3",8.86305780675742,2.46229097926029,42.2795206388726,3.13862679246827e-06,0.000409697685548418
"AC006449.7",-8.7176741836035,2.34355525089822,42.2530317547229,3.15181453354573e-06,0.000409697685548418
"AP004242.1",-5.7563674635272,1.29665751566408,42.126685945452,3.2155661159673e-06,0.000414937223735373
"AL592293.2",-3.17463810193172,0.960975989879126,42.0968758080449,3.23081482486979e-06,0.000414937223735373
"AC073052.2",-6.11134643703026,1.6271406600852,41.9764371943437,3.29324200638983e-06,0.000420437229482435
"TRMT112P6",-4.30979048577678,1.21286507654896,41.822430448119,3.37502060578887e-06,0.000428328058893252
"AC112497.1",-6.04126444272465,1.40230364741191,41.7270108504256,3.42681466664725e-06,0.000432343064530884
"ST13P19",-5.68669174954007,1.49345094826002,41.6153049931178,3.48856899227021e-06,0.000437560396176675
"CEMP1",-6.75491722556194,1.54089705101765,41.4402902722947,3.58781231792846e-06,0.000447391852296103
"HIST1H4C",7.7840771381264,2.28727260665604,41.3480330910796,3.64138132380033e-06,0.000449143037756269
"AC130689.1",-4.43029021748762,1.24146567351251,41.3440092516458,3.64373781096563e-06,0.000449143037756269
"HIST1H2AG",5.339435873128,1.63460368063638,41.2172820105032,3.7188233425194e-06,0.000455778988859178
"HIST1H3B",9.18498691041402,2.48782405171252,41.1222678435,3.77624166182056e-06,0.000460186540697314
"AL079342.3",4.44963254919873,1.38782654683842,41.0609042604125,3.81384533910621e-06,0.000462143247644915
"AL807761.2",-4.5565722226656,0.88686503000233,40.8035210521904,3.97614538154277e-06,0.000479103180580502
"AC233723.2",-7.6444198067185,1.8145643475377,40.391680115083,4.25197204320272e-06,0.000509476516103978
"HIST1H1B",8.96738528225287,2.5333013671075,40.2865956327292,4.32569595069661e-06,0.000512960300222353
"RBM5-AS1",-6.44668371093528,1.5997266869866,40.2821021311418,4.32887981817633e-06,0.000512960300222353
"AP003352.1",-6.37679357942055,1.71383179393996,40.1478984378741,4.42517495091491e-06,0.000521489848061665
"ACTBP2",-3.00216777940709,0.804707556540718,39.8046129988964,4.68245249990234e-06,0.000546509895064601
"AC025262.3",-8.21255560211318,2.33169569621962,39.7968645580324,4.6884474399425e-06,0.000546509895064601
"RNGTTP1",4.91603137693481,1.69450931280365,39.6241246034361,4.82432489322035e-06,0.000559308758431298
"AC092809.3",-7.67494390691692,2.23966275108485,39.2322115394943,5.14904900288113e-06,0.000593746252762336
"SEC63P1",-2.18071827323702,0.739487490184586,39.0776892217896,5.28366536266175e-06,0.000606010987691814
"MT-RNR1",-11.20702180049,2.56348813383876,38.8789055281917,5.46259992737501e-06,0.00062320129384223
"HIST1H2AJ",7.41025181769914,2.10751073357237,38.7910476715273,5.54381241532856e-06,0.000629120045946915
"AL390318.1",8.80811790557827,2.30276063084838,38.40292160027,5.91892300090486e-06,0.000668152950123197
"AC007620.2",-4.24702517630227,1.34332325888872,38.282990933368,6.04044531073452e-06,0.000678300895416932
"RN7SL800P",5.58223262854688,1.46030613760832,38.2393685528973,6.0853290258992e-06,0.000679781963268157
"AC008581.1",-5.7368113554305,1.76069136332431,38.0299901041274,6.30595992019132e-06,0.000700778385327789
"SPDYE5",-6.04790402868142,1.368379720465,37.9280433784152,6.41657707198442e-06,0.000709395592989288
"AC135457.1",-8.77522626555587,2.46289319162215,37.8489078911299,6.50392314158265e-06,0.000714089069221843
"NME2P1",-3.6001283909278,0.968071793583964,37.8294344574246,6.52561812604817e-06,0.000714089069221843
"TOMM20P4",-4.98340007612656,1.54215915768505,37.6917947723606,6.68126209164053e-06,0.000726582035340067
"AL138478.1",-9.78418619446243,2.48775186170177,37.6689098648959,6.70753650677607e-06,0.000726582035340067
"AC092597.1",-4.07273168169891,0.675918212646218,37.5018800455198,6.90280328340249e-06,0.000743976506645309
