"","gene","stranded_over_polya_logFC","average_logCPM","exact_test_pval","lrt_pval","qlft_pval","normalized_count_cv","s1_stranded_BS_HE0WJRW6","s2_stranded_BS_SHJA4MR0","s3_stranded_BS_FN07P04C","s4_stranded_BS_8QB4S4VA","s5_stranded_BS_KABQQA0T","s6_stranded_BS_D7XRFE0R","s1_polya_BS_HWGWYCY7","s2_polya_BS_X0XXN9BK","s3_polya_BS_W4H1D4Y6","s4_polya_BS_QKT3TJVK","s5_polya_BS_7WM3MNZ0","s6_polya_BS_68KX6A42"
"1","RWDD2A",0.31052730947604,0.817638701061727,0.450343396373734,0.443197005872211,0.432143202790343,0.117432701352537,98.5724227163019,93.4722744948599,98.8750406289818,109.334361428431,116.334755287124,97.2868301199449,101.124959371018,81.0205513912342,98.1952228714756,105.415243370649,129.313288183907,108.131816238781
"2","ACAP2",0.286039244833777,0.823226678773232,0.485322448375019,0.479808153635017,0.465760060024693,0.128371226205274,101.537744094608,95.3005386494593,95.2469499123063,98.4622559053916,124.555017470019,97.2654243810351,129.133103374946,81.9943750295153,114.663731113546,97.9166576547255,109.872425613949,102.224252175259
"3","GGNBP2",0.329663598124671,0.80745164736423,0.418006034571438,0.4158043435069,0.416696665281689,0.141208481914,125.602843623685,95.4442372075758,118.654734961099,93.2178382110854,79.5600238339635,81.8114438128829,105.733855526787,115.196670931776,100.938153830114,111.541711243042,91.5616443746884,99.0618461698858
"4","OTUD5",0.288463847005116,0.849326611320618,0.480284783216089,0.47612433711661,0.48842994868148,0.141505347974141,96.2472281543185,103.991345561568,129.828441504685,86.8755132495449,98.4098930205831,91.6651475040876,91.3795848232265,109.742033847645,134.519709781113,98.5334608886258,110.276849382668,101.466539111374
"5","C12orf43",0.371523188120246,0.826587028683277,0.366193993963072,0.359022906247,0.355389725790081,0.160413557388809,108.33937495016,136.039776380483,112.956511435692,98.7703031598301,90.5721925934402,84.4432816964159,86.9080617941186,129.616773230905,110.514505694597,98.4966449964503,101.22969684017,86.6476892315547
"6","RPE",0.078385198866813,0.853860898226267,0.852184454602787,0.846338238001222,0.8453613021398,0.160664759347481,89.2642082651056,91.715047779357,112.803754116027,97.9548673676495,96.1890237932243,86.084001656622,143.491533811237,98.1689538181312,101.831046181869,118.183295533029,122.445214717753,121.586367673715
"7","SCMH1",0.387982837824399,0.839628940602521,0.342149963677619,0.338276077802226,0.365717889859283,0.161558794854447,132.290889944945,71.4911572920277,123.572955165515,88.986084225451,91.8212255342025,102.044350539559,95.9998288620704,110.629692306779,118.251085273673,95.259326818649,101.850082837969,98.1499171620314
"8","SNX18",0.458043829383883,0.834055191084491,0.263283214025904,0.258218118186122,0.233037482565116,0.16159501250967,94.3583095826727,133.339685208596,98.6012762063347,93.7269391883747,125.478912325797,118.318433845209,101.398723793665,128.515710429443,110.309525344471,79.2577361588071,91.1416439141446,95.307025369624
"9","MARCH7",0.238989296417255,0.826781418280371,0.557484830849324,0.554934878798105,0.547120075810475,0.161772154187698,106.746874634214,82.981660327047,121.15143432529,90.3640565051491,95.1197766018118,87.0258769464187,128.181254383786,97.9373663165881,97.7127104960241,102.062633683412,105.695771170892,138.328810214838
"10","TESK1",0.419968839049139,0.835084877251822,0.305550533889498,0.299766330554648,0.280676931287397,0.161780006645773,130.811668895061,119.356193174421,91.5613245431175,85.996756353673,100.986086181494,119.791658582607,114.858360081454,132.42275608695,95.4263464324683,85.3149187858372,90.954705292577,99.0139138185062
"11","PPP2R5C",0.299863942020717,0.832450340560487,0.464682966024454,0.458920796210413,0.469894321713518,0.163171527535406,123.410570613454,89.3230829766531,99.2760076954085,100.571336413642,112.483024201206,85.2268014133385,128.66763338376,71.8354807779507,117.618014864775,99.4286635863581,116.813377363535,95.6613666804398
"12","SPIN1",0.473486986013057,0.837219825620757,0.248276260084037,0.242546887744712,0.210194964831817,0.163291412302097,95.5218821137073,126.147382815497,93.3710586694208,134.253595574933,100.248885391424,124.244135230408,95.8807120620424,75.0356692418814,97.9339471187645,120.733923599026,99.7511146085757,117.033513626574
"13","METTL14",0.37025102673453,0.811274486071578,0.366964373469061,0.360602716932834,0.324542439105182,0.166089243512505,89.6549492153338,100.046352439604,101.495340544956,136.167433153334,87.4883757635265,114.372398107894,92.0107639334026,90.6436434592225,99.9536475603957,131.764407926005,89.079824010813,122.737508861152
"14","KLHDC2",0.22677789095293,0.811427506079613,0.57968149689986,0.575519828070008,0.593934057857032,0.166712805383975,99.4046809612689,97.5825932108573,115.974786035855,90.9120539703566,110.562715127415,67.265216843876,94.5452064411599,104.877333917771,109.760761544257,100.595319038731,133.766991112956,83.0102151500755
"15","MTCH1",0.0376495184848637,0.82089952614348,0.930549948683301,0.925867812002515,0.926309921866226,0.16740177007117,98.1088210069391,94.6688549101504,92.6134871415137,86.9534461075178,103.290185876247,85.5540682841424,136.34946215476,101.891178993061,118.880514753956,107.216972465927,129.919454500024,82.7267155043278
"16","MAPK9",0.203352406152868,0.837103506810177,0.620078625536711,0.615250916087126,0.617228698555555,0.169456789046028,99.1050816894048,78.306319245168,88.657806909117,107.593713083893,132.662868500684,95.4552706966474,127.394199985603,94.787864853057,91.9821622978851,105.677965291453,133.105804748287,100.894918310595
"17","DDA1",0.493429395867324,0.889770164625191,0.227725417736175,0.223379553036473,0.264368682992161,0.171070845995836,102.641851211674,97.3581487883257,141.543391299528,115.119588412428,108.815292403624,96.4844426044945,88.8973879632102,96.3165711553006,136.015659383358,109.736307403567,95.1233302847761,80.5388204583054
"18","SEC63",0.194924125814177,0.810497921172027,0.636585525717212,0.629986201141711,0.601062544897148,0.172508352240874,79.2085260837459,90.9296652207727,87.7241609522851,99.792261240606,119.96342665855,119.89730994646,96.5335033368085,87.8588828309243,125.011341874354,100.207738759394,118.956669336409,136.743090962237
"19","PDXDC1",0.328845307564019,0.924539790485922,0.422017851143487,0.416214425292155,0.455925445672358,0.172895059764954,135.159859786681,91.345458499318,111.622372680085,93.3965197379805,123.043998573552,96.3931205106106,140.708447930243,92.705219486486,95.0729845909304,97.1915694106996,135.60621036195,102.8084305893
"20","NAIF1",0.298083015932922,0.802629981964721,0.465646859041235,0.461757974969764,0.453303751385536,0.172962318740818,83.8645313225959,90.3855201988096,123.570000082032,95.788488540708,83.0258948300684,115.723647102802,86.1785709647994,104.211511459292,138.740561373991,107.295880655969,87.3936395450568,110.905200255622
"21","CCDC92",0.497197738143582,0.832577073197402,0.223319488451648,0.220188060844435,0.230644553753901,0.1732560301903,91.2375864851909,80.7071150411206,134.236492251152,89.5079506455748,117.30985116968,121.941642729433,74.6102300780509,99.9583652978387,107.803036005192,99.8594693161536,100.041634702161,120.263727886425
"22","NCBP1",0.333023383387271,0.817027701989113,0.417307545262285,0.410588324090374,0.34755837944632,0.173493322803481,85.3499618894963,141.119761954382,87.5472449099908,121.731696903419,92.2547242943717,116.293433289805,99.7549046989485,95.3094515344573,100.245095301052,123.807936812959,92.0214420040505,129.915770638681
"23","NUP93",0.369450739173951,0.800020837482764,0.369224659933329,0.361833952052744,0.354914990503041,0.174335264911713,93.5391891035575,86.8146853027282,95.5699121605536,132.156960562027,112.941923080945,100.077162061589,108.988932171073,67.6120675983059,104.132619766046,129.034447228219,99.9228379384109,91.0865277518761
"24","DPF2",0.282923069721148,0.848736623704635,0.490043850384259,0.484531513282442,0.498229535852463,0.174523722658751,87.9571980483865,88.759590276102,104.529790285838,126.482165833277,113.455293228722,100.800474580522,81.8288094310552,98.7010698354943,99.1995254194778,143.045555488485,121.580114505078,89.6927449854174
