"","stranded_over_polya_logFC","average_logCPM","LR","PValue","BH FDR"
"AC108688.1",10.0863417979388,3.41547952784984,251.691568545696,1.11088053478737e-56,1.19130828550597e-53
"AC005944.1",-11.030363760792,2.84657990191256,242.045166708604,1.40856084782174e-54,1.4386101459086e-51
"AP000842.4",-9.95995327164385,3.33823183401436,240.649154096772,2.83897611021685e-54,2.76774361872414e-51
"AC010336.3",-9.99015756891748,3.23491704092512,238.953692782413,6.65042247579286e-54,6.20166353307849e-51
"AC114546.3",-11.6591357027943,2.52592759180198,237.753479859945,1.21494496027121e-53,1.08575581282903e-50
"AC009948.5",8.74707825942473,4.66266422676973,236.614637463469,2.15222223292556e-53,1.8464344980715e-50
"MT-RNR1",-11.20702180049,2.56348813383876,235.798467334401,3.24235301399203e-53,2.67469182477312e-50
"HIST1H4L",8.80545136081449,4.28425825433619,234.893601195973,5.10713607779941e-53,4.0569575776534e-50
"AC073349.2",-9.45201609098311,3.4124535805578,233.24605881096,1.16802559512217e-52,8.94707605863583e-50
"GPR52",9.01815599278939,3.60205986839413,232.408339539673,1.77883440021624e-52,1.31560138675303e-49
"AC018665.1",-9.29726654533223,3.01592297276547,224.047742580232,1.18441363590289e-50,8.46776788761505e-48
"KRT18P14",8.15554787805341,6.25424927036399,223.796773054175,1.34351335633817e-50,9.02731844654775e-48
"AC134349.2",8.43981415248117,4.15643392932726,223.756433112297,1.37100960675599e-50,9.02731844654775e-48
"AC025257.1",-9.32289808061773,3.0218528045293,223.730549738492,1.38894772816149e-50,9.02731844654775e-48
"AP005060.1",8.3834206918553,4.33675108625656,223.494906838482,1.56344257600792e-50,9.86256363829941e-48
"SFT2D3",11.360386794849,1.6928425377768,223.420222244723,1.62319773534062e-50,9.9469557221673e-48
"HIST1H1A",8.28894134433786,4.72401186825257,222.99548015349,2.00915104989889e-50,1.19700754772865e-47
"CICP18",8.55921399052245,3.685836332178,222.111433272918,3.13210216389743e-50,1.77531822020632e-47
"AC011558.1",-9.09372158523738,3.16563488030734,222.103010764477,3.14537916672138e-50,1.77531822020632e-47
"Telomerase-vert",9.62105619240441,2.2886255501246,221.258313399909,4.80747273810667e-50,2.64386346889518e-47
"MTRNR2L12",-9.21218255231335,2.99041588628215,221.181282594729,4.99710875123577e-50,2.67944971241262e-47
"HIST1H4D",8.53633152081474,3.45576889966209,219.491337757454,1.16771367782206e-49,6.10856657607991e-47
"HIST1H3B",9.18498691041402,2.48782405171252,218.802823499072,1.65014262135181e-49,8.33134676462627e-47
"COX7CP1",-9.52532659211592,2.6220230178225,218.778639008184,1.67030917045379e-49,8.33134676462627e-47
"RPL21P93",-8.44179841754274,3.84638317528506,218.651499132494,1.78045105159206e-49,8.67888958057876e-47
"AL138478.1",-9.78418619446243,2.48775186170177,218.025904589858,2.43777026595354e-49,1.16189548142603e-46
"FP671120.4",-8.82935977478086,3.2383914546426,216.181295368808,6.157053846021e-49,2.87079328020562e-46
"HIST1H1B",8.96738528225287,2.5333013671075,215.966745868612,6.85765208307488e-49,3.12942386974021e-46
"AP001267.1",-8.32931845121709,3.91540232020335,215.533407796516,8.52522415055471e-49,3.80935432460619e-46
"MKRN5P",8.02294863802037,5.04676163610674,215.431800857223,8.97162135345864e-49,3.92700683242818e-46
"RN7SL5P",8.4517090785688,3.23616170732328,214.768950158452,1.25161342607449e-48,5.36892095248914e-46
"HIST1H3I",8.74590642017437,2.68684608219906,214.377449116161,1.5236182720035e-48,6.40756170547669e-46
"MTRNR2L8",-8.90410734857039,2.91794484704265,214.187537858675,1.67612179127843e-48,6.9133577267961e-46
"AC008735.2",-9.20356758330665,2.59496420773234,213.302750318712,2.61411925886099e-48,1.05787980875567e-45
"SCARNA10",9.37191625596207,2.04505745598499,212.653857503514,3.62148094488353e-48,1.43839857973818e-45
"KLF3P1",8.27043371677956,3.42836677218722,212.061351884167,4.87694051412685e-48,1.90182945721805e-45
"AC026464.3",8.86305780675742,2.46229097926029,211.898218558288,5.29342762278089e-48,2.02738277952508e-45
"AC010507.1",-8.88023343381462,2.67565335606802,210.959014023655,8.48473623326402e-48,3.19264250405345e-45
"HIST1H2BI",8.83640405208081,2.38341471889624,210.699358766769,9.6668888742686e-48,3.5747488375054e-45
"AF131215.2",7.86947822739993,4.83808184251521,210.241632772786,1.21660199692849e-47,4.42265756442749e-45
"AL162151.2",-8.43789255334197,3.10885467107638,209.516546414005,1.7512261752117e-47,6.26004983432342e-45
"AC079316.2",7.94346506024702,4.07925037922343,208.925577399728,2.3565527238597e-47,8.28579390513816e-45
"RPPH1",8.51363559617986,2.6449526571383,208.521832923562,2.88645816111976e-47,9.98528300640267e-45
"AL390318.1",8.80811790557827,2.30276063084838,208.392845513802,3.07969446287964e-47,1.04846487047369e-44
"SCARNA2",10.2283427294431,1.45253189074806,207.801360616668,4.14532285042516e-47,1.38920132024873e-44
"TMSB4XP6",-10.2757135431818,1.84623024160968,207.697827016721,4.36664207748679e-47,1.44085752735287e-44
"ZACN",-8.80335162214339,2.67593961706435,207.592028030276,4.60501610181916e-47,1.49649068714875e-44
"AC125611.3",-8.20371912754038,3.54689681244417,207.553422954954,4.69520051758213e-47,1.5030247865836e-44
"NAV2-AS1",-8.33005546332259,3.18688497047839,207.278350979548,5.39101487746234e-47,1.70038951605606e-44
"AL450306.1",-8.01845611930972,3.82172833964818,204.24368113594,2.4763553874165e-46,7.69751744192887e-44
"AC005072.1",7.81352306350577,3.92421875678191,204.046391594125,2.73439781842567e-46,8.37819491565626e-44
"AC135457.1",-8.77522626555587,2.46289319162215,203.563912213955,3.48449547592958e-46,1.05261209813715e-43
"RN7SL3",7.78527565856185,3.94999256193264,203.15521765768,4.27877070965499e-46,1.27459825250945e-43
"RPSAP16",7.72319631942057,4.27103996334537,203.002717784232,4.61950495709406e-46,1.35724852492813e-43
"AC019205.3",-9.3870258784756,1.93239628658308,202.339662406607,6.44584199100921e-46,1.86824890571845e-43
"AC006449.7",-8.7176741836035,2.34355525089822,201.652595338266,9.10344636396227e-46,2.6033429015235e-43
"HIST1H2AB",8.50934307194653,2.20048757451766,201.490742432291,9.87471160044162e-46,2.78674755797726e-43
"AC011477.3",-8.56320995759376,2.52982473363359,200.956620696169,1.29145203048282e-45,3.59728092854488e-43
"HIST1H2BM",8.2793822967756,2.48299102753559,200.689280724184,1.47712306052792e-45,4.03129538486887e-43
"AC016831.5",7.72671849218847,3.92524753132795,200.678886414148,1.48485796067065e-45,4.03129538486887e-43
"POU5F2",7.72559387138938,3.85449234227967,200.619715539975,1.52966777224374e-45,4.10103929738548e-43
"AC007496.3",7.63534372235177,4.23729995187233,200.481348062994,1.63980268347102e-45,4.34203555001068e-43
"AC115618.2",-8.8104850382371,2.26272823489832,200.239957793963,1.85126201232735e-45,4.84217898053623e-43
"SPDYE6",-7.86972448287666,3.54788259700809,200.022568237265,2.06493794348911e-45,5.33599867613908e-43
"HIST1H3F",8.42951462688487,2.16352605221073,198.930962273902,3.57373963983225e-45,9.12494854703836e-43
"RN7SL1",8.00668197148774,2.76745678773501,198.527347402081,4.37727121481389e-45,1.10451427076857e-42
"AC024896.1",-8.44082992009208,2.49313873041524,198.434882781334,4.58545102574213e-45,1.1435901581409e-42
"AC090984.1",-7.75535993382326,3.70179669444468,198.338160766911,4.81381953807123e-45,1.1867448442822e-42
"AC021766.1",7.76451970968245,3.39628151572056,197.983944530191,5.7516336516321e-45,1.4018299836387e-42
"NANOGP5",7.83098370025895,3.1040112971277,197.759155286678,6.4394360494189e-45,1.55183173469592e-42
"AL031846.2",-8.89695642531416,1.94466339743757,194.838225860423,2.79459387135512e-44,6.65982770586939e-42
"TAS2R30",7.50976136277947,4.05524640346471,194.781256066449,2.87575843421052e-44,6.77794141724694e-42
"AC008026.1",-8.92177090344083,1.90459825772575,194.303602419888,3.65595955911167e-44,8.52315441563337e-42
"AC027279.4",7.4780253776598,4.15010843003521,194.189494685259,3.87173694362554e-44,8.92914128676136e-42
"AC009716.2",7.5002166817943,3.8641174734068,193.899434921617,4.47932786119603e-44,1.02204919113758e-41
"AC099494.3",7.50477752206315,3.79449556798333,193.748217471305,4.83300242277377e-44,1.09113932593318e-41
"AC124944.2",-7.69477291231262,3.35462892963843,193.379795142673,5.81604891806228e-44,1.29940226244375e-41
"AC245060.6",-8.37446164536848,2.18868680445378,192.741104567523,8.01731720386381e-44,1.77273628235537e-41
"AC124068.1",-8.90118221306215,1.81321673731828,192.556888563897,8.79501539077675e-44,1.92485193981e-41
"AL355336.1",7.50297931537302,3.61756009983543,192.417140094921,9.43492936951685e-44,2.04404409209492e-41
"HIST1H1E",8.1593010543759,2.07566790860797,192.274444546256,1.01364074619785e-43,2.17405667244516e-41
"RN7SK",8.5797203509755,1.623890399475,191.923055253145,1.20942920618977e-43,2.56830075389686e-41
"SCARNA13",8.16112811006334,2.02998005754794,191.507898229353,1.49003373587103e-43,3.13316113401587e-41
"AC092127.1",7.38253726843199,3.98204402910451,190.944571138248,1.97767166147413e-43,4.11816522284439e-41
"SCARNA7",7.45770297367405,3.60519506663084,190.907928711651,2.01443028267964e-43,4.15437506758779e-41
"AC025262.3",-8.21255560211318,2.33169569621962,190.848799497284,2.07519334922349e-43,4.23892828134718e-41
"AF121897.1",7.47979297818987,3.37354380540335,189.959777257273,3.24422377923838e-43,6.56435015255706e-41
"RN7SKP203",8.22372989378548,1.80961083737645,189.057721365621,5.10519971352819e-43,1.0233301257547e-40
"SPDYE3",-10.253932243042,1.1970766728581,188.857764012128,5.6449531445269e-43,1.12104588003531e-40
"NANOGP4",7.20295285631634,4.71682027782976,187.822016669715,9.50061751622663e-43,1.86944260998191e-40
"AC125494.1",-8.41769549219678,1.93568196841357,187.76160822736,9.79351262262466e-43,1.90955689754594e-40
"HIST1H4C",7.7840771381264,2.28727260665604,187.025912595552,1.41754353629978e-42,2.73905169068088e-40
"NDUFA9P1",7.4669338964367,3.04159295270007,186.957025282741,1.46748698761125e-42,2.81023758127554e-40
"PFN1P1",-9.00092693345606,1.52923006471835,186.555626789239,1.79555487902504e-42,3.40805849958664e-40
"KRT18P31",7.28065204562634,3.6769455277279,185.782698429361,2.64807360349237e-42,4.94600047850506e-40
"AC005261.6",-8.19784031885123,2.0562418893518,185.779788992265,2.6519491562294e-42,4.94600047850506e-40
"AL031714.1",-7.82577344773631,2.57193208076532,185.751579865785,2.68982085267786e-42,4.94937958693693e-40
"AC006128.1",-7.68424858164351,3.02252259053162,185.74412939626,2.6999133330456e-42,4.94937958693693e-40
"AC067930.6",-7.881677195723,2.4510421435,185.70946067248,2.74737631522931e-42,4.99370569568122e-40
"HIST1H3J",7.47003852154442,2.82107930219698,185.561716616829,2.95917993738517e-42,5.33348666361657e-40
"RN7SL648P",7.28067276492879,3.68194912437029,185.322688796709,3.3369719771273e-42,5.96428124711886e-40
"SCARNA12",7.62729285065715,2.47792615359312,185.216857479779,3.51929987788591e-42,6.23817717197496e-40
"RPL41P2",-7.26640606241001,3.8837138490229,184.914534389022,4.09690503326175e-42,7.19853672682687e-40
"HIST1H3A",7.89954843144043,1.95552000558129,184.899387809238,4.12821716430299e-42,7.19853672682687e-40
"AC006547.1",-9.05960812640941,1.42377749270459,184.635678465868,4.71338534813469e-42,8.15263620538652e-40
"AC113191.1",-8.31849366506946,1.87525769001296,184.476807832417,5.1052406671632e-42,8.75977614634531e-40
"HIST1H2BB",7.74913790962363,2.11035699797672,184.228196369418,5.78483873618808e-42,9.84708104871126e-40
"AC021224.1",-8.87235604699271,1.49691522854966,184.153213986949,6.00704572834867e-42,1.01448123450096e-39
"AC012615.3",-8.33680193580723,1.92458083267475,183.978684016942,6.55787837954142e-42,1.09399059315445e-39
"AC008894.2",-8.78119328648239,1.49767648565714,183.972027861677,6.57985763320233e-42,1.09399059315445e-39
"CERS6-AS1",-7.45796982906154,3.21187021450429,183.746339668204,7.37034455952969e-42,1.2159934624061e-39
"AC010300.1",-8.58290267746644,1.63768329604412,183.620958755685,7.84983560830049e-42,1.28521583302923e-39
"HIST1H2BL",7.7206755359016,2.11843792240184,183.330295084208,9.0848493734275e-42,1.47615037394904e-39
"LRRC37A16P",-9.31332794333937,1.2421773861728,183.191754205763,9.74011117819131e-42,1.57072108684096e-39
"AC104791.2",7.06867957329872,4.6899794729715,183.102807013727,1.01855125840644e-41,1.63029010375383e-39
"SEPT2P1",-8.6533926643446,1.53607952192375,182.327743459034,1.50382433167149e-41,2.38918698264371e-39
"AC009630.3",-9.39128981976768,1.19836102905047,182.127460085814,1.66312235796968e-41,2.62284178924513e-39
"AC011603.2",-6.98003221172321,6.24883979269457,182.067180424901,1.71429231250071e-41,2.68380595025659e-39
"AC015922.3",-8.05050861260221,1.99569785287301,181.996970440709,1.77588009720126e-41,2.76007799454875e-39
"AC011933.2",7.22272645213316,3.25541308108966,181.97260692622,1.79776478800626e-41,2.77398986857254e-39
"HIST1H4B",8.15117606816749,1.47033045580652,181.600764291382,2.167289300388e-41,3.32028720819441e-39
"AC018638.1",-8.67750333307163,1.4686906928855,181.098899180751,2.78926636698678e-41,4.24285000277535e-39
"HIST2H3D",7.30389089989762,2.885557805011,181.073369248246,2.8252964859276e-41,4.26739148099825e-39
"AC018635.1",-9.32227548347707,1.17794774705544,180.947751882733,3.0094738101113e-41,4.51378980973896e-39
"HIST1H2AH",7.60617688508401,2.10014917770073,180.23477024592,4.30685875279405e-41,6.41482684235603e-39
"RN7SL4P",7.54771444343054,2.14176411140565,180.194493898264,4.39495601440063e-41,6.5008976963355e-39
"AL355075.2",-7.79313666329361,2.19058043556121,180.132125611266,4.53494467745934e-41,6.66202009877725e-39
"AC092653.2",7.11990253461985,3.5582814657117,180.060005127392,4.70239141015735e-41,6.86101299082006e-39
"HIST1H3C",7.77431964010949,1.77451634740267,179.660748305589,5.74768690682322e-41,8.32948572821246e-39
"AC090220.1",7.1807956301279,3.2040796886782,179.433029524066,6.44486803926919e-41,9.27714964471447e-39
"AC069234.3",-8.67861877393042,1.38869534569225,179.250122311022,7.06562993034486e-41,1.01029087164024e-38
"AC010978.1",-8.42729911460604,1.53241798704305,179.0961174918,7.63444069614751e-41,1.0843939341124e-38
"AC025259.1",-8.3527744496059,1.54678245759559,178.753380814568,9.07011886105681e-41,1.27984150876281e-38
"HIST1H2AL",7.60764090777199,1.92881104057273,178.465905849429,1.04805257047135e-40,1.46919160336402e-38
"AC092809.3",-7.67494390691692,2.23966275108485,178.356626437347,1.10724657399489e-40,1.54209250123652e-38
"AC015674.1",-8.37068519520482,1.52409458530083,178.277404057316,1.15223930925438e-40,1.59440185192826e-38
"AC007431.3",6.99904163313926,3.92989831515275,178.204176962966,1.19545156777995e-40,1.64359264267592e-38
"RPL7AP30",-7.84449808579098,1.88590114764618,177.908206644846,1.38726084184526e-40,1.89515735897434e-38
"AL356488.2",7.02162548549125,3.63108384385184,177.87280195215,1.41217625234513e-40,1.9169845734366e-38
"FLJ42393",7.15396476722765,2.99047466087835,177.729402893465,1.51775205448962e-40,2.04734251979204e-38
"TAS2R13",6.93384781850491,4.31217698384689,177.594033934319,1.6246487025105e-40,2.17784158571532e-38
"AC004491.1",7.12196092759086,3.04814280449086,177.553724977905,1.65791094489306e-40,2.20862571093579e-38
"TTLL7-IT1",6.97296628802767,3.87271192878865,177.4969409454,1.70592679578842e-40,2.25856283432531e-38
"PRDX2P3",7.07077505419652,3.39847718388374,177.449222684956,1.74735048572406e-40,2.29921308084721e-38
"AL513523.10",-8.47313362254548,1.36672497947001,177.309902639706,1.8741384572097e-40,2.45100741647766e-38
"AP003396.5",-7.46079014026601,2.38277372705576,177.179419946389,2.00121492072109e-40,2.60133682543187e-38
"EEF1A1P11",-8.12083972010513,1.61659395602607,177.142495027713,2.03871556416936e-40,2.6341187602593e-38
"AC022898.2",6.88820184369621,4.7461090371676,177.074236516739,2.10989846444094e-40,2.70976660271432e-38
"AL512770.1",-8.44139034203062,1.42459320751939,176.928334414083,2.27049642203907e-40,2.89866709880321e-38
"C4B-AS1",-7.03208101163649,3.77966071860837,176.360544426625,3.02068293685868e-40,3.81103574292617e-38
"C4A-AS1",-7.03208101163649,3.77966071860837,176.360544426625,3.02068293685868e-40,3.81103574292617e-38
"AL020996.3",-8.65182433381178,1.27772977438162,176.291157401375,3.12792874733967e-40,3.92326408028896e-38
"HIST1H2AJ",7.41025181769914,2.10751073357237,176.065426009773,3.50387780100874e-40,4.36925413232764e-38
"C18orf15",7.08310482048166,2.89342663296117,175.816638522552,3.97078275926296e-40,4.92285252142613e-38
"PRPS1P2",-8.45945206862523,1.3587307660194,175.698960652826,4.21282416614997e-40,5.19291107560831e-38
"HIST1H1D",7.18221326989023,2.63010320001317,175.566642964072,4.50264322048006e-40,5.51843953102036e-38
"AL033543.1",6.87338483603978,4.23815628385717,175.452454092007,4.76873344179848e-40,5.81135198066442e-38
"AC005062.1",-8.86235238993956,1.09652039321652,174.67356194582,7.0549303123376e-40,8.54882177056592e-38
"AL118558.1",-7.58098126338174,2.11713044983703,174.549304114331,7.50978977113799e-40,9.04887477591953e-38
"SNX18P4",6.78690989539108,4.76667308192221,174.094647804877,9.43876502908479e-40,1.13096442650174e-37
"AC079915.1",6.87390007361899,3.66540775869052,173.925936115739,1.02744512218449e-39,1.22425794336739e-37
"AC069282.1",-8.94770553613536,1.04092378574575,173.704781384511,1.14829895952327e-39,1.36070254606935e-37
"AC105114.1",6.92674339773467,3.32988796051156,173.365761341798,1.36173219392882e-39,1.60474901622996e-37
"HIST1H2AD",7.45788718602937,1.74605774936515,172.261628445607,2.37259110374788e-39,2.78072863350735e-37
"HIST1H2BO",7.08822850941199,2.49956723802049,172.029979835433,2.66571465118164e-39,3.10729607818173e-37
"AC087286.4",6.88886608600852,3.28591350368318,171.909038661485,2.83287027893551e-39,3.28429198608696e-37
"HIST1H4E",7.45866906123464,1.68036631463139,171.71435873812,3.12423836905187e-39,3.60261637308734e-37
"HIST2H3C",7.02911511377346,2.63340582085659,171.551308753348,3.39120440535105e-39,3.8895482398914e-37
"AC020978.7",6.8544780689932,3.35747226055806,171.235525146172,3.97485281333191e-39,4.53471506065653e-37
"AC024075.3",-7.56025026979453,1.87783391464108,171.22274938861,4.00047250580504e-39,4.53979546584691e-37
"MED4-AS1",-8.10041210061384,1.3756982045376,170.93019379587,4.63453376849418e-39,5.23165685614016e-37
"AC008764.2",-7.84582287215941,1.5765537308991,170.738200909663,5.10432174242032e-39,5.73180590216917e-37
"AC034102.4",-7.16849990410324,2.47236215974959,170.706139990285,5.1872872355135e-39,5.79463211600487e-37
"AC241520.1",6.78117529583853,3.58897016620199,170.40442483015,6.03721539323912e-39,6.70912931368874e-37
"AC011472.3",-8.45574644024753,1.07625522761466,169.609360001487,9.00506227911009e-39,9.9556997815646e-37
"AC233723.2",-7.6444198067185,1.8145643475377,169.413235563877,9.93854846810375e-39,1.09313839766097e-36
"RPL23AP32",6.81645115615611,3.13711722934946,169.242575833925,1.08292303788069e-38,1.18502721002373e-36
"AC010468.1",-7.60095582882335,1.65850714818321,169.196699667089,1.10819878437974e-38,1.20653033133892e-36
"AC007560.1",-7.7333669585194,1.59608465273531,169.100227126304,1.16329226637721e-38,1.26011578430598e-36
"HIST1H4A",7.10182027762051,2.13776095968812,169.027547882912,1.20659970545101e-38,1.30045982324187e-36
"AC092139.4",6.67119417387228,4.28896760411825,168.764944657651,1.37695745312942e-38,1.47664917273599e-36
"AC104117.2",-7.37283328013523,1.92092297439883,168.711265622697,1.41463714979303e-38,1.50950933277418e-36
"AC099850.3",-8.01408376628377,1.32746276057995,168.613956076965,1.48559147153306e-38,1.57737454858619e-36
"AC006141.1",6.73597839468201,3.50566392881677,168.579380230727,1.51165075919021e-38,1.59713721591683e-36
"ASS1P12",-7.93166456046366,1.36117220863235,168.010293588468,2.0125786632492e-38,2.11596995928278e-36
"PRO1804",6.75786784154534,3.45662299130886,167.635705102716,2.42981266651193e-38,2.54217668640722e-36
"EEF1A1P3",6.87100579240415,2.79289748552993,167.428989988109,2.69603319664882e-38,2.80701553406427e-36
"AC129502.1",6.63910248471805,3.9536256688111,166.832659462494,3.63900414313978e-38,3.7705005247373e-36
"DANT2",6.66283172792507,3.63230407420767,166.098313893976,5.26490344375672e-38,5.42892543565837e-36
"FOXP1-IT1",6.77695082459545,2.95354683870328,165.72949940865,6.33803321174953e-38,6.50421704907196e-36
"AL162390.1",6.69839980243044,3.14980810881442,165.481672747188,7.17943939073919e-38,7.3326007644083e-36
"AL122010.1",-7.83534755513677,1.30565995553662,165.363103696828,7.62063729810175e-38,7.74632363837376e-36
"AC080112.4",-7.26343670084706,1.83082926220308,165.325901236964,7.76458033567685e-38,7.85541127545269e-36
"AC023389.2",6.74252176728728,3.01220624771204,165.304843325093,7.84725906677392e-38,7.90178462273085e-36
"HIST1H2AI",6.94511893836541,2.17785149793904,165.193167419477,8.30066963915311e-38,8.31928796357738e-36
"AC099518.5",-7.72134852466932,1.33646288683667,165.071708716882,8.82359143023585e-38,8.80225065096272e-36
"AC008764.10",6.61344622471733,3.44947231288487,164.266572928713,1.32290180780177e-37,1.31359249878391e-35
"MRPS36P1",-7.65508355508813,1.39968769502325,164.141741365797,1.40863205623679e-37,1.39227374848695e-35
"AC122718.2",6.7362840529574,2.77792407592722,164.077579832189,1.45483573631385e-37,1.43134481066328e-35
"CXCR5",-6.9436220862108,2.37301288502553,163.870569349946,1.61449464495399e-37,1.58117265502161e-35
"DSTNP1",-7.48959319440828,1.53396554633565,163.510190230042,1.93537149153334e-37,1.88681126138214e-35
"HIST2H2AB",7.01220585870846,1.84658884750634,163.419851698087,2.02534812876762e-37,1.96559577673339e-35
"HIST1H2BE",6.82094979926233,2.39744845264553,163.20326941505,2.25847081914778e-37,2.18196766347215e-35
"AC211433.1",-7.5874122028673,1.38394309895362,162.665380649662,2.96021915392193e-37,2.84712019790662e-35
"FERP1",-7.48802736672163,1.47384038633454,162.453662310328,3.29289099336867e-37,3.15294312615051e-35
"AC008635.1",-7.49663443995398,1.46362455721708,162.436200546868,3.32194311236945e-37,3.16662381662667e-35
"AC026362.2",6.45914809479015,4.38339622043116,162.049609801877,4.03506496123233e-37,3.82938377382792e-35
"AP001020.3",-7.32799321272583,1.63763093351252,162.034336480876,4.06618667229152e-37,3.84191946023385e-35
"Z93241.1",6.52163664764285,3.61373979567219,161.938528117262,4.2669615479083e-37,4.01393821401479e-35
"AC005523.2",-7.77511491812834,1.21474603295833,161.885059539133,4.38328927592063e-37,4.10536193842558e-35
"RMRP",7.02526138376869,1.67877335152364,161.834459723622,4.49629515960128e-37,4.19289298187514e-35
"AC005670.2",-7.31490995683928,1.56802685195649,161.587768833951,5.09038161971135e-37,4.72634220690775e-35
"AC036176.2",6.54477799241471,3.21086474958482,160.990007141603,6.87618801767651e-37,6.35691726737611e-35
"AC005726.3",-7.55651443681699,1.30628589124223,160.703554161187,7.94204367340646e-37,7.31077050245587e-35
"AL121748.2",-7.23952103644635,1.60920283220486,159.795234403295,1.254259290199e-36,1.14963048103368e-34
"AC011944.2",6.52859153761278,3.18616987689308,159.564612223652,1.40856245127107e-36,1.28556797680263e-34
"AC015883.1",6.43453962619141,3.62269409038651,159.497273151902,1.45709928564269e-36,1.32423158807052e-34
"AC091046.3",6.40307636885106,4.08063185012577,159.445391316673,1.49563262172518e-36,1.35351596923045e-34
"AC104667.1",-7.13215469800994,1.73556853323053,159.390708679645,1.53734978344915e-36,1.38542345190829e-34
"LAPTM4BP2",-7.18235241575418,1.65416807247099,159.283041771364,1.62292035404837e-36,1.45641823236943e-34
"AL079301.1",6.39897691275229,3.76620185571967,158.211478988443,2.7824794986252e-36,2.48660917860472e-34
"AC114491.1",-6.90281048449211,1.99191698624566,158.201066977267,2.79709378653199e-36,2.48929740803063e-34
"AC015959.1",6.54678429203289,2.71127497495012,158.157618502339,2.85891115551819e-36,2.53379861419645e-34
"AC026124.1",6.52120387630169,2.75445866636821,158.080174404469,2.97250423545051e-36,2.62363254493591e-34
"AL035413.2",-7.00069209660205,1.67879887689194,157.473492317414,4.03354153531749e-36,3.5455491331758e-34
"AC100814.1",-6.60973202666128,2.62592936821101,157.198118836208,4.63295943745622e-36,4.05582506181882e-34
"PHBP19",6.3533305567163,3.85088000875254,157.13506039287,4.78230767838263e-36,4.16955020674597e-34
"AL139099.5",6.44392751483276,2.86838560700672,156.758800960918,5.77903548718503e-36,5.01816814288035e-34
"AC009951.1",6.46941425100578,2.7211395243755,156.010041919154,8.42312257344161e-36,7.28464245786999e-34
"AC068385.1",-6.53316141887741,3.08501250151325,155.778583377697,9.46350675683412e-36,8.11903123286877e-34
"SPATA46",-7.13436819936691,1.48762801161658,155.778559017711,9.46362275371687e-36,8.11903123286877e-34
"AC092828.1",6.47479683141735,2.59459710543402,154.820342863852,1.53269068575191e-35,1.3096872441437e-33
"AL590617.1",6.3830966118119,2.92764457006714,154.564292460675,1.74345234324078e-35,1.48387166102493e-33
"AC016027.2",6.34965060112168,3.11484295507633,154.52088585324,1.78195171188425e-35,1.51064428128433e-33
"AF230666.1",-6.6182015299038,2.12070708167115,154.137742671695,2.16086056120451e-35,1.8246510754612e-33
"AL031600.3",-6.76787994345676,1.98454386326506,153.715729487043,2.67210542208341e-35,2.24750263109196e-33
"AC009690.2",-6.95912448923365,1.71698457004939,153.178552520001,3.50147201244789e-35,2.933577020429e-33
"AL512383.1",6.1992171333797,4.32504193886313,153.087131865629,3.66632026432807e-35,3.05973684938943e-33
"AL136379.1",6.33703762695909,2.9023125718904,152.993010251543,3.84415159250448e-35,3.1957117579859e-33
