"","stranded_over_polya_logFC","average_logCPM","F","PValue","BH FDR"
"MRPL28",-0.622988000639308,4.71712945770243,4.8644171420299,0.0332307012146777,0.127991732030178
"BMI1",-0.801043219887991,4.77418867963949,4.86019339936764,0.033303004431193,0.127991732030178
"MPHOSPH10",-0.653725677430322,4.77637446771843,4.85840869291667,0.0333336069550516,0.127991732030178
"ITM2B",-0.826719629974367,4.87024457651641,4.85713760455616,0.0333554210745313,0.127991732030178
"EIF2S2",-0.732851150910345,4.84813867580065,4.84568980901731,0.0335525867175902,0.128518390195055
"GHITM",-1.00682818217123,5.07150956272151,4.80914101599958,0.0341906023974493,0.1307287738726
"NAP1L1",-0.616648331750711,4.69517201362228,4.80073697344163,0.034339167484393,0.131048040309019
"LARP4B",0.787394905535172,4.94201650944866,4.79751606895242,0.0343962921650245,0.131048040309019
"RPSA",-0.695100947996079,4.75403027204704,4.79047748773803,0.0345214860061922,0.131291821778869
"PGRMC2",-0.672467055219226,4.77981064778593,4.76662277792761,0.0349494886310664,0.132684341794049
"WDR46",-0.569970142789344,4.69205557462456,4.76118380741163,0.0350478817181729,0.13269975256462
"CUEDC2",-0.81006263332129,4.85650329341047,4.75956210734282,0.0350772772513472,0.13269975256462
"PABPN1",-0.752200194513569,4.86047333953873,4.75005537255325,0.0352501408032233,0.133118929617806
"DNAJC7",-0.617948421786548,4.79013507613055,4.72396938218834,0.0357292538881915,0.134691124060054
"ARPC2",-0.669523287326275,4.81379902564427,4.71925986319508,0.0358165057374499,0.134709917065161
"GLRX5",-0.765580622217733,4.90058596140563,4.71403733830192,0.0359135334390077,0.134709917065161
"RPS6",-1.04170287471014,5.08344774266177,4.71054651282466,0.0359785481021874,0.134709917065161
"ZC3H11A",-0.625030301077308,4.77284429844281,4.71017652788339,0.0359854463768471,0.134709917065161
"ADSS",-0.680000700255636,4.85553515142333,4.70509572271414,0.0360803226221499,0.134829777046187
"UTP3",-0.653570959344316,4.73163950293032,4.70089712074696,0.0361589307841369,0.134888533099085
"KXD1",-0.604575054494182,4.68473577178673,4.67576536962734,0.0366333789247168,0.136295069311407
"RPS14",-0.815555548260107,4.92649618259273,4.67137833342332,0.0367168928103531,0.136295069311407
"TPR",0.675778183514512,4.84242080744285,4.6708692841652,0.036726596765498,0.136295069311407
"MRPL20",-1.00381922048797,5.0200871956784,4.65823085984167,0.0369684204794971,0.136866864703184
"EMC6",-0.66855642436557,4.74623872191763,4.65309823216668,0.0370671234227053,0.136866864703184
"DAP3",-0.956150191774661,5.04309056636278,4.65281842886476,0.0370725124301352,0.136866864703184
"GLO1",-0.626278479211481,4.72117914784908,4.64626075365572,0.037199058115903,0.136866864703184
"DNAJC13",0.673484402404701,4.80766827676656,4.64622693503099,0.0371997119449679,0.136866864703184
"SF3B5",-0.638286173921875,4.78047464492891,4.64005813326593,0.0373191857637102,0.136923354806133
"COMMD7",-0.767890212181235,4.91381174072403,4.63309336763643,0.0374545785172809,0.136923354806133
"ISCA2",-0.732216739065682,4.88182211016975,4.63234400762334,0.0374691777195197,0.136923354806133
"ACP1",-0.601835302201903,4.71159520973348,4.63228125342803,0.0374704005926341,0.136923354806133
"HDDC2",-0.704311523997243,4.77242844274067,4.62548701594204,0.037603055799502,0.137174412737979
"RNF13",-0.70875577563862,4.84269648220631,4.60814503680526,0.0379439804174925,0.138183086579832
"SERBP1",-0.708102738667715,4.80227819472312,4.60104554292537,0.0380845203560027,0.13839879551802
"EIF1",-0.636953251123582,4.75433612136243,4.59864066043342,0.0381322555483215,0.13839879551802
"RAB7A",-0.612501574075328,4.74885055558434,4.58246396094172,0.0384550530098253,0.138971219793701
"CD63",-1.17294680774435,5.08488969268516,4.58035656508692,0.0384973240462851,0.138971219793701
"NAPG",-0.600951431330188,4.74291537379406,4.57783337775543,0.0385480019214239,0.138971219793701
"INTS12",-0.617614974100197,4.76409844028721,4.57777744058703,0.0385491262364813,0.138971219793701
"NCBP2",-0.894408871166093,5.05100541160888,4.56864619645548,0.0387331413332022,0.139400315704226
"TXN2",-0.640098331672908,4.7632163858023,4.56361397942064,0.0388349614318769,0.139532650370814
"NDUFB4",-0.601125631413435,4.7425959745018,4.55393193983572,0.0390316872503494,0.139992739455485
"UQCRQ",-0.834157493321687,4.93829060788787,4.54771152198016,0.0391586515119809,0.139992739455485
"STRAP",-0.656181790946007,4.71313526930394,4.54647309680664,0.0391839826528885,0.139992739455485
"TMEM167B",-0.627173067527473,4.72327836148441,4.54113804700599,0.0392933121875105,0.139992739455485
"IQSEC1",0.661629075368517,4.75126179321521,4.53049883644293,0.0395123340359616,0.139992739455485
"EMC8",-0.591347563145213,4.74480326257519,4.53016954134608,0.0395191342346491,0.139992739455485
"EEF1A1",-0.678616853735514,4.68386380194175,4.52802283128314,0.0395634967955304,0.139992739455485
"CDK2AP2",-0.62942267675546,4.6582446268081,4.52618929002969,0.0396014306707429,0.139992739455485
"HNRNPA1",-0.739043309683533,4.88968031845286,4.52541673779316,0.0396174257868313,0.139992739455485
"TWF2",-0.698283119450737,4.83099719137247,4.52467626617824,0.0396327633199536,0.139992739455485
"SSBP1",-0.790686078717078,4.92605565004035,4.5223530969189,0.0396809256824872,0.139992739455485
"SRSF9",-0.568583134550386,4.70973370631085,4.51792537508613,0.0397728953010939,0.140086798720602
"N4BP1",0.638933155931641,4.77732532513643,4.51457213392107,0.0398427014622632,0.140102614158286
"MRFAP1L1",-0.736365094708371,4.80790183627039,4.50732655486004,0.0399939938681552,0.140404446558417
"FIS1",-0.628636058749956,4.76423448219852,4.4985862216756,0.0401773333701803,0.14081761450823
"RPS19",-0.748451957710769,4.84268869654486,4.48499871421835,0.0404641742896941,0.141286620801268
"PDIA3",-0.688985449448148,4.83411638712358,4.48435753348146,0.0404777651953111,0.141286620801268
"PHF12",0.56677703416884,4.64850109433829,4.48164590247638,0.0405352979602197,0.141286620801268
"TMED7",-0.802964506567801,4.95714174554508,4.47979502926422,0.0405746193070309,0.141286620801268
"NPTN",-0.702282894502595,4.86360410533818,4.47543366770092,0.040667440291922,0.141380323219081
"SLC35A1",-0.731917770398784,4.84236389692383,4.46645425281038,0.0408592768880975,0.141817393082474
"SLC25A6",-1.07582624170047,5.12618606761107,4.4543262348559,0.0411199521474113,0.14249159508271
"TERF2IP",-0.673560769112481,4.73650937103441,4.44916087233458,0.0412315261124882,0.142647779856915
"BTF3L4",-0.760106423845287,4.90350439798436,4.44032582101178,0.0414231348230589,0.143079910137619
"LETM1",0.710726418742055,4.77645304870168,4.4370452043716,0.0414945303245095,0.143084861061633
"HMGN2",-0.69913275132693,4.71549019109239,4.43180789472948,0.0416087880090498,0.143084861061633
"RBM14",0.605790735728593,4.59562738926499,4.43108037469863,0.0416246868542932,0.143084861061633
"COPS5",-0.701538411656545,4.84837182466152,4.42302182056547,0.0418012393233195,0.143461853357632
"TMEM9",-0.641218658149964,4.71111343770838,4.4191239954115,0.0418869293197297,0.143526299346358
"PPID",-0.75009096113393,4.91358545352101,4.41180363837816,0.0420483800992351,0.14384972139212
"MCTS1",-0.606001049718925,4.78828980389416,4.40836512636986,0.0421244514549966,0.143880491036573
"VAMP5",-0.768253465589719,4.78327174441025,4.40331993330247,0.0422363405634523,0.144033307644841
"MORF4L2",-0.606796889181475,4.75700036320986,4.38335047253906,0.0426824115290787,0.145323448777578
"MRPL34",-0.672358585933071,4.80256681638181,4.3777967997352,0.0428073817798129,0.145517961834705
"MRPS30",0.705952131744106,4.87953324611473,4.36552503488064,0.0430849466093276,0.146229763412987
"NOP53",-0.948278479798649,4.97607537895809,4.355379790267,0.0433159009612413,0.146543214889725
"FKBP1A",-0.93102151747274,4.97939722840225,4.35213918396176,0.0433899579587509,0.146543214889725
"OGT",0.653820209604793,4.75877716278398,4.35004212607857,0.0434379555057944,0.146543214889725
"RAB13",-0.964773120003955,5.1086446969372,4.34830614013173,0.043477732795828,0.146543214889725
"RETREG3",0.55707038406574,4.64619219851785,4.34440472921402,0.0435672728535062,0.146543214889725
"C19orf70",-0.783728118684418,4.92517995820402,4.34353711445629,0.043587212633867,0.146543214889725
"ATP6V0E1",-0.92124666339239,5.03294914643211,4.3036376585076,0.0445150792292424,0.149428552342293
"HNRNPDL",-0.692284332865145,4.83343686733929,4.29490150761123,0.0447211132175802,0.149885606018296
"PNRC2",-0.656530426480307,4.78992400238737,4.27780239972938,0.0451274100118409,0.150668972486404
"CD2BP2",-0.595127871806986,4.77193818627915,4.2749258624164,0.0451961568268083,0.150668972486404
"ATP6V0B",-0.975203023026582,5.03833749742117,4.27046741600279,0.0453029368334312,0.150668972486404
"RPL23A",-0.699879182866069,4.85398606328834,4.26947853507406,0.0453266580209582,0.150668972486404
"RPL29",-0.839158456631238,4.89721260184336,4.2672925026973,0.0453791446908233,0.150668972486404
"USB1",-0.54015296964651,4.65717643558067,4.26660624681935,0.0453956354392197,0.150668972486404
"MRPS7",-0.621624891769364,4.73144613745177,4.26448965617708,0.045446538554174,0.150668972486404
"NMD3",-0.628930777251025,4.80579588820984,4.25789630383725,0.0456055072963015,0.150825626834971
"FOXJ2",0.611175342402208,4.70854622090633,4.25669981694806,0.0456344204269911,0.150825626834971
"PSMD14",-0.573132134930266,4.69776230168943,4.25324188269624,0.045718094487736,0.150869711809529
"ISCA1",-0.598549080950947,4.75568317464731,4.24609098276309,0.0458916638493606,0.151209860148815
"VKORC1",-0.696073185045981,4.87366473124554,4.22993631779477,0.0462864416138696,0.152249894830278
"SBDS",-0.76207596401324,4.95903084513425,4.22513584958415,0.0464044690483025,0.152249894830278
"NFX1",0.529375540042422,4.68058045813,4.22230462859665,0.0464742339902731,0.152249894830278
"ATOX1",-1.16869502023089,5.28283348493114,4.21889533277835,0.0465583961358053,0.152249894830278
"RPLP0",-0.769353567528121,4.90497536571689,4.21659697970205,0.0466152277823898,0.152249894830278
"DCTN3",-0.691660239840347,4.89722797182478,4.21587142037411,0.0466331845703929,0.152249894830278
"DDRGK1",-0.550397799792265,4.72000697697201,4.20584385905242,0.046882134147999,0.152830057366957
"PPA1",-1.12528849350908,5.23256786120929,4.19804445220004,0.0470767743467506,0.153231685847921
"ZRANB2",-0.7956762843357,4.9709169439711,4.18458209283197,0.0474148270411886,0.153744264524492
"NDUFS3",-0.61584942233728,4.7005231719509,4.18423642736004,0.0474235420313419,0.153744264524492
"NUDT16L1",-0.562920240774757,4.70906205424599,4.18321602666746,0.0474492788415913,0.153744264524492
"FBXO42",0.639991384100778,4.73904857883673,4.1781540177026,0.0475771809614626,0.153926173698849
"TSPAN3",-0.741494593010815,4.90467678868385,4.17363627619624,0.0476916506026153,0.154064142383449
"LSM3",-0.608904518181607,4.58649047236102,4.16692420142136,0.0478622783563383,0.154382837705783
"PSMA6",-0.653607502787121,4.78965571305014,4.15394654866825,0.0481940868904114,0.155219694264163
"PPP1R15B",0.599700368852863,4.71496618242875,4.1370479847959,0.048629934846664,0.156372491996052
"PDCD6",-0.530923790095545,4.68971675002866,4.13443092263931,0.0486978203512179,0.156372491996052
"CCDC124",-0.588212718535453,4.64454142354085,4.12625767529261,0.0489105019073028,0.156820667550321
"SCAF1",0.61890761639274,4.75592397466529,4.1206719200431,0.0490564393525066,0.156932541174857
"KDM4B",0.705341139908059,4.79923525426841,4.11932436877567,0.049091718008545,0.156932541174857
"NGDN",-0.745693345566854,4.96594013479562,4.11157418778319,0.0492951582094766,0.157348384463285
"PSMB2",-0.662896447934331,4.77665079937302,4.09769690910073,0.0496617510290084,0.158282995478786
"TCP1",-0.622498271756528,4.62523435554782,4.07353388906084,0.0503072301003175,0.160102386595224
"SRSF3",-0.570874363962594,4.75613766009426,4.05287119403011,0.0508665218862162,0.161049297094818
"PET117",-0.955060713916093,5.06172950236863,4.05102914302659,0.0509167129093836,0.161049297094818
"RSRC2",-0.570273681388036,4.77164496644762,4.05063053086244,0.0509275812034662,0.161049297094818
"RERE",0.721197612893614,4.89587854291804,4.04930698940023,0.0509636863058062,0.161049297094818
"SP1",0.552023078787385,4.69377741303248,4.04870293470424,0.0509801737656789,0.161049297094818
"IGBP1",-0.680108954600171,4.85422523089971,4.04019643901179,0.0512129795673431,0.161546825252869
"UBA2",-0.584884300731792,4.75691148930055,4.03243738786707,0.0514263492520723,0.161981672754325
"RAB12",-0.532399415236871,4.67695076325962,4.02486887372219,0.0516354217254476,0.162401729620359
"FAU",-0.715860553156112,4.77275135855001,4.01211636818676,0.0519898150282946,0.163126588296473
"MRPL53",-0.55357604162997,4.69744326121425,4.01110666149799,0.052017988995239,0.163126588296473
"BZW1",-0.600723269436835,4.7758387136522,3.99365518092368,0.0525076040173909,0.164329263085958
"PPP2CA",-0.545865757079088,4.73520878831059,3.99198526571226,0.0525547200358821,0.164329263085958
"MYL6",-1.17303407744255,5.23784594762098,3.97587800115223,0.0530115773771388,0.165516497050892
"DNAJC4",-0.610262814148678,4.67877359468054,3.95846479970893,0.053510400040251,0.166831116404562
"UBB",-0.583436756272154,4.68311850721521,3.94487989033719,0.053903146498134,0.167811682494191
"PIGH",-0.622053639134443,4.79405027934059,3.93825601753725,0.0540957966523969,0.168161129377491
"ASNA1",-0.754162043607617,4.92210408672771,3.93360238948387,0.0542315974217815,0.168161129377491
"MRPL57",-0.553504098152972,4.70166410266728,3.93295279790651,0.0542505834635077,0.168161129377491
"TMEM131",0.644263600257214,4.83878417002564,3.91454667788842,0.0547916071365536,0.169526620190365
"PDZD11",-0.687219072519301,4.81270007834175,3.90916942641307,0.0549507846765592,0.169526620190365
"EIF3M",-0.57020898804301,4.645785049156,3.90789788486614,0.0549884993553912,0.169526620190365
"CTNNBL1",-0.570575216187067,4.77209800981738,3.9066707650422,0.0550249235163552,0.169526620190365
"UBXN6",-0.604631800355972,4.81951443145914,3.90460596144764,0.0550862723881978,0.169526620190365
"DDX49",-0.53644287334854,4.71634696529611,3.89659263097944,0.0553250774141065,0.169587762081863
"NUS1",-0.614637749540503,4.74785470122307,3.8935846906628,0.0554150113870304,0.169587762081863
"C12orf57",-0.670667485487784,4.80914123129035,3.89271298826141,0.0554411044069814,0.169587762081863
"TSN",-0.729456174843662,4.92095967598717,3.89268449070473,0.0554419576644957,0.169587762081863
"NDUFB8",-0.707195098315302,4.88150921976146,3.89069874460156,0.0555014494086096,0.169587762081863
"DNAJA2",-0.55942543691445,4.71399468482654,3.88690023267498,0.0556154467207702,0.16969435734858
"CIRBP",-0.787169335110474,4.76857849374823,3.87960826548649,0.0558350105734928,0.169903712888477
"TXNDC12",-0.665231034598613,4.83268943119833,3.87936078484603,0.0558424790612477,0.169903712888477
"POLR2F",-0.642566034259417,4.68282925101723,3.86690432695088,0.0562198181284524,0.170809504087154
"COQ10B",-0.778857556496383,4.99142717824638,3.85472709342436,0.0565914192827539,0.171695324415144
"EXOSC8",-0.920550127395575,5.11858964484745,3.85045442965754,0.0567224457034433,0.171849782533737
"TBCB",-0.618304749059518,4.77712488245396,3.82080342482248,0.0576410068429349,0.173939904344962
"TALDO1",-0.612673817329271,4.83272116156758,3.82070614562584,0.0576440473583684,0.173939904344962
"RANBP1",-0.54943029951803,4.7074198114716,3.82033642950314,0.0576556046570013,0.173939904344962
"POLR2C",-0.533891714500116,4.68895467024339,3.81771971813138,0.0577374760286371,0.173942255732341
"COPE",-0.543645543817131,4.69401407344587,3.81299212036989,0.0578857182307337,0.173985842381531
"GTF2F1",-0.525731937374497,4.73145290416298,3.81208634040506,0.0579141685130131,0.173985842381531
"LSM4",-0.553206515056338,4.6987142542671,3.80899351021832,0.0580114298353708,0.174012508080886
"H3F3B",-0.848958748876557,4.99999852153519,3.80421817726155,0.0581619558666217,0.174012508080886
"HAGH",-0.559098288737959,4.62047552622646,3.80407680269837,0.0581664187850793,0.174012508080886
"YIPF3",-0.575826275067798,4.75089649884327,3.79064504012855,0.058592163346154,0.175042047879527
"PSMB5",-0.671186556324958,4.83718767633696,3.78189270994096,0.0588714364852733,0.175631754187637
"CMPK1",-0.751497385157769,4.9405345023833,3.771563129256,0.0592029309769182,0.176375398535402
"DNPH1",-0.757422012341588,4.89017469325156,3.76358407593512,0.0594604050380624,0.176896766722114
"EIF4A1",-0.511501466827922,4.71206680371791,3.75301888819393,0.0598032367143082,0.177670280820209
"EIF5B",-0.541815793675016,4.66567287919399,3.74828450649383,0.0599575720028163,0.177882423161882
"LSM10",-0.787939964343535,4.83298492928987,3.72996073426899,0.0605590696988007,0.179418790751281
"APRT",-0.648551905666033,4.85219277356465,3.72358162450512,0.0607700343968352,0.179795481077533
"ILF2",-0.618181847412505,4.78528040729892,3.7150051958797,0.0610549492822141,0.180389622879269
"PRDX1",-0.593978633815274,4.68536671456285,3.71158510441561,0.0611689789636684,0.180477936557178
"HLA-A",-0.800793712095372,4.86194720147444,3.70845977423749,0.0612733870375212,0.180537658235554
"RER1",-0.650889168020471,4.70529661308316,3.70441286837044,0.0614088753237195,0.180688666075965
"SPCS2",-0.711681771879001,4.89606330038241,3.67001186579199,0.0625740854229133,0.183416824457492
"CACUL1",0.625678994295171,4.56522090600386,3.6687572758303,0.0626170402757406,0.183416824457492
"CDC123",-0.649063915029289,4.89269002370267,3.66790009594203,0.0626464073137361,0.183416824457492
"IPO9",0.540302752427119,4.70165039646187,3.6663914266347,0.0626981314724906,0.183416824457492
"ARMCX3",-0.677452672495099,4.86008527155766,3.65899191664876,0.0629525066641474,0.183416824457492
"ACTR1B",-0.552503369029177,4.76825191495682,3.65665255730252,0.0630331651646138,0.183416824457492
"NOP58",-0.551895549010321,4.80093217643632,3.65611562086852,0.0630516942805738,0.183416824457492
"RPL8",-0.990269203366635,5.07987519355313,3.65494905491727,0.0630919720501295,0.183416824457492
"SNRPC",-0.588861881790487,4.76612061722489,3.65455312555141,0.0631056486944657,0.183416824457492
"RPL22",-1.19675382958662,5.34946346057278,3.64662453205164,0.0633802197522082,0.183965590485097
"GLRX3",-0.598300640504316,4.7005413009491,3.63786351186945,0.0636851583618195,0.184600898224463
"ZBTB38",0.512910438294737,4.68617587465567,3.63344731415858,0.0638394857754451,0.184798511455236
"MRPL49",-0.585924266320792,4.7793536049091,3.62874239493893,0.0640043588789306,0.185026077891248
"CD81",-0.618994359312953,4.59580557340916,3.62405322177925,0.0641691498556452,0.185252794670739
"BCCIP",-0.736409377410849,4.96781522472156,3.61825669366111,0.0643735067505342,0.18554909124334
"CREG1",-0.865407607564057,5.02990722842052,3.61623958115711,0.0644447892663348,0.18554909124334
"PSMC1",-0.527059707703943,4.69744899186838,3.60936799728688,0.0646882809893173,0.186000486222635
"HERPUD1",-0.558417921962749,4.79592108262147,3.59958343471416,0.0650367550170588,0.18642060236514
"YPEL5",-0.624390689058627,4.82040854400215,3.59924275822058,0.0650489255422813,0.18642060236514
"UBAC1",-0.516747774450378,4.72113434726982,3.59795034519345,0.0650951194272679,0.18642060236514
"MRGBP",-0.509275706893058,4.6368437617551,3.58954694027168,0.0653963656938432,0.186928664094236
"NHP2",-0.609902635370736,4.75312261481855,3.58346000379796,0.0656155365579922,0.186928664094236
"NOB1",-0.606466721712026,4.80318947295808,3.58065603585845,0.0657167723817361,0.186928664094236
"CUTC",-0.625434370006992,4.7848941255453,3.57985331795877,0.0657457859934806,0.186928664094236
"PGAM1",-0.645879888454057,4.81667958141874,3.57951803782922,0.065757908639055,0.186928664094236
"SRSF11",-0.539987044793662,4.72619468404156,3.57848145220628,0.0657954039119572,0.186928664094236
"SLC30A5",-0.502834703676386,4.67670270165593,3.56461203653758,0.0662993757824648,0.188111324144692
"MRTO4",-0.594639742157368,4.83581618742874,3.55604339137837,0.0666128740409208,0.188751142427708
"TMEM59",-0.603214436641909,4.86116178964254,3.54953491065823,0.0668520973204146,0.189143670624482
"HSPD1",-0.549979815307327,4.69946709151699,3.54748174749182,0.0669277603748168,0.189143670624482
"PWP1",-0.487466356203598,4.71497824482353,3.52608496166306,0.0677219575942759,0.19113631452595
"FCF1",-0.511725769150354,4.71498945323075,3.51135040791513,0.0682749534481339,0.192335214737916
"MRPL21",-0.573808237206305,4.80165207244854,3.50999494147765,0.0683260762845183,0.192335214737916
"TMEM14C",-0.814541192314614,4.98278845940114,3.50127612389217,0.0686559341296151,0.193010457022312
"DNASE2",-0.65207571100318,4.67783297715313,3.49213394428565,0.0690037108848646,0.193734240638789
"FAM50A",-0.862319751855617,5.03049778012036,3.48415008130597,0.0693090264369974,0.194209336250301
"PBDC1",-0.766094469661257,4.99591972760525,3.48297708539996,0.069354010054886,0.194209336250301
"IDH3B",-0.572714342864453,4.85221523753898,3.4593683480559,0.070266327408154,0.196507525802464
"R3HCC1",-0.538477553040064,4.64069360836642,3.45216867304202,0.0705471959734956,0.197036113754099
"RPL5",-0.914207986925678,5.09579277775316,3.43767648075511,0.0711163507566816,0.198367454321303
"RPS3",-0.723074079443747,4.95597079973098,3.4325893594136,0.0713173485079417,0.198669756557838
"MCRIP1",-0.666497375662868,4.87114858154589,3.42539412426539,0.0716027206994823,0.199206012840972
"EIF3J",-0.511069890870853,4.72037930888346,3.41815235740263,0.0718912225903381,0.199749575720564
"PDAP1",-0.525663843220658,4.75561699428842,3.40586186898877,0.0723838257864464,0.200654834228587
"HMGN4",-0.527359073153427,4.73462987375656,3.40535747650961,0.0724041220013644,0.200654834228587
"C12orf10",-0.518679004734163,4.73793751378389,3.40186243272134,0.0725449330927934,0.200785653527796
"PRKRA",-0.548678959955191,4.76199836273764,3.39360089472442,0.0728789948274602,0.201450314310441
"RTL8A",-0.602733121989169,4.77257327155421,3.38910448508857,0.0730615306259669,0.201694959063963
"ZYG11B",0.556437576961488,4.69227590077907,3.37752267903346,0.0735340550462018,0.202583431521116
"JAGN1",-0.490106135963166,4.75363673547826,3.37492687227864,0.0736404275934713,0.202583431521116
"EIF2B3",-0.571077496791675,4.81428438368941,3.37428633312704,0.073666702371315,0.202583431521116
"EIF1B",-0.493133248916217,4.70682794113268,3.36626282803015,0.0739967116377078,0.203051725221766
"DLD",-0.876171680700364,5.10876550254738,3.36554499384364,0.0740263166076553,0.203051725221766
"ARL6IP1",-0.648924812667661,4.77838794423963,3.36248891136449,0.0741525036552376,0.203138084726034
"PRKAR2A",0.632253372540862,4.85497367124317,3.35935130742711,0.0742823063257622,0.203234116159133
"CDC23",-0.470937651539829,4.68571985541422,3.34989137421871,0.0746751998504963,0.203893935737027
"RAD23A",-0.532345825973892,4.69951311906909,3.34897020044149,0.0747135820462951,0.203893935737027
"ISOC2",-0.530200715081497,4.684541108348,3.34617941746386,0.0748299989102237,0.203939679871572
"RTCB",-0.556615171851634,4.6021729723562,3.34401329258512,0.0749204977803258,0.203939679871572
"CCT2",-0.516698861860791,4.68145073267368,3.33725228166603,0.0752037533068368,0.204451268495773
"MAP4",0.576499354191644,4.79590377463564,3.32741511393443,0.0756180221252511,0.205317287922359
"CDIPT",-0.53253666511025,4.71177653166079,3.32490787706765,0.075724015213643,0.20534514871462
"DYNC1LI1",-0.498975376128857,4.71406312811066,3.3143545061688,0.0761719790083534,0.20629910981429
"EMC2",-0.803233692698939,4.95843036839773,3.30749154178131,0.0764648815275043,0.206640943270595
"NDUFC2",-0.551544587085873,4.78164226080848,3.30688410538717,0.0764908666465513,0.206640943270595
"MRPL17",-0.967070938563719,5.24169917938168,3.30110669596532,0.0767385080821044,0.206863730225544
"SDCBP",-0.855227858206129,5.02863360217099,3.30046161687958,0.0767662141070086,0.206863730225544
"MRPS14",-0.576533471705159,4.76295447901839,3.28864074528546,0.0772759015168706,0.207298948880214
"ATRAID",-0.636119333889084,4.91009395716392,3.28831649502391,0.0772899355664473,0.207298948880214
"TMEM30A",-0.773655484990773,4.92896012883352,3.28829789633604,0.077290740632569,0.207298948880214
"RARS2",-0.479519395407886,4.6802775137048,3.28775387715533,0.077314293288658,0.207298948880214
"SLC30A9",-0.582402145607992,4.74424511123224,3.2834422053996,0.0775012457727444,0.207540789241619
"GTF3A",-0.844159741534343,5.09229887559352,3.27440756990499,0.0778946243988742,0.207630325129197
"SMIM19",-0.610256141875083,4.88045039897464,3.27238862469939,0.077982836322994,0.207630325129197
"MRPL58",-0.545636015807005,4.73391844176413,3.27184417164178,0.0780066437192533,0.207630325129197
"RPL30",-0.835665459425564,5.05170231699681,3.27164975912694,0.0780151467979623,0.207630325129197
"SNRPD3",-0.506633514354484,4.73250285541347,3.27123445189629,0.0780333146853919,0.207630325129197
"C1orf174",-0.63080283572091,4.76897426693501,3.26935789251773,0.0781154649786768,0.207630325129197
"R3HDM4",-0.523184625702373,4.64785951303444,3.26146619731956,0.0784619999535199,0.208293304332055
"COX5B",-0.724031622873156,4.96220853351211,3.25647842158988,0.0786819060285464,0.208618897937246
"JTB",-0.750765513867155,4.94650707494023,3.25275243710441,0.0788466306199301,0.208797558863889
"TMEM101",-0.511397284639413,4.76151409086205,3.24543831739978,0.0791711081262363,0.209398306943005
"STX4",-0.685274066494738,4.95360119604537,3.24089156463344,0.0793735690191155,0.209430668348837
"DNTTIP1",-0.670844718055152,4.95695644620796,3.24073001370034,0.0793807733136431,0.209430668348837
"MRPL16",-0.565144386390086,4.78529854708582,3.23587435944035,0.0795976508574015,0.209430668348837
"ERGIC3",-0.474398607917967,4.70510195242252,3.22837153439844,0.0799340687158042,0.209430668348837
"MAP2K1",-1.01741606471622,5.25428182485442,3.22836919277266,0.0799341739595501,0.209430668348837
"COX4I1",-0.715315544402399,4.96557990223189,3.22832203171657,0.0799362936336388,0.209430668348837
"DNAJB2",-0.522708043205307,4.71457423691499,3.22772740846427,0.0799630246290308,0.209430668348837
"CRADD",-0.65542040175097,4.88066737554156,3.22769599673541,0.0799644370059194,0.209430668348837
"DTD1",-0.630636038898412,4.86963533387582,3.21988976659662,0.0803162983215627,0.209889671945843
"PAIP2",-0.545778651348812,4.61654636792505,3.21946720858044,0.0803353942506,0.209889671945843
"CHID1",-0.709497811767715,4.98444466424203,3.21211787518094,0.0806683339356974,0.210503134175269
"NPEPPS",0.480696562374775,4.73994129346499,3.20201153429044,0.0811286967693935,0.211447210899574
"PTEN",0.535151094701755,4.66383892533833,3.19655202466016,0.0813786108604822,0.211841165407444
"RPA2",-0.537276195026408,4.70560671387744,3.19115551358707,0.0816264886384688,0.212228870460019
"PDE6D",-0.525887559748091,4.72487745688442,3.18390175799696,0.081961008462702,0.212647528709491
"PAM16",-0.479347404851648,4.6467927604239,3.18336584708964,0.0819857837961535,0.212647528709491
"SDHB",-0.773743966896714,4.9364853457049,3.17559734947579,0.0823458678521252,0.213128634818923
"POLE3",-0.520375415581135,4.62464370364404,3.17442416980678,0.0824004007129023,0.213128634818923
"MGST3",-0.729448713431158,4.91416670897772,3.17294197882555,0.082469355197998,0.213128634818923
"TMEM147",-0.52308227955126,4.64448467932085,3.16756714656273,0.082719946045125,0.213518994304204
"PANK3",0.538261563820456,4.79948475366447,3.16458143981282,0.082859517270343,0.213600273632944
"TOB2",0.636456779849391,4.68512073571553,3.15659715970425,0.0832340525948898,0.213600273632944
"AES",-0.589948073460933,4.82533344103958,3.15520827285468,0.0832993975914668,0.213600273632944
"MED28",0.602407917459875,4.84974503067233,3.15398882198611,0.083356818303301,0.213600273632944
"WDR45B",-0.602171488075273,4.86065280623431,3.15181777157899,0.083459157181717,0.213600273632944
"INO80",0.510115261457984,4.75716671687279,3.14971550787014,0.0835583878588074,0.213600273632944
"YWHAB",-0.632376096356495,4.91531044593072,3.14892022396071,0.0835959611902901,0.213600273632944
"NME2",-0.689671265544561,4.95010371806277,3.14869678299223,0.0836065211077857,0.213600273632944
"TM2D3",-0.500862019411054,4.66850938893744,3.14782662089669,0.0836476596045096,0.213600273632944
"INO80B",0.581320681110439,4.85145493134984,3.13209627756844,0.0843952685857501,0.215253092885177
"PAIP1",-0.481770240007892,4.69593506739696,3.11140902947223,0.0853898994839837,0.21753127600136
