"","gene","stranded_over_polya_logFC","average_logCPM","exact_test_pval","lrt_pval","qlft_pval","deseq2_nbwaldtest_pval","normalized_count_cv","s1_stranded_BS_HE0WJRW6","s2_stranded_BS_SHJA4MR0","s3_stranded_BS_FN07P04C","s4_stranded_BS_8QB4S4VA","s5_stranded_BS_KABQQA0T","s6_stranded_BS_D7XRFE0R","s1_polya_BS_HWGWYCY7","s2_polya_BS_X0XXN9BK","s3_polya_BS_W4H1D4Y6","s4_polya_BS_QKT3TJVK","s5_polya_BS_7WM3MNZ0","s6_polya_BS_68KX6A42"
"1","RAB5B",-0.0510496012086569,4.68425168603308,0.865759024126534,0.855591992144565,0.843326968146199,0.773413272847668,0.079817770218346,104.422867156495,90.7835729013529,91.1326753230674,108.197273132658,100.605068429831,92.4360351830151,99.3949315701685,88.2818122280793,111.049512919571,108.580160423735,106.48566810888,96.1232216192682
"2","GORASP1",0.0447144682738492,4.67795477664604,0.873030105070991,0.867697406132432,0.852555263973952,0.815973539957367,0.0880931168879838,108.972962010952,97.3640958932136,111.414918376543,90.7800004579066,101.166793133689,98.8332068663114,94.0506099253079,114.277169951941,88.4488527159766,87.9942750857048,105.462133384809,101.226082873095
"3","SENP2",0.0905729720373796,4.69482416480798,0.761743999480278,0.759014456743856,0.736213729249307,0.738643609846988,0.09582037936319,95.1617605904957,108.213488435402,83.7129183709458,115.341582668734,104.846824933653,104.838239409504,109.482513227158,93.5237224317637,89.5066145204014,93.8796720780704,106.429913168295,93.0866240891329
"4","NUP58",-0.0539453653720801,4.67589033771569,0.85637964368391,0.845424694889758,0.832498356845986,0.740954445065276,0.100408676444972,99.9406884178378,96.3814698776908,92.910601404241,111.882243990134,100.255650404288,83.2455108427202,100.059311582162,104.925395477599,85.9761535622723,116.950280762295,108.393333581093,93.8645772669986
"5","LSG1",-0.00263247379241487,4.68194312445198,1,0.992510449366185,0.994951261718588,0.910884085520912,0.108925930284239,113.544238062446,104.365462095218,83.4254072737015,113.140947295679,94.4411973986915,86.2819144374301,102.977567765702,101.310999230372,93.1018180364154,116.823271645495,98.6890007696282,90.4949583947581
"6","WDR33",0.201494534176476,4.71987437929459,0.470163622053195,0.465292955824562,0.42419404662024,0.270407255519371,0.111433218168298,101.676391830676,122.012649503152,124.736345144218,106.847571454015,104.600143857768,98.5176008585315,82.0602932719589,98.772321705037,95.32833622106,100.106743039205,99.8932569607952,97.1522406899196
"7","BAP1",0.0733664615831441,4.67117563821529,0.797635833698641,0.79344659651298,0.768676716701168,0.862117195367416,0.115395004784867,86.4558186164442,116.498194983638,100.427709544173,104.751549355673,97.7831944369414,96.9160555019522,80.5373499714958,117.217321001166,104.131486958748,102.084586313445,99.572290455827,83.8958033042924
"8","RWDD2A",-0.0328678357498936,4.73997062167213,0.916177651966238,0.913692866447674,0.905706841581425,0.914192212323048,0.117432701352537,98.5724227163019,93.4722744948599,98.8750406289818,109.334361428431,116.334755287124,97.2868301199449,101.124959371018,81.0205513912342,98.1952228714756,105.415243370649,129.313288183907,108.131816238781
"9","ATXN7L3",0.0432222125279878,4.67502492663441,0.885137103297181,0.884427588872046,0.871100530375891,0.951019875509204,0.117464652728919,98.7264234221383,103.66374365789,84.4404270273899,100.630036277071,91.4527810864611,114.743299746701,72.7439200040005,113.224051040063,98.3193550306932,100.3339371143,105.499555878009,99.6660628856996
"10","TMEM222",-0.0860328619074254,4.68051853586681,0.769658033339768,0.762053883878551,0.742887781166499,0.657793285675308,0.119155942062024,87.1428652864401,80.284801482428,110.179648954862,102.140920567305,88.5841315785242,111.657699663226,87.2447263474948,97.8590794326954,113.664368666905,112.362651318724,95.1475691533765,109.687331094
"11","CUL4B",-0.0395313362648371,4.66984788775512,0.909161626746143,0.900105555824912,0.895343707117896,0.749554276165942,0.124157875032961,74.8870052883745,109.224085235462,80.8742125592267,106.264053314321,98.3556263956505,101.865914162886,93.5196612985738,88.0330452996648,90.43782675768,108.151337768292,101.64437360435,114.79482479527
"12","PPIP5K2",0.0906880598343582,4.6750314794849,0.746344043806419,0.740011022035256,0.717608469671907,0.568930107397821,0.124667749843494,92.9503830192901,102.480526814194,132.212210694316,105.417615383203,100.073447354516,88.6992746039006,105.231189506258,91.3092789674065,82.4704490993304,94.1301660376565,99.9265526454836,102.953386309046
"13","STRIP1",0.1640737615056,4.68929585961361,0.564787646384034,0.556977510999209,0.520108824245675,0.454128915561098,0.127892941137196,121.059830076818,90.4557807069519,91.3053408457027,122.0461925433,106.034582121353,103.373873440061,88.7786627946669,109.809854585525,79.9029958133629,98.5307236806759,101.469276319324,93.2288042148724
"14","ACAP2",-0.0495046959048223,4.74770317210717,0.874030323274916,0.869065447055913,0.858480799955964,0.781014546888268,0.128371226205274,101.537744094608,95.3005386494593,95.2469499123063,98.4622559053916,124.555017470019,97.2654243810351,129.133103374946,81.9943750295153,114.663731113546,97.9166576547255,109.872425613949,102.224252175259
"15","ZFAND3",0.0870541944778404,4.67252420336256,0.784963707859209,0.776645537325276,0.758823443327646,0.715471994768262,0.128502699195561,82.8546684204909,99.0659394115824,93.8821485103751,113.590403918827,100.934060588418,112.487101967974,79.3415103485527,78.0937558637202,112.780449074002,105.760641241986,96.169483267196,100.972813442286
"16","NMT1",0.117979812340812,4.74567262352304,0.708190479703054,0.703124192289891,0.677638729551923,0.663104102248353,0.129159973381192,98.1206334127578,102.679279791914,94.3728097799395,93.365774648551,114.62683088596,134.567690147075,96.5668588968345,106.360113136179,100.873588475016,82.6524786712264,99.1264115249839,115.071188545927
