"","stranded_over_polya_logFC","average_logCPM","LR","PValue","BH FDR"
"SLC51A",-5.26689239311242,5.52818893513158,28.0211600192668,1.19996140135353e-07,5.54671813280831e-06
"AL365273.1",-3.18018575968031,5.03408020652265,27.9863249451148,1.22175802642707e-07,5.62735954023541e-06
"RPL36AL",-2.30163538124682,5.03301124013075,27.9845392934752,1.22288595458353e-07,5.62735954023541e-06
"ZSWIM8-AS1",-3.74101370316298,4.75066751428894,27.9807573619066,1.22527830347349e-07,5.62735954023541e-06
"NT5C3AP1",-2.73288324164219,5.0823318169192,27.838522470397,1.31874055084395e-07,6.04366396036345e-06
"RPL5P1",-3.82529635710184,5.28627858555745,27.8264761289575,1.32697698831037e-07,6.06844401818354e-06
"AC079753.1",5.05288727394634,6.02413560243871,27.8124797250073,1.33661150920689e-07,6.09949864882328e-06
"RBMXP2",-2.75169075975244,4.85943663958279,27.7875915156871,1.35391696418026e-07,6.16535266406333e-06
"AC068790.7",3.92783407411715,5.85380606580014,27.7622622375385,1.37175967351239e-07,6.23336895709613e-06
"DRAP1",-1.88752001283755,4.87419410731431,27.7305432223331,1.3944361992005e-07,6.3230164060153e-06
"AC002558.1",4.75864911539711,6.11056851847333,27.6883371143765,1.42519374549993e-07,6.44885136149421e-06
"GNL3L",2.01483279909286,4.67135040224708,27.6599860260597,1.4462353400169e-07,6.53028538372261e-06
"HNRNPCP2",-2.09840241114782,4.82193768973622,27.6180895154315,1.47790141328887e-07,6.65924989752516e-06
"TPT1P9",-4.28490163588158,6.1144593738378,27.5807225661337,1.506729761971e-07,6.77491403244321e-06
"AC099494.3",6.99397467703401,7.48825498473758,27.5620003784121,1.52138504429594e-07,6.8264992531505e-06
"HIST1H3H",4.36651353991818,5.41321515559254,27.4557331117284,1.60731680559664e-07,7.19702105353586e-06
"AL513175.1",-2.69291171910729,4.73128297204172,27.4343718385464,1.62516893258013e-07,7.26179651374556e-06
"AC135050.1",-2.75320769393998,5.01476104993098,27.4227641029952,1.63495298571449e-07,7.29032674378468e-06
"NAV2-AS2",-4.24071241777833,4.94819724943429,27.4017061272125,1.65285349554904e-07,7.35485513953025e-06
"AC036176.2",5.58718948806187,6.49145409065006,27.3944026136112,1.65910767578123e-07,7.36739988201984e-06
"AC246787.1",-5.28095694116363,6.3816039654746,27.3862964430241,1.6660769653401e-07,7.3830617257468e-06
"AC073136.1",-2.8425136428576,4.85924041751907,27.339279687371,1.70708220820862e-07,7.54917509312547e-06
"RPS27",-2.32090431981048,4.96361963725148,27.309812998298,1.73329536401777e-07,7.64932489042246e-06
"TAS2R13",6.07916823394185,7.46961062145712,27.1792720127478,1.85436159337868e-07,8.16080272351393e-06
"AC122129.1",-5.76506819884123,5.9625302105052,27.1767279912471,1.85680330523816e-07,8.16080272351393e-06
"PRO1804",6.22107707131492,6.91903938309762,27.1644787878644,1.86860508322129e-07,8.19587767380988e-06
"NME2P1",-3.59117836152756,5.02759497428957,27.070634052112,1.96155202157194e-07,8.58599342013777e-06
"AC005785.1",-3.39535587591676,4.85889418856823,27.0244020661851,2.00903144191514e-07,8.77590761022322e-06
"AL355802.1",-4.82562204638341,5.51365810746437,26.9912000962818,2.04383832961854e-07,8.90980579139399e-06
"VDAC1P1",-3.17540442726143,5.42531380151571,26.9457790083845,2.09243608951325e-07,9.10315806245035e-06
"AC011944.2",5.72750512113149,6.49455135716244,26.9103724263119,2.13112087388457e-07,9.24735300720052e-06
"AC015971.1",-5.72744566832815,5.53804530509117,26.9055471995388,2.13644806515326e-07,9.24735300720052e-06
"AC015959.1",6.04735824618443,6.22323180357011,26.9036782214526,2.13851505574947e-07,9.24735300720052e-06
"SUMO1P3",-2.03959483334655,4.76082396220117,26.8963807640386,2.14660486592075e-07,9.25211532273973e-06
"AC048380.2",4.99790385382415,6.15482013336837,26.8912669405585,2.15229221650398e-07,9.25211532273973e-06
"AC023389.2",6.26625611503529,6.52305600289134,26.8910286475437,2.15255760259564e-07,9.25211532273973e-06
"AC091959.3",3.24269034147161,4.78914013407195,26.8322264665236,2.21905825397602e-07,9.51887228625552e-06
"MIRLET7BHG",3.27532006101726,5.09592844142166,26.8119170942654,2.24250181252184e-07,9.60023530438493e-06
"TCP11L2",1.88046860298071,4.6169834875979,26.7994285900271,2.25704066053776e-07,9.64322870263224e-06
"HMBOX1",2.55838357128651,4.9853018270081,26.7728722663399,2.28827178696205e-07,9.75722729359087e-06
"TTLL7-IT1",6.17979924831582,7.1983901666708,26.7409915535848,2.326337235516e-07,9.89985734669585e-06
"MTND4P12",-4.22417019894772,5.42862000014993,26.709655588811,2.36437072444406e-07,1.00417867916586e-05
"AF131215.2",7.05323248927848,8.08769114537008,26.7013441743139,2.37456272341616e-07,1.00651425477925e-05
"RPL37P23",-3.22383587906876,4.93022866347015,26.6921464043016,2.38589296796993e-07,1.00764336209303e-05
"AC022431.1",-2.99599131812866,4.81174078336956,26.6915555502811,2.38662265919089e-07,1.00764336209303e-05
"ARPC5L",-1.55638691971057,4.76219011752636,26.6103533491694,2.48906333861596e-07,1.0488296755724e-05
"AC083798.2",-1.97287089659759,4.67872684006287,26.6011901848247,2.50089642645795e-07,1.05174954028765e-05
"AP002784.2",-3.94150047877398,5.51630491224337,26.5709314211696,2.54037386519467e-07,1.06626103054198e-05
"AC124944.2",-7.54382805386778,7.23473605728017,26.5358246511608,2.58695974389168e-07,1.0818535496459e-05
"AC064850.1",2.60182413635697,5.07611252353687,26.5353381517617,2.58761129694305e-07,1.0818535496459e-05
"KMT2D",1.8647618531124,4.7848686328872,26.515622601604,2.61415456281633e-07,1.09082465103667e-05
"MALAT1",5.22043461008901,6.84694933310273,26.3569875048501,2.83790361383622e-07,1.18189042154484e-05
"AC016027.2",5.76799713257587,6.61582723713647,26.3152980908453,2.89982597670785e-07,1.20533851838043e-05
"AC008522.1",-6.03558974606438,6.4483324072467,26.2743570742994,2.96195470375482e-07,1.22878151810703e-05
"XRCC6P2",-2.21298326486775,4.74087036938255,26.2150454988136,3.05433544264217e-07,1.26465997246697e-05
"AC020978.6",-6.46936339045484,7.69128169174003,26.2042951493056,3.07138624571402e-07,1.26926959919218e-05
"EEF1A1P13",-3.21337376194943,5.35343021879123,26.167203951529,3.13095134612959e-07,1.29139700907283e-05
"AC087286.4",5.98785491001533,6.51880378615144,25.9930311602156,3.42652001246171e-07,1.408821475225e-05
"C5orf66",-2.4555370011133,4.37128859336945,25.9917580568049,3.42878035279489e-07,1.408821475225e-05
"ATP6V1E1P1",-4.56626337695675,5.80286573605837,25.9718243596202,3.46436732558436e-07,1.42072180495475e-05
"AC092139.4",6.05608512383992,7.74843401723537,25.9635565365035,3.47923601122503e-07,1.42409644978539e-05
"HSPD1P11",4.58678307982952,6.6088090498176,25.9260010955657,3.54758430992399e-07,1.44930644341428e-05
"SCARNA5",5.73111436061592,5.83110375604637,25.9185285970792,3.56134345381509e-07,1.45216149044536e-05
"AL034370.1",-4.48187976254012,5.77791811178804,25.8785189015528,3.63592865473706e-07,1.47976086881974e-05
"AC100774.1",4.88337374280355,6.18614185250926,25.8154615008851,3.75667055112489e-07,1.52600511326755e-05
"AC015920.1",5.23442434784677,6.04044350533855,25.7754423029294,3.83537576546876e-07,1.55259059978012e-05
"RNFT2",1.9978934849351,4.78420722196763,25.774828568839,3.83659557013925e-07,1.55259059978012e-05
"AC018445.3",4.98638325580299,5.31791497122432,25.7431287255114,3.90013109743317e-07,1.57532978865813e-05
"RPL17P36",-4.68859173941537,5.40797728672895,25.7239987586299,3.93898223523739e-07,1.58803178536413e-05
"RBM12B-AS1",-4.00923820802817,4.99976496464968,25.705809813155,3.97628201209276e-07,1.60006184981924e-05
"ZNF101P2",4.92395472590355,6.24932941323731,25.6773975142965,4.03525646691607e-07,1.62075244761079e-05
"RPL26",-2.89476659433136,5.05684451532624,25.5496784538045,4.31137895770843e-07,1.72841973616693e-05
"HIST1H2AE",5.26667060724752,5.91568295587084,25.5224193664849,4.37272204090766e-07,1.7497414614438e-05
"RPL35P2",-4.0932694447302,5.48988416218877,25.443415856279,4.55549721666697e-07,1.81948425145388e-05
"SCOC",-1.98906947734717,4.78329858485977,25.416196555664,4.6202274060881e-07,1.8419077584717e-05
"RPS27AP16",-3.53843364799763,5.46607661268079,25.4081849273268,4.63945491472474e-07,1.84614154009306e-05
"AC013489.3",-4.6738865613602,5.51560626081459,25.4012323008095,4.65620587510712e-07,1.84937599276477e-05
"RN7SL3",7.44033062229855,7.59117362770056,25.3735803793935,4.72342993210187e-07,1.87260859859003e-05
"AL671277.1",-4.77554352282003,6.597449695552,25.3633159399905,4.74863050080451e-07,1.87912595906375e-05
"AC005255.1",-4.2628324289214,4.87541615864885,25.3545000921363,4.77038215797973e-07,1.88425702623111e-05
"AC004453.1",-3.25050041984284,5.15157463852702,25.327026645512,4.83881116159054e-07,1.90777245944474e-05
"BOLA2",-2.04356972289366,4.95200385476024,25.2872951662261,4.93951607487535e-07,1.94372998227024e-05
"COPS8P2",-2.26997779810829,4.84236369959842,25.2839314752612,4.94813768332502e-07,1.94372998227024e-05
"AC073861.1",-3.38635690749474,5.17755324351465,25.2372941490735,5.06924212066441e-07,1.98766188307149e-05
"AP005432.1",4.38701240462361,6.18899876412123,25.2334335224109,5.07939930953105e-07,1.98801015311719e-05
"AC008764.10",5.941386997974,6.7798062184578,25.2272538424902,5.09570034273941e-07,1.99075739437295e-05
"AC004148.2",-4.7601312774167,6.74621567542978,25.2174403525526,5.12169464640565e-07,1.99727466865652e-05
"C18orf15",6.42605413089233,6.55455195080859,25.1828344312129,5.21442557201838e-07,2.02974591050182e-05
"ANKRD18EP",-5.73131549553344,5.2838305270808,25.1674778943855,5.25611277147114e-07,2.04226642613248e-05
"ALMS1",2.33094561873824,4.9870086981082,25.1567408945454,5.28545799509015e-07,2.04995484771598e-05
"AL390728.6",-4.80290395464563,6.42009161847642,25.0910637118449,5.46856970810071e-07,2.11714590432029e-05
"HIST1H2BN",4.00131846767822,5.83046072128488,25.0032220767175,5.72345881051431e-07,2.21183323545786e-05
"MT-ATP8",-5.10644663895354,6.15785722281313,24.9601355927125,5.85280295985343e-07,2.25775032163555e-05
"HIST2H2BF",4.31607004537224,5.88266158839745,24.9464360211203,5.894539547366e-07,2.26976811870567e-05
"SRP9P1",-2.4848260889512,5.00347698167888,24.820794319322,6.29150823857257e-07,2.41828438532087e-05
"AC090772.4",-5.17572283449492,5.25645528436917,24.6492874876407,6.87701748484781e-07,2.63670930441115e-05
"AL031282.1",-5.33305844246303,7.30549932722618,24.6472314051861,6.88435849715705e-07,2.63670930441115e-05
"BEND3P3",-6.90638664570321,6.88055896334714,24.5819301008959,7.1216424432402e-07,2.72239250147497e-05
"SND1-IT1",5.21597988609449,6.95361735735875,24.5787350525951,7.13346039644226e-07,2.72239250147497e-05
"CASTOR2",3.68454580559138,5.66583404692384,24.5672995346932,7.17591984957796e-07,2.73373230788185e-05
"PCDHGB8P",4.65745361552696,6.88260777245264,24.5615264770287,7.19745105874507e-07,2.73707323241071e-05
"PCDHGB6",2.7987607515614,5.20094280225878,24.5243554522446,7.33764400883732e-07,2.78544758763793e-05
"AC011479.3",4.17606184022364,6.41488427390874,24.5123280977114,7.38358973008401e-07,2.79793697050957e-05
"FBXW4P1",3.32689193270418,5.26898170089096,24.5044883391424,7.4136935965555e-07,2.80438977528964e-05
"Z93241.1",6.71687543034974,8.00981006527623,24.4761014011993,7.52372980245656e-07,2.84100276061775e-05
"AC009812.3",-5.32187124493025,6.02812285492911,24.4588372522141,7.59145007896635e-07,2.86153640234921e-05
"AL807752.3",-5.85881310528352,7.30685654385951,24.3857350628716,7.88504024971677e-07,2.966988478525e-05
"RPL29P14",4.98869045572879,5.64146083147482,24.3635254383901,7.97647283103743e-07,2.99613641471262e-05
"AL080243.2",-2.56979567815004,4.92093059904535,24.3415606854784,8.06794291226341e-07,3.02519649619276e-05
"AL356653.1",-2.35503942189639,5.00298492032942,24.3001528019145,8.24325229431151e-07,3.08553708915171e-05
"AC009244.1",-3.90110183705277,5.42259492214743,24.2331146398107,8.53520798709866e-07,3.18925332591101e-05
"ABALON",-3.41405908397745,5.45020534613787,24.1975070099381,8.69447521215861e-07,3.24311485826744e-05
"HEPN1",-9.97657354564529,12.2580583405011,24.190227715449,8.72739942666714e-07,3.24974414762425e-05
"CTBP1-AS",-5.49186654546973,5.96457027805735,24.1505307386409,8.90916112029465e-07,3.31167569684713e-05
"AL590617.1",5.89826495621004,6.35598579072312,24.1237014757078,9.03415003397022e-07,3.35232612333206e-05
"RPS16P5",5.42218862531981,5.86535414119223,24.0573069886151,9.35107344000228e-07,3.46393476927753e-05
"AC099811.1",3.58764541556503,5.87057013858159,24.0258991327758,9.50485481077562e-07,3.51482975830199e-05
"HDAC1P2",4.72633109945084,6.65379172269345,23.9980466417569,9.64334861481357e-07,3.55990604286612e-05
"ASH1L",1.66827982966577,4.84035646449868,23.9820904050499,9.72359931968363e-07,3.58336354310266e-05
"AC022898.2",5.91749749457771,7.74142097864073,23.9026505264577,1.01332148918028e-06,3.72791068609583e-05
"ZSCAN16-AS1",-1.51195353580977,4.77344226887475,23.8962429906418,1.01669986891075e-06,3.73393472404073e-05
"TCEAL3",-1.83554223505745,4.8523602636667,23.8350948193567,1.04951400683922e-06,3.84785921686968e-05
"AC104791.2",6.08194361550887,7.80343086427767,23.8221555728521,1.05659265240464e-06,3.86720123016634e-05
"RGPD8",2.31346059947953,5.08319589970104,23.7974565536373,1.07023789171651e-06,3.91047057947799e-05
"AC026410.3",-1.5746939350073,4.77874222054656,23.7922286218308,1.07314870454072e-06,3.91443765561045e-05
"C4B-AS1",-7.95272793344993,8.20054431094412,23.7633475674555,1.08937279705107e-06,3.96014707646635e-05
"C4A-AS1",-7.95272793344993,8.20054431094412,23.7633475674555,1.08937279705107e-06,3.96014707646635e-05
"AC024568.1",4.52996473546314,6.48268637950179,23.7320469415294,1.10723398035609e-06,4.01826639774577e-05
"AC079915.1",5.7901107390768,7.00692265466716,23.7242984045613,1.11170072057759e-06,4.02766166468719e-05
"HIST1H2BD",3.21056238154468,5.13039390377307,23.6411740417526,1.16077067924293e-06,4.19766688164342e-05
"PCDHA9",3.61410259485114,4.94554958686223,23.6382443316711,1.16253922402844e-06,4.19766688164342e-05
"AC012615.6",-6.02554034195154,6.29756078656412,23.5572694445594,1.21250464964195e-06,4.37072264294463e-05
"AC092835.1",2.9741410577377,5.24033811197218,23.5275630717259,1.23137012676166e-06,4.43127961053425e-05
"AC015883.1",5.37939393375545,6.93218575993773,23.5147064593684,1.23962591942124e-06,4.45351703848353e-05
"RPS3P2",5.16324691204541,6.33124623977716,23.4946815510592,1.2525954968662e-06,4.49258665832547e-05
"XPOTP1",-1.9509162115104,4.766786934183,23.4701464986261,1.26867183897064e-06,4.54265001706884e-05
"PAPOLB",3.63206547165729,5.33619848848244,23.4637183925544,1.27291789292602e-06,4.55025716124621e-05
"MAPKAPK5-AS1",-1.43652360281435,4.71841171162096,23.4101755592475,1.30884371135039e-06,4.67089516157123e-05
"AC005000.1",-2.52383983346457,4.92037802112967,23.4029961510547,1.31373760347991e-06,4.68057211286332e-05
"DLSTP1",-3.51800633377303,5.19282499870644,23.387044446307,1.32467698077538e-06,4.71172004704318e-05
"AC108449.2",2.49814786640863,4.93859611854463,23.3557483842489,1.34640539414457e-06,4.78107663801534e-05
"AC016251.1",5.3330740336031,6.89549148638812,23.3023256063664,1.38432520812687e-06,4.90760447337274e-05
"AC007878.1",4.55096643525346,6.54295627488897,23.2529998315389,1.42028739342152e-06,5.02678614094137e-05
"AC136469.2",-2.59338108743098,4.93093802196795,23.249046691138,1.42320976742801e-06,5.02883082237166e-05
"SUMO2P17",-4.15279200645985,5.12514474556332,23.2008048538094,1.4593623793338e-06,5.14809281446568e-05
"TERC",6.18175925604745,6.51311942670445,23.1439577891428,1.50314785475054e-06,5.29384485856973e-05
"KRT8P46",3.72238924296478,5.65373236742357,23.1406732849197,1.50571757928077e-06,5.29420174433016e-05
"STARD4-AS1",-4.69918318855438,5.85726966373221,23.1128942512222,1.52762827186814e-06,5.36245027414531e-05
"AC011603.2",-7.53693605798774,10.3054659749736,23.1029821197714,1.53552363273036e-06,5.38135798607856e-05
"AC105074.1",4.44967790686974,6.40041732826026,23.0722227953271,1.56028604455962e-06,5.45921942638087e-05
"FANCB",2.20064421939143,4.92746603319136,23.0682704713641,1.56349671814694e-06,5.4615435848234e-05
"AC106886.4",-3.36420810675967,5.46071020326506,23.0085958963926,1.61278666250448e-06,5.62456070526765e-05
"AC092135.1",5.34669722123638,5.75385454542768,22.8858253421063,1.71914961246872e-06,5.98576637795928e-05
"SPDYE2",-6.40281432249973,7.07362681582071,22.8341932266854,1.76595728251484e-06,6.13877662810021e-05
"CEP295NL",3.83104018635552,5.41070016843701,22.8221353899632,1.77707131836232e-06,6.15857724772062e-05
"ZNF91",2.22747067873678,5.0189999943525,22.821784085344,1.77739617509281e-06,6.15857724772062e-05
"AC091046.3",5.32647991747011,7.1252968844598,22.8165440064512,1.78224883268982e-06,6.1654311231502e-05
"ZNF805",3.00734597843125,5.47662710818177,22.7611608383922,1.83435694958329e-06,6.3354730844867e-05
"RPS23P8",-2.98474994567551,5.38040928498651,22.7574190542377,1.83793208498408e-06,6.3376153309869e-05
"TLK2P2",4.81179876770411,7.14589374880631,22.6702233868796,1.92325268171503e-06,6.6167892455291e-05
"AC092127.1",6.86173311644964,7.52780264423358,22.6672524228811,1.92622872974649e-06,6.6167892455291e-05
"AC117382.1",3.8949082104693,5.84195677009759,22.6653381997701,1.92814867514719e-06,6.6167892455291e-05
"AC087276.1",4.06571965493541,5.24639744830592,22.6458464738907,1.94780829711798e-06,6.67357705376781e-05
"AL162615.1",4.30265703854584,6.30431385906027,22.6263478522785,1.96767606327551e-06,6.73089572649651e-05
"RHEBP1",-2.50658601438039,5.13158788390423,22.622353619154,1.97177093357748e-06,6.73416289544105e-05
"AC020658.3",3.30140088960025,5.56704858388439,22.60524727652,1.98940520530628e-06,6.78358709752132e-05
"CHMP4A",-1.70486076366771,4.90540724004197,22.5834759734814,2.0120773972534e-06,6.85000571687158e-05
"AP005131.6",4.86193392853725,6.60516840652348,22.5719455240009,2.02418977517474e-06,6.88032049095844e-05
"ZNF221",2.56691934658028,5.06713828884002,22.5517693134081,2.04556049592236e-06,6.94195910071879e-05
"RC3H1",1.4705320572801,4.78361013149128,22.5322183347126,2.06648487278944e-06,7.00189060846571e-05
"EGFEM1P",2.98057416003986,5.48740446911942,22.5130294408535,2.08723050630314e-06,7.06102837526652e-05
"RPL7AP11",-5.03953697229655,5.82017188808374,22.4723485266702,2.13190533779208e-06,7.20080404487632e-05
"CHCHD2P9",-3.60314275788103,4.99881373700338,22.4444620045878,2.16308260714724e-06,7.2946219745431e-05
"SETD1B",1.33448361999154,4.68396476143785,22.4233184388249,2.18702573313746e-06,7.36378774322326e-05
"SNRPEP4",-2.14767448136849,4.87406235321748,22.3976050467438,2.21650233228407e-06,7.45133887505154e-05
"AC012065.5",-2.89732869072801,5.36326528919889,22.3818483087368,2.23476170443511e-06,7.4904313746785e-05
"MGA",1.87710508314525,4.85795885269464,22.3815441391737,2.23511566570041e-06,7.4904313746785e-05
"FTH1P8",-4.71749528982023,6.66257725755574,22.3564194998194,2.26454817142709e-06,7.5772276413055e-05
"MKRN5P",6.852185903178,8.00754243717542,22.3293153711107,2.29673570391424e-06,7.67295753544434e-05
"SNORD3B-2",6.2259140302361,6.5360654443608,22.321666157487,2.30590229622124e-06,7.69160069196782e-05
"FP325332.1",4.36496010790492,6.07605524754913,22.3179280174019,2.31039531496385e-06,7.69462091853177e-05
"SUGT1P2",3.69633478706679,5.82129993511883,22.2951273842822,2.33799109139012e-06,7.77445471754036e-05
"AL158801.5",-3.4803360631233,5.66807911307648,22.2607348753886,2.38024346199239e-06,7.90270306080695e-05
"AC008895.1",4.17605421202206,5.99906955997205,22.2493736074055,2.39436882297561e-06,7.9373141445411e-05
"AC000123.3",2.27304333561734,5.06773606149716,22.215170219968,2.43740330275696e-06,8.06750401813753e-05
"TAS2R43",4.40558633124695,6.3828766859323,22.1793975509201,2.48324269869636e-06,8.20656231150069e-05
"GAPDHP1",-2.97326427932546,5.3099022864093,22.172746583129,2.49186017213011e-06,8.22237184182256e-05
"ZNF724",2.44334387392586,5.00900582648533,22.1301496274519,2.54776775642794e-06,8.39393592010239e-05
"AC105114.1",6.18114104387284,6.69026643020633,22.1120531710288,2.57189822319737e-06,8.46044065814987e-05
"RPL11P3",4.14858935931725,6.39506717409092,22.01375784114,2.70703093132279e-06,8.89133222281949e-05
"AC011379.1",4.77994085790423,6.44580643863567,21.995543392192,2.73284291257746e-06,8.96238758240999e-05
"TMA7",-1.53266037349242,4.79421909478484,21.9821438191526,2.7519891747489e-06,9.00671016446533e-05
"AC099811.5",3.80344814989582,5.90488296846782,21.9802147965093,2.7547565590681e-06,9.00671016446533e-05
"AC124856.1",3.19827067286111,4.95600808472533,21.9494777020885,2.7992307157811e-06,9.13732760338732e-05
"AC105206.1",4.75117924880555,5.89723106372889,21.9467397179101,2.80322713680943e-06,9.13732760338732e-05
"PHC3",1.442407783475,4.64975538644155,21.8908944417202,2.88600091577692e-06,9.38006708711841e-05
"RPS7P1",-1.80300732225686,4.81767366846423,21.8906001013246,2.88644362061645e-06,9.38006708711841e-05
"AC109587.1",-1.91804450624471,4.9065408677736,21.8834801357284,2.89717324012423e-06,9.40069162695679e-05
"FKBP2",-2.80565610973879,5.23818187682571,21.8692861882538,2.91868273708511e-06,9.43432576737206e-05
"SNRPD2",-2.43408597728689,5.07901349753651,21.8692346048733,2.91876119798076e-06,9.43432576737206e-05
"RPS15AP38",-6.0510755539566,6.91144800972223,21.8679374410393,2.92073494476644e-06,9.43432576737206e-05
"SMG1P6",4.04135267766505,6.49059233349872,21.8358652412976,2.96996374153283e-06,9.57891463584904e-05
"PCDHA5",2.42102687993183,4.73417150903508,21.8016004364978,3.02347827705135e-06,9.7368711841137e-05
"AL121672.3",3.16695543036371,5.08247834681329,21.7732644017726,3.06846343678462e-06,9.86692710527084e-05
"PSMA6P1",-3.12701230317048,5.30467799136335,21.7466390543954,3.11134458697424e-06,9.98983812895561e-05
"AC022150.4",2.91384500725897,5.33872790366527,21.7383252374692,3.12485710529199e-06,0.000100182264864429
"AC125807.1",-4.50713475635133,5.22732276998596,21.6977659488935,3.19162758856055e-06,0.00010217019182007
"AC091181.1",4.0984949407175,6.45184104211151,21.6718621985416,3.23501868741611e-06,0.000103404889430254
"AF111169.1",-3.73824884453113,5.56015320471035,21.6538835356284,3.26548205862466e-06,0.000104223302371104
"AC025423.4",-5.13029970469534,6.42977750291027,21.646371526584,3.27829564672859e-06,0.000104476797965876
"AC073052.1",4.13447973329243,6.14518183008371,21.607235514552,3.34587240686743e-06,0.000106472212733669
"AP005202.1",-1.97674175405122,4.74552948409654,21.6016003671075,3.35571715193182e-06,0.000106627291073531
"SRCAP",1.51450633418997,4.63617376574334,21.584087279707,3.38649887477405e-06,0.000107446195068275
"HNRNPA1P48",-2.0254368466924,4.9665308502843,21.5692805015568,3.41274480682603e-06,0.000108118981708722
"AC018628.1",3.72184220953272,6.22691415838269,21.5621881802969,3.42538858531777e-06,0.000108206982582384
"AC006330.1",4.0630646372541,6.39705870465461,21.5620627043112,3.4256126992465e-06,0.000108206982582384
"AC007608.4",6.02345450871391,7.80178754796749,21.555132544217,3.43801360268337e-06,0.00010830086529682
"AC084018.1",-5.22728984256881,6.4765909014914,21.5547138335452,3.43876428944553e-06,0.00010830086529682
"AC245033.3",-5.25278659252753,6.36556187999114,21.5500140824929,3.44720154500392e-06,0.00010830086529682
"AP001107.1",-3.41252173275324,5.07046438394964,21.5491346351668,3.44878268359419e-06,0.00010830086529682
"NDUFB6",-1.86683156885315,4.85077722582941,21.5017983846152,3.5349699518939e-06,0.000110845081181609
"RPL4P3",-5.2695355367929,6.10849019963932,21.4666821844796,3.6003010884047e-06,0.00011272884342205
"HIST3H2BB",3.11430209757475,5.22167414481704,21.4180543182975,3.69277507131748e-06,0.000115455743046089
"ZNF483",3.57573533011966,5.853292524575,21.397020256183,3.73350976055412e-06,0.000116528577624711
"DPM1",-1.45002526408193,4.70170939374513,21.3947387690127,3.73795511962894e-06,0.000116528577624711
"RBM12B",1.53938953710772,4.83070258539808,21.3907954677784,3.74565096370719e-06,0.000116599015775895
"AC024940.2",-1.90941833064478,4.94816042199564,21.3619671468305,3.80239813712124e-06,0.000118193964123154
"HIST1H2BG",3.86931929672859,5.33148646874916,21.3265457908611,3.87330602932335e-06,0.000120223831717695
"PTMAP5",-2.35791941751914,5.01368491821002,21.3169591088713,3.89272417162296e-06,0.000120651948024522
"AC046176.1",-2.0214985843302,5.05652976903251,21.2695573142072,3.99018334097156e-06,0.000123302899044875
"Z98048.1",4.73718020831069,5.5039926365507,21.2659693878665,3.99765912258276e-06,0.000123302899044875
"NPM1P6",-2.10639838766187,4.86428468433378,21.2651587976242,3.99935000892763e-06,0.000123302899044875
"AC020763.4",-4.75438873917347,6.37498200424823,21.2642482025861,4.00125036065054e-06,0.000123302899044875
"PEBP1P2",-2.53888251847494,5.22952582974044,21.2603786475053,4.00933597864064e-06,0.000123374803543593
"AC023090.2",5.01439578817869,6.59069940237609,21.2333629357757,4.06624528001213e-06,0.000124946746082665
"MT-ND3",-3.53741675716698,5.65602849916797,21.2287886091887,4.07596115261469e-06,0.000125066115595536
"AC074033.1",-3.04349152812248,5.4395611087792,21.207748883438,4.12095041327396e-06,0.000126265920662714
"BRAFP1",3.68206969206718,5.68287333039005,21.2036332345834,4.12980901023588e-06,0.000126356838304621
"AC010973.2",-3.20987117088471,5.38370365059342,21.1986281666746,4.14060776345739e-06,0.000126506773946772
"AC026362.2",5.81903206366362,7.77733649321168,21.1661756105654,4.21131705611637e-06,0.000128484108420461
"H3F3C",-2.55764385463857,5.07081858177927,21.1572294653642,4.23102157269824e-06,0.0001289019185955
"PHBP9",-4.6630374907292,5.34018336153073,21.1371343655224,4.2756204358537e-06,0.000130075896607362
"INSR",1.51599393115448,4.65968415471411,21.130426897953,4.29061169524953e-06,0.000130347081642652
"LRRC37A17P",-4.01072852664834,5.21019874665316,21.0988711137458,4.36185011818667e-06,0.00013232384912994
"ASB14",-3.69859328645062,5.01955211225877,21.0749245482586,4.41670156991716e-06,0.000133798609140654
"PHBP19",5.61671270508529,7.10907725677017,21.070206218908,4.42759062742248e-06,0.000133939300108544
"RPL21P16",-1.99031338461424,4.93711009862098,21.0667181197447,4.43565785112397e-06,0.000133994351536489
"HIST1H4H",3.1704386824727,4.80283243711463,21.0415833343768,4.49422698353848e-06,0.000135572686839569
"AC044849.2",-1.98626337922398,4.97124669158845,21.0056395996816,4.57933428499772e-06,0.00013794601368628
"AC068790.5",3.91702883907763,5.99751609831356,20.9921351714559,4.61172634550022e-06,0.000138726937809662
"TCEAL4",-1.69477716328082,4.86221228171503,20.9338320081643,4.75423411358986e-06,0.00014281346396117
"USF3",1.75494756140663,4.87736367087604,20.9215455637624,4.78482461002013e-06,0.000143531354175821
"SLC8A1-AS1",-4.44518390624112,6.0806811759345,20.918724242039,4.79187691204774e-06,0.000143542145264804
"AL133243.4",4.93713256295414,7.65243115307747,20.8146958818014,5.0593254916892e-06,0.000151342277748605
"AC078899.1",-3.18176204015088,5.42120743099593,20.780283430689,5.1510549073168e-06,0.000153871623470934
"AC002550.1",-2.92318752369634,4.88898713541947,20.7741228136079,5.16765186915635e-06,0.00015415270833055
"PFDN2",-1.58402306145711,4.80171941943652,20.7185003701807,5.31995218414908e-06,0.000158475464507819
"GPR21",4.09725559290881,5.69432872472715,20.7123340160677,5.33711135056209e-06,0.000158766108525459
