level1	level2	level3	size	counter
Mesenchymal non-meningothelial tumor	CNS Rhabdomyosarcoma	Rhabdomyosarcoma	2	1
Mesenchymal non-meningothelial tumor	CNS sarcoma	Sarcoma	4	1
Mesenchymal non-meningothelial tumor	CNS sarcoma	Sarcoma	4	1
Mesenchymal non-meningothelial tumor	CNS sarcoma	Sarcoma	4	1
Mesenchymal non-meningothelial tumor	CNS sarcoma	Sarcoma	4	1
Mesenchymal non-meningothelial tumor	Hemangioblastoma	Hemangioblastoma	2	1
Mesenchymal non-meningothelial tumor	Hemangioblastoma	Hemangioblastoma	2	1
Mesenchymal non-meningothelial tumor	Hemangioma	Cavernoma	2	1
Mesenchymal non-meningothelial tumor	Hemangioma	Cavernoma	2	1
Mesenchymal non-meningothelial tumor	Other	Fibromyxoid Tumor	1	1
Mesenchymal non-meningothelial tumor	Other	Myofibroblastoma	1	1
Metastatic secondary tumors	Other	Metastatic secondary tumors	5	1
Metastatic secondary tumors	Other	Metastatic secondary tumors	5	1
Metastatic secondary tumors	Other	Metastatic secondary tumors	5	1
Metastatic secondary tumors	Other	Metastatic secondary tumors	5	1
Metastatic secondary tumors	Other	Metastatic secondary tumors	5	1
Metastatic secondary tumors	Other	Myeloid Sarcoma	1	1
Neuronal and mixed neuronal-glial tumor	DNET	Dysembryoplastic neuroepithelial tumor	25	1
Neuronal and mixed neuronal-glial tumor	DNET	Dysembryoplastic neuroepithelial tumor	25	1
Neuronal and mixed neuronal-glial tumor	DNET	Dysembryoplastic neuroepithelial tumor	25	1
Neuronal and mixed neuronal-glial tumor	DNET	Dysembryoplastic neuroepithelial tumor	25	1
Neuronal and mixed neuronal-glial tumor	DNET	Dysembryoplastic neuroepithelial tumor	25	1
Neuronal and mixed neuronal-glial tumor	DNET	Dysembryoplastic neuroepithelial tumor	25	1
Neuronal and mixed neuronal-glial tumor	DNET	Dysembryoplastic neuroepithelial tumor	25	1
Neuronal and mixed neuronal-glial tumor	DNET	Dysembryoplastic neuroepithelial tumor	25	1
Neuronal and mixed neuronal-glial tumor	DNET	Dysembryoplastic neuroepithelial tumor	25	1
Neuronal and mixed neuronal-glial tumor	DNET	Dysembryoplastic neuroepithelial tumor	25	1
Neuronal and mixed neuronal-glial tumor	DNET	Dysembryoplastic neuroepithelial tumor	25	1
Neuronal and mixed neuronal-glial tumor	DNET	Dysembryoplastic neuroepithelial tumor	25	1
Neuronal and mixed neuronal-glial tumor	DNET	Dysembryoplastic neuroepithelial tumor	25	1
Neuronal and mixed neuronal-glial tumor	DNET	Dysembryoplastic neuroepithelial tumor	25	1
Neuronal and mixed neuronal-glial tumor	DNET	Dysembryoplastic neuroepithelial tumor	25	1
Neuronal and mixed neuronal-glial tumor	DNET	Dysembryoplastic neuroepithelial tumor	25	1
Neuronal and mixed neuronal-glial tumor	DNET	Dysembryoplastic neuroepithelial tumor	25	1
Neuronal and mixed neuronal-glial tumor	DNET	Dysembryoplastic neuroepithelial tumor	25	1
Neuronal and mixed neuronal-glial tumor	DNET	Dysembryoplastic neuroepithelial tumor	25	1
Neuronal and mixed neuronal-glial tumor	DNET	Dysembryoplastic neuroepithelial tumor	25	1
Neuronal and mixed neuronal-glial tumor	DNET	Dysembryoplastic neuroepithelial tumor	25	1
Neuronal and mixed neuronal-glial tumor	DNET	Dysembryoplastic neuroepithelial tumor	25	1
Neuronal and mixed neuronal-glial tumor	DNET	Dysembryoplastic neuroepithelial tumor	25	1
Neuronal and mixed neuronal-glial tumor	DNET	Dysembryoplastic neuroepithelial tumor	25	1
Neuronal and mixed neuronal-glial tumor	DNET	Dysembryoplastic neuroepithelial tumor	25	1
Neuronal and mixed neuronal-glial tumor	DNET	Dysembryoplastic neuroepithelial tumor (DNET);Dysplasia/Gliosis;Ganglioglioma	1	1
Neuronal and mixed neuronal-glial tumor	DNET	Dysembryoplastic neuroepithelial tumor (DNET);Ganglioglioma	1	1
Neuronal and mixed neuronal-glial tumor	Dysplasia	Dysplasia;Gliosis;Glial-neuronal tumor NOS	1	1
Neuronal and mixed neuronal-glial tumor	Ganglioglioma	Ganglioglioma	46	1
Neuronal and mixed neuronal-glial tumor	Ganglioglioma	Ganglioglioma	46	1
Neuronal and mixed neuronal-glial tumor	Ganglioglioma	Ganglioglioma	46	1
Neuronal and mixed neuronal-glial tumor	Ganglioglioma	Ganglioglioma	46	1
Neuronal and mixed neuronal-glial tumor	Ganglioglioma	Ganglioglioma	46	1
Neuronal and mixed neuronal-glial tumor	Ganglioglioma	Ganglioglioma	46	1
Neuronal and mixed neuronal-glial tumor	Ganglioglioma	Ganglioglioma	46	1
Neuronal and mixed neuronal-glial tumor	Ganglioglioma	Ganglioglioma	46	1
Neuronal and mixed neuronal-glial tumor	Ganglioglioma	Ganglioglioma	46	1
Neuronal and mixed neuronal-glial tumor	Ganglioglioma	Ganglioglioma	46	1
Neuronal and mixed neuronal-glial tumor	Ganglioglioma	Ganglioglioma	46	1
Neuronal and mixed neuronal-glial tumor	Ganglioglioma	Ganglioglioma	46	1
Neuronal and mixed neuronal-glial tumor	Ganglioglioma	Ganglioglioma	46	1
Neuronal and mixed neuronal-glial tumor	Ganglioglioma	Ganglioglioma	46	1
Neuronal and mixed neuronal-glial tumor	Ganglioglioma	Ganglioglioma	46	1
Neuronal and mixed neuronal-glial tumor	Ganglioglioma	Ganglioglioma	46	1
Neuronal and mixed neuronal-glial tumor	Ganglioglioma	Ganglioglioma	46	1
Neuronal and mixed neuronal-glial tumor	Ganglioglioma	Ganglioglioma	46	1
Neuronal and mixed neuronal-glial tumor	Ganglioglioma	Ganglioglioma	46	1
Neuronal and mixed neuronal-glial tumor	Ganglioglioma	Ganglioglioma	46	1
Neuronal and mixed neuronal-glial tumor	Ganglioglioma	Ganglioglioma	46	1
Neuronal and mixed neuronal-glial tumor	Ganglioglioma	Ganglioglioma	46	1
Neuronal and mixed neuronal-glial tumor	Ganglioglioma	Ganglioglioma	46	1
Neuronal and mixed neuronal-glial tumor	Ganglioglioma	Ganglioglioma	46	1
Neuronal and mixed neuronal-glial tumor	Ganglioglioma	Ganglioglioma	46	1
Neuronal and mixed neuronal-glial tumor	Ganglioglioma	Ganglioglioma	46	1
Neuronal and mixed neuronal-glial tumor	Ganglioglioma	Ganglioglioma	46	1
Neuronal and mixed neuronal-glial tumor	Ganglioglioma	Ganglioglioma	46	1
Neuronal and mixed neuronal-glial tumor	Ganglioglioma	Ganglioglioma	46	1
Neuronal and mixed neuronal-glial tumor	Ganglioglioma	Ganglioglioma	46	1
Neuronal and mixed neuronal-glial tumor	Ganglioglioma	Ganglioglioma	46	1
Neuronal and mixed neuronal-glial tumor	Ganglioglioma	Ganglioglioma	46	1
Neuronal and mixed neuronal-glial tumor	Ganglioglioma	Ganglioglioma	46	1
Neuronal and mixed neuronal-glial tumor	Ganglioglioma	Ganglioglioma	46	1
Neuronal and mixed neuronal-glial tumor	Ganglioglioma	Ganglioglioma	46	1
Neuronal and mixed neuronal-glial tumor	Ganglioglioma	Ganglioglioma	46	1
Neuronal and mixed neuronal-glial tumor	Ganglioglioma	Ganglioglioma	46	1
Neuronal and mixed neuronal-glial tumor	Ganglioglioma	Ganglioglioma	46	1
Neuronal and mixed neuronal-glial tumor	Ganglioglioma	Ganglioglioma	46	1
Neuronal and mixed neuronal-glial tumor	Ganglioglioma	Ganglioglioma	46	1
Neuronal and mixed neuronal-glial tumor	Ganglioglioma	Ganglioglioma	46	1
Neuronal and mixed neuronal-glial tumor	Ganglioglioma	Ganglioglioma	46	1
Neuronal and mixed neuronal-glial tumor	Ganglioglioma	Ganglioglioma	46	1
Neuronal and mixed neuronal-glial tumor	Ganglioglioma	Ganglioglioma	46	1
Neuronal and mixed neuronal-glial tumor	Ganglioglioma	Ganglioglioma	46	1
Neuronal and mixed neuronal-glial tumor	Ganglioglioma	Ganglioglioma	46	1
Neuronal and mixed neuronal-glial tumor	Ganglioglioma	Ganglioglioma;Low-grade glioma/astrocytoma (WHO grade I/II)	1	1
Neuronal and mixed neuronal-glial tumor	Glial-neuronal tumor NOS	Glial-neuronal tumor NOS	4	1
Neuronal and mixed neuronal-glial tumor	Glial-neuronal tumor NOS	Glial-neuronal tumor NOS	4	1
Neuronal and mixed neuronal-glial tumor	Glial-neuronal tumor NOS	Glial-neuronal tumor NOS	4	1
Neuronal and mixed neuronal-glial tumor	Glial-neuronal tumor NOS	Glial-neuronal tumor NOS	4	1
Neuronal and mixed neuronal-glial tumor	Other	Papillary glioneuronal tumor	1	1
NOS Embryonal tumor	CNS Embryonal tumor	Supratentorial or Spinal Cord PNET	16	1
NOS Embryonal tumor	CNS Embryonal tumor	Supratentorial or Spinal Cord PNET	16	1
NOS Embryonal tumor	CNS Embryonal tumor	Supratentorial or Spinal Cord PNET	16	1
NOS Embryonal tumor	CNS Embryonal tumor	Supratentorial or Spinal Cord PNET	16	1
NOS Embryonal tumor	CNS Embryonal tumor	Supratentorial or Spinal Cord PNET	16	1
NOS Embryonal tumor	CNS Embryonal tumor	Supratentorial or Spinal Cord PNET	16	1
NOS Embryonal tumor	CNS Embryonal tumor	Supratentorial or Spinal Cord PNET	16	1
NOS Embryonal tumor	CNS Embryonal tumor	Supratentorial or Spinal Cord PNET	16	1
NOS Embryonal tumor	CNS Embryonal tumor	Supratentorial or Spinal Cord PNET	16	1
NOS Embryonal tumor	CNS Embryonal tumor	Supratentorial or Spinal Cord PNET	16	1
NOS Embryonal tumor	CNS Embryonal tumor	Supratentorial or Spinal Cord PNET	16	1
NOS Embryonal tumor	CNS Embryonal tumor	Supratentorial or Spinal Cord PNET	16	1
NOS Embryonal tumor	CNS Embryonal tumor	Supratentorial or Spinal Cord PNET	16	1
NOS Embryonal tumor	CNS Embryonal tumor	Supratentorial or Spinal Cord PNET	16	1
NOS Embryonal tumor	CNS Embryonal tumor	Supratentorial or Spinal Cord PNET	16	1
NOS Embryonal tumor	CNS Embryonal tumor	Supratentorial or Spinal Cord PNET	16	1
Other tumor	Gliosis	Reactive Gliosis	1	1
Other tumor	Other	Brain arteriovenous malformation	1	1
Other tumor	Other	Cyst	4	1
Other tumor	Other	Cyst	4	1
Other tumor	Other	Cyst	4	1
Other tumor	Other	Cyst	4	1
Other tumor	Other	Malignant melanocytic neoplasm	1	1
Other tumor	Other	Myxoid spindle cell tumor	1	1
Other tumor	Other	Reactive Connective Tissue	1	1
Pre-cancerous lesion	Dysplasia	Dysplasia;Gliosis	14	1
Pre-cancerous lesion	Dysplasia	Dysplasia;Gliosis	14	1
Pre-cancerous lesion	Dysplasia	Dysplasia;Gliosis	14	1
Pre-cancerous lesion	Dysplasia	Dysplasia;Gliosis	14	1
Pre-cancerous lesion	Dysplasia	Dysplasia;Gliosis	14	1
Pre-cancerous lesion	Dysplasia	Dysplasia;Gliosis	14	1
Pre-cancerous lesion	Dysplasia	Dysplasia;Gliosis	14	1
Pre-cancerous lesion	Dysplasia	Dysplasia;Gliosis	14	1
Pre-cancerous lesion	Dysplasia	Dysplasia;Gliosis	14	1
Pre-cancerous lesion	Dysplasia	Dysplasia;Gliosis	14	1
Pre-cancerous lesion	Dysplasia	Dysplasia;Gliosis	14	1
Pre-cancerous lesion	Dysplasia	Dysplasia;Gliosis	14	1
Pre-cancerous lesion	Dysplasia	Dysplasia;Gliosis	14	1
Pre-cancerous lesion	Dysplasia	Dysplasia;Gliosis	14	1
Tumor of cranial and paraspinal nerves	MPNST	Malignant peripheral nerve sheath tumor	4	1
Tumor of cranial and paraspinal nerves	MPNST	Malignant peripheral nerve sheath tumor	4	1
Tumor of cranial and paraspinal nerves	MPNST	Malignant peripheral nerve sheath tumor	4	1
Tumor of cranial and paraspinal nerves	MPNST	Malignant peripheral nerve sheath tumor	4	1
Tumor of cranial and paraspinal nerves	Neurofibroma	Neurofibroma;Plexiform	19	1
Tumor of cranial and paraspinal nerves	Neurofibroma	Neurofibroma;Plexiform	19	1
Tumor of cranial and paraspinal nerves	Neurofibroma	Neurofibroma;Plexiform	19	1
Tumor of cranial and paraspinal nerves	Neurofibroma	Neurofibroma;Plexiform	19	1
Tumor of cranial and paraspinal nerves	Neurofibroma	Neurofibroma;Plexiform	19	1
Tumor of cranial and paraspinal nerves	Neurofibroma	Neurofibroma;Plexiform	19	1
Tumor of cranial and paraspinal nerves	Neurofibroma	Neurofibroma;Plexiform	19	1
Tumor of cranial and paraspinal nerves	Neurofibroma	Neurofibroma;Plexiform	19	1
Tumor of cranial and paraspinal nerves	Neurofibroma	Neurofibroma;Plexiform	19	1
Tumor of cranial and paraspinal nerves	Neurofibroma	Neurofibroma;Plexiform	19	1
Tumor of cranial and paraspinal nerves	Neurofibroma	Neurofibroma;Plexiform	19	1
Tumor of cranial and paraspinal nerves	Neurofibroma	Neurofibroma;Plexiform	19	1
Tumor of cranial and paraspinal nerves	Neurofibroma	Neurofibroma;Plexiform	19	1
Tumor of cranial and paraspinal nerves	Neurofibroma	Neurofibroma;Plexiform	19	1
Tumor of cranial and paraspinal nerves	Neurofibroma	Neurofibroma;Plexiform	19	1
Tumor of cranial and paraspinal nerves	Neurofibroma	Neurofibroma;Plexiform	19	1
Tumor of cranial and paraspinal nerves	Neurofibroma	Neurofibroma;Plexiform	19	1
Tumor of cranial and paraspinal nerves	Neurofibroma	Neurofibroma;Plexiform	19	1
Tumor of cranial and paraspinal nerves	Neurofibroma	Neurofibroma;Plexiform	19	1
Tumor of cranial and paraspinal nerves	Schwannoma	Schwannoma	16	1
Tumor of cranial and paraspinal nerves	Schwannoma	Schwannoma	16	1
Tumor of cranial and paraspinal nerves	Schwannoma	Schwannoma	16	1
Tumor of cranial and paraspinal nerves	Schwannoma	Schwannoma	16	1
Tumor of cranial and paraspinal nerves	Schwannoma	Schwannoma	16	1
Tumor of cranial and paraspinal nerves	Schwannoma	Schwannoma	16	1
Tumor of cranial and paraspinal nerves	Schwannoma	Schwannoma	16	1
Tumor of cranial and paraspinal nerves	Schwannoma	Schwannoma	16	1
Tumor of cranial and paraspinal nerves	Schwannoma	Schwannoma	16	1
Tumor of cranial and paraspinal nerves	Schwannoma	Schwannoma	16	1
Tumor of cranial and paraspinal nerves	Schwannoma	Schwannoma	16	1
Tumor of cranial and paraspinal nerves	Schwannoma	Schwannoma	16	1
Tumor of cranial and paraspinal nerves	Schwannoma	Schwannoma	16	1
Tumor of cranial and paraspinal nerves	Schwannoma	Schwannoma	16	1
Tumor of cranial and paraspinal nerves	Schwannoma	Schwannoma	16	1
Tumor of cranial and paraspinal nerves	Schwannoma	Schwannoma	16	1
Tumor of pineal region	Pineoblastoma	Pineoblastoma	4	1
Tumor of pineal region	Pineoblastoma	Pineoblastoma	4	1
Tumor of pineal region	Pineoblastoma	Pineoblastoma	4	1
Tumor of pineal region	Pineoblastoma	Pineoblastoma	4	1
Tumors of sellar region	Craniopharyngioma	Craniopharyngioma	39	1
Tumors of sellar region	Craniopharyngioma	Craniopharyngioma	39	1
Tumors of sellar region	Craniopharyngioma	Craniopharyngioma	39	1
Tumors of sellar region	Craniopharyngioma	Craniopharyngioma	39	1
Tumors of sellar region	Craniopharyngioma	Craniopharyngioma	39	1
Tumors of sellar region	Craniopharyngioma	Craniopharyngioma	39	1
Tumors of sellar region	Craniopharyngioma	Craniopharyngioma	39	1
Tumors of sellar region	Craniopharyngioma	Craniopharyngioma	39	1
Tumors of sellar region	Craniopharyngioma	Craniopharyngioma	39	1
Tumors of sellar region	Craniopharyngioma	Craniopharyngioma	39	1
Tumors of sellar region	Craniopharyngioma	Craniopharyngioma	39	1
Tumors of sellar region	Craniopharyngioma	Craniopharyngioma	39	1
Tumors of sellar region	Craniopharyngioma	Craniopharyngioma	39	1
Tumors of sellar region	Craniopharyngioma	Craniopharyngioma	39	1
Tumors of sellar region	Craniopharyngioma	Craniopharyngioma	39	1
Tumors of sellar region	Craniopharyngioma	Craniopharyngioma	39	1
Tumors of sellar region	Craniopharyngioma	Craniopharyngioma	39	1
Tumors of sellar region	Craniopharyngioma	Craniopharyngioma	39	1
Tumors of sellar region	Craniopharyngioma	Craniopharyngioma	39	1
Tumors of sellar region	Craniopharyngioma	Craniopharyngioma	39	1
Tumors of sellar region	Craniopharyngioma	Craniopharyngioma	39	1
Tumors of sellar region	Craniopharyngioma	Craniopharyngioma	39	1
Tumors of sellar region	Craniopharyngioma	Craniopharyngioma	39	1
Tumors of sellar region	Craniopharyngioma	Craniopharyngioma	39	1
Tumors of sellar region	Craniopharyngioma	Craniopharyngioma	39	1
Tumors of sellar region	Craniopharyngioma	Craniopharyngioma	39	1
Tumors of sellar region	Craniopharyngioma	Craniopharyngioma	39	1
Tumors of sellar region	Craniopharyngioma	Craniopharyngioma	39	1
Tumors of sellar region	Craniopharyngioma	Craniopharyngioma	39	1
Tumors of sellar region	Craniopharyngioma	Craniopharyngioma	39	1
Tumors of sellar region	Craniopharyngioma	Craniopharyngioma	39	1
Tumors of sellar region	Craniopharyngioma	Craniopharyngioma	39	1
Tumors of sellar region	Craniopharyngioma	Craniopharyngioma	39	1
Tumors of sellar region	Craniopharyngioma	Craniopharyngioma	39	1
Tumors of sellar region	Craniopharyngioma	Craniopharyngioma	39	1
Tumors of sellar region	Craniopharyngioma	Craniopharyngioma	39	1
Tumors of sellar region	Craniopharyngioma	Craniopharyngioma	39	1
Tumors of sellar region	Craniopharyngioma	Craniopharyngioma	39	1
Tumors of sellar region	Craniopharyngioma	Craniopharyngioma	39	1
